event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	current_short_default_de	current_layer
276	B3-S021	B3	f83r	shecthy	MC137	bereit+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
277	B3-S021	B3	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17
278	B3-S021	B3	f83r	tal	MC154	dorthin	REVISED_SHARED_17
279	B3-S021	B3	f83r	shcthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17
280	B3-S021	B3	f83r	dalchdy	MC031	Ziel+umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
281	B3-S022	B3	f83r	qotchedy	MC057	danach+umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
282	B3-S023	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
283	B3-S024	B3	f83r	tchedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24
284	B3-S025	B3	f83r	qokchdy	MC088	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24
285	B3-S026	B3	f83r	cheedar	MC042	umsetzen+Quelle	UNCHANGED_LEARNED_SECTION_CARD
286	B3-S026	B3	f83r	chldaiin	MC144	absetzen+Sollmaß	UNCHANGED_LEARNED_SECTION_CARD
287	B3-S026	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
288	B3-S026	B3	f83r	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24
289	B3-S026	B3	f83r	checthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17
290	B3-S026	B3	f83r	chealror	MC146	Ziel+Ansatz	UNCHANGED_LEARNED_SECTION_CARD
291	B3-S026	B3	f83r	solkeedy	MC045	länger auffangen; schließen	REVISED_EXTENSION_CORE_24
292	B3-S027	B3	f83r	qoteedy	MC173	danach+länger+Schluss	UNCHANGED_LEARNED_SECTION_CARD
293	B3-S028	B3	f83r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24
294	B3-S028	B3	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
295	B3-S029	B3	f83r	sol	MC153	weiter	REVISED_SHARED_17
296	B3-S029	B3	f83r	cheeety	MC094	vollständig+Teil	UNCHANGED_LEARNED_SECTION_CARD
297	B3-S029	B3	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
298	B3-S030	B3	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
299	B3-S030	B3	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17
300	B3-S030	B3	f83r	schedair	MC116	Lauf	UNCHANGED_LEARNED_SECTION_CARD
301	B3-S030	B3	f83r	otchedy	MC057	danach+umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
302	B3-S031	B3	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
303	B3-S032	B3	f83r	chedain	MC145	umsetzen+Anteil	UNCHANGED_LEARNED_SECTION_CARD
304	B3-S032	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
305	B3-S032	B3	f83r	qotedaiin	MC018	danach+kurz+Sollmaß	UNCHANGED_LEARNED_SECTION_CARD
306	B3-S032	B3	f83r	otaiin	MC060	nächstes Sollmaß	REVISED_EXTENSION_CORE_24
307	B3-S032	B3	f83r	otedy	MC135	danach+kurz+Schluss	UNCHANGED_LEARNED_SECTION_CARD
308	B3-S033	B3	f83r	ldy	MC004	abziehen; schließen	REVISED_EXTENSION_CORE_24
309	B3-S034	B3	f83r	soiiin	MC033	Stufe	UNCHANGED_LEARNED_SECTION_CARD
310	B3-S034	B3	f83r	checthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17
311	B3-S034	B3	f83r	chety	MC086	einen Teil abtrennen	REVISED_SHARED_17
312	B3-S034	B3	f83r	otaiin	MC060	nächstes Sollmaß	REVISED_EXTENSION_CORE_24
313	B3-S034	B3	f83r	olsaly	MC078	Ziel+Posten	UNCHANGED_LEARNED_SECTION_CARD
314	B3-S034	B3	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
315	B4-S001	B4	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
316	B4-S002	B4	f83r	qolchey	MC162	weiter+Posten	UNCHANGED_LEARNED_SECTION_CARD
317	B4-S002	B4	f83r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24
318	B4-S002	B4	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
319	B4-S003	B4	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
320	B4-S003	B4	f83r	otal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24
321	B4-S003	B4	f83r	otchey	MC171	der nächste Posten	REVISED_SHARED_17
322	B4-S003	B4	f83r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24
323	B4-S003	B4	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
324	B4-S003	B4	f83r	tol	MC153	weiter	REVISED_SHARED_17
325	B4-S003	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
326	B4-S004	B4	f83r	qokylddy	MC164	ansetzen+Posten+festbinden	UNCHANGED_LEARNED_SECTION_CARD
327	B4-S005	B4	f83r	dain	MC059	Tuch	UNCHANGED_LEARNED_SECTION_CARD
328	B4-S005	B4	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
329	B4-S005	B4	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
330	B4-S006	B4	f83r	shckhedy	MC143	seihen; schließen	REVISED_EXTENSION_CORE_24
331	B4-S007	B4	f83r	shckhedy	MC143	seihen; schließen	REVISED_EXTENSION_CORE_24
332	B4-S008	B4	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17
333	B4-S008	B4	f83r	cheeky	MC032	länger bearbeiten	REVISED_SHARED_17
334	B4-S008	B4	f83r	sheey	MC095	halten+länger+Posten	UNCHANGED_LEARNED_SECTION_CARD
335	B4-S008	B4	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
336	B4-S009	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
337	B4-S010	B4	f83r	oldy	MC019	fortsetzen; abschließen	REVISED_SHARED_17
338	B4-S011	B4	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17
339	B4-S011	B4	f83r	cheky	MC147	kurz wärmen	REVISED_EXTENSION_CORE_24
340	B4-S011	B4	f83r	okeeol	MC150	ansetzen+länger+weiter	UNCHANGED_LEARNED_SECTION_CARD
341	B4-S011	B4	f83r	okain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24
342	B4-S011	B4	f83r	chdy	MC074	diesen Posten übertragen	REVISED_SHARED_17
343	B4-S011	B4	f83r	sol	MC153	weiter	REVISED_SHARED_17
344	B4-S011	B4	f83r	lkedy	MC124	abführen+kurz+Schluss	UNCHANGED_LEARNED_SECTION_CARD
345	B4-S012	B4	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
346	B4-S013	B4	f83r	qokol	MC024	ansetzen+weiter	UNCHANGED_LEARNED_SECTION_CARD
347	B4-S013	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
348	B4-S014	B4	f83r	or	MC080	Arbeitsansatz	REVISED_SHARED_17
349	B4-S014	B4	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17
350	B4-S014	B4	f83r	qockhey	MC165	ansetzen+Durchlass+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
351	B4-S014	B4	f83r	dairydy	MC091	Lauf+Posten+Schluss	UNCHANGED_LEARNED_SECTION_CARD
352	B4-S015	B4	f83r	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24
353	B4-S015	B4	f83r	shey	MC119	Klarlauf	REVISED_SHARED_17
354	B4-S015	B4	f83r	kain	MC105	einen Anteil	REVISED_EXTENSION_CORE_24
355	B4-S015	B4	f83r	chckhal	MC022	Durchlass+Ziel	UNCHANGED_LEARNED_SECTION_CARD
356	B4-S015	B4	f83r	solkey	MC050	sammeln+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
357	B4-S015	B4	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
358	B4-S016	B4	f83r	qolkain	MC097	weiter+Anteil	UNCHANGED_LEARNED_SECTION_CARD
359	B4-S016	B4	f83r	dal	MC154	dorthin	REVISED_SHARED_17
360	B4-S016	B4	f83r	skar	MC089	ausgießen+Quelle	UNCHANGED_LEARNED_SECTION_CARD
361	B4-S016	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
362	B5-S001	B5	f83r	otchdy	MC067	danach+umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
363	B5-S002	B5	f83r	qokchdy	MC088	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24
364	B5-S003	B5	f83r	shedal	MC113	absetzen+Ziel	UNCHANGED_LEARNED_SECTION_CARD
365	B5-S003	B5	f83r	dal	MC154	dorthin	REVISED_SHARED_17
366	B5-S003	B5	f83r	cheol	MC153	weiter	REVISED_SHARED_17
367	B5-S003	B5	f83r	lol	MC092	abführen+weiter	UNCHANGED_LEARNED_SECTION_CARD
368	B5-S003	B5	f83r	chdal	MC001	umsetzen+Ziel	UNCHANGED_LEARNED_SECTION_CARD
369	B5-S003	B5	f83r	aiin	MC039	Sollmaß	REVISED_SHARED_17
370	B5-S003	B5	f83r	sol	MC153	weiter	REVISED_SHARED_17
371	B5-S003	B5	f83r	daiiin	MC172	Stufe	UNCHANGED_LEARNED_SECTION_CARD
372	B5-S003	B5	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
373	B6-S001	B6	f83r	solkeey	MC020	sammeln+länger+Posten	UNCHANGED_LEARNED_SECTION_CARD
374	B6-S001	B6	f83r	qekey	MC052	bearbeiten+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
375	B6-S001	B6	f83r	raly	MC046	Ziel+Posten	UNCHANGED_LEARNED_SECTION_CARD
376	B6-S001	B6	f83r	ol	MC153	weiter	REVISED_SHARED_17
377	B6-S001	B6	f83r	daiin	MC039	Sollmaß	REVISED_SHARED_17
378	B6-S001	B6	f83r	ol	MC153	weiter	REVISED_SHARED_17
379	B6-S001	B6	f83r	dain	MC059	Tuch	UNCHANGED_LEARNED_SECTION_CARD
380	B6-S001	B6	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17
381	B6-S001	B6	f83r	ldalor	MC101	Ziel	UNCHANGED_LEARNED_SECTION_CARD
