model	edition	paragraph	at	word	hypothesis	kind	polarity	patient	patient_word	patient_hypothesis	status	intervening
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.43|G013	qokam	erwärme	ACTION	POSITIVE	IT2a|f116r.43|G012	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.45|G005	chy	heiß	QUALITY	NEGATIVE	IT2a|f116r.45|G002	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokas aleey
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G007	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f75v.43|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G012	dy	fertig	QUALITY	NEGATIVE	IT2a|f75v.43|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokeey qotedy olkedy chey tal
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.44|G003	sheckhy	vermische	ACTION	POSITIVE	IT2a|f75v.44|G002	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G008	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G009	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G011	qoky	erwärme mäßig	ACTION	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G012	dy	fertig	QUALITY	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.46|G003	sheckhy	vermische	ACTION	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy ychey qotain
AMV	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.48|G001	qokeor	erhitze den Auszug	ACTION	POSITIVE	IT2a|f75v.47|G009	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olshedy oldy
AMV	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.29|G001	okchey	zerstoße fein	ACTION	POSITIVE				MISSING_PATIENT	
AMV	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.29|G002	qoky	erwärme mäßig	ACTION	POSITIVE				MISSING_PATIENT	
AMV	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.32|G002	qoky	erwärme mäßig	ACTION	NEGATIVE	IT2a|f80r.30|G009	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	qokal checthy sol chey okalol okaly qokeedy oly solchey
AMV	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.32|G005	sheckhy	vermische	ACTION	POSITIVE	IT2a|f80r.30|G009	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	qokal checthy sol chey okalol okaly qokeedy oly solchey qoky r cheykain
AMV	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.33|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f80r.32|G008	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	solchey
