fused_s_revision_id	expression_id	page	locus	surface	value_surface	value_label	line_position	paragraph_start_line	left_surface	right_surface	clean_content_attachment_sides	gdt759_global_candidate_de	gdt760_context_render_de	context_decision	exact_content_phrase_license	working_drachm_candidate_retained	unconditional_global_spoken_drachm_overlay_allowed	simple_ordinal_entry_default_allowed	old_seed_reading_quarantined	confirmed_unit	confirmed_lexeme	component_export_credit
G760-S087	G760-E0177	f76r	f76r.30	sain	ain	II	MIDDLE	0	olky	chy	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S088	G760-E0178	f76r	f76r.34	sain	ain	II	MIDDLE	0	shcthy	oly	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S089	G760-E0179	f76r	f76r.41	sain	ain	II	FIRST	0	LINE_EDGE	ar	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S090	G760-E0180	f76r	f76r.48	saiin	aiin	III	FIRST	0	LINE_EDGE	shckhy	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S091	G760-E0181	f76r	f76r.49	sain	ain	II	MIDDLE	0	shol	oky	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S092	G760-E0182	f76r	f76r.53	saiin	aiin	III	FIRST	0	LINE_EDGE	qol	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S093	G760-E0183	f76r	f76r.55	sain	ain	II	FIRST	0	LINE_EDGE	sheey	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S094	G760-E0184	f76v	f76v.13	saiin	aiin	III	FIRST	0	LINE_EDGE	sheedy	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S095	G760-E0185	f76v	f76v.27	saiin	aiin	III	MIDDLE	0	qokeedy	chek	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S096	G760-E0186	f76v	f76v.28	saiin	aiin	III	FIRST	0	LINE_EDGE	sheckhy	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S097	G760-E0187	f76v	f76v.33	saiin	aiin	III	FIRST	0	LINE_EDGE	otaiin	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S098	G760-E0188	f76v	f76v.35	saiin	aiin	III	MIDDLE	0	qoky	olor	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S099	G760-E0189	f76v	f76v.37	saiin	aiin	III	MIDDLE	1	qoky	sy	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S100	G760-E0190	f76v	f76v.38	saiin	aiin	III	FIRST	0	LINE_EDGE	chedy	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S101	G760-E0191	f76v	f76v.39	san	an	I	MIDDLE	0	okedy	ol	NONE	eine Drachme	Mengenform I; Leitkandidat eine Drachme; Rivalen ein gleicher Teil || eine Unze	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S102	G760-E0192	f77r	f77r.14	sain	ain	II	MIDDLE	0	sokcheey	sheeol	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S103	G760-E0193	f77r	f77r.17	saiin	aiin	III	MIDDLE	0	qeey	sheety	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S104	G760-E0194	f77r	f77r.29	saiin	aiin	III	FIRST	0	LINE_EDGE	cheeol	R	drei Drachmen	Menge: drei Drachmen; Stoff: vollständig getrockneter Drogenstoff	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S105	G760-E0195	f77v	f77v.25	saiin	aiin	III	MIDDLE	0	qokaiin	dal	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S106	G760-E0196	f77v	f77v.27	sain	ain	II	MIDDLE	0	cheky	chedy	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S107	G760-E0197	f77v	f77v.40	saiin	aiin	III	MIDDLE	0	qokaiin	shedy	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S108	G760-E0198	f78r	f78r.23	sain	ain	II	FIRST	0	LINE_EDGE	sheor	R	zwei Drachmen	Menge: zwei Drachmen; Stoff: feuchter Drogenteil	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S109	G760-E0199	f78r	f78r.35	sain	ain	II	MIDDLE	0	y	checkhy	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S110	G760-E0200	f78r	f78r.36	saiin	aiin	III	MIDDLE	0	qol	ckhain	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S111	G760-E0202	f78v	f78v.12	sain	ain	II	LAST	0	qokal	LINE_EDGE	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S112	G760-E0205	f78v	f78v.30	sain	ain	II	MIDDLE	0	shol	sheety	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S113	G760-E0206	f79r	f79r.6	sain	ain	II	MIDDLE	0	qokey	olcheey	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S114	G760-E0208	f79r	f79r.19	sain	ain	II	MIDDLE	0	chol	oral	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S115	G760-E0209	f79r	f79r.42	sain	ain	II	FIRST	0	LINE_EDGE	okaio	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S116	G760-E0210	f79v	f79v.5	saiin	aiin	III	MIDDLE	0	qotal	ory	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S117	G760-E0212	f79v	f79v.25	sain	ain	II	MIDDLE	0	otshey	ol	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S118	G760-E0216	f80r	f80r.50	saiin	aiin	III	MIDDLE	0	chey	shety	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S119	G760-E0217	f81r	f81r.15	sain	ain	II	FIRST	0	LINE_EDGE	ol	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S120	G760-E0219	f81v	f81v.3	saiin	aiin	III	FIRST	0	LINE_EDGE	daiin	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S121	G760-E0220	f82r	f82r.33	sain	ain	II	FIRST	0	LINE_EDGE	ol	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S122	G760-E0221	f82v	f82v.26	saiin	aiin	III	FIRST	0	LINE_EDGE	shey	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S123	G760-E0222	f83r	f83r.15	saiin	aiin	III	FIRST	0	LINE_EDGE	shedal	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S124	G760-E0223	f83r	f83r.19	sain	ain	II	MIDDLE	0	ockhey	ched	L	zwei Drachmen	Menge: zwei Drachmen; Zubereitung: Ansatz eines Arzneikompositums in der Gradmitte	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S125	G760-E0224	f83r	f83r.20	saiin	aiin	III	LAST	0	qoky	LINE_EDGE	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S126	G760-E0225	f83r	f83r.28	saiin	aiin	III	FIRST	0	LINE_EDGE	cheeky	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S127	G760-E0226	f83r	f83r.33	sain	ain	II	LAST	0	qokey	LINE_EDGE	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S128	G760-E0227	f83r	f83r.35	saiin	aiin	III	FIRST	0	LINE_EDGE	cheky	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S129	G760-E0228	f83v	f83v.18	saiin	aiin	III	MIDDLE	0	qokeedy	okaiin	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S130	G760-E0229	f85r1	f85r1.3	saiin	aiin	III	MIDDLE	0	cheol	otedam	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S131	G760-E0235	f85r1	f85r1.27	saiin	aiin	III	MIDDLE	0	qokal	ol	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S132	G760-E0237	f85r2	f85r2.2	sain	ain	II	FIRST	1	LINE_EDGE	or	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S133	G760-E0242	f86v3	f86v3.7	sain	ain	II	FIRST	0	LINE_EDGE	ytaiin	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S134	G760-E0244	f86v3	f86v3.15	saiin	aiin	III	MIDDLE	1	shocfhy	or	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S135	G760-E0256	f86v6	f86v6.26	saiin	aiin	III	FIRST	0	LINE_EDGE	shor	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S136	G760-E0260	f87r	f87r.1	saiin	aiin	III	MIDDLE	1	cpheo	oteodal	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S137	G760-E0261	f87v	f87v.14	san	an	I	FIRST	0	LINE_EDGE	ainy	NONE	eine Drachme	Mengenform I am Zeilenanfang; eine Drachme bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S138	G760-E0262	f87v	f87v.16	saiin	aiin	III	FIRST	0	LINE_EDGE	olcthr	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S139	G760-E0263	f88r	f88r.10	saiin	aiin	III	MIDDLE	0	cheol	cheos	R	drei Drachmen	Menge: drei Drachmen; Zubereitung: Charge eines mitteltrockenen Ansatzes	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S140	G760-E0266	f88v	f88v.26	saiin	aiin	III	FIRST	0	LINE_EDGE	choky	R	drei Drachmen	Menge: drei Drachmen; Zubereitung: heiß-trockene Zubereitung, Grundform	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S141	G760-E0267	f89r1	f89r1.15	saiin	aiin	III	MIDDLE	1	qocphey	cheocphey	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S142	G760-E0268	f89v1	f89v1.18	saiin	aiin	III	MIDDLE	0	qoeey	ols	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S143	G760-E0269	f8v	f8v.1	saiin	aiin	III	LAST	1	opydaiin	LINE_EDGE	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S144	G760-E0270	f94r	f94r.6	saiin	aiin	III	FIRST	0	LINE_EDGE	choky	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S145	G760-E0272	f95v1	f95v1.10	sain	ain	II	FIRST	0	LINE_EDGE	sheyk	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
