expression_id	page	physical_folio	locus	line_number	section	language	hand	paragraph_id	paragraph_start_line	paragraph_end_line	mode	head_surface	value_surface	value_label	value_number	source_expression_eva	start_ordinal	end_ordinal	line_token_count	expression_line_position	written_line_eva	left_surface	left_ordinal	left_reader_exact	left_source_composed_quarantined	left_axes	left_axis_class	left_semantic_candidate_de	left_semantic_confidence	left_semantic_source	right_surface	right_ordinal	right_reader_exact	right_source_composed_quarantined	right_axes	right_axis_class	right_semantic_candidate_de	right_semantic_confidence	right_semantic_source	content_attachment_sides	clean_content_attachment_count	amount_candidate_de	amount_rivals_de	amount_working_confidence	exact_normalized_boundary_bridges_for_type	this_zl3b_locus_is_exact_boundary_bridge	gdt760_render_de	renderer_scope	global_unit_identity_confirmed	confirmed_plaintext	component_export_credit
G760-E0038	f108r	f108	f108r.15	15	S	B	3	f108r-P004	0	0	FUSED	or	ain	II	2	orain	1	1	11	FIRST	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	cheey	2	1	0	NONE	OPEN	trocken am Ende des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Portionen	Dosis/Dosen || Teil/Teile	C1_BOUNDARY_SUPPORTED	1	0	Mengenform II; Leitkandidat zwei Portionen; Rivalen Dosis/Dosen || Teil/Teile	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0039	f108r	f108	f108r.28	28	S	B	3	f108r-P007	0	1	FUSED	s	ain	II	2	sain	1	1	5	FIRST	sain arolkeey qoal olkedy okaiin	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	arolkeey	2	1	0	NONE	OPEN	Drogenfraktion I, vollständig erhitzt	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0040	f108r	f108	f108r.30	30	S	B	3	f108r-P008	0	1	FUSED	s	aiin	III	3	saiin	7	7	8	MIDDLE	ykeol chedal chokedy o qokedy okchedy saiin alkan	okchedy	6	0	0	NONE	EDGE_OR_NONEXACT	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	alkan	8	1	0	NONE	OPEN	[alkan:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0041	f108v	f108	f108v.2	2	S	B	3	f108v-P001	0	0	FUSED	ar	aiin	III	3	araiin	10	10	11	MIDDLE	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam	qokeedar	9	0	0	NONE	EDGE_OR_NONEXACT	[qokeedar:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	okam	11	1	1	NONE	OPEN	QUARANTINED_SOURCE_COMPOSITION	HOLD	GDT754_PROVENANCE_SIEVE	NONE	0	drei Anteile	Portion/Portionen || Fraktion/Fraktionen	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Mengenform III; Leitkandidat drei Anteile; Rivalen Portion/Portionen || Fraktion/Fraktionen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0042	f108v	f108	f108v.11	11	S	B	3	f108v-P003	0	1	FUSED	s	ain	II	2	sain	1	1	12	FIRST	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	al	2	1	0	NONE	OPEN	Rohstoffklasse I	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0043	f108v	f108	f108v.12	12	S	B	3	f108v-P004	1	0	SEPARATED	ar	aiin	III	3	ar aiin	9	10	12	MIDDLE	tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam	shok	8	1	0	NONE	OPEN	Feuchtansatz erhitzen	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	okeey	11	1	0	NONE	OPEN	heißer Ansatz am Ende des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Anteile	Portion/Portionen || Fraktion/Fraktionen	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0044	f108v	f108	f108v.27	27	S	B	3	f108v-P006	0	0	SEPARATED	ar	ain	II	2	ar ain	5	6	13	MIDDLE	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	okar	4	1	0	NONE	OPEN	heiße Drogenfraktion I im Ansatz	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	olcheees	7	1	0	NONE	OPEN	[olcheees:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Anteile	Portion/Portionen || Fraktion/Fraktionen	C1_RECURRENT_PAIR	0	0	zwei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0045	f108v	f108	f108v.33	33	S	B	3	f108v-P007	0	0	FUSED	s	ain	II	2	sain	1	1	12	FIRST	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	ain	2	1	0	NONE	OPEN	Menge-/Klassenwert II	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0046	f108v	f108	f108v.37	37	S	B	3	f108v-P007	0	0	FUSED	s	ain	II	2	sain	1	1	11	FIRST	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	sheor	2	1	0	MOIST|PART|MATERIAL	CONTENT_PREP	feuchter Drogenteil	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Menge: zwei Drachmen; Stoff: feuchter Drogenteil	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0047	f108v	f108	f108v.39	39	S	B	3	f108v-P007	0	0	FUSED	s	ain	II	2	sain	1	1	13	FIRST	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	chey	2	1	0	NONE	OPEN	trocken in der Mitte des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0048	f108v	f108	f108v.46	46	S	B	3	f108v-P007	0	0	FUSED	s	aiin	III	3	saiin	1	1	11	FIRST	saiin sheeain qkain okeey qokalor cheol keol chedy qokeey qokeey ral	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	sheeain	2	1	0	NONE	OPEN	[sheeain:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0049	f108v	f108	f108v.49	49	S	B	3	f108v-P007	0	0	FUSED	s	aiin	III	3	saiin	1	1	12	FIRST	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	okain	2	1	0	NONE	OPEN	heiß im Zubereitungsrahmen, Grad II	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0050	f108v	f108	f108v.52	52	S	B	3	f108v-P007	0	0	FUSED	s	aiin	III	3	saiin	1	1	11	FIRST	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	cheol	2	1	0	NONE	OPEN	trockener Drogenstoff	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0051	f10r	f10	f10r.4	4	H	A	1	f10r-P001	0	0	SEPARATED	or	aiin	III	3	or aiin	6	7	10	MIDDLE	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody	ckhy	5	0	0	NONE	EDGE_OR_NONEXACT	Arzneikompositum am Gradanfang	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	chtchor	8	1	0	NONE	OPEN	[chtchor:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Portionen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0052	f10v	f10	f10v.1	1	H	A	1	f10v-P001	1	0	FUSED	s	ain	II	2	sain	9	9	9	LAST	paiin daiin sheo pcheey qoty daiin cthor otydy sain	otydy	8	1	0	COLD|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	CONTENT_PREP	kalter Ansatz in Grundform, fertig	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	L	1	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Menge: zwei Drachmen; Zubereitung: kalter Ansatz in Grundform, fertig	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0053	f111r	f111	f111r.4	4	S	B	3	f111r-P001	0	0	FUSED	s	aiin	III	3	saiin	1	1	14	FIRST	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	oteedy	2	1	0	NONE	OPEN	kalter Ansatz am Ende des Grades, abgeschlossen	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0054	f111r	f111	f111r.5	5	S	B	3	f111r-P001	0	1	FUSED	s	aiin	III	3	saiin	1	1	7	FIRST	saiin sheekshy ol shedy chokchey lkey otain	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	sheekshy	2	1	0	NONE	OPEN	[sheekshy:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0055	f111r	f111	f111r.10	10	S	B	3	f111r-P002	0	0	FUSED	or	aiin	III	3	oraiin	11	11	12	MIDDLE	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	lkeeody	10	0	0	NONE	EDGE_OR_NONEXACT	[lkeeody:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	oty	12	1	0	NONE	OPEN	kalter Ansatz am Anfang des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Mengenform III; Leitkandidat drei Portionen; Rivalen Dosis/Dosen || Teil/Teile	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0056	f111r	f111	f111r.19	19	S	B	3	f111r-P002	0	0	FUSED	s	aiin	III	3	saiin	1	1	12	FIRST	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	okeeol	2	0	0	NONE	EDGE_OR_NONEXACT	vollständig erhitzter Ansatzstoff	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0057	f111r	f111	f111r.24	24	S	B	3	f111r-P002	0	0	FUSED	s	ain	II	2	sain	1	1	12	FIRST	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	chckhey	2	1	0	DRY|PREPARATION|MIDDLE_STAGE	CONTENT_PREP	Arzneikompositum: trocken, Gradmitte	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Menge: zwei Drachmen; Zubereitung: Arzneikompositum: trocken, Gradmitte	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0058	f111r	f111	f111r.35	35	S	B	3	f111r-P002	0	1	SEPARATED	ar	aiin	III	3	ar aiin	3	4	6	MIDDLE	y chedl ar aiin aiy dam	chedl	2	0	0	NONE	EDGE_OR_NONEXACT	[chedl:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	aiy	5	0	0	NONE	EDGE_OR_NONEXACT	[aiy:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Anteile	Portion/Portionen || Fraktion/Fraktionen	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0059	f111r	f111	f111r.39	39	S	B	3	f111r-P003	0	0	FUSED	s	aiin	III	3	saiin	1	1	10	FIRST	saiin chckhedy okain oteain shok qokechdy okechedy chedy qokeey cheamar	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	chckhedy	2	1	0	DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	CONTENT_PREP	Arzneikompositum: trocken, Gradmitte, abgeschlossen	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Menge: drei Drachmen; Zubereitung: Arzneikompositum: trocken, Gradmitte, abgeschlossen	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0060	f111r	f111	f111r.40	40	S	B	3	f111r-P003	0	0	FUSED	s	aiin	III	3	saiin	1	1	11	FIRST	saiin al keey okedain otedy qokeokedy qokeedy oteeolkeey okeeo l lainal	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	al	2	1	0	NONE	OPEN	Rohstoffklasse I	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0061	f111r	f111	f111r.46	46	S	B	3	f111r-P004	0	0	SEPARATED	or	aiin	III	3	or aiin	11	12	13	MIDDLE	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	olchal	10	1	0	NONE	OPEN	[olchal:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	cheom	13	0	0	NONE	EDGE_OR_NONEXACT	[cheom:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Portionen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0062	f111r	f111	f111r.52	52	S	B	3	f111r-P006	0	0	FUSED	s	ain	II	2	sain	8	8	12	MIDDLE	dair al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom	shckhy	7	1	0	NONE	OPEN	Arzneikompositum: feucht, Gradanfang	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	chckhy	9	1	0	NONE	OPEN	Arzneikompositum: trocken, Gradanfang	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0063	f111v	f111	f111v.17	17	S	B	3	f111v-P001	0	0	FUSED	s	aiin	III	3	saiin	8	8	12	MIDDLE	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	chckhy	7	1	0	NONE	OPEN	Arzneikompositum: trocken, Gradanfang	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	ar	9	1	0	NONE	OPEN	Anteil	C2_MULTIWHOLE_EXPLORATORY	GDT758_COMPLETE_WHOLE_OVERRIDE	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0064	f111v	f111	f111v.22	22	S	B	3	f111v-P001	0	0	FUSED	s	aiin	III	3	saiin	1	1	11	FIRST	saiin ychear olsheey chetain chedy qokain okain al chan okalchey lkeeey	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	ychear	2	1	0	NONE	OPEN	[ychear:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0065	f111v	f111	f111v.36	36	S	B	3	f111v-P005	0	1	SEPARATED	ar	ain	II	2	ar ain	6	7	10	MIDDLE	shain okaiin chey qokar ar ar ain olr ar olor	ar	5	1	0	NONE	OPEN	Anteil	C2_MULTIWHOLE_EXPLORATORY	GDT758_COMPLETE_WHOLE_OVERRIDE	olr	8	0	0	NONE	EDGE_OR_NONEXACT	[olr:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Anteile	Portion/Portionen || Fraktion/Fraktionen	C1_RECURRENT_PAIR	0	0	zwei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0066	f111v	f111	f111v.47	47	S	B	3	f111v-P007	0	1	FUSED	s	ain	II	2	sain	1	1	9	FIRST	sain cheey qokeey cheytain olain ykeeedy chekain chckhey lchar	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	cheey	2	1	0	NONE	OPEN	trocken am Ende des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0067	f111v	f111	f111v.51	51	S	B	3	f111v-P008	0	1	FUSED	s	ain	II	2	sain	1	1	8	FIRST	sain cheal chckhy okain okal aiin choty chckhy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	cheal	2	1	0	DRY|MATERIAL|MIDDLE_STAGE	CONTENT_PREP	Rohstoffklasse I, trocken in der Gradmitte	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Menge: zwei Drachmen; Stoff: Rohstoffklasse I, trocken in der Gradmitte	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0068	f112r	f112	f112r.1	1	S	B	3	f112r-P001	1	0	SEPARATED	or	aiin	III	3	or aiin	6	7	8	MIDDLE	folchey qokeey ykair arally oteedal or aiin chcphy	oteedal	5	1	0	NONE	OPEN	[oteedal:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	chcphy	8	1	0	NONE	OPEN	trockene Mischung	W1_WEAK_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Portionen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0069	f112r	f112	f112r.2	2	S	B	3	f112r-P001	0	0	FUSED	s	aiin	III	3	saiin	1	1	8	FIRST	saiin oar qolkaiin otail ol olaiin chol otar	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	oar	2	1	0	NONE	OPEN	Drogenfraktion I im Ansatz	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0070	f112r	f112	f112r.9	9	S	B	3	f112r-P001	0	0	FUSED	s	aiin	III	3	saiin	1	1	10	FIRST	saiin ol okeey qokeey y chedy teedy qokchy qokar y	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	ol	2	1	0	NONE	OPEN	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0071	f112r	f112	f112r.18	18	S	B	3	f112r-P003	0	1	FUSED	s	aiin	III	3	saiin	1	1	10	FIRST	saiin al key chey dalchd aiin okal chody chedy cham	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	al	2	1	0	NONE	OPEN	Rohstoffklasse I	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0072	f112r	f112	f112r.20	20	S	B	3	f112r-P004	0	0	SEPARATED	or	aiin	III	3	or aiin	2	3	11	MIDDLE	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	qoaiin	1	1	1	NONE	OPEN	QUARANTINED_SOURCE_COMPOSITION	HOLD	GDT754_PROVENANCE_SIEVE	cheol	4	1	0	NONE	OPEN	trockener Drogenstoff	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Portionen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0073	f112r	f112	f112r.34	34	S	B	3	f112r-P008	1	0	FUSED	ar	aiin	III	3	araiin	9	9	11	MIDDLE	pair ar l shdar okechedy qokar aram qotedy araiin qokchdy opary	qotedy	8	1	0	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	QUALITY_VALUE	kalt in der Mitte des Grades, abgeschlossen	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	qokchdy	10	1	0	NONE	OPEN	heiß und trocken am Anfang des Grades, abgeschlossen	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Anteile	Portion/Portionen || Fraktion/Fraktionen	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Mengenform III; Leitkandidat drei Anteile; Rivalen Portion/Portionen || Fraktion/Fraktionen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0074	f112r	f112	f112r.35	35	S	B	3	f112r-P008	0	0	FUSED	s	ain	II	2	sain	1	1	11	FIRST	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	olaiin	2	1	0	AMOUNT|MATERIAL	CONTENT_PREP	drei Portionen Drogenstoff	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Menge: zwei Drachmen; Stoff: drei Portionen Drogenstoff	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
