edition	paragraph	page	physical_folio	fold	length	locked_tokens	locked_types	informative	baseline_windows	compatible_windows	distinct_compatible_plaintexts	outcome
IT2a	G807-P0626	f114v	f114	B	28	1	1	False	8405	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0627	f114v	f114	B	23	0	0	False	103	18	18	COMPATIBLE
IT2a	G807-P0628	f114v	f114	B	25	2	2	True	12232	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0629	f114v	f114	B	33	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0630	f114v	f114	B	26	1	1	False	61	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0631	f114v	f114	B	56	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0659	f116r	f116	A	33	7	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0660	f116r	f116	A	27	8	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0661	f116r	f116	A	53	6	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0662	f116r	f116	A	32	9	7	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0663	f116r	f116	A	152	17	9	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0665	f116r	f116	A	51	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
CONSENSUS	G807-P0097	f28v	f28	A	20	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
CONSENSUS	G807-P0526	f108r	f108	A	19	1	1	False	26107	252	250	COMPATIBLE
