target_ordinal	surface	reader_decision	support_tier	support_rank	support_band	final_recipe	target_event_count	target_physical_pages	observed_requirement_modes	visible_action_roots	visible_argument_roots	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	neutral_component_reading_de	known_contextual_readings_de	tier_route_class	tier_trace	tier_evidence	tier_context_relation	tier_caution	weak_queue_candidate	weak_queue_reason	source_reader	reading_scope	guard
25	choraly	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	CH+OR+AL+Y	1	f20v	SELF_CONTAINED	CH	OR|Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Die Einheit und den Posten nehmen; am Zielort.	Nimm die Arbeitseinheit und den Pflanzenposten; zur Zielstelle.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[CH+OR | AL+Y]	tiles=2;minimum_tile_events=9;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
26	chory	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	CH+OR+Y	1	f20v	SELF_CONTAINED	CH	OR|Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Die Einheit und den Posten nehmen.	Nimm die Arbeitseinheit und den Pflanzenposten.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[[chor]+y]	anchor=CH+OR;anchor_old_events=23;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
27	chpady	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	CH+P+A_ADDR+DY	1	f4r	REQUIRES_ACTIVE_ARGUMENT	CH|P	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Nehmen und einsetzen; hier; abschließen.	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; an der bezeichneten Stelle; schließe den Schritt.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	ch→CH | p→P | a→A_ADDR | dy→DY	old_cover_paths=2;old_interfaces=1/3;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
28	chxar	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	CH+LOCAL_X+AR	1	f66r	REQUIRES_ACTIVE_ARGUMENT	CH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Nehmen; mit lokalem X-Zeichen-/Namenskern; vom Ausgang.	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	ch→CH | x→LOCAL_X | ar→AR	old_cover_paths=1;old_interfaces=0/2;execution=READ_CURRENT_LOCAL_X_OVERLAY	GDT540_OBSERVED_REQUIREMENT_MODE	GDT446_PRE_LOCAL_X_DECK_STOP__GDT516_F66R_LOCAL_X_OVERLAY	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
29	ckhochy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	CH+K+O+CH+Y	1	f4r	SELF_CONTAINED	CH|K|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten nehmen, geben und erneut nehmen; zur Ausführung.	Nimm den Pflanzenposten, gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Ausführung.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[[ckho]+chy]	anchor=CH+K+O;anchor_old_events=2;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
30	cphaiin	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	CH+P+AIIN	1	f4r	SELF_CONTAINED	CH|P	AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Wert nehmen und einsetzen.	Nimm den Arbeitswert und setze den Arbeitswert ein.	OLD26_MIXED_CANONICAL_AND_LEARNED_RENDERERS	cph→CH+P | aiin→AIIN	old_cover_paths=2;old_interfaces=2/2;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
31	cpholdy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	CH+P+OL+DY	1	f4r	REQUIRES_ACTIVE_ARGUMENT	CH|P	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Nehmen und einsetzen; fortsetzen; abschließen.	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[cphol]+dy]	anchor=CH+P+OL;anchor_old_events=2;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
32	cthdy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	CH+T+D_ADDR+Y	1	f66r	SELF_CONTAINED	CH|T	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten nehmen und einstellen; hier.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; an der bezeichneten Stelle.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[CH+T | D_ADDR+Y]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=38;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
33	cthom	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	CH+T+O+M_LOCAL	1	f4r	REQUIRES_ACTIVE_ARGUMENT	CH|T	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Nehmen und einstellen; zur Ausführung; hier.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Ausführung; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[ctho]+m]	anchor=CH+T+O;anchor_old_events=2;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
34	da	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	DA	1	f31r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Auf der zweiten Stufe.	Im laufenden Satz wähle den Arbeitswert [wie zuvor]; auf der zweiten Stufe.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	da→DA	old_cover_paths=1;old_interfaces=0/0;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
35	dairal	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	D_ADDR+AIR+AL	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Hier; entlang der Bahn; am Zielort.	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[dair]+al]	anchor=D_ADDR+AIR;anchor_old_events=9;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
36	dairody	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	D_ADDR+AIR+O+DY	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Hier; entlang der Bahn; zur Ausführung; abschließen.	Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[D_ADDR+AIR | O+DY]	tiles=2;minimum_tile_events=5;old_seams=1/1;old_skeleton_events=17;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__OLD_ADDS_MODES	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
37	dairykodas	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	D_ADDR+AIR+Y+K+O+DA+S	1	f66r	SELF_CONTAINED	K|S	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Hier; entlang der Bahn; den Posten geben und wählen; zur Ausführung; auf der zweiten Stufe.	Ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[D_ADDR+AIR | Y+K | O+DA+S]	tiles=3;minimum_tile_events=1;old_seams=2/2;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
38	dalalshedy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	AL+AL+SH+E+DY	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Am Zielort; erneut am Zielort; halten; auf Grad I; abschließen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[AL+AL | SH+E+DY]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
39	dalcheeeky	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	AL+CH+K+EEE+Y	1	f66r	SELF_CONTAINED	CH|K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Am Zielort; den Posten nehmen und geben; auf Grad III.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad III.	RECIPE_ANCHOR_ALL_INTERFACES_OLD	PRIMARY[[NO_EXACT_OLD_VISIBLE_STEM]]	anchor=CH+K;anchor_old_events=1;old_interfaces=2/2;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
40	dalky	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	AL+K+Y	1	f66r	SELF_CONTAINED	K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Am Zielort; den Posten geben.	Ordne den laufenden Eintrag zu; zur Zielspalte.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[dal+[ky]]	anchor=K+Y;anchor_old_events=7;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
41	dalol	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	AL+OL	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Am Zielort; fortsetzen.	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Zielspalte; führe fort.	CONTEXTUAL_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[AL+OL] | OLD_SURFACES[alol]	old_events=1;old_surfaces=1;old_pages=1;old_statements=1	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
42	dard	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	D_ADDR+AR+D_ADDR	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Hier; vom Ausgang; erneut hier.	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	PRIMARY[[dar]+d]	anchor=D_ADDR+AR;anchor_old_events=47;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
43	dcheey	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	D_ADDR+CH+EE+Y	1	f31r	SELF_CONTAINED	CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Hier; den Posten nehmen; auf Grad II.	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	d→D_ADDR | ch→CH | ee→EE | y→Y	old_cover_paths=2;old_interfaces=3/3;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
44	dcheol	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	D_ADDR+CH+E+O+L	1	f66r	REQUIRES_ACTIVE_ARGUMENT	CH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[d+[cheol]]	anchor=CH+E+O+L;anchor_old_events=29;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
45	dkar	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	D_ADDR+K+AR	1	f66r	REQUIRES_ACTIVE_ARGUMENT	K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Hier; geben; vom Ausgang.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[d+[kar]]	anchor=K+AR;anchor_old_events=6;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
46	doiiin	READ_KNOWN_145_PROSE_WORKING_CARD	FULL_OLD_RECIPE_CARRIER	1	STRONG_EXACT_OLD_RECIPE	D_ADDR+O+IIN	1	f20v	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Hier; zur Ausführung; auf der bezeichneten Stufe.	Im laufenden Satz setze den Pflanzenposten [wie zuvor] ein; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	CONTEXTUAL_EXACT_RECIPE_REPLICATION	OLD_COMPLETE_RECIPE[D_ADDR+O+IIN] | OLD_SURFACES[doiin]	old_events=2;old_surfaces=1;old_pages=2;old_statements=2	EXACT_PROFILE_MATCH	NONE__COMPLETE_OLD_RECIPE_AND_CONTEXT_PROFILE	NO	NONE	GDT541_EXACT_RECIPE_PROFILE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
47	dolarshy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	D_ADDR+OL+AR+SH+Y	1	f66r	SELF_CONTAINED	SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Hier; fortsetzen; vom Ausgang; den Posten halten.	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[dol]+arshy]	anchor=D_ADDR+OL;anchor_old_events=13;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
48	dsholdaiir	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	D_ADDR+SH+OL+DA+IIN+R	1	f66r	REQUIRES_ACTIVE_ARGUMENT	SH|R	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[d+[shol]+daiir]	anchor=SH+OL;anchor_old_events=18;old_interfaces=2/2;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
