assignment_ordinal	source_kind	slot_id	source_event_or_card_id	statement_or_record_id	physical_page	register	locus	owner_de	surface	surface_template	name_slot_in_label	raw_name_core	content_class	class_core_key	type_default_id	label_slot_count	occurrence_role	visual_object_context	semantic_family	name_role	segmentation_status	gdt585_primary_default_de	composition_atom_de	gdt582_legacy_house_alias_de	strongest_rival_de	working_basis	primary_governor_key	guard
27	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0246:NAME_1	P1008-E0246	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0246	f72r	CELESTIAL	f72r2.15	lokale Kennung für Tierkreis-Ringgruppe D	okaircham	okair{NAME_1}am	1	ch	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::ch	GDT582-N017	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert CH	Ringwert CH	NONE	gelernter Figuren- oder Sternname CH	3_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0246	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
28	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0247:NAME_1	P1008-E0247	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0247	f72r	CELESTIAL	f72r2.16	lokale Kennung für Tierkreis-Ringgruppe D	okeal	ok{NAME_1}al	1	e	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::e	GDT582-N021	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert E	Ringwert E	NONE	gelernter Figuren- oder Sternname E	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0247	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
29	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0250:NAME_1	P1008-E0250	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0250	f72r	CELESTIAL	f72r2.19	lokale Kennung für Tierkreis-Ringgruppe D	orary	orar{NAME_1}	1	y	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::y	GDT582-N020	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert Y	Ringwert Y	NONE	gelernter Figuren- oder Sternname Y	4_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0250	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
30	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0251:NAME_1	P1008-E0251	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0251	f72r	CELESTIAL	f72r2.20	lokale Kennung für Tierkreis-Ringgruppe D	okyd	ok{NAME_1}	1	yd	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yd	GDT582-N023	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert YD	Ringwert YD	NONE	gelernter Figuren- oder Sternname YD	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0251	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
31	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0280:NAME_1	P1008-E0280	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0280	f72r	CELESTIAL	f72r2.24	lokale Kennung für Tierkreis-Ringgruppe E	ralal	{NAME_1}alal	1	r	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::r	GDT582-N024	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert R	Ringwert R	NONE	gelernter Figuren- oder Sternname R	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0280	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
32	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0284:NAME_1	P1008-E0284	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0284	f72r	CELESTIAL	f72r2.28	lokale Kennung für Tierkreis-Ringgruppe E	chosar	{NAME_1}ar	1	chos	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::chos	GDT582-N025	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert CHOS	Ringwert CHOS	NONE	gelernter Figuren- oder Sternname CHOS	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0284	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
33	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0286:NAME_1	P1008-E0286	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0286	f72r	CELESTIAL	f72r2.30	lokale Kennung für Tierkreis-Ringgruppe E	ainaly	{NAME_1}aly	1	ain	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::ain	GDT582-N026	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert AIN	Ringwert AIN	NONE	gelernter Figuren- oder Sternname AIN	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0286	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
34	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0287:NAME_1	P1008-E0287	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0287	f72r	CELESTIAL	f72r2.31	lokale Kennung für Tierkreis-Ringgruppe E	okarcham	okar{NAME_1}am	1	ch	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::ch	GDT582-N017	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert CH	Ringwert CH	NONE	gelernter Figuren- oder Sternname CH	3_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0287	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
35	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0350:NAME_1	P1008-E0350	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0350	f72r	CELESTIAL	f72r3.2	lokale Kennung für Tierkreis-Ringgruppe G	olkalaiin	ol{NAME_1}alaiin	1	k	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::k	GDT582-N027	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert K	Ringwert K	NONE	gelernter Figuren- oder Sternname K	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0350	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
36	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0352:NAME_1	P1008-E0352	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0352	f72r	CELESTIAL	f72r3.4	lokale Kennung für Tierkreis-Ringgruppe G	oraiinam	or{NAME_1}am	1	aiin	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::aiin	GDT582-N028	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert AIIN	Ringwert AIIN	NONE	gelernter Figuren- oder Sternname AIIN	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0352	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
37	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0353:NAME_1	P1008-E0353	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0353	f72r	CELESTIAL	f72r3.5	lokale Kennung für Tierkreis-Ringgruppe G	osarsheeeo	{NAME_1}arsh{NAME_2}	1	os	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::os	GDT582-N029	2	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert OS	Ringwert OS	NONE	gelernter Figuren- oder Sternname OS	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0353	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
38	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0353:NAME_2	P1008-E0353	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0353	f72r	CELESTIAL	f72r3.5	lokale Kennung für Tierkreis-Ringgruppe G	osarsheeeo	{NAME_1}arsh{NAME_2}	2	eeeo	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::eeeo	GDT582-N030	2	CARRIED_FIGURE_OR_ATTRIBUTE_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	CARRIED_OR_ATTRIBUTE_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert EEEO	Ringwert EEEO	NONE	gelernter Figuren- oder Sternname EEEO	1_OCCURRENCES__CARRIED_OR_ATTRIBUTE_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0353	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
39	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0356:NAME_1	P1008-E0356	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0356	f72r	CELESTIAL	f72r3.7	lokale Kennung für Tierkreis-Ringgruppe G	opoiiinoin	{NAME_1}oin	1	opoiiin	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::opoiiin	GDT582-N031	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert OPOIIIN	Ringwert OPOIIIN	NONE	gelernter Figuren- oder Sternname OPOIIIN	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0356	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
40	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0359:NAME_1	P1008-E0359	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0359	f72r	CELESTIAL	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	ypaiin	{NAME_1}aiin	1	yp	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yp	GDT582-N032	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert YP	Ringwert YP	NONE	gelernter Figuren- oder Sternname YP	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0359	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
41	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0363:NAME_1	P1008-E0363	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0363	f72r	CELESTIAL	f72r3.10	lokale Kennung für Tierkreis-Ringgruppe G	oeeodaiin	{NAME_1}daiin	1	oeeo	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::oeeo	GDT582-N033	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert OEEO	Ringwert OEEO	NONE	gelernter Figuren- oder Sternname OEEO	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0363	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
42	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0364:NAME_1	P1008-E0364	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0364	f72r	CELESTIAL	f72r3.11	lokale Kennung für Tierkreis-Ringgruppe G	ofsholdy	ofshol{NAME_1}	1	dy	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::dy	GDT582-N009	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert DY	Ringwert DY	NONE	gelernter Figuren- oder Sternname DY	4_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0364	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
43	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0365:NAME_1	P1008-E0365	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0365	f72r	CELESTIAL	f72r3.12	lokale Kennung für Tierkreis-Ringgruppe G	opoeey	{NAME_1}eey	1	opo	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::opo	GDT582-N034	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert OPO	Ringwert OPO	NONE	gelernter Figuren- oder Sternname OPO	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0365	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
44	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0367:NAME_1	P1008-E0367	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0367	f72r	CELESTIAL	f72r3.13	lokale Kennung für Tierkreis-Ringgruppe G	ykolairol	{NAME_1}olairol	1	yk	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yk	GDT582-N035	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert YK	Ringwert YK	NONE	gelernter Figuren- oder Sternname YK	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0367	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
45	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0409:NAME_1	P1008-E0409	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0409	f72r	CELESTIAL	f72r3.15	lokale Kennung für Tierkreis-Ringgruppe H	oralkam	oral{NAME_1}am	1	k	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::k	GDT582-N027	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert K	Ringwert K	NONE	gelernter Figuren- oder Sternname K	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0409	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
46	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0410:NAME_1	P1008-E0410	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0410	f72r	CELESTIAL	f72r3.16	lokale Kennung für Tierkreis-Ringgruppe H	ytairal	{NAME_1}airal	1	yt	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yt	GDT582-N013	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert YT	Ringwert YT	NONE	gelernter Figuren- oder Sternname YT	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0410	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
47	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0411:NAME_1	P1008-E0411	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0411	f72r	CELESTIAL	f72r3.17	lokale Kennung für Tierkreis-Ringgruppe H	oeeesaiin	{NAME_1}aiin	1	oeees	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::oeees	GDT582-N036	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert OEEES	Ringwert OEEES	NONE	gelernter Figuren- oder Sternname OEEES	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0411	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
48	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0414:NAME_1	P1008-E0414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0414	f72r	CELESTIAL	f72r3.19	lokale Kennung für Tierkreis-Ringgruppe H	fydy	{NAME_1}ydy	1	f	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::f	GDT582-N037	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert F	Ringwert F	NONE	gelernter Figuren- oder Sternname F	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0414	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
49	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0417:NAME_1	P1008-E0417	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0417	f72r	CELESTIAL	f72r3.20	lokale Kennung für Tierkreis-Ringgruppe H	eeesaly	{NAME_1}aly	1	eees	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::eees	GDT582-N038	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert EEES	Ringwert EEES	NONE	gelernter Figuren- oder Sternname EEES	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0417	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
50	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0418:NAME_1	P1008-E0418	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0418	f72r	CELESTIAL	f72r3.21	lokale Kennung für Tierkreis-Ringgruppe H	ykaraiin	{NAME_1}araiin	1	yk	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yk	GDT582-N035	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert YK	Ringwert YK	NONE	gelernter Figuren- oder Sternname YK	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0418	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
51	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0421:NAME_1	P1008-E0421	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0421	f72r	CELESTIAL	f72r3.23	lokale Kennung für Tierkreis-Ringgruppe H	orara	orar{NAME_1}	1	a	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::a	GDT582-N039	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert A	Ringwert A	NONE	gelernter Figuren- oder Sternname A	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0421	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
52	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0423:NAME_1	P1008-E0423	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0423	f72r	CELESTIAL	f72r3.24	lokale Kennung für Tierkreis-Ringgruppe H	olay	ol{NAME_1}	1	ay	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::ay	GDT582-N040	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert AY	Ringwert AY	NONE	gelernter Figuren- oder Sternname AY	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0423	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
53	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0424:NAME_1	P1008-E0424	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0424	f72r	CELESTIAL	f72r3.25	lokale Kennung für Tierkreis-Ringgruppe H	olfsheoral	ol{NAME_1}sh{NAME_2}al	1	f	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::f	GDT582-N037	2	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert F	Ringwert F	NONE	gelernter Figuren- oder Sternname F	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0424	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
