type_ordinal	gdt582_name_default_id	class_core_key	content_class	raw_name_core	occurrence_count	source_occurrence_count	first_slot_count	later_slot_count	label_count	physical_pages	surfaces	gdt582_provisional_default_de	gdt585_primary_default_de	semantic_family	name_role	segmentation_status	composition_atom_de	substance_head_de	plant_part_de	series_tags	legacy_house_alias_de	strongest_rival_de	working_basis	disposition	guard
38	GDT582-N038	STAR_BEARING_RING_POSITION::eees	STAR_BEARING_RING_POSITION	eees	1	1	1	0	1	f72r	eeesaly	Sternringstelle 36	gelernter Ringfiguren- oder Sternwert EEES	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert EEES	NONE	NONE	E_SERIES	NONE	gelernter Figuren- oder Sternname EEES	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
39	GDT582-N039	STAR_BEARING_RING_POSITION::a	STAR_BEARING_RING_POSITION	a	1	1	1	0	1	f72r	orara	Sternringstelle 37	gelernter Ringfiguren- oder Sternwert A	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert A	NONE	NONE	NONE	NONE	gelernter Figuren- oder Sternname A	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
40	GDT582-N040	STAR_BEARING_RING_POSITION::ay	STAR_BEARING_RING_POSITION	ay	1	1	1	0	1	f72r	olay	Sternringstelle 38	gelernter Ringfiguren- oder Sternwert AY	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert AY	NONE	NONE	NONE	NONE	gelernter Figuren- oder Sternname AY	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
41	GDT582-N041	STAR_BEARING_RING_POSITION::eor	STAR_BEARING_RING_POSITION	eor	1	1	0	1	1	f72r	olfsheoral	Sternringstelle 39	gelernter Ringfiguren- oder Sternwert EOR	LONG_LEARNED_RING_VALUE	CARRIED_OR_ATTRIBUTE_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert EOR	NONE	NONE	E_SERIES	NONE	gelernter Figuren- oder Sternname EOR	1_OCCURRENCES__CARRIED_OR_ATTRIBUTE_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
42	GDT582-N042	STAR_BEARING_RING_POSITION::yf	STAR_BEARING_RING_POSITION	yf	1	1	1	0	1	f72r	yfary	Sternringstelle 40	gelernter Ringfiguren- oder Sternwert YF	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert YF	NONE	NONE	Y_SERIES	NONE	gelernter Figuren- oder Sternname YF	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
43	GDT582-N043	STAR_BEARING_RING_POSITION::aiir	STAR_BEARING_RING_POSITION	aiir	1	1	1	0	1	f72r	oraiiral	Sternringstelle 41	gelernter Ringfiguren- oder Sternwert AIIR	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert AIIR	NONE	NONE	AI_SERIES	NONE	gelernter Figuren- oder Sternname AIIR	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
44	GDT582-N044	STAR_BEARING_RING_POSITION::yto	STAR_BEARING_RING_POSITION	yto	1	1	1	0	1	f72r	ytoar	Sternringstelle 42	gelernter Ringfiguren- oder Sternwert YTO	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert YTO	NONE	NONE	Y_SERIES	NONE	gelernter Figuren- oder Sternname YTO	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
45	GDT582-N045	STAR_BEARING_RING_POSITION::et	STAR_BEARING_RING_POSITION	et	1	1	1	0	1	f72r	oletal	Sternringstelle 43	gelernter Ringfiguren- oder Sternwert ET	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	Ringwert ET	NONE	NONE	E_SERIES	NONE	gelernter Figuren- oder Sternname ET	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	SERIAL_POSITION_REPLACED_BY_RING_VALUE_ROLE	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
46	GDT582-N046	BATH_OR_OUTLET_STATION::d	BATH_OR_OUTLET_STATION	d	2	2	2	0	2	f77r	darchdar|dotedy	Ablauf	Endfigur	SYMMETRIC_HUMAN_TERMINAL	COMMON_END_STATION_CLASS	OPAQUE_WHOLE_CORE	Endfigur d	NONE	NONE	SYMMETRIC_HUMAN_TERMINAL	Ablauf	Ablauf oder Endstelle	TWO_SYMMETRIC_HUMAN_END_LABELS	VISUAL_ITINERARY_REPLACED_UNSEEN_STATION_PROPERTY	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
47	GDT582-N047	BATH_OR_OUTLET_STATION::chd	BATH_OR_OUTLET_STATION	chd	1	1	0	1	1	f77r	darchdar	erwärmtes Becken	linker Speiseanschluss	LEFT_SOURCE_CONNECTION	LEFT_TERMINAL_SUBCLASS	OPAQUE_WHOLE_CORE	linker Speiseanschluss	NONE	NONE	LEFT_SOURCE_CONNECTION	erwärmtes Becken	erwärmtes Becken	LEFT_SOURCE_SIDE_IN_D_PLUS_CHD_END_LABEL	VISUAL_ITINERARY_REPLACED_UNSEEN_STATION_PROPERTY	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
48	GDT582-N048	BATH_OR_OUTLET_STATION::kchs	BATH_OR_OUTLET_STATION	kchs	1	1	1	0	1	f77r	olkchs	Zulaufrohr	linker Anschlusskopf	LEFT_INNER_CONNECTION_HEAD	INNER_CONNECTION_HEAD	OPAQUE_WHOLE_CORE	linker Anschlusskopf	NONE	NONE	LEFT_INNER_CONNECTION_HEAD	Zulaufrohr	Zulaufrohr	FIRST_INNER_HEAD_AFTER_LEFT_TERMINAL	VISUAL_ITINERARY_REPLACED_UNSEEN_STATION_PROPERTY	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
49	GDT582-N049	BATH_OR_OUTLET_STATION::ork	BATH_OR_OUTLET_STATION	ork	1	1	1	0	1	f77r	otork	Badebecken	mittlerer Tropfkopf	CENTRAL_DRIP_OUTLET_HEAD	INNER_OUTLET_HEAD	OPAQUE_WHOLE_CORE	mittlerer Tropfkopf	NONE	NONE	CENTRAL_DRIP_OUTLET_HEAD	Badebecken	Badebecken	TEXT_BELOW_DARK_BLUE_DRIPPING_HEAD__NO_BASIN	VISUAL_ITINERARY_REPLACED_UNSEEN_STATION_PROPERTY	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
50	GDT582-N050	BATH_OR_OUTLET_STATION::sor	BATH_OR_OUTLET_STATION	sor	1	1	1	0	1	f77r	soral	Sitz- oder Behandlungsstation	rechter Sprühkopf	RIGHT_TARGET_SPRAY_HEAD	INNER_TARGET_HEAD	OPAQUE_WHOLE_CORE	rechter Sprühkopf	NONE	NONE	RIGHT_TARGET_SPRAY_HEAD	Sitz- oder Behandlungsstation	Sitz- oder Behandlungsstation	RIGHT_INNER_HEAD_WITH_AL_TARGET_FRAME__NO_VISIBLE_SEAT	VISUAL_ITINERARY_REPLACED_UNSEEN_STATION_PROPERTY	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
51	GDT582-N051	BATH_OR_OUTLET_STATION::edy	BATH_OR_OUTLET_STATION	edy	1	1	0	1	1	f77r	dotedy	Kühlablauf	rechter Endanschluss	RIGHT_EXTRACTION_TERMINAL	RIGHT_TERMINAL_SUBCLASS	OPAQUE_WHOLE_CORE	rechter Endanschluss	NONE	NONE	RIGHT_EXTRACTION_TERMINAL	Kühlablauf	Kühlablauf	RIGHT_HUMAN_ENDPOINT_IN_D_PLUS_EDY_LABEL__NO_COOLING_MARK	VISUAL_ITINERARY_REPLACED_UNSEEN_STATION_PROPERTY	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
52	GDT582-N052	DRUG_OR_INGREDIENT_OBJECT::yd	DRUG_OR_INGREDIENT_OBJECT	yd	1	1	1	0	1	f88v	okalyd	Honig	Honigvorrat	APOTHECARY_CONTAINER_DEFAULT	CONTAINER_CONTENT_HEAD	OPAQUE_WHOLE_CORE	Bindemittelvorrat	Honig	NONE	APOTHECARY_CONTAINER_DEFAULT	Honig	anderer Arzneivorrat im Gefäß	IMAGE_CONTAINER__LEGACY_ALIAS_RETAINED	CONTAINER_OR_BOUNDARY_ALIAS_CONTEXTUALIZED	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
53	GDT582-N053	DRUG_OR_INGREDIENT_OBJECT::cheo	DRUG_OR_INGREDIENT_OBJECT	cheo	1	1	1	0	1	f88v	cheocthy	Essig	dunkle Faserwurzeldroge	CHEO_FIBRE_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	Faserwurzeltyp CHEO	CHEO-Pflanzendroge	Faserwurzel	CHEO_FIBRE_ROOT_FAMILY	Essig	Essig als alter Werkstattalias	IMAGE_PLANT_FRAGMENT__FORMAL_CHEO_FAMILY	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
54	GDT582-N054	DRUG_OR_INGREDIENT_OBJECT::cphe	DRUG_OR_INGREDIENT_OBJECT	cphe	1	1	1	0	1	f88v	cpheor	Milch	knollige Wurzeldroge mit Blatttrieb	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	Knollenwurzel	CPHE-Pflanzendroge	Knollenwurzel mit Blatttrieb	ROOT_DRUG	Milch	Milch als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
55	GDT582-N055	DRUG_OR_INGREDIENT_OBJECT::ody	DRUG_OR_INGREDIENT_OBJECT	ody	1	1	1	0	1	f88v	arody	Bienenwachs	blühende Knollenwurzel	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	blühende Knollenwurzel	ODY-Pflanzendroge	Ring- oder Knollenwurzel	ROOT_DRUG	Bienenwachs	Bienenwachs als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
56	GDT582-N056	DRUG_OR_INGREDIENT_OBJECT::or	DRUG_OR_INGREDIENT_OBJECT	or	2	2	2	0	2	f88v|f89r	otorain|otoram	Olivenöl	helle Wurzeldroge	OTORA_ROOT_FAMILY	BOTANICAL_DRUG_OR_STOCK_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	helle Wurzeldroge	helle OR-Wurzeldroge	Wurzel	OTORA_ROOT_FAMILY	Olivenöl	Olivenöl als alter Werkstattalias	IMAGE_ROOT_AND_CONTAINER__CROSS_PAGE_REPEAT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
57	GDT582-N057	DRUG_OR_INGREDIENT_OBJECT::ora	DRUG_OR_INGREDIENT_OBJECT	ora	1	1	1	0	1	f88v	otora	Eiweiß	mehrfingrige Blütenwurzel	OTORA_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	OTORA-Wurzelvariante	ORA-Wurzeldroge	mehrfingrige Blütenwurzel	OTORA_ROOT_FAMILY	Eiweiß	Eiweiß als alter Werkstattalias	IMAGE_PLANT_FRAGMENT__FORMAL_OTORA_FAMILY	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
58	GDT582-N058	DRUG_OR_INGREDIENT_OBJECT::cheosdy	DRUG_OR_INGREDIENT_OBJECT	cheosdy	1	1	1	0	1	f88v	cheosdy	Eigelb	gebänderte Faserwurzel der CHEO-Familie	CHEO_FIBRE_ROOT_FAMILY	BOTANICAL_FAMILY_VARIANT	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	CHEO-Wurzelvariante	CHEO-Pflanzendroge	gebänderte Faserwurzel	CHEO_FIBRE_ROOT_FAMILY	Eigelb	Eigelb als alter Werkstattalias	IMAGE_PLANT_FRAGMENT__FORMAL_CHEO_FAMILY	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
59	GDT582-N059	DRUG_OR_INGREDIENT_OBJECT::d	DRUG_OR_INGREDIENT_OBJECT	d	6	6	5	1	6	f88v|f89r	daramdal|dararda|doly|oldam|otold|saldam	Wasser	Wurzeldroge	COMPOSITIONAL_PLANT_PART	ROOT_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzel	ownerlokale Pflanzendroge	Wurzel	COMPOSITIONAL_PLANT_PART	Wasser	Wasser als alter Werkstattanker	FOUR_ROOT_IMAGES__TWO_CONTAINER_OCCURRENCES__COMPOUND_GRAPH	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
60	GDT582-N060	DRUG_OR_INGREDIENT_OBJECT::am	DRUG_OR_INGREDIENT_OBJECT	am	1	1	0	1	1	f88v	daramdal	Schmalz	Salbengrundlage	PREPARATION_BASE	COMPOUND_BASE_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Salbengrundlage	Fettgrundlage	NONE	PREPARATION_BASE	Schmalz	Schmalz	D_PLUS_AM_COMPOUND__LEGACY_BASE_ALIAS	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
61	GDT582-N061	DRUG_OR_INGREDIENT_OBJECT::y	DRUG_OR_INGREDIENT_OBJECT	y	3	3	1	2	2	f88v|f89r	otydary|sydarary	Wein	Krautdroge	COMPOSITIONAL_PLANT_PART	AERIAL_PLANT_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Kraut- oder Pflanzenform	ownerlokale Pflanzendroge	Kraut oder oberirdischer Teil	COMPOSITIONAL_PLANT_PART	Wein	Wein als alter Werkstattanker	THREE_PLANT_IMAGES__REPEATED_COMPOUNDS	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
62	GDT582-N062	DRUG_OR_INGREDIENT_OBJECT::dordy	DRUG_OR_INGREDIENT_OBJECT	dordy	1	1	1	0	1	f88v	otdordy	Butter	große Speicherwurzel	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	Speicherwurzel	DORDY-Pflanzendroge	Speicherwurzel	ROOT_DRUG	Butter	Butter als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
63	GDT582-N063	DRUG_OR_INGREDIENT_OBJECT::da	DRUG_OR_INGREDIENT_OBJECT	da	1	1	0	1	1	f88v	dararda	Mehl	langblättrige Mutterpflanze DA	LEARNED_PLANT_HEAD	PLANT_TAXON_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Pflanzenname DA	Pflanzenkern DA	ganze Mutterpflanze	LEARNED_PLANT_HEAD	Mehl	Mehl als alter Werkstattalias	D_PLUS_DA_PART_OF_COMPOSITION__IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
64	GDT582-N064	DRUG_OR_INGREDIENT_OBJECT::qk	DRUG_OR_INGREDIENT_OBJECT	qk	1	1	1	0	1	f89r	qkol	Asche	große helle Speicherwurzel	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	helle Speicherwurzel	QK-Pflanzendroge	Speicherwurzel	ROOT_DRUG	Asche	Asche als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
65	GDT582-N065	DRUG_OR_INGREDIENT_OBJECT::dy	DRUG_OR_INGREDIENT_OBJECT	dy	1	1	1	0	1	f89r	otoldy	Kalk	blühende Wurzeldroge	D_Y_ROOT_HERB_FAMILY	ROOT_WITH_AERIAL_FORM	OPAQUE_WHOLE_CORE	Wurzel mit Krautform	DY-Pflanzendroge	blühende Wurzelpflanze	D_Y_ROOT_HERB_FAMILY	Kalk	Kalk als alter Werkstattalias	OTOLD_VS_OTOLDY_MINIMAL_PAIR__IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
66	GDT582-N066	DRUG_OR_INGREDIENT_OBJECT::cho	DRUG_OR_INGREDIENT_OBJECT	cho	1	1	1	0	1	f89r	ararchodaiin	Schwefel	zweifarbige Langwurzel	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	zweifarbige Langwurzel	CHO-Pflanzendroge	Langwurzel	ROOT_DRUG	Schwefel	Schwefel als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
67	GDT582-N067	DRUG_OR_INGREDIENT_OBJECT::yko	DRUG_OR_INGREDIENT_OBJECT	yko	1	1	1	0	1	f89r	ykocfhy	Alaun	Arzneivorrat	APOTHECARY_CONTAINER_DEFAULT	CONTAINER_CONTENT_HEAD	OPAQUE_WHOLE_CORE	Gefäßvorrat	Alaun oder anderer Arzneivorrat	NONE	APOTHECARY_CONTAINER_DEFAULT	Alaun	Alaunvorrat	IMAGE_CONTAINER__LEGACY_ALIAS_RETAINED_AS_CANDIDATE	CONTAINER_OR_BOUNDARY_ALIAS_CONTEXTUALIZED	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
68	GDT582-N068	DRUG_OR_INGREDIENT_OBJECT::s	DRUG_OR_INGREDIENT_OBJECT	s	2	2	2	0	2	f89r	saldam|saloiinsheol	Salz	Blattdroge	COMPOSITIONAL_PLANT_PART	LEAF_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Blatt oder Kraut	ownerlokale Pflanzendroge	Blatt oder Kraut	COMPOSITIONAL_PLANT_PART	Salz	Salz als alter Werkstattanker	TWO_PLANT_IMAGES__MULTI_PART_COMPOUNDS	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
69	GDT582-N069	DRUG_OR_INGREDIENT_OBJECT::sy	DRUG_OR_INGREDIENT_OBJECT	sy	1	1	1	0	1	f89r	sydarary	Vitriol	Blütenstand	COMPOSITIONAL_PLANT_PART	INFLORESCENCE_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Blütenstand	Y-Krautdroge	Blüten- oder Fruchtstand	COMPOSITIONAL_PLANT_PART	Vitriol	Vitriol als alter Werkstattalias	SY_PLUS_Y_COMPOSITION__IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
70	GDT582-N070	DRUG_OR_INGREDIENT_OBJECT::od	DRUG_OR_INGREDIENT_OBJECT	od	1	1	1	0	1	f89r	odory	Harz	Harzvorrat	APOTHECARY_CONTAINER_DEFAULT	CONTAINER_CONTENT_HEAD	OPAQUE_WHOLE_CORE	Harzvorrat	Harz	NONE	APOTHECARY_CONTAINER_DEFAULT	Harz	anderer Trockenvorrat im Gefäß	IMAGE_CONTAINER__LEGACY_ALIAS_RETAINED	CONTAINER_OR_BOUNDARY_ALIAS_CONTEXTUALIZED	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
71	GDT582-N071	DRUG_OR_INGREDIENT_OBJECT::opchos	DRUG_OR_INGREDIENT_OBJECT	opchos	1	1	1	0	1	f89r	opchosam	Gummi arabicum	lange Faserwurzel	CHOS_CHOR_FIBRE_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	CHOS-Faserwurzel	OPCHOS-Pflanzendroge	lange Faserwurzel	CHOS_CHOR_FIBRE_ROOT_FAMILY	Gummi arabicum	Gummi arabicum als alter Werkstattalias	IMAGE_ROOT__FORMAL_CHOS_CHOR_FAMILY	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
72	GDT582-N072	DRUG_OR_INGREDIENT_OBJECT::oiin	DRUG_OR_INGREDIENT_OBJECT	oiin	1	1	0	1	1	f89r	saloiinsheol	Myrrhe	Wurzelstock	COMPOSITIONAL_PLANT_PART	RHIZOME_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzelstock	E-Pflanzendroge	Wurzelstock	COMPOSITIONAL_PLANT_PART	Myrrhe	Myrrhe als alter Werkstattalias	S_PLUS_OIIN_PLUS_E_COMPOSITION__IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
73	GDT582-N073	DRUG_OR_INGREDIENT_OBJECT::e	DRUG_OR_INGREDIENT_OBJECT	e	1	1	0	1	1	f89r	saloiinsheol	Weihrauch	breitblättrige Mutterpflanze E	LEARNED_PLANT_HEAD	PLANT_TAXON_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Pflanzenname E	Pflanzenkern E	ganze Mutterpflanze	LEARNED_PLANT_HEAD	Weihrauch	Weihrauch als alter Werkstattalias	S_PLUS_OIIN_PLUS_E_COMPOSITION__IMAGE_PLANT_FRAGMENT	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
74	GDT582-N074	DRUG_OR_INGREDIENT_OBJECT::opchor	DRUG_OR_INGREDIENT_OBJECT	opchor	1	1	1	0	1	f89r	opchoroiin	Safranblüte	haarige Faserwurzel	CHOS_CHOR_FIBRE_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	CHOR-Faserwurzel	OPCHOR-Pflanzendroge	haarige Faserwurzel	CHOS_CHOR_FIBRE_ROOT_FAMILY	Safranblüte	Safranblüte als alter Werkstattalias	IMAGE_ROOT__FORMAL_CHOS_CHOR_FAMILY	PLANT_IMAGE_OR_COMPOSITION_PROMOTED__LEGACY_ALIAS_RETAINED_AS_RIVAL	CLASS_IS_PART_OF_KEY__NO_AUTOMATIC_SUBSTRING_PARSE__RIVAL_VISIBLE
