surface	final_recipe	compressed_cover_rank	selected_compressed_cover	segment_count	canonical_segment_count	learned_segment_count	alias_penalty_total	visible_trace	evidence_trace	exact_surface_reconstruction	exact_recipe_reconstruction	guard
shekair	SH+E+K+AIR	2	NO	3	2	1	0.001820070	she→SH+E | k→K | air→AIR	she:LEARNED_SHORT_RENDERER:n490:share0.981964 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | air:CANONICAL_AND_LEARNED:n74:share0.936709	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekair	SH+E+K+AIR	3	NO	3	2	1	0.049643689	sh→SH | ek→E+K | air→AIR	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | air:CANONICAL_AND_LEARNED:n74:share0.936709	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekair	SH+E+K+AIR	4	NO	4	4	0	0.000000000	sh→SH | e→E | k→K | air→AIR	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | air:CANONICAL_AND_LEARNED:n74:share0.936709	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	1	YES	2	0	2	0.006252036	shek→SH+E+K | aly→AL+Y	shek:LEARNED_SHORT_RENDERER:n31:share0.939394 | aly:LEARNED_SHORT_RENDERER:n39:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	2	NO	3	1	2	0.001820070	she→SH+E | kal→K+AL | y→Y	she:LEARNED_SHORT_RENDERER:n490:share0.981964 | kal:LEARNED_SHORT_RENDERER:n25:share1.000000 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	3	NO	3	1	2	0.001820070	she→SH+E | k→K | aly→AL+Y	she:LEARNED_SHORT_RENDERER:n490:share0.981964 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | aly:LEARNED_SHORT_RENDERER:n39:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	4	NO	3	2	1	0.006252036	shek→SH+E+K | al→AL | y→Y	shek:LEARNED_SHORT_RENDERER:n31:share0.939394 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	5	NO	3	1	2	0.049643689	sh→SH | ek→E+K | aly→AL+Y	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | aly:LEARNED_SHORT_RENDERER:n39:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	6	NO	4	3	1	0.000000000	sh→SH | e→E | kal→K+AL | y→Y	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | kal:LEARNED_SHORT_RENDERER:n25:share1.000000 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	7	NO	4	3	1	0.000000000	sh→SH | e→E | k→K | aly→AL+Y	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | aly:LEARNED_SHORT_RENDERER:n39:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	8	NO	4	3	1	0.001820070	she→SH+E | k→K | al→AL | y→Y	she:LEARNED_SHORT_RENDERER:n490:share0.981964 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	9	NO	4	3	1	0.049643689	sh→SH | ek→E+K | al→AL | y→Y	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekaly	SH+E+K+AL+Y	10	NO	5	5	0	0.000000000	sh→SH | e→E | k→K | al→AL | y→Y	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekol	SH+E+K+OL	1	YES	2	0	2	0.001820070	she→SH+E | kol→K+OL	she:LEARNED_SHORT_RENDERER:n490:share0.981964 | kol:LEARNED_SHORT_RENDERER:n34:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekol	SH+E+K+OL	2	NO	2	1	1	0.006252036	shek→SH+E+K | ol→OL	shek:LEARNED_SHORT_RENDERER:n31:share0.939394 | ol:CANONICAL_AND_LEARNED:n956:share0.965657	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekol	SH+E+K+OL	3	NO	3	2	1	0.000000000	sh→SH | e→E | kol→K+OL	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | kol:LEARNED_SHORT_RENDERER:n34:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekol	SH+E+K+OL	4	NO	3	2	1	0.001820070	she→SH+E | k→K | ol→OL	she:LEARNED_SHORT_RENDERER:n490:share0.981964 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | ol:CANONICAL_AND_LEARNED:n956:share0.965657	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekol	SH+E+K+OL	5	NO	3	2	1	0.049643689	sh→SH | ek→E+K | ol→OL	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | ol:CANONICAL_AND_LEARNED:n956:share0.965657	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekol	SH+E+K+OL	6	NO	4	4	0	0.000000000	sh→SH | e→E | k→K | ol→OL	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | ol:CANONICAL_AND_LEARNED:n956:share0.965657	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shso	SH+S+O	1	YES	2	1	1	0.012136086	sh→SH | so→S+O	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | so:LEARNED_SHORT_RENDERER:n31:share0.885714	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shso	SH+S+O	2	NO	3	3	0	0.000000000	sh→SH | s→S | o→O	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | s:CANONICAL_AND_LEARNED:n791:share0.743421 | o:CANONICAL_AND_LEARNED:n1340:share0.949681	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shyshol	SH+Y+SH+OL	1	YES	3	2	1	0.000000000	sh→SH | ysh→Y+SH | ol→OL	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | ysh:LEARNED_SHORT_RENDERER:n13:share1.000000 | ol:CANONICAL_AND_LEARNED:n956:share0.965657	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shyshol	SH+Y+SH+OL	2	NO	3	2	1	0.039641527	sh→SH | y→Y | shol→SH+OL	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | y:CANONICAL_AND_LEARNED:n2848:share0.984105 | shol:LEARNED_SHORT_RENDERER:n37:share0.672727	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shyshol	SH+Y+SH+OL	3	NO	4	4	0	0.000000000	sh→SH | y→Y | sh→SH | ol→OL	sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | y:CANONICAL_AND_LEARNED:n2848:share0.984105 | sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | ol:CANONICAL_AND_LEARNED:n956:share0.965657	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
tolshy	T+OL+SH+Y	1	YES	4	4	0	0.000000000	t→T | ol→OL | sh→SH | y→Y	t:CANONICAL_AND_LEARNED:n636:share0.940828 | ol:CANONICAL_AND_LEARNED:n956:share0.965657 | sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	1	YES	2	0	2	0.017185026	yp→Y+P | ches→CH+E+S	yp:LEARNED_SHORT_RENDERER:n16:share0.842105 | ches:LEARNED_SHORT_RENDERER:n13:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	2	NO	3	2	1	0.000000000	y→Y | p→P | ches→CH+E+S	y:CANONICAL_AND_LEARNED:n2848:share0.984105 | p:CANONICAL_AND_LEARNED:n372:share0.961240 | ches:LEARNED_SHORT_RENDERER:n13:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	3	NO	3	1	2	0.025339559	y→Y | pch→P+CH | es→E+S	y:CANONICAL_AND_LEARNED:n2848:share0.984105 | pch:LEARNED_SHORT_RENDERER:n64:share0.864865 | es:LEARNED_SHORT_RENDERER:n70:share0.897436	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	4	NO	3	1	2	0.028006384	yp→Y+P | ch→CH | es→E+S	yp:LEARNED_SHORT_RENDERER:n16:share0.842105 | ch:CANONICAL_AND_LEARNED:n1255:share0.953647 | es:LEARNED_SHORT_RENDERER:n70:share0.897436	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	5	NO	3	1	2	0.056826553	yp→Y+P | che→CH+E | s→S	yp:LEARNED_SHORT_RENDERER:n16:share0.842105 | che:LEARNED_SHORT_RENDERER:n296:share0.672727 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	6	NO	3	1	2	0.782332377	y→Y | pc→P+CH | hes→E+S	y:CANONICAL_AND_LEARNED:n2848:share0.984105 | pc:LEARNED_SHORT_RENDERER:n53:share0.946429 | hes:LEARNED_SHORT_RENDERER:n13:share0.764706	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	7	NO	4	3	1	0.010821358	y→Y | p→P | ch→CH | es→E+S	y:CANONICAL_AND_LEARNED:n2848:share0.984105 | p:CANONICAL_AND_LEARNED:n372:share0.961240 | ch:CANONICAL_AND_LEARNED:n1255:share0.953647 | es:LEARNED_SHORT_RENDERER:n70:share0.897436	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	8	NO	4	3	1	0.014518201	y→Y | pch→P+CH | e→E | s→S	y:CANONICAL_AND_LEARNED:n2848:share0.984105 | pch:LEARNED_SHORT_RENDERER:n64:share0.864865 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	9	NO	4	3	1	0.017185026	yp→Y+P | ch→CH | e→E | s→S	yp:LEARNED_SHORT_RENDERER:n16:share0.842105 | ch:CANONICAL_AND_LEARNED:n1255:share0.953647 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	10	NO	4	3	1	0.039641527	y→Y | p→P | che→CH+E | s→S	y:CANONICAL_AND_LEARNED:n2848:share0.984105 | p:CANONICAL_AND_LEARNED:n372:share0.961240 | che:LEARNED_SHORT_RENDERER:n296:share0.672727 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ypches	Y+P+CH+E+S	11	NO	5	5	0	0.000000000	y→Y | p→P | ch→CH | e→E | s→S	y:CANONICAL_AND_LEARNED:n2848:share0.984105 | p:CANONICAL_AND_LEARNED:n372:share0.961240 | ch:CANONICAL_AND_LEARNED:n1255:share0.953647 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
