route_id	card_ordinal	candidate_recipe	source_neighbor_recipe	changed_atom_position	source_atom	source_value_de	target_atom	target_value_de	factor_family	direct_shared_frame_count	source_trace	target_trace	semantic_trace_delta_count	source_workshop_phrase_de	target_workshop_phrase_de	natural_phrase_changed	unchanged_slots_preserved	sample_observed_surface	sample_observed_clause_de	workshop_distinction_de	decision
NR049	15	CH+O+D_ADDR+OR	CH+O+D_ADDR+Y	4	Y	POSTEN	OR	EINHEIT	ARGUMENT	38	1:ACTION_HEAD=NEHMEN | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:LOCAL_OR_CLASS_SIGN=HIER | 4:ARGUMENT=POSTEN	1:ACTION_HEAD=NEHMEN | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:LOCAL_OR_CLASS_SIGN=HIER | 4:ARGUMENT=EINHEIT	1	Nimm den Posten als Ausführung hier.	Nimm die Einheit als Ausführung hier.	YES	YES	chody	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	POSTEN ist der laufende Referent; EINHEIT ist der Rahmen, der weiteren Inhalt tragen kann.	REVERSIBLE_ONE_ROOT_CONTRAST
NR050	16	CH+P+AIIN	CH+K+AIIN	2	K	GEBEN	P	EINSETZEN	ACTION_HEAD	23	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=WERT	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=WERT	1	Nimm den Wert; gib den Wert.	Nimm den Wert; setze den Wert ein.	YES	YES	chekaiin	Nimm den Positionswert auf und ordne den Positionswert zu.	GEBEN schließt die Übergabe; EINSETZEN öffnet häufig den nächsten Bearbeitungs- oder Halteschritt.	REVERSIBLE_ONE_ROOT_CONTRAST
NR051	16	CH+P+AIIN	CH+P+OR	3	OR	EINHEIT	AIIN	WERT	ARGUMENT	27	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=EINHEIT	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=WERT	1	Nimm die Einheit; setze die Einheit ein.	Nimm den Wert; setze den Wert ein.	YES	YES	cphor	Nimm die Arbeitseinheit und setze die Arbeitseinheit ein.	WERT füllt eine Einheit aus; EINHEIT kann selbst weiteren Inhalt aufnehmen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR052	16	CH+P+AIIN	CH+P+Y	3	Y	POSTEN	AIIN	WERT	ARGUMENT	37	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=POSTEN	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=WERT	1	Nimm den Posten; setze den Posten ein.	Nimm den Wert; setze den Wert ein.	YES	YES	cphy	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	POSTEN bleibt als aktives Objekt handlungsfähig; WERT füllt eine Einstellung aus.	REVERSIBLE_ONE_ROOT_CONTRAST
NR053	17	CH+P+AIN	CH+K+AIN	2	K	GEBEN	P	EINSETZEN	ACTION_HEAD	23	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=ANTEIL	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=ANTEIL	1	Nimm den Anteil; gib den Anteil.	Nimm den Anteil; setze den Anteil ein.	YES	YES	chekain	Entnimm den Teilwert und ordne den Teilwert zu.	GEBEN schließt die Übergabe; EINSETZEN öffnet häufig den nächsten Bearbeitungs- oder Halteschritt.	REVERSIBLE_ONE_ROOT_CONTRAST
NR054	17	CH+P+AIN	CH+P+OR	3	OR	EINHEIT	AIN	ANTEIL	ARGUMENT	16	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=EINHEIT	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=ANTEIL	1	Nimm die Einheit; setze die Einheit ein.	Nimm den Anteil; setze den Anteil ein.	YES	YES	cphor	Nimm die Arbeitseinheit und setze die Arbeitseinheit ein.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR055	17	CH+P+AIN	CH+P+Y	3	Y	POSTEN	AIN	ANTEIL	ARGUMENT	23	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=POSTEN	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:ARGUMENT=ANTEIL	1	Nimm den Posten; setze den Posten ein.	Nimm den Anteil; setze den Anteil ein.	YES	YES	cphy	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR056	18	CH+P+AIR	CH+K+AIR	2	K	GEBEN	P	EINSETZEN	ACTION_HEAD	23	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:RELATION=BAHN	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:RELATION=BAHN	1	Nimm; gib entlang der Bahn.	Nimm; setze entlang der Bahn ein.	YES	YES	chekair	Entnimm den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; entlang der Stationsbahn.	GEBEN schließt die Übergabe; EINSETZEN öffnet häufig den nächsten Bearbeitungs- oder Halteschritt.	REVERSIBLE_ONE_ROOT_CONTRAST
NR057	18	CH+P+AIR	CH+P+AL	3	AL	ZIELORT	AIR	BAHN	RELATION	8	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:RELATION=ZIELORT	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:RELATION=BAHN	1	Nimm; setze am Zielort ein.	Nimm; setze entlang der Bahn ein.	YES	YES	cphal	Entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; zur Zielstation.	ZIELORT ist eine Adresse; BAHN ist der Wegwert, auf dem der Gang läuft.	REVERSIBLE_ONE_ROOT_CONTRAST
NR058	18	CH+P+AIR	CH+P+AR	3	AR	AUSGANG	AIR	BAHN	RELATION	10	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:RELATION=AUSGANG	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSETZEN | 3:RELATION=BAHN	1	Nimm; setze vom Ausgang ein.	Nimm; setze entlang der Bahn ein.	YES	YES	cphar	Entnimm den Kennwert [wie zuvor] und setze den Kennwert [wie zuvor] ein; von der Ausgangszeile.	AUSGANG und BAHN sind verschiedene Relationstypen mit verschiedenen Binderegeln.	REVERSIBLE_ONE_ROOT_CONTRAST
NR059	19	CH+T+AIN	CH+T+AIIN	3	AIIN	WERT	AIN	ANTEIL	ARGUMENT	23	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSTELLEN | 3:ARGUMENT=WERT	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSTELLEN | 3:ARGUMENT=ANTEIL	1	Nimm den Wert; stelle den Wert ein.	Nimm den Anteil; stelle den Anteil ein.	YES	YES	chtaiin	Entnimm den Kennwert und lege den Kennwert fest.	WERT ist die portablere Einstellgröße; ANTEIL ist stärker besitzer- und Teilstruktur-gebunden.	REVERSIBLE_ONE_ROOT_CONTRAST
NR060	19	CH+T+AIN	CH+T+OR	3	OR	EINHEIT	AIN	ANTEIL	ARGUMENT	16	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSTELLEN | 3:ARGUMENT=EINHEIT	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSTELLEN | 3:ARGUMENT=ANTEIL	1	Nimm die Einheit; stelle die Einheit ein.	Nimm den Anteil; stelle den Anteil ein.	YES	YES	chtor	Entnimm die Eintragseinheit und lege die Eintragseinheit fest.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR061	19	CH+T+AIN	CH+T+Y	3	Y	POSTEN	AIN	ANTEIL	ARGUMENT	23	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSTELLEN | 3:ARGUMENT=POSTEN	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=EINSTELLEN | 3:ARGUMENT=ANTEIL	1	Nimm den Posten; stelle den Posten ein.	Nimm den Anteil; stelle den Anteil ein.	YES	YES	cthy	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR062	20	CHD+L	CHD+AIR	2	AIR	BAHN	L	VERBINDUNG	RELATION	3	1:ACTION_HEAD=BEARBEITEN | 2:RELATION=BAHN	1:ACTION_HEAD=BEARBEITEN | 2:RELATION=VERBINDUNG	1	Bearbeite entlang der Bahn.	Bearbeite über die Verbindung.	YES	YES	schedair	Bearbeite den Stationsposten [wie zuvor]; entlang der Stationsbahn.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR063	20	CHD+L	CHD+AL	2	AL	ZIELORT	L	VERBINDUNG	RELATION	16	1:ACTION_HEAD=BEARBEITEN | 2:RELATION=ZIELORT	1:ACTION_HEAD=BEARBEITEN | 2:RELATION=VERBINDUNG	1	Bearbeite am Zielort.	Bearbeite über die Verbindung.	YES	YES	chedal	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	ZIELORT adressiert das Ankommen; VERBINDUNG hält einen folgenden Gang offen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR064	20	CHD+L	CHD+AR	2	AR	AUSGANG	L	VERBINDUNG	RELATION	9	1:ACTION_HEAD=BEARBEITEN | 2:RELATION=AUSGANG	1:ACTION_HEAD=BEARBEITEN | 2:RELATION=VERBINDUNG	1	Bearbeite vom Ausgang.	Bearbeite über die Verbindung.	YES	YES	chedar	Bearbeite den Stationswert [wie zuvor]; von der Ausgangsstation.	AUSGANG nennt die Herkunft; VERBINDUNG trägt die Fortsetzung.	REVERSIBLE_ONE_ROOT_CONTRAST
NR065	21	D_ADDR+CH+AIN	D_ADDR+CH+AIIN	3	AIIN	WERT	AIN	ANTEIL	ARGUMENT	23	1:LOCAL_OR_CLASS_SIGN=HIER | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=WERT	1:LOCAL_OR_CLASS_SIGN=HIER | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=ANTEIL	1	Nimm den Wert hier.	Nimm den Anteil hier.	YES	YES	dchaiin	Entnimm den Kennwert; an der bezeichneten Stelle.	WERT ist die portablere Einstellgröße; ANTEIL ist stärker besitzer- und Teilstruktur-gebunden.	REVERSIBLE_ONE_ROOT_CONTRAST
NR066	21	D_ADDR+CH+AIN	D_ADDR+CH+OR	3	OR	EINHEIT	AIN	ANTEIL	ARGUMENT	16	1:LOCAL_OR_CLASS_SIGN=HIER | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=EINHEIT	1:LOCAL_OR_CLASS_SIGN=HIER | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=ANTEIL	1	Nimm die Einheit hier.	Nimm den Anteil hier.	YES	YES	dchor	Nimm die Arbeitseinheit; an der bezeichneten Stelle.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR067	21	D_ADDR+CH+AIN	D_ADDR+CH+Y	3	Y	POSTEN	AIN	ANTEIL	ARGUMENT	23	1:LOCAL_OR_CLASS_SIGN=HIER | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=POSTEN	1:LOCAL_OR_CLASS_SIGN=HIER | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=ANTEIL	1	Nimm den Posten hier.	Nimm den Anteil hier.	YES	YES	dchchy	Nimm den Pflanzenposten; an der bezeichneten Stelle.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR068	22	K+CH+Y	K+CH+AIIN	3	AIIN	WERT	Y	POSTEN	ARGUMENT	37	1:ACTION_HEAD=GEBEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=WERT	1:ACTION_HEAD=GEBEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=POSTEN	1	Gib den Wert; nimm den Wert.	Gib den Posten; nimm den Posten.	YES	YES	kchaiin	Gib den Arbeitswert zu und nimm den Arbeitswert.	POSTEN bleibt als aktives Objekt handlungsfähig; WERT füllt eine Einstellung aus.	REVERSIBLE_ONE_ROOT_CONTRAST
NR069	22	K+CH+Y	K+CH+OR	3	OR	EINHEIT	Y	POSTEN	ARGUMENT	38	1:ACTION_HEAD=GEBEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=EINHEIT	1:ACTION_HEAD=GEBEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=POSTEN	1	Gib die Einheit; nimm die Einheit.	Gib den Posten; nimm den Posten.	YES	YES	kchor	Gib die Arbeitseinheit zu und nimm die Arbeitseinheit.	POSTEN ist der laufende Referent; EINHEIT ist der Rahmen, der weiteren Inhalt tragen kann.	REVERSIBLE_ONE_ROOT_CONTRAST
NR070	22	K+CH+Y	OK+CH+Y	1	OK	SETZEN	K	GEBEN	ACTION_HEAD	34	1:ACTION_HEAD=SETZEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=POSTEN	1:ACTION_HEAD=GEBEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=POSTEN	1	Setze den Posten; nimm den Posten.	Gib den Posten; nimm den Posten.	YES	YES	chokchy	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten.	GEBEN ist die häufige Fortsetzung nach NEHMEN; SETZEN etabliert meist selbständig einen Zustand.	REVERSIBLE_ONE_ROOT_CONTRAST
NR071	23	K+L	K+AIR	2	AIR	BAHN	L	VERBINDUNG	RELATION	3	1:ACTION_HEAD=GEBEN | 2:RELATION=BAHN	1:ACTION_HEAD=GEBEN | 2:RELATION=VERBINDUNG	1	Gib entlang der Bahn.	Gib über die Verbindung.	YES	YES	kair	Ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR072	23	K+L	K+AL	2	AL	ZIELORT	L	VERBINDUNG	RELATION	16	1:ACTION_HEAD=GEBEN | 2:RELATION=ZIELORT	1:ACTION_HEAD=GEBEN | 2:RELATION=VERBINDUNG	1	Gib am Zielort.	Gib über die Verbindung.	YES	YES	kal	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	ZIELORT adressiert das Ankommen; VERBINDUNG hält einen folgenden Gang offen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR073	23	K+L	K+AR	2	AR	AUSGANG	L	VERBINDUNG	RELATION	9	1:ACTION_HEAD=GEBEN | 2:RELATION=AUSGANG	1:ACTION_HEAD=GEBEN | 2:RELATION=VERBINDUNG	1	Gib vom Ausgang.	Gib über die Verbindung.	YES	YES	kar	Gib den Arbeitswert [wie zuvor] zu; vom Ausgangsmaterial.	AUSGANG nennt die Herkunft; VERBINDUNG trägt die Fortsetzung.	REVERSIBLE_ONE_ROOT_CONTRAST
NR074	24	L+CHD+L	L+CHD+AL	3	AL	ZIELORT	L	VERBINDUNG	RELATION	16	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=BEARBEITEN | 3:RELATION=ZIELORT	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=BEARBEITEN | 3:RELATION=VERBINDUNG	1	Bearbeite über die Verbindung und am Zielort.	Bearbeite über die Verbindung und über die Verbindung.	YES	YES	lchedal	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und zur Zielstation.	ZIELORT adressiert das Ankommen; VERBINDUNG hält einen folgenden Gang offen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR075	24	L+CHD+L	L+CHD+AR	3	AR	AUSGANG	L	VERBINDUNG	RELATION	9	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=BEARBEITEN | 3:RELATION=AUSGANG	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=BEARBEITEN | 3:RELATION=VERBINDUNG	1	Bearbeite über die Verbindung und vom Ausgang.	Bearbeite über die Verbindung und über die Verbindung.	YES	YES	olchdar	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation.	AUSGANG nennt die Herkunft; VERBINDUNG trägt die Fortsetzung.	REVERSIBLE_ONE_ROOT_CONTRAST
NR076	24	L+CHD+L	L+SH+L	2	SH	HALTEN	CHD	BEARBEITEN	ACTION_HEAD	14	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=HALTEN | 3:RELATION=VERBINDUNG	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=BEARBEITEN | 3:RELATION=VERBINDUNG	1	Halte über die Verbindung und über die Verbindung.	Bearbeite über die Verbindung und über die Verbindung.	YES	YES	lshl	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	HALTEN nimmt Gradstufen; BEARBEITEN ist fast immer der letzte ungradierte Handlungskopf.	REVERSIBLE_ONE_ROOT_CONTRAST
NR077	25	L+K+OR	L+K+AIIN	3	AIIN	WERT	OR	EINHEIT	ARGUMENT	27	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=WERT	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=EINHEIT	1	Gib den Wert über die Verbindung.	Gib die Einheit über die Verbindung.	YES	YES	lkaiin	Führe den Stationswert zu; über die sichtbare Verbindung.	WERT füllt eine Einheit aus; EINHEIT kann selbst weiteren Inhalt aufnehmen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR078	25	L+K+OR	L+K+AIN	3	AIN	ANTEIL	OR	EINHEIT	ARGUMENT	16	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=ANTEIL	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=EINHEIT	1	Gib den Anteil über die Verbindung.	Gib die Einheit über die Verbindung.	YES	YES	lkain	Führe den Stationsanteil zu; über die sichtbare Verbindung.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR079	25	L+K+OR	L+K+Y	3	Y	POSTEN	OR	EINHEIT	ARGUMENT	38	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=POSTEN	1:RELATION=VERBINDUNG | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=EINHEIT	1	Gib den Posten über die Verbindung.	Gib die Einheit über die Verbindung.	YES	YES	lky	Führe den Stationsposten zu; über die sichtbare Verbindung.	POSTEN ist der laufende Referent; EINHEIT ist der Rahmen, der weiteren Inhalt tragen kann.	REVERSIBLE_ONE_ROOT_CONTRAST
NR080	26	O+OR	O+AIIN	2	AIIN	WERT	OR	EINHEIT	ARGUMENT	27	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=WERT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=EINHEIT	1	Führe den Wert aus.	Führe die Einheit aus.	YES	YES	oaiin	Im laufenden Gang gib den Arbeitswert zu; als Ausführung.	WERT füllt eine Einheit aus; EINHEIT kann selbst weiteren Inhalt aufnehmen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR081	26	O+OR	O+AIN	2	AIN	ANTEIL	OR	EINHEIT	ARGUMENT	16	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ANTEIL	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=EINHEIT	1	Führe den Anteil aus.	Führe die Einheit aus.	YES	YES	oain	Im laufenden Gang wähle den Drogenanteil; als Ausführung.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR082	26	O+OR	O+Y	2	Y	POSTEN	OR	EINHEIT	ARGUMENT	38	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=POSTEN	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=EINHEIT	1	Führe den Posten aus.	Führe die Einheit aus.	YES	YES	qoy	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; als Ausführung.	POSTEN ist der laufende Referent; EINHEIT ist der Rahmen, der weiteren Inhalt tragen kann.	REVERSIBLE_ONE_ROOT_CONTRAST
NR083	27	OK+CH+AIIN	K+CH+AIIN	1	K	GEBEN	OK	SETZEN	ACTION_HEAD	34	1:ACTION_HEAD=GEBEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=WERT	1:ACTION_HEAD=SETZEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=WERT	1	Gib den Wert; nimm den Wert.	Setze den Wert; nimm den Wert.	YES	YES	kchaiin	Gib den Arbeitswert zu und nimm den Arbeitswert.	GEBEN ist die häufige Fortsetzung nach NEHMEN; SETZEN etabliert meist selbständig einen Zustand.	REVERSIBLE_ONE_ROOT_CONTRAST
NR084	27	OK+CH+AIIN	OK+CH+OR	3	OR	EINHEIT	AIIN	WERT	ARGUMENT	27	1:ACTION_HEAD=SETZEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=EINHEIT	1:ACTION_HEAD=SETZEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=WERT	1	Setze die Einheit; nimm die Einheit.	Setze den Wert; nimm den Wert.	YES	YES	okchor	Setze die Arbeitseinheit im Arbeitsgang an und nimm die Arbeitseinheit.	WERT füllt eine Einheit aus; EINHEIT kann selbst weiteren Inhalt aufnehmen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR085	27	OK+CH+AIIN	OK+CH+Y	3	Y	POSTEN	AIIN	WERT	ARGUMENT	37	1:ACTION_HEAD=SETZEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=POSTEN	1:ACTION_HEAD=SETZEN | 2:ACTION_HEAD=NEHMEN | 3:ARGUMENT=WERT	1	Setze den Posten; nimm den Posten.	Setze den Wert; nimm den Wert.	YES	YES	chokchy	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten.	POSTEN bleibt als aktives Objekt handlungsfähig; WERT füllt eine Einstellung aus.	REVERSIBLE_ONE_ROOT_CONTRAST
NR086	28	OK+L	OK+AIR	2	AIR	BAHN	L	VERBINDUNG	RELATION	3	1:ACTION_HEAD=SETZEN | 2:RELATION=BAHN	1:ACTION_HEAD=SETZEN | 2:RELATION=VERBINDUNG	1	Setze entlang der Bahn.	Setze über die Verbindung.	YES	YES	qokair	Setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR087	28	OK+L	OK+AL	2	AL	ZIELORT	L	VERBINDUNG	RELATION	16	1:ACTION_HEAD=SETZEN | 2:RELATION=ZIELORT	1:ACTION_HEAD=SETZEN | 2:RELATION=VERBINDUNG	1	Setze am Zielort.	Setze über die Verbindung.	YES	YES	okal	Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	ZIELORT adressiert das Ankommen; VERBINDUNG hält einen folgenden Gang offen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR088	28	OK+L	OK+AR	2	AR	AUSGANG	L	VERBINDUNG	RELATION	9	1:ACTION_HEAD=SETZEN | 2:RELATION=AUSGANG	1:ACTION_HEAD=SETZEN | 2:RELATION=VERBINDUNG	1	Setze vom Ausgang.	Setze über die Verbindung.	YES	YES	okar	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	AUSGANG nennt die Herkunft; VERBINDUNG trägt die Fortsetzung.	REVERSIBLE_ONE_ROOT_CONTRAST
NR089	29	OL+K+OR	OL+K+AIIN	3	AIIN	WERT	OR	EINHEIT	ARGUMENT	27	1:ORDER_CONTROL=FORTSETZEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=WERT	1:ORDER_CONTROL=FORTSETZEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=EINHEIT	1	Weiter: Gib den Wert.	Weiter: Gib die Einheit.	YES	YES	olkaiin	Weiter führe den Stationswert zu.	WERT füllt eine Einheit aus; EINHEIT kann selbst weiteren Inhalt aufnehmen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR090	29	OL+K+OR	OL+K+AIN	3	AIN	ANTEIL	OR	EINHEIT	ARGUMENT	16	1:ORDER_CONTROL=FORTSETZEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=ANTEIL	1:ORDER_CONTROL=FORTSETZEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=EINHEIT	1	Weiter: Gib den Anteil.	Weiter: Gib die Einheit.	YES	YES	qolkain	Weiter führe den Stationsanteil zu.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR091	29	OL+K+OR	OL+K+Y	3	Y	POSTEN	OR	EINHEIT	ARGUMENT	38	1:ORDER_CONTROL=FORTSETZEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=POSTEN	1:ORDER_CONTROL=FORTSETZEN | 2:ACTION_HEAD=GEBEN | 3:ARGUMENT=EINHEIT	1	Weiter: Gib den Posten.	Weiter: Gib die Einheit.	YES	YES	olky	Weiter führe den Stationsposten zu.	POSTEN ist der laufende Referent; EINHEIT ist der Rahmen, der weiteren Inhalt tragen kann.	REVERSIBLE_ONE_ROOT_CONTRAST
NR092	30	OT+E+AIN	OT+E+AIIN	3	AIIN	WERT	AIN	ANTEIL	ARGUMENT	23	1:ORDER_CONTROL=DANACH | 2:GRADE=GRAD I | 3:ARGUMENT=WERT	1:ORDER_CONTROL=DANACH | 2:GRADE=GRAD I | 3:ARGUMENT=ANTEIL	1	Danach: Wert auf Grad I.	Danach: Anteil auf Grad I.	YES	YES	qotedaiin	Danach im laufenden Gang bearbeite den Stationswert; auf Grad I.	WERT ist die portablere Einstellgröße; ANTEIL ist stärker besitzer- und Teilstruktur-gebunden.	REVERSIBLE_ONE_ROOT_CONTRAST
NR093	30	OT+E+AIN	OT+E+OR	3	OR	EINHEIT	AIN	ANTEIL	ARGUMENT	16	1:ORDER_CONTROL=DANACH | 2:GRADE=GRAD I | 3:ARGUMENT=EINHEIT	1:ORDER_CONTROL=DANACH | 2:GRADE=GRAD I | 3:ARGUMENT=ANTEIL	1	Danach: Einheit auf Grad I.	Danach: Anteil auf Grad I.	YES	YES	qoteor	Danach im laufenden Gang bearbeite die Stationseinheit; auf Grad I.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
