event_serial	record_unit_id	statement_id	page	visible_surface	master_card_id	visible_owner	apprentice_layer	card_value_de	terminal_status
176	B2	B2-S004	f82r	lcheckhedy	MC133	obere Paarbecken-/Zylinderstation	LOKALKARTE	abführen · trennen; schließen	TERMINAL
177	B2	B2-S005	f82r	qokaly	MC054	obere Paarbecken-/Zylinderstation	LOKALKARTE	einsetzen · Ziel · Posten	NONCLOSE
178	B2	B2-S005	f82r	solkaiin	MC036	obere Paarbecken-/Zylinderstation	LOKALKARTE	auffangen · Sollmaß	NONCLOSE
179	B2	B2-S005	f82r	chckhy	MC035	obere Paarbecken-/Zylinderstation	LEHRWORT	durchleiten	NONCLOSE
180	B2	B2-S005	f82r	qokaiin	MC120	obere Paarbecken-/Zylinderstation	LEHRWORT	bemessen	NONCLOSE
181	B2	B2-S005	f82r	qokaiin	MC120	obere Paarbecken-/Zylinderstation	LEHRWORT	bemessen	NONCLOSE
182	B2	B2-S005	f82r	octheol	MC112	obere Paarbecken-/Zylinderstation	LOKALKARTE	bereitstellen · weiter	NONCLOSE
183	B2	B2-S005	f82r	chkeey	MC166	obere Paarbecken-/Zylinderstation	LOKALKARTE	wärmen · länger · Posten	NONCLOSE
184	B2	B2-S005	f82r	ldy	MC004	obere Paarbecken-/Zylinderstation	LEHRWORT	abziehen; Schluss	TERMINAL
185	B2	B2-S006	f82r	oteey	MC063	obere Paarbecken-/Zylinderstation	LOKALKARTE	danach · länger · Posten	NONCLOSE
186	B2	B2-S006	f82r	qokal	MC040	obere Paarbecken-/Zylinderstation	LEHRWORT	dorthin einsetzen	NONCLOSE
187	B2	B2-S006	f82r	sheckhy	MC132	obere Paarbecken-/Zylinderstation	LOKALKARTE	Passage · kurz · Posten	NONCLOSE
188	B2	B2-S006	f82r	qoky	MC026	obere Paarbecken-/Zylinderstation	LEHRWORT	einsetzen	NONCLOSE
189	B2	B2-S007	f82r	dshedy	MC138	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	absetzen · kurz; schließen	TERMINAL
190	B2	B2-S008	f82r	sotaiin	MC060	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	Folgemaß	NONCLOSE
191	B2	B2-S008	f82r	qokar	MC044	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	einsetzen · Quelle	NONCLOSE
192	B2	B2-S008	f82r	shedy	MC128	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL
193	B2	B2-S009	f82r	solshedy	MC149	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	weiter · absetzen; schließen	TERMINAL
194	B2	B2-S010	f82r	qokeey	MC002	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	lange einwirken	NONCLOSE
195	B2	B2-S010	f82r	qoky	MC026	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	einsetzen	NONCLOSE
196	B2	B2-S010	f82r	ls	MC065	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	abführen	NONCLOSE
197	B2	B2-S010	f82r	cheey	MC119	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	Klarauszug	NONCLOSE
198	B2	B2-S011	f82r	okain	MC017	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	Anteil zugeben	NONCLOSE
199	B2	B2-S011	f82r	char	MC055	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	davon	NONCLOSE
200	B2	B2-S011	f82r	okain	MC017	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	Anteil zugeben	NONCLOSE
201	B2	B2-S011	f82r	qokeedy	MC082	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	lange einwirken; Schluss	TERMINAL
202	B2	B2-S012	f82r	lchy	MC008	ungelöste mittlere rechte Linie-/Liegepodeststation	LOKALKARTE	abführen · Posten	NONCLOSE
203	B2	B2-S012	f82r	cheey	MC119	unteres grünes Mehrfigurenfeld	LEHRWORT	Klarauszug	NONCLOSE
204	B2	B2-S012	f82r	qcthey	MC073	unteres grünes Mehrfigurenfeld	LEHRWORT	kurz vorbereiten	NONCLOSE
205	B2	B2-S012	f82r	qokeey	MC002	unteres grünes Mehrfigurenfeld	LEHRWORT	lange einwirken	NONCLOSE
206	B2	B2-S012	f82r	lcheey	MC066	unteres grünes Mehrfigurenfeld	LOKALKARTE	abführen · Klarlauf	NONCLOSE
207	B2	B2-S012	f82r	daiin	MC039	unteres grünes Mehrfigurenfeld	LEHRWORT	Sollmaß	NONCLOSE
208	B2	B2-S012	f82r	chey	MC123	unteres grünes Mehrfigurenfeld	LEHRWORT	dies	NONCLOSE
209	B2	B2-S012	f82r	qokeeedy	MC140	unteres grünes Mehrfigurenfeld	LOKALKARTE	einsetzen · vollständig; schließen	TERMINAL
210	B2	B2-S013	f82r	lchedy	MC155	unteres grünes Mehrfigurenfeld	LEHRWORT	abführen; Schluss	TERMINAL
211	B2	B2-S014	f82r	lar	MC029	unteres grünes Mehrfigurenfeld	LOKALKARTE	abführen · Quelle	NONCLOSE
212	B2	B2-S015	f82r	tshey	MC141	lokale Randstationen des unteren Feldes	LOKALKARTE	Klarlauf	NONCLOSE
213	B2	B2-S015	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	LEHRWORT	lange einwirken; Schluss	TERMINAL
214	B2	B2-S016	f82r	cheal	MC154	lokale Randstationen des unteren Feldes	LEHRWORT	dorthin	NONCLOSE
215	B2	B2-S016	f82r	lchedar	MC011	lokale Randstationen des unteren Feldes	LOKALKARTE	abführen · übertragen · Quelle	NONCLOSE
216	B2	B2-S016	f82r	ches	MC152	lokale Randstationen des unteren Feldes	LOKALKARTE	teilen	NONCLOSE
217	B2	B2-S016	f82r	aiin	MC039	lokale Randstationen des unteren Feldes	LEHRWORT	Sollmaß	NONCLOSE
218	B2	B2-S016	f82r	oteey	MC063	lokale Randstationen des unteren Feldes	LOKALKARTE	danach · länger · Posten	NONCLOSE
219	B2	B2-S016	f82r	qokaiin	MC120	lokale Randstationen des unteren Feldes	LEHRWORT	bemessen	NONCLOSE
220	B2	B2-S016	f82r	okey	MC007	lokale Randstationen des unteren Feldes	LEHRWORT	kurz einwirken	NONCLOSE
221	B2	B2-S016	f82r	pchedy	MC070	lokale Randstationen des unteren Feldes	LOKALKARTE	zuführen · übertragen; schließen	TERMINAL
222	B2	B2-S017	f82r	rsheal	MC102	lokale Randstationen des unteren Feldes	LOKALKARTE	halten · kurz · Ziel	NONCLOSE
223	B2	B2-S017	f82r	daldy	MC079	lokale Randstationen des unteren Feldes	LOKALKARTE	Ziel; schließen	TERMINAL
224	B2	B2-S018	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	LEHRWORT	lange einwirken; Schluss	TERMINAL
225	B2	B2-S019	f82r	rshedy	MC084	lokale Randstationen des unteren Feldes	LOKALKARTE	waschen; schließen	TERMINAL
226	B2	B2-S020	f82r	qoteedy	MC173	lokale Randstationen des unteren Feldes	LEHRWORT	lange Folgestufe; Schluss	TERMINAL
227	B2	B2-S021	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	LEHRWORT	lange einwirken; Schluss	TERMINAL
228	B2	B2-S022	f82r	lochedy	MC167	lokale Randstationen des unteren Feldes	LOKALKARTE	abführen · übertragen; schließen	TERMINAL
229	B3	B3-S001	f83r	olkeedy	MC045	obere offene Fächer-Randstation	LEHRWORT	lange sammeln; Schluss	TERMINAL
230	B3	B3-S002	f83r	qotal	MC093	obere offene Fächer-Randstation	LEHRWORT	danach dorthin	NONCLOSE
231	B3	B3-S002	f83r	chkeedy	MC110	obere offene Fächer-Randstation	LOKALKARTE	wärmen · länger; schließen	TERMINAL
232	B3	B3-S003	f83r	chey	MC123	obere offene Fächer-Randstation	LEHRWORT	dies	NONCLOSE
233	B3	B3-S003	f83r	daiin	MC039	obere offene Fächer-Randstation	LEHRWORT	Sollmaß	NONCLOSE
234	B3	B3-S003	f83r	chey	MC123	obere offene Fächer-Randstation	LEHRWORT	dies	NONCLOSE
235	B3	B3-S003	f83r	lchedy	MC155	obere offene Fächer-Randstation	LEHRWORT	abführen; Schluss	TERMINAL
236	B3	B3-S004	f83r	qokaiin	MC120	obere offene Fächer-Randstation	LEHRWORT	bemessen	NONCLOSE
237	B3	B3-S004	f83r	qotal	MC093	obere offene Fächer-Randstation	LEHRWORT	danach dorthin	NONCLOSE
238	B3	B3-S004	f83r	dar	MC055	obere offene Fächer-Randstation	LEHRWORT	davon	NONCLOSE
239	B3	B3-S005	f83r	schedy	MC025	mittlere runde Gefäß-Randstation	LEHRWORT	überführen; Schluss	TERMINAL
240	B3	B3-S006	f83r	chedchy	MC064	mittlere runde Gefäß-Randstation	LOKALKARTE	übertragen · Posten	NONCLOSE
241	B3	B3-S006	f83r	qokal	MC040	mittlere runde Gefäß-Randstation	LEHRWORT	dorthin einsetzen	NONCLOSE
242	B3	B3-S006	f83r	olchedy	MC028	mittlere runde Gefäß-Randstation	LEHRWORT	weiterführen; Schluss	TERMINAL
243	B3	B3-S007	f83r	qokaiin	MC120	mittlere runde Gefäß-Randstation	LEHRWORT	bemessen	NONCLOSE
244	B3	B3-S007	f83r	chedy	MC074	mittlere runde Gefäß-Randstation	LEHRWORT	überführen	NONCLOSE
245	B3	B3-S007	f83r	qokeedy	MC082	mittlere runde Gefäß-Randstation	LEHRWORT	lange einwirken; Schluss	TERMINAL
246	B3	B3-S008	f83r	lchedy	MC155	mittlere runde Gefäß-Randstation	LEHRWORT	abführen; Schluss	TERMINAL
247	B3	B3-S009	f83r	qoky	MC026	mittlere runde Gefäß-Randstation	LEHRWORT	einsetzen	NONCLOSE
248	B3	B3-S010	f83r	pchedal	MC126	untere korbartige Gefäß-Randstation	LOKALKARTE	zuführen · übertragen · Ziel	NONCLOSE
249	B3	B3-S010	f83r	otedy	MC135	untere korbartige Gefäß-Randstation	LOKALKARTE	danach · kurz; schließen	TERMINAL
250	B3	B3-S011	f83r	shecthedchy	MC043	untere korbartige Gefäß-Randstation	LOKALKARTE	bereitstellen · übertragen · Posten	NONCLOSE
251	B3	B3-S011	f83r	qoky	MC026	untere korbartige Gefäß-Randstation	LEHRWORT	einsetzen	NONCLOSE
252	B3	B3-S011	f83r	chedy	MC074	untere korbartige Gefäß-Randstation	LEHRWORT	überführen	NONCLOSE
253	B3	B3-S011	f83r	chary	MC009	untere korbartige Gefäß-Randstation	LOKALKARTE	Quelle · Posten	NONCLOSE
254	B3	B3-S012	f83r	sor	MC080	untere korbartige Gefäß-Randstation	LEHRWORT	Ansatz	NONCLOSE
255	B3	B3-S012	f83r	shedy	MC128	untere korbartige Gefäß-Randstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL
256	B3	B3-S013	f83r	qokaiin	MC120	untere korbartige Gefäß-Randstation	LEHRWORT	bemessen	NONCLOSE
257	B3	B3-S013	f83r	chkain	MC105	untere korbartige Gefäß-Randstation	LEHRWORT	Anteil	NONCLOSE
258	B3	B3-S013	f83r	shcthey	MC073	untere korbartige Gefäß-Randstation	LEHRWORT	kurz vorbereiten	NONCLOSE
259	B3	B3-S013	f83r	qokedy	MC083	untere korbartige Gefäß-Randstation	LEHRWORT	kurz einwirken; Schluss	TERMINAL
260	B3	B3-S014	f83r	okair	MC081	untere korbartige Gefäß-Randstation	LOKALKARTE	einsetzen · Lauf	NONCLOSE
261	B3	B3-S014	f83r	sheedy	MC003	untere korbartige Gefäß-Randstation	LOKALKARTE	absetzen · länger; schließen	TERMINAL
262	B3	B3-S015	f83r	lchedy	MC155	untere korbartige Gefäß-Randstation	LEHRWORT	abführen; Schluss	TERMINAL
263	B3	B3-S016	f83r	lo	MC030	untere korbartige Gefäß-Randstation	LOKALKARTE	abführen	NONCLOSE
264	B3	B3-S016	f83r	qokchedy	MC005	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	einführen; Schluss	TERMINAL
265	B3	B3-S017	f83r	qokeedy	MC082	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	lange einwirken; Schluss	TERMINAL
266	B3	B3-S018	f83r	shedy	MC128	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	kurz absetzen; Schluss	TERMINAL
267	B3	B3-S019	f83r	qokshedy	MC151	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	einsetzen · absetzen; schließen	TERMINAL
268	B3	B3-S020	f83r	dal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dorthin	NONCLOSE
269	B3	B3-S020	f83r	lchedy	MC155	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	abführen; Schluss	TERMINAL
270	B3	B3-S021	f83r	qokaiin	MC120	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bemessen	NONCLOSE
271	B3	B3-S021	f83r	shcthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bereit	NONCLOSE
272	B3	B3-S021	f83r	dal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dorthin	NONCLOSE
273	B3	B3-S021	f83r	sy	MC123	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dies	NONCLOSE
274	B3	B3-S021	f83r	saiin	MC039	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	Sollmaß	NONCLOSE
275	B3	B3-S021	f83r	shedal	MC113	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	am Ziel absetzen	NONCLOSE
276	B3	B3-S021	f83r	shecthy	MC137	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	bereitstellen · kurz · Posten	NONCLOSE
277	B3	B3-S021	f83r	chey	MC123	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dies	NONCLOSE
278	B3	B3-S021	f83r	tal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	dorthin	NONCLOSE
279	B3	B3-S021	f83r	shcthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bereit	NONCLOSE
280	B3	B3-S021	f83r	dalchdy	MC031	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	Ziel · übertragen; schließen	TERMINAL
281	B3	B3-S022	f83r	qotchedy	MC057	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	danach · übertragen; schließen	TERMINAL
282	B3	B3-S023	f83r	lchedy	MC155	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	abführen; Schluss	TERMINAL
283	B3	B3-S024	f83r	tchedy	MC025	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	überführen; Schluss	TERMINAL
284	B3	B3-S025	f83r	qokchdy	MC088	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	einführen; Schluss	TERMINAL
285	B3	B3-S026	f83r	cheedar	MC042	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	übertragen · Quelle	NONCLOSE
286	B3	B3-S026	f83r	chldaiin	MC144	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	absetzen · Sollmaß	NONCLOSE
287	B3	B3-S026	f83r	chedy	MC074	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	überführen	NONCLOSE
288	B3	B3-S026	f83r	qokain	MC017	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	Anteil zugeben	NONCLOSE
289	B3	B3-S026	f83r	checthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	bereit	NONCLOSE
290	B3	B3-S026	f83r	chealror	MC146	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOKALKARTE	Ziel · Bereitung	NONCLOSE
291	B3	B3-S026	f83r	solkeedy	MC045	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange sammeln; Schluss	TERMINAL
292	B3	B3-S027	f83r	qoteedy	MC173	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange Folgestufe; Schluss	TERMINAL
293	B3	B3-S028	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken	NONCLOSE
294	B3	B3-S028	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL
295	B3	B3-S029	f83r	sol	MC153	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	weiter	NONCLOSE
296	B3	B3-S029	f83r	cheeety	MC094	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	vollständig · Teil	NONCLOSE
297	B3	B3-S029	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL
298	B3	B3-S030	f83r	qoky	MC026	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	einsetzen	NONCLOSE
299	B3	B3-S030	f83r	saiin	MC039	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Sollmaß	NONCLOSE
300	B3	B3-S030	f83r	schedair	MC116	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	Lauf	NONCLOSE
301	B3	B3-S030	f83r	otchedy	MC057	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	danach · übertragen; schließen	TERMINAL
302	B3	B3-S031	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken; Schluss	TERMINAL
303	B3	B3-S032	f83r	chedain	MC145	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	übertragen · Anteil	NONCLOSE
304	B3	B3-S032	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	überführen	NONCLOSE
305	B3	B3-S032	f83r	qotedaiin	MC018	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	danach · kurz · Sollmaß	NONCLOSE
306	B3	B3-S032	f83r	otaiin	MC060	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Folgemaß	NONCLOSE
307	B3	B3-S032	f83r	otedy	MC135	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	danach · kurz; schließen	TERMINAL
308	B3	B3-S033	f83r	ldy	MC004	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	abziehen; Schluss	TERMINAL
309	B3	B3-S034	f83r	soiiin	MC033	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Arbeitsstufe	NONCLOSE
310	B3	B3-S034	f83r	checthy	MC161	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	bereit	NONCLOSE
311	B3	B3-S034	f83r	chety	MC086	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Anteil	NONCLOSE
312	B3	B3-S034	f83r	otaiin	MC060	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Folgemaß	NONCLOSE
313	B3	B3-S034	f83r	olsaly	MC078	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	Ziel · Posten	NONCLOSE
314	B3	B3-S034	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz absetzen; Schluss	TERMINAL
315	B4	B4-S001	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken; Schluss	TERMINAL
316	B4	B4-S002	f83r	qolchey	MC162	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	weiter · Posten	NONCLOSE
317	B4	B4-S002	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken	NONCLOSE
318	B4	B4-S002	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL
319	B4	B4-S003	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	überführen	NONCLOSE
320	B4	B4-S003	f83r	otal	MC093	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	danach dorthin	NONCLOSE
321	B4	B4-S003	f83r	otchey	MC171	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	das nächste	NONCLOSE
322	B4	B4-S003	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken	NONCLOSE
323	B4	B4-S003	f83r	qoky	MC026	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	einsetzen	NONCLOSE
324	B4	B4-S003	f83r	tol	MC153	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	weiter	NONCLOSE
325	B4	B4-S003	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz absetzen; Schluss	TERMINAL
326	B4	B4-S004	f83r	qokylddy	MC164	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	einsetzen · Posten · festbinden	TERMINAL
327	B4	B4-S005	f83r	dain	MC059	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Einlage	NONCLOSE
328	B4	B4-S005	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	überführen	NONCLOSE
329	B4	B4-S005	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	lange einwirken; Schluss	TERMINAL
330	B4	B4-S006	f83r	shckhedy	MC143	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	seihen; Schluss	TERMINAL
331	B4	B4-S007	f83r	shckhedy	MC143	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	seihen; Schluss	TERMINAL
332	B4	B4-S008	f83r	saiin	MC039	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	Sollmaß	NONCLOSE
333	B4	B4-S008	f83r	cheeky	MC032	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	länger bearbeiten	NONCLOSE
334	B4	B4-S008	f83r	sheey	MC095	Hauptpaar am sichtbaren ungerichteten Bogen	LOKALKARTE	halten · länger · Posten	NONCLOSE
335	B4	B4-S008	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz einwirken; Schluss	TERMINAL
336	B4	B4-S009	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	kurz absetzen; Schluss	TERMINAL
337	B4	B4-S010	f83r	oldy	MC019	Hauptpaar am sichtbaren ungerichteten Bogen	LEHRWORT	fertig	TERMINAL
338	B4	B4-S011	f83r	saiin	MC039	linke offene Fransen-/Unterlaufstation	LEHRWORT	Sollmaß	NONCLOSE
339	B4	B4-S011	f83r	cheky	MC147	linke offene Fransen-/Unterlaufstation	LEHRWORT	kurz wärmen	NONCLOSE
340	B4	B4-S011	f83r	okeeol	MC150	linke offene Fransen-/Unterlaufstation	LOKALKARTE	einsetzen · länger · weiter	NONCLOSE
341	B4	B4-S011	f83r	okain	MC017	linke offene Fransen-/Unterlaufstation	LEHRWORT	Anteil zugeben	NONCLOSE
342	B4	B4-S011	f83r	chdy	MC074	linke offene Fransen-/Unterlaufstation	LEHRWORT	überführen	NONCLOSE
343	B4	B4-S011	f83r	sol	MC153	linke offene Fransen-/Unterlaufstation	LEHRWORT	weiter	NONCLOSE
344	B4	B4-S011	f83r	lkedy	MC124	linke offene Fransen-/Unterlaufstation	LOKALKARTE	abführen · kurz; schließen	TERMINAL
345	B4	B4-S012	f83r	lchedy	MC155	linke offene Fransen-/Unterlaufstation	LEHRWORT	abführen; Schluss	TERMINAL
346	B4	B4-S013	f83r	qokol	MC024	linke offene Fransen-/Unterlaufstation	LOKALKARTE	einsetzen · weiter	NONCLOSE
347	B4	B4-S013	f83r	shedy	MC128	linke offene Fransen-/Unterlaufstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL
348	B4	B4-S014	f83r	or	MC080	linke offene Fransen-/Unterlaufstation	LEHRWORT	Ansatz	NONCLOSE
349	B4	B4-S014	f83r	chey	MC123	linke offene Fransen-/Unterlaufstation	LEHRWORT	dies	NONCLOSE
350	B4	B4-S014	f83r	qockhey	MC165	linke offene Fransen-/Unterlaufstation	LOKALKARTE	Kurzpassage	NONCLOSE
351	B4	B4-S014	f83r	dairydy	MC091	linke offene Fransen-/Unterlaufstation	LOKALKARTE	Lauf · Posten; schließen	TERMINAL
352	B4	B4-S015	f83r	qokain	MC017	linke offene Fransen-/Unterlaufstation	LEHRWORT	Anteil zugeben	NONCLOSE
353	B4	B4-S015	f83r	shey	MC119	linke offene Fransen-/Unterlaufstation	LEHRWORT	Klarauszug	NONCLOSE
354	B4	B4-S015	f83r	kain	MC105	linke offene Fransen-/Unterlaufstation	LEHRWORT	Anteil	NONCLOSE
355	B4	B4-S015	f83r	chckhal	MC022	linke offene Fransen-/Unterlaufstation	LOKALKARTE	Passage · Ziel	NONCLOSE
356	B4	B4-S015	f83r	solkey	MC050	rechte S-Lauf-/Mehrarmknotenstation	LOKALKARTE	auffangen · kurz · Posten	NONCLOSE
357	B4	B4-S015	f83r	lchedy	MC155	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	abführen; Schluss	TERMINAL
358	B4	B4-S016	f83r	qolkain	MC097	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	weiterer Anteil	NONCLOSE
359	B4	B4-S016	f83r	dal	MC154	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	dorthin	NONCLOSE
360	B4	B4-S016	f83r	skar	MC089	rechte S-Lauf-/Mehrarmknotenstation	LOKALKARTE	ausgießen · Quelle	NONCLOSE
361	B4	B4-S016	f83r	shedy	MC128	rechte S-Lauf-/Mehrarmknotenstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL
362	B5	B5-S001	f83r	otchdy	MC067	linker offener Fransen-Endposten	LOKALKARTE	danach · übertragen; schließen	TERMINAL
363	B5	B5-S002	f83r	qokchdy	MC088	linker offener Fransen-Endposten	LEHRWORT	einführen; Schluss	TERMINAL
364	B5	B5-S003	f83r	shedal	MC113	linker offener Fransen-Endposten	LEHRWORT	am Ziel absetzen	NONCLOSE
365	B5	B5-S003	f83r	dal	MC154	linker offener Fransen-Endposten	LEHRWORT	dorthin	NONCLOSE
366	B5	B5-S003	f83r	cheol	MC153	linker offener Fransen-Endposten	LEHRWORT	weiter	NONCLOSE
367	B5	B5-S003	f83r	lol	MC092	linker offener Fransen-Endposten	LOKALKARTE	abführen · weiter	NONCLOSE
368	B5	B5-S003	f83r	chdal	MC001	linker offener Fransen-Endposten	LOKALKARTE	übertragen · Ziel	NONCLOSE
369	B5	B5-S003	f83r	aiin	MC039	linker offener Fransen-Endposten	LEHRWORT	Sollmaß	NONCLOSE
370	B5	B5-S003	f83r	sol	MC153	linker offener Fransen-Endposten	LEHRWORT	weiter	NONCLOSE
371	B5	B5-S003	f83r	daiiin	MC172	linker offener Fransen-Endposten	LOKALKARTE	Arbeitsstufe	NONCLOSE
372	B5	B5-S003	f83r	chedy	MC074	linker offener Fransen-Endposten	LEHRWORT	überführen	NONCLOSE
373	B6	B6-S001	f83r	solkeey	MC020	rechter S-Lauf-/Mehrarm-Endposten	LOKALKARTE	auffangen · länger · Posten	NONCLOSE
374	B6	B6-S001	f83r	qekey	MC052	rechter S-Lauf-/Mehrarm-Endposten	LOKALKARTE	bearbeiten · kurz · Posten	NONCLOSE
375	B6	B6-S001	f83r	raly	MC046	rechter S-Lauf-/Mehrarm-Endposten	LOKALKARTE	Ziel · Posten	NONCLOSE
