event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	portable_card_value_de	owner_argument_policy	portable_scope
191	B2-S008	B2	f82r	qokar	MC044	einsetzen · Quelle	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
192	B2-S008	B2	f82r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
193	B2-S009	B2	f82r	solshedy	MC149	weiter · absetzen; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
194	B2-S010	B2	f82r	qokeey	MC002	lange einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
195	B2-S010	B2	f82r	qoky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
196	B2-S010	B2	f82r	ls	MC065	abführen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
197	B2-S010	B2	f82r	cheey	MC119	Klarauszug	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
198	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
199	B2-S011	B2	f82r	char	MC055	davon	INHERITED_SOURCE_OR_PREVIOUS_BATCH	ACTIVE_CROSS_RECORD
200	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
201	B2-S011	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
202	B2-S012	B2	f82r	lchy	MC008	abführen · Posten	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
203	B2-S012	B2	f82r	cheey	MC119	Klarauszug	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
204	B2-S012	B2	f82r	qcthey	MC073	kurz vorbereiten	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
205	B2-S012	B2	f82r	qokeey	MC002	lange einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
206	B2-S012	B2	f82r	lcheey	MC066	abführen · Klarlauf	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
207	B2-S012	B2	f82r	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
208	B2-S012	B2	f82r	chey	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
209	B2-S012	B2	f82r	qokeeedy	MC140	einsetzen · vollständig; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
210	B2-S013	B2	f82r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
211	B2-S014	B2	f82r	lar	MC029	abführen · Quelle	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
212	B2-S015	B2	f82r	tshey	MC141	Klarlauf	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
213	B2-S015	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
214	B2-S016	B2	f82r	cheal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
215	B2-S016	B2	f82r	lchedar	MC011	abführen · übertragen · Quelle	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
216	B2-S016	B2	f82r	ches	MC152	teilen	LOCAL_EXEMPLAR_OWNER	LOCAL_LEARNED_WHOLE_CARD
217	B2-S016	B2	f82r	aiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
218	B2-S016	B2	f82r	oteey	MC063	danach · länger · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
219	B2-S016	B2	f82r	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
220	B2-S016	B2	f82r	okey	MC007	kurz einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
221	B2-S016	B2	f82r	pchedy	MC070	zuführen · übertragen; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
222	B2-S017	B2	f82r	rsheal	MC102	halten · kurz · Ziel	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
223	B2-S017	B2	f82r	daldy	MC079	Ziel; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
224	B2-S018	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
225	B2-S019	B2	f82r	rshedy	MC084	waschen; schließen	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
226	B2-S020	B2	f82r	qoteedy	MC173	lange Folgestufe; Schluss	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
227	B2-S021	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
228	B2-S022	B2	f82r	lochedy	MC167	abführen · übertragen; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
229	B3-S001	B3	f83r	olkeedy	MC045	lange sammeln; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
230	B3-S002	B3	f83r	qotal	MC093	danach dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
231	B3-S002	B3	f83r	chkeedy	MC110	wärmen · länger; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
232	B3-S003	B3	f83r	chey	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
233	B3-S003	B3	f83r	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
234	B3-S003	B3	f83r	chey	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
235	B3-S003	B3	f83r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
236	B3-S004	B3	f83r	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
237	B3-S004	B3	f83r	qotal	MC093	danach dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
238	B3-S004	B3	f83r	dar	MC055	davon	INHERITED_SOURCE_OR_PREVIOUS_BATCH	ACTIVE_CROSS_RECORD
239	B3-S005	B3	f83r	schedy	MC025	überführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
240	B3-S006	B3	f83r	chedchy	MC064	übertragen · Posten	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
241	B3-S006	B3	f83r	qokal	MC040	dorthin einsetzen	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
242	B3-S006	B3	f83r	olchedy	MC028	weiterführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
243	B3-S007	B3	f83r	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
244	B3-S007	B3	f83r	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
245	B3-S007	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
246	B3-S008	B3	f83r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
247	B3-S009	B3	f83r	qoky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
248	B3-S010	B3	f83r	pchedal	MC126	zuführen · übertragen · Ziel	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
249	B3-S010	B3	f83r	otedy	MC135	danach · kurz; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
250	B3-S011	B3	f83r	shecthedchy	MC043	bereitstellen · übertragen · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
251	B3-S011	B3	f83r	qoky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
252	B3-S011	B3	f83r	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
253	B3-S011	B3	f83r	chary	MC009	Quelle · Posten	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
254	B3-S012	B3	f83r	sor	MC080	Ansatz	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
255	B3-S012	B3	f83r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
256	B3-S013	B3	f83r	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
257	B3-S013	B3	f83r	chkain	MC105	Anteil	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
258	B3-S013	B3	f83r	shcthey	MC073	kurz vorbereiten	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
259	B3-S013	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
260	B3-S014	B3	f83r	okair	MC081	einsetzen · Lauf	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
261	B3-S014	B3	f83r	sheedy	MC003	absetzen · länger; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
262	B3-S015	B3	f83r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
263	B3-S016	B3	f83r	lo	MC030	abführen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
264	B3-S016	B3	f83r	qokchedy	MC005	einführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
265	B3-S017	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
266	B3-S018	B3	f83r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
267	B3-S019	B3	f83r	qokshedy	MC151	einsetzen · absetzen; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
268	B3-S020	B3	f83r	dal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
269	B3-S020	B3	f83r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
270	B3-S021	B3	f83r	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
271	B3-S021	B3	f83r	shcthy	MC161	bereit	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
272	B3-S021	B3	f83r	dal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
273	B3-S021	B3	f83r	sy	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
274	B3-S021	B3	f83r	saiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
275	B3-S021	B3	f83r	shedal	MC113	am Ziel absetzen	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
276	B3-S021	B3	f83r	shecthy	MC137	bereitstellen · kurz · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
277	B3-S021	B3	f83r	chey	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
278	B3-S021	B3	f83r	tal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
279	B3-S021	B3	f83r	shcthy	MC161	bereit	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
280	B3-S021	B3	f83r	dalchdy	MC031	Ziel · übertragen; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
281	B3-S022	B3	f83r	qotchedy	MC057	danach · übertragen; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
282	B3-S023	B3	f83r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
283	B3-S024	B3	f83r	tchedy	MC025	überführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
284	B3-S025	B3	f83r	qokchdy	MC088	einführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
285	B3-S026	B3	f83r	cheedar	MC042	übertragen · Quelle	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
286	B3-S026	B3	f83r	chldaiin	MC144	absetzen · Sollmaß	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
287	B3-S026	B3	f83r	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
288	B3-S026	B3	f83r	qokain	MC017	Anteil zugeben	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
289	B3-S026	B3	f83r	checthy	MC161	bereit	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
290	B3-S026	B3	f83r	chealror	MC146	Ziel · Bereitung	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
291	B3-S026	B3	f83r	solkeedy	MC045	lange sammeln; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
292	B3-S027	B3	f83r	qoteedy	MC173	lange Folgestufe; Schluss	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
293	B3-S028	B3	f83r	qokeey	MC002	lange einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
294	B3-S028	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
295	B3-S029	B3	f83r	sol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
296	B3-S029	B3	f83r	cheeety	MC094	vollständig · Teil	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
297	B3-S029	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
298	B3-S030	B3	f83r	qoky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
299	B3-S030	B3	f83r	saiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
300	B3-S030	B3	f83r	schedair	MC116	Lauf	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
301	B3-S030	B3	f83r	otchedy	MC057	danach · übertragen; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
302	B3-S031	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
303	B3-S032	B3	f83r	chedain	MC145	übertragen · Anteil	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
304	B3-S032	B3	f83r	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
305	B3-S032	B3	f83r	qotedaiin	MC018	danach · kurz · Sollmaß	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
306	B3-S032	B3	f83r	otaiin	MC060	Folgemaß	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
307	B3-S032	B3	f83r	otedy	MC135	danach · kurz; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
308	B3-S033	B3	f83r	ldy	MC004	abziehen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
309	B3-S034	B3	f83r	soiiin	MC033	Arbeitsstufe	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
310	B3-S034	B3	f83r	checthy	MC161	bereit	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
311	B3-S034	B3	f83r	chety	MC086	Anteil	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
312	B3-S034	B3	f83r	otaiin	MC060	Folgemaß	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
313	B3-S034	B3	f83r	olsaly	MC078	Ziel · Posten	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
314	B3-S034	B3	f83r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
315	B4-S001	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
316	B4-S002	B4	f83r	qolchey	MC162	weiter · Posten	ACTIVE_SEQUENCE	LOCAL_LEARNED_WHOLE_CARD
317	B4-S002	B4	f83r	qokeey	MC002	lange einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
318	B4-S002	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
319	B4-S003	B4	f83r	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
320	B4-S003	B4	f83r	otal	MC093	danach dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
321	B4-S003	B4	f83r	otchey	MC171	das nächste	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
322	B4-S003	B4	f83r	qokeey	MC002	lange einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
323	B4-S003	B4	f83r	qoky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
324	B4-S003	B4	f83r	tol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
325	B4-S003	B4	f83r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
326	B4-S004	B4	f83r	qokylddy	MC164	einsetzen · Posten · festbinden	VISIBLE_APPLICATION_OR_STORAGE_OWNER	LOCAL_LEARNED_WHOLE_CARD
327	B4-S005	B4	f83r	dain	MC059	Einlage	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
328	B4-S005	B4	f83r	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
329	B4-S005	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
330	B4-S006	B4	f83r	shckhedy	MC143	seihen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
331	B4-S007	B4	f83r	shckhedy	MC143	seihen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
332	B4-S008	B4	f83r	saiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
333	B4-S008	B4	f83r	cheeky	MC032	länger bearbeiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
334	B4-S008	B4	f83r	sheey	MC095	halten · länger · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
335	B4-S008	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
336	B4-S009	B4	f83r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
337	B4-S010	B4	f83r	oldy	MC019	fertig	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
338	B4-S011	B4	f83r	saiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
339	B4-S011	B4	f83r	cheky	MC147	kurz wärmen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
340	B4-S011	B4	f83r	okeeol	MC150	einsetzen · länger · weiter	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
341	B4-S011	B4	f83r	okain	MC017	Anteil zugeben	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
342	B4-S011	B4	f83r	chdy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
343	B4-S011	B4	f83r	sol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
344	B4-S011	B4	f83r	lkedy	MC124	abführen · kurz; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
345	B4-S012	B4	f83r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
346	B4-S013	B4	f83r	qokol	MC024	einsetzen · weiter	ACTIVE_SEQUENCE	LOCAL_LEARNED_WHOLE_CARD
347	B4-S013	B4	f83r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
348	B4-S014	B4	f83r	or	MC080	Ansatz	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
349	B4-S014	B4	f83r	chey	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
350	B4-S014	B4	f83r	qockhey	MC165	Kurzpassage	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
351	B4-S014	B4	f83r	dairydy	MC091	Lauf · Posten; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
352	B4-S015	B4	f83r	qokain	MC017	Anteil zugeben	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
353	B4-S015	B4	f83r	shey	MC119	Klarauszug	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
354	B4-S015	B4	f83r	kain	MC105	Anteil	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
355	B4-S015	B4	f83r	chckhal	MC022	Passage · Ziel	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
356	B4-S015	B4	f83r	solkey	MC050	auffangen · kurz · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
357	B4-S015	B4	f83r	lchedy	MC155	abführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
358	B4-S016	B4	f83r	qolkain	MC097	weiterer Anteil	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
359	B4-S016	B4	f83r	dal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
360	B4-S016	B4	f83r	skar	MC089	ausgießen · Quelle	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
361	B4-S016	B4	f83r	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
362	B5-S001	B5	f83r	otchdy	MC067	danach · übertragen; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
363	B5-S002	B5	f83r	qokchdy	MC088	einführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
364	B5-S003	B5	f83r	shedal	MC113	am Ziel absetzen	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
365	B5-S003	B5	f83r	dal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
366	B5-S003	B5	f83r	cheol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
367	B5-S003	B5	f83r	lol	MC092	abführen · weiter	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
368	B5-S003	B5	f83r	chdal	MC001	übertragen · Ziel	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
369	B5-S003	B5	f83r	aiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
370	B5-S003	B5	f83r	sol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
371	B5-S003	B5	f83r	daiiin	MC172	Arbeitsstufe	ACTIVE_ITEM_AND_LOCAL_UNIT	LOCAL_LEARNED_WHOLE_CARD
372	B5-S003	B5	f83r	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
373	B6-S001	B6	f83r	solkeey	MC020	auffangen · länger · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
374	B6-S001	B6	f83r	qekey	MC052	bearbeiten · kurz · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
375	B6-S001	B6	f83r	raly	MC046	Ziel · Posten	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
376	B6-S001	B6	f83r	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
377	B6-S001	B6	f83r	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
378	B6-S001	B6	f83r	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
379	B6-S001	B6	f83r	dain	MC059	Einlage	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
380	B6-S001	B6	f83r	chey	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
