source_page	physical_page	locus	usage_classes	visible_owner_de	events	surfaces	recipes	spoken_units	complete_second_reading_de
f75r	f75r	f75r.43	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	yshedy · chekar · oldy · qokain · chkar · otar · oldy	Y+SH+E+DY | CHK+AR | OL+DY | OK+AIN | CHK+AR | OT+AR | OL+DY	6	Aus diesem Teil den Ansatz und diesen Posten kurz halten; fertig. Von der Entnahmestelle behandeln. Weiter weiterarbeiten; fertig. Als eine Portion ansetzen. Von der Entnahmestelle behandeln. Danach weiter von der Entnahmestelle weiterarbeiten; fertig.
f75r	f75r	f75r.44	PROSE	mehrstufige Becken-, Figuren- und Laufseite	12	dchedy · sain · okedy · qokedy · otedy · okoldy · otar · otam · olaiin · ch · dar · dy	D_ADDR+CHD+Y | S+AIN | OK+E+DY | OK+E+DY | OT+E+DY | OK+OL+DY | OT+AR | OT+AM_ADDR | OL+AIIN | CH | D_ADDR+AR | Y	8	Aus diesem Teil diesen Posten umsetzen. Als eine Portion wählen. Kurz ansetzen; fertig. Kurz ansetzen; fertig. Danach kurz weiterarbeiten; fertig. Weiter ansetzen; fertig. Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle. Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig.
f75r	f75r	f75r.45	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	sshedy · shckhy · qokey · okedy · sarol · oty · otedy · qotedy · otedy · okaiin	S+SH+E+DY | SH+CKH+Y | OK+E+Y | OK+E+DY | S+AR+OL | OT+Y | OT+E+DY | OT+E+DY | OT+E+DY | OK+AIIN	9	Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig. Diesen Posten halten durch den Durchlass. Diesen Posten kurz ansetzen. Kurz ansetzen; fertig. Weiter von der Entnahmestelle wählen. Danach diesen Posten kurz weiterarbeiten; fertig. Danach kurz weiterarbeiten; fertig. Danach kurz weiterarbeiten; fertig. Nach Sollmaß ansetzen.
f75r	f75r	f75r.46	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	qokey · qokedy · sheol · qokedy · dain · shedy · otol · chedy · olor	OK+E+Y | OK+E+DY | SH+E+OL | OK+E+DY | AIN | SHED+DY | OT+OL | CHD+Y | OL+OR	7	Diesen Posten kurz ansetzen. Kurz ansetzen; fertig. Weiter kurz halten. Kurz ansetzen; fertig. Als eine Portion absetzen; fertig. Danach weiter diesen Posten umsetzen. Weiter den Ansatz weiterarbeiten.
f75r	f75r	f75r.47	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	sal · okeedy	S+AL | OK+EE+DY	2	mehrstufige Becken-, Figuren- und Laufseite: Klassenzeichen, Zielplatz. mehrstufige Becken-, Figuren- und Laufseite: Platz aktivieren, zweiter Grad, Eintrag schließen.
f75r	f75r	f75r.48	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	daly · ychey	AL+Y | Y+Y	2	mehrstufige Becken-, Figuren- und Laufseite: Zielplatz, dieser Platz. mehrstufige Becken-, Figuren- und Laufseite: dieser Platz.
f75r	f75r	f75r.49	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	sols · dara	OL+S | D_ADDR+AR+A_ADDR	2	mehrstufige Becken-, Figuren- und Laufseite: gleiche Reihe weiter, Klassenzeichen. mehrstufige Becken-, Figuren- und Laufseite: Unterplatz, Quell- oder Bezugsstelle, lokale Adresse.
f75r	f75r	f75r.50	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	ychty	Y+CH+T+Y	1	mehrstufige Becken-, Figuren- und Laufseite: dieser Platz, Klassenkennung, Platz markieren, dieser Platz.
f75r	f75r	f75r.51	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	saino	S+AIN+O	1	mehrstufige Becken-, Figuren- und Laufseite: Klassenzeichen, Einheit, Reihe aufrufen.
f75r	f75r	f75r.52	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	saldy	S+AL+DY	1	mehrstufige Becken-, Figuren- und Laufseite: Klassenzeichen, Zielplatz, Eintrag schließen.
f75r	f75r	f75r.53	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	dainy	AIN+Y	1	mehrstufige Becken-, Figuren- und Laufseite: Einheit, dieser Platz.
f70v1	f70v	f70v1.1	RING_TEXT	Widderrad mit Stern tragenden Figuren	38	dalalody · oteoshey · okoksheo · shokey · raiin · otor · ochy · s · air · cheody · cheey · oteo · chy · daiir · chcthy · dlal · oteodaiin · ykeody · oteody · sheo · daiin · oteedy · chetalchs · zar · shoteeody · okeeo · dal · cheody · okchoteees · oteeody · cheokeo · otaiin · shes · to · ar · oly · daly · sheal	AL+AL+O+DY | OT+E+O+SH+E+Y | OK+OK+SH+E+O | SH+OK+E+Y | R+AIIN | OT+OR | O+Y | S | AIR | CHEO+Y | SH+EE+Y | OT+E+O | Y | DA+IIN+R | CH+CTH+Y | D_ADDR+L+AL | OT+E+O+AIIN | Y+K+E+O+DY | OT+E+O+Y | SH+E+O | AIIN | OT+EE+DY | CH+E+T+AL+CH+S_ADDR | Z_ADDR+AR | SH+O+T+EE+O+DY | OK+EE+O | AL | CHEO+Y | OK+CH+OT+EEE+S_ADDR | OT+EE+O+DY | CH+E+OK+E+O | OT+AIIN | SH+E+S_ADDR | T+O | AR | OL+Y | AL+Y | SH+E+AL	37	Widderrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Bezug halten, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, Bezug halten, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Bezug halten, Platz aktivieren, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Zustandsmarke, verzeichneter Wert. Widderrad mit Stern tragenden Figuren: nächster Platz, Eintragsklasse. Widderrad mit Stern tragenden Figuren: Reihe aufrufen, dieser Platz. Widderrad mit Stern tragenden Figuren: Klassenzeichen. Widderrad mit Stern tragenden Figuren: Ringlauf. Widderrad mit Stern tragenden Figuren: lokaler Eintrag, dieser Platz. Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: dieser Platz. Widderrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, Zustandsmarke. Widderrad mit Stern tragenden Figuren: Klassenkennung, Statusklasse, dieser Platz. Widderrad mit Stern tragenden Figuren: Unterplatz, Verbindung, Zielplatz. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, verzeichneter Wert. Widderrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: verzeichneter Wert. Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Eintrag schließen. Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz markieren, Zielplatz, Klassenkennung, Sternbezug. Widderrad mit Stern tragenden Figuren: z-Stelle, Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: Bezug halten, Reihe aufrufen, Platz markieren, zweiter Grad, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Zielplatz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, Klassenkennung, nächster Platz, voller Grad, Sternbezug. Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Wert. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Sternbezug. Widderrad mit Stern tragenden Figuren: Platz markieren, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, dieser Platz. Widderrad mit Stern tragenden Figuren: Zielplatz, dieser Platz. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Zielplatz.
f70v1	f70v	f70v1.2	LABEL	Widderrad mit Stern tragenden Figuren	4	otalchy · tar · am · dy	OT+AL+Y | T+AR | AM_ADDR | Y	4	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz. Widderrad mit Stern tragenden Figuren: Platz markieren, Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: Innenplatz. Widderrad mit Stern tragenden Figuren: dieser Platz.
f70v1	f70v	f70v1.3	LABEL	Widderrad mit Stern tragenden Figuren	2	opchey · sal	O+P+Y | S+AL	2	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz. Widderrad mit Stern tragenden Figuren: Klassenzeichen, Zielplatz.
f70v1	f70v	f70v1.4	LABEL	Widderrad mit Stern tragenden Figuren	1	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	1	Widderrad mit Stern tragenden Figuren: nächster Platz, lokale Adresse, Wert zuordnen, Einheit, z-Stelle, Zusatzklasse.
f70v1	f70v	f70v1.5	LABEL	Widderrad mit Stern tragenden Figuren	1	okalal	OK+AL+AL	1	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.
f70v1	f70v	f70v1.6	LABEL	Widderrad mit Stern tragenden Figuren	1	otaly	OT+AL+Y	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
f70v1	f70v	f70v1.7	LABEL	Widderrad mit Stern tragenden Figuren	1	oalcheg	O+AL+CH+E+G_LABEL	1	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Zielplatz, Klassenkennung, erster Grad, g-Zeichen.
f70v1	f70v	f70v1.8	LABEL	Widderrad mit Stern tragenden Figuren	1	otchodals	OT+CH+O+AL+S_ADDR	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Klassenkennung, Reihe aufrufen, Zielplatz, Sternbezug.
f70v1	f70v	f70v1.9	LABEL	Widderrad mit Stern tragenden Figuren	1	okolshy	OK+OL+SH+Y	1	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, Bezug halten, dieser Platz.
f70v1	f70v	f70v1.10	LABEL	Widderrad mit Stern tragenden Figuren	1	otshshdy	OT+SH+SH+DY	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, Eintrag schließen.
f70v1	f70v	f70v1.11	LABEL	Widderrad mit Stern tragenden Figuren	2	otal · ypsharal	OT+AL | Y+P+SH+AR+AL	2	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Widderrad mit Stern tragenden Figuren: dieser Platz, Eintrag beginnen, Bezug halten, Quell- oder Bezugsstelle, Zielplatz.
f70v1	f70v	f70v1.12	RING_TEXT	Widderrad mit Stern tragenden Figuren	23	daiin · okey · otodal · cheokeeo · okeodal · shol · olaiin · saiin · sheo · qokeeol · otchykey · chekeal · oteosaiin · chekey · okeolol · chees · oeey · opotey · dal · al · s · otecheo · dal	AIIN | OK+E+Y | OT+O+AL | CH+E+OK+EE+O | OK+E+O+AL | SH+OL | OL+AIIN | S+AIIN | SH+E+O | OK+EE+OL | OT+Y+K+E+Y | CHK+E+AL | OT+E+O+S_ADDR+AIIN | CHK+E+Y | OK+E+OL+OL | SH+EE+S_ADDR | O+EE+Y | O+P+O+T+E+Y | AL | AL | S | OT+E+CHEO | AL	21	Widderrad mit Stern tragenden Figuren: verzeichneter Wert. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Zielplatz. Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, zweiter Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz. Widderrad mit Stern tragenden Figuren: Bezug halten, gleiche Reihe weiter. Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Wert. Widderrad mit Stern tragenden Figuren: Klassenzeichen, verzeichneter Wert. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter. Widderrad mit Stern tragenden Figuren: nächster Platz, dieser Platz, Wert zuordnen, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, Zielplatz. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, verzeichneter Wert. Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter. Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Sternbezug. Widderrad mit Stern tragenden Figuren: Reihe aufrufen, zweiter Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Reihe aufrufen, Platz markieren, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Zielplatz. Widderrad mit Stern tragenden Figuren: Klassenzeichen. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, lokaler Eintrag.
f70v1	f70v	f70v1.13	LABEL	Widderrad mit Stern tragenden Figuren	1	okoly	OK+OL+Y	1	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, dieser Platz.
f70v1	f70v	f70v1.14	LABEL	Widderrad mit Stern tragenden Figuren	1	otalaiin	OT+AL+AIIN	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, verzeichneter Wert.
f70v1	f70v	f70v1.15	LABEL	Widderrad mit Stern tragenden Figuren	3	oteo · alals · araly	OT+E+O | AL+AL+S_ADDR | AR+AL+Y	3	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Zielplatz, Sternbezug. Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz, dieser Platz.
f70v1	f70v	f70v1.16	LABEL	Widderrad mit Stern tragenden Figuren	3	oteoeey · otal · okealar	OT+E+O+EE+Y | OT+AL | OK+E+AL+AR	3	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, zweiter Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Zielplatz, Quell- oder Bezugsstelle.
f70v1	f70v	f70v1.17	LABEL	Widderrad mit Stern tragenden Figuren	2	otear · araydy	OT+E+AR | AR+A_ADDR+Y+DY	2	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, lokale Adresse, dieser Platz, Eintrag schließen.
f70v2	f70v	f70v2.1	RING_TEXT	Fischrad mit Stern tragenden Figuren	42	okcheo · dar · otey · ykeey · tchy · otsheo · oteotey · shey · shecth · opcheoldair · dateey · sal · ody · choteey · choeteedy · oteoteotsho · yteos · alain · sheodaly · o · aiin · cholkal · chokear · oteody · cholaiin · oteeoal · al · sheeos · okey · chol · dy · otees · cho · s · olar · otoaiin · oteeody · sos · todaiin · chokain · otalal · oteeam	OK+CHEO | D_ADDR+AR | OT+E+Y | Y+K+EE+Y | T+Y | OT+SH+E+O | OT+E+O+T+E+Y | SH+E+Y | SH+E+CTH | O+P+CH+E+OL+D_ADDR+AIR | DA+T+EE+Y | S+AL | O+DY | CH+OT+EE+Y | HO+E+T+EE+DY | OT+E+O+T+E+O+T+SH+O | Y+T+E+O+S_ADDR | AL+AIN | SH+E+O+AL+Y | O | AIIN | OL+K+AL | OK+E+AR | OT+E+O+Y | OL+AIIN | OT+EE+O+AL | AL | SH+EE+O+S_ADDR | OK+E+Y | OL | Y | OT+EE+S_ADDR | HO | S | OL+AR | OT+O+AIIN | OT+EE+O+DY | S_ADDR+O+S_ADDR | T+O+AIIN | OK+AIN | OT+AL+AL | OT+EE+AM_ADDR	42	Fischrad mit Stern tragenden Figuren: Platz aktivieren, lokaler Eintrag. Fischrad mit Stern tragenden Figuren: Unterplatz, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Platz markieren, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, erster Grad, Reihe aufrufen. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz markieren, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Statusklasse. Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Klassenkennung, erster Grad, gleiche Reihe weiter, Unterplatz, Ringlauf. Fischrad mit Stern tragenden Figuren: zweite Stufe, Platz markieren, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Klassenzeichen, Zielplatz. Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen. Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Objektklasse, erster Grad, Platz markieren, zweiter Grad, Eintrag schließen. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz markieren, erster Grad, Reihe aufrufen, Platz markieren, Bezug halten, Reihe aufrufen. Fischrad mit Stern tragenden Figuren: dieser Platz, Platz markieren, erster Grad, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: Zielplatz, Einheit. Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen, Zielplatz, dieser Platz. Fischrad mit Stern tragenden Figuren: Reihe aufrufen. Fischrad mit Stern tragenden Figuren: verzeichneter Wert. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Wert zuordnen, Zielplatz. Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Wert. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Zielplatz. Fischrad mit Stern tragenden Figuren: Zielplatz. Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter. Fischrad mit Stern tragenden Figuren: dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Sternbezug. Fischrad mit Stern tragenden Figuren: Objektklasse. Fischrad mit Stern tragenden Figuren: Klassenzeichen. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, verzeichneter Wert. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen. Fischrad mit Stern tragenden Figuren: Sternbezug, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: Platz markieren, Reihe aufrufen, verzeichneter Wert. Fischrad mit Stern tragenden Figuren: Platz aktivieren, Einheit. Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Innenplatz.
f70v2	f70v	f70v2.2	LABEL	Fischrad mit Stern tragenden Figuren	1	otalalg	OT+AL+AL+G_LABEL	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, g-Zeichen.
f70v2	f70v	f70v2.3	LABEL	Fischrad mit Stern tragenden Figuren	1	ykary	Y+K+AR+Y	1	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle, dieser Platz.
f70v2	f70v	f70v2.4	LABEL	Fischrad mit Stern tragenden Figuren	1	otar	OT+AR	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.
f70v2	f70v	f70v2.5	LABEL	Fischrad mit Stern tragenden Figuren	1	oty	OT+Y	1	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.
f70v2	f70v	f70v2.6	LABEL	Fischrad mit Stern tragenden Figuren	2	oky · ody	OK+Y | O+DY	2	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz. Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.
f70v2	f70v	f70v2.7	LABEL	Fischrad mit Stern tragenden Figuren	2	oty · ar	OT+Y | AR	2	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz. Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.
f70v2	f70v	f70v2.8	LABEL	Fischrad mit Stern tragenden Figuren	1	okala	OK+AL+A_ADDR	1	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz, lokale Adresse.
f70v2	f70v	f70v2.9	LABEL	Fischrad mit Stern tragenden Figuren	1	otody	OT+O+DY	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Eintrag schließen.
f70v2	f70v	f70v2.10	LABEL	Fischrad mit Stern tragenden Figuren	1	otald	OT+AL+D_LABEL	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, d-Zeichen.
f70v2	f70v	f70v2.11	LABEL	Fischrad mit Stern tragenden Figuren	1	otaldar	OT+AL+D_ADDR+AR	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Unterplatz, Quell- oder Bezugsstelle.
f70v2	f70v	f70v2.12	LABEL	Fischrad mit Stern tragenden Figuren	1	okody	OK+O+Y	1	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Reihe aufrufen, dieser Platz.
f70v2	f70v	f70v2.13	LABEL	Fischrad mit Stern tragenden Figuren	1	opysam	O+P+Y+S_ADDR+AM_ADDR	1	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz, Sternbezug, Innenplatz.
f70v2	f70v	f70v2.14	LABEL	Fischrad mit Stern tragenden Figuren	1	chy	Y	1	Fischrad mit Stern tragenden Figuren: dieser Platz.
f70v2	f70v	f70v2.15	LABEL	Fischrad mit Stern tragenden Figuren	1	otaly	OT+AL+Y	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
f70v2	f70v	f70v2.16	LABEL	Fischrad mit Stern tragenden Figuren	2	otal · arar	OT+AL | AR+AR	2	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.
f70v2	f70v	f70v2.17	LABEL	Fischrad mit Stern tragenden Figuren	1	otaldy	OT+AL+DY	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Eintrag schließen.
f70v2	f70v	f70v2.18	LABEL	Fischrad mit Stern tragenden Figuren	1	okeoly	OK+E+OL+Y	1	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter, dieser Platz.
f70v2	f70v	f70v2.19	LABEL	Fischrad mit Stern tragenden Figuren	1	okydy	OK+Y+DY	1	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz, Eintrag schließen.
f70v2	f70v	f70v2.20	LABEL	Fischrad mit Stern tragenden Figuren	1	okees	OK+EE+S_LABEL	1	Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, s-Zeichen.
f70v2	f70v	f70v2.21	RING_TEXT	Fischrad mit Stern tragenden Figuren	33	daii · amdy · otar · am · aral · otair · chedaiin · oteey · dair · shchey · daiin · chalaly · oteody · chotol · chedy · oteotey · oteeeor · ar · alody · daiir · oteedar · oteey · teey · dalal · cheoltey · oteedy · sheeteey · okeeol · ykeeos · shey · ykair · arar · alos	DA+IIN | AM_ADDR+DY | OT+AR | AM_ADDR | AR+AL | OT+AIR | CHD+AIIN | OT+EE+Y | D_ADDR+AIR | SH+Y | AIIN | CH+AL+AL+Y | OT+E+O+Y | CH+OT+OL | CHD+Y | OT+E+O+T+E+Y | OT+EEE+OR | AR | AL+O+DY | DA+IIN+R | OT+EE+AR | OT+EE+Y | T+EE+Y | AL+AL | CH+E+OL+T+E+Y | OT+EE+DY | SH+EE+T+EE+Y | OK+EE+OL | Y+K+EE+O+S_ADDR | SH+E+Y | Y+K+AIR | AR+AR | AL+O+S_ADDR	31	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe. Fischrad mit Stern tragenden Figuren: Innenplatz, Eintrag schließen. Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: Innenplatz. Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz. Fischrad mit Stern tragenden Figuren: nächster Platz, Ringlauf. Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, verzeichneter Wert. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Unterplatz, Ringlauf. Fischrad mit Stern tragenden Figuren: Bezug halten, dieser Platz. Fischrad mit Stern tragenden Figuren: verzeichneter Wert. Fischrad mit Stern tragenden Figuren: Klassenkennung, Zielplatz, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz. Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, gleiche Reihe weiter. Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz markieren, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, voller Grad, Eintragsklasse. Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Eintrag schließen. Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, Zustandsmarke. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: Platz markieren, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Zielplatz. Fischrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, gleiche Reihe weiter, Platz markieren, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Eintrag schließen. Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Platz markieren, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter. Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Ringlauf. Fischrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Sternbezug.
