gdt754_patch_id	surface	page	locus	token_ordinal	token_index	reader_exact	current_authority	old_source_prose_de	old_spoken_de	patch_scope	gdt754_render_de	background_hypothesis_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G754-P0262	qoked	f75r	f75r.31	7	7	1	qoked#GLOBAL	bis zur Mittelstufe erhitzen und abschließen	bis zur Mittelstufe erhitzen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dshedy qokey chckhy qokar shedy chey qoked qokedy daldy	OPEN	0	0
G754-P0263	polshy	f75r	f75r.32	1	1	1	polshy#GLOBAL	Pulverstoff leicht anfeuchten	Pulverstoff leicht anfeuchten	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polshy dal shedy qokain dar chsdy shedy qotar shedy ldy	OPEN	0	0
G754-P0264	koldy	f75r	f75r.39	6	6	1	koldy#GLOBAL	erhitzten Drogenstoff fertigstellen	erhitzten Drogenstoff fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	yshedy qokeedy qokeedy olkeedy otey koldy	OPEN	0	0
G754-P0265	chekar	f75r	f75r.43	2	2	1	chekar#GLOBAL	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	yshedy chekar oldy qokain chkar otar oldy	OPEN	0	0
G754-P0266	opchedy	f75v	f75v.1	2	2	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam	OPEN	0	0
G754-P0267	opchedy	f75v	f75v.1	4	4	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam	OPEN	0	0
G754-P0268	olchedy	f75v	f75v.3	6	6	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	sor sheky qokain okal dal olchedy daiin chckhy lkar chckhy rom	OPEN	0	0
G754-P0269	olchedy	f75v	f75v.10	10	10	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	OPEN	0	0
G754-P0270	ykedy	f75v	f75v.35	1	1	0	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ykedy	OPEN	0	0
G754-P0271	qolchedy	f75v	f75v.44	11	11	0	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	OPEN	0	0
G754-P0272	olchedy	f75v	f75v.45	3	3	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	OPEN	0	0
G754-P0273	olchedy	f75v	f75v.46	10	10	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	ychey qotain sheckhy qokedy qokedy lsheckhy qokain dal tol olchedy	OPEN	0	0
G754-P0274	olchedy	f75v	f75v.49	6	6	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	por shey okain chedy qolsheol olchedy	OPEN	0	0
G754-P0275	olchedy	f75v	f75v.70	2	2	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokey olchedy otey orol	OPEN	0	0
G754-P0276	chdam	f76r	f76r.5	13	13	1	chdam#GLOBAL	ein Maß Trockendroge abmessen	ein Maß Trockendroge abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qokedy qokeey or or or chkorol otey qokedy lkedy chdy qokchdy qokal chdam	OPEN	0	0
G754-P0277	qopchedy	f76r	f76r.6	3	3	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	OPEN	0	0
G754-P0278	qoaiin	f76r	f76r.8	1	1	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	OPEN	0	0
G754-P0279	qoked	f76r	f76r.8	4	4	0	qoked#GLOBAL	bis zur Mittelstufe erhitzen und abschließen	bis zur Mittelstufe erhitzen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	OPEN	0	0
G754-P0280	qoked	f76r	f76r.15	2	2	1	qoked#GLOBAL	bis zur Mittelstufe erhitzen und abschließen	bis zur Mittelstufe erhitzen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	OPEN	0	0
G754-P0281	qolchedy	f76r	f76r.19	10	10	1	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dcheedy qolchey qokeey qokeey chedy qokar shedy shedy lshedy qolchedy otedyl	OPEN	0	0
G754-P0282	lchar	f76r	f76r.20	10	10	1	lchar#GLOBAL	trockene Holzfraktion I	trockene Holzfraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	OPEN	0	0
G754-P0283	olchy	f76r	f76r.23	7	7	1	olchy#GLOBAL	Holzdroge im Ansatz leicht getrocknet	Holzdroge im Ansatz leicht getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olaiin chedy qokey	OPEN	0	0
G754-P0284	qolal	f76r	f76r.25	9	9	1	qolal#GLOBAL	Rohdroge I hinzugeben	Rohdroge I hinzugeben	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qoloin chey qokeey lchedy chckhy chey ky chey qolal lklchey lchedy chey llaiir y	OPEN	0	0
G754-P0285	qolchedy	f76r	f76r.26	4	4	0	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy	OPEN	0	0
G754-P0286	qokalchey	f76r	f76r.28	9	9	1	qokalchey#GLOBAL	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Mittelstufe, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Mittelstufe, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	OPEN	0	0
G754-P0287	qopchey	f76r	f76r.33	5	5	1	qopchey#GLOBAL	nimm bis zur Mittelstufe getrocknetes Pulver	nimm bis zur Mittelstufe getrocknetes Pulver	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	OPEN	0	0
G754-P0288	olsheol	f76r	f76r.38	4	4	1	olsheol#GLOBAL	eingeweichte Holzdroge im Ansatz	eingeweichte Holzdroge im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	oteey lchey chey olsheol qokal chal	OPEN	0	0
G754-P0289	opchedy	f76r	f76r.39	3	3	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polalchdy pshedy opchedy qokas yksheol qokeedy oty lshed chpsheedy ytal	OPEN	0	0
G754-P0290	alol	f76r	f76r.44	5	5	1	alol#GLOBAL	Drogenstoff aus Rohdroge I	Drogenstoff aus Rohdroge I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	poleedaran shckhy qoty ykar alol lkaiin ol shedy otain okar opar kolpy	OPEN	0	0
G754-P0291	lkaiin	f76r	f76r.44	6	6	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	poleedaran shckhy qoty ykar alol lkaiin ol shedy otain okar opar kolpy	OPEN	0	0
G754-P0292	qochy	f76r	f76r.45	9	9	0	qochy#GLOBAL	nimm leicht getrocknete Droge	nimm leicht getrocknete Droge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	OPEN	0	0
G754-P0293	qockhey	f76r	f76r.47	6	6	1	qockhey#GLOBAL	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dain chckhy or aiin sheey qockhey olchdar sheey otedy olain oky	OPEN	0	0
G754-P0294	qopchedy	f76r	f76r.51	10	10	0	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qkor shedy shey keedy sal raiin opchdy dar chedy qopchedy rorol	OPEN	0	0
G754-P0295	olsheed	f76r	f76r.52	1	1	0	olsheed#GLOBAL	Holzdrogenansatz vollständig einweichen und abschließen	Holzdrogenansatz vollständig einweichen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	olsheed qokedy qokeedy qokedy lkedy lsheedy okar shedy otain	OPEN	0	0
G754-P0296	olchedy	f76r	f76r.54	6	6	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	OPEN	0	0
G754-P0297	olchedy	f76r	f76r.54	8	8	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	OPEN	0	0
G754-P0298	checthey	f76v	f76v.15	5	5	1	checthey#GLOBAL	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tchedy lsheedy chedal chedy checthey	OPEN	0	0
G754-P0299	olchedy	f76v	f76v.19	8	8	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	or as sheey otar shedy otchedy checkhey olchedy checkhy checkhy lky	OPEN	0	0
G754-P0300	lky	f76v	f76v.19	11	11	1	lky#GLOBAL	Holzdroge, leicht erhitzt	Holzdroge, leicht erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	or as sheey otar shedy otchedy checkhey olchedy checkhy checkhy lky	OPEN	0	0
G754-P0301	chees	f76v	f76v.21	5	5	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	cthedy oteol chdar chckhy chees salkchdy chey lcheedy lchedy qoteedy	OPEN	0	0
G754-P0302	opchedy	f76v	f76v.25	7	7	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	psheoldy opalshedy qokshedy qokedy dor shey opchedy dal so fcham	OPEN	0	0
G754-P0303	chees	f76v	f76v.30	4	4	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	tchedy lshees aiin chees tchy rshed chkaiin sheky shtal cheedy lsan	OPEN	0	0
G754-P0304	chees	f76v	f76v.37	3	3	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qoeedy lchedy chees ol oiiin chchky shekeey qokey qoky saiin sy	OPEN	0	0
G754-P0305	dchdy	f77r	f77r.6	1	1	0	dchdy#GLOBAL	Trockendroge abmessen und fertigstellen	Trockendroge abmessen und fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dchdy	OPEN	0	0
G754-P0306	qopchedy	f77r	f77r.9	5	5	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	OPEN	0	0
G754-P0307	qopchedy	f77r	f77r.9	6	6	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	OPEN	0	0
