surface	reading_id	current_source_prose_de	source_composition	source_composition_axes	source_patient_or_carrier_components	current_source_prose_active_cells	current_source_prose_active_pages	current_reader_exact_cells	gdt737_quarantine_decision	later_evidence_sources	later_local_role_sources	later_recurring_role_sources	strongest_later_evidence_tier_0_4	later_role_axes_any	later_role_axes_selected	source_literal_prose_spoken_after_gdt754	renderer_disposition	renderer_confidence	current_working_whole_default_de	retained_background_hypothesis_de	literal_identity	confirmed_lexeme	component_export_credit
daiidy	daiidy#GLOBAL	drei Maße, vollständig abgeteilt	D_MEASURE+A+II_VALUE+DY_FINISHED	LEVEL_II|AMOUNT|PROCESS|CLOSE	NONE	5	5	4	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_II|AMOUNT|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe II, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
ochor	ochor#GLOBAL	Pflanzenteil im Ansatz	O_PREP+CHOR_PLANT_PART	PART|MATERIAL|PREPARATION	O_PREP	5	5	5	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	PART|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
odor	odor#GLOBAL	eine Portion Ansatz abmessen	O_PREP+D_MEASURE+OR_PORTION	AMOUNT|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	5	5	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	AMOUNT|PART|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
olkeeody	olkeeody#GLOBAL	vollständig ausgekochter Holzdrogenauszug	O_PREP+L_WOOD+K_HOT+EE_END+O_EXTRACT+DY_FINISHED	HOT|END_STAGE|MATERIAL|PREPARATION|CLOSE	O_PREP|L_WOOD|O_EXTRACT	5	5	4	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|END_STAGE|MATERIAL|PREPARATION|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
otaldy	otaldy#GLOBAL	kalten Rohstoff-I-Ansatz fertigstellen	O_PREP+T_COLD+AL_RAW_I+DY_FINISHED	COLD|LEVEL_I|MATERIAL|PREPARATION|CLOSE	O_PREP|AL_RAW_I	5	5	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|LEVEL_I|MATERIAL|PREPARATION|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
cheodar	cheodar#GLOBAL	die erste Fraktion des mitteltrockenen Ansatzes abmessen	CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AR_FRACTION_I	DRY|MIDDLE_STAGE|LEVEL_I|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	4	4	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MIDDLE_STAGE|LEVEL_I|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe I, Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
cholky	cholky#GLOBAL	getrockneten Drogenstoff leicht erhitzen	CH_DRY+OL_MATERIAL+K_HOT+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	OL_MATERIAL	4	4	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
chot	chot#GLOBAL	abgekühlter Trockenansatz	CH_DRY+O_PREP+T_COLD	COLD|DRY|MATERIAL|PREPARATION|PROCESS	O_PREP	4	4	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chotain	chotain#GLOBAL	Trockenansatz auf Kühlstufe II	CH_DRY+O_PREP+T_COLD+AIN_II	COLD|DRY|LEVEL_II|MATERIAL|PREPARATION|PROCESS	O_PREP	4	3	4	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|LEVEL_II|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chotor	chotor#GLOBAL	eine Portion abgekühlten Trockenansatzes	CH_DRY+O_PREP+T_COLD+OR_PORTION	COLD|DRY|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	4	3	4	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|PART|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
ctheor	ctheor#GLOBAL	eine Portion Krautdroge	CTH_HERB+E_MIDDLE+OR_PORTION	MIDDLE_STAGE|PART|MATERIAL	CTH_HERB	4	4	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MIDDLE_STAGE|PART|MATERIAL	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Mittelstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Mittelstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	OPEN	0	0
kcheor	kcheor#GLOBAL	eine Portion bis zur Mittelstufe heiß getrocknete Droge	K_HOT+CH_DRY+E_MIDDLE+OR_PORTION	HOT|DRY|MIDDLE_STAGE|PART|PROCESS	NONE	4	4	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|MIDDLE_STAGE|PART|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
keear	keear#GLOBAL	erste Drogenfraktion vollständig erhitzt	K_HOT+EE_END+AR_FRACTION_I	HOT|END_STAGE|LEVEL_I|PART	NONE	4	3	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|END_STAGE|LEVEL_I|PART	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
koldy	koldy#GLOBAL	erhitzten Drogenstoff fertigstellen	K_HOT+OL_MATERIAL+DY_FINISHED	HOT|MATERIAL|CLOSE	OL_MATERIAL	4	4	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MATERIAL|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
lchor	lchor#GLOBAL	holziger Pflanzenteil	L_WOOD+CHOR_PLANT_PART	PART|MATERIAL	L_WOOD	4	4	2	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	PART|MATERIAL	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	OPEN	0	0
lkshedy	lkshedy#GLOBAL	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	L_WOOD+K_HOT+SH_MOIST+E_MIDDLE+DY_FINISHED	HOT|MOIST|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	L_WOOD	4	4	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MOIST|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
raraiin	raraiin#GLOBAL	drei Teile der ersten Wurzelfraktion	R_ROOT+AR_FRACTION_I+AIIN_III	LEVEL_III|PART|MATERIAL	R_ROOT	4	4	3	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	LEVEL_III|PART|MATERIAL	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe III, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	OPEN	0	0
shcthey	shcthey#GLOBAL	angefeuchtete Krautdroge, Form I	SH_MOIST+CTH_HERB+EY_FORM_I	MOIST|LEVEL_I|MATERIAL|PROCESS	CTH_HERB	4	4	4	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|LEVEL_I|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
ydain	ydain#GLOBAL	davon zwei Maße	Y_REFERENCE+D+A+IN_II	LEVEL_II|PASS	NONE	4	4	4	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_II|PASS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe II, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
checthey	checthey#GLOBAL	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	CH_DRY+E_MIDDLE+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	CTH_HERB	3	3	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
cheokain	cheokain#GLOBAL	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	CH_DRY+E_MIDDLE+O_PREP+K_HOT+AIN_II	HOT|DRY|MIDDLE_STAGE|LEVEL_II|MATERIAL|PREPARATION|PROCESS	O_PREP	3	3	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|MIDDLE_STAGE|LEVEL_II|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chotchey	chotchey#GLOBAL	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	CH_DRY+O_PREP+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	COLD|DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	3	3	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
daiindy	daiindy#GLOBAL	drei Maße, abgeteilt und abgeschlossen	D_MEASURE+A+IIN_III+DY_CLOSE	LEVEL_III|AMOUNT|PROCESS|CLOSE	NONE	3	2	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_III|AMOUNT|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe III, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
daiiny	daiiny#GLOBAL	drei Teile abmessen und abschließen	D_MEASURE+AIIN_III+Y_START_OR_CLOSE	BEGIN_STAGE|LEVEL_III|AMOUNT|PROCESS|CLOSE	NONE	3	3	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	BEGIN_STAGE|LEVEL_III|AMOUNT|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Anfangsstufe, Index/Stufe III, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Index/Stufe III, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
lchar	lchar#GLOBAL	trockene Holzfraktion I	L_WOOD+CHAR_DRY_FRACTION_I	DRY|LEVEL_I|PART|MATERIAL|PROCESS	L_WOOD	3	3	3	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	DRY|LEVEL_I|PART|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
lkol	lkol#GLOBAL	heißer Holzabsud	L_WOOD+KOL_HOT_MATERIAL	HOT|MATERIAL	L_WOOD|KOL_HOT_MATERIAL	3	3	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MATERIAL	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	OPEN	0	0
okalchy	okalchy#GLOBAL	Rohstoff-I-Ansatz erhitzen und leicht trocknen	O_PREP+K_HOT+AL_RAW_I+CH_DRY+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|AL_RAW_I	3	3	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
olsheol	olsheol#GLOBAL	eingeweichte Holzdroge im Ansatz	O_PREP+L_WOOD+SHEOL_MOIST_MATERIAL	MOIST|MATERIAL|PREPARATION|PROCESS	O_PREP|L_WOOD|SHEOL_MOIST_MATERIAL	3	3	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
opol	opol#GLOBAL	Pulveransatz	O_PREP+POL_POWDER_MATERIAL	MATERIAL|PREPARATION	O_PREP|POL_POWDER_MATERIAL	3	3	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
polshy	polshy#GLOBAL	Pulverstoff leicht anfeuchten	P_POWDER+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	MOIST|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	P_POWDER|OL_MATERIAL	3	3	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MOIST|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
qocthedy	qocthedy#GLOBAL	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	QO_COMMAND+CTH_HERB+E_MIDDLE+DY_FINISHED	MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	CTH_HERB	3	3	3	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
qoeear	qoeear#GLOBAL	nimm die erste Fraktion der Endstufe	QO_COMMAND+EE_END+AR_FRACTION_I	END_STAGE|LEVEL_I|PART|PROCESS	NONE	3	3	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	END_STAGE|LEVEL_I|PART|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
solkeedy	solkeedy#GLOBAL	Saatgutansatz vollständig erhitzt	SOL_SEED_PREP+K_HOT+EE_END+DY_FINISHED	HOT|END_STAGE|MATERIAL|PREPARATION|CLOSE	SOL_SEED_PREP	3	2	3	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	HOT|END_STAGE|MATERIAL|PREPARATION|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
