surface	reading_id	current_working_meaning_de	current_layer	current_semantic_scope	source_dictionary_occurrences	source_dictionary_pages	source_dictionary_loci	current_score_not_probability	current_confidence	source_gdt	source_decision_id	source_card_type	source_composition	source_composition_axes	source_patient_or_carrier_components	source_strength	source_status	source_rival_de	literal_identity	confirmed_lexeme	component_export_credit	current_cache_cells	current_cache_pages	current_reader_exact_cells	current_reader_exact_pages	current_source_prose_active_cells	current_source_prose_active_pages	current_authority_counts	gdt737_quarantine_decision	gdt737_retired_head_words
chotain	chotain#GLOBAL	Trockenansatz auf Kühlstufe II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	3	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D143	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD+AIN_II	COLD|DRY|LEVEL_II|MATERIAL|PREPARATION|PROCESS	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	zwei Teile gekühlter Trockenansatz	OPEN	0	0	4	3	4	3	4	3	chotain#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
chotor	chotor#GLOBAL	eine Portion abgekühlten Trockenansatzes	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	3	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D086	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD+OR_PORTION	COLD|DRY|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	eine Portion kalt getrocknete Droge	OPEN	0	0	4	3	4	3	4	3	chotor#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
ctheor	ctheor#GLOBAL	eine Portion Krautdroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	56	W2_PROVISIONAL_WORKING	GDT664	G664-D140	PRODUCTIVE_COMPOUND	CTH_HERB+E_MIDDLE+OR_PORTION	MIDDLE_STAGE|PART|MATERIAL	CTH_HERB	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	trockener Drogenteil ohne Krautwert	OPEN	0	0	4	4	3	3	4	4	ctheor#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
kcheor	kcheor#GLOBAL	eine Portion bis zur Mittelstufe heiß getrocknete Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D039	PRODUCTIVE_COMPOUND	K_HOT+CH_DRY+E_MIDDLE+OR_PORTION	HOT|DRY|MIDDLE_STAGE|PART|PROCESS	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	eine Portion erhitzter Trockenansatz	OPEN	0	0	4	4	2	2	4	4	kcheor#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
keear	keear#GLOBAL	erste Drogenfraktion vollständig erhitzt	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	3	4	56	W2_PROVISIONAL_WORKING	GDT664	G664-D020	PRODUCTIVE_COMPOUND	K_HOT+EE_END+AR_FRACTION_I	HOT|END_STAGE|LEVEL_I|PART	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	stark erhitzte Fraktion ohne Endwert	OPEN	0	0	4	3	3	2	4	3	keear#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
koldy	koldy#GLOBAL	erhitzten Drogenstoff fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D092	PRODUCTIVE_COMPOUND	K_HOT+OL_MATERIAL+DY_FINISHED	HOT|MATERIAL|CLOSE	OL_MATERIAL	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	fertiger erhitzter Drogenstoff	OPEN	0	0	4	4	2	2	4	4	koldy#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
lchor	lchor#GLOBAL	holziger Pflanzenteil	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D104	PRODUCTIVE_COMPOUND	L_WOOD+CHOR_PLANT_PART	PART|MATERIAL	L_WOOD	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	eine Portion getrocknete Holzdroge	OPEN	0	0	4	4	2	2	4	4	lchor#GLOBAL:4	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	holz
lkshedy	lkshedy#GLOBAL	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D011	PRODUCTIVE_COMPOUND	L_WOOD+K_HOT+SH_MOIST+E_MIDDLE+DY_FINISHED	HOT|MOIST|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	L_WOOD	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	fertig erhitzte und eingeweichte Holzdroge	OPEN	0	0	4	4	2	2	4	4	lkshedy#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
raraiin	raraiin#GLOBAL	drei Teile der ersten Wurzelfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D012	PRODUCTIVE_COMPOUND	R_ROOT+AR_FRACTION_I+AIIN_III	LEVEL_III|PART|MATERIAL	R_ROOT	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	erste Wurzelfraktion in Sortierklasse III	OPEN	0	0	4	4	3	3	4	4	raraiin#GLOBAL:4	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	wurzel
shcthey	shcthey#GLOBAL	angefeuchtete Krautdroge, Form I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	56	W2_PROVISIONAL_WORKING	GDT664	G664-D023	PRODUCTIVE_COMPOUND	SH_MOIST+CTH_HERB+EY_FORM_I	MOIST|LEVEL_I|MATERIAL|PROCESS	CTH_HERB	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	feuchtes Arzneikompositum	OPEN	0	0	4	4	4	4	4	4	shcthey#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
ydain	ydain#GLOBAL	davon zwei Maße	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	48	W2_PROVISIONAL_WORKING	GDT664	G664-D090	PRODUCTIVE_COMPOUND	Y_REFERENCE+D+A+IN_II	LEVEL_II|PASS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Eintrag: Gradwert II	OPEN	0	0	4	4	4	4	4	4	ydain#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
checthey	checthey#GLOBAL	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D100	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	CTH_HERB	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	Krautdroge trocken auf mittlerer Stufe	OPEN	0	0	3	3	3	3	3	3	checthey#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
cheokain	cheokain#GLOBAL	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D117	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+O_PREP+K_HOT+AIN_II	HOT|DRY|MIDDLE_STAGE|LEVEL_II|MATERIAL|PREPARATION|PROCESS	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	heißer Trockenansatz auf Stufe II	OPEN	0	0	3	3	3	3	3	3	cheokain#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
chotchey	chotchey#GLOBAL	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D085	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	COLD|DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	kalt nachgetrockneter Trockenansatz der Mittelstufe	OPEN	0	0	3	3	2	2	3	3	chotchey#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
daiindy	daiindy#GLOBAL	drei Maße, abgeteilt und abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	2	3	53	W2_PROVISIONAL_WORKING	GDT664	G664-D001	PRODUCTIVE_COMPOUND	D_MEASURE+A+IIN_III+DY_CLOSE	LEVEL_III|AMOUNT|PROCESS|CLOSE	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	bloßer Gradwert III mit Schlusszeichen	OPEN	0	0	3	2	3	2	3	2	daiindy#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
daiiny	daiiny#GLOBAL	drei Teile abmessen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D083	PRODUCTIVE_COMPOUND	D_MEASURE+AIIN_III+Y_START_OR_CLOSE	BEGIN_STAGE|LEVEL_III|AMOUNT|PROCESS|CLOSE	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	drei abgemessene Teile	OPEN	0	0	3	3	1	1	3	3	daiiny#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
lchar	lchar#GLOBAL	trockene Holzfraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT664	G664-D076	PRODUCTIVE_COMPOUND	L_WOOD+CHAR_DRY_FRACTION_I	DRY|LEVEL_I|PART|MATERIAL|PROCESS	L_WOOD	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Pfund Trockenfraktion I	OPEN	0	0	3	3	3	3	3	3	lchar#GLOBAL:3	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	holz
lkol	lkol#GLOBAL	heißer Holzabsud	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT664	G664-D073	PRODUCTIVE_COMPOUND	L_WOOD+KOL_HOT_MATERIAL	HOT|MATERIAL	L_WOOD|KOL_HOT_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	allgemeiner heißer Auszug	OPEN	0	0	3	3	2	2	3	3	lkol#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
okalchy	okalchy#GLOBAL	Rohstoff-I-Ansatz erhitzen und leicht trocknen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D126	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+AL_RAW_I+CH_DRY+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|AL_RAW_I	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	leicht heiß getrockneter Rohstoff-I-Ansatz	OPEN	0	0	3	3	3	3	3	3	okalchy#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
olsheol	olsheol#GLOBAL	eingeweichte Holzdroge im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT664	G664-D117	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+SHEOL_MOIST_MATERIAL	MOIST|MATERIAL|PREPARATION|PROCESS	O_PREP|L_WOOD|SHEOL_MOIST_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	lexikalisierte Drogenbasis mit Einweichflüssigkeit	OPEN	0	0	3	3	2	2	3	3	olsheol#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
opol	opol#GLOBAL	Pulveransatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT664	G664-D135	PRODUCTIVE_COMPOUND	O_PREP+POL_POWDER_MATERIAL	MATERIAL|PREPARATION	O_PREP|POL_POWDER_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Pulverstoff ohne Ansatz	OPEN	0	0	3	3	3	3	3	3	opol#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
polshy	polshy#GLOBAL	Pulverstoff leicht anfeuchten	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D091	PRODUCTIVE_COMPOUND	P_POWDER+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	MOIST|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	P_POWDER|OL_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	leicht angefeuchteter Pulverstoff	OPEN	0	0	3	3	3	3	3	3	polshy#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
qocthedy	qocthedy#GLOBAL	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D075	PRODUCTIVE_COMPOUND	QO_COMMAND+CTH_HERB+E_MIDDLE+DY_FINISHED	MIDDLE_STAGE|MATERIAL|PROCESS|CLOSE	CTH_HERB	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	fertige Krautdroge der Mittelstufe	OPEN	0	0	3	3	3	3	3	3	qocthedy#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
qoeear	qoeear#GLOBAL	nimm die erste Fraktion der Endstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D141	PRODUCTIVE_COMPOUND	QO_COMMAND+EE_END+AR_FRACTION_I	END_STAGE|LEVEL_I|PART|PROCESS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	die erste Fraktion vollständig behandeln	OPEN	0	0	3	3	2	2	3	3	qoeear#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
solkeedy	solkeedy#GLOBAL	Saatgutansatz vollständig erhitzt	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	2	3	53	W2_PROVISIONAL_WORKING	GDT664	G664-D123	PRODUCTIVE_COMPOUND	SOL_SEED_PREP+K_HOT+EE_END+DY_FINISHED	HOT|END_STAGE|MATERIAL|PREPARATION|CLOSE	SOL_SEED_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Salzlösung vollständig erhitzt	OPEN	0	0	3	2	3	2	3	2	solkeedy#GLOBAL:3	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	saat
solkeey	solkeey#GLOBAL	Saatgutansatz vollständig erhitzen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D102	PRODUCTIVE_COMPOUND	SOL_SEED_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|END_STAGE|MATERIAL|PREPARATION|CLOSE	SOL_SEED_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	vollständig erhitzter Saatgutansatz	OPEN	0	0	3	3	3	3	3	3	solkeey#GLOBAL:3	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	saat
ycheoky	ycheoky#GLOBAL	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666	G666-D078	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+E_MIDDLE+O_PREP+K_HOT+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE|PASS	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	mitteltrockener, leicht erhitzter Ansatz dieser Droge	OPEN	0	0	3	3	2	2	3	3	ycheoky#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
yteeo	yteeo#GLOBAL	kühle hiervon den Ansatz vollständig	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	3	3	3	48	W2_PROVISIONAL_WORKING	GDT666	G666-D136	PRODUCTIVE_COMPOUND	Y_REFERENCE+T_COLD+EE_END+O_PREP	COLD|END_STAGE|MATERIAL|PREPARATION|PASS	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	vollständig gekühlter Ansatz dieser Droge	OPEN	0	0	3	3	1	1	3	3	yteeo#GLOBAL:3	NO_GDT737_QUARANTINE_ROW	NONE
aiinal	aiinal#GLOBAL	drei Teile Rohdroge I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT664	G664-D016	PRODUCTIVE_COMPOUND	AIIN_AMOUNT_III+AL_RAW_I	LEVEL_III|AMOUNT|MATERIAL	AL_RAW_I	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Rohstoffklasse III ohne Menge	OPEN	0	0	2	2	1	1	2	2	aiinal#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
chcfhy	chcfhy#GLOBAL	leicht getrocknete Blütenfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D140	PRODUCTIVE_COMPOUND	CH_DRY+F_FLOWER+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	F_FLOWER	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	Blütenfraktion leicht trocknen	OPEN	0	0	2	2	1	1	2	2	chcfhy#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
cheain	cheain#GLOBAL	Droge bis zur Trockenstufe II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT664	G664-D137	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+A+IN_II	DRY|MIDDLE_STAGE|LEVEL_II|PROCESS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Trockenstufe II ohne Stoff	OPEN	0	0	2	2	2	2	2	2	cheain#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
chean	chean#GLOBAL	leicht angetrocknete Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT664	G664-D136	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+A+N_I	DRY|MIDDLE_STAGE|LEVEL_I|PROCESS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Trockenstufe I ohne Stoff	OPEN	0	0	2	2	2	2	2	2	chean#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
choar	choar#GLOBAL	Trockenansatz, Fraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT664	G664-D036	PRODUCTIVE_COMPOUND	CHO_DRY_PREP+AR_FRACTION_I	DRY|LEVEL_I|PART|MATERIAL|PREPARATION|PROCESS	CHO_DRY_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Pflanzenteil statt Trockenansatz	OPEN	0	0	2	2	2	2	2	2	choar#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
chokan	chokan#GLOBAL	Trockenansatz auf Heizstufe I bringen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D079	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+AN_I	HOT|DRY|LEVEL_I|MATERIAL|PREPARATION|PROCESS	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	Trockenansatz aus einem erhitzten Teil	OPEN	0	0	2	2	2	2	2	2	chokan#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
dalky	dalky#GLOBAL	Rohdroge I abmessen und leicht erhitzen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D107	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+K_HOT+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|LEVEL_I|AMOUNT|MATERIAL|PROCESS|CLOSE	AL_RAW_I	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	leicht erhitzte abgemessene Rohdroge I	OPEN	0	0	2	2	1	1	2	2	dalky#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
keam	keam#GLOBAL	ein Maß bis zur Mittelstufe erhitzter Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D014	PRODUCTIVE_COMPOUND	K_HOT+E_MIDDLE+AM_UNIT_I	HOT|MIDDLE_STAGE|LEVEL_I|AMOUNT	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	erhitze ein Maß Droge bis zur Mittelstufe	OPEN	0	0	2	2	1	1	2	2	keam#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
ldol	ldol#GLOBAL	Holzdrogenstoff abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D128	PRODUCTIVE_COMPOUND	L_WOOD+D_MEASURE+OL_MATERIAL	AMOUNT|MATERIAL|PROCESS	L_WOOD|OL_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	Holzdrogenposten abschließen	OPEN	0	0	2	2	1	1	2	2	ldol#GLOBAL:2	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	holz
oleey	oleey#GLOBAL	Holzdrogenansatz vollständig ausgezogen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT664	G664-D041	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+EEY_END	END_STAGE|MATERIAL|PREPARATION	O_PREP|L_WOOD	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	lexikalisierter Grundauszug bis Endstufe	OPEN	0	0	2	2	0	0	2	2	oleey#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
oltal	oltal#GLOBAL	kalter Holzdrogenansatz aus Rohdroge I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D112	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+T_COLD+AL_RAW_I	COLD|LEVEL_I|MATERIAL|PREPARATION	O_PREP|L_WOOD|AL_RAW_I	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	Holzdroge und Rohstoff I kalt ansetzen	OPEN	0	0	2	2	2	2	2	2	oltal#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
oteaiin	oteaiin#GLOBAL	Kaltansatz nach mittlerer Behandlung auf Stufe III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D005	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+E_MIDDLE+AIIN_III	COLD|MIDDLE_STAGE|LEVEL_III|MATERIAL|PREPARATION	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	drei Teile eines Kaltansatzes der Mittelstufe	OPEN	0	0	2	2	2	2	2	2	oteaiin#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
qochy	qochy#GLOBAL	nimm leicht getrocknete Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D097	PRODUCTIVE_COMPOUND	QO_COMMAND+CH_DRY+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|PROCESS|CLOSE	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	trockne die Droge leicht an	OPEN	0	0	2	2	1	1	2	2	qochy#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
qokeoy	qokeoy#GLOBAL	Ansatz bis zur Mittelstufe erhitzen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D131	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+E_MIDDLE+O_PREP+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	Ansatz auf mittlerer Heizstufe	OPEN	0	0	2	2	1	1	2	2	qokeoy#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
qolal	qolal#GLOBAL	Rohdroge I hinzugeben	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D101	PRODUCTIVE_COMPOUND	QOL_ADD+AL_RAW_I	LEVEL_I|MATERIAL|PROCESS	AL_RAW_I	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	Rohdroge I in den Holzdrogenansatz geben	OPEN	0	0	2	2	1	1	2	2	qolal#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
qoos	qoos#GLOBAL	nimm eine Ansatzcharge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D048	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+S_TERM_SPECIES	MATERIAL|PREPARATION|PROCESS	O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	führe den Ansatzposten aus	OPEN	0	0	2	2	2	2	2	2	qoos#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
