head	root_before_a	role	working_role_de	occurrences	pages	values	distinct_values	count_I	count_II	count_III	count_IV	triple_stable_occurrences	herbal_occurrences	fixed_multi_value_frames	mixed_value_lines	line_first	line_middle	line_last	section_value_nmi	hand_value_nmi	position_value_nmi	default_policy
cheyka	cheyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	0	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chokora	chokor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	I|III	2	1	0	1	0	0	2	0	0	0	0	2	0.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dara	dar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III|IV	2	0	0	1	1	1	1	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dcheda	dched	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	1	II|III	2	0	1	1	0	2	0	0	0	2	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dcheoda	dcheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	2	0	0	1	1	0	0.000000	0.000000	1.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dka	dk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	1	0	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dora	dor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	1	0	0	1	1	0	1.000000	1.000000	1.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
keora	keor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|IV	2	0	1	0	1	0	0	0	0	1	1	0	1.000000	1.000000	1.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kora	kor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	1	1	0	0	0	1	1	1.000000	0.000000	1.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lkeoda	lkeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	0	0	0	0	2	0	0.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
loka	lok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	1	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lora	lor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	0	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okala	okal	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	1	1	0	0	0	2	0	1.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opcha	opch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	1	1	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opcheka	opchek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	I|III	2	1	0	1	0	1	1	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oqota	oqot	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III|IV	2	0	0	1	1	1	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otora	otor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	0	0	0	1	1	0	0.000000	0.000000	1.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pcheoda	pcheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	0	0	0	2	0	0	0.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qofa	qof	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	2	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qooda	qood	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	1	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qopda	qopd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qotcha	qotch	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	2	2	II|III	2	0	1	1	0	2	2	0	0	1	0	1	0.000000	0.000000	1.000000	COMPOSE
sheeoda	sheeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	1	0	0	0	0	1	1	0.000000	0.000000	1.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sheyka	sheyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|IV	2	0	1	0	1	1	1	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sola	sol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	1	0	0	2	0	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tcha	tch	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	2	2	II|III	2	0	1	1	0	2	2	0	0	0	1	1	0.000000	0.000000	1.000000	COMPOSE
ycheeoda	ycheeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	0	0	0	2	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ykeoda	ykeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II|III	2	0	1	1	0	2	0	0	0	0	2	0	1.000000	1.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pola	pol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	8	5	III	1	0	0	8	0	8	0	0	0	7	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
choa	cho	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	7	7	III	1	0	0	7	0	6	2	0	0	1	4	2	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pa	p	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	7	7	III	1	0	0	7	0	6	3	0	0	6	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qopa	qop	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	7	7	III	1	0	0	7	0	6	0	0	0	0	6	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opcheda	opched	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	3	III	1	0	0	4	0	4	0	0	0	0	4	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otoda	otod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	4	III	1	0	0	4	0	4	0	0	0	0	4	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
poda	pod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	4	III	1	0	0	4	0	4	2	0	0	3	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shda	shd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	4	III	1	0	0	4	0	2	2	0	0	0	1	3	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sheoda	sheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	4	III	1	0	0	4	0	4	2	0	0	0	3	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shosa	shos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	4	III	1	0	0	4	0	4	3	0	0	1	2	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ya	y	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	4	III	1	0	0	4	0	3	1	0	0	4	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ysa	ys	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	4	4	III	1	0	0	4	0	4	3	0	0	2	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheora	cheor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	0	2	0	0	0	1	2	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chola	chol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	2	0	0	0	3	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cholda	chold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	1	2	0	0	0	2	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
keoda	keod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	3	0	0	0	3	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
loda	lod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	2	0	0	1	1	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opda	opd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	2	III	1	0	0	3	0	3	0	0	0	0	3	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opyda	opyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	2	0	0	0	3	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pchda	pchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	1	0	0	3	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pda	pd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	0	0	0	2	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qoeda	qoed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	2	III	1	0	0	3	0	2	0	0	0	0	3	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokeeoda	qokeeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	1	0	0	0	1	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qoteda	qoted	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	1	0	0	0	3	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
toa	to	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	III	1	0	0	3	0	2	2	0	0	2	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ycha	ych	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	3	3	II	1	0	3	0	0	3	2	0	0	3	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheea	chee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheoa	cheo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chokcha	chokch	QUALITY_BUNDLE_DEGREE	heiß-trocken, Grad I-IV	2	2	III	1	0	0	2	0	1	1	0	0	1	0	1	0.000000	0.000000	0.000000	COMPOSE
dalda	dald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	1	0	0	0	1	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dchoda	dchod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	2	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
eta	et	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	2	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
fchoda	fchod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	2	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kalda	kald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	0	2	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kcheoda	kcheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	1	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
keeoda	keeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	0	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
koda	kod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	1	0	0	2	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lkeda	lked	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II	1	0	2	0	0	0	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
oeeda	oeed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ofa	of	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	2	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okara	okar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	1	0	0	0	1	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okea	oke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	1	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okoda	okod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	1	0	0	0	0	2	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
okola	okol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	1	III	1	0	0	2	0	1	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olchda	olchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	1	III	1	0	0	2	0	2	2	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
olkeda	olked	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	1	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
opalda	opald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	0	0	0	0	1	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
otcha	otch	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	2	2	III	1	0	0	2	0	2	2	0	0	1	1	0	0.000000	0.000000	0.000000	COMPOSE
pshoda	pshod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	0	0	0	2	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
pyda	pyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	2	0	0	2	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qa	q	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qeka	qek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	1	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qokeea	qokee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	1	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qotara	qotar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II	1	0	2	0	0	0	1	0	0	0	0	2	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
qotchea	qotche	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	2	2	III	1	0	0	2	0	2	2	0	0	2	0	0	0.000000	0.000000	0.000000	COMPOSE
roda	rod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	0	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
schea	sche	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	2	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
sholda	shold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	1	0	0	0	1	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
shota	shot	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	2	1	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tara	tar	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	0	1	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tchda	tchd	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	2	2	III	1	0	0	2	0	1	2	0	0	1	1	0	0.000000	0.000000	0.000000	COMPOSE
toka	tok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II	1	0	2	0	0	2	0	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
tolka	tolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II	1	0	2	0	0	2	1	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ychea	yche	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	II	1	0	2	0	0	2	0	0	0	2	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yoda	yod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	2	0	0	1	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
yteoda	yteod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	2	2	III	1	0	0	2	0	1	1	0	0	0	2	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
alda	ald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
alkea	alke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ama	am	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ararchoda	ararchod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
archyta	archyt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cfha	cfh	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chalka	chalk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chalsa	chals	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chchota	chchot	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chcthyda	chcthyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chdoda	chdod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chdola	chdol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chdyka	chdyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheara	chear	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chechda	chechd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chedka	chedk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chedyteeda	chedyteed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chedyteoka	chedyteok	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
