semantic_head_cell_id	future_card_id	priority_rank	support_kind	support_cell_id	frozen_frame	target_action_root	target_action_recipe	register	alternate_action_root	alternate_action_recipe	event_count	event_ids	source_pages	observed_clause_form_count	observed_clauses_de	expected_portable_remainder_de	observed_portable_remainder_variant_count	observed_portable_remainders_de	all_portable_remainders_match	expected_owner_remainder_de	observed_owner_remainder_variant_count	observed_owner_remainders_de	all_owner_remainders_match	action_atom_reading_form_count	action_atom_readings_de	explicit_argument_roots	inherited_argument_roots	all_component_orders_match	all_source_roundtrips_exact
G496-H070	G495-F019	19	NONTR	G494-NS018	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	OK	OK+AIIN	1	G496-E212	f1r	1	Trage den Kennwert ein.	WERT	1	WERT	YES	KENNWERT	1	KENNWERT	YES	1	EINTRAGEN	AIIN	NONE	YES	YES
G496-H071	G495-F019	19	NONTR	G494-NS019	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	SH	SH+AIIN	1	G496-E213	f1r	1	Halte den Kennwert fest.	WERT	1	WERT	YES	KENNWERT	1	KENNWERT	YES	1	FESTHALTEN	AIIN	NONE	YES	YES
G496-H072	G495-F019	19	NONTR	G494-NS020	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	K	K+AIIN	2	G496-E214|G496-E215	f1r	1	Ordne den Kennwert zu.	WERT	1	WERT	YES	KENNWERT	1	KENNWERT	YES	1	ZUORDNEN	AIIN	NONE	YES	YES
G496-H073	G495-F020	20	NONTR	G494-NS086	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	OK	OK+Y	2	G496-E216|G496-E217	f1r	1	Trage den laufenden Eintrag ein.	POSTEN	1	POSTEN	YES	LAUFENDER EINTRAG	1	LAUFENDER EINTRAG	YES	1	EINTRAGEN	Y	NONE	YES	YES
G496-H074	G495-F020	20	NONTR	G494-NS087	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	K	K+Y	1	G496-E218	f1r	1	Ordne den laufenden Eintrag zu.	POSTEN	1	POSTEN	YES	LAUFENDER EINTRAG	1	LAUFENDER EINTRAG	YES	1	ZUORDNEN	Y	NONE	YES	YES
G496-H075	G495-F020	20	NONTR	G494-NS088	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	CHD	CHD+Y	1	G496-E219	f1r	1	Bearbeite den laufenden Eintrag.	POSTEN	1	POSTEN	YES	LAUFENDER EINTRAG	1	LAUFENDER EINTRAG	YES	1	EINTRAG BEARBEITEN	Y	NONE	YES	YES
G496-H076	G495-F021	21	NONTR	G494-NS093	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	OK	OK+Y	2	G496-E220|G496-E221	f1r	1	Trage den laufenden Eintrag ein.	POSTEN	1	POSTEN	YES	LAUFENDER EINTRAG	1	LAUFENDER EINTRAG	YES	1	EINTRAGEN	Y	NONE	YES	YES
G496-H077	G495-F021	21	NONTR	G494-NS094	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	K	K+Y	1	G496-E222	f1r	1	Ordne den laufenden Eintrag zu.	POSTEN	1	POSTEN	YES	LAUFENDER EINTRAG	1	LAUFENDER EINTRAG	YES	1	ZUORDNEN	Y	NONE	YES	YES
G496-H078	G495-F021	21	NONTR	G494-NS095	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	CHD	CHD+Y	1	G496-E223	f1r	1	Bearbeite den laufenden Eintrag.	POSTEN	1	POSTEN	YES	LAUFENDER EINTRAG	1	LAUFENDER EINTRAG	YES	1	EINTRAG BEARBEITEN	Y	NONE	YES	YES
G496-H079	G495-F022	22	NONTR	G494-NS040	@ACTION+AIN	R	R+AIN	PHARMA	OK	OK+AIN	1	G496-E224	f89r	1	Setze den Drogenanteil als Ansatz an.	ANTEIL	1	ANTEIL	YES	DROGENANTEIL	1	DROGENANTEIL	YES	1	ANSATZ ANSETZEN	AIN	NONE	YES	YES
G496-H080	G495-F022	22	NONTR	G494-NS041	@ACTION+AIN	R	R+AIN	PHARMA	S	S+AIN	1	G496-E225	f89r	1	Wähle den Drogenanteil.	ANTEIL	1	ANTEIL	YES	DROGENANTEIL	1	DROGENANTEIL	YES	1	DROGENPOSTEN WÄHLEN	AIN	NONE	YES	YES
G496-H081	G495-F022	22	NONTR	G494-NS042	@ACTION+AIN	R	R+AIN	PHARMA	CHD	CHD+AIN	1	G496-E226	f89r	1	Bearbeite den Drogenanteil.	ANTEIL	1	ANTEIL	YES	DROGENANTEIL	1	DROGENANTEIL	YES	1	ANSATZ BEARBEITEN	AIN	NONE	YES	YES
G496-H082	G495-F022	22	OPPOSITE_TR	G494-TRS006	@ACTION+AIN	R	R+AIN	PHARMA	T	T+AIN	1	G496-E227	f89r	1	Stelle den Drogenanteil ein.	ANTEIL	1	ANTEIL	YES	DROGENANTEIL	1	DROGENANTEIL	YES	1	ANSATZWERT EINSTELLEN	AIN	NONE	YES	YES
G496-H083	G495-F023	23	NONTR	G494-NS065	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	OK	OK+CH+E+Y	1	G496-E228	f56r	1	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	NEHMEN · GRAD I · POSTEN	1	NEHMEN · GRAD I · POSTEN	YES	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	1	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	YES	1	ARBEITSGANG ANSETZEN	Y	NONE	YES	YES
G496-H084	G495-F023	23	NONTR	G494-NS066	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	K	K+CH+E+Y	1	G496-E229	f56r	1	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	NEHMEN · GRAD I · POSTEN	1	NEHMEN · GRAD I · POSTEN	YES	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	1	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	YES	1	MATERIAL ZUGEBEN	Y	NONE	YES	YES
G496-H085	G495-F023	23	NONTR	G494-NS067	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	S	S+CH+E+Y	1	G496-E230	f56r	1	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	NEHMEN · GRAD I · POSTEN	1	NEHMEN · GRAD I · POSTEN	YES	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	1	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	YES	1	PFLANZENTEIL WÄHLEN	Y	NONE	YES	YES
G496-H086	G495-F024	24	NONTR	G494-NS062	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	OK	OK+CH+E+Y	1	G496-E231	f56r	1	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	NEHMEN · GRAD I · POSTEN	1	NEHMEN · GRAD I · POSTEN	YES	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	1	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	YES	1	ARBEITSGANG ANSETZEN	Y	NONE	YES	YES
G496-H087	G495-F024	24	NONTR	G494-NS063	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	K	K+CH+E+Y	1	G496-E232	f56r	1	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	NEHMEN · GRAD I · POSTEN	1	NEHMEN · GRAD I · POSTEN	YES	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	1	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	YES	1	MATERIAL ZUGEBEN	Y	NONE	YES	YES
G496-H088	G495-F024	24	NONTR	G494-NS064	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	S	S+CH+E+Y	1	G496-E233	f56r	1	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	NEHMEN · GRAD I · POSTEN	1	NEHMEN · GRAD I · POSTEN	YES	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	1	PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	YES	1	PFLANZENTEIL WÄHLEN	Y	NONE	YES	YES
G496-H089	G495-F025	25	NONTR	G494-NS057	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	OK	OK+AL+Y	3	G496-E234|G496-E235|G496-E236	f76r|f77r|f82r	1	Setze den Stationsposten im Stationsgang an; zur Zielstation.	ZIELORT · POSTEN	1	ZIELORT · POSTEN	YES	ZIELSTATION · STATIONSPOSTEN	1	ZIELSTATION · STATIONSPOSTEN	YES	1	STATIONSGANG ANSETZEN	Y	NONE	YES	YES
G496-H090	G495-F025	25	NONTR	G494-NS058	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	CH	CH+AL+Y	1	G496-E237	f76r	1	Entnimm den Stationsposten; zur Zielstation.	ZIELORT · POSTEN	1	ZIELORT · POSTEN	YES	ZIELSTATION · STATIONSPOSTEN	1	ZIELSTATION · STATIONSPOSTEN	YES	1	POSTEN ENTNEHMEN	Y	NONE	YES	YES
G496-H091	G495-F025	25	OPPOSITE_TR	G494-TRS009	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	R	R+AL+Y	1	G496-E238	f83r	1	Markiere den Stationsposten; zur Zielstation.	ZIELORT · POSTEN	1	ZIELORT · POSTEN	YES	ZIELSTATION · STATIONSPOSTEN	1	ZIELSTATION · STATIONSPOSTEN	YES	1	STATION MARKIEREN	Y	NONE	YES	YES
G496-H092	G495-F026	26	NONTR	G494-NS084	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	SH	SH+OR+Y	1	G496-E239	f1r	1	Halte die Eintragseinheit und den laufenden Eintrag fest.	EINHEIT · POSTEN	1	EINHEIT · POSTEN	YES	EINTRAGSEINHEIT · LAUFENDER EINTRAG	1	EINTRAGSEINHEIT · LAUFENDER EINTRAG	YES	1	FESTHALTEN	OR|Y	NONE	YES	YES
G496-H093	G495-F026	26	NONTR	G494-NS085	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	S	S+OR+Y	1	G496-E240	f1r	1	Wähle die Eintragseinheit und den laufenden Eintrag.	EINHEIT · POSTEN	1	EINHEIT · POSTEN	YES	EINTRAGSEINHEIT · LAUFENDER EINTRAG	1	EINTRAGSEINHEIT · LAUFENDER EINTRAG	YES	1	AUSWÄHLEN	OR|Y	NONE	YES	YES
G496-H094	G495-F027	27	NONTR	G494-NS082	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	SH	SH+OR+Y	1	G496-E241	f1r	1	Halte die Eintragseinheit und den laufenden Eintrag fest.	EINHEIT · POSTEN	1	EINHEIT · POSTEN	YES	EINTRAGSEINHEIT · LAUFENDER EINTRAG	1	EINTRAGSEINHEIT · LAUFENDER EINTRAG	YES	1	FESTHALTEN	OR|Y	NONE	YES	YES
G496-H095	G495-F027	27	NONTR	G494-NS083	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	S	S+OR+Y	1	G496-E242	f1r	1	Wähle die Eintragseinheit und den laufenden Eintrag.	EINHEIT · POSTEN	1	EINHEIT · POSTEN	YES	EINTRAGSEINHEIT · LAUFENDER EINTRAG	1	EINTRAGSEINHEIT · LAUFENDER EINTRAG	YES	1	AUSWÄHLEN	OR|Y	NONE	YES	YES
