copy_order	source_item_id	source_unit_id	formal_parse	profile	choice_rule	generated_surface	observed_surface	same_formal_card
325	A:134	A1	AIIN	P1_EARLY_HERBAL	BARE->q	qaiin	daiin	YES
326	A:134	A1	AIIN	P2_LATE_HERBAL	BARE->ch	chaiin	daiin	YES
327	A:134	A1	AIIN	P3_BIOLOGICAL	BARE->q	qaiin	daiin	YES
328	A:134	A1	AIIN	P4_CELESTIAL	BARE->d	daiin	daiin	YES
329	A:153	A1	O+AR	P1_EARLY_HERBAL	INNER_AR_ALLOGRAPH	ochar	osar	YES
330	A:153	A1	O+AR	P2_LATE_HERBAL	INNER_AR_ALLOGRAPH	oar	osar	YES
331	A:153	A1	O+AR	P3_BIOLOGICAL	INNER_AR_ALLOGRAPH	osar	osar	YES
332	A:153	A1	O+AR	P4_CELESTIAL	INNER_AR_ALLOGRAPH	odar	osar	YES
333	A:155	A1	AR	P1_EARLY_HERBAL	BARE->q	qar	dar	YES
334	A:155	A1	AR	P2_LATE_HERBAL	BARE->ch	char	dar	YES
335	A:155	A1	AR	P3_BIOLOGICAL	BARE->q	qar	dar	YES
336	A:155	A1	AR	P4_CELESTIAL	BARE->d	dar	dar	YES
337	A:156	A1	AL+AIIN	P1_EARLY_HERBAL	INNER_AIIN_ALLOGRAPH	daldaiin	aldaiin	YES
338	A:156	A1	AL+AIIN	P2_LATE_HERBAL	INNER_AIIN_ALLOGRAPH	alaiin	aldaiin	YES
339	A:156	A1	AL+AIIN	P3_BIOLOGICAL	INNER_AIIN_ALLOGRAPH	salsaiin	aldaiin	YES
340	A:156	A1	AL+AIIN	P4_CELESTIAL	INNER_AIIN_ALLOGRAPH	daldaiin	aldaiin	YES
341	A:165	A1	OL+Y	P1_EARLY_HERBAL	ch->d	doly	oly	YES
342	A:165	A1	OL+Y	P2_LATE_HERBAL	ch->BARE	oly	oly	YES
343	A:165	A1	OL+Y	P3_BIOLOGICAL	ch->s	soly	oly	YES
344	A:165	A1	OL+Y	P4_CELESTIAL	ch->BARE	oly	oly	YES
345	A:168	A1	Y	P1_EARLY_HERBAL	d->t	ty	sy	YES
346	A:168	A1	Y	P2_LATE_HERBAL	d->BARE	y	sy	YES
347	A:168	A1	Y	P3_BIOLOGICAL	d->BARE	y	sy	YES
348	A:168	A1	Y	P4_CELESTIAL	d->che	chey	sy	YES
349	A:179	A1	OK+EE+O+Y	P1_EARLY_HERBAL	BARE->q	qokeeody	qokeeody	YES
350	A:179	A1	OK+EE+O+Y	P2_LATE_HERBAL	BARE->ch	chokeeody	qokeeody	YES
351	A:179	A1	OK+EE+O+Y	P3_BIOLOGICAL	BARE->q	qokeeody	qokeeody	YES
352	A:179	A1	OK+EE+O+Y	P4_CELESTIAL	BARE->d	dokeeody	qokeeody	YES
353	A:182	A1	O+CKH+Y	P1_EARLY_HERBAL	BARE->q	qockhy	qockhy	YES
354	A:182	A1	O+CKH+Y	P2_LATE_HERBAL	BARE->ch	chockhy	qockhy	YES
355	A:182	A1	O+CKH+Y	P3_BIOLOGICAL	BARE->q	qockhy	qockhy	YES
356	A:182	A1	O+CKH+Y	P4_CELESTIAL	BARE->d	dockhy	qockhy	YES
357	A:210	A2	WHOLE[cheey|shey]	P1_EARLY_HERBAL	che->sh	shey	shey	YES
358	A:210	A2	WHOLE[cheey|shey]	P2_LATE_HERBAL	che->BARE	ey	shey	YES
359	A:210	A2	WHOLE[cheey|shey]	P3_BIOLOGICAL	che->sh	shey	shey	YES
360	A:210	A2	WHOLE[cheey|shey]	P4_CELESTIAL	che->sh	shey	shey	YES
361	A:216	A2	AR+AM_ADDR	P1_EARLY_HERBAL	BARE->q	qaram	daram	YES
362	A:216	A2	AR+AM_ADDR	P2_LATE_HERBAL	BARE->ch	charam	daram	YES
363	A:216	A2	AR+AM_ADDR	P3_BIOLOGICAL	BARE->q	qaram	daram	YES
364	A:216	A2	AR+AM_ADDR	P4_CELESTIAL	BARE->d	daram	daram	YES
365	A:219	A2	Y+K+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	cheykchey	yky	YES
366	A:219	A2	Y+K+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	yky	yky	YES
367	A:219	A2	Y+K+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	dykdy	yky	YES
368	A:219	A2	Y+K+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	chykchy	yky	YES
369	A:222	A2	OK+O+AL+Y	P1_EARLY_HERBAL	INNER_AL_ALLOGRAPH	okodalchey	okodaly	YES
370	A:222	A2	OK+O+AL+Y	P2_LATE_HERBAL	INNER_AL_ALLOGRAPH	okoaly	okodaly	YES
371	A:222	A2	OK+O+AL+Y	P3_BIOLOGICAL	INNER_AL_ALLOGRAPH	okosaldy	okodaly	YES
372	A:222	A2	OK+O+AL+Y	P4_CELESTIAL	INNER_AL_ALLOGRAPH	okodalchy	okodaly	YES
373	A:251	A2	OK+Y	P1_EARLY_HERBAL	ch->d	doky	oky	YES
374	A:251	A2	OK+Y	P2_LATE_HERBAL	ch->BARE	oky	oky	YES
375	A:251	A2	OK+Y	P3_BIOLOGICAL	ch->s	soky	oky	YES
376	A:251	A2	OK+Y	P4_CELESTIAL	ch->BARE	oky	oky	YES
377	A:257	A3	Y+K+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	cheykchey	cheyky	YES
378	A:257	A3	Y+K+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	yky	cheyky	YES
379	A:257	A3	Y+K+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	dykdy	cheyky	YES
380	A:257	A3	Y+K+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	chykchy	cheyky	YES
381	A:259	A3	AR	P1_EARLY_HERBAL	BARE->q	qar	sar	YES
382	A:259	A3	AR	P2_LATE_HERBAL	BARE->ch	char	sar	YES
383	A:259	A3	AR	P3_BIOLOGICAL	BARE->q	qar	sar	YES
384	A:259	A3	AR	P4_CELESTIAL	BARE->d	dar	sar	YES
385	A:261	A3	Y+K+AR	P1_EARLY_HERBAL	BARE->q	qykar	chykar	YES
386	A:261	A3	Y+K+AR	P2_LATE_HERBAL	BARE->ch	chykar	chykar	YES
387	A:261	A3	Y+K+AR	P3_BIOLOGICAL	BARE->q	qykar	chykar	YES
388	A:261	A3	Y+K+AR	P4_CELESTIAL	BARE->d	dykar	chykar	YES
389	A:274	A3	Y	P1_EARLY_HERBAL	BARE->q	qy	chey	YES
390	A:274	A3	Y	P2_LATE_HERBAL	BARE->ch	chy	chey	YES
391	A:274	A3	Y	P3_BIOLOGICAL	BARE->q	qy	chey	YES
392	A:274	A3	Y	P4_CELESTIAL	BARE->d	dy	chey	YES
393	A:277	A3	OK+E+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	okechey	okedy	YES
394	A:277	A3	OK+E+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	okey	okedy	YES
395	A:277	A3	OK+E+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	okedy	okedy	YES
396	A:277	A3	OK+E+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	okechy	okedy	YES
397	A:281	A3	Y	P1_EARLY_HERBAL	BARE->q	qy	dy	YES
398	A:281	A3	Y	P2_LATE_HERBAL	BARE->ch	chy	dy	YES
399	A:281	A3	Y	P3_BIOLOGICAL	BARE->q	qy	dy	YES
400	A:281	A3	Y	P4_CELESTIAL	BARE->d	dy	dy	YES
401	A:289	A3	OT+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	otchey	oty	YES
402	A:289	A3	OT+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	oty	oty	YES
403	A:289	A3	OT+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	otdy	oty	YES
404	A:289	A3	OT+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	otchy	oty	YES
405	A:291	A3	AR	P1_EARLY_HERBAL	BARE->q	qar	dar	YES
406	A:291	A3	AR	P2_LATE_HERBAL	BARE->ch	char	dar	YES
407	A:291	A3	AR	P3_BIOLOGICAL	BARE->q	qar	dar	YES
408	A:291	A3	AR	P4_CELESTIAL	BARE->d	dar	dar	YES
409	A:295	A3	AR	P1_EARLY_HERBAL	BARE->q	qar	char	YES
410	A:295	A3	AR	P2_LATE_HERBAL	BARE->ch	char	char	YES
411	A:295	A3	AR	P3_BIOLOGICAL	BARE->q	qar	char	YES
412	A:295	A3	AR	P4_CELESTIAL	BARE->d	dar	char	YES
413	A:313	A3	AL	P1_EARLY_HERBAL	d->t	tal	cheal	YES
414	A:313	A3	AL	P2_LATE_HERBAL	d->BARE	al	cheal	YES
415	A:313	A3	AL	P3_BIOLOGICAL	d->BARE	al	cheal	YES
416	A:313	A3	AL	P4_CELESTIAL	d->che	cheal	cheal	YES
417	A:317	A3	Y	P1_EARLY_HERBAL	BARE->q	qy	dy	YES
418	A:317	A3	Y	P2_LATE_HERBAL	BARE->ch	chy	dy	YES
419	A:317	A3	Y	P3_BIOLOGICAL	BARE->q	qy	dy	YES
420	A:317	A3	Y	P4_CELESTIAL	BARE->d	dy	dy	YES
421	A:321	A3	Y	P1_EARLY_HERBAL	BARE->q	qy	dy	YES
422	A:321	A3	Y	P2_LATE_HERBAL	BARE->ch	chy	dy	YES
423	A:321	A3	Y	P3_BIOLOGICAL	BARE->q	qy	dy	YES
424	A:321	A3	Y	P4_CELESTIAL	BARE->d	dy	dy	YES
425	A:324	A3	OL	P1_EARLY_HERBAL	ch->d	dol	ol	YES
426	A:324	A3	OL	P2_LATE_HERBAL	ch->BARE	ol	ol	YES
427	A:324	A3	OL	P3_BIOLOGICAL	ch->s	sol	ol	YES
428	A:324	A3	OL	P4_CELESTIAL	ch->BARE	ol	ol	YES
429	A:327	A3	Y	P1_EARLY_HERBAL	BARE->q	qy	chey	YES
430	A:327	A3	Y	P2_LATE_HERBAL	BARE->ch	chy	chey	YES
431	A:327	A3	Y	P3_BIOLOGICAL	BARE->q	qy	chey	YES
432	A:327	A3	Y	P4_CELESTIAL	BARE->d	dy	chey	YES
433	A:333	A3	Y	P1_EARLY_HERBAL	d->t	ty	chey	YES
434	A:333	A3	Y	P2_LATE_HERBAL	d->BARE	y	chey	YES
435	A:333	A3	Y	P3_BIOLOGICAL	d->BARE	y	chey	YES
436	A:333	A3	Y	P4_CELESTIAL	d->che	chey	chey	YES
437	A:340	A3	Y	P1_EARLY_HERBAL	d->t	ty	chy	YES
438	A:340	A3	Y	P2_LATE_HERBAL	d->BARE	y	chy	YES
439	A:340	A3	Y	P3_BIOLOGICAL	d->BARE	y	chy	YES
440	A:340	A3	Y	P4_CELESTIAL	d->che	chey	chy	YES
441	A:358	A3	Y	P1_EARLY_HERBAL	d->t	ty	chey	YES
442	A:358	A3	Y	P2_LATE_HERBAL	d->BARE	y	chey	YES
443	A:358	A3	Y	P3_BIOLOGICAL	d->BARE	y	chey	YES
444	A:358	A3	Y	P4_CELESTIAL	d->che	chey	chey	YES
445	A:364	A3	AR	P1_EARLY_HERBAL	BARE->q	qar	sar	YES
446	A:364	A3	AR	P2_LATE_HERBAL	BARE->ch	char	sar	YES
447	A:364	A3	AR	P3_BIOLOGICAL	BARE->q	qar	sar	YES
448	A:364	A3	AR	P4_CELESTIAL	BARE->d	dar	sar	YES
449	A:385	A3	OT+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	otchey	otchy	YES
450	A:385	A3	OT+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	oty	otchy	YES
451	A:385	A3	OT+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	otdy	otchy	YES
452	A:385	A3	OT+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	otchy	otchy	YES
