host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard
74	ACTION:G407-E0312@1:SH	RUNNING:G407-E0312@1	RUNNING_ATOM	G407-E0312	G407-S010	f11r	HERBAL	SH	SH_HP_SOAK	SH_HP_SOAK	AUTO_CONTEXT	SH_HP_SOAK	3	SH|E|Y	E|SH|Y	NONE	NONE	1	RUNNING:G407-E0312@3	Y	Y*1	NO	YES	Weiche ein	NOT_APPLICABLE	SH_HP_SOAK	Weiche ein	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
75	ACTION:G407-E0314@4:T	RUNNING:G407-E0314@4	RUNNING_ATOM	G407-E0314	G407-S011	f11r	HERBAL	T	T_AFTER_SH_COOL	T_AFTER_SH_COOL	AUTO_CONTEXT	T_AFTER_SH_COOL	3	Y|T|Y	T|Y	SH	NONE	2	RUNNING:G407-E0314@3|RUNNING:G407-E0314@5	Y+Y	Y*2	YES	YES	Kühle ab	NOT_APPLICABLE	T_AFTER_SH_COOL	Kühle ab	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
76	ACTION:G407-E0315@4:T	RUNNING:G407-E0315@4	RUNNING_ATOM	G407-E0315	G407-S011	f11r	HERBAL	T	T_HP_FORM_SET	T_HP_FORM_SET	AUTO_CONTEXT	T_HP_FORM_SET	9	T|O|D_ADDR|Y|CARRIER_Q|O|D_ADDR|OR|Y	D_ADDR|O|T|Y	CH	NONE	3	RUNNING:G407-E0315@7|RUNNING:G407-E0316@4|RUNNING:G407-E0317@1	Y+OR+Y	Y*2+OR*1	YES	YES	Bringe in Form oder stelle die Stufe ein	NOT_APPLICABLE	T_HP_FORM_SET	Stelle Form oder Stufe ein	NO	YES	3	0	3	0	Pflanzenmaterial|Arbeitseinheit|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenmaterial|Arbeitseinheit|Pflanzenmaterial	Pflanzenmaterial|Arbeitseinheit|Pflanzenmaterial	Pflanzenmaterial ×2; Arbeitseinheit ×1	Pflanzenmaterial ×2; Arbeitseinheit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
77	ACTION:G407-E0318@2:SH	RUNNING:G407-E0318@2	RUNNING_ATOM	G407-E0318	G407-S011	f11r	HERBAL	SH	SH_HP_EXTRACT_STEEP	SH_HP_EXTRACT_STEEP	AUTO_CONTEXT	SH_HP_EXTRACT_STEEP	3	SH|Y|AIIN	SH|Y	K	NONE	2	RUNNING:G407-E0318@3|RUNNING:G407-E0319@1	Y+AIIN	Y*1+AIIN*1	NO	YES	Lass den Auszug ziehen	NOT_APPLICABLE	SH_HP_EXTRACT_STEEP	Lass den Auszug ziehen	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenauszug	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial ×1; Pflanzenauszug ×1	Pflanzenmaterial ×1; Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
78	ACTION:G407-E0320@2:T	RUNNING:G407-E0320@2	RUNNING_ATOM	G407-E0320	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E0320@1|RUNNING:G407-E0320@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
79	ACTION:G407-E0321@2:T	RUNNING:G407-E0321@2	RUNNING_ATOM	G407-E0321	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	2	Y|T	T|Y	NONE	OK	1	RUNNING:G407-E0321@1	Y	Y*1	NO	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
80	ACTION:G407-E0326@2:T	RUNNING:G407-E0326@2	RUNNING_ATOM	G407-E0326	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	4	T|Y|D_ADDR|OR	T|Y	CH	NONE	2	RUNNING:G407-E0326@3|RUNNING:G407-E0327@2	Y+OR	Y*1+OR*1	NO	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenansatz	Pflanzenmaterial|Pflanzenansatz	Pflanzenmaterial ×1; Pflanzenansatz ×1	Pflanzenmaterial ×1; Pflanzenansatz ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
81	ACTION:G407-E0340@1:SH	RUNNING:G407-E0340@1	RUNNING_ATOM	G407-E0340	G407-S011	f11r	HERBAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	2	SH|OR	OR|SH	NONE	NONE	1	RUNNING:G407-E0340@2	OR	OR*1	NO	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	1	0	1	0	Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzeneinheit	Pflanzeneinheit	Pflanzeneinheit ×1	Pflanzeneinheit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
82	ACTION:G407-E0341@1:SH	RUNNING:G407-E0341@1	RUNNING_ATOM	G407-E0341	G407-S011	f11r	HERBAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	2	SH|OR	OR|SH	NONE	NONE	1	RUNNING:G407-E0341@2	OR	OR*1	NO	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	1	0	1	0	Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzeneinheit	Pflanzeneinheit	Pflanzeneinheit ×1	Pflanzeneinheit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
83	ACTION:G407-E0345@2:T	RUNNING:G407-E0345@2	RUNNING_ATOM	G407-E0345	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E0345@3|RUNNING:G407-E0347@1	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
84	ACTION:G407-E0352@1:S	RUNNING:G407-E0352@1	RUNNING_ATOM	G407-E0352	G407-S011	f11r	HERBAL	S	S_HP_SEPARATE	S_HP_SEPARATE	AUTO_CONTEXT	S_HP_SEPARATE	2	S|Y	S	NONE	NONE	1	RUNNING:G407-E0353@1	Y	Y*1	NO	YES	Trenne ab	NOT_APPLICABLE	S_HP_SEPARATE	Trenne ab	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
85	ACTION:G407-E0359@2:T	RUNNING:G407-E0359@2	RUNNING_ATOM	G407-E0359	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	2	T|Y	T|Y	CH	NONE	1	RUNNING:G407-E0359@3	Y	Y*1	NO	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
86	ACTION:G407-E0360@1:S	RUNNING:G407-E0360@1	RUNNING_ATOM	G407-E0360	G407-S011	f11r	HERBAL	S	S_HP_STRAIN	S_HP_STRAIN	AUTO_CONTEXT	S_HP_STRAIN	3	S|AIIN|Y	S	NONE	NONE	2	RUNNING:G407-E0361@1|RUNNING:G407-E0362@2	AIIN+Y	Y*1+AIIN*1	NO	YES	Seihe ab	NOT_APPLICABLE	S_HP_STRAIN	Seihe ab	YES	YES	2	0	2	0	Pflanzenauszug|Pflanzenmaterial	HP_EXTRACT_OF_MATERIAL	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	YES	2	0	2	0	0	Pflanzenauszug|Pflanzenmaterial	Pflanzenauszug|Pflanzenmaterial	Pflanzenmaterial ×1; Pflanzenauszug ×1	Pflanzenauszug ×1; Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
87	ACTION:G407-E0364@2:T	RUNNING:G407-E0364@2	RUNNING_ATOM	G407-E0364	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E0364@3|RUNNING:G407-E0365@1	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
88	ACTION:G407-E0366@1:T	RUNNING:G407-E0366@1	RUNNING_ATOM	G407-E0366	G407-S012	f13r	HERBAL	T	T_HP_BEFORE_SH_WARM	T_HP_BEFORE_SH_WARM	AUTO_CONTEXT	T_HP_BEFORE_SH_WARM	2	T|OR	OR|T	NONE	SH	1	RUNNING:G407-E0366@2	OR	OR*1	NO	YES	Erwärme	NOT_APPLICABLE	T_HP_BEFORE_SH_WARM	Erwärme	YES	YES	1	0	1	0	Pflanzenansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenansatz	Pflanzenansatz	Pflanzenansatz ×1	Pflanzenansatz ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
89	ACTION:G407-E0366@3:SH	RUNNING:G407-E0366@3	RUNNING_ATOM	G407-E0366	G407-S012	f13r	HERBAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	2	SH|OR	OR|SH	T	NONE	1	RUNNING:G407-E0366@4	OR	OR*1	NO	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	1	0	1	0	Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzeneinheit	Pflanzeneinheit	Pflanzeneinheit ×1	Pflanzeneinheit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
90	ACTION:G407-E0368@1:SH	RUNNING:G407-E0368@1	RUNNING_ATOM	G407-E0368	G407-S012	f13r	HERBAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	2	SH|Y	SH	NONE	NONE	1	RUNNING:G407-E0369@1	Y	Y*1	NO	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
91	ACTION:G407-E0384@1:S	RUNNING:G407-E0384@1	RUNNING_ATOM	G407-E0384	G407-S012	f13r	HERBAL	S	S_HP_SEPARATE	S_HP_SEPARATE	AUTO_CONTEXT	S_HP_SEPARATE	2	S|Y	S	NONE	NONE	1	RUNNING:G407-E0385@1	Y	Y*1	NO	YES	Trenne ab	NOT_APPLICABLE	S_HP_SEPARATE	Trenne ab	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
92	ACTION:G407-E0386@1:S	RUNNING:G407-E0386@1	RUNNING_ATOM	G407-E0386	G407-S012	f13r	HERBAL	S	S_HP_SEPARATE	S_HP_SEPARATE	AUTO_CONTEXT	S_HP_SEPARATE	2	S|Y	S	NONE	NONE	1	RUNNING:G407-E0387@1	Y	Y*1	NO	YES	Trenne ab	NOT_APPLICABLE	S_HP_SEPARATE	Trenne ab	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
93	ACTION:G407-E0389@1:SH	RUNNING:G407-E0389@1	RUNNING_ATOM	G407-E0389	G407-S012	f13r	HERBAL	SH	SH_HP_EXTRACT_STEEP	SH_HP_EXTRACT_STEEP	AUTO_CONTEXT	SH_HP_EXTRACT_STEEP	2	SH|AIIN	AIIN|SH	NONE	NONE	1	RUNNING:G407-E0389@2	AIIN	AIIN*1	NO	YES	Lass den Auszug ziehen	NOT_APPLICABLE	SH_HP_EXTRACT_STEEP	Lass den Auszug ziehen	YES	YES	1	0	1	0	Pflanzenauszug	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenauszug	Pflanzenauszug	Pflanzenauszug ×1	Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
94	ACTION:G407-E0393@2:T	RUNNING:G407-E0393@2	RUNNING_ATOM	G407-E0393	G407-S012	f13r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E0393@1|RUNNING:G407-E0393@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
95	ACTION:G407-E0398@2:T	RUNNING:G407-E0398@2	RUNNING_ATOM	G407-E0398	G407-S012	f13r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E0398@1|RUNNING:G407-E0398@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
96	ACTION:G407-E0400@1:SH	RUNNING:G407-E0400@1	RUNNING_ATOM	G407-E0400	G407-S012	f13r	HERBAL	SH	SH_HP_SOAK	SH_HP_SOAK	AUTO_CONTEXT	SH_HP_SOAK	6	SH|OR|O|D_ADDR|O|Y	D_ADDR|O|OR|SH	NONE	NONE	2	RUNNING:G407-E0400@2|RUNNING:G407-E0401@1	OR+Y	Y*1+OR*1	NO	YES	Weiche ein	NOT_APPLICABLE	SH_HP_SOAK	Weiche ein	YES	YES	2	0	2	0	Pflanzeneinheit|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzeneinheit|Pflanzenmaterial	Pflanzeneinheit|Pflanzenmaterial	Pflanzenmaterial ×1; Pflanzeneinheit ×1	Pflanzeneinheit ×1; Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
97	ACTION:G407-E0402@1:T	RUNNING:G407-E0402@1	RUNNING_ATOM	G407-E0402	G407-S012	f13r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	2	T|Y	T|Y	NONE	NONE	1	RUNNING:G407-E0402@2	Y	Y*1	NO	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	1	0	1	0	Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial ×1	Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
98	ACTION:G407-E0428@1:T	RUNNING:G407-E0428@1	RUNNING_ATOM	G407-E0428	G407-S014	f13r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	T|OR|Y	OR|T|Y	NONE	NONE	2	RUNNING:G407-E0428@2|RUNNING:G407-E0428@3	OR+Y	Y*1+OR*1	NO	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenansatz|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenansatz|Pflanzenmaterial	Pflanzenansatz|Pflanzenmaterial	Pflanzenmaterial ×1; Pflanzenansatz ×1	Pflanzenansatz ×1; Pflanzenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
