host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard	repeat_ordinal	repeat_class	written_extra_copy_count	ordered_written_slot_lemmas_de	gdt587_fluid_host_clause_de	gdt588_special_fluent_repair	gdt589_display_action	count_interpretation	repeat_guard
146	ACTION:G407-E0792@1:S	RUNNING:G407-E0792@1	RUNNING_ATOM	G407-E0792	G407-S037	f55v	HERBAL	S	S_HP_STRAIN	S_HP_STRAIN	AUTO_CONTEXT	S_HP_STRAIN	5	S|L|AR|AIIN|AIIN	L|S	NONE	NONE	2	RUNNING:G407-E0794@1|RUNNING:G407-E0795@1	AIIN+AIIN	AIIN*2	YES	YES	Seihe ab	NOT_APPLICABLE	S_HP_STRAIN	Seihe ab	YES	YES	2	0	2	0	Pflanzenauszug|Pflanzenauszug	HP_EXTRACT_OF_MATERIAL	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	YES	2	0	2	0	0	Pflanzenauszug|Pflanzenauszug	Pflanzenauszug|Pflanzenauszug	Pflanzenauszug ×2	Pflanzenauszug ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	26	SPECIAL_PACKET	1	AIIN=Pflanzenauszug | AIIN=Pflanzenauszug	Seihe den Pflanzenauszug vom Ausgangsmaterial oder -gefäß und über den Materialkontakt ab	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
147	ACTION:G407-E0799@3:S	RUNNING:G407-E0799@3	RUNNING_ATOM	G407-E0799	G407-S038	f56r	HERBAL	S	S_HP_SEPARATE	S_HP_SEPARATE	AUTO_CONTEXT	S_HP_SEPARATE	3	S|Y|Y	S	CH	NONE	2	RUNNING:G407-E0800@1|RUNNING:G407-E0801@2	Y+Y	Y*2	YES	YES	Trenne ab	NOT_APPLICABLE	S_HP_SEPARATE	Trenne ab	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	27	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Sondere das Pflanzenmaterial aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
152	ACTION:G407-E0882@2:T	RUNNING:G407-E0882@2	RUNNING_ATOM	G407-E0882	G407-S040	f56r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E0882@3|RUNNING:G407-E0883@2	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	28	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
166	ACTION:G407-E0955@2:T	RUNNING:G407-E0955@2	RUNNING_ATOM	G407-E0955	G407-S047	f67r2	CELESTIAL	T	T_CELESTIAL_SET	T_CELESTIAL_SET	AUTO_CONTEXT	T_CELESTIAL_SET	5	Y|T|OR|AIIN|OR	OR|T|Y	NONE	NONE	4	RUNNING:G407-E0955@1|RUNNING:G407-E0955@3|RUNNING:G407-E0956@1|RUNNING:G407-E0957@1	Y+OR+AIIN+OR	Y*1+AIIN*1+OR*2	YES	YES	Stelle ein	NOT_APPLICABLE	T_CELESTIAL_SET	Stelle die Ringposition ein	NO	YES	4	0	4	0	Ringposition|Ringsegment|Positionswert|Ringsegment	CELESTIAL_POSITION_SEGMENT_VALUE	YES	CELESTIAL_POSITION_SEGMENT_VALUE	CELESTIAL_POSITION_SEGMENT_VALUE	YES	4	0	4	0	0	Ringposition|Ringsegment|Positionswert|Ringsegment	Ringposition|Ringsegment|Positionswert|Ringsegment	Ringposition ×1; Positionswert ×1; Ringsegment ×2	Ringposition ×1; Ringsegment ×2; Positionswert ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	29	SPECIAL_PACKET	1	Y=Ringposition | OR=Ringsegment | AIIN=Positionswert | OR=Ringsegment	Stelle die Ringposition des Ringsegments auf den Positionswert ein	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
178	ACTION:G407-E1004@2:SH	RUNNING:G407-E1004@2	RUNNING_ATOM	G407-E1004	G407-S051	f67r2	CELESTIAL	SH	SH_CELESTIAL_FIX	SH_CELESTIAL_FIX	AUTO_CONTEXT	SH_CELESTIAL_FIX	4	SH|E|Y|Y	E|SH|Y	S	NONE	2	RUNNING:G407-E1004@4|RUNNING:G407-E1005@1	Y+Y	Y*2	YES	YES	Halte fest	NOT_APPLICABLE	SH_CELESTIAL_FIX	Halte die Position fest	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	30	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Halte die Ringposition auf Ringstufe I fest	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
179	ACTION:G407-E1015@2:SH	RUNNING:G407-E1015@2	RUNNING_ATOM	G407-E1015	G407-S051	f67r2	CELESTIAL	SH	SH_CELESTIAL_FIX	SH_CELESTIAL_FIX	AUTO_CONTEXT	SH_CELESTIAL_FIX	4	Y|SH|E|Y	E|SH|Y	NONE	NONE	2	RUNNING:G407-E1015@1|RUNNING:G407-E1015@4	Y+Y	Y*2	YES	YES	Halte fest	NOT_APPLICABLE	SH_CELESTIAL_FIX	Halte die Position fest	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	31	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Halte die Ringposition auf Ringstufe I fest	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
188	ACTION:G407-E1069@1:T	RUNNING:G407-E1069@1	RUNNING_ATOM	G407-E1069	G407-S055	f71v	CELESTIAL	T	T_CELESTIAL_SET	T_CELESTIAL_SET	AUTO_CONTEXT	T_CELESTIAL_SET	4	T|EE|Y|Y	EE|T|Y	NONE	NONE	2	RUNNING:G407-E1069@3|RUNNING:G407-E1070@1	Y+Y	Y*2	YES	YES	Stelle ein	NOT_APPLICABLE	T_CELESTIAL_SET	Stelle die Ringposition ein	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	32	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Stelle die Ringposition auf Ringstufe II ein	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
189	ACTION:G407-E1089@1:T	RUNNING:G407-E1089@1	RUNNING_ATOM	G407-E1089	G407-S056	f71v	CELESTIAL	T	T_CELESTIAL_SET	T_CELESTIAL_SET	AUTO_CONTEXT	T_CELESTIAL_SET	4	T|EEE|Y|Y	EEE|T|Y	NONE	NONE	2	RUNNING:G407-E1089@3|RUNNING:G407-E1090@3	Y+Y	Y*2	YES	YES	Stelle ein	NOT_APPLICABLE	T_CELESTIAL_SET	Stelle die Ringposition ein	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	33	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Stelle die Ringposition auf Ringstufe III ein	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
199	ACTION:G407-E1180@1:T	RUNNING:G407-E1180@1	RUNNING_ATOM	G407-E1180	G407-S064	f72r	CELESTIAL	T	T_CELESTIAL_SET	T_CELESTIAL_SET	AUTO_CONTEXT	T_CELESTIAL_SET	5	AR|T|E|Y|Y	E|T|Y	NONE	NONE	2	RUNNING:G407-E1180@3|RUNNING:G407-E1181@3	Y+Y	Y*2	YES	YES	Stelle ein	NOT_APPLICABLE	T_CELESTIAL_SET	Stelle die Ringposition ein	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	34	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Stelle die Ringposition auf Ringstufe I und von der Ausgangsposition ein	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
201	ACTION:G407-E1186@1:SH	RUNNING:G407-E1186@1	RUNNING_ATOM	G407-E1186	G407-S064	f72r	CELESTIAL	SH	SH_CELESTIAL_FIX	SH_CELESTIAL_FIX	AUTO_CONTEXT	SH_CELESTIAL_FIX	3	SH|AIIN|AIIN	AIIN|SH	NONE	NONE	2	RUNNING:G407-E1186@4|RUNNING:G407-E1187@2	AIIN+AIIN	AIIN*2	YES	YES	Halte fest	NOT_APPLICABLE	SH_CELESTIAL_FIX	Halte die Position fest	NO	YES	2	0	2	0	Positionswert|Positionswert	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Positionswert|Positionswert	Positionswert|Positionswert	Positionswert ×2	Positionswert ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	35	DEFAULT_COMPOSITION	1	AIIN=Positionswert | AIIN=Positionswert	Halte den Positionswert fest	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
207	ACTION:G407-E1261@1:T	RUNNING:G407-E1261@1	RUNNING_ATOM	G407-E1261	G407-S068	f72r	CELESTIAL	T	T_CELESTIAL_SET	T_CELESTIAL_SET	AUTO_CONTEXT	T_CELESTIAL_SET	4	Y|T|E|Y	E|T|Y	NONE	NONE	2	RUNNING:G407-E1260@3|RUNNING:G407-E1261@3	Y+Y	Y*2	YES	YES	Stelle ein	NOT_APPLICABLE	T_CELESTIAL_SET	Stelle die Ringposition ein	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	36	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Stelle die Ringposition auf Ringstufe I ein	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
213	ACTION:G407-E1295@1:T	RUNNING:G407-E1295@1	RUNNING_ATOM	G407-E1295	G407-S071	f72r	CELESTIAL	T	T_CELESTIAL_SET	T_CELESTIAL_SET	AUTO_CONTEXT	T_CELESTIAL_SET	6	T|AL|Y|D_ADDR|AR|Y	AL|T|Y	NONE	NONE	2	RUNNING:G407-E1295@3|RUNNING:G407-E1297@2	Y+Y	Y*2	YES	YES	Stelle ein	NOT_APPLICABLE	T_CELESTIAL_SET	Stelle die Ringposition ein	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	37	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Stelle die Ringposition an der unteren Ringstelle, zur Zielposition und von der Ausgangsposition ein	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
229	ACTION:G407-E1384@2:T	RUNNING:G407-E1384@2	RUNNING_ATOM	G407-E1384	G407-S077	f72r	CELESTIAL	T	T_CELESTIAL_SET	T_CELESTIAL_SET	AUTO_CONTEXT	T_CELESTIAL_SET	4	Y|T|EE|Y	EE|T|Y	NONE	NONE	2	RUNNING:G407-E1384@1|RUNNING:G407-E1384@4	Y+Y	Y*2	YES	YES	Stelle ein	NOT_APPLICABLE	T_CELESTIAL_SET	Stelle die Ringposition ein	NO	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	38	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Stelle die Ringposition auf Ringstufe II ein	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
232	ACTION:G407-E1409@1:CHD	RUNNING:G407-E1409@1	RUNNING_ATOM	G407-E1409	G407-S079	f72r	CELESTIAL	CHD	CHD_CELESTIAL_CALCULATE	CHD_CELESTIAL_CALCULATE	AUTO_CONTEXT	CHD_CELESTIAL_CALCULATE	3	CHD|Y|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E1409@2|RUNNING:G407-E1410@1	Y+Y	Y*2	YES	YES	Berechne	NOT_APPLICABLE	CHD_CELESTIAL_CALCULATE	Berechne	YES	YES	2	0	2	0	Ringposition|Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ringposition|Ringposition	Ringposition|Ringposition	Ringposition ×2	Ringposition ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	39	DEFAULT_COMPOSITION	1	Y=Ringposition | Y=Ringposition	Berechne die Ringposition	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
234	ACTION:G407-E1416@4:S	RUNNING:G407-E1416@4	RUNNING_ATOM	G407-E1416	G407-S081	f72r	CELESTIAL	S	S_CELESTIAL_SELECT	S_CELESTIAL_SELECT	AUTO_CONTEXT	S_CELESTIAL_SELECT	6	O|S|AIIN|AIIN|OR|AIIN	O|S	OK	NONE	4	RUNNING:G407-E1417@1|RUNNING:G407-E1418@2|RUNNING:G407-E1419@1|RUNNING:G407-E1419@2	AIIN+AIIN+OR+AIIN	AIIN*3+OR*1	YES	YES	Wähle aus	NOT_APPLICABLE	S_CELESTIAL_SELECT	Wähle aus	YES	YES	4	0	4	0	Positionswert|Positionswert|Ringsegment|Positionswert	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	4	0	4	0	0	Positionswert|Positionswert|Ringsegment|Positionswert	Positionswert|Positionswert|Ringsegment|Positionswert	Positionswert ×3; Ringsegment ×1	Positionswert ×3; Ringsegment ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	40	DEFAULT_COMPOSITION	2	AIIN=Positionswert | AIIN=Positionswert | OR=Ringsegment | AIIN=Positionswert	Wähle den Positionswert und das Ringsegment in Eintragsform aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
237	ACTION:G407-E1433@1:SH	RUNNING:G407-E1433@1	RUNNING_ATOM	G407-E1433	G407-S083	f75r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	6	AIN|SH|E|Y|L|Y	E|SH|Y	NONE	NONE	3	RUNNING:G407-E1432@1|RUNNING:G407-E1433@3|RUNNING:G407-E1434@2	AIN+Y+Y	Y*2+AIN*1	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	3	0	3	0	Anwendungsportion|Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Anwendungsportion|Stationsansatz|Stationsansatz	Anwendungsportion|Stationsansatz|Stationsansatz	Stationsansatz ×2; Anwendungsportion ×1	Anwendungsportion ×1; Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	41	DEFAULT_COMPOSITION	1	AIN=Anwendungsportion | Y=Stationsansatz | Y=Stationsansatz	Halte die Anwendungsportion und den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
255	ACTION:G407-E1530@1:SH	RUNNING:G407-E1530@1	RUNNING_ATOM	G407-E1530	G407-S101	f75r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	4	SH|E|Y|Y	E|SH|Y	NONE	NONE	2	RUNNING:G407-E1530@3|RUNNING:G407-E1531@1	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Körper|Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Körper|Körper	Körper|Körper	Körper ×2	Körper ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	42	DEFAULT_COMPOSITION	1	Y=Körper | Y=Körper	Halte den Körper im Bad auf Grad I	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
266	ACTION:G407-E1594@1:SH	RUNNING:G407-E1594@1	RUNNING_ATOM	G407-E1594	G407-S119	f75r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	5	SH|E|Y|E|Y	E|SH|Y	NONE	NONE	2	RUNNING:G407-E1594@3|RUNNING:G407-E1595@2	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Körper|Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Körper|Körper	Körper|Körper	Körper ×2	Körper ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	43	DEFAULT_COMPOSITION	1	Y=Körper | Y=Körper	Halte den Körper im Bad auf Grad I	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
