guard_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	gdt584_rule_id	written_root_sequence	complete_host_values_written	body_blockers_present	historical_y_lemma_sequence	portable_y_lemma_sequence	historical_route	portable_exact	clean_bath_body_fork	exploratory_bath_default_de	retained_bath_alternative_de	guard
86	ACTION:G407-E2056@4:T	G407-E2056	G407-S246	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
87	ACTION:G407-E2073@1:SH	G407-E2073	G407-S248	f76r	SH_REST_HOLD	Y	Y|SH|E|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
88	ACTION:G407-E2074@1:SH	G407-E2074	G407-S248	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
89	ACTION:G407-E2088@1:SH	G407-E2088	G407-S250	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
90	ACTION:G407-E2097@1:CHD	G407-E2097	G407-S250	f76r	CHD_BIO_TREAT	Y	CHD|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
91	ACTION:G407-E2099@2:T	G407-E2099	G407-S250	f76r	T_PHYSICAL_BROAD	Y	Y|T|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
92	ACTION:G407-E2107@1:SH	G407-E2107	G407-S253	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
93	ACTION:G407-E2108@4:T	G407-E2108	G407-S253	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
94	ACTION:G407-E2116@3:T	G407-E2116	G407-S253	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
95	ACTION:G407-E2117@1:CHD	G407-E2117	G407-S253	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
96	ACTION:G407-E2124@1:S	G407-E2124	G407-S253	f76r	S_REST_SELECT	AIN+Y	S|AIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
97	ACTION:G407-E2136@1:CHD	G407-E2136	G407-S255	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
98	ACTION:G407-E2138@1:CHD	G407-E2138	G407-S255	f76r	CHD_BIO_TREAT	Y+Y	CHD|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
99	ACTION:G407-E2150@1:SH	G407-E2150	G407-S259	f76r	SH_REST_HOLD	Y	SH|E|Y|L	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
100	ACTION:G407-E2154@1:SH	G407-E2154	G407-S259	f76r	SH_REST_HOLD	Y	SH|EE|Y|D_ADDR|AR	AR|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
101	ACTION:G407-E2157@1:SH	G407-E2157	G407-S259	f76r	SH_REST_HOLD	Y	SH|E|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
102	ACTION:G407-E2161@1:SH	G407-E2161	G407-S261	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
103	ACTION:G407-E2165@3:T	G407-E2165	G407-S262	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
104	ACTION:G407-E2166@1:S	G407-E2166	G407-S262	f76r	S_REST_SELECT	AIN+Y	S|AIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
105	ACTION:G407-E2170@2:SH	G407-E2170	G407-S263	f76r	SH_REST_HOLD	Y	L|SH|E|Y	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
106	ACTION:G407-E2172@3:T	G407-E2172	G407-S263	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
107	ACTION:G407-E2176@1:CHD	G407-E2176	G407-S263	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
108	ACTION:G407-E2178@3:T	G407-E2178	G407-S263	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
109	ACTION:G407-E2184@2:SH	G407-E2184	G407-S264	f76r	SH_REST_HOLD	Y	SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
110	ACTION:G407-E2186@1:CHD	G407-E2186	G407-S264	f76r	CHD_BIO_TREAT	Y+OR+OR	CHD|Y|L|AL|OR|AL|OR	AL|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
111	ACTION:G407-E2208@2:SH	G407-E2208	G407-S270	f76r	SH_REST_HOLD	Y	Y|L|SH|E	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
112	ACTION:G407-E2210@2:T	G407-E2210	G407-S271	f76r	T_PHYSICAL_BROAD	Y+Y	Y|T|AL|Y	AL	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
113	ACTION:G407-E2217@1:SH	G407-E2217	G407-S271	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
114	ACTION:G407-E2220@1:S	G407-E2220	G407-S272	f76r	S_REST_SELECT	OR+Y+Y	S|OR|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
115	ACTION:G407-E2232@1:SH	G407-E2232	G407-S275	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
116	ACTION:G407-E2235@1:CHD	G407-E2235	G407-S275	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
117	ACTION:G407-E2239@2:SH	G407-E2239	G407-S276	f76r	SH_REST_HOLD	Y+AIIN+Y	Y|L|SH|AIIN|Y	L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
118	ACTION:G407-E2247@1:SH	G407-E2247	G407-S278	f76r	SH_REST_HOLD	Y	Y|SH|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
119	ACTION:G407-E2247@4:T	G407-E2247	G407-S278	f76r	T_PHYSICAL_BROAD	Y	T|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
120	ACTION:G407-E2250@1:SH	G407-E2250	G407-S278	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
121	ACTION:G407-E2253@1:SH	G407-E2253	G407-S278	f76r	SH_REST_HOLD	Y	SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
122	ACTION:G407-E2258@1:CHD	G407-E2258	G407-S278	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
123	ACTION:G407-E2272@1:SH	G407-E2272	G407-S281	f76r	SH_REST_HOLD	Y	Y|SH|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
124	ACTION:G407-E2276@1:SH	G407-E2276	G407-S282	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
125	ACTION:G407-E2280@2:S	G407-E2280	G407-S283	f76r	S_REST_SELECT	Y	O|Y|A_ADDR|S	A_ADDR|O	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
126	ACTION:G407-E2282@1:SH	G407-E2282	G407-S283	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
127	ACTION:G407-E2290@1:CHD	G407-E2290	G407-S287	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
128	ACTION:G407-E2292@1:CHD	G407-E2292	G407-S287	f76r	CHD_BIO_TREAT	Y+AIN+AIN	CHD|Y|AIN|AIN	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
129	ACTION:G407-E2298@1:SH	G407-E2298	G407-S287	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
130	ACTION:G407-E2301@1:SH	G407-E2301	G407-S287	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
131	ACTION:G407-E2310@2:T	G407-E2310	G407-S288	f76r	T_PHYSICAL_BROAD	Y+AIN	Y|T|AIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
132	ACTION:G407-E2323@1:CHD	G407-E2323	G407-S290	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
133	ACTION:G407-E2330@1:SH	G407-E2330	G407-S291	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
134	ACTION:G407-E2337@1:SH	G407-E2337	G407-S294	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
135	ACTION:G407-E2341@3:CHD	G407-E2341	G407-S295	f76r	CHD_BIO_TREAT	Y	CHD|Y|D_ADDR|AR	AR|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
136	ACTION:G407-E2343@1:CHD	G407-E2343	G407-S295	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
137	ACTION:G407-E2344@4:CHD	G407-E2344	G407-S295	f76r	CHD_BIO_TREAT	Y	CHD|Y|L	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
138	ACTION:G407-E2351@2:SH	G407-E2351	G407-S300	f76r	SH_REST_HOLD	Y	L|SH|EE|D_ADDR|Y	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
139	ACTION:G407-E2365@1:CHD	G407-E2365	G407-S305	f76r	CHD_BIO_TREAT	Y+OR	CHD|Y|L|AL|OR	AL|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
140	ACTION:G407-E2368@1:CHD	G407-E2368	G407-S305	f76r	CHD_BIO_TREAT	Y+AIIN	CHD|Y|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
141	ACTION:G407-E2377@1:S	G407-E2377	G407-S307	f76r	S_REST_SELECT	Y+AIN	Y|S|AIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
142	ACTION:G407-E2378@1:SH	G407-E2378	G407-S307	f76r	SH_REST_HOLD	Y+OR	SH|EE|Y|OR|AR|AL	AL|AR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
143	ACTION:G407-E2382@2:SH	G407-E2382	G407-S307	f76r	SH_REST_HOLD	Y	SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
144	ACTION:G407-E2392@1:SH	G407-E2392	G407-S310	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
145	ACTION:G407-E2397@4:CHD	G407-E2397	G407-S311	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
146	ACTION:G407-E2398@4:CHD	G407-E2398	G407-S311	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
147	ACTION:G407-E2402@1:T	G407-E2402	G407-S312	f77r	T_BIO_STATION_REGULATE	Y	L|Y|T	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
148	ACTION:G407-E2404@1:SH	G407-E2404	G407-S312	f77r	SH_BIO_BATHE	Y+AIIN	SH|E|Y|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	YES	Körper	Stationsansatz	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
149	ACTION:G407-E2408@1:CHD	G407-E2408	G407-S313	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
150	ACTION:G407-E2410@3:T	G407-E2410	G407-S313	f77r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
151	ACTION:G407-E2417@3:T	G407-E2417	G407-S316	f77r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
152	ACTION:G407-E2425@1:CHD	G407-E2425	G407-S321	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
153	ACTION:G407-E2434@1:CHD	G407-E2434	G407-S324	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
154	ACTION:G407-E2435@2:SH	G407-E2435	G407-S324	f77r	SH_BIO_BATHE	Y	L|SH|EE|D_ADDR|Y	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
155	ACTION:G407-E2438@1:CHD	G407-E2438	G407-S325	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
156	ACTION:G407-E2452@3:T	G407-E2452	G407-S332	f77r	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
157	ACTION:G407-E2459@1:CHD	G407-E2459	G407-S334	f77r	CHD_BIO_TREAT	AIIN+Y	AIIN|CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
158	ACTION:G407-E2468@1:SH	G407-E2468	G407-S340	f77r	SH_BIO_BATHE	Y	SH|EE|D_ADDR|CARRIER_Q|EE|Y	CARRIER_Q|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
159	ACTION:G407-E2471@3:T	G407-E2471	G407-S340	f77r	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
160	ACTION:G407-E2476@2:SH	G407-E2476	G407-S341	f77r	SH_BIO_BATHE	Y+OR	L|SH|E|Y|L|OR	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
161	ACTION:G407-E2487@2:SH	G407-E2487	G407-S343	f77r	SH_BIO_BATHE	Y+Y	L|Y|L|SH|EE|Y	L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
162	ACTION:G407-E2499@1:SH	G407-E2499	G407-S346	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
163	ACTION:G407-E2507@1:CHD	G407-E2507	G407-S351	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
164	ACTION:G407-E2508@1:SH	G407-E2508	G407-S351	f77r	SH_BIO_BATHE	AIIN+Y	SH|E|AR|AIIN|Y	AR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
165	ACTION:G407-E2517@1:SH	G407-E2517	G407-S353	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
166	ACTION:G407-E2522@1:CHD	G407-E2522	G407-S354	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
167	ACTION:G407-E2526@1:CHD	G407-E2526	G407-S357	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
168	ACTION:G407-E2541@1:CHD	G407-E2541	G407-S359	f77r	CHD_BIO_TREAT	Y+OR	CHD|Y|D_ADDR|AR|OR	AR|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
169	ACTION:G407-E2546@3:T	G407-E2546	G407-S361	f77r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
170	ACTION:G407-E2549@3:CHD	G407-E2549	G407-S362	f77r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
171	ACTION:G407-E2584@1:SH	G407-E2584	G407-S370	f77r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
