surface	family_class	left_whole	page	physical_folio	locus	token_ordinal	token_index	surface_rank_in_current_line	line_token_count	line_position	norm_position	section	language	hand	paragraph_start_line	paragraph_end_line	true_paragraph_start	true_paragraph_end	left_surface	right_surface	left_reader_exact	right_reader_exact	reader_exact	zl3b_surface_count	it2a_surface_count	rf1b_surface_count	reader_exact_method	current_line	component_export_credit	occurrence_id
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.27	5	5	1	6	MIDDLE	0.800000000000	B	B	2	0	0	0	0	shedy	qotedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solchedy qokain okaiin shedy qokeedy qotedy	0	G787-O077
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.29	3	3	1	5	MIDDLE	0.500000000000	B	B	2	0	0	0	0	cheeol	qokeedy	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin cheeol qokeedy qokeedy qotal	0	G787-O078
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.29	4	4	2	5	MIDDLE	0.750000000000	B	B	2	0	0	0	0	qokeedy	qotal	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin cheeol qokeedy qokeedy qotal	0	G787-O079
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.36	6	6	1	8	MIDDLE	0.714285714286	B	B	2	0	0	0	0	dolchl	qokol	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	0	G787-O080
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.42	1	1	1	8	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qotedy	0	0	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	0	G787-O081
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.42	3	3	2	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	qotedy	qokeedy	0	1	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	0	G787-O082
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.42	4	4	3	8	MIDDLE	0.428571428571	B	B	2	0	0	0	0	qokeedy	qokeey	1	1	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	0	G787-O083
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77v	f77	f77v.8	3	3	1	10	MIDDLE	0.222222222222	B	B	2	0	0	0	0	shedy	qodykey	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeeey shedy qokeedy qodykey qokedy rsheedy taiiin sheol teedy yry	0	G787-O084
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77v	f77	f77v.11	9	9	1	11	MIDDLE	0.800000000000	B	B	2	0	0	0	0	shedy	dal	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qockhy dol chdy dsheedal qokal chedy dal shedy qokeedy dal olchy	0	G787-O085
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77v	f77	f77v.24	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	sheekey	daiin	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin sheekey qokeedy daiin dail qokedy qokedy rol	0	G787-O086
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77v	f77	f77v.25	8	8	1	9	MIDDLE	0.875000000000	B	B	2	0	0	0	0	sheedy	ral	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral	0	G787-O087
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f78r	f78	f78r.4	1	1	1	7	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qokedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qokedy shedy tchedy otar olkedy dam	0	G787-O088
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f78r	f78	f78r.10	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	deedy	otedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshedy deedy qokeedy otedy otal tedy otey oloiin	0	G787-O089
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f78r	f78	f78r.19	4	4	1	6	MIDDLE	0.600000000000	B	B	2	0	0	0	0	aiin	qokain	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y ches aiin okeedy qokain chl	0	G787-O090
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f78r	f78	f78r.24	1	1	1	5	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	kedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy kedy qokeey qokedy olol	0	G787-O091
sokeedy	LEFT_WHOLE_PLUS_KEEDY	so	f78r	f78	f78r.25	1	1	1	5	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	keol	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sokeedy keol lorain olkeey raiin	0	G787-O092
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f78r	f78	f78r.28	3	3	1	9	MIDDLE	0.250000000000	B	B	2	1	0	0	0	ol	kchol	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	orain ol qokeedy kchol tchal olkee yfchey ofchedy taly	0	G787-O093
solkeedy	LEFT_WHOLE_PLUS_KEEDY	sol	f78r	f78	f78r.31	1	1	1	8	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	sheckhy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	0	G787-O094
ykeedy	LEFT_WHOLE_PLUS_KEEDY	y	f78r	f78	f78r.32	7	7	1	9	MIDDLE	0.750000000000	B	B	2	0	0	0	0	lkain	okaly	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy	0	G787-O095
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f78v	f78	f78v.7	6	6	1	9	MIDDLE	0.625000000000	B	B	2	0	0	0	0	shedy	qokedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otor y shedy otedy shedy qokeedy qokedy otar otedy	0	G787-O096
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f78v	f78	f78v.8	5	5	1	9	MIDDLE	0.500000000000	B	B	2	0	0	0	0	oteedy	dar	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokedy otedy qokain oteedy qokeedy dar okedy dkedy dain	0	G787-O097
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f78v	f78	f78v.9	8	8	1	10	MIDDLE	0.777777777778	B	B	2	0	0	0	0	chedol	qotedy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y cheolk o lkeedy qokedy ol chedol okeedy qotedy rorarol	0	G787-O098
qolkeedy	LEFT_WHOLE_PLUS_KEEDY	qol	f79r	f79	f79r.24	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	qolkeey	qokedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokshedy qolkeey qolkeedy qokedy otain otchey okain y	0	G787-O099
dykeedy	LEFT_WHOLE_PLUS_KEEDY	dy	f79r	f79	f79r.26	4	4	1	8	MIDDLE	0.428571428571	B	B	2	1	0	0	0	qotchey	qokchdy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polaiin olteedy qotchey dykeedy qokchdy opchedy shol ory	0	G787-O100
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79r	f79	f79r.27	1	1	1	10	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	sheey	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	0	G787-O101
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.4	1	1	1	8	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qokeedy	0	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qokeedy qotain sol chedy rchey qoky lchedy	0	G787-O102
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.4	2	2	2	8	MIDDLE	0.142857142857	B	B	2	0	0	0	0	qokeedy	qotain	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qokeedy qotain sol chedy rchey qoky lchedy	0	G787-O103
qolkeedy	LEFT_WHOLE_PLUS_KEEDY	qol	f79v	f79	f79v.5	1	1	1	8	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qokedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qolkeedy qokedy qotal saiin ory qokedy oteedy lcheam	0	G787-O104
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.7	2	2	1	7	MIDDLE	0.166666666667	B	B	2	0	0	0	0	qokshey	qol	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokshey qokeedy qol kedy qokeedy qokain solchedy	0	G787-O105
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.7	5	5	2	7	MIDDLE	0.666666666667	B	B	2	0	0	0	0	kedy	qokain	0	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokshey qokeedy qol kedy qokeedy qokain solchedy	0	G787-O106
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.9	4	4	1	6	MIDDLE	0.600000000000	B	B	2	0	1	0	0	sheey	qokechey	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sar ol sheey qokeedy qokechey qol	0	G787-O107
qolkeedy	LEFT_WHOLE_PLUS_KEEDY	qol	f79v	f79	f79v.11	3	3	1	7	MIDDLE	0.333333333333	B	B	2	0	1	0	0	lchedy	qokain	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	olcheey lchedy qolkeedy qokain chckhy otar olkam	0	G787-O108
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.13	8	8	1	9	MIDDLE	0.875000000000	B	B	2	0	0	0	0	okeedy	ror	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dain ar olshey dytain qokain checthy okeedy qokeedy ror	0	G787-O109
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.14	6	6	1	8	MIDDLE	0.714285714286	B	B	2	0	0	0	0	sheedy	rolchey	1	0	1	2	2	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeey qokedy okeey qokol sheedy qokeedy rolchey qokeedy	0	G787-O110
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.15	2	2	1	8	MIDDLE	0.142857142857	B	B	2	0	0	0	0	yteedy	qokain	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yteedy qokeedy qokain olkeey cheokain dy teey qokain	0	G787-O111
olkeedy	LEFT_WHOLE_PLUS_KEEDY	ol	f79v	f79	f79v.16	6	6	1	9	MIDDLE	0.625000000000	B	B	2	0	0	0	0	qokeedy	qol	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dol sheey qol olkshey qokeedy olkeedy qol okaiin oly	0	G787-O112
olkeedy	LEFT_WHOLE_PLUS_KEEDY	ol	f79v	f79	f79v.18	8	8	1	9	MIDDLE	0.875000000000	B	B	2	0	0	0	0	qokeey	rchey	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey	0	G787-O113
ykeedy	LEFT_WHOLE_PLUS_KEEDY	y	f79v	f79	f79v.26	1	1	1	9	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	okaiin	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeedy okaiin dykaiin otedy dkeey tar ol otol oiiiny	0	G787-O114
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f79v	f79	f79v.28	8	8	1	8	LAST	1.000000000000	B	B	2	1	0	0	0	otaiin	EDGE	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchey ksheol qokain ofchedy otalshdy olkair otaiin okeedy	0	G787-O115
ykeedy	LEFT_WHOLE_PLUS_KEEDY	y	f79v	f79	f79v.31	4	4	1	8	MIDDLE	0.428571428571	B	B	2	0	0	0	0	o	qokeedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yshees aiin o ykeedy qokeedy qokar oteedy roltain	0	G787-O116
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.31	5	5	1	8	MIDDLE	0.571428571429	B	B	2	0	0	0	0	ykeedy	qokar	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yshees aiin o ykeedy qokeedy qokar oteedy roltain	0	G787-O117
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.39	1	1	1	10	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	ykeey	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy ykeey sheey or or aiin yefaiin chy dor yty	0	G787-O118
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f79v	f79	f79v.40	8	8	1	10	MIDDLE	0.777777777778	B	B	2	0	0	0	0	sheky	qokar	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	0	G787-O119
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80r	f80	f80r.11	6	6	1	10	MIDDLE	0.555555555556	B	B	2	1	0	0	0	okchdy	qopcheol	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pdol fshedy polkain octhor okchdy qokeedy qopcheol olkoiin y darshey	0	G787-O120
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80r	f80	f80r.16	2	2	1	11	MIDDLE	0.100000000000	B	B	2	0	0	0	0	solchedy	qokar	1	1	1	2	2	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty	0	G787-O121
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80r	f80	f80r.22	1	1	1	11	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qol	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qol shecthy qokalkeol qoky qokal shedy sal olkain shey qokl	0	G787-O122
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80r	f80	f80r.31	7	7	1	8	MIDDLE	0.857142857143	B	B	2	0	0	0	0	okaly	oly	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokal checthy sol chey okalol okaly qokeedy oly	0	G787-O123
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80v	f80	f80v.1	3	3	1	6	MIDDLE	0.400000000000	B	B	2	1	0	0	0	dolfchedy	qotedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchedy dolfchedy qokeedy qotedy qotolfchedy roly	0	G787-O124
olkeedy	LEFT_WHOLE_PLUS_KEEDY	ol	f80v	f80	f80v.5	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	chedy	oy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okeedy chedy olkeedy oy qokaiin shckhy qotain ol	0	G787-O125
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80v	f80	f80v.33	1	1	1	8	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qoker	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qoker olkain olshedy qokey qokeey tchcthy lom	0	G787-O126
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80v	f80	f80v.37	2	2	1	4	MIDDLE	0.333333333333	B	B	2	0	1	0	0	polshdy	shky	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polshdy qokeedy shky ololchey	0	G787-O127
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f80v	f80	f80v.39	8	8	1	10	MIDDLE	0.777777777778	B	B	2	0	0	0	0	chckhy	tchdy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sol aiin chey qokain ches ol chckhy qokeedy tchdy aral	0	G787-O128
ykeedy	LEFT_WHOLE_PLUS_KEEDY	y	f81r	f81	f81r.4	6	6	1	7	MIDDLE	0.833333333333	B	B	2	0	0	0	0	chcthy	al	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedy qokain ol ol chcthy ykeedy al	0	G787-O129
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f81r	f81	f81r.15	4	4	1	5	MIDDLE	0.750000000000	B	B	2	0	1	0	0	cheedy	otedy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain ol cheedy qokeedy otedy	0	G787-O130
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f81r	f81	f81r.17	3	3	1	7	MIDDLE	0.333333333333	B	B	2	0	0	0	0	checthy	shey	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y checthy okeedy shey qokedy ol ochedar	0	G787-O131
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f81r	f81	f81r.18	5	5	1	6	MIDDLE	0.800000000000	B	B	2	0	0	0	0	shedy	oror	0	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	osheedy shedy ol shedy okeedy oror	0	G787-O132
keedy	BARE_KEEDY	NONE	f81v	f81	f81v.1	3	3	1	11	MIDDLE	0.200000000000	B	B	2	1	0	0	0	shey	shekal	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	par shey keedy shekal dal dar ol pchedy shek dain ofalsheky	0	G787-O133
ykeedy	LEFT_WHOLE_PLUS_KEEDY	y	f81v	f81	f81v.14	2	2	1	8	MIDDLE	0.142857142857	B	B	2	0	0	0	0	dshedy	sheeky	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshedy ykeedy sheeky daiin okedy qokeed qokedy lchpchdy	0	G787-O134
olkeedy	LEFT_WHOLE_PLUS_KEEDY	ol	f81v	f81	f81v.26	8	8	1	9	MIDDLE	0.875000000000	B	B	2	0	0	0	0	olkeol	okeol	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ol checholtar oiin okedy dal shey olkeol olkeedy okeol	0	G787-O135
olkeedy	LEFT_WHOLE_PLUS_KEEDY	ol	f81v	f81	f81v.27	3	3	1	7	MIDDLE	0.333333333333	B	B	2	0	1	0	0	oiiin	tedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dsheol oiiin olkeedy tedy cheky shckhedy chal	0	G787-O136
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.2	5	5	1	8	MIDDLE	0.571428571429	B	B	2	0	0	0	0	dy	qokal	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	0	G787-O137
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.5	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	lkchedy	qokal	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	0	G787-O138
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.13	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	olchedy	qotedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tcheol olchedy qokeedy qotedy chedar cheey lchey solarol	0	G787-O139
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.16	1	1	1	12	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	lchedy	0	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	0	G787-O140
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.16	3	3	2	12	MIDDLE	0.181818181818	B	B	2	0	0	0	0	lchedy	cheey	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	0	G787-O141
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.17	7	7	1	8	MIDDLE	0.857142857143	B	B	2	0	0	0	0	lteedy	ralchey	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy ralchey	0	G787-O142
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.24	1	1	1	10	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	lcheedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	0	G787-O143
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.26	2	2	1	9	MIDDLE	0.125000000000	B	B	2	0	0	0	0	tshey	cheal	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	0	G787-O144
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.27	4	4	1	8	MIDDLE	0.428571428571	B	B	2	0	0	0	0	daldy	rshedy	0	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	0	G787-O145
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.27	7	7	2	8	MIDDLE	0.857142857143	B	B	2	0	0	0	0	qoteedy	lochedy	0	0	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	0	G787-O146
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.29	4	4	1	10	MIDDLE	0.333333333333	B	B	2	0	0	0	0	lchedy	lchedy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	d cheey lchedy qokeedy lchedy rchedy oky qotedy qoty qoty	0	G787-O147
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82r	f82	f82r.30	8	8	1	9	MIDDLE	0.875000000000	B	B	2	0	0	0	0	lshedy	rag	0	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy rag	0	G787-O148
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82v	f82	f82v.5	3	3	1	9	MIDDLE	0.250000000000	B	B	2	1	0	0	0	olfchedy	qokedal	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tokol olfchedy qokeedy qokedal shol qotal otdal dal olshedy	0	G787-O149
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82v	f82	f82v.17	7	7	1	12	MIDDLE	0.545454545455	B	B	2	0	0	0	0	okai	rcheey	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	0	G787-O150
ykeedy	LEFT_WHOLE_PLUS_KEEDY	y	f82v	f82	f82v.18	1	1	1	10	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qokeedy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	0	G787-O151
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82v	f82	f82v.18	2	2	1	10	MIDDLE	0.111111111111	B	B	2	0	0	0	0	ykeedy	chedy	1	0	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	0	G787-O152
olkeedy	LEFT_WHOLE_PLUS_KEEDY	ol	f82v	f82	f82v.18	8	8	1	10	MIDDLE	0.777777777778	B	B	2	0	0	0	0	qokal	qokeedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	0	G787-O153
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f82v	f82	f82v.18	9	9	2	10	MIDDLE	0.888888888889	B	B	2	0	0	0	0	olkeedy	oky	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	0	G787-O154
