occurrence_id	head	page	physical_folio	locus	line_number	token_index	line_token_count	line_position	section	language	hand	rank_stable_all_three	strict_paragraph	paragraph_id	paragraph_line_index	paragraph_line_count	paragraph_line_position	targetfree_line_length_bin	source_discovery_coordinate	minimum_core_pivot_distance	strict_external_occurrence	landmark_tags	landmark_hits	visual_occurrence_kind	visual_topology_family	visual_context_scope	visual_owner_id	visual_evidence_channel	visual_source_provenance	occurrence_source_provenance	written_line_eva	literal_credit	component_export_credit
G809-HO0219	dal	f31r	f31r	f31r.6	6	8	8	LAST	H	B	2	1	1	G809-P0108	1	4	FIRST	2	0	5	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:aiin@-1	RUNNING_EVENT	WHOLE_PLANT_ARTICLE	DIRECT_PAGE_CONTEXT_ONLY	F31R_WHOLE_PLANT	CACHED_CONTEXT_NOT_TOKEN_PART_OWNER	experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tshokeody qokedy qotedy chepos cheda s aiin dal	0	0
G809-HO0220	dal	f31r	f31r	f31r.11	11	3	9	MIDDLE	H	B	2	1	1	G809-P0109	2	7	MIDDLE	3	0	NONE	1	NONE	NONE	RUNNING_EVENT	WHOLE_PLANT_ARTICLE	DIRECT_PAGE_CONTEXT_ONLY	F31R_WHOLE_PLANT	CACHED_CONTEXT_NOT_TOKEN_PART_OWNER	experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	0	0
G809-HO0221	sho	f32r	f32r	f32r.1	1	5	8	MIDDLE	H	A	1	1	1	G809-P0110	1	5	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	fchaiin shykeody daiiody dain sho tchy oty qopy	0	0
G809-HO0222	sheor	f32r	f32r	f32r.2	2	3	7	MIDDLE	H	A	1	1	1	G809-P0110	2	5	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	okor okchor sheor ckhy dal dshodar qotchol	0	0
G809-HO0223	dal	f32r	f32r	f32r.2	2	5	7	MIDDLE	H	A	1	1	1	G809-P0110	2	5	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	okor okchor sheor ckhy dal dshodar qotchol	0	0
G809-HO0224	cthy	f32r	f32r	f32r.13	13	5	5	LAST	H	A	1	1	1	G809-P0111	8	14	MIDDLE	2	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	otcho rol dain daiin cthy	0	0
G809-HO0225	odar	f32v	f32v	f32v.2	2	2	10	MIDDLE	H	A	1	1	1	G809-P0112	2	6	MIDDLE	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@+2|LM03:NEAR_VALUE_FORM:daiin@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	daiin odar chy daiin chey tchy l dy dain teor	0	0
G809-HO0226	sho	f32v	f32v	f32v.10	10	1	10	FIRST	H	A	1	1	1	G809-P0113	4	5	MIDDLE	3	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho keol chor chol daiin cpho l cthol da ar	0	0
G809-HO0227	sho	f32v	f32v	f32v.11	11	2	3	MIDDLE	H	A	1	1	1	G809-P0113	5	5	LAST	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ol sho chy	0	0
G809-HO0228	ody	f33r	f33r	f33r.3	3	9	11	MIDDLE	H	B	2	1	1	G809-P0114	3	7	MIDDLE	3	0	4	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	laiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	0	0
G809-HO0229	cthy	f33v	f33v	f33v.5	5	7	13	MIDDLE	H	B	2	1	1	G809-P0115	5	6	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	0	0
G809-HO0230	olaiin	f33v	f33v	f33v.6	6	3	9	MIDDLE	H	B	2	1	1	G809-P0115	6	6	LAST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ycheo dar olaiin okar chdy chdy oldy okar chdy	0	0
G809-HO0231	dal	f33v	f33v	f33v.9	9	13	14	MIDDLE	H	B	2	1	1	G809-P0116	3	5	MIDDLE	3	0	6	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:aiin@-2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	0	0
G809-HO0232	ody	f34r	f34r	f34r.3	3	10	11	MIDDLE	H	B	2	1	1	G809-P0117	3	9	MIDDLE	3	0	4	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qotedy chyty chdaly dar chd otedy qotol okedy dody ody kam	0	0
G809-HO0233	dal	f34r	f34r	f34r.7	7	2	10	MIDDLE	H	B	2	1	1	G809-P0117	7	9	MIDDLE	3	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	0	0
G809-HO0234	kar	f34r	f34r	f34r.14	14	4	13	MIDDLE	H	B	2	1	1	G809-P0118	5	6	MIDDLE	3	0	6	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	0	0
G809-HO0235	qopchdy	f34v	f34v	f34v.1	1	5	10	MIDDLE	H	B	2	1	1	G809-P0119	1	5	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	kechdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin	0	0
G809-HO0236	sho	f35r	f35r	f35r.5	5	2	7	MIDDLE	H	A	1	1	1	G809-P0121	5	8	MIDDLE	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@+3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	otchor sho tcheey scheey daiin dain or	0	0
G809-HO0237	choky	f35r	f35r	f35r.7	7	3	3	LAST	H	A	1	1	1	G809-P0121	7	8	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	shosaiin tchor choky	0	0
G809-HO0238	dal	f35r	f35r	f35r.11	11	7	10	MIDDLE	H	A	1	1	1	G809-P0122	3	7	MIDDLE	3	0	5	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sheaiin chol cthaiin l chaiin lchal dal dair aldy n	0	0
G809-HO0239	oteey	f35r	f35r	f35r.13	13	6	7	MIDDLE	H	A	1	1	1	G809-P0122	5	7	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qokoiin chaiin qokchaiin lshy lodaly oteey taiin	0	0
G809-HO0240	cthy	f35v	f35v	f35v.4	4	4	4	LAST	H	A	1	1	1	G809-P0123	4	21	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ytchy qotchy dchy cthy	0	0
G809-HO0241	sho	f35v	f35v	f35v.7	7	4	6	MIDDLE	H	A	1	1	1	G809-P0123	7	21	MIDDLE	2	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tcho tchor shol sho kol daiin	0	0
G809-HO0242	cthy	f36r	f36r	f36r.1	1	8	9	MIDDLE	H	A	1	1	1	G809-P0124	1	3	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	pcha dan qorain chcfhal soiin cphor shaiin cthy dair	0	0
G809-HO0243	ytchor	f36r	f36r	f36r.8	8	1	4	FIRST	H	A	1	1	1	G809-P0125	5	6	MIDDLE	2	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ytchor cthol chaiin yd	0	0
G809-HO0244	dal	f36v	f36v	f36v.6	6	4	5	MIDDLE	H	A	1	1	1	G809-P0127	2	10	MIDDLE	2	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@-1|LM03:NEAR_VALUE_FORM:daiin@-3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	daiin cthor daiin dal dys	0	0
G809-HO0245	sho	f37r	f37r	f37r.2	2	8	9	MIDDLE	H	A	1	1	1	G809-P0128	2	3	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ykoiin cthor okaiin qo tchy ytody qokaiin sho ytaiin	0	0
G809-HO0246	ckhor	f37r	f37r	f37r.3	3	6	8	MIDDLE	H	A	1	1	1	G809-P0128	3	3	LAST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qo shy qokaiin cthol dy ckhor oky dy	0	0
G809-HO0247	sheor	f37r	f37r	f37r.8	8	7	8	MIDDLE	H	A	1	1	1	G809-P0130	1	4	FIRST	3	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:shor@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	koiin chorody qokaiin ory otal shor sheor dar	0	0
G809-HO0248	ytchor	f37v	f37v	f37v.6	6	2	4	MIDDLE	H	A	1	1	1	G809-P0131	6	7	MIDDLE	2	1	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	yokor ytchor saiin oty	0	0
G809-HO0249	odaiin	f38r	f38r	f38r.4	4	7	10	MIDDLE	H	A	1	1	1	G809-P0134	4	6	MIDDLE	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:aiin@+2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ychok chey chckh chy chko r odaiin d aiin sy	0	0
G809-HO0250	sho	f38r	f38r	f38r.6	6	2	7	MIDDLE	H	A	1	1	1	G809-P0134	6	6	LAST	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@+2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ysho sho kos daiin okoy chochor daiin	0	0
G809-HO0251	sho	f38v	f38v	f38v.2	2	4	11	MIDDLE	H	A	1	1	1	G809-P0135	2	8	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	choiin shey key sho oiin s chol ldy okeaiin o kom	0	0
G809-HO0252	qoty	f38v	f38v	f38v.5	5	1	7	FIRST	H	A	1	1	1	G809-P0135	5	8	MIDDLE	2	1	2	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qoty daiin chol oteeol dody cheod chody	0	0
G809-HO0253	sho	f38v	f38v	f38v.6	6	1	8	FIRST	H	A	1	1	1	G809-P0135	6	8	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho keeey key tey daiin daiiin dain dain	0	0
G809-HO0254	olaiin	f39r	f39r	f39r.4	4	3	11	MIDDLE	H	B	2	1	1	G809-P0136	4	5	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tchedy chdy olaiin chedy shckhdchy chol or ordy chees aly okalcheg	0	0
G809-HO0255	okair	f39r	f39r	f39r.10	10	5	10	MIDDLE	H	B	2	1	1	G809-P0138	1	7	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	pchdar shedy ar aiir okair ykeols shedy qockhdy laiin ky	0	0
G809-HO0256	kar	f39r	f39r	f39r.13	13	6	11	MIDDLE	H	B	2	1	1	G809-P0138	4	7	MIDDLE	3	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy s aiin	0	0
G809-HO0257	ofchy	f39v	f39v	f39v.1	1	7	12	MIDDLE	H	B	2	1	1	G809-P0139	1	6	FIRST	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:aiin@+3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	0	0
G809-HO0258	kar	f39v	f39v	f39v.1	1	8	12	MIDDLE	H	B	2	1	1	G809-P0139	1	6	FIRST	3	1	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	0	0
G809-HO0259	qoty	f39v	f39v	f39v.2	2	5	13	MIDDLE	H	B	2	1	1	G809-P0139	2	6	MIDDLE	3	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy	0	0
G809-HO0260	ody	f39v	f39v	f39v.2	2	12	13	MIDDLE	H	B	2	1	1	G809-P0139	2	6	MIDDLE	3	0	8	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy	0	0
G809-HO0261	cheor	f39v	f39v	f39v.4	4	4	14	MIDDLE	H	B	2	1	1	G809-P0139	4	6	MIDDLE	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:aiin@+1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	0	0
G809-HO0262	cheor	f39v	f39v	f39v.9	9	6	13	MIDDLE	H	B	2	1	1	G809-P0140	3	8	MIDDLE	3	1	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	0	0
G809-HO0263	kar	f40r	f40r	f40r.6	6	11	12	MIDDLE	H	B	2	1	1	G809-P0141	6	7	MIDDLE	3	0	NONE	1	NEAR_AMOUNT_FORM	LM04:NEAR_AMOUNT_FORM:oraiin@+1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tor or ar shok or am o lshedy qokam chdy kar oraiin	0	0
G809-HO0264	olaiin	f40r	f40r	f40r.9	9	3	9	MIDDLE	H	B	2	1	1	G809-P0142	2	4	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	taiin ol olaiin or dain okaiin okaiin okaiin daram	0	0
G809-HO0265	okair	f40r	f40r	f40r.10	10	9	10	MIDDLE	H	B	2	1	1	G809-P0142	3	4	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	saiin olcheey chdy ychey ka ar oky ykedy okair ody	0	0
G809-HO0266	ody	f40r	f40r	f40r.10	10	10	10	LAST	H	B	2	1	1	G809-P0142	3	4	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	saiin olcheey chdy ychey ka ar oky ykedy okair ody	0	0
G809-HO0267	dal	f40r	f40r	f40r.11	11	4	4	LAST	H	B	2	1	1	G809-P0142	4	4	LAST	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	toar ykaiin ory dal	0	0
G809-HO0268	okair	f40v	f40v	f40v.18	18	5	8	MIDDLE	H	B	2	1	1	G809-P0144	6	7	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	saiin otain chckhy okal okair arol qokey okary	0	0
G809-HO0269	oteey	f41r	f41r	f41r.4	4	8	10	MIDDLE	H	B	5	1	1	G809-P0145	4	5	MIDDLE	3	0	3	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	chdchy ytcheeky ypchedy schdy ytedy y chees oteey otal dam	0	0
G809-HO0270	cheo	f41r	f41r	f41r.9	9	8	10	MIDDLE	H	B	5	1	1	G809-P0146	4	6	MIDDLE	3	0	6	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qokeedy okedy chekedy chedy chckheody chekol daiin cheo al otedy	0	0
G809-HO0271	cheos	f41v	f41v	f41v.6	6	3	10	MIDDLE	H	B	5	1	1	G809-P0147	5	7	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tadaiin ol cheos yteedy okal old oteol qokal or oteody	0	0
G809-HO0272	dal	f42r	f42r	f42r.3	3	5	5	LAST	H	A	1	1	1	G809-P0148	3	6	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	toshy chtshar chotar chain dal	0	0
G809-HO0273	dal	f42r	f42r	f42r.12	12	8	8	LAST	H	A	1	1	1	G809-P0149	6	9	MIDDLE	2	0	5	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	dcheey chol shol chokaiin choeky d dain dal	0	0
G809-HO0274	sho	f42r	f42r	f42r.14	14	1	7	FIRST	H	A	1	1	1	G809-P0149	8	9	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho kshey choty chdain chodaiin daiin dam	0	0
G809-HO0275	sheor	f42r	f42r	f42r.16	16	2	6	MIDDLE	H	A	1	1	1	G809-P0150	1	8	FIRST	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	pydaiin sheor shaiin tsh olchy sholy	0	0
G809-HO0276	sho	f42r	f42r	f42r.19	19	4	7	MIDDLE	H	A	1	1	1	G809-P0150	4	8	MIDDLE	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@-2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	otchoty daiin chot sho y s os	0	0
G809-HO0277	sho	f42r	f42r	f42r.20	20	5	8	MIDDLE	H	A	1	1	1	G809-P0150	5	8	MIDDLE	2	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	shol chol shoky okol sho chol shol chal	0	0
G809-HO0278	sho	f42v	f42v	f42v.3	3	1	9	FIRST	H	A	1	1	1	G809-P0151	3	8	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho chotody chotol oky chol chol dl chcthy otoy	0	0
G809-HO0279	sho	f42v	f42v	f42v.9	9	2	8	MIDDLE	H	A	1	1	1	G809-P0152	1	8	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	posheor sho char chekchey qokod sho cpheo rchy	0	0
G809-HO0280	sho	f42v	f42v	f42v.9	9	6	8	MIDDLE	H	A	1	1	1	G809-P0152	1	8	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	posheor sho char chekchey qokod sho cpheo rchy	0	0
G809-HO0281	cheal	f42v	f42v	f42v.11	11	5	11	MIDDLE	H	A	1	1	1	G809-P0152	3	8	MIDDLE	3	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qo aiin qokeey kchol cheal o t eold shey teaiin d	0	0
