occurrence_id	page	locus	token_index	surface	quality_prefix	interfix	remainder	bare_cth_surface	in_inherited_cth_surface_deck	triple_exact_token_stable	triple_boundary_normalized	left_surface	right_surface	position	section	language	hand	working_material_de	interfix_semantics	surface_line
G632-O0114	f30v	f30v.1	3	chocthey	CH	O	ey	cthey	1	1	1	shosaiin	sho	MIDDLE	H	A	1	trockene CTH-Materialform; Rest ey offen	OPEN	sain shosaiin chocthey sho chepchy shor sheaiin
G632-O0115	f31r	f31r.8	7	checthy	CH	E	y	cthy	1	1	1	cheol	<END>	LAST	H	B	2	trockene Blatt-/Krautmaterialform	OPEN	shedy qokedy cheol cheod qokeody cheol checthy
G632-O0116	f31r	f31r.9	3	shcthey	SH	NONE	ey	cthey	1	1	1	sheeo	okeol	MIDDLE	H	B	2	feuchte CTH-Materialform; Rest ey offen	OPEN	daiir sheeo shcthey okeol
G632-O0117	f32v	f32v.9	4	chocthy	CH	O	y	cthy	1	1	1	skey	daiin	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	qotchy cfhy skey chocthy daiin cthaiin daiin
G632-O0118	f34r	f34r.4	10	checthy	CH	E	y	cthy	1	1	1	dam	<END>	LAST	H	B	2	trockene Blatt-/Krautmaterialform	OPEN	ytedy daiin chey aiin shy chckhy oltchedy otedy dam checthy
G632-O0119	f34r	f34r.14	11	chcthedy	CH	NONE	edy	cthedy	1	1	1	chedy	cheky	MIDDLE	H	B	2	trockene CTH-Materialform; Rest edy offen	OPEN	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram
G632-O0120	f34v	f34v.1	9	chcthdy	CH	NONE	dy	cthdy	1	0	0	ypchdy	spaiin	MIDDLE	H	B	2	trockene CTH-Materialform; Rest dy offen	OPEN	kechdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin
G632-O0121	f34v	f34v.3	9	chcthy	CH	NONE	y	cthy	1	1	1	kedaiiin	okchdy	MIDDLE	H	B	2	trockene Blatt-/Krautmaterialform	OPEN	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam
G632-O0122	f35v	f35v.1	2	chocthy	CH	O	y	cthy	1	1	1	parchor	roaiin	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	parchor chocthy roaiin ar
G632-O0123	f35v	f35v.5	2	chocthy	CH	O	y	cthy	1	1	1	dchokchy	chckhor	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	dchokchy chocthy chckhor
G632-O0124	f35v	f35v.6	4	chcthaiin	CH	NONE	aiin	cthaiin	1	1	1	chkcheeu	<END>	LAST	H	A	1	trockene CTH-Materialform; Rest aiin offen	OPEN	shol tcheey chkcheeu chcthaiin
G632-O0125	f36v	f36v.11	2	chcthy	CH	NONE	y	cthy	1	1	1	oty	ytoryd	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	oty chcthy ytoryd
G632-O0126	f42v	f42v.3	8	chcthy	CH	NONE	y	cthy	1	1	1	dl	otoy	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	sho chotody chotol oky chol chol dl chcthy otoy
G632-O0127	f43v	f43v.3	4	chocthy	CH	O	y	cthy	1	1	1	qot	chky	MIDDLE	H	B	2	trockene Blatt-/Krautmaterialform	OPEN	tody teedy qot chocthy chky oky chdy okedy ykaiin chey ody dary
G632-O0128	f43v	f43v.5	4	chcthdy	CH	NONE	dy	cthdy	1	0	0	otedol	chtey	MIDDLE	H	B	2	trockene CTH-Materialform; Rest dy offen	OPEN	qokchedy oralody otedol chcthdy chtey
G632-O0129	f43v	f43v.7	6	chcthy	CH	NONE	y	cthy	1	1	1	tedy	otam	MIDDLE	H	B	2	trockene Blatt-/Krautmaterialform	OPEN	ytshedy ykeody oykeedy chedy tedy chcthy otam ot ytaiin otas
G632-O0130	f44v	f44v.3	3	shcthy	SH	NONE	y	cthy	1	1	1	okchor	otol	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	tol okchor shcthy otol daiin cthy cthy
G632-O0131	f44v	f44v.9	7	chcthy	CH	NONE	y	cthy	1	1	1	ckhy	lo	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	dshor cthees l o lkeees ckhy chcthy lo
G632-O0132	f44v	f44v.12	4	chcthy	CH	NONE	y	cthy	1	1	1	chaiin	ctho	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	ychey teol chaiin chcthy ctho cthol
G632-O0133	f45r	f45r.3	2	chcthy	CH	NONE	y	cthy	1	1	1	qo	kchol	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G632-O0134	f46r	f46r.7	13	chcthy	CH	NONE	y	cthy	1	0	0	qokar	m	MIDDLE	H	B	2	trockene Blatt-/Krautmaterialform	OPEN	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m
G632-O0135	f46v	f46v.12	4	chcthy	CH	NONE	y	cthy	1	1	1	chdam	chdam	MIDDLE	H	B	2	trockene Blatt-/Krautmaterialform	OPEN	dair aly chdam chcthy chdam
G632-O0136	f49r	f49r.12	5	chcthy	CH	NONE	y	cthy	1	1	1	daiin	<END>	LAST	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	podaiin cheo kcho daiin chcthy
G632-O0137	f49v	f49v.6	2	chcthy	CH	NONE	y	cthy	1	1	1	chotchy	cthey	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	chotchy chcthy cthey koddy
G632-O0138	f49v	f49v.36	6	chcthey	CH	NONE	ey	cthey	1	1	1	cho	dcheol	MIDDLE	H	A	1	trockene CTH-Materialform; Rest ey offen	OPEN	qotcho cheol chol s cho chcthey dcheol chotchody
G632-O0139	f49v	f49v.46	7	chctho	CH	NONE	o	ctho	1	1	1	sol	s	MIDDLE	H	A	1	trockene CTH-Materialform; Rest o offen	OPEN	oaiin cheky cho rchseesy kchor sol chctho s
G632-O0140	f4v	f4v.9	4	chcthy	CH	NONE	y	cthy	1	1	1	cheog	shoky	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	qooko iiin cheog chcthy shoky daiin
G632-O0141	f53r	f53r.1	2	chocthody	CH	O	ody	cthody	1	1	1	kodam	oty	MIDDLE	H	A	1	trockene CTH-Materialform; Rest ody offen	OPEN	kodam chocthody oty
G632-O0142	f54v	f54v.6	3	shocthy	SH	O	y	cthy	1	1	1	cheol	qodaiin	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	tol cheol shocthy qodaiin keeody
G632-O0143	f58r	f58r.35	9	sheoctham	SH	EO	am	ctham	1	1	1	aiin	<END>	LAST	S	A	3	feuchte CTH-Materialform; Rest am offen	OPEN	dtos sheol qokor sharal ckhol shol ar aiin sheoctham
G632-O0144	f58r	f58r.36	5	chcthy	CH	NONE	y	cthy	1	1	1	qoky	ykeeshy	MIDDLE	S	A	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	skaiin shokal chockhy qoky chcthy ykeeshy shoekar
G632-O0145	f58v	f58v.13	7	chcthy	CH	NONE	y	cthy	1	1	1	okal	tal	MIDDLE	S	A	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qoeear alkeain ytal chos alor okal chcthy tal y kar
G632-O0146	f5r	f5r.3	6	chocthy	CH	O	y	cthy	1	0	1	oteeeb	otchy	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	qoaiin otan chy daiin oteeeb chocthy otchy qotchody
G632-O0147	f5r	f5r.4	6	chocthy	CH	O	y	cthy	1	1	1	cheor	<END>	LAST	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	otain sheody chan s cheor chocthy
G632-O0148	f66r	f66r.55	7	chctho	CH	NONE	o	ctho	1	1	1	dyky	rotaiin	MIDDLE	T	B	5	trockene CTH-Materialform; Rest o offen	OPEN	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin
G632-O0149	f66r	f66r.59	3	shcthy	SH	NONE	y	cthy	1	0	0	cheky	dalalshedy	MIDDLE	T	B	5	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard
G632-O0150	f66r	f66r.71	5	chcthedy	CH	NONE	edy	cthedy	1	0	0	sheody	dal	MIDDLE	T	B	5	trockene CTH-Materialform; Rest edy offen	OPEN	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody
G632-O0151	f66r	f66r.72	4	sheocthy	SH	EO	y	cthy	1	1	1	ykeeody	ol	MIDDLE	T	B	5	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey
G632-O0152	f66r	f66r.75	10	shecthy	SH	E	y	cthy	1	1	1	ltsholy	r	MIDDLE	T	B	5	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol
G632-O0153	f66r	f66r.76	7	shcthy	SH	NONE	y	cthy	1	1	1	qokaly	qotal	MIDDLE	T	B	5	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy
G632-O0154	f66r	f66r.80	6	shcthy	SH	NONE	y	cthy	1	1	1	sheedy	lkeol	MIDDLE	T	B	5	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar
G632-O0155	f6v	f6v.6	2	shocthol	SH	O	ol	cthol	1	1	1	tchody	choy	MIDDLE	H	A	1	feuchte CTH-Materialform; Rest ol offen	OPEN	tchody shocthol choy s
G632-O0156	f75r	f75r.6	6	chcthy	CH	NONE	y	cthy	1	1	1	qokain	qokeedy	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	pcheykeeor olky dar okey qokain chcthy qokeedy qoky
G632-O0157	f75r	f75r.9	2	chcthy	CH	NONE	y	cthy	1	1	1	qokchdy	lo	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal
G632-O0158	f75r	f75r.24	5	checthy	CH	E	y	cthy	1	1	1	sain	lor	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokain olkeey qolkary sain checthy lor ol
G632-O0159	f75r	f75r.28	6	shecthy	SH	E	y	cthy	1	1	1	oldair	qol	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy
G632-O0160	f75r	f75r.33	8	chcthedy	CH	NONE	edy	cthedy	1	1	1	qokain	ltedy	MIDDLE	B	B	2	trockene CTH-Materialform; Rest edy offen	OPEN	qokeey l shedy qo l chedy qokain chcthedy ltedy darom
G632-O0161	f76r	f76r.13	2	checthy	CH	E	y	cthy	1	1	1	qokeedy	chckhey	MIDDLE	T	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar
G632-O0162	f76r	f76r.24	10	shecthy	SH	E	y	cthy	1	1	1	chedy	qokey	MIDDLE	T	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokey lor
G632-O0163	f76r	f76r.30	3	shcthy	SH	NONE	y	cthy	1	0	0	cheolchey	chedy	MIDDLE	T	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy
G632-O0164	f76r	f76r.34	10	shcthy	SH	NONE	y	cthy	1	1	1	shlches	sain	MIDDLE	T	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly
G632-O0165	f76r	f76r.35	5	chcthy	CH	NONE	y	cthy	1	1	1	qokal	okeolor	MIDDLE	T	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy
G632-O0166	f76r	f76r.35	11	chcthy	CH	NONE	y	cthy	1	1	1	qol	chckhy	MIDDLE	T	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy
G632-O0167	f76r	f76r.42	11	shecthy	SH	E	y	cthy	1	1	1	dy	otalam	MIDDLE	T	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	dain chey lsh daiin chey lchedy qolain qotal shedy dy shecthy otalam
G632-O0168	f76v	f76v.4	3	shecthy	SH	E	y	cthy	1	0	0	sor	daiin	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	salkeey sor shecthy daiin okor chpchedy chy oty olor otchy r alchl
G632-O0169	f76v	f76v.5	4	chcthedy	CH	NONE	edy	cthedy	1	1	1	okain	qoteed	MIDDLE	B	B	2	trockene CTH-Materialform; Rest edy offen	OPEN	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg
G632-O0170	f76v	f76v.12	7	checthy	CH	E	y	cthy	1	1	1	chedy	otedeey	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	solsheol sheey lteedy qokeedy qotal chedy checthy otedeey qokol chedy deey
G632-O0171	f76v	f76v.14	8	shcthedy	SH	NONE	edy	cthedy	1	1	1	qoteedy	qoeekeedy	MIDDLE	B	B	2	feuchte CTH-Materialform; Rest edy offen	OPEN	qokeedy qol cheedy otedy cthedy otedy qoteedy shcthedy qoeekeedy deedy
G632-O0172	f76v	f76v.15	5	checthey	CH	E	ey	cthey	1	1	1	chedy	<END>	LAST	B	B	2	trockene CTH-Materialform; Rest ey offen	OPEN	tchedy lsheedy chedal chedy checthey
G632-O0173	f77r	f77r.11	6	shcthey	SH	NONE	ey	cthey	1	1	1	shedy	qokeedy	MIDDLE	B	B	2	feuchte CTH-Materialform; Rest ey offen	OPEN	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham
G632-O0174	f77r	f77r.26	4	chcthy	CH	NONE	y	cthy	1	1	1	qokaiin	lchedy	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qoteedy qokeedy qokaiin chcthy lchedy qokaly
G632-O0175	f77v	f77v.31	4	shcthy	SH	NONE	y	cthy	1	1	1	qokaiin	qotedy	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	qoas shedy qokaiin shcthy qotedy rchr oltedy lchy
G632-O0176	f78r	f78r.6	6	chcthey	CH	NONE	ey	cthey	1	0	0	qokedar	otor	MIDDLE	B	B	2	trockene CTH-Materialform; Rest ey offen	OPEN	yteedy qotal dol shedy qokedar chcthey otor dor or
G632-O0177	f78v	f78v.11	9	chcthy	CH	NONE	y	cthy	1	0	0	qokain	daiin	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qol chedy qol okeey ykal ol chdy qokain chcthy daiin
G632-O0178	f78v	f78v.28	7	chcthy	CH	NONE	y	cthy	1	1	1	oteedy	los	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	olkain shey qokey okar ol oteedy chcthy los aiin d
G632-O0179	f79r	f79r.5	3	chcthy	CH	NONE	y	cthy	1	1	1	shedy	or	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy
G632-O0180	f79r	f79r.8	6	chcthy	CH	NONE	y	cthy	1	1	1	ykchedy	yoky	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokol cheedy qokal shed ykchedy chcthy yoky qokal cholo
G632-O0181	f79r	f79r.11	7	chcthy	CH	NONE	y	cthy	1	1	1	shek	otal	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	shoy chedy tshey dshdy otchar shek chcthy otal ory
G632-O0182	f79r	f79r.25	8	chcthy	CH	NONE	y	cthy	1	1	1	oteey	<END>	LAST	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	cholchey qotshy qol shey qokar shedy oteey chcthy
G632-O0183	f79v	f79v.13	6	checthy	CH	E	y	cthy	1	1	1	qokain	okeedy	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dain ar olshey dytain qokain checthy okeedy qokeedy ror
G632-O0184	f80r	f80r.14	4	chcthy	CH	NONE	y	cthy	1	1	1	lky	qokain	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal
G632-O0185	f80r	f80r.16	7	shecthy	SH	E	y	cthy	1	1	1	qokain	qokeedy	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty
G632-O0186	f80r	f80r.18	7	shcthy	SH	NONE	y	cthy	1	1	1	qokar	qotol	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam
G632-O0187	f80r	f80r.18	9	shecthy	SH	E	y	cthy	1	1	1	qotol	qokain	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam
G632-O0188	f80r	f80r.19	8	chcthy	CH	NONE	y	cthy	1	1	1	qokal	qokain	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky
G632-O0189	f80r	f80r.21	11	chcthy	CH	NONE	y	cthy	1	1	1	oltain	<END>	LAST	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	shedy qokey shckhey qotar chckhy otol teol sheol qotal oltain chcthy
G632-O0190	f80r	f80r.22	3	shecthy	SH	E	y	cthy	1	1	1	qol	qokalkeol	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	qokeedy qol shecthy qokalkeol qoky qokal shedy sal olkain shey qokl
G632-O0191	f80r	f80r.23	7	shcthy	SH	NONE	y	cthy	1	1	1	aiiin	pchey	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	yshey l shey kaiin lor aiiin shcthy pchey ty ol keedy tar oky lar
G632-O0192	f80r	f80r.25	8	checthy	CH	E	y	cthy	1	1	1	dol	orol	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dar sheal cheeky okain sol lshedy dol checthy orol eeesal olo teol ory
G632-O0193	f80r	f80r.26	3	shecthy	SH	E	y	cthy	1	1	1	dar	otedy	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	lchol dar shecthy otedy qol olcheedy opcheeky qotchy qokaiin otair olky
G632-O0194	f80r	f80r.27	9	checthy	CH	E	y	cthy	1	1	1	olor	olor	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	lol shar otaiin olkaiin ol olkain oraiin olor checthy olor
G632-O0195	f80r	f80r.30	3	chcthy	CH	NONE	y	cthy	1	1	1	qokal	qokain	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dshedy qokal chcthy qokain shedy okaiin shey dainol
G632-O0196	f80r	f80r.31	2	checthy	CH	E	y	cthy	1	1	1	qokal	sol	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokal checthy sol chey okalol okaly qokeedy oly
G632-O0197	f80r	f80r.33	7	shecthy	SH	E	y	cthy	1	1	1	okain	ol	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	solchey qokeey lkar otal olkeey okain shecthy ol
G632-O0198	f80r	f80r.40	5	shcthy	SH	NONE	y	cthy	1	1	1	qotain	qokedy	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	torolshsdy opchey shepchy qotain shcthy qokedy daly
G632-O0199	f80r	f80r.42	3	checthy	CH	E	y	cthy	1	1	1	cheeytal	qokain	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	y cheeytal checthy qokain qokain checthy qokain ol
G632-O0200	f80r	f80r.42	6	checthy	CH	E	y	cthy	1	1	1	qokain	qokain	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	y cheeytal checthy qokain qokain checthy qokain ol
G632-O0201	f80r	f80r.44	6	checthy	CH	E	y	cthy	1	1	1	qokain	lor	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokain shckhy qokolkain chedy qokain checthy lor
G632-O0202	f80v	f80v.3	4	chcthy	CH	NONE	y	cthy	1	1	1	qokaiin	otaiin	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	schedy qolchedy qokaiin chcthy otaiin sheeky qol
G632-O0203	f80v	f80v.9	9	checthy	CH	E	y	cthy	1	1	1	dol	qokal	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	tchdy qol tol tal taldain chckhy qokal dol checthy qokal ly
G632-O0204	f80v	f80v.10	4	shcthy	SH	NONE	y	cthy	1	1	1	qokaiin	dolshedy	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	sol sheey qokaiin shcthy dolshedy qokal shecthy qotainol
G632-O0205	f80v	f80v.10	7	shecthy	SH	E	y	cthy	1	1	1	qokal	qotainol	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	sol sheey qokaiin shcthy dolshedy qokal shecthy qotainol
G632-O0206	f80v	f80v.17	3	shecthy	SH	E	y	cthy	1	1	1	qokaiin	qokal	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	solcheol qokaiin shecthy qokal cheol dy qotlolkal chedyr
G632-O0207	f80v	f80v.25	9	checthy	CH	E	y	cthy	1	1	1	or	sar	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	lshedy qoty olol cheey qokain okalchy tal or checthy sar
G632-O0208	f80v	f80v.34	8	shcthy	SH	NONE	y	cthy	1	1	1	olkain	qoly	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	dol sheyr shey olshey cthor ylchdy olkain shcthy qoly
G632-O0209	f81r	f81r.4	5	chcthy	CH	NONE	y	cthy	1	1	1	ol	ykeedy	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dchedy qokain ol ol chcthy ykeedy al
G632-O0210	f81r	f81r.7	3	chcthy	CH	NONE	y	cthy	1	1	1	okain	otey	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dshees okain chcthy otey okain
G632-O0211	f81r	f81r.17	2	checthy	CH	E	y	cthy	1	0	0	y	okeedy	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	y checthy okeedy shey qokedy ol ochedar
G632-O0212	f81r	f81r.29	6	chcthy	CH	NONE	y	cthy	1	0	0	l	ytar	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	y sheedy shy chey l chcthy ytar olkaiin ol
G632-O0213	f81v	f81v.4	10	chcthy	CH	NONE	y	cthy	1	0	0	daiin	<END>	LAST	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy
G632-O0214	f82r	f82r.28	5	chcthey	CH	NONE	ey	cthey	1	1	1	qotaiin	qoteeol	MIDDLE	B	B	2	trockene CTH-Materialform; Rest ey offen	OPEN	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly
G632-O0215	f82v	f82v.12	10	chcthy	CH	NONE	y	cthy	1	1	1	qoteytyqoky	qoky	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky
G632-O0216	f83r	f83r.8	3	shecthedchy	SH	E	edchy	cthedchy	0	1	1	otedy	qoky	MIDDLE	B	B	2	feuchte CTH-Materialform; Rest edchy offen	OPEN	pchedal otedy shecthedchy qoky chedy chary
G632-O0217	f83r	f83r.11	5	shcthey	SH	NONE	ey	cthey	1	1	1	chkain	qokedy	MIDDLE	B	B	2	feuchte CTH-Materialform; Rest ey offen	OPEN	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo
G632-O0218	f83r	f83r.14	8	shcthy	SH	NONE	y	cthy	1	1	1	qokaiin	dal	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy
G632-O0219	f83r	f83r.15	3	shecthy	SH	E	y	cthy	1	1	1	shedal	chey	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy
G632-O0220	f83r	f83r.15	6	shcthy	SH	NONE	y	cthy	1	1	1	tal	dalchdy	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy
G632-O0221	f83r	f83r.16	7	checthy	CH	E	y	cthy	1	1	1	qokain	chealror	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror
G632-O0222	f83r	f83r.23	6	shecthedy	SH	E	edy	cthedy	1	1	1	qokedy	shecthy	MIDDLE	B	B	2	feuchte CTH-Materialform; Rest edy offen	OPEN	tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy
G632-O0223	f83r	f83r.23	7	shecthy	SH	E	y	cthy	1	1	1	shecthedy	otor	MIDDLE	B	B	2	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy
G632-O0224	f83r	f83r.24	2	checthy	CH	E	y	cthy	1	1	1	soiiin	chety	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	soiiin checthy chety otaiin olsaly shedy
G632-O0225	f83r	f83r.42	3	chcthdy	CH	NONE	dy	cthdy	1	0	0	ol	l	MIDDLE	B	B	2	trockene CTH-Materialform; Rest dy offen	OPEN	sol ol chcthdy l chedy lchdy
G632-O0226	f83v	f83v.2	6	checthedy	CH	E	edy	cthedy	1	1	1	qotedar	qokedy	MIDDLE	B	B	2	trockene CTH-Materialform; Rest edy offen	OPEN	dol shedy qokedy shedy qotedar checthedy qokedy qotal chey dar
G632-O0227	f83v	f83v.3	2	chcthy	CH	NONE	y	cthy	1	1	1	qotain	dal	MIDDLE	B	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey
G632-O0228	f85r1	f85r1.21	6	cheocthey	CH	EO	ey	cthey	1	1	1	okaiin	olor	MIDDLE	T	B	2	trockene CTH-Materialform; Rest ey offen	OPEN	daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy
