contact_id	occurrence_id	page	locus	part_surface	quality_prefix	interfix	remainder	quality_source	quality_surface	quality_axes	distance	order	prefix_axis_relation	both_triple_stable	working_part_de	working_quality_de	surface_line
G632-Q079	G632-O0210	f81r	f81r.7	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad II	dshees okain chcthy otey okain
G632-Q080	G632-O0214	f82r	f82r.28	chcthey	CH	NONE	ey	GDT627_MINIM_QUALITY_DEGREE	qotaiin	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	0	trockene CTH-Materialform; Rest ey offen	kalt im qo-Qualitätsrahmen, Grad III	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly
G632-Q081	G632-O0214	f82r	f82r.28	chcthey	CH	NONE	ey	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest ey offen	heiß im qo-Qualitätsrahmen, Grad III	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly
G632-Q082	G632-O0217	f83r	f83r.11	shcthey	SH	NONE	ey	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	2	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Materialform; Rest ey offen	heiß im qo-Qualitätsrahmen, Grad III	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo
G632-Q083	G632-O0218	f83r	f83r.14	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad III	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy
G632-Q084	G632-O0221	f83r	f83r.16	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror
G632-Q085	G632-O0224	f83r	f83r.24	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	otaiin	COLD	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt im o-Rahmen, Grad III	soiiin checthy chety otaiin olsaly shedy
G632-Q086	G632-O0227	f83v	f83v.3	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt im qo-Qualitätsrahmen, Grad II	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey
G632-Q087	G632-O0228	f85r1	f85r1.21	cheocthey	CH	EO	ey	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest ey offen	heiß im o-Rahmen, Grad III	daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy
G632-Q088	G632-O0228	f85r1	f85r1.21	cheocthey	CH	EO	ey	GDT627_MINIM_QUALITY_DEGREE	qotaiin	COLD	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest ey offen	kalt im qo-Qualitätsrahmen, Grad III	daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy
G632-Q089	G632-O0229	f85r1	f85r1.25	chcthdy	CH	NONE	dy	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest dy offen	heiß im qo-Qualitätsrahmen, Grad III	schedaiir oteody chcthdy qokaiin ykchedy
G632-Q090	G632-O0236	f86v6	f86v6.43	chocthy	CH	O	y	GDT627_MINIM_QUALITY_DEGREE	taiin	COLD	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt, Grad III	qokaiin choty ytaiin chokain chocthy chy taiin okaiin okan
G632-Q091	G632-O0236	f86v6	f86v6.43	chocthy	CH	O	y	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad III	qokaiin choty ytaiin chokain chocthy chy taiin okaiin okan
G632-Q092	G632-O0244	f93r	f93r.21	shcthy	SH	NONE	y	GDT630_OL_QUALITY_DEGREE	shol daiin	MOIST	1	QUALITY_BEFORE_PART	MATCHING_PREFIX_AXIS	1	feuchte Blatt-/Krautmaterialform	feucht, Grad III	dol shol daiin shcthy
G632-Q093	G632-O0246	f94v	f94v.12	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene Blatt-/Krautmaterialform	heiß im o-Rahmen, Grad III	daiin chcthy chdy chckhy okaiin
G632-Q094	G632-O0249	f95v1	f95v1.3	chcthykedy	CH	NONE	ykedy	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	0	trockene CTH-Materialform; Rest ykedy offen	heiß im o-Rahmen, Grad II	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al
G632-Q095	G632-O0250	f95v1	f95v1.12	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qotaiin	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte Blatt-/Krautmaterialform	kalt im qo-Qualitätsrahmen, Grad III	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal
G632-Q096	G632-O0251	f95v1	f95v1.13	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	2	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene Blatt-/Krautmaterialform	heiß im o-Rahmen, Grad III	lshee qodain okaiin otody chcthy
G632-Q097	G632-O0255	f9r	f9r.4	chcthod	CH	NONE	od	GDT627_MINIM_QUALITY_DEGREE	shaiin	MOIST	2	PART_BEFORE_QUALITY	OPPOSITE_PREFIX_AXIS	1	trockene CTH-Materialform; Rest od offen	feucht, Grad III	yshy chokcho chcthod shor shaiin otar dor ytol dayty
