event_serial	record_unit_id	page	locus	field_id	statement_id	event_index_in_record	surface_display_only	joint_tuple_id	formal_formula_opaque	terminal_status	selected_exact_mnemonic_unchanged	strict_formal_prompt	v63_event_template	v63_event_parse_status	v64_support_class	v63_statement_parse_status	v63_field_parse_status	v62_statement_pre_state	v62_statement_post_state	register_scope	v59_local_expansion_for_comparison	v64_local_source_expansion	local_expansion_level	unsupported_nouns_reference	strongest_nonmedical_field_reading	semantic_noninheritance	source_lineage
24	H2	f10r	f10r.8	F004	H2-S002	10	qotchor	10488b911aae52b3b334	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	vor der Blüte gesammelt	sammle eine zweite Handvoll vor voller Blüte	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
25	H2	f10r	f10r.8	F004	H2-S002	11	chor	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Die bereitete Arbeitsflüssigkeit	bereite daraus einen zweiten Ansatz	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
26	H2	f10r	f10r.8	F004	H2-S002	12	otol	497cbd9c7401810ff56b	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	eine Handvoll	nimm eine kleine Handvoll	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
27	H2	f10r	f10r.8	F004	H2-S002	13	chol	dcda95c81a5460feb191	FRAME_O(LINK)	NONCLOSE	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Mit der vorigen Zubereitung weiter	verbinde sie mit dem aktiven Arbeitsstand	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
28	H2	f10r	f10r.8	F004	H2-S002	14	cholor	dec401773c1f0347793d	OPAQUE_PAYLOAD	NONCLOSE	VORIGES?	NONE	SELECT_PREVIOUS	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Aus dem vorigen Ansatz entnehmen	nimm dabei vom vorigen Ansatz	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
29	H2	f10r	f10r.8	F004	H2-S002	15	chol	dcda95c81a5460feb191	FRAME_O(LINK)	NONCLOSE	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Mit der vorigen Zubereitung weiter	verbinde beide Arbeitsanteile	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
30	H2	f10r	f10r.8	F004	H2-S002	16	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	NONCLOSE	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Ein vorgeschriebenes Maß	in vorgeschriebenem Maß	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
31	H2	f10r	f10r.8	F004	H2-S002	17	dar	4d4559019a961b834aa1	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Daraus, aus demselben Ansatz	rühre sie zu einer gleichmäßigen Masse	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	vorige und aktive Materialcharge zusammenbuchen oder mischen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
32	H2	f10r	f10r.9	F005	H2-S003	18	oykchor	27d97af8c96eb056c2e6	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	wenn sich die Blüte geöffnet hat	wenn sich die Blüten öffnen, beginne die Schlusscharge	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	zweite Pigmentcharge prüfen und unter Öl lagern	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
33	H2	f10r	f10r.9	F005	H2-S003	19	shor	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Die bereitete Arbeitsflüssigkeit	halte sie als neuen Ansatz	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	zweite Pigmentcharge prüfen und unter Öl lagern	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
34	H2	f10r	f10r.9	F005	H2-S003	20	chor	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Die bereitete Arbeitsflüssigkeit	führe den Ansatz ein zweites Mal weiter	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	zweite Pigmentcharge prüfen und unter Öl lagern	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
35	H2	f10r	f10r.9	F005	H2-S003	21	chy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	nimm die aktive Portion	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	zweite Pigmentcharge prüfen und unter Öl lagern	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
36	H2	f10r	f10r.9	F005	H2-S003	22	kaiiin	409de02322e7b2ca0c62	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	bis ein bitterer Geschmack bleibt	lasse sie bis zu kräftiger Bitterkeit ziehen	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	zweite Pigmentcharge prüfen und unter Öl lagern	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
37	H2	f10r	f10r.9	F005	H2-S003	23	dy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	teile sie für den äußerlichen Gebrauch ab	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	zweite Pigmentcharge prüfen und unter Öl lagern	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
38	H2	f10r	f10r.9	F005	H2-S003	24	chodaiin	834825c61d048a6b5628	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	bewahre diesen Anteil unter Öl	bewahre sie unter Öl in einem bedeckten Gefäß	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	zweite Pigmentcharge prüfen und unter Öl lagern	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
39	H3	f11r	f11r.1	F006	H3-S001	1	tshol	953ad19b79517fc8a211	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	sammle die Wurzel im Frühjahr	sammle Blüten und junge Blätter im Frühjahr	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Blütenfarbstoff ausziehen, zweimal filtern und klären	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
40	H3	f11r	f11r.1	F006	H3-S001	2	schoal	428a5e3662aa57b4b256	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	vom schattigen Waldort	von einem schattigen Standort	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Blütenfarbstoff ausziehen, zweimal filtern und klären	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
41	H3	f11r	f11r.1	F006	H3-S001	3	cfhy	bdad9f9ea8b80f141496	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	bevor sich die Blütenkrone öffnet	kurz vor voller Blüte	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Blütenfarbstoff ausziehen, zweimal filtern und klären	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
42	H3	f11r	f11r.1	F006	H3-S001	4	shfydaiin	a8af08e69edab8e54f15	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	presse die gequetschte Wurzel durch ein Tuch	zerquetsche sie und presse sie durch ein Tuch	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Blütenfarbstoff ausziehen, zweimal filtern und klären	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
43	H3	f11r	f11r.1	F006	H3-S001	5	cphy	deb377381ceaf55ea310	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	seihe die Flüssigkeit ein zweites Mal	seihe den Auszug ein zweites Mal	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Blütenfarbstoff ausziehen, zweimal filtern und klären	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
44	H3	f11r	f11r.1	F006	H3-S001	6	shey	b5df9126607030b95175	OPAQUE_PAYLOAD	NONCLOSE	KLAR?	NONE	STATE_GATE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Bis die Flüssigkeit klar abläuft	bis der Auszug klar ist	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Blütenfarbstoff ausziehen, zweimal filtern und klären	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
45	H3	f11r	f11r.1	F006	H3-S001	7	tchody	2e2027b1951d79911e24	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	lasse die geseihte Flüssigkeit offen abkühlen	lasse die klare Flüssigkeit abkühlen	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Blütenfarbstoff ausziehen, zweimal filtern und klären	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
46	H3	f11r	f11r.1	F007	H3-S002	8	shoyty	577c03a928d674d420d7	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	UNPARSED	UNPARSED	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	behalte die Blütenkrone zurück	behalte den Presskuchen als vorigen Posten zurück	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	Pigmentkuchen als vorige Materialprobe zurücklegen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
