event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id_opaque	surface_display_only	formal_formula_opaque	terminal_status	fixed_exact_mnemonic	strict_formal_prompt	event_template	event_parse_status	fixed_value_clause	formal_clause_no_semantic_inheritance	v64_local_plant_filler	complete_layered_technical_reading	local_filler_source_class	local_input_id	local_output_id	statement_pre_state	statement_post_state	iatromedical_comparator_event	opaque_roundtrip_atom	noninheritance_contract	source_lineage
23	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	shy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Pressrückstand als Nebenfraktion H2-R02 markieren	LOCAL[Pressrückstand als Nebenfraktion H2-R02 markieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-R01 sichtbare obere Pflanzenteile	H2-P01 Press-/Nachauszug + H2-R02 Pressrest	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Diese aktive Portion	E23@b921a237be883a820352	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
24	f10r	f10r.8	H2	F004	H2-S002	10488b911aae52b3b334	qotchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	frühe Erntefraktion H2-R03 eröffnen	LOCAL[frühe Erntefraktion H2-R03 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	vor der Blüte gesammelt	E24@10488b911aae52b3b334	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
25	f10r	f10r.8	H2	F004	H2-S002	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	ANSATZ?=aktiven Arbeitsansatz aufnehmen	NONE	H2-P01 als aktiven Ansatz ansprechen	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P01 als aktiven Ansatz ansprechen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Die bereitete Arbeitsflüssigkeit	E25@7a4bb8136330ee4e6e56	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
26	f10r	f10r.8	H2	F004	H2-S002	497cbd9c7401810ff56b	otol	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	eine Teilmenge H2-R03 in ein Vergleichsgefäß geben	LOCAL[eine Teilmenge H2-R03 in ein Vergleichsgefäß geben]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	eine Handvoll	E26@497cbd9c7401810ff56b	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
27	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	NONE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION	formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen]	V63_FORMAL_CHANNEL_NO_SEMANTIC_WORD+V53/V64_LOCAL_ARGUMENT	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Mit der vorigen Zubereitung weiter	E27@dcda95c81a5460feb191	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
28	f10r	f10r.8	H2	F004	H2-S002	dec401773c1f0347793d	cholor	OPAQUE_PAYLOAD	NONCLOSE	VORIGES?	NONE	SELECT_PREVIOUS	UNIQUE_EXACT	VORIGES?=vorige Charge wieder aufnehmen	NONE	vorige Charge H2-P01 wieder aufnehmen	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL[vorige Charge H2-P01 wieder aufnehmen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Aus dem vorigen Ansatz entnehmen	E28@dec401773c1f0347793d	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
29	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	NONE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION	diese vorige Charge an Vergleich H2-P02 verknüpfen	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[diese vorige Charge an Vergleich H2-P02 verknüpfen]	V63_FORMAL_CHANNEL_NO_SEMANTIC_WORD+V53/V64_LOCAL_ARGUMENT	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Mit der vorigen Zubereitung weiter	E29@dcda95c81a5460feb191	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
30	f10r	f10r.8	H2	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	MASS?=vorgesehenen Mengenwert buchen	VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION	Sollmenge für H2-P02 buchen	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge für H2-P02 buchen]	V60_EXACT_VALUE+V63_FORMAL_CHANNEL_SEPARATE+V53/V64_LOCAL_ARGUMENT	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Ein vorgeschriebenes Maß	E30@2f1c5e56e8f0ff459065	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
31	f10r	f10r.8	H2	F004	H2-S002	4d4559019a961b834aa1	dar	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	frühe Fraktion vollständig mazerieren	LOCAL[frühe Fraktion vollständig mazerieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P01 + frühe Fraktion H2-R03	H2-P02 frühe Vergleichscharge	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Daraus, aus demselben Ansatz	E31@4d4559019a961b834aa1	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
32	f10r	f10r.9	H2	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	späte Erntefraktion H2-R04 eröffnen	LOCAL[späte Erntefraktion H2-R04 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P02 + späte Fraktion H2-R04	H2-P02/H2-P03 gelagertes Vergleichspaar	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	wenn sich die Blüte geöffnet hat	E32@27d97af8c96eb056c2e6	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
33	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	shor	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	ANSATZ?=aktiven Arbeitsansatz aufnehmen	NONE	H2-P02 als ersten aktiven Ansatz führen	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P02 als ersten aktiven Ansatz führen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H2-P02 + späte Fraktion H2-R04	H2-P02/H2-P03 gelagertes Vergleichspaar	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Die bereitete Arbeitsflüssigkeit	E33@7a4bb8136330ee4e6e56	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
34	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	ANSATZ?=aktiven Arbeitsansatz aufnehmen	NONE	späte Teilcharge H2-P03 als zweiten aktiven Ansatz führen	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[späte Teilcharge H2-P03 als zweiten aktiven Ansatz führen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H2-P02 + späte Fraktion H2-R04	H2-P02/H2-P03 gelagertes Vergleichspaar	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Die bereitete Arbeitsflüssigkeit	E34@7a4bb8136330ee4e6e56	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
35	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	beide Ernteauszüge in getrennten Gefäßen umrühren	LOCAL[beide Ernteauszüge in getrennten Gefäßen umrühren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P02 + späte Fraktion H2-R04	H2-P02/H2-P03 gelagertes Vergleichspaar	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Diese aktive Portion	E35@b921a237be883a820352	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
36	f10r	f10r.9	H2	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	beide durch dasselbe Tuch seihen	LOCAL[beide durch dasselbe Tuch seihen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P02 + späte Fraktion H2-R04	H2-P02/H2-P03 gelagertes Vergleichspaar	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	bis ein bitterer Geschmack bleibt	E36@409de02322e7b2ca0c62	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
37	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Farbe und Bodensatz als Vergleichsmerkmale notieren	LOCAL[Farbe und Bodensatz als Vergleichsmerkmale notieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P02 + späte Fraktion H2-R04	H2-P02/H2-P03 gelagertes Vergleichspaar	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Diese aktive Portion	E37@b921a237be883a820352	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
38	f10r	f10r.9	H2	F005	H2-S003	834825c61d048a6b5628	chodaiin	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Vergleichspaar H2-P02/H2-P03 verschlossen lagern	LOCAL[Vergleichspaar H2-P02/H2-P03 verschlossen lagern]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H2-P02 + späte Fraktion H2-R04	H2-P02/H2-P03 gelagertes Vergleichspaar	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	bewahre diesen Anteil unter Öl	E38@834825c61d048a6b5628	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
39	f11r	f11r.1	H3	F006	H3-S001	953ad19b79517fc8a211	tshol	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Bildbesitzer H3 als Blüten-Kraut-Los H3-R01 eröffnen	LOCAL[Bildbesitzer H3 als Blüten-Kraut-Los H3-R01 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R01 sichtbares Blüten-/Krautlos	H3-P01 geklärtes Filtrat + sortierte Nebenfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	sammle die Wurzel im Frühjahr	E39@953ad19b79517fc8a211	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
40	f11r	f11r.1	H3	F006	H3-S001	428a5e3662aa57b4b256	schoal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	junge oberirdische Teile sammeln	LOCAL[junge oberirdische Teile sammeln]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R01 sichtbares Blüten-/Krautlos	H3-P01 geklärtes Filtrat + sortierte Nebenfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	vom schattigen Waldort	E40@428a5e3662aa57b4b256	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
41	f11r	f11r.1	H3	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Blütenköpfe und Blätter in zwei Schalen sortieren	LOCAL[Blütenköpfe und Blätter in zwei Schalen sortieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R01 sichtbares Blüten-/Krautlos	H3-P01 geklärtes Filtrat + sortierte Nebenfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	bevor sich die Blütenkrone öffnet	E41@bdad9f9ea8b80f141496	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
42	f11r	f11r.1	H3	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Krautfraktion quetschen und in Wasser mazerieren	LOCAL[Krautfraktion quetschen und in Wasser mazerieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R01 sichtbares Blüten-/Krautlos	H3-P01 geklärtes Filtrat + sortierte Nebenfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	presse die gequetschte Wurzel durch ein Tuch	E42@a8af08e69edab8e54f15	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
43	f11r	f11r.1	H3	F006	H3-S001	deb377381ceaf55ea310	cphy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Auszug zuerst grob, dann durch Tuch seihen	LOCAL[Auszug zuerst grob, dann durch Tuch seihen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R01 sichtbares Blüten-/Krautlos	H3-P01 geklärtes Filtrat + sortierte Nebenfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	seihe die Flüssigkeit ein zweites Mal	E43@deb377381ceaf55ea310	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
44	f11r	f11r.1	H3	F006	H3-S001	b5df9126607030b95175	shey	OPAQUE_PAYLOAD	NONCLOSE	KLAR?	NONE	STATE_GATE	UNIQUE_EXACT	KLAR?=Klarzustand der aktiven Charge prüfen	NONE	Klarheitszustand des Filtrats H3-P01 prüfen	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL[Klarheitszustand des Filtrats H3-P01 prüfen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H3-R01 sichtbares Blüten-/Krautlos	H3-P01 geklärtes Filtrat + sortierte Nebenfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	Bis die Flüssigkeit klar abläuft	E44@b5df9126607030b95175	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
