event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	v63_event_template	v63_trigger_origin	v63_event_parse_status	v63_field_parse_status	v63_statement_parse_status	v62_statement_pre_state	v62_symbolic_register_effect	v62_statement_post_state	v61_inherited_local_expansion	v64_tagged_source_segment	source_layer_tags	unsupported_assumption_ids	editorial_status	semantic_contract
28	f10r	f10r.8	H2	F004	H2-S002	dec401773c1f0347793d	cholor	OPAQUE_PAYLOAD	NONCLOSE	NONE	VORIGES?	SELECT_PREVIOUS	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Aus dem vorigen Ansatz entnehmen	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	CARD|REGISTER	NONE	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
29	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Mit der vorigen Zubereitung weiter	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	FORMAL|REGISTER	NONE	FORMAL_ONLY_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
30	f10r	f10r.8	H2	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	UNIQUE_CONVERGENT_CHANNELS	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Ein vorgeschriebenes Maß	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	CARD|FORMAL|EXEMPLAR	A018	CARD_PLUS_FORMAL_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
31	f10r	f10r.8	H2	F004	H2-S002	4d4559019a961b834aa1	dar	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Daraus, aus demselben Ansatz	[GENRE:verbinde beide Fraktionen]	GENRE	A016|A020	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
32	f10r	f10r.9	H2	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	wenn sich die Blüte geöffnet hat	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	GENRE	A021	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
33	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	shor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Die bereitete Arbeitsflüssigkeit	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	CARD|REGISTER	NONE	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
34	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Die bereitete Arbeitsflüssigkeit	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	CARD|REGISTER	NONE	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
35	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Diese aktive Portion	[GENRE:rühre bei kleinem Feuer]	GENRE	A019|A022	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
36	f10r	f10r.9	H2	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	bis ein bitterer Geschmack bleibt	[EXEMPLAR:bis eine weiche Salbe entsteht]	EXEMPLAR	A022	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
37	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Diese aktive Portion	[GENRE:bewahre sie bedeckt]	GENRE	A021	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
38	f10r	f10r.9	H2	F005	H2-S003	834825c61d048a6b5628	chodaiin	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	bewahre diesen Anteil unter Öl	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	GENRE	A023	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
39	f11r	f11r.1	H3	F006	H3-S001	953ad19b79517fc8a211	tshol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	sammle die Wurzel im Frühjahr	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	IMAGE|GENRE	A024|A025	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
40	f11r	f11r.1	H3	F006	H3-S001	428a5e3662aa57b4b256	schoal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	vom schattigen Waldort	[GENRE:in reinem Wein kochen]	GENRE	A026	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
41	f11r	f11r.1	H3	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	bevor sich die Blütenkrone öffnet	[GENRE:durch ein feines Tuch wringen]	GENRE	A027	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
42	f11r	f11r.1	H3	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	presse die gequetschte Wurzel durch ein Tuch	[GENRE:den Auszug stehen lassen]	GENRE	A027	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
43	f11r	f11r.1	H3	F006	H3-S001	deb377381ceaf55ea310	cphy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	seihe die Flüssigkeit ein zweites Mal	[GENRE:nochmals seihen]	GENRE	A027	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
44	f11r	f11r.1	H3	F006	H3-S001	b5df9126607030b95175	shey	OPAQUE_PAYLOAD	NONCLOSE	NONE	KLAR?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	Bis die Flüssigkeit klar abläuft	[CARD:KLAR?] [EXEMPLAR:bis zum örtlich geprüften klaren Zustand]	CARD|EXEMPLAR	A028	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
45	f11r	f11r.1	H3	F006	H3-S001	2e2027b1951d79911e24	tchody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	lasse die geseihte Flüssigkeit offen abkühlen	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:abkühlen lassen]	FORMAL|GENRE	A027	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
46	f11r	f11r.1	H3	F007	H3-S002	577c03a928d674d420d7	shoyty	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	behalte die Blütenkrone zurück	[EXEMPLAR:behalte einen Teil der frischen Blüten für die zweite Arznei zurück]	EXEMPLAR	A029	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
47	f11r	f11r.4	H3	F008	H3-S003	d665560c8ff80799a82c	dchol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	von diesem abgebildeten Simplex	[REGISTER:H3:I001 als erster Auszug]	REGISTER	NONE	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
48	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	Diese aktive Portion	[GENRE:nimm davon]	GENRE	A030	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
49	f11r	f11r.4	H3	F008	H3-S003	b2812c8283c3a62438bd	kchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	binde es auf die geschwollene Stelle	[GENRE:gib ihn als Trank]	GENRE	A030	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
50	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	Diese aktive Portion	[GENRE:bei bedrücktem Gemüt und beschwerter Brust]	GENRE	A031	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
51	f11r	f11r.4	H3	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	UNIQUE_CONVERGENT_CHANNELS	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	Ein vorgeschriebenes Maß	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:in kleinem örtlichem Maß]	CARD|FORMAL|EXEMPLAR	A034	CARD_PLUS_FORMAL_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
52	f11r	f11r.7	H3	F009	H3-S004	a48efd6c4491a046ba78	qotchy	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	bereite aus den Blättern einen warmen Umschlag	[EXEMPLAR:nimm die zurückbehaltenen Blüten]	EXEMPLAR	A029	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
53	f11r	f11r.7	H3	F009	H3-S004	322281bd391aa621f568	okchol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	lege ihn warm auf	[GENRE:erwärme sie in Olivenöl]	GENRE	A032	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
54	f11r	f11r.7	H3	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	Sobald die Zubereitung gebrauchsfertig ist	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Bereitschaftszustand]	CARD|EXEMPLAR	A028	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
