event_id	diagram_unit	physical_page	locus	surface	visible_owner_de	component_recipe	address_reading_de	diagram_model
P912-E1987	f68r1	f68r1	f68r1.25	otol	mehrteiliger Sternatlas mit lokalen Zentren	OT+OL	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, gleiche Reihe weiter.	MEHRTEILIGER_STERNATLAS
P912-E1988	f68r1	f68r1	f68r1.26	otor	mehrteiliger Sternatlas mit lokalen Zentren	OT+OR	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, Eintragsklasse.	MEHRTEILIGER_STERNATLAS
P912-E1989	f68r1	f68r1	f68r1.27	oiinar	mehrteiliger Sternatlas mit lokalen Zentren	O+IIN+AR	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Indexstufe, Quell- oder Bezugsstelle.	MEHRTEILIGER_STERNATLAS
P912-E1990	f68r1	f68r1	f68r1.28	okoldy	mehrteiliger Sternatlas mit lokalen Zentren	OK+OL+DY	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, gleiche Reihe weiter, Eintrag schließen.	MEHRTEILIGER_STERNATLAS
P912-E1991	f68r1	f68r1	f68r1.29	ykchdy	mehrteiliger Sternatlas mit lokalen Zentren	Y+K+CHD+Y	mehrteiliger Sternatlas mit lokalen Zentren: dieser Platz, Wert zuordnen, zum nächsten Platz wechseln, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1992	f68r1	f68r1	f68r1.30	oeeody	mehrteiliger Sternatlas mit lokalen Zentren	O+EE+O+D_ADDR+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, zweiter Grad, Reihe aufrufen, Unterplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1993	f68r1	f68r1	f68r1.31	ocphy	mehrteiliger Sternatlas mit lokalen Zentren	O+CPH+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Gegenplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1994	f68r1	f68r1	f68r1.32	okeeodal	mehrteiliger Sternatlas mit lokalen Zentren	OK+EE+O+DA+L	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, zweiter Grad, Reihe aufrufen, zweite Stufe, Verbindung.	MEHRTEILIGER_STERNATLAS
P912-E1995	f68r1	f68r1	f68r1.33	okshor	mehrteiliger Sternatlas mit lokalen Zentren	OK+SH+OR	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, Bezug halten, Eintragsklasse.	MEHRTEILIGER_STERNATLAS
P912-E1996	f68r1	f68r1	f68r1.34	osdaiin	mehrteiliger Sternatlas mit lokalen Zentren	O+S+D_ADDR+AIIN	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Klasse wählen, Unterplatz, verzeichneter Sollwert.	MEHRTEILIGER_STERNATLAS
P912-E1997	f68r1	f68r1	f68r1.35	otochedy	mehrteiliger Sternatlas mit lokalen Zentren	OT+O+CHD+Y	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, Reihe aufrufen, zum nächsten Platz wechseln, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1998	f68r1	f68r1	f68r1.36	dolchedy	mehrteiliger Sternatlas mit lokalen Zentren	D_ADDR+OL+CHD+Y	mehrteiliger Sternatlas mit lokalen Zentren: Unterplatz, gleiche Reihe weiter, zum nächsten Platz wechseln, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1999	f68r1	f68r1	f68r1.37	oky	mehrteiliger Sternatlas mit lokalen Zentren	OK+Y	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E2000	f68r1	f68r1	f68r1.37	okchdy	mehrteiliger Sternatlas mit lokalen Zentren	OK+CHD+DY	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, zum nächsten Platz wechseln, Eintrag schließen.	MEHRTEILIGER_STERNATLAS
P912-E2001	f68r1	f68r1	f68r1.37	okardy	mehrteiliger Sternatlas mit lokalen Zentren	OK+AR+D_ADDR+Y	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, Quell- oder Bezugsstelle, Unterplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E2002	f68r1	f68r1	f68r1.37	qear	mehrteiliger Sternatlas mit lokalen Zentren	CARRIER_Q+E+AR	mehrteiliger Sternatlas mit lokalen Zentren: q-Träger, erster Grad, Quell- oder Bezugsstelle.	MEHRTEILIGER_STERNATLAS
P912-E2003	f68r1	f68r1	f68r1.37	oygy	mehrteiliger Sternatlas mit lokalen Zentren	O+Y+G_LABEL+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, dieser Platz, g-Zeichen, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E2004	f69v	f69v	f69v.1	dair	drei getrennte heterogene Himmelsraeder	D_ADDR+AIR	drei getrennte heterogene Himmelsraeder: Unterplatz, Ringlauf.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2005	f69v	f69v	f69v.1	cheyky	drei getrennte heterogene Himmelsraeder	CH+E+Y+K+Y	drei getrennte heterogene Himmelsraeder: Klassenkennung, erster Grad, dieser Platz, Wert zuordnen, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2006	f69v	f69v	f69v.1	otaza	drei getrennte heterogene Himmelsraeder	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	drei getrennte heterogene Himmelsraeder: nächster Platz, lokale Adresse, z-Zeichen, lokale Adresse.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2007	f69v	f69v	f69v.1	sar	drei getrennte heterogene Himmelsraeder	S+AR	drei getrennte heterogene Himmelsraeder: Klasse wählen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2008	f69v	f69v	f69v.1	ar	drei getrennte heterogene Himmelsraeder	AR	drei getrennte heterogene Himmelsraeder: Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2009	f69v	f69v	f69v.1	chykar	drei getrennte heterogene Himmelsraeder	CH+Y+K+AR	drei getrennte heterogene Himmelsraeder: Klassenkennung, dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2010	f69v	f69v	f69v.1	okoirsh	drei getrennte heterogene Himmelsraeder	OK+O+LOCAL_CHAR_I+R+SH	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Reihe aufrufen, i-Zeichen, Zustandsmarke, Bezug halten.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2011	f69v	f69v	f69v.1	ar	drei getrennte heterogene Himmelsraeder	AR	drei getrennte heterogene Himmelsraeder: Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2012	f69v	f69v	f69v.1	chetody	drei getrennte heterogene Himmelsraeder	CH+E+T+O+D_ADDR+Y	drei getrennte heterogene Himmelsraeder: Klassenkennung, erster Grad, Platz einstellen, Reihe aufrufen, Unterplatz, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2013	f69v	f69v	f69v.1	okeeos	drei getrennte heterogene Himmelsraeder	OK+EE+O+S	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, Reihe aufrufen, Klasse wählen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2014	f69v	f69v	f69v.1	o	drei getrennte heterogene Himmelsraeder	O	drei getrennte heterogene Himmelsraeder: Reihe aufrufen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2015	f69v	f69v	f69v.1	tey	drei getrennte heterogene Himmelsraeder	T+E+Y	drei getrennte heterogene Himmelsraeder: Platz einstellen, erster Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2016	f69v	f69v	f69v.1	otokeeey	drei getrennte heterogene Himmelsraeder	OT+OK+EEE+Y	drei getrennte heterogene Himmelsraeder: nächster Platz, Platz aktivieren, voller Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2017	f69v	f69v	f69v.1	okeeody	drei getrennte heterogene Himmelsraeder	OK+EE+O+D_ADDR+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, Reihe aufrufen, Unterplatz, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2018	f69v	f69v	f69v.1	okeey	drei getrennte heterogene Himmelsraeder	OK+EE+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2019	f69v	f69v	f69v.1	doiir	drei getrennte heterogene Himmelsraeder	D_ADDR+O+IIN+R	drei getrennte heterogene Himmelsraeder: Unterplatz, Reihe aufrufen, Indexstufe, Zustandsmarke.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2020	f69v	f69v	f69v.1	teeo	drei getrennte heterogene Himmelsraeder	T+EE+O	drei getrennte heterogene Himmelsraeder: Platz einstellen, zweiter Grad, Reihe aufrufen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2021	f69v	f69v	f69v.1	y	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2022	f69v	f69v	f69v.1	chey	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2023	f69v	f69v	f69v.1	ot	drei getrennte heterogene Himmelsraeder	OT	drei getrennte heterogene Himmelsraeder: nächster Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2024	f69v	f69v	f69v.1	y	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2025	f69v	f69v	f69v.1	okedy	drei getrennte heterogene Himmelsraeder	OK+E+DY	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2026	f69v	f69v	f69v.1	chsdy	drei getrennte heterogene Himmelsraeder	CH+S+DY	drei getrennte heterogene Himmelsraeder: Klassenkennung, Klasse wählen, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2027	f69v	f69v	f69v.1	okeod	drei getrennte heterogene Himmelsraeder	OK+E+O+D_ADDR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2028	f69v	f69v	f69v.1	y	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2029	f69v	f69v	f69v.1	dy	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2030	f69v	f69v	f69v.1	choaiin	drei getrennte heterogene Himmelsraeder	CH+O+AIIN	drei getrennte heterogene Himmelsraeder: Klassenkennung, Reihe aufrufen, verzeichneter Sollwert.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2031	f69v	f69v	f69v.1	okar	drei getrennte heterogene Himmelsraeder	OK+AR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2032	f69v	f69v	f69v.1	okar	drei getrennte heterogene Himmelsraeder	OK+AR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2033	f69v	f69v	f69v.1	chol	drei getrennte heterogene Himmelsraeder	OL	drei getrennte heterogene Himmelsraeder: gleiche Reihe weiter.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2034	f69v	f69v	f69v.1	chees	drei getrennte heterogene Himmelsraeder	SH+EE+S_ADDR	drei getrennte heterogene Himmelsraeder: Bezug halten, zweiter Grad, Sternbezug.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2035	f69v	f69v	f69v.1	yto	drei getrennte heterogene Himmelsraeder	Y+T+O	drei getrennte heterogene Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2036	f69v	f69v	f69v.1	odair	drei getrennte heterogene Himmelsraeder	O+D_ADDR+AIR	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Unterplatz, Ringlauf.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2037	f69v	f69v	f69v.1	oty	drei getrennte heterogene Himmelsraeder	OT+Y	drei getrennte heterogene Himmelsraeder: nächster Platz, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2038	f69v	f69v	f69v.1	oteeo	drei getrennte heterogene Himmelsraeder	OT+EE+O	drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, Reihe aufrufen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2039	f69v	f69v	f69v.1	dar	drei getrennte heterogene Himmelsraeder	D_ADDR+AR	drei getrennte heterogene Himmelsraeder: Unterplatz, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2040	f69v	f69v	f69v.1	o	drei getrennte heterogene Himmelsraeder	O	drei getrennte heterogene Himmelsraeder: Reihe aufrufen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2041	f69v	f69v	f69v.1	eykeody	drei getrennte heterogene Himmelsraeder	E+Y+K+E+O+DY	drei getrennte heterogene Himmelsraeder: erster Grad, dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2042	f69v	f69v	f69v.1	dchor	drei getrennte heterogene Himmelsraeder	D_ADDR+CH+OR	drei getrennte heterogene Himmelsraeder: Unterplatz, Klassenkennung, Eintragsklasse.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2043	f69v	f69v	f69v.1	char	drei getrennte heterogene Himmelsraeder	AR	drei getrennte heterogene Himmelsraeder: Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2044	f69v	f69v	f69v.2	yka	drei getrennte heterogene Himmelsraeder	Y+K+A_ADDR	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, lokale Adresse.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2045	f69v	f69v	f69v.2	chol	drei getrennte heterogene Himmelsraeder	OL	drei getrennte heterogene Himmelsraeder: gleiche Reihe weiter.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2046	f69v	f69v	f69v.2	ykar	drei getrennte heterogene Himmelsraeder	Y+K+AR	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2047	f69v	f69v	f69v.2	dal	drei getrennte heterogene Himmelsraeder	AL	drei getrennte heterogene Himmelsraeder: Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2048	f69v	f69v	f69v.2	ykady	drei getrennte heterogene Himmelsraeder	Y+K+A_ADDR+Y	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, lokale Adresse, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2049	f69v	f69v	f69v.2	iokeeor	drei getrennte heterogene Himmelsraeder	OK+EE+OR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, Eintragsklasse.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2050	f69v	f69v	f69v.2	cheey	drei getrennte heterogene Himmelsraeder	SH+EE+Y	drei getrennte heterogene Himmelsraeder: Bezug halten, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2051	f69v	f69v	f69v.2	choly	drei getrennte heterogene Himmelsraeder	OL+Y	drei getrennte heterogene Himmelsraeder: gleiche Reihe weiter, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2052	f69v	f69v	f69v.2	ykeeal	drei getrennte heterogene Himmelsraeder	Y+K+EE+AL	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2053	f69v	f69v	f69v.2	cheo	drei getrennte heterogene Himmelsraeder	CHEO	drei getrennte heterogene Himmelsraeder: lokaler Eintrag.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2054	f69v	f69v	f69v.2	oaram	drei getrennte heterogene Himmelsraeder	O+AR+AM_ADDR	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Quell- oder Bezugsstelle, Innenplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2055	f69v	f69v	f69v.2	ockhy	drei getrennte heterogene Himmelsraeder	O+CKH+Y	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Verbindungsweg, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2056	f69v	f69v	f69v.2	sheey	drei getrennte heterogene Himmelsraeder	SH+EE+Y	drei getrennte heterogene Himmelsraeder: Bezug halten, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2057	f69v	f69v	f69v.2	aiin	drei getrennte heterogene Himmelsraeder	AIIN	drei getrennte heterogene Himmelsraeder: verzeichneter Sollwert.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2058	f69v	f69v	f69v.2	y	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2059	f69v	f69v	f69v.2	daiial	drei getrennte heterogene Himmelsraeder	DA+IIN+AL	drei getrennte heterogene Himmelsraeder: zweite Stufe, Indexstufe, Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2060	f69v	f69v	f69v.2	cheody	drei getrennte heterogene Himmelsraeder	CHEO+Y	drei getrennte heterogene Himmelsraeder: lokaler Eintrag, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2061	f69v	f69v	f69v.2	cheal	drei getrennte heterogene Himmelsraeder	AL	drei getrennte heterogene Himmelsraeder: Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2062	f69v	f69v	f69v.2	yetey	drei getrennte heterogene Himmelsraeder	Y+E+T+E+Y	drei getrennte heterogene Himmelsraeder: dieser Platz, erster Grad, Platz einstellen, erster Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2063	f69v	f69v	f69v.2	chear	drei getrennte heterogene Himmelsraeder	CH+E+AR	drei getrennte heterogene Himmelsraeder: Klassenkennung, erster Grad, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2064	f69v	f69v	f69v.2	y	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2065	f69v	f69v	f69v.2	dy	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2066	f69v	f69v	f69v.2	ykey	drei getrennte heterogene Himmelsraeder	Y+K+E+Y	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2067	f69v	f69v	f69v.2	ch	drei getrennte heterogene Himmelsraeder	CH	drei getrennte heterogene Himmelsraeder: Klassenkennung.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2068	f69v	f69v	f69v.2	y	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2069	f69v	f69v	f69v.2	dy	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2070	f69v	f69v	f69v.2	chol	drei getrennte heterogene Himmelsraeder	OL	drei getrennte heterogene Himmelsraeder: gleiche Reihe weiter.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2071	f69v	f69v	f69v.2	ykar	drei getrennte heterogene Himmelsraeder	Y+K+AR	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2072	f69v	f69v	f69v.2	ol	drei getrennte heterogene Himmelsraeder	OL	drei getrennte heterogene Himmelsraeder: gleiche Reihe weiter.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2073	f69v	f69v	f69v.2	y	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2074	f69v	f69v	f69v.2	ykeeody	drei getrennte heterogene Himmelsraeder	Y+K+EE+O+Y	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Reihe aufrufen, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2075	f69v	f69v	f69v.2	chey	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2076	f69v	f69v	f69v.2	dal	drei getrennte heterogene Himmelsraeder	AL	drei getrennte heterogene Himmelsraeder: Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2077	f69v	f69v	f69v.2	ody	drei getrennte heterogene Himmelsraeder	O+DY	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2078	f69v	f69v	f69v.2	airchy	drei getrennte heterogene Himmelsraeder	AIR+Y	drei getrennte heterogene Himmelsraeder: Ringlauf, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2079	f69v	f69v	f69v.2	choky	drei getrennte heterogene Himmelsraeder	OK+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2080	f69v	f69v	f69v.2	ychey	drei getrennte heterogene Himmelsraeder	Y+Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2081	f69v	f69v	f69v.2	chey	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2082	f69v	f69v	f69v.3	doair	drei getrennte heterogene Himmelsraeder	D_ADDR+O+AIR	drei getrennte heterogene Himmelsraeder: Unterplatz, Reihe aufrufen, Ringlauf.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2083	f69v	f69v	f69v.3	otaldal	drei getrennte heterogene Himmelsraeder	OT+AL+AL	drei getrennte heterogene Himmelsraeder: nächster Platz, Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2084	f69v	f69v	f69v.3	dair	drei getrennte heterogene Himmelsraeder	D_ADDR+AIR	drei getrennte heterogene Himmelsraeder: Unterplatz, Ringlauf.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2085	f69v	f69v	f69v.3	chdy	drei getrennte heterogene Himmelsraeder	CHD+Y	drei getrennte heterogene Himmelsraeder: zum nächsten Platz wechseln, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2086	f69v	f69v	f69v.3	otoar	drei getrennte heterogene Himmelsraeder	OT+O+AR	drei getrennte heterogene Himmelsraeder: nächster Platz, Reihe aufrufen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2087	f69v	f69v	f69v.3	ar	drei getrennte heterogene Himmelsraeder	AR	drei getrennte heterogene Himmelsraeder: Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2088	f69v	f69v	f69v.3	chy	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2089	f69v	f69v	f69v.3	qoteor	drei getrennte heterogene Himmelsraeder	OT+E+OR	drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, Eintragsklasse.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2090	f69v	f69v	f69v.3	cho	drei getrennte heterogene Himmelsraeder	HO	drei getrennte heterogene Himmelsraeder: Teil.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2091	f69v	f69v	f69v.3	qotair	drei getrennte heterogene Himmelsraeder	OT+AIR	drei getrennte heterogene Himmelsraeder: nächster Platz, Ringlauf.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2092	f69v	f69v	f69v.3	chda	drei getrennte heterogene Himmelsraeder	CHD+A_ADDR	drei getrennte heterogene Himmelsraeder: zum nächsten Platz wechseln, lokale Adresse.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2093	f69v	f69v	f69v.3	oteeal	drei getrennte heterogene Himmelsraeder	OT+EE+AL	drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2094	f69v	f69v	f69v.3	cheor	drei getrennte heterogene Himmelsraeder	CHEO+R	drei getrennte heterogene Himmelsraeder: lokaler Eintrag, Zustandsmarke.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2095	f69v	f69v	f69v.3	ar	drei getrennte heterogene Himmelsraeder	AR	drei getrennte heterogene Himmelsraeder: Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2096	f69v	f69v	f69v.3	air	drei getrennte heterogene Himmelsraeder	AIR	drei getrennte heterogene Himmelsraeder: Ringlauf.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
