page	locus	word_index	surface	formal_translation	production_class	root_family	root_action	state_role	bound_q	position	production_mode	production_source	production_operation	semantic_gloss	signature_roundtrip	production_roundtrip
f32v	f32v.3	4	dsho	MIDDLE · ECHO2(d) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	ECHO2	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.3	5	dain	MIDDLE · REPEAT1(d) · RESOLVE · COPY<f32v.2:9=dain;exact>	DERIVED_COPY	d	REPEAT1	RESOLVE	0	MIDDLE	COPY	f32v.2:9=dain	exact	UNGROUNDED	True	True
f32v	f32v.3	6	daiin	MIDDLE · ECHO2(d) · RESOLVE · COPY<f32v.2:4=daiin;exact>	DERIVED_COPY	d	ECHO2	RESOLVE	0	MIDDLE	COPY	f32v.2:4=daiin	exact	UNGROUNDED	True	True
f32v	f32v.3	7	s	MIDDLE · SELECT(s) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.3	8	shokey	MIDDLE · SELECT(shok) · RELAY · NEAR_FORM_EMIT	NEAR_FORM_EMIT	shok	SELECT	RELAY	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.3	9	ka	END · SELECT(k) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	k	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.4	1	or	START · SELECT(or) · PLAIN_FORM · SPLIT_SUFFIX<f32v.3:1=shor;split_suffix>	DERIVED_SPLIT_SUFFIX	or	SELECT	PLAIN_FORM	0	START	SPLIT_SUFFIX	f32v.3:1=shor	split_suffix	UNGROUNDED	True	True
f32v	f32v.4	2	chr	MIDDLE · SELECT(chr) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	chr	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.4	3	chor	MIDDLE · SELECT(H) · RESOLVE · EDIT<f32v.4:2=chr;ins@2:o>	DERIVED_EDIT	H	SELECT	RESOLVE	0	MIDDLE	EDIT	f32v.4:2=chr	ins@2:o	UNGROUNDED	True	True
f32v	f32v.4	4	dor	MIDDLE · SELECT(d) · PLAIN_FORM · EDIT<f32v.4:3=chor;sub@1:ch>d>	DERIVED_EDIT	d	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f32v.4:3=chor	sub@1:ch>d	UNGROUNDED	True	True
f32v	f32v.4	5	chaiin	MIDDLE · ECHO2(H) · RESOLVE · EDIT<f32v.3:6=daiin;sub@1:d>ch>	DERIVED_EDIT	H	ECHO2	RESOLVE	0	MIDDLE	EDIT	f32v.3:6=daiin	sub@1:d>ch	UNGROUNDED	True	True
f32v	f32v.4	6	qotcho	MIDDLE · SELECT(ot) · PLAIN_FORM+BOUND_Q · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ot	SELECT	PLAIN_FORM	1	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.4	7	r	MIDDLE · SELECT(r) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	r	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.4	8	chy	MIDDLE · SELECT(H) · PLAIN_FORM · COPY<f32v.2:3=chy;exact>	DERIVED_COPY	H	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f32v.2:3=chy	exact	UNGROUNDED	True	True
f32v	f32v.4	9	dcho	MIDDLE · SELECT(d) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.4	10	daiin	END · REPEAT1(d) · RESOLVE · COPY<f32v.3:6=daiin;exact>	DERIVED_COPY	d	REPEAT1	RESOLVE	0	END	COPY	f32v.3:6=daiin	exact	UNGROUNDED	True	True
f32v	f32v.5	1	chokchy	START · SELECT(chok) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	chok	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.5	2	daiin	MIDDLE · SELECT(d) · RESOLVE · COPY<f32v.4:10=daiin;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	MIDDLE	COPY	f32v.4:10=daiin	exact	UNGROUNDED	True	True
f32v	f32v.5	3	shy	MIDDLE · SELECT(H) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.5	4	chor	MIDDLE · REPEAT1(H) · RESOLVE · COPY<f32v.4:3=chor;exact>	DERIVED_COPY	H	REPEAT1	RESOLVE	0	MIDDLE	COPY	f32v.4:3=chor	exact	UNGROUNDED	True	True
f32v	f32v.5	5	qo	MIDDLE · SELECT(o) · PLAIN_FORM+BOUND_Q · SPLIT_PREFIX<f32v.4:6=qotcho;split_prefix>	DERIVED_SPLIT_PREFIX	o	SELECT	PLAIN_FORM	1	MIDDLE	SPLIT_PREFIX	f32v.4:6=qotcho	split_prefix	UNGROUNDED	True	True
f32v	f32v.5	6	kaiin	MIDDLE · SELECT(k) · RESOLVE · EDIT<f32v.4:10=daiin;sub@1:d>k>	DERIVED_EDIT	k	SELECT	RESOLVE	0	MIDDLE	EDIT	f32v.4:10=daiin	sub@1:d>k	UNGROUNDED	True	True
f32v	f32v.5	7	dain	MIDDLE · SELECT(d) · RESOLVE · COPY<f32v.3:5=dain;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	MIDDLE	COPY	f32v.3:5=dain	exact	UNGROUNDED	True	True
f32v	f32v.5	8	dchol	MIDDLE · REPEAT1(d) · PLAIN_FORM · EDIT<f32v.4:9=dcho;ins@4:l>	DERIVED_EDIT	d	REPEAT1	PLAIN_FORM	0	MIDDLE	EDIT	f32v.4:9=dcho	ins@4:l	UNGROUNDED	True	True
f32v	f32v.5	9	dosg	END · ECHO2(d) · TERMINAL_MG · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	ECHO2	TERMINAL_MG	0	END	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.6	1	o	START · SELECT(o) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	o	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.6	2	kchan	MIDDLE · SELECT(k) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	k	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.6	3	chol	MIDDLE · SELECT(H) · RESOLVE · SPLIT_SUFFIX<f32v.5:8=dchol;split_suffix>	DERIVED_SPLIT_SUFFIX	H	SELECT	RESOLVE	0	MIDDLE	SPLIT_SUFFIX	f32v.5:8=dchol	split_suffix	UNGROUNDED	True	True
f32v	f32v.6	4	shal	MIDDLE · REPEAT1(H) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	REPEAT1	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.6	5	dchcthy	END · SELECT(d) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.7	1	ksho	START · SELECT(k) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	k	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.7	2	cphos	MIDDLE · SELECT(cphos) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cphos	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.7	3	she	MIDDLE · SELECT(H) · OPEN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	OPEN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.7	4	sheaiin	MIDDLE · REPEAT1(H) · RESOLVE · EDIT<f32v.5:6=kaiin;ins@1:sh,sub@1:k>e>	DERIVED_EDIT	H	REPEAT1	RESOLVE	0	MIDDLE	EDIT	f32v.5:6=kaiin	ins@1:sh,sub@1:k>e	UNGROUNDED	True	True
f32v	f32v.7	5	otshcho	MIDDLE · SELECT(ot) · PLAIN_FORM · EDIT<f32v.4:6=qotcho;del@1:q,ins@4:sh>	DERIVED_EDIT	ot	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f32v.4:6=qotcho	del@1:q,ins@4:sh	UNGROUNDED	True	True
f32v	f32v.7	6	r	MIDDLE · SELECT(r) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	r	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.7	7	dain	MIDDLE · SELECT(d) · RESOLVE · COPY<f32v.5:7=dain;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	MIDDLE	COPY	f32v.5:7=dain	exact	UNGROUNDED	True	True
f32v	f32v.7	8	shckhy	MIDDLE · SELECT(shckh) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	shckh	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.7	9	s	MIDDLE · SELECT(s) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.7	10	odan	END · SELECT(od) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	od	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.8	1	otchol	START · SELECT(ot) · PLAIN_FORM · EDIT<f32v.7:5=otshcho;del@3:sh,ins@6:l>	DERIVED_EDIT	ot	SELECT	PLAIN_FORM	0	START	EDIT	f32v.7:5=otshcho	del@3:sh,ins@6:l	UNGROUNDED	True	True
f32v	f32v.8	2	daiin	MIDDLE · SELECT(d) · RESOLVE · COPY<f32v.5:2=daiin;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	MIDDLE	COPY	f32v.5:2=daiin	exact	UNGROUNDED	True	True
f32v	f32v.8	3	daiin	MIDDLE · REPEAT1(d) · RESOLVE · COPY<f32v.8:2=daiin;exact>	DERIVED_COPY	d	REPEAT1	RESOLVE	0	MIDDLE	COPY	f32v.8:2=daiin	exact	UNGROUNDED	True	True
f32v	f32v.8	4	ctho	MIDDLE · SELECT(ctho) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ctho	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.8	5	daiin	MIDDLE · ECHO2(d) · RESOLVE · COPY<f32v.5:2=daiin;exact>	DERIVED_COPY	d	ECHO2	RESOLVE	0	MIDDLE	COPY	f32v.5:2=daiin	exact	UNGROUNDED	True	True
f32v	f32v.8	6	qotaiin	MIDDLE · SELECT(ot) · RESOLVE+BOUND_Q · COPY<f32v.1:4=qotaiin;exact>	DERIVED_COPY	ot	SELECT	RESOLVE	1	MIDDLE	COPY	f32v.1:4=qotaiin	exact	UNGROUNDED	True	True
f32v	f32v.8	7	otchy	MIDDLE · REPEAT1(ot) · PLAIN_FORM · EDIT<f32v.2:6=tchy;ins@1:o>	DERIVED_EDIT	ot	REPEAT1	PLAIN_FORM	0	MIDDLE	EDIT	f32v.2:6=tchy	ins@1:o	UNGROUNDED	True	True
f32v	f32v.8	8	d	MIDDLE · SELECT(d) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.8	9	shan	END · SELECT(H) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.9	1	qotchy	START · SELECT(ot) · PLAIN_FORM+BOUND_Q · EDIT<f32v.8:7=otchy;ins@1:q>	DERIVED_EDIT	ot	SELECT	PLAIN_FORM	1	START	EDIT	f32v.8:7=otchy	ins@1:q	UNGROUNDED	True	True
f32v	f32v.9	2	cfhy	MIDDLE · SELECT(cfh) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cfh	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.9	3	skey	MIDDLE · SELECT(s) · OPEN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	OPEN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.9	4	chocthy	MIDDLE · SELECT(cho) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cho	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.9	5	daiin	MIDDLE · SELECT(d) · RESOLVE · COPY<f32v.8:5=daiin;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	MIDDLE	COPY	f32v.8:5=daiin	exact	UNGROUNDED	True	True
f32v	f32v.9	6	cthaiin	MIDDLE · SELECT(cth) · RESOLVE · EDIT<f32v.9:5=daiin;sub@1:d>cth>	DERIVED_EDIT	cth	SELECT	RESOLVE	0	MIDDLE	EDIT	f32v.9:5=daiin	sub@1:d>cth	UNGROUNDED	True	True
f32v	f32v.9	7	daiin	END · ECHO2(d) · RESOLVE · COPY<f32v.8:5=daiin;exact>	DERIVED_COPY	d	ECHO2	RESOLVE	0	END	COPY	f32v.8:5=daiin	exact	UNGROUNDED	True	True
f32v	f32v.10	1	sho	START · SELECT(sho) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	sho	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.10	2	keol	MIDDLE · SELECT(k) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	k	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.10	3	chor	MIDDLE · SELECT(H) · RESOLVE · COPY<f32v.5:4=chor;exact>	DERIVED_COPY	H	SELECT	RESOLVE	0	MIDDLE	COPY	f32v.5:4=chor	exact	UNGROUNDED	True	True
f32v	f32v.10	4	chol	MIDDLE · REPEAT1(H) · RESOLVE · COPY<f32v.6:3=chol;exact>	DERIVED_COPY	H	REPEAT1	RESOLVE	0	MIDDLE	COPY	f32v.6:3=chol	exact	UNGROUNDED	True	True
f32v	f32v.10	5	daiin	MIDDLE · SELECT(d) · RESOLVE · COPY<f32v.9:7=daiin;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	MIDDLE	COPY	f32v.9:7=daiin	exact	UNGROUNDED	True	True
f32v	f32v.10	6	cpho	MIDDLE · SELECT(cpho) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cpho	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.10	7	l	MIDDLE · SELECT(l) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	l	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.10	8	cthol	MIDDLE · SELECT(cth) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cth	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.10	9	da	MIDDLE · SELECT(d) · PLAIN_FORM · SPLIT_PREFIX<f32v.9:7=daiin;split_prefix>	DERIVED_SPLIT_PREFIX	d	SELECT	PLAIN_FORM	0	MIDDLE	SPLIT_PREFIX	f32v.9:7=daiin	split_prefix	UNGROUNDED	True	True
f32v	f32v.10	10	ar	END · SELECT(ar) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ar	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f32v	f32v.11	1	ol	START · SELECT(ol) · PLAIN_FORM · SPLIT_SUFFIX<f32v.10:8=cthol;split_suffix>	DERIVED_SPLIT_SUFFIX	ol	SELECT	PLAIN_FORM	0	START	SPLIT_SUFFIX	f32v.10:8=cthol	split_suffix	UNGROUNDED	True	True
f32v	f32v.11	2	sho	MIDDLE · SELECT(sho) · PLAIN_FORM · COPY<f32v.10:1=sho;exact>	DERIVED_COPY	sho	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f32v.10:1=sho	exact	UNGROUNDED	True	True
f32v	f32v.11	3	chy	END · SELECT(H) · PLAIN_FORM · COPY<f32v.4:8=chy;exact>	DERIVED_COPY	H	SELECT	PLAIN_FORM	0	END	COPY	f32v.4:8=chy	exact	UNGROUNDED	True	True
f33r	f33r.1	1	tshdar	START · SELECT(t) · PLAIN_FORM · PAGE_INIT_FUTURE_REUSED	PAGE_INIT_FUTURE_REUSED	t	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.1	2	shdor	MIDDLE · SELECT(shd) · PLAIN_FORM · EDIT<f33r.1:1=tshdar;del@1:t,sub@4:a>o>	DERIVED_EDIT	shd	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f33r.1:1=tshdar	del@1:t,sub@4:a>o	UNGROUNDED	True	True
f33r	f33r.1	3	shepchdy	MIDDLE · SELECT(H) · PLAIN_FORM · PAGE_INIT_FUTURE_REUSED	PAGE_INIT_FUTURE_REUSED	H	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.1	4	cphody	MIDDLE · SELECT(cphod) · PLAIN_FORM · PAGE_INIT_FUTURE_REUSED	PAGE_INIT_FUTURE_REUSED	cphod	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.1	5	yfoldy	MIDDLE · SELECT(EMPTY) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	EMPTY	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.1	6	qofody	MIDDLE · SELECT(o) · PLAIN_FORM+BOUND_Q · EDIT<f33r.1:5=yfoldy;ins@1:q,sub@1:y>o,del@4:l>	DERIVED_EDIT	o	SELECT	PLAIN_FORM	1	MIDDLE	EDIT	f33r.1:5=yfoldy	ins@1:q,sub@1:y>o,del@4:l	UNGROUNDED	True	True
f33r	f33r.1	7	otchedy	MIDDLE · SELECT(ot) · OPEN_FORM · PAGE_INIT_FUTURE_REUSED	PAGE_INIT_FUTURE_REUSED	ot	SELECT	OPEN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.1	8	lfchdy	MIDDLE · SELECT(l) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	l	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.1	9	daiin	END · SELECT(d) · RESOLVE · PAGE_INIT_FUTURE_REUSED	PAGE_INIT_FUTURE_REUSED	d	SELECT	RESOLVE	0	END	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.2	1	ytchedy	START · SELECT(EMPTY) · OPEN_FORM · EDIT<f33r.1:7=otchedy;sub@1:o>y>	DERIVED_EDIT	EMPTY	SELECT	OPEN_FORM	0	START	EDIT	f33r.1:7=otchedy	sub@1:o>y	UNGROUNDED	True	True
f33r	f33r.2	2	qokar	MIDDLE · SELECT(ok) · RESOLVE+BOUND_Q · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ok	SELECT	RESOLVE	1	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.2	3	cheky	MIDDLE · SELECT(H) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.2	4	okaldy	MIDDLE · ECHO2(ok) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ok	ECHO2	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.2	5	qokaldy	MIDDLE · REPEAT1(ok) · PLAIN_FORM+BOUND_Q · EDIT<f33r.2:4=okaldy;ins@1:q>	DERIVED_EDIT	ok	REPEAT1	PLAIN_FORM	1	MIDDLE	EDIT	f33r.2:4=okaldy	ins@1:q	UNGROUNDED	True	True
f33r	f33r.2	6	otor	MIDDLE · SELECT(ot) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ot	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.2	7	oldar	MIDDLE · SELECT(ol) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ol	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.2	8	qotar	MIDDLE · ECHO2(ot) · RESOLVE+BOUND_Q · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ot	ECHO2	RESOLVE	1	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.2	9	otar	MIDDLE · REPEAT1(ot) · RESOLVE · SPLIT_SUFFIX<f33r.2:8=qotar;split_suffix>	DERIVED_SPLIT_SUFFIX	ot	REPEAT1	RESOLVE	0	MIDDLE	SPLIT_SUFFIX	f33r.2:8=qotar	split_suffix	UNGROUNDED	True	True
f33r	f33r.2	10	otardam	END · ECHO2(ot) · TERMINAL_MG · EDIT<f33r.2:9=otar;ins@5:d,ins@5:a,ins@5:m>	DERIVED_EDIT	ot	ECHO2	TERMINAL_MG	0	END	EDIT	f33r.2:9=otar	ins@5:d,ins@5:a,ins@5:m	UNGROUNDED	True	True
f33r	f33r.3	1	laiin	START · SELECT(l) · RESOLVE · EDIT<f33r.1:9=daiin;sub@1:d>l>	DERIVED_EDIT	l	SELECT	RESOLVE	0	START	EDIT	f33r.1:9=daiin	sub@1:d>l	UNGROUNDED	True	True
f33r	f33r.3	2	y	MIDDLE · SELECT(EMPTY) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	EMPTY	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.3	3	cheky	MIDDLE · SELECT(H) · PLAIN_FORM · COPY<f33r.2:3=cheky;exact>	DERIVED_COPY	H	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f33r.2:3=cheky	exact	UNGROUNDED	True	True
f33r	f33r.3	4	qokedy	MIDDLE · SELECT(ok) · RELAY+BOUND_Q · EDIT<f33r.2:5=qokaldy;del@4:a,sub@5:l>e>	DERIVED_EDIT	ok	SELECT	RELAY	1	MIDDLE	EDIT	f33r.2:5=qokaldy	del@4:a,sub@5:l>e	UNGROUNDED	True	True
f33r	f33r.3	5	shedy	MIDDLE · ECHO2(H) · RELAY · EDIT<f33r.1:3=shepchdy;del@3:p,del@4:ch>	DERIVED_EDIT	H	ECHO2	RELAY	0	MIDDLE	EDIT	f33r.1:3=shepchdy	del@3:p,del@4:ch	UNGROUNDED	True	True
f33r	f33r.3	6	chdal	MIDDLE · SELECT(chd) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	chd	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.3	7	chechdaiin	MIDDLE · ECHO2(H) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	ECHO2	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.3	8	qokchy	MIDDLE · SELECT(ok) · PLAIN_FORM+BOUND_Q · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ok	SELECT	PLAIN_FORM	1	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.3	9	ody	MIDDLE · SELECT(od) · PLAIN_FORM · SPLIT_SUFFIX<f33r.1:6=qofody;split_suffix>	DERIVED_SPLIT_SUFFIX	od	SELECT	PLAIN_FORM	0	MIDDLE	SPLIT_SUFFIX	f33r.1:6=qofody	split_suffix	UNGROUNDED	True	True
f33r	f33r.3	10	chekeedy	MIDDLE · SELECT(H) · OPEN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	OPEN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.3	11	ykam	END · SELECT(EMPTY) · TERMINAL_MG · NEAR_FORM_EMIT	NEAR_FORM_EMIT	EMPTY	SELECT	TERMINAL_MG	0	END	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.4	1	taiin	START · SELECT(t) · RESOLVE · EDIT<f33r.3:1=laiin;sub@1:l>t>	DERIVED_EDIT	t	SELECT	RESOLVE	0	START	EDIT	f33r.3:1=laiin	sub@1:l>t	UNGROUNDED	True	True
f33r	f33r.4	2	chekey	MIDDLE · SELECT(H) · OPEN_FORM · EDIT<f33r.3:10=chekeedy;del@4:e,del@6:d>	DERIVED_EDIT	H	SELECT	OPEN_FORM	0	MIDDLE	EDIT	f33r.3:10=chekeedy	del@4:e,del@6:d	UNGROUNDED	True	True
f33r	f33r.4	3	or	MIDDLE · SELECT(or) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	or	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.4	4	al	MIDDLE · SELECT(al) · PLAIN_FORM · SPLIT_SUFFIX<f33r.3:6=chdal;split_suffix>	DERIVED_SPLIT_SUFFIX	al	SELECT	PLAIN_FORM	0	MIDDLE	SPLIT_SUFFIX	f33r.3:6=chdal	split_suffix	UNGROUNDED	True	True
f33r	f33r.4	5	aiiin	MIDDLE · SELECT(aiii) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	aiii	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f33r	f33r.4	6	saiin	MIDDLE · SELECT(s) · RESOLVE · EDIT<f33r.3:1=laiin;sub@1:l>s>	DERIVED_EDIT	s	SELECT	RESOLVE	0	MIDDLE	EDIT	f33r.3:1=laiin	sub@1:l>s	UNGROUNDED	True	True
f33r	f33r.4	7	okaiin	MIDDLE · SELECT(ok) · RESOLVE · EDIT<f33r.4:6=saiin;ins@1:o,sub@1:s>k>	DERIVED_EDIT	ok	SELECT	RESOLVE	0	MIDDLE	EDIT	f33r.4:6=saiin	ins@1:o,sub@1:s>k	UNGROUNDED	True	True
f33r	f33r.4	8	dar	MIDDLE · SELECT(d) · RESOLVE · SPLIT_SUFFIX<f33r.2:7=oldar;split_suffix>	DERIVED_SPLIT_SUFFIX	d	SELECT	RESOLVE	0	MIDDLE	SPLIT_SUFFIX	f33r.2:7=oldar	split_suffix	UNGROUNDED	True	True
f33r	f33r.4	9	cheedy	MIDDLE · SELECT(H) · RELAY · EDIT<f33r.3:10=chekeedy;del@2:e,del@3:k>	DERIVED_EDIT	H	SELECT	RELAY	0	MIDDLE	EDIT	f33r.3:10=chekeedy	del@2:e,del@3:k	UNGROUNDED	True	True
