word	count	h12	h12_collision_size	line_first	line_last	mean_line_position	P_running	L_label	C_circle	R_radius	section_H	section_S	section_B	section_P	section_Z	section_C	section_A	section_T	currier_A	currier_B
chalkar	2	alagara	2	0	0	0.5833	2	0	0	0	0	1	0	0	0	1	0	0	0	2
shocfhy	2	mucha	1	0	0	0.3333	2	0	0	0	0	1	0	0	0	1	0	0	0	2
dcheody	2	geuda	4	1	0	0.2857	2	0	0	0	1	0	0	0	0	1	0	0	1	1
dsheody	2	gameuda	1	2	0	0.0000	2	0	0	0	0	0	0	1	0	1	0	0	1	1
olfchey	2	ulacea	1	0	0	0.4481	2	0	0	0	0	1	0	0	0	1	0	0	0	2
cheodor	2	eudura	1	0	0	0.5000	2	0	0	0	1	0	0	1	0	0	0	0	2	0
shkeody	2	mageuda	2	0	0	0.6429	2	0	0	0	1	1	0	0	0	0	0	0	1	1
cthos	2	thusa	3	0	0	0.1635	2	0	0	0	1	0	0	1	0	0	0	0	2	0
yteeor	2	atēura	1	1	0	0.4000	2	0	0	0	2	0	0	0	0	0	0	0	2	0
qoekol	2	uegula	1	0	0	0.5000	2	0	0	0	0	0	0	2	0	0	0	0	2	0
oldal	2	uladala	2	0	1	0.5417	2	0	0	0	0	1	0	1	0	0	0	0	1	1
ofal	2	ucala	3	0	1	0.8500	2	0	0	0	0	1	0	1	0	0	0	0	1	1
cheokal	2	eugala	2	0	0	0.5536	2	0	0	0	0	0	0	2	0	0	0	0	2	0
olcheody	2	uleuda	1	0	0	0.3068	2	0	0	0	0	1	0	1	0	0	0	0	1	1
cheokam	2	euga	4	0	2	1.0000	2	0	0	0	0	1	0	1	0	0	0	0	1	1
yfolaiin	2	aculena	1	0	0	0.5746	2	0	0	0	0	0	0	2	0	0	0	0	2	0
ysheod	2	ameuda	2	2	0	0.0000	2	0	0	0	0	1	0	1	0	0	0	0	1	1
keeodaiin	2	kēudena	1	0	0	0.1181	2	0	0	0	0	1	0	1	0	0	0	0	1	1
qkol	2	kula	8	0	0	0.3333	1	1	0	0	0	0	0	2	0	0	0	0	2	0
qoay	2	uaa	2	0	0	0.2500	2	0	0	0	0	0	0	2	0	0	0	0	2	0
opcheor	2	upeura	1	0	0	0.3333	1	1	0	0	0	0	0	2	0	0	0	0	2	0
cheok	2	euga	4	0	0	0.3646	2	0	0	0	0	1	0	1	0	0	0	0	1	1
loiiin	2	luīina	1	0	0	0.7188	2	0	0	0	0	0	0	2	0	0	0	0	2	0
okeoy	2	ugeua	6	0	0	0.2071	2	0	0	0	0	0	0	2	0	0	0	0	2	0
otalsy	2	utalasa	5	0	1	1.0000	1	1	0	0	0	1	0	1	0	0	0	0	1	1
cfheol	2	cheula	1	0	0	0.8417	2	0	0	0	0	0	0	2	0	0	0	0	2	0
chkam	2	ka	20	0	2	1.0000	2	0	0	0	1	0	0	1	0	0	0	0	1	1
qekor	2	egura	2	0	1	0.8333	2	0	0	0	0	1	0	1	0	0	0	0	1	1
okols	2	ugulasa	1	0	0	0.6429	1	1	0	0	0	0	0	2	0	0	0	0	2	0
chool	2	uula	6	0	0	0.4017	2	0	0	0	0	1	0	1	0	0	0	0	1	1
cfhey	2	chea	3	0	0	0.3393	2	0	0	0	0	0	0	2	0	0	0	0	2	0
du	2	gaa	7	0	2	1.0000	2	0	0	0	0	0	0	2	0	0	0	0	2	0
cthog	2	thu	4	0	2	1.0000	2	0	0	0	2	0	0	0	0	0	0	0	2	0
qofchol	2	ucula	7	0	1	0.8333	2	0	0	0	1	1	0	0	0	0	0	0	1	1
ckheo	2	khea	3	0	0	0.3306	2	0	0	0	1	0	0	1	0	0	0	0	2	0
sokeey	2	sugēa	2	0	0	0.3278	2	0	0	0	1	1	0	0	0	0	0	0	1	1
eeos	2	ēusa	2	0	0	0.2875	2	0	0	0	1	0	0	1	0	0	0	0	2	0
tchos	2	tusa	5	1	0	0.2500	2	0	0	0	2	0	0	0	0	0	0	0	2	0
oleees	2	ulēesa	2	0	0	0.4889	2	0	0	0	1	0	0	1	0	0	0	0	2	0
keeeol	2	kēeula	1	0	0	0.4327	2	0	0	0	1	1	0	0	0	0	0	0	1	1
okcheody	2	ugeuda	11	1	0	0.2500	2	0	0	0	1	1	0	0	0	0	0	0	1	1
okcheor	2	ugeura	7	0	0	0.6667	1	1	0	0	1	0	0	1	0	0	0	0	2	0
cheodam	2	euda	7	0	2	1.0000	2	0	0	0	1	0	0	1	0	0	0	0	2	0
teedal	2	tēdala	1	1	0	0.3571	2	0	0	0	1	1	0	0	0	0	0	0	0	2
qotarain	2	utaræna	2	0	2	1.0000	2	0	0	0	1	1	0	0	0	0	0	0	0	2
toky	2	tuga	2	1	1	0.5000	2	0	0	0	1	1	0	0	0	0	0	0	0	2
okchaiin	2	ugena	6	0	0	0.4792	2	0	0	0	1	1	0	0	0	0	0	0	0	2
tchdor	2	tadura	1	2	0	0.0000	2	0	0	0	1	1	0	0	0	0	0	0	0	2
alod	2	aluda	3	0	2	1.0000	2	0	0	0	1	1	0	0	0	0	0	0	0	2
tshod	2	tamuda	2	2	0	0.0000	2	0	0	0	1	1	0	0	0	0	0	0	0	2
odaly	2	udala	9	0	1	0.6667	2	0	0	0	1	1	0	0	0	0	0	0	0	2
chctham	2	tha	7	0	2	1.0000	2	0	0	0	1	1	0	0	0	0	0	0	0	2
podar	2	pudara	2	1	0	0.0625	2	0	0	0	1	1	0	0	0	0	0	0	0	2
kshed	2	kameda	2	1	0	0.2500	2	0	0	0	1	1	0	0	0	0	0	0	0	2
qokeeod	2	ugēuda	5	0	0	0.7091	2	0	0	0	1	1	0	0	0	0	0	0	0	2
cpheol	2	pheula	1	0	0	0.3889	2	0	0	0	1	0	0	1	0	0	0	0	2	0
salo	2	sala	5	0	0	0.9167	1	1	0	0	0	1	0	1	0	0	0	0	1	1
oekey	2	uegea	2	0	0	0.1429	1	1	0	0	0	1	0	1	0	0	0	0	1	1
okoraiin	2	ugurena	2	1	0	0.4750	2	0	0	0	0	0	0	2	0	0	0	0	2	0
doldam	2	gulada	6	0	1	1.0000	1	1	0	0	0	0	0	2	0	0	0	0	2	0
okolaiin	2	ugulena	1	0	0	0.8125	2	0	0	0	0	0	0	2	0	0	0	0	2	0
oraro	2	urara	7	0	1	1.0000	1	1	0	0	0	1	0	1	0	0	0	0	1	1
olchor	2	ulura	4	0	1	0.7778	2	0	0	0	0	0	0	2	0	0	0	0	2	0
sheocphy	2	meupha	1	0	0	0.2292	2	0	0	0	0	1	0	1	0	0	0	0	1	1
chockhar	2	ukhara	1	0	1	0.9000	2	0	0	0	0	1	0	1	0	0	0	0	1	1
cheokeol	2	eugeula	1	0	0	0.5354	2	0	0	0	0	1	0	1	0	0	0	0	1	1
oleeey	2	ulēea	2	0	0	0.3357	2	0	0	0	0	1	0	1	0	0	0	0	1	1
chosaiin	2	usena	4	0	0	0.8133	2	0	0	0	0	1	0	1	0	0	0	0	1	1
pcholy	2	pula	7	0	0	0.5250	2	0	0	0	0	1	0	1	0	0	0	0	1	1
olcho	2	ulu	6	0	1	0.6250	2	0	0	0	0	1	0	1	0	0	0	0	1	1
pshodaiin	2	pamudena	1	2	0	0.0000	2	0	0	0	0	1	0	1	0	0	0	0	1	1
olsho	2	ulama	4	1	0	0.2000	2	0	0	0	0	1	0	1	0	0	0	0	1	1
airam	2	æra	5	0	2	1.0000	2	0	0	0	0	1	0	1	0	0	0	0	1	1
qoeeol	2	uēula	3	0	0	0.3542	2	0	0	0	0	1	0	1	0	0	0	0	1	1
shalky	2	malaga	1	0	1	0.6818	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lokeedy	2	lugēda	1	0	0	0.7045	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ssheey	2	samēa	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lshor	2	lamura	1	0	0	0.6389	2	0	0	0	0	2	0	0	0	0	0	0	0	2
okeeshy	2	ugēma	2	0	0	0.2679	2	0	0	0	0	2	0	0	0	0	0	0	0	2
tokain	2	tugæna	1	1	0	0.3333	2	0	0	0	0	2	0	0	0	0	0	0	0	2
oteaiin	2	utēna	2	0	1	0.5833	2	0	0	0	0	2	0	0	0	0	0	0	0	2
olcheeey	2	ulēea	2	1	0	0.2500	2	0	0	0	0	2	0	0	0	0	0	0	0	2
poly	2	pula	7	1	0	0.3333	2	0	0	0	0	2	0	0	0	0	0	0	0	2
okeedar	2	ugēdara	3	0	0	0.3278	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qkain	2	kæna	4	1	0	0.1000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
odr	2	udara	5	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
oeeal	2	uēala	1	0	1	0.5455	2	0	0	0	0	2	0	0	0	0	0	0	0	2
airod	2	æruda	2	0	1	0.9545	2	0	0	0	0	2	0	0	0	0	0	0	0	2
rl	2	rala	6	0	1	0.5909	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ysheeody	2	amēuda	2	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qokcheedy	2	ugēda	11	0	0	0.2828	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qocheol	2	ueula	4	1	0	0.0714	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qotechy	2	utea	17	0	0	0.3278	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ychedaiin	2	aedena	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
oeedaiin	2	uēdena	2	0	0	0.6014	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lcheod	2	leuda	2	1	0	0.0455	2	0	0	0	0	2	0	0	0	0	0	0	0	2
dlchd	2	galada	6	0	1	0.8000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
okay	2	ugaa	4	0	1	0.7778	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qoeeda	2	uēda	6	0	0	0.1056	2	0	0	0	0	2	0	0	0	0	0	0	0	2
dyteey	2	gatēa	3	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
oleedy	2	ulēda	4	0	1	0.5455	2	0	0	0	0	2	0	0	0	0	0	0	0	2
paiir	2	pera	1	1	0	0.1923	2	0	0	0	0	2	0	0	0	0	0	0	0	2
chdedy	2	deda	1	0	0	0.6948	2	0	0	0	0	2	0	0	0	0	0	0	0	2
laiiin	2	leina	2	0	0	0.5500	2	0	0	0	0	2	0	0	0	0	0	0	0	2
opched	2	upeda	5	0	0	0.5818	2	0	0	0	0	2	0	0	0	0	0	0	0	2
olkeeol	2	ulagēula	3	1	0	0.1111	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ksheeol	2	kamēula	1	0	0	0.2500	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qolkaiin	2	ulagena	3	0	0	0.3651	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lkaiir	2	lagera	1	0	0	0.2125	2	0	0	0	0	2	0	0	0	0	0	0	0	2
otchod	2	utuda	11	0	0	0.3667	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qoek	2	uega	7	0	0	0.4429	2	0	0	0	0	2	0	0	0	0	0	0	0	2
kl	2	kala	7	0	0	0.3419	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qopcheo	2	upea	5	0	0	0.4278	2	0	0	0	0	2	0	0	0	0	0	0	0	2
poar	2	puara	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
olkeeedy	2	ulagēeda	2	0	0	0.2265	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lchg	2	la	15	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
chlar	2	lara	6	0	1	0.8889	2	0	0	0	0	2	0	0	0	0	0	0	0	2
chlal	2	lala	8	0	0	0.2364	2	0	0	0	0	2	0	0	0	0	0	0	0	2
kairam	2	kæra	4	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lkshey	2	lagamea	1	0	0	0.1736	2	0	0	0	0	2	0	0	0	0	0	0	0	2
daiiral	2	gerala	1	1	0	0.1000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
sheeodar	2	mēudara	1	1	0	0.0833	2	0	0	0	0	2	0	0	0	0	0	0	0	2
charam	2	ara	13	0	1	0.8000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
shkar	2	magara	1	0	0	0.5278	2	0	0	0	0	2	0	0	0	0	0	0	0	2
dairy	2	gæra	6	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lchdaiin	2	ladena	3	0	0	0.6688	2	0	0	0	0	2	0	0	0	0	0	0	0	2
charain	2	aræna	2	0	1	0.9444	2	0	0	0	0	2	0	0	0	0	0	0	0	2
okarol	2	ugarula	1	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
kcheeor	2	kēura	2	0	0	0.2273	2	0	0	0	0	2	0	0	0	0	0	0	0	2
chokchedy	2	ugeda	14	0	1	0.8889	2	0	0	0	0	2	0	0	0	0	0	0	0	2
aiinal	2	enala	1	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
otaral	2	utarala	2	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lldy	2	lalada	1	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
pal	2	pala	4	1	0	0.4583	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ycheain	2	aeæna	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
pcholky	2	pulaga	2	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
kalkal	2	kalagala	1	0	0	0.3939	2	0	0	0	0	2	0	0	0	0	0	0	0	2
chtl	2	tala	9	0	0	0.7222	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lty	2	lata	3	0	1	0.9375	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lkchy	2	laga	4	0	0	0.5636	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lcheor	2	leura	1	0	0	0.3611	2	0	0	0	0	2	0	0	0	0	0	0	0	2
poraiin	2	purena	2	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lkeeo	2	lagēa	3	0	0	0.6333	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lkedal	2	lagedala	1	0	0	0.6768	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qaiin	2	ena	4	0	0	0.5341	2	0	0	0	0	2	0	0	0	0	0	0	0	2
shchy	2	ma	7	0	0	0.3500	2	0	0	0	0	2	0	0	0	0	0	0	0	2
alkeedy	2	alagēda	3	0	1	0.9545	2	0	0	0	0	2	0	0	0	0	0	0	0	2
keedal	2	kēdala	1	0	0	0.4389	2	0	0	0	0	2	0	0	0	0	0	0	0	2
okeedain	2	ugēdæna	2	0	1	0.8889	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lokeey	2	lugēa	1	0	0	0.2111	2	0	0	0	0	2	0	0	0	0	0	0	0	2
dalkedy	2	galageda	1	0	0	0.8444	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qokeeal	2	ugēala	3	0	0	0.4889	2	0	0	0	0	2	0	0	0	0	0	0	0	2
sholkeedy	2	mulagēda	1	0	0	0.5167	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lcheal	2	leala	1	0	0	0.1528	2	0	0	0	0	2	0	0	0	0	0	0	0	2
checkhed	2	ekheda	2	0	0	0.3750	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lkedain	2	lagedæna	1	0	0	0.4583	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qokeear	2	ugēara	3	0	0	0.6278	2	0	0	0	0	2	0	0	0	0	0	0	0	2
cheokedy	2	eugeda	1	0	0	0.8583	2	0	0	0	0	2	0	0	0	0	0	0	0	2
pchdam	2	pada	5	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
lfchedy	2	laceda	1	0	0	0.8889	2	0	0	0	0	2	0	0	0	0	0	0	0	2
oteain	2	uteæna	1	0	0	0.2121	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qokeain	2	ugeæna	1	0	0	0.4091	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qoteal	2	uteala	2	0	1	0.6500	2	0	0	0	0	2	0	0	0	0	0	0	0	2
polar	2	pulara	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
tarol	2	tarula	1	0	0	0.4318	2	0	0	0	0	2	0	0	0	0	0	0	0	2
oteedal	2	utēdala	2	0	0	0.6429	2	0	0	0	0	2	0	0	0	0	0	0	0	2
olkeear	2	ulagēara	2	0	0	0.2250	2	0	0	0	0	2	0	0	0	0	0	0	0	2
octhdy	2	uthada	2	0	1	0.9444	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ychedal	2	aedala	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
polor	2	pulura	3	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
tchedor	2	tedura	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
checkhol	2	ekhula	1	0	0	0.7619	2	0	0	0	0	2	0	0	0	0	0	0	0	2
okchdar	2	ugadara	2	0	0	0.6856	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ycheod	2	aeuda	3	2	1	0.2500	2	0	0	0	0	2	0	0	0	0	0	0	0	2
cheoaiin	2	euena	1	0	0	0.3500	2	0	0	0	0	2	0	0	0	0	0	0	0	2
shkchedy	2	mageda	1	0	0	0.5364	2	0	0	0	0	2	0	0	0	0	0	0	0	2
dsheo	2	gamea	3	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qokaram	2	ugara	14	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
okchedam	2	ugeda	14	0	1	0.6111	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qokeedaiin	2	ugēdena	2	0	0	0.2292	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qokeedain	2	ugēdæna	2	1	0	0.4167	2	0	0	0	0	2	0	0	0	0	0	0	0	2
cheedain	2	ēdæna	1	0	0	0.5417	2	0	0	0	0	2	0	0	0	0	0	0	0	2
ychedar	2	aedara	1	2	0	0.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
qolcheey	2	ulēa	7	0	0	0.5389	2	0	0	0	0	2	0	0	0	0	0	0	0	2
chotchdy	2	utada	17	0	1	0.7727	2	0	0	0	0	2	0	0	0	0	0	0	0	2
rodam	2	ruda	4	0	2	1.0000	2	0	0	0	0	2	0	0	0	0	0	0	0	2
fachys	1	caasa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ataiin	1	atena	4	0	0	0.3333	1	0	0	0	0	0	0	0	0	0	0	1	1	0
cthres	1	tharesa	1	0	0	0.6667	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ase	1	ase	1	0	0	0.7000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
syaiir	1	saera	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
cthoary	1	thuara	1	0	0	0.6250	1	0	0	0	0	0	0	0	0	0	0	1	1	0
roloty	1	ruluta	1	0	0	0.3750	1	0	0	0	0	0	0	0	0	0	0	1	1	0
cthiar	1	thiara	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ydaraishy	1	adaræma	1	1	1	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
oydar	1	uadara	1	0	0	0.4286	1	0	0	0	0	0	0	0	0	0	0	1	1	0
cfhoaiin	1	chuena	1	0	0	0.8571	1	0	0	0	0	0	0	0	0	0	0	1	1	0
shodary	1	mudara	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
okchoy	1	ugua	5	0	0	0.2222	1	0	0	0	0	0	0	0	0	0	0	1	1	0
cphesaiin	1	phesena	1	0	0	0.1429	1	0	0	0	0	0	0	0	0	0	0	1	1	0
kshoy	1	kamua	1	0	0	0.1429	1	0	0	0	0	0	0	0	0	0	0	1	1	0
otairin	1	utærina	1	0	0	0.2857	1	0	0	0	0	0	0	0	0	0	0	1	1	0
sckhey	1	sakhea	1	0	0	0.8571	1	0	0	0	0	0	0	0	0	0	0	1	1	0
cphodaiils	1	phudelasa	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
dn	1	gana	2	0	0	0.7778	1	0	0	0	0	0	0	0	0	0	0	1	1	0
shodan	1	mudana	1	0	0	0.2222	1	0	0	0	0	0	0	0	0	0	0	1	1	0
koeam	1	kuea	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
dydyd	1	gadada	2	0	0	0.7143	1	0	0	0	0	0	0	0	0	0	0	1	1	0
daiy	1	gæa	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
kodshey	1	kudamea	1	0	0	0.3750	1	0	0	0	0	0	0	0	0	0	0	1	1	0
cphealy	1	pheala	2	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ckhyds	1	khadasa	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
shcthaiin	1	mathena	1	0	0	0.1429	1	0	0	0	0	0	0	0	0	0	0	1	1	0
dloo	1	galua	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
shokcheey	1	mugēa	2	0	0	0.2222	1	0	0	0	0	0	0	0	0	0	0	1	1	0
tshodeesy	1	tamudēsa	1	0	0	0.4444	1	0	0	0	0	0	0	0	0	0	0	1	1	0
pydeey	1	padēa	1	0	0	0.6667	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ydoin	1	aduina	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ctholdar	1	thuladara	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	1	0
kokaiin	1	kugena	1	0	0	0.6250	1	0	0	0	0	0	0	0	0	0	0	1	1	0
kdchy	1	kada	4	0	0	0.8750	1	0	0	0	0	0	0	0	0	0	0	1	1	0
kchsy	1	kasa	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chydaiin	1	adena	2	0	0	0.1250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
lkody	1	laguda	1	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ckhockhy	1	khukha	1	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dksheey	1	gagamēa	1	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kotchody	1	kutuda	2	0	0	0.8571	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sochey	1	suea	3	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
potoy	1	putua	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chodo	1	uda	17	0	0	0.7000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dolo	1	gulu	1	0	0	0.7273	1	0	0	0	1	0	0	0	0	0	0	0	1	0
lchiody	1	liuda	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okolshol	1	ugulamula	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
taor	1	taura	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
schody	1	suda	4	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kydainy	1	kadæna	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ypchaiin	1	apena	2	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ckholsy	1	khulasa	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dorchory	1	gurura	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chtod	1	tuda	6	0	0	0.1667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otochor	1	utuura	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytchaiin	1	atena	4	0	0	0.8333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dkol	1	gagula	1	0	0	0.3750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kydain	1	kadæna	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
fodan	1	cudana	1	0	0	0.6250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
yksh	1	agama	3	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
daiildy	1	gelada	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
daiisol	1	gesula	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
eaiin	1	ēna	4	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytoail	1	atuæla	1	0	0		0	1	0	0	1	0	0	0	0	0	0	0	1	0
ios	1	iusa	1	0	0		0	1	0	0	1	0	0	0	0	0	0	0	1	0
on	1	una	2	0	0		0	1	0	0	1	0	0	0	0	0	0	0	1	0
chm	1		5	0	0	0.3750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chokeos	1	ugeusa	3	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chokoishe	1	uguime	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dolody	1	guluda	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tsheos	1	tameusa	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
daimg	1	gæ	4	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qotcham	1	uta	20	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qocheor	1	ueura	4	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chag	1	a	14	0	0	0.6000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chololy	1	ulula	5	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ychtaiin	1	atena	4	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otaldam	1	utalada	6	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
damo	1	gaa	7	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dago	1	gaa	7	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
vor	1	vura	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sheoldam	1	meulada	3	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cholcthom	1	ulathu	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okadaiin	1	ugadena	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
schodam	1	suda	4	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tsheoarom	1	tameuara	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
olchsy	1	ulasa	6	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otchom	1	utu	9	0	0	0.8571	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oporar	1	upurara	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ekshy	1	egama	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
soleeg	1	sulē	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
soeom	1	suea	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
