statement_id	record_unit_id	page	statement_ordinal_in_record	start_locus	start_field	end_locus	end_field	constituent_fields	entry_boundary_id	entry_boundary_class	selected_short_card_skeleton	concrete_source_clause	required_roles	explicit_required_roles	missing_roles_needed	unresolved_required_roles	input_picture_owner	picture_owner_needed	picture_owner_resolution	picture_owner_evidence	picture_owner_operation	next_picture_owner	input_active_preparation_or_item	active_preparation_or_item_needed	active_preparation_or_item_resolution	active_preparation_or_item_evidence	active_preparation_or_item_operation	next_active_preparation_or_item	input_target_or_station	target_or_station_needed	target_or_station_resolution	target_or_station_evidence	target_or_station_operation	next_target_or_station	input_previous_item_reference	previous_item_reference_needed	previous_item_reference_resolution	previous_item_reference_evidence	previous_item_reference_operation	next_previous_item_reference	exact_next_register_state	strongest_register_alternative	semantic_guard
B1-S010	B1	f81v	10	f81v.18	F032	f81v.18	F032	F032	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F032[SPÜLEN?]	spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_003	YES	INHERITED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY	ITEM_B1_003	TARGET_B1_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_005	ITEM_B1_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_002	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_003;TARGET_OR_STATION=TARGET_B1_005;PREVIOUS_ITEM_REFERENCE=ITEM_B1_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S011	B1	f81v	11	f81v.18	F033	f81v.18	F033	F033	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F033[ANWENDEN?]	durch die verbundenen Läufe ; Die aktive Portion verwenden	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B1_003	TARGET_B1_005	YES	INHERITED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY	TARGET_B1_005	ITEM_B1_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_002	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_003;TARGET_OR_STATION=TARGET_B1_005;PREVIOUS_ITEM_REFERENCE=ITEM_B1_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S012	B1	f81v	12	f81v.21	F034	f81v.21	F034	F034	B1-LB04	START_NEW_CLAUSE	F034[∅]	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_003	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B1_004	TARGET_B1_005	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_TARGET	UNRESOLVED_TARGET_B1_001	ITEM_B1_002	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_004;TARGET_OR_STATION=UNRESOLVED_TARGET_B1_001;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S013	B1	f81v	13	f81v.21	F035	f81v.21	F035	F035	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F035[∅]	wasche einmal und beende diesen Durchgang	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_004	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B1_004	UNRESOLVED_TARGET_B1_001	YES	UNRESOLVED	EXEMPLAR_ONLY	CARRY	UNRESOLVED_TARGET_B1_001	ITEM_B1_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_004;TARGET_OR_STATION=UNRESOLVED_TARGET_B1_001;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S014	B1	f81v	14	f81v.21	F036	f81v.21	F036	F036	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F036[∅]	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_004	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B1_004	UNRESOLVED_TARGET_B1_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_006	ITEM_B1_003	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_004;TARGET_OR_STATION=TARGET_B1_006;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S015	B1	f81v	15	f81v.24	F037	f81v.24	F037	F037	B1-LB05	NEXT_PARALLEL_CELL	F037[∅]	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_004	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_ITEM	UNRESOLVED_ITEM_B1_003	TARGET_B1_006	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_TARGET	UNRESOLVED_TARGET_B1_002	ITEM_B1_003	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B1_003;TARGET_OR_STATION=UNRESOLVED_TARGET_B1_002;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S016	B1	f81v	16	f81v.24	F038	f81v.24	F038	F038	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F038[TEMPERIEREN?]	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	UNRESOLVED_ITEM_B1_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESOLVE_AND_RESET_EXPLICIT	ITEM_B1_005	UNRESOLVED_TARGET_B1_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	UNRESOLVED_TARGET_B1_002	ITEM_B1_003	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_005;TARGET_OR_STATION=UNRESOLVED_TARGET_B1_002;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S017	B1	f81v	17	f81v.24	F039	f81v.24	F039	F039	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F039[ZIEL?]	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_005	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B1_005	UNRESOLVED_TARGET_B1_002	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_007	ITEM_B1_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_005;TARGET_OR_STATION=TARGET_B1_007;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S018	B1	f81v	18	f81v.24	F040	f81v.27	F041	F040|F041	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F040[∅] > F041[∅]	fülle danach das Gefäß || wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_005	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B1_005	TARGET_B1_007	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_008	ITEM_B1_003	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_005;TARGET_OR_STATION=TARGET_B1_008;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S019	B1	f81v	19	f81v.27	F042	f81v.27	F042	F042	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F042[∅]	lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_005	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B1_005	TARGET_B1_008	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B1_008	ITEM_B1_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_005;TARGET_OR_STATION=TARGET_B1_008;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S020	B1	f81v	20	f81v.27	F043	f81v.27	F043	F043	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F043[∅]	bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_005	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B1_005	TARGET_B1_008	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_009	ITEM_B1_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_005;TARGET_OR_STATION=TARGET_B1_009;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S021	B1	f81v	21	f81v.27	F044	f81v.27	F044	F044	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F044[ZIEL?]	An die bezeichnete Zielstelle führen	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_005	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B1_005	TARGET_B1_009	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_010	ITEM_B1_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_003	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_005;TARGET_OR_STATION=TARGET_B1_010;PREVIOUS_ITEM_REFERENCE=ITEM_B1_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S001	B2	f82r	1	f82r.2	F045	f82r.2	F045	F045	NONE	RECORD_START	F045[∅]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B2	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCED_AT_RECORD_INITIALIZATION	OWNER_B2	UNSET	YES	UNRESOLVED	EXEMPLAR_ONLY	INTRODUCE_UNRESOLVED	UNRESOLVED_ITEM_B2_001	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	TARGET_B2_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B2_001;TARGET_OR_STATION=TARGET_B2_001;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S002	B2	f82r	2	f82r.2	F046	f82r.2	F046	F046	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F046[∅]	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	UNRESOLVED_ITEM_B2_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESOLVE_AND_RESET_EXPLICIT	ITEM_B2_001	TARGET_B2_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_002	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	ARCHIVE_ACTIVE_ON_RESET	UNRESOLVED_ITEM_B2_001	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_001;TARGET_OR_STATION=TARGET_B2_002;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B2_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S003	B2	f82r	3	f82r.2	F047	f82r.2	F047	F047	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F047[∅]	gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B2_002	TARGET_B2_002	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B2_002	UNRESOLVED_ITEM_B2_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B2_001	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_002;TARGET_OR_STATION=TARGET_B2_002;PREVIOUS_ITEM_REFERENCE=ITEM_B2_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S004	B2	f82r	4	f82r.2	F048	f82r.3	F049	F048|F049	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F048[∅] > F049[TEMPERIEREN?]	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter || temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_002	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_002	TARGET_B2_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_003	ITEM_B2_001	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B2_001	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_002;TARGET_OR_STATION=TARGET_B2_003;PREVIOUS_ITEM_REFERENCE=ITEM_B2_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S005	B2	f82r	5	f82r.3	F050	f82r.4	F051	F050|F051	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F050[∅] > F051[∅]	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten || beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B2_003	TARGET_B2_003	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_004	ITEM_B2_001	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B2_001	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_003;TARGET_OR_STATION=TARGET_B2_004;PREVIOUS_ITEM_REFERENCE=ITEM_B2_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S006	B2	f82r	6	f82r.4	F052	f82r.4	F052	F052	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F052[ANWENDEN?]	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_003	TARGET_B2_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_005	ITEM_B2_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B2_001	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_003;TARGET_OR_STATION=TARGET_B2_005;PREVIOUS_ITEM_REFERENCE=ITEM_B2_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
