boundary_id	record_unit_id	page	boundary_ordinal_in_record	from_locus	to_locus	from_field	to_field	classification_unchanged	from_statement_id	to_statement_id	same_statement	carry_operation	owner_id_from_to	active_item_id_from_to	target_id_from_to	selected_short_skeleton	exact_voriges_occurrences	exact_voriges_binding	f82_edge_copy	visible_edge_copy	edge_copy_mechanism	marked_boundary_reading	historical_mechanism	strongest_list_or_form_rival	confidence	status	source_lineage
B3-LB02	B3	f83r	2	f83r.6	f83r.8	F079	F080	RESUME_ACTIVE_ITEM	B3-S009	B3-S010	NO	RESUME_IN_NEW_CLAUSE	B3:O01→B3:O01	B3:I03→B3:I03	B3:T06→B3:T06	ANWENDEN? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I03] Die aktive Portion verwenden || fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	START_NEW_CLAUSE: F080 kann einen unabhängigen Gefäßposten beginnen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB03	B3	f83r	3	f83r.8	f83r.11	F081	F082	RESUME_ACTIVE_ITEM	B3-S011	B3-S012	NO	RESUME_IN_NEW_CLAUSE	B3:O01→B3:O01	B3:I03→B3:I03	B3:T06→B3:T06	ANWENDEN? > ANSATZ?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I03] wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen || Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	CONTINUE_SAME_CLAUSE: F082 kann ohne Klauselreset der Schlusssatzteil von F081 sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB04	B3	f83r	4	f83r.11	f83r.14	F086	F087	CONTINUE_SAME_CLAUSE	B3-S016	B3-S016	YES	CARRY_SAME_CLAUSE	B3:O01→B3:O01	B3:I04→B3:I04	B3:T09→B3:T09	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I04] schließe den unteren Ablauf || lasse es abkühlen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: Abkühlen kann eine unabhängige kurze Zelle sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB05	B3	f83r	5	f83r.14	f83r.15	F092	F093	CONTINUE_SAME_CLAUSE	B3-S021	B3-S021	YES	CARRY_SAME_CLAUSE	B3:O01→B3:O01	B3:I05→B3:I05	B3:T10→B3:T10	BEREIT? ZIEL? > MASS? ZIEL? BEREIT?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I05] beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion || Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F093 kann dieselben Slots in einer neuen Chargenklausel wiederaufnehmen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB06	B3	f83r	6	f83r.15	f83r.16	F095	F096	NEXT_PARALLEL_CELL	B3-S023	B3-S024	NO	CARRY_OWNER_RESET_ITEM_AND_OR_TARGET	B3:O01→B3:O01	B3:I05→B3:I06	B3:T11→B3:T12	ABLASSEN? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I06] lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt || spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	START_NEW_CLAUSE: die neue Linie kann ein übergeordnetes Prozesskapitel statt eine Parallelzelle beginnen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB07	B3	f83r	7	f83r.16	f83r.20	F098	F099	CONTINUE_SAME_CLAUSE	B3-S026	B3-S026	YES	CARRY_SAME_CLAUSE	B3:O01→B3:O01	B3:I06→B3:I06	B3:T12→B3:T12	BEREIT? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I06] setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird || lasse die Flüssigkeit sich setzen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: F099 kann eine eigenständige Absetzzelle sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB08	B3	f83r	8	f83r.20	f83r.22	F103	F104	CONTINUE_SAME_CLAUSE	B3-S030	B3-S030	YES	CARRY_SAME_CLAUSE	B3:O01→B3:O01	B3:I06→B3:I06	B3:T12→B3:T12	ANWENDEN? MASS? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I06] Die aktive Portion verwenden ; Ein vorgeschriebenes Maß || ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F104 kann eine neue Klausel mit der abgemessenen Portion sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB09	B3	f83r	9	f83r.22	f83r.24	F107	F108	START_NEW_CLAUSE	B3-S033	B3-S034	NO	CARRY_OWNER_RESET_PROCESS_PHASE	B3:O01→B3:O01	B3:I06→B3:I07	B3:T12→B3:T13	∅ > BEREIT?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I07] ziehe es ab und beende den Schritt || bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: F108 kann die letzte gleichrangige Stationszelle sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB01	B4	f83r	1	f83r.25	f83r.26	F111	F112	CONTINUE_SAME_CLAUSE	B4-S003	B4-S003	YES	CARRY_SAME_CLAUSE	B4:O01→B4:O01	B4:I01→B4:I01	B4:T02→B4:T02	∅ > ANTEIL? TEMPERIEREN? ANWENDEN?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I01] rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin || Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F112 kann eine neue Anwendungsklausel am gleichen Bestand sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB02	B4	f83r	2	f83r.26	f83r.27	F113	F114	NEXT_PARALLEL_CELL	B4-S004	B4-S005	NO	CARRY_OWNER_RESET_ITEM_AND_OR_TARGET	B4:O01→B4:O01	B4:I01→B4:I02	B4:T02→B4:T03	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I02] binde es auf die Stelle und beende den Schritt || durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	START_NEW_CLAUSE: f83r.27 kann ein eigener Filtrationsabschnitt sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB03	B4	f83r	3	f83r.27	f83r.28	F116	F117	NEXT_PARALLEL_CELL	B4-S007	B4-S008	NO	CARRY_OWNER_RESET_ITEM_AND_OR_TARGET	B4:O01→B4:O01	B4:I02→B4:I03	B4:T03→B4:T04	∅ > MASS? SPÜLEN?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I03] seihe es einmal durch ein Tuch und beende den Schritt || Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	START_NEW_CLAUSE: der neue Parametersatz kann eine neue Prozessphase eröffnen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB04	B4	f83r	4	f83r.28	f83r.35	F119	F120	START_NEW_CLAUSE	B4-S010	B4-S011	NO	CARRY_OWNER_RESET_PROCESS_PHASE	B4:O01→B4:O01	B4:I03→B4:I04	B4:T04→B4:T04	∅ > MASS?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I04] koche sanft und beende diesen Arbeitsschritt || Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: F120 kann nur die nächste gleichrangige Charge sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB05	B4	f83r	5	f83r.35	f83r.37	F120	F121	CONTINUE_SAME_CLAUSE	B4-S011	B4-S011	YES	CARRY_SAME_CLAUSE	B4:O01→B4:O01	B4:I04→B4:I04	B4:T04→B4:T04	MASS? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I04] Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist || Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: der explizite Rückgriff kann eine neue Klausel statt unmittelbare Fortsetzung markieren.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB06	B4	f83r	6	f83r.37	f83r.38	F123	F124	START_NEW_CLAUSE	B4-S013	B4-S014	NO	CARRY_OWNER_RESET_PROCESS_PHASE	B4:O01→B4:O01	B4:I04→B4:I05	B4:T05→B4:T05	∅ > ANSATZ?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I05] lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt || Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: beide können benachbarte Abschlusszellen desselben Durchgangs sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB07	B4	f83r	7	f83r.38	f83r.39	F124	F125	START_NEW_CLAUSE	B4-S014	B4-S015	NO	CARRY_OWNER_RESET_PROCESS_PHASE	B4:O01→B4:O01	B4:I05→B4:I06	B4:T05→B4:T06	ANSATZ? > KLAR?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I06] Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt || gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F125 kann den soeben verwendeten Ansatz erneut prüfen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB08	B4	f83r	8	f83r.39	f83r.41	F125	F126	CONTINUE_SAME_CLAUSE	B4-S015	B4-S015	YES	CARRY_SAME_CLAUSE	B4:O01→B4:O01	B4:I06→B4:I06	B4:T06→B4:T06	KLAR? > ABLASSEN?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I06] gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer || öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: F126 kann eine unabhängige Ablasszelle sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B4-LB09	B4	f83r	9	f83r.41	f83r.44	F127	F128	CONTINUE_SAME_CLAUSE	B4-S016	B4-S016	YES	CARRY_SAME_CLAUSE	B4:O01→B4:O01	B4:I06→B4:I06	B4:T07→B4:T07	ZIEL? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B4:O01] [STILL:ACTIVE=B4:I06] das untere Becken ; An die bezeichnete Zielstelle führen || gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F128 kann eine neue Nachfüllklausel am gleichen Becken sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B5-LB01	B5	f83r	1	f83r.47	f83r.48	F131	F132	CONTINUE_SAME_CLAUSE	B5-S003	B5-S003	YES	CARRY_SAME_CLAUSE	B5:O01→B5:O01	B5:I01→B5:I01	B5:T02→B5:T02	∅ > ZIEL? MASS?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B5:O01] [STILL:ACTIVE=B5:I01] für einen Zeitabschnitt || An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: die Dauer kann als eigener Merkslot vor einer neuen Klausel stehen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B5-LB02	B5	f83r	2	f83r.48	f83r.49	F132	F133	CONTINUE_SAME_CLAUSE	B5-S003	B5-S003	YES	CARRY_SAME_CLAUSE	B5:O01→B5:O01	B5:I01→B5:I01	B5:T02→B5:T02	ZIEL? MASS? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B5:O01] [STILL:ACTIVE=B5:I01] An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß || Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: der Rückverweis kann einen neuen Stationssatz eröffnen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B6-LB01	B6	f83r	1	f83r.52	f83r.54	F134	F135	CONTINUE_SAME_CLAUSE	B6-S001	B6-S001	YES	CARRY_SAME_CLAUSE	B6:O01→B6:O01	B6:I01→B6:I01	B6:T01→B6:T01	∅ > MASS?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B6:O01] [STILL:ACTIVE=B6:I01] setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter || Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F135 kann die Ausführung einer vorher nur eingerichteten Station als neue Klausel sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
