body	head_occupancy	opaque_heads	candidate_family	analogy_family	prior_candidate_de	prior_confidence	headed_occurrences	reader_exact_occurrences	formal705_slots	sem570_slots	w23_axis195_slots	formal_head_count	formal_heads	position_exceptions	position_exception_rate	capacity_points	penalty_single_formal_head	penalty_position	penalty_prior	total_penalty	discovery_direct_score	discovery_shared_surface_count	discovery_shared_surfaces	discovery_registered_surface_count	discovery_registered_surfaces	discovery_shared_fingerprint_count	discovery_shared_fingerprints	discovery_registered_fingerprint_count	discovery_registered_fingerprints	discovery_register_overlap_count	discovery_register_overlaps	discovery_recurrence_evidence_heads	discovery_recurrence_heads_balanced_ge2_exact	discovery_exact_occurrences_by_head	discovery_family_comparator	discovery_family_surface_cosine	discovery_family_axis_cosine	discovery_family_register_cosine	discovery_family_points	discovery_strong_family	discovery_working_score_not_probability	discovery_decision	w23_direct_score	w23_shared_surface_count	w23_shared_surfaces	w23_registered_surface_count	w23_registered_surfaces	w23_shared_fingerprint_count	w23_shared_fingerprints	w23_registered_fingerprint_count	w23_registered_fingerprints	w23_register_overlap_count	w23_register_overlaps	w23_recurrence_evidence_heads	w23_recurrence_heads_balanced_ge2_exact	w23_exact_occurrences_by_head	w23_family_comparator	w23_family_surface_cosine	w23_family_axis_cosine	w23_family_register_cosine	w23_family_points	w23_strong_family	w23_working_score_not_probability	w23_decision	body_renderer_license	literal_head_lexeme_credit	literal_body_lexeme_credit	component_export_credit
dal	2	H1|H2	MATERIAL_MEASURE	NONE	abgemessene Materialstufe I	MEDIUM_HIGH	2	1	1	1	0	1	H1	1	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
dar	2	H1|H4	DOSED_PART	NONE	abgemessener Anteil, Stufe I	HIGH	7	5	3	2	0	2	H1|H4	0	0.000000	1	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
dol	2	H1|H4	MATERIAL_MEASURE	NONE	Materialmaß oder Materialwert	MEDIUM	3	2	0	0	0	0	NONE	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
kaiin	2	H2|H4	HEAT_VALUE	HEAT_VALUE_KA	erhitzte Form: Index III	HIGH	51	46	61	45	16	2	H2|H4	3	0.058824	2	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:3|H3:0|H4:43	kain	0.389058	0.980144	0.986789	4	1	7	SUPPORTED_FAMILY_ONLY	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:3|H3:0|H4:43	kain	0.389058	0.869373	0.986789	4	1	7	SUPPORTED_FAMILY_ONLY	0	0	0	0
kain	2	H2|H4	HEAT_VALUE	HEAT_VALUE_KA	erhitzte Form: Index II	HIGH	34	28	42	40	13	2	H2|H4	1	0.029412	2	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:1|H3:0|H4:27	kaiin	0.389058	0.980144	0.986789	4	1	7	SUPPORTED_FAMILY_ONLY	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:1|H3:0|H4:27	kaiin	0.389058	0.869373	0.986789	4	1	7	SUPPORTED_FAMILY_ONLY	0	0	0	0
kal	3	H2|H3|H4	HEATED_MATERIAL	NONE	erhitztes Material, Stufe I	MEDIUM_HIGH	7	5	7	7	2	2	H2|H4	2	0.285714	2	0	0	0	0	1	0	NONE	0	NONE	1	VALUE	0	NONE	0	NONE	H2|H4	0	H1:0|H2:1|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	3	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:4	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	0	0
kar	3	H2|H3|H4	HEATED_PART	PART_AR	erhitzte Teil-/Fraktionsstufe I	HIGH	33	31	45	38	7	2	H2|H4	0	0.000000	2	0	0	0	0	4	1	shedy	0	NONE	1	MOIST|VALUE|CLOSE	0	NONE	1	B|B	H2|H4	0	H1:0|H2:1|H3:1|H4:29	ar	0.433101	0.985497	0.946835	4	1	10	SUPPORTED_FAMILY_ONLY	3	1	shedy	0	NONE	0	NONE	0	NONE	1	B|B	H2|H4	0	H1:0|H2:1|H3:1|H4:29	ar	0.433101	0.896670	0.946835	4	1	9	SUPPORTED_FAMILY_ONLY	0	0	0	0
kchdy	2	H2|H4	HOT_DRY_RESULT	NONE	erhitzt-trockenes Ergebnis, Grundform	HIGH	6	3	2	2	2	1	H4	1	0.166667	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:3	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:3	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
keeal	2	H2|H4	HEATED_MATERIAL	NONE	vollständig erhitztes Material, Stufe I	LOW	2	2	1	1	0	1	H4	0	0.000000	0	0	0	-1	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
keeody	2	H2|H4	HEATED_PREP_RESULT	NONE	vollständig erhitztes Zubereitungsergebnis	MEDIUM_HIGH	6	2	2	2	1	1	H4	1	0.166667	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
keey	2	H3|H4	HEAT_STATE	HEAT_STATE_KY	erhitzte Form II	HIGH	39	35	46	39	17	2	H3|H4	1	0.025641	2	0	0	0	0	2	0	NONE	0	NONE	1	DRY|VALUE	0	NONE	1	S|B	H3|H4	0	H1:0|H2:0|H3:1|H4:34	ky	0.156386	0.949324	0.994013	4	1	8	SUPPORTED_FAMILY_ONLY	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:0|H3:1|H4:34	ky	0.156386	0.746534	0.994013	3	0	6	UNDECIDABLE	0	0	0	0
key	2	H2|H4	HEAT_STATE	HEAT_STATE_KY	erhitzte Form I	HIGH	8	8	12	8	1	2	H2|H4	1	0.125000	2	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:7	ky	0.180579	0.918751	0.815284	4	1	6	SUPPORTED_FAMILY_ONLY	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:7	ky	0.180579	0.342997	0.815284	3	0	5	UNDECIDABLE	0	0	0	0
ky	3	H2|H3|H4	HEAT_STATE	HEAT_STATE_KY	erhitzte Grundform	HIGH	21	18	23	16	3	3	H2|H3|H4	1	0.047619	2	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:1|H3:1|H4:16	keey	0.156386	0.949324	0.994013	4	1	7	SUPPORTED_FAMILY_ONLY	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:1|H3:1|H4:16	keey	0.156386	0.746534	0.994013	3	0	6	UNDECIDABLE	0	0	0	0
l	2	H2|H3	NESTED_HEAD	NONE	verschachtelter H4-Kopf oder gebundenes Feld	STRUCTURE_ONLY	4	3	4	2	1	2	H2|H3	2	0.500000	1	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:2|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:2|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
o	3	H2|H3|H4	PREPARATION_CARRIER	PREP_O	Ansatz-/Zubereitungsrahmen	LOW	34	26	18	12	4	3	H2|H3|H4	6	0.176471	2	0	0	-1	-1	2	0	NONE	0	NONE	1	DRY|MATERIAL	0	NONE	2	H|A|S|B	H2|H4	1	H1:0|H2:5|H3:6|H4:15	oiin	0.103418	0.924892	0.836858	2	0	5	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	2	H|A|S|B	NONE	0	H1:0|H2:5|H3:6|H4:15	oiin	0.103418	0.724207	0.836858	1	0	3	CONTRADICTED_FAMILY_TRANSFER	0	0	0	0
oar	2	H1|H4	PREPARATION_PART	NONE	Zubereitungsanteil, Stufe I	MEDIUM_HIGH	3	3	1	1	1	1	H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:2|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
ochedy	2	H1|H4	DRY_PREP_RESULT	NONE	Zubereitung aus Trockenresultat, Form I	HIGH	3	1	1	1	0	1	H1	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
ochey	2	H1|H4	DRY_PREPARATION	NONE	trockene Zubereitung, Form I	MEDIUM_HIGH	2	2	3	2	1	2	H1|H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
od	2	H3|H4	MEASURE_PROCESS_WHOLE	NONE	Abmess- oder Entnahmeschritt am Ansatz	MEDIUM_HIGH	3	3	2	2	0	2	H3|H4	0	0.000000	0	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:0|H3:1|H4:2	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:0|H3:1|H4:2	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
odair	2	H1|H2	PREP_PART_VALUE	NONE	Zubereitungsanteil oder -dosis, Stufe II	LOW	2	2	3	2	0	2	H1|H2	2	1.000000	0	0	-1	-1	-2	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-2	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-2	UNDECIDABLE	0	0	0	0
odar	3	H1|H2|H4	PREP_DOSED_PART	NONE	Zubereitungsanteil oder Dosisstufe I	MEDIUM_HIGH	5	3	4	0	0	2	H2|H4	1	0.200000	1	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
oees	2	H3|H4	PREPARATION_ITEM	NONE	Zubereitungsposten, Endform	MEDIUM	2	1	1	1	1	1	H4	1	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
oiiin	3	H2|H3|H4	PREPARATION_VALUE	NONE	Zubereitungsform: Index IV	HIGH	5	4	5	3	1	2	H2|H4	1	0.200000	2	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:3|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:3|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	0	0
oiir	2	H2|H3	UNKNOWN	NONE	UNKNOWN	UNKNOWN	2	1	1	1	0	1	H3	1	0.500000	0	0	-1	-1	-2	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-2	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-2	UNDECIDABLE	0	0	0	0
oiis	2	H1|H2	UNKNOWN	NONE	UNKNOWN	UNKNOWN	2	2	3	3	1	2	H1|H2	1	0.500000	0	0	-1	-1	-2	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-2	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-2	UNDECIDABLE	0	0	0	0
oiry	2	H2|H3	PREP_PART_CLOSE	NONE	Zubereitungsfraktion II, Grund-/Schlussform	LOW	2	0	0	0	0	0	NONE	0	0.000000	0	0	0	-1	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
okaiin	2	H2|H4	HEATED_PREP_VALUE	NONE	erhitzte Zubereitung: Index III	HIGH	2	2	3	3	0	2	H2|H4	0	0.000000	0	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	H|A	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	H|A	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
okain	2	H1|H4	HEATED_PREP_VALUE	NONE	erhitzte Zubereitung: Index II	HIGH	2	2	3	3	1	2	H1|H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
okar	3	H1|H2|H4	HEATED_PREP_PART	PART_AR	erhitzte Zubereitungsfraktion I	HIGH	3	3	3	2	0	3	H1|H2|H4	1	0.333333	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:1	ar	0.131685	0.475390	0.671205	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:1	ar	0.131685	0.000000	0.671205	0	0	-1	UNDECIDABLE	0	0	0	0
okedy	2	H2|H4	HEATED_PREP_RESULT	NONE	erhitztes Zubereitungsergebnis, Form I	HIGH	2	0	0	0	0	0	NONE	1	0.500000	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
okeedy	3	H2|H3|H4	HEATED_PREP_RESULT	NONE	erhitztes Zubereitungsergebnis, Form II	HIGH	5	1	1	1	1	1	H2	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
okeey	3	H1|H2|H4	HEATED_PREPARATION	NONE	erhitzte Zubereitung, Form II	HIGH	4	3	3	2	1	2	H1|H4	2	0.500000	0	0	-1	0	-1	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:1|H2:0|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:1|H2:0|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
olaiin	2	H1|H2	MATERIAL_VALUE	NONE	Materialträger: Wert III	HIGH	9	9	7	6	3	2	H1|H2	1	0.111111	2	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:8|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:8|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	0	0
olain	2	H2|H4	MATERIAL_VALUE	NONE	Materialträger: Wert II	HIGH	2	2	2	2	1	2	H2|H4	0	0.000000	0	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:1|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
olchey	3	H1|H2|H3	DRY_MATERIAL	MATERIAL_OL	getrocknetes Material, Form I	HIGH	4	2	1	1	1	1	H2	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	ol	0.212132	0.686220	0.879353	3	0	3	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	ol	0.212132	0.685680	0.879353	3	0	3	UNDECIDABLE	0	0	0	0
olchor	2	H1|H4	DRY_MATERIAL_PART	NONE	Trockenmaterialportion	MEDIUM	2	1	2	2	0	1	H4	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
olchy	2	H1|H3	DRY_MATERIAL	NONE	Trockenmaterial, Grundform	HIGH	2	2	2	1	0	2	H1|H3	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:0|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
oldaiin	2	H1|H4	MATERIAL_RESULT_VALUE	NONE	Materialergebnis: Dosis oder Wert III	MEDIUM	2	0	0	0	0	0	NONE	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:0|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
oldy	3	H1|H2|H4	MATERIAL_RESULT	NONE	fertig aufbereitetes Materialergebnis	HIGH	4	3	4	4	1	2	H2|H4	2	0.500000	1	0	-1	0	-1	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:1|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:1|H3:0|H4:2	NONE	0.000000	0.000000	0.000000	0	0	1	UNDECIDABLE	0	0	0	0
olkaiin	2	H2|H4	HEATED_MATERIAL_VALUE	NONE	erhitztes Material: Index III	MEDIUM_HIGH	5	4	5	5	2	2	H2|H4	3	0.600000	2	0	-1	0	-1	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:3|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	S|B	NONE	0	H1:0|H2:3|H3:0|H4:1	NONE	0.000000	0.000000	0.000000	0	0	2	UNDECIDABLE	0	0	0	0
olkain	2	H1|H2	HEATED_MATERIAL_VALUE	NONE	erhitztes Material: Index II	HIGH	3	2	2	1	0	1	H2	1	0.333333	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:2|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
olkedy	2	H1|H2	HEATED_MATERIAL_RESULT	NONE	erhitztes Materialergebnis, Form I	HIGH	3	1	0	0	0	0	NONE	1	0.333333	0	0	-1	0	-1	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	-1	UNDECIDABLE	0	0	0	0
olkeedy	3	H1|H2|H3	HEATED_MATERIAL_RESULT	NONE	erhitztes Materialergebnis, Form II	HIGH	5	4	4	4	1	2	H2|H3	1	0.200000	2	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:3|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	3	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:0|H2:3|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	3	UNDECIDABLE	0	0	0	0
olkeey	3	H1|H2|H3	HEATED_MATERIAL	NONE	erhitztes Material, Form II	HIGH	6	5	4	3	1	2	H1|H2	0	0.000000	2	0	0	0	0	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:1|H2:3|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	3	UNDECIDABLE	1	0	NONE	0	NONE	0	NONE	0	NONE	1	B|B	NONE	0	H1:1|H2:3|H3:1|H4:0	NONE	0.000000	0.000000	0.000000	0	0	3	UNDECIDABLE	0	0	0	0
olky	3	H1|H2|H3	HEATED_MATERIAL	NONE	erhitztes Material, Grundform	MEDIUM_HIGH	3	2	1	1	0	1	H1	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:1|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
olol	2	H2|H4	MATERIAL_CARRIER	NONE	Materialgrundlage oder Materialansatz	MEDIUM	2	1	0	0	0	0	NONE	0	0.000000	0	0	0	0	0	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	NONE	0	NONE	0	NONE	0	NONE	0	NONE	NONE	0	H1:0|H2:1|H3:0|H4:0	NONE	0.000000	0.000000	0.000000	0	0	0	UNDECIDABLE	0	0	0	0
