patch_id	card_id	occurrence_id	page	locus	token_index	surface	body	opaque_head_id	line_position	position_exception	exact_whole_fallback_used	section	language	previous_surface	next_surface	surface_line	gdt738_scoped_whole_render_de	scope	unconditional_global_export	literal_plaintext_claimed	component_export_credit
G738-P0084	G738-W05	G737-O0572	f76r	f76r.17	6	lkain	kain	H4	MIDDLE	0	0	T	B	chol	shedy	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	Wärme-/Verarbeitungsstufe II	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0085	G738-W05	G737-O0628	f78r	f78r.32	6	lkain	kain	H4	MIDDLE	0	0	B	B	dalky	ykeedy	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy	Wärme-/Verarbeitungsstufe II	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0086	G738-W05	G737-O0646	f79r	f79r.23	5	lkain	kain	H4	MIDDLE	0	0	B	B	ol	otchedy	das shear qotaiin ol lkain otchedy or olkl o tshedy otory	Wärme-/Verarbeitungsstufe II	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0087	G738-W05	G737-O0673	f80r	f80r.51	10	lkain	kain	H4	MIDDLE	0	0	B	B	chey	olom	talkl ol s al cheoly daiin otaly otain chey lkain olom	Wärme-/Verarbeitungsstufe II	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0088	G738-W06	G737-O0010	f103r	f103r.5	6	lkar	kar	H4	MIDDLE	0	0	S	B	qokey	sheeky	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yt rkar ota okdy	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0089	G738-W06	G737-O0017	f103r	f103r.19	9	lkar	kar	H4	MIDDLE	0	0	S	B	oteol	okaral	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0090	G738-W06	G737-O0035	f103v	f103v.9	11	lkar	kar	H4	LAST	0	0	S	B	ol	NONE	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0091	G738-W06	G737-O0053	f104r	f104r.6	4	lkar	kar	H4	MIDDLE	0	0	S	B	aiin	cheeo	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0092	G738-W06	G737-O0070	f104v	f104v.18	4	lkar	kar	H4	MIDDLE	0	0	S	B	qokaiin	ytaiin	dcheeoy qokaiiin qokaiin lkar ytaiin otcheochy sarain	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0093	G738-W06	G737-O0111	f106r	f106r.35	3	lkar	kar	H4	MIDDLE	0	0	S	B	choky	chdy	okaiin choky lkar chdy lchedy	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0094	G738-W06	G737-O0135	f107r	f107r.33	10	lkar	kar	H4	MIDDLE	0	0	S	B	lcheel	okal	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0095	G738-W06	G737-O0140	f107r	f107r.36	12	lkar	kar	H4	LAST	0	0	S	B	lkaiin	NONE	dar alchor kcheo rkeey chaiin al dal qokchey qokl chey lkaiin lkar	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0096	G738-W06	G737-O0158	f107v	f107v.16	9	lkar	kar	H4	MIDDLE	0	0	S	B	tolkol	aiiraly	parair okal opchol okal opaiin otedy qokeody tolkol lkar aiiraly	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0097	G738-W06	G737-O0168	f107v	f107v.35	5	lkar	kar	H4	MIDDLE	0	0	S	B	chcthy	shedy	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0098	G738-W06	G737-O0175	f107v	f107v.45	8	lkar	kar	H4	MIDDLE	0	0	S	B	okeeolkcheey	aiin	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0099	G738-W06	G737-O0201	f108v	f108v.26	9	lkar	kar	H4	MIDDLE	0	0	S	B	or	char	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0100	G738-W06	G737-O0230	f111r	f111r.30	7	lkar	kar	H4	MIDDLE	0	0	S	B	chkeey	aiin	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0101	G738-W06	G737-O0237	f111r	f111r.46	8	lkar	kar	H4	MIDDLE	0	0	S	B	chey	al	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0102	G738-W06	G737-O0298	f113r	f113r.4	9	lkar	kar	H4	MIDDLE	0	0	S	B	qotaly	ar	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0103	G738-W06	G737-O0312	f113r	f113r.43	3	lkar	kar	H4	MIDDLE	0	0	S	B	sheeod	ar	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0104	G738-W06	G737-O0313	f113r	f113r.43	12	lkar	kar	H4	MIDDLE	0	0	S	B	lchey	am	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0105	G738-W06	G737-O0319	f113v	f113v.1	11	lkar	kar	H4	MIDDLE	0	0	S	B	rol	chsom	folorarom otchey qotar air otair opchedy qokeedody chey keeoy rol lkar chsom oky	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0106	G738-W06	G737-O0366	f115r	f115r.15	11	lkar	kar	H4	MIDDLE	0	0	S	B	cheol	air	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0107	G738-W06	G737-O0398	f115v	f115v.42	9	lkar	kar	H4	MIDDLE	0	0	S	B	qokchey	lkl	yair al sheey oteeol keody rcheey lkchdy qokchey lkar lkl rodam	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0108	G738-W06	G737-O0410	f116r	f116r.23	3	lkar	kar	H4	MIDDLE	0	0	S	B	cheeteey	shedy	dain cheeteey lkar shedy qokal shedy qoteedy ches ain ain aly salo lm	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0109	G738-W06	G737-O0557	f75v	f75v.3	9	lkar	kar	H4	MIDDLE	0	0	B	B	chckhy	chckhy	sor sheky qokain okal dal olchedy daiin chckhy lkar chckhy rom	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0110	G738-W06	G737-O0568	f76r	f76r.9	9	lkar	kar	H4	MIDDLE	0	0	T	B	olkeey	ain	shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0111	G738-W06	G737-O0584	f76r	f76r.49	10	lkar	kar	H4	MIDDLE	0	0	T	B	chedy	al	saiin olaiin oky shol sain oky l kar chedy lkar al loral	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0112	G738-W06	G737-O0669	f80r	f80r.33	3	lkar	kar	H4	MIDDLE	0	0	B	B	qokeey	otal	solchey qokeey lkar otal olkeey okain shecthy ol	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0113	G738-W06	G737-O0764	f86v3	f86v3.20	8	lkar	kar	H4	MIDDLE	0	0	C	B	chckhey	ary	lshodair ykcho dar chody ykeeody qochey chckhey lkar ary	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0114	G738-W06	G737-O0773	f86v6	f86v6.18	9	lkar	kar	H4	MIDDLE	0	0	T	B	olkchey	otal	ytaiin ytair dalol ytal dar aiiin chol olkchey lkar otal qotardam	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0115	G738-W06	G737-O0774	f86v6	f86v6.27	2	lkar	kar	H4	MIDDLE	0	0	T	B	alshdr	dal	alshdr lkar dal kshd shdar shedy qody sheey qotedy olkeey qokchdy ramshy	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0116	G738-W06	G737-O0781	f86v6	f86v6.42	7	lkar	kar	H4	MIDDLE	0	0	T	B	al	chdy	otaiin qokain otal otal lt al lkar chdy qotol qokain	erhitzte Teil-/Fraktionsstufe I; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0117	G738-W07	G737-O0586	f76r	f76r.52	6	lsheedy	sheedy	H4	MIDDLE	0	0	T	B	lkedy	okar	olsheed qokedy qokeedy qokedy lkedy lsheedy okar shedy otain	Feucht-/Einweichresultat II; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0118	G738-W07	G737-O0591	f76v	f76v.15	2	lsheedy	sheedy	H4	MIDDLE	0	0	B	B	tchedy	chedal	tchedy lsheedy chedal chedy checthey	Feucht-/Einweichresultat II; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0119	G738-W07	G737-O0725	f83r	f83r.7	2	lsheedy	sheedy	H4	MIDDLE	0	0	B	B	solshed	qeeedy	solshed lsheedy qeeedy qoky o qol rsheedy qokedy qoteedy qoteedy	Feucht-/Einweichresultat II; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0120	G738-W07	G737-O0729	f83r	f83r.9	4	lsheedy	sheedy	H4	MIDDLE	0	0	B	B	qokedy	qokchdy	pchor checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy	Feucht-/Einweichresultat II; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0121	G738-W08	G737-O0001	f100r	f100r.12	1	pcheol	cheol	H1	FIRST	0	0	P	A	NONE	sheod	pcheol sheod qocpheeckhy shodol da oto choos sheey cho s	Trockenstatus-Eintrag; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0122	G738-W08	G737-O0101	f106r	f106r.13	1	pcheol	cheol	H1	FIRST	0	0	S	B	NONE	sheokaiin	pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiinopal	Trockenstatus-Eintrag; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0123	G738-W08	G737-O0325	f113v	f113v.15	8	pcheol	cheol	H1	MIDDLE	1	0	S	B	tchdy	kcheor	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor aiin cheey qokaram	trocken; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0124	G738-W08	G737-O0334	f113v	f113v.25	5	pcheol	cheol	H1	MIDDLE	1	0	S	B	otey	qopchey	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	trocken; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0125	G738-W08	G737-O0482	f3r	f3r.11	1	pcheol	cheol	H1	FIRST	0	0	H	A	NONE	shol	pcheol shol sols sheol shey	Trockenstatus-Eintrag; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0126	G738-W08	G737-O0517	f52v	f52v.7	1	pcheol	cheol	H1	FIRST	0	0	H	A	NONE	sholoiin	pcheol sholoiin cthor aiin	Trockenstatus-Eintrag; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0127	G738-W08	G737-O0617	f77v	f77v.29	6	pcheol	cheol	H1	MIDDLE	1	0	B	B	dsheedy	lfol	tchadchy lshedy daly dal dsheedy pcheol lfol ol cheedy qoty	trocken; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0128	G738-W08	G737-O0677	f80v	f80v.6	3	pcheol	cheol	H1	MIDDLE	1	0	B	B	kedy	kain	tcheol kedy pcheol kain shedy qokaiin otey qokedy chedy	trocken; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0129	G738-W08	G737-O0716	f82v	f82v.11	1	pcheol	cheol	H1	FIRST	0	0	B	B	NONE	dar	pcheol dar qokeey cheeky qokal dal shedy pchdy rol qotedy rol	Trockenstatus-Eintrag; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0130	G738-W08	G737-O0720	f82v	f82v.38	1	pcheol	cheol	H1	FIRST	0	0	B	B	NONE	shedy	pcheol shedy qokaiin sholdy	Trockenstatus-Eintrag; Träger offen	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0131	G738-W09	G737-O0012	f103r	f103r.8	5	rain	ain	H3	MIDDLE	0	0	S	B	okey	okechy	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0132	G738-W09	G737-O0046	f103v	f103v.40	10	rain	ain	H3	LAST	0	0	S	B	lchedy	NONE	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	Skalarstufe II, Abschlussbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0133	G738-W09	G737-O0179	f108r	f108r.25	13	rain	ain	H3	MIDDLE	0	0	S	B	ol	al	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0134	G738-W09	G737-O0358	f114v	f114v.30	11	rain	ain	H3	LAST	0	0	S	B	teey	NONE	y cheey qooeey qolcheey qoteey qotaiin otal otaiin oteeo teey rain	Skalarstufe II, Abschlussbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0135	G738-W09	G737-O0361	f115r	f115r.11	8	rain	ain	H3	MIDDLE	0	0	S	B	qototeeey	cheo	daiin chedy chol chedy qokoiin qokcheedy qototeeey rain cheo chkain cho lory	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0136	G738-W09	G737-O0394	f115v	f115v.35	10	rain	ain	H3	MIDDLE	0	0	S	B	kcheo	checthey	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0137	G738-W09	G737-O0405	f116r	f116r.10	7	rain	ain	H3	MIDDLE	0	0	S	B	shdy	sheedy	chdin checkhy dar shedy qokeedy shdy rain sheedy cphol r teol chcpham	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0138	G738-W09	G737-O0408	f116r	f116r.19	9	rain	ain	H3	MIDDLE	0	0	S	B	chcthy	otey	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0139	G738-W09	G737-O0419	f116r	f116r.31	4	rain	ain	H3	MIDDLE	0	0	S	B	ckhal	alolfchy	pchallarar al ckhal rain alolfchy rpchey shfy ches ar opchekan dlr	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0140	G738-W09	G737-O0421	f116r	f116r.32	2	rain	ain	H3	MIDDLE	0	0	S	B	olkeey	shey	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0141	G738-W09	G737-O0423	f116r	f116r.36	2	rain	ain	H3	MIDDLE	0	0	S	B	qokeey	shey	qokeey rain shey okeey lkain l dain chey sheckhy qy qokl ain	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0142	G738-W09	G737-O0427	f116r	f116r.43	7	rain	ain	H3	MIDDLE	0	0	S	B	chcphy	cphan	as ar al shear teey chcphy rain cphan ydar oty shey qokam	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0143	G738-W09	G737-O0619	f77v	f77v.33	10	rain	ain	H3	LAST	0	0	B	B	dal	NONE	qokaiin cheky rar chedy qokal dar y qotal dal rain	Skalarstufe II, Abschlussbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0144	G738-W09	G737-O0687	f81r	f81r.20	6	rain	ain	H3	MIDDLE	0	0	B	B	odaiin	daly	qopchedy qol chedy qokeey odaiin rain daly	Skalarstufe II, interner Rückbezug; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0145	G738-W10	G737-O0613	f77v	f77v.8	6	rsheedy	sheedy	H3	MIDDLE	0	0	B	B	qokedy	taiiin	qokeeey shedy qokeedy qodykey qokedy rsheedy taiiin sheol teedy yry	Feucht-/Einweichresultat II, interner Rückbezug	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0146	G738-W10	G737-O0709	f82r	f82r.31	3	rsheedy	sheedy	H3	MIDDLE	0	0	B	B	ol	lchedy	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	Feucht-/Einweichresultat II, interner Rückbezug	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0147	G738-W11	G737-O0003	f100v	f100v.19	1	sain	ain	H2	FIRST	0	0	P	A	NONE	cheokeos	sain cheokeos chockhy chocthey keody choor chckhey du	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0148	G738-W11	G737-O0033	f103v	f103v.8	1	sain	ain	H2	FIRST	0	0	S	B	NONE	shey	sain shey olsheey dair chekoal okeey	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0149	G738-W11	G737-O0041	f103v	f103v.25	1	sain	ain	H2	FIRST	0	0	S	B	NONE	olkeeey	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0150	G738-W11	G737-O0051	f104r	f104r.1	10	sain	ain	H2	LAST	1	0	S	B	qopchedy	NONE	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0151	G738-W11	G737-O0118	f106v	f106v.19	9	sain	ain	H2	LAST	1	0	S	B	otaiin	NONE	darshy otaiin otal chedy r ain olaiin otaiin sain	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0152	G738-W11	G737-O0150	f107v	f107v.3	1	sain	ain	H2	FIRST	0	0	S	B	NONE	ain	sain ain aiiin qokaiin shol kal qokar al ochedy lkaiin otal olkiir alody	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0153	G738-W11	G737-O0180	f108r	f108r.28	1	sain	ain	H2	FIRST	0	0	S	B	NONE	arolkeey	sain arolkeey qoal olkedy okaiin	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0154	G738-W11	G737-O0191	f108v	f108v.11	1	sain	ain	H2	FIRST	0	0	S	B	NONE	al	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0155	G738-W11	G737-O0202	f108v	f108v.33	1	sain	ain	H2	FIRST	0	0	S	B	NONE	ain	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0156	G738-W11	G737-O0204	f108v	f108v.37	1	sain	ain	H2	FIRST	0	0	S	B	NONE	sheor	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0157	G738-W11	G737-O0206	f108v	f108v.39	1	sain	ain	H2	FIRST	0	0	S	B	NONE	chey	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0158	G738-W11	G737-O0212	f10v	f10v.1	9	sain	ain	H2	LAST	1	0	H	A	otydy	NONE	paiin daiin sheo pcheey qoty daiin cthor otydy sain	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0159	G738-W11	G737-O0223	f111r	f111r.24	1	sain	ain	H2	FIRST	0	0	S	B	NONE	chckhey	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0160	G738-W11	G737-O0240	f111r	f111r.52	8	sain	ain	H2	MIDDLE	1	0	S	B	shckhy	chckhy	dair al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom	Skalarstufe II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0161	G738-W11	G737-O0270	f111v	f111v.47	1	sain	ain	H2	FIRST	0	0	S	B	NONE	cheey	sain cheey qokeey cheytain olain ykeeedy chekain chckhey lchar	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0162	G738-W11	G737-O0274	f111v	f111v.51	1	sain	ain	H2	FIRST	0	0	S	B	NONE	cheal	sain cheal chckhy okain okal aiin choty chckhy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0163	G738-W11	G737-O0280	f112r	f112r.35	1	sain	ain	H2	FIRST	0	0	S	B	NONE	olaiin	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0164	G738-W11	G737-O0281	f112r	f112r.36	1	sain	ain	H2	FIRST	0	0	S	B	NONE	ol	sain ol checkhy olchain okeey olam	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0165	G738-W11	G737-O0283	f112r	f112r.40	1	sain	ain	H2	FIRST	0	0	S	B	NONE	okal	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0166	G738-W11	G737-O0284	f112v	f112v.5	1	sain	ain	H2	FIRST	0	0	S	B	NONE	aiiin	sain aiiin okey daiin otal chear okedy okaiin cheeoldy	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
G738-P0167	G738-W11	G737-O0285	f112v	f112v.14	1	sain	ain	H2	FIRST	0	0	S	B	NONE	air	sain air a ykeedain qokeedy chedaiin aloin	Skalarposten II; Dimension lokal	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCE	0	0	0
