host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	packet_event_ids	packet_count	action_root	action_slot_id	gdt584_rule_id	written_slot_count	carrier_slot_count	carrier_roots	carrier_slot_ids	gdt587_packet_rule_id	paragraph_boundary	gdt584_reader_clause_de	gdt587_reader_clause_de	reader_clause_changed	written_packet_slot_ids	gdt587_exact_host_trace_de	guard
804	G407-S034	2	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0701@2:K	G407-E0701	G407-E0701	1	K	RUNNING:G407-E0701@2	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib die Pflanzencharge auf Grad II zu	Gib die Pflanzencharge auf Grad II zu	NO	RUNNING:G407-E0701@1|RUNNING:G407-E0701@2|RUNNING:G407-E0701@3	[RUNNING:G407-E0701@1=Y:Pflanzencharge|ACTION:G407-E0701@2:K] [RUNNING:G407-E0701@2=K:Gib zu|ACTION:G407-E0701@2:K] [RUNNING:G407-E0701@3=EE:auf Grad II|ACTION:G407-E0701@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
805	G407-S034	3	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0701@4:S	G407-E0701	G407-E0701	1	S	RUNNING:G407-E0701@4	S_REST_SELECT	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Wähle die Einheit in der bezeichneten Pflanzenart aus	Wähle die Einheit in der bezeichneten Pflanzenart aus	NO	RUNNING:G407-E0701@4|RUNNING:G407-E0701@5	[RUNNING:G407-E0701@4=S:Wähle aus|ACTION:G407-E0701@4:S] [RUNNING:G407-E0701@5=AN:in der bezeichneten Pflanzenart|ACTION:G407-E0701@4:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
806	G407-S034	4	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0702@1:OK	G407-E0702	G407-E0702|G407-E0704|G407-E0706	3	OK	RUNNING:G407-E0702@1	GDT582_RETAINED_NON_TARGET	5	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Setze die Pflanzencharge und die Pflanzenportion auf Grad III und zur Zielstelle oder ins Auffanggefäß an	Setze die Pflanzencharge und die Pflanzenportion auf Grad III und zur Zielstelle oder ins Auffanggefäß an	NO	RUNNING:G407-E0702@1|RUNNING:G407-E0702@2|RUNNING:G407-E0702@3|RUNNING:G407-E0704@1|RUNNING:G407-E0706@1	[RUNNING:G407-E0702@1=OK:Setze den Pflanzenansatz an|ACTION:G407-E0702@1:OK] [RUNNING:G407-E0702@2=EEE:auf Grad III|ACTION:G407-E0702@1:OK] [RUNNING:G407-E0702@3=Y:Pflanzencharge|ACTION:G407-E0702@1:OK] [RUNNING:G407-E0704@1=AIN:Pflanzenportion|ACTION:G407-E0702@1:OK] [RUNNING:G407-E0706@1=AL:zur Zielstelle oder ins Auffanggefäß|ACTION:G407-E0702@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
807	G407-S034	5	f55v	HERBAL	große aromatische Doldenpflanze	G407-E0702@1:OK	G407-E0703	G407-E0703	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt mit Vorbezug	Verwende für den vorangehenden Arbeitsschritt mit Vorbezug	NO	RUNNING:G407-E0703@1	[RUNNING:G407-E0703@1=OS:mit Vorbezug|G407-E0702@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
808	G407-S034	6	f55v	HERBAL	große aromatische Doldenpflanze	CONTROL:G407-E0705:STATE_CARD	G407-E0705	G407-E0705	1	FRAME	NONE	FRAME_READER_REALIZATION	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt in Zubereitungsform und als neuer Pflanzenansatz	Verwende für den vorangehenden Arbeitsschritt in Zubereitungsform und als neuer Pflanzenansatz	NO	RUNNING:G407-E0705@1|RUNNING:G407-E0705@2	[RUNNING:G407-E0705@1=CARRIER_Q:als neuer Pflanzenansatz|CONTROL:G407-E0705:STATE_CARD] [RUNNING:G407-E0705@2=O:in Zubereitungsform|CONTROL:G407-E0705:STATE_CARD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
809	G407-S034	7	f55v	HERBAL	große aromatische Doldenpflanze	CONTROL:G407-E0705@3:OL	G407-E0705	G407-E0705	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E0705@3	[RUNNING:G407-E0705@3=OL:weiter im selben Arbeitsgang|CONTROL:G407-E0705@3:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
810	G407-S034	8	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0707@1:CHD	G407-E0707	G407-E0707	1	CHD	RUNNING:G407-E0707@1	CHD_HP_MATERIAL_COMMINUTE	2	1	Y	RUNNING:G407-E0707@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Zerkleinere die Pflanzencharge	Zerkleinere das Pflanzenmaterial	YES	RUNNING:G407-E0707@1|RUNNING:G407-E0707@2	[RUNNING:G407-E0707@1=CHD:Zerkleinere|ACTION:G407-E0707@1:CHD] [RUNNING:G407-E0707@2=Y:Pflanzenmaterial|ACTION:G407-E0707@1:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
811	G407-S034	9	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0708@1:S	G407-E0708	G407-E0708|G407-E0709	2	S	RUNNING:G407-E0708@1	S_HP_STRAIN	3	1	AIIN	RUNNING:G407-E0709@1	HP_EXTRACT_OF_MATERIAL	NONE	Seihe den Auszug vom Ausgangsmaterial oder -gefäß ab	Seihe den Pflanzenauszug vom Ausgangsmaterial oder -gefäß ab	YES	RUNNING:G407-E0708@1|RUNNING:G407-E0708@2|RUNNING:G407-E0709@1	[RUNNING:G407-E0708@1=S:Seihe ab|ACTION:G407-E0708@1:S] [RUNNING:G407-E0708@2=AR:vom Ausgangsmaterial oder -gefäß|ACTION:G407-E0708@1:S] [RUNNING:G407-E0709@1=AIIN:Pflanzenauszug|ACTION:G407-E0708@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
812	G407-S034	10	f55v	HERBAL	große aromatische Doldenpflanze	CONTROL:G407-E0710@1:OL	G407-E0710	G407-E0710	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E0710@1	[RUNNING:G407-E0710@1=OL:weiter im selben Arbeitsgang|CONTROL:G407-E0710@1:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
813	G407-S034	11	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0711@1:K	G407-E0711	G407-E0711	1	K	RUNNING:G407-E0711@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib vom Ausgangsmaterial oder -gefäß zu	Gib vom Ausgangsmaterial oder -gefäß zu	NO	RUNNING:G407-E0711@1|RUNNING:G407-E0711@2	[RUNNING:G407-E0711@1=K:Gib zu|ACTION:G407-E0711@1:K] [RUNNING:G407-E0711@2=AR:vom Ausgangsmaterial oder -gefäß|ACTION:G407-E0711@1:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
814	G407-S034	12	f55v	HERBAL	große aromatische Doldenpflanze	G407-E0711@1:K	G407-E0712	G407-E0712	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt an der Pflanzen-Nebenstelle	Verwende für den vorangehenden Arbeitsschritt an der Pflanzen-Nebenstelle	NO	RUNNING:G407-E0712@1	[RUNNING:G407-E0712@1=AM_ADDR:an der Pflanzen-Nebenstelle|G407-E0711@1:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
815	G407-S034	13	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0713@1:OK	G407-E0713	G407-E0713	1	OK	RUNNING:G407-E0713@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Setze vom Ausgangsmaterial oder -gefäß an	Setze vom Ausgangsmaterial oder -gefäß an	NO	RUNNING:G407-E0713@1|RUNNING:G407-E0713@2	[RUNNING:G407-E0713@1=OK:Setze den Pflanzenansatz an|ACTION:G407-E0713@1:OK] [RUNNING:G407-E0713@2=AR:vom Ausgangsmaterial oder -gefäß|ACTION:G407-E0713@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
816	G407-S034	14	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0714@1:CH	G407-E0714	G407-E0714	1	CH	RUNNING:G407-E0714@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0714@1	[RUNNING:G407-E0714@1=CH:Entnimm oder ziehe aus|ACTION:G407-E0714@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
817	G407-S034	15	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0714@2:CH	G407-E0714	G407-E0714	1	CH	RUNNING:G407-E0714@2	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0714@2	[RUNNING:G407-E0714@2=CH:Entnimm oder ziehe aus|ACTION:G407-E0714@2:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
818	G407-S034	16	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0714@3:K	G407-E0714	G407-E0714	1	K	RUNNING:G407-E0714@3	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib die Pflanzencharge an der Pflanzen-Arbeitsstelle zu	Gib die Pflanzencharge an der Pflanzen-Arbeitsstelle zu	NO	RUNNING:G407-E0714@3|RUNNING:G407-E0714@4|RUNNING:G407-E0714@5	[RUNNING:G407-E0714@3=K:Gib zu|ACTION:G407-E0714@3:K] [RUNNING:G407-E0714@4=D_ADDR:an der Pflanzen-Arbeitsstelle|ACTION:G407-E0714@3:K] [RUNNING:G407-E0714@5=Y:Pflanzencharge|ACTION:G407-E0714@3:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
819	G407-S034	17	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0715@1:CH	G407-E0715	G407-E0715	1	CH	RUNNING:G407-E0715@1	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm die Pflanzencharge in Zubereitungsform und auf Grad I	Entnimm die Pflanzencharge in Zubereitungsform und auf Grad I	NO	RUNNING:G407-E0715@1|RUNNING:G407-E0715@2|RUNNING:G407-E0715@3|RUNNING:G407-E0715@4	[RUNNING:G407-E0715@1=CH:Entnimm oder ziehe aus|ACTION:G407-E0715@1:CH] [RUNNING:G407-E0715@2=E:auf Grad I|ACTION:G407-E0715@1:CH] [RUNNING:G407-E0715@3=O:in Zubereitungsform|ACTION:G407-E0715@1:CH] [RUNNING:G407-E0715@4=Y:Pflanzencharge|ACTION:G407-E0715@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
820	G407-S034	18	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0716@1:K	G407-E0716	G407-E0716|G407-E0717	2	K	RUNNING:G407-E0716@1	GDT582_RETAINED_NON_TARGET	6	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib die Pflanzencharge auf Grad II, in Feinform, zur Zielstelle oder ins Auffanggefäß und vom Ausgangsmaterial oder -gefäß zu	Gib die Pflanzencharge auf Grad II, in Feinform, zur Zielstelle oder ins Auffanggefäß und vom Ausgangsmaterial oder -gefäß zu	NO	RUNNING:G407-E0716@1|RUNNING:G407-E0716@2|RUNNING:G407-E0716@3|RUNNING:G407-E0716@4|RUNNING:G407-E0716@5|RUNNING:G407-E0717@1	[RUNNING:G407-E0716@1=K:Gib zu|ACTION:G407-E0716@1:K] [RUNNING:G407-E0716@2=EE:auf Grad II|ACTION:G407-E0716@1:K] [RUNNING:G407-E0716@3=Y:Pflanzencharge|ACTION:G407-E0716@1:K] [RUNNING:G407-E0716@4=LOCAL_CHAR_F:in Feinform|ACTION:G407-E0716@1:K] [RUNNING:G407-E0716@5=AR:vom Ausgangsmaterial oder -gefäß|ACTION:G407-E0716@1:K] [RUNNING:G407-E0717@1=AL:zur Zielstelle oder ins Auffanggefäß|ACTION:G407-E0716@1:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
821	G407-S034	19	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0718@2:CHD	G407-E0718	G407-E0718	1	CHD	RUNNING:G407-E0718@2	CHD_HP_WET_TRITURATE	3	1	Y	RUNNING:G407-E0718@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verreibe oder mazeriere die Pflanzencharge in Zubereitungsform	Verreibe oder mazeriere das Pflanzenmaterial in Zubereitungsform	YES	RUNNING:G407-E0718@1|RUNNING:G407-E0718@2|RUNNING:G407-E0718@3	[RUNNING:G407-E0718@1=O:in Zubereitungsform|ACTION:G407-E0718@2:CHD] [RUNNING:G407-E0718@2=CHD:Verreibe oder mazeriere|ACTION:G407-E0718@2:CHD] [RUNNING:G407-E0718@3=Y:Pflanzenmaterial|ACTION:G407-E0718@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
822	G407-S034	20	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0719@1:OK	G407-E0719	G407-E0719	1	OK	RUNNING:G407-E0719@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Setze die Pflanzenportion an	Setze die Pflanzenportion an	NO	RUNNING:G407-E0719@1|RUNNING:G407-E0719@2	[RUNNING:G407-E0719@1=OK:Setze den Pflanzenansatz an|ACTION:G407-E0719@1:OK] [RUNNING:G407-E0719@2=AIN:Pflanzenportion|ACTION:G407-E0719@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
823	G407-S034	21	f55v	HERBAL	große aromatische Doldenpflanze	CONTROL:G407-E0720:STATE_CARD	G407-E0720	G407-E0720	1	FRAME	NONE	FRAME_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verwende für den vorangehenden Arbeitsschritt in Zubereitungsform	Verwende für den vorangehenden Arbeitsschritt in Zubereitungsform	NO	RUNNING:G407-E0720@1	[RUNNING:G407-E0720@1=O:in Zubereitungsform|CONTROL:G407-E0720:STATE_CARD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
824	G407-S034	22	f55v	HERBAL	große aromatische Doldenpflanze	CONTROL:G407-E0720@2:DY	G407-E0720	G407-E0720	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	PARAGRAPH_AFTER	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	RUNNING:G407-E0720@2	[RUNNING:G407-E0720@2=DY:Arbeitsgang abschließen|CONTROL:G407-E0720@2:DY]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
825	G407-S036	1	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0727@1:CHD	G407-E0727	G407-E0726|G407-E0727	2	CHD	RUNNING:G407-E0727@1	CHD_HP_WET_EXTRACT_PROCESS	3	2	AIIN|Y	RUNNING:G407-E0726@1|RUNNING:G407-E0727@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Verreibe oder mazeriere die Pflanzencharge im Auszug	Verreibe oder mazeriere das Pflanzenmaterial im Auszug	YES	RUNNING:G407-E0726@1|RUNNING:G407-E0727@1|RUNNING:G407-E0727@2	[RUNNING:G407-E0726@1=AIIN:Pflanzenauszug|ACTION:G407-E0727@1:CHD] [RUNNING:G407-E0727@1=CHD:Verreibe oder mazeriere|ACTION:G407-E0727@1:CHD] [RUNNING:G407-E0727@2=Y:Pflanzenmaterial|ACTION:G407-E0727@1:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
826	G407-S036	2	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0728@1:T	G407-E0728	G407-E0728	1	T	RUNNING:G407-E0728@1	T_HP_MEASURE_SET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Stelle Maß oder Ort an der Pflanzen-Nebenstelle und zur Zielstelle oder ins Auffanggefäß ein	Stelle Maß oder Ort an der Pflanzen-Nebenstelle und zur Zielstelle oder ins Auffanggefäß ein	NO	RUNNING:G407-E0728@1|RUNNING:G407-E0728@2|RUNNING:G407-E0728@3	[RUNNING:G407-E0728@1=T:Stelle ein|ACTION:G407-E0728@1:T] [RUNNING:G407-E0728@2=AL:zur Zielstelle oder ins Auffanggefäß|ACTION:G407-E0728@1:T] [RUNNING:G407-E0728@3=AM_ADDR:an der Pflanzen-Nebenstelle|ACTION:G407-E0728@1:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
827	G407-S036	3	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0729@2:K	G407-E0729	G407-E0729|G407-E0730	2	K	RUNNING:G407-E0729@2	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib die Pflanzencharge und den Pflanzenauszug zu	Gib die Pflanzencharge und den Pflanzenauszug zu	NO	RUNNING:G407-E0729@1|RUNNING:G407-E0729@2|RUNNING:G407-E0729@3|RUNNING:G407-E0730@1	[RUNNING:G407-E0729@1=Y:Pflanzencharge|ACTION:G407-E0729@2:K] [RUNNING:G407-E0729@2=K:Gib zu|ACTION:G407-E0729@2:K] [RUNNING:G407-E0729@3=AIIN:Pflanzenauszug oder Arbeitsmaß|ACTION:G407-E0729@2:K] [RUNNING:G407-E0730@1=AIIN:Pflanzenauszug oder Arbeitsmaß|ACTION:G407-E0729@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
828	G407-S036	4	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0731@2:K	G407-E0731	G407-E0731	1	K	RUNNING:G407-E0731@2	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib die Pflanzencharge entlang des Verarbeitungswegs zu	Gib die Pflanzencharge entlang des Verarbeitungswegs zu	NO	RUNNING:G407-E0731@1|RUNNING:G407-E0731@2|RUNNING:G407-E0731@3	[RUNNING:G407-E0731@1=Y:Pflanzencharge|ACTION:G407-E0731@2:K] [RUNNING:G407-E0731@2=K:Gib zu|ACTION:G407-E0731@2:K] [RUNNING:G407-E0731@3=AIR:entlang des Verarbeitungswegs|ACTION:G407-E0731@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
829	G407-S036	5	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0732@1:CH	G407-E0732	G407-E0732	1	CH	RUNNING:G407-E0732@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0732@1	[RUNNING:G407-E0732@1=CH:Entnimm oder ziehe aus|ACTION:G407-E0732@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
830	G407-S036	6	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0732@2:K	G407-E0732	G407-E0732|G407-E0733	2	K	RUNNING:G407-E0732@2	GDT582_RETAINED_NON_TARGET	6	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib die Pflanzencharge und den Pflanzenauszug auf Grad I und an der Pflanzen-Arbeitsstelle zu	Gib die Pflanzencharge und den Pflanzenauszug auf Grad I und an der Pflanzen-Arbeitsstelle zu	NO	RUNNING:G407-E0732@2|RUNNING:G407-E0732@3|RUNNING:G407-E0732@4|RUNNING:G407-E0733@1|RUNNING:G407-E0733@2|RUNNING:G407-E0733@3	[RUNNING:G407-E0732@2=K:Gib zu|ACTION:G407-E0732@2:K] [RUNNING:G407-E0732@3=E:auf Grad I|ACTION:G407-E0732@2:K] [RUNNING:G407-E0732@4=Y:Pflanzencharge|ACTION:G407-E0732@2:K] [RUNNING:G407-E0733@1=D_ADDR:an der Pflanzen-Arbeitsstelle|ACTION:G407-E0732@2:K] [RUNNING:G407-E0733@2=AIIN:Pflanzenauszug oder Arbeitsmaß|ACTION:G407-E0732@2:K] [RUNNING:G407-E0733@3=Y:Pflanzencharge|ACTION:G407-E0732@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
831	G407-S036	7	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0734@1:OK	G407-E0734	G407-E0734	1	OK	RUNNING:G407-E0734@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Setze an	Setze an	NO	RUNNING:G407-E0734@1	[RUNNING:G407-E0734@1=OK:Setze den Pflanzenansatz an|ACTION:G407-E0734@1:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
832	G407-S036	8	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0734@2:CHD	G407-E0734	G407-E0734	1	CHD	RUNNING:G407-E0734@2	CHD_REST_PROCESS	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Bearbeite das Material	Bearbeite das Material	NO	RUNNING:G407-E0734@2	[RUNNING:G407-E0734@2=CHD:Bearbeite|ACTION:G407-E0734@2:CHD]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
833	G407-S036	9	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0735@2:K	G407-E0735	G407-E0735	1	K	RUNNING:G407-E0735@2	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib die Pflanzencharge und die Pflanzenportion zu	Gib die Pflanzencharge und die Pflanzenportion zu	NO	RUNNING:G407-E0735@1|RUNNING:G407-E0735@2|RUNNING:G407-E0735@3	[RUNNING:G407-E0735@1=Y:Pflanzencharge|ACTION:G407-E0735@2:K] [RUNNING:G407-E0735@2=K:Gib zu|ACTION:G407-E0735@2:K] [RUNNING:G407-E0735@3=AIN:Pflanzenportion|ACTION:G407-E0735@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
834	G407-S036	10	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0736@1:SH	G407-E0736	G407-E0736	1	SH	RUNNING:G407-E0736@1	SH_REST_HOLD	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Halte den Zustand auf Grad I	Halte den Zustand auf Grad I	NO	RUNNING:G407-E0736@1|RUNNING:G407-E0736@2	[RUNNING:G407-E0736@1=SH:Halte|ACTION:G407-E0736@1:SH] [RUNNING:G407-E0736@2=E:auf Grad I|ACTION:G407-E0736@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
835	G407-S036	11	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0736@3:OK	G407-E0736	G407-E0736|G407-E0737|G407-E0738	3	OK	RUNNING:G407-E0736@3	GDT582_RETAINED_NON_TARGET	5	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Setze die Pflanzencharge, die Pflanzen- oder Arbeitseinheit und die Pflanzenportion auf Grad I an	Setze die Pflanzencharge, die Pflanzen- oder Arbeitseinheit und die Pflanzenportion auf Grad I an	NO	RUNNING:G407-E0736@3|RUNNING:G407-E0736@4|RUNNING:G407-E0736@5|RUNNING:G407-E0737@1|RUNNING:G407-E0738@1	[RUNNING:G407-E0736@3=OK:Setze den Pflanzenansatz an|ACTION:G407-E0736@3:OK] [RUNNING:G407-E0736@4=E:auf Grad I|ACTION:G407-E0736@3:OK] [RUNNING:G407-E0736@5=Y:Pflanzencharge|ACTION:G407-E0736@3:OK] [RUNNING:G407-E0737@1=OR:Pflanzen- oder Arbeitseinheit|ACTION:G407-E0736@3:OK] [RUNNING:G407-E0738@1=AIN:Pflanzenportion|ACTION:G407-E0736@3:OK]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
836	G407-S036	12	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0739@1:CH	G407-E0739	G407-E0739	1	CH	RUNNING:G407-E0739@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0739@1	[RUNNING:G407-E0739@1=CH:Entnimm oder ziehe aus|ACTION:G407-E0739@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
837	G407-S036	13	f55v	HERBAL	große aromatische Doldenpflanze	ACTION:G407-E0740@1:K	G407-E0740	G407-E0740	1	K	RUNNING:G407-E0740@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib zu	Gib zu	NO	RUNNING:G407-E0740@1	[RUNNING:G407-E0740@1=K:Gib zu|ACTION:G407-E0740@1:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
