candidate_local_card_ordinal	source_event_id	physical_page	register	locus	record_id	owner_de	surface	complete_slot_count	carrier_assignment_count	carrier_action_host_count	carrier_slot_ids	host_count	gdt584_polished_local_clause_de	gdt587_action_noun_local_clause_de	gdt587_named_carrier_primary_de	reader_changed	gdt587_exact_slot_trace_de	guard
29	P912-E2124	f69v	CELESTIAL	f69v.15	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	oteeys	4	1	1	LOCAL_COMPONENT:P912-E2124@3	2	Beginne danach den nächsten Arbeitsgang. Wähle die Ringposition auf Ringstufe II aus.	Beginne danach den nächsten Arbeitsgang. Wähle die Ringposition auf Ringstufe II aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2124@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2124@1:OT] [LOCAL_COMPONENT:P912-E2124@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2124@4:S] [LOCAL_COMPONENT:P912-E2124@3=Y:Ringposition|LOCAL_ACTION:P912-E2124@4:S] [LOCAL_COMPONENT:P912-E2124@4=S:Wähle aus|LOCAL_ACTION:P912-E2124@4:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
30	P912-E2129	f69v	CELESTIAL	f69v.20	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	saiir	3	1	1	LOCAL_COMPONENT:P912-E2129@2	2	Wähle den Positionswert aus. Markiere.	Wähle den Positionswert aus. Markiere.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2129@1=S:Wähle aus|LOCAL_ACTION:P912-E2129@1:S] [LOCAL_COMPONENT:P912-E2129@2=AIIN:Positionswert|LOCAL_ACTION:P912-E2129@1:S] [LOCAL_COMPONENT:P912-E2129@3=R:Markiere|LOCAL_ACTION:P912-E2129@3:R]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
31	P912-E2132	f69v	CELESTIAL	f69v.23	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	sarydy	5	2	1	LOCAL_COMPONENT:P912-E2132@3|LOCAL_COMPONENT:P912-E2132@5	1	Wähle die Ringposition an der unteren Ringstelle und von der Ausgangsposition aus.	Wähle die Ringposition an der unteren Ringstelle und von der Ausgangsposition aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2132@1=S:Wähle aus|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@2=AR:von der Ausgangsposition|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@3=Y:Ringposition|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@4=D_ADDR:an der unteren Ringstelle|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@5=Y:Ringposition|LOCAL_ACTION:P912-E2132@1:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
32	P912-E2141	f69v	CELESTIAL	f69v.30	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	okcheys	5	1	1	LOCAL_COMPONENT:P912-E2141@4	3	Trage ein. Lies auf Ringstufe I ab. Wähle die Ringposition aus.	Trage ein. Lies auf Ringstufe I ab. Wähle die Ringposition aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2141@1=OK:Trage ein|LOCAL_ACTION:P912-E2141@1:OK] [LOCAL_COMPONENT:P912-E2141@2=CH:Lies ab|LOCAL_ACTION:P912-E2141@2:CH] [LOCAL_COMPONENT:P912-E2141@3=E:auf Ringstufe I|LOCAL_ACTION:P912-E2141@2:CH] [LOCAL_COMPONENT:P912-E2141@4=Y:Ringposition|LOCAL_ACTION:P912-E2141@5:S] [LOCAL_COMPONENT:P912-E2141@5=S:Wähle aus|LOCAL_ACTION:P912-E2141@5:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
33	P912-E2143	f69v	CELESTIAL	f69v.31	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	alys	3	1	1	LOCAL_COMPONENT:P912-E2143@2	1	Wähle die Ringposition zur Zielposition aus.	Wähle die Ringposition zur Zielposition aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2143@1=AL:zur Zielposition|LOCAL_ACTION:P912-E2143@3:S] [LOCAL_COMPONENT:P912-E2143@2=Y:Ringposition|LOCAL_ACTION:P912-E2143@3:S] [LOCAL_COMPONENT:P912-E2143@3=S:Wähle aus|LOCAL_ACTION:P912-E2143@3:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
34	P912-E2145	f70v	CELESTIAL	f70v1.1	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	oteoshey	6	1	1	LOCAL_COMPONENT:P912-E2145@6	2	Beginne danach den nächsten Arbeitsgang. Halte die Ringposition in Eintragsform und auf Ringstufe I fest.	Beginne danach den nächsten Arbeitsgang. Halte die Ringposition in Eintragsform und auf Ringstufe I fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2145@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2145@1:OT] [LOCAL_COMPONENT:P912-E2145@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@3=O:in Eintragsform|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@4=SH:Halte die Position fest|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@6=Y:Ringposition|LOCAL_ACTION:P912-E2145@4:SH]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
35	P912-E2154	f70v	CELESTIAL	f70v1.1	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	cheey	3	1	1	LOCAL_COMPONENT:P912-E2154@3	1	Halte die Ringposition auf Ringstufe II fest.	Halte die Ringposition auf Ringstufe II fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2154@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2154@1:SH] [LOCAL_COMPONENT:P912-E2154@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2154@1:SH] [LOCAL_COMPONENT:P912-E2154@3=Y:Ringposition|LOCAL_ACTION:P912-E2154@1:SH]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
36	P912-E2193	f70v	CELESTIAL	f70v1.9	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	okolshy	4	1	1	LOCAL_COMPONENT:P912-E2193@4	3	Trage ein. Fahre im selben Arbeitsgang fort. Halte die Ringposition fest.	Trage ein. Fahre im selben Arbeitsgang fort. Halte die Ringposition fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2193@1=OK:Trage ein|LOCAL_ACTION:P912-E2193@1:OK] [LOCAL_COMPONENT:P912-E2193@2=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E2193@2:OL] [LOCAL_COMPONENT:P912-E2193@3=SH:Halte die Position fest|LOCAL_ACTION:P912-E2193@3:SH] [LOCAL_COMPONENT:P912-E2193@4=Y:Ringposition|LOCAL_ACTION:P912-E2193@3:SH]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
37	P912-E2204	f70v	CELESTIAL	f70v1.12	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	saiin	2	1	1	LOCAL_COMPONENT:P912-E2204@2	1	Wähle den Positionswert aus.	Wähle den Positionswert aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2204@1=S:Wähle aus|LOCAL_ACTION:P912-E2204@1:S] [LOCAL_COMPONENT:P912-E2204@2=AIIN:Positionswert|LOCAL_ACTION:P912-E2204@1:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
38	P912-E2214	f70v	CELESTIAL	f70v1.12	NOT_APPLICABLE	Widderrad mit Stern tragenden Figuren	opotey	6	1	1	LOCAL_COMPONENT:P912-E2214@6	2	Setze in Eintragsform ein. Stelle die Ringposition auf Ringstufe I ein.	Setze in Eintragsform ein. Stelle die Ringposition auf Ringstufe I ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2214@1=O:in Eintragsform|LOCAL_ACTION:P912-E2214@2:P] [LOCAL_COMPONENT:P912-E2214@2=P:Setze ein|LOCAL_ACTION:P912-E2214@2:P] [LOCAL_COMPONENT:P912-E2214@3=O:in Eintragsform|LOCAL_ACTION:P912-E2214@2:P] [LOCAL_COMPONENT:P912-E2214@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2214@4:T] [LOCAL_COMPONENT:P912-E2214@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2214@4:T] [LOCAL_COMPONENT:P912-E2214@6=Y:Ringposition|LOCAL_ACTION:P912-E2214@4:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
39	P912-E2234	f70v	CELESTIAL	f70v2.1	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	tchy	2	1	1	LOCAL_COMPONENT:P912-E2234@2	1	Stelle die Ringposition ein.	Stelle die Ringposition ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2234@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2234@1:T] [LOCAL_COMPONENT:P912-E2234@2=Y:Ringposition|LOCAL_ACTION:P912-E2234@1:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
40	P912-E2236	f70v	CELESTIAL	f70v2.1	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	oteotey	6	1	1	LOCAL_COMPONENT:P912-E2236@6	2	Beginne danach den nächsten Arbeitsgang. Stelle die Ringposition in Eintragsform und auf Ringstufe I ein.	Beginne danach den nächsten Arbeitsgang. Stelle die Ringposition in Eintragsform und auf Ringstufe I ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2236@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2236@1:OT] [LOCAL_COMPONENT:P912-E2236@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@3=O:in Eintragsform|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2236@4:T] [LOCAL_COMPONENT:P912-E2236@6=Y:Ringposition|LOCAL_ACTION:P912-E2236@4:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
41	P912-E2237	f70v	CELESTIAL	f70v2.1	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	shey	3	1	1	LOCAL_COMPONENT:P912-E2237@3	1	Halte die Ringposition auf Ringstufe I fest.	Halte die Ringposition auf Ringstufe I fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2237@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2237@1:SH] [LOCAL_COMPONENT:P912-E2237@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2237@1:SH] [LOCAL_COMPONENT:P912-E2237@3=Y:Ringposition|LOCAL_ACTION:P912-E2237@1:SH]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
42	P912-E2240	f70v	CELESTIAL	f70v2.1	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	dateey	4	1	1	LOCAL_COMPONENT:P912-E2240@4	1	Stelle die Ringposition im zweiten Durchgang und auf Ringstufe II ein.	Stelle die Ringposition im zweiten Durchgang und auf Ringstufe II ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2240@1=DA:im zweiten Durchgang|LOCAL_ACTION:P912-E2240@2:T] [LOCAL_COMPONENT:P912-E2240@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2240@2:T] [LOCAL_COMPONENT:P912-E2240@3=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2240@2:T] [LOCAL_COMPONENT:P912-E2240@4=Y:Ringposition|LOCAL_ACTION:P912-E2240@2:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
43	P912-E2246	f70v	CELESTIAL	f70v2.1	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	yteos	5	1	1	LOCAL_COMPONENT:P912-E2246@1	1	Stelle die Ringposition in Eintragsform, auf Ringstufe I und an der seitlichen Ringstelle ein.	Stelle die Ringposition in Eintragsform, auf Ringstufe I und an der seitlichen Ringstelle ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2246@1=Y:Ringposition|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@3=E:auf Ringstufe I|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@4=O:in Eintragsform|LOCAL_ACTION:P912-E2246@2:T] [LOCAL_COMPONENT:P912-E2246@5=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2246@2:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
44	P912-E2248	f70v	CELESTIAL	f70v2.1	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	sheodaly	5	1	1	LOCAL_COMPONENT:P912-E2248@5	1	Halte die Ringposition in Eintragsform, auf Ringstufe I und zur Zielposition fest.	Halte die Ringposition in Eintragsform, auf Ringstufe I und zur Zielposition fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2248@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@3=O:in Eintragsform|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@4=AL:zur Zielposition|LOCAL_ACTION:P912-E2248@1:SH] [LOCAL_COMPONENT:P912-E2248@5=Y:Ringposition|LOCAL_ACTION:P912-E2248@1:SH]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
45	P912-E2268	f70v	CELESTIAL	f70v2.1	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	todaiin	3	1	1	LOCAL_COMPONENT:P912-E2268@3	1	Stelle den Positionswert in Eintragsform ein.	Stelle den Positionswert in Eintragsform ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2268@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2268@1:T] [LOCAL_COMPONENT:P912-E2268@2=O:in Eintragsform|LOCAL_ACTION:P912-E2268@1:T] [LOCAL_COMPONENT:P912-E2268@3=AIIN:Positionswert|LOCAL_ACTION:P912-E2268@1:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
46	P912-E2300	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	chedaiin	2	1	1	LOCAL_COMPONENT:P912-E2300@2	1	Berechne den Positionswert.	Berechne den Positionswert.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2300@1=CHD:Berechne|LOCAL_ACTION:P912-E2300@1:CHD] [LOCAL_COMPONENT:P912-E2300@2=AIIN:Positionswert|LOCAL_ACTION:P912-E2300@1:CHD]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
47	P912-E2303	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	shchey	2	1	1	LOCAL_COMPONENT:P912-E2303@2	1	Halte die Ringposition fest.	Halte die Ringposition fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2303@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2303@1:SH] [LOCAL_COMPONENT:P912-E2303@2=Y:Ringposition|LOCAL_ACTION:P912-E2303@1:SH]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
48	P912-E2308	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	chedy	2	1	1	LOCAL_COMPONENT:P912-E2308@2	1	Berechne die Ringposition.	Berechne die Ringposition.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2308@1=CHD:Berechne|LOCAL_ACTION:P912-E2308@1:CHD] [LOCAL_COMPONENT:P912-E2308@2=Y:Ringposition|LOCAL_ACTION:P912-E2308@1:CHD]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
49	P912-E2309	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	oteotey	6	1	1	LOCAL_COMPONENT:P912-E2309@6	2	Beginne danach den nächsten Arbeitsgang. Stelle die Ringposition in Eintragsform und auf Ringstufe I ein.	Beginne danach den nächsten Arbeitsgang. Stelle die Ringposition in Eintragsform und auf Ringstufe I ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2309@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2309@1:OT] [LOCAL_COMPONENT:P912-E2309@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@3=O:in Eintragsform|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2309@4:T] [LOCAL_COMPONENT:P912-E2309@6=Y:Ringposition|LOCAL_ACTION:P912-E2309@4:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
50	P912-E2316	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	teey	3	1	1	LOCAL_COMPONENT:P912-E2316@3	1	Stelle die Ringposition auf Ringstufe II ein.	Stelle die Ringposition auf Ringstufe II ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2316@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2316@1:T] [LOCAL_COMPONENT:P912-E2316@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2316@1:T] [LOCAL_COMPONENT:P912-E2316@3=Y:Ringposition|LOCAL_ACTION:P912-E2316@1:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
51	P912-E2318	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	cheoltey	6	1	1	LOCAL_COMPONENT:P912-E2318@6	3	Lies auf Ringstufe I ab. Fahre im selben Arbeitsgang fort. Stelle die Ringposition auf Ringstufe I ein.	Lies auf Ringstufe I ab. Fahre im selben Arbeitsgang fort. Stelle die Ringposition auf Ringstufe I ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2318@1=CH:Lies ab|LOCAL_ACTION:P912-E2318@1:CH] [LOCAL_COMPONENT:P912-E2318@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2318@1:CH] [LOCAL_COMPONENT:P912-E2318@3=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E2318@3:OL] [LOCAL_COMPONENT:P912-E2318@4=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2318@4:T] [LOCAL_COMPONENT:P912-E2318@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2318@4:T] [LOCAL_COMPONENT:P912-E2318@6=Y:Ringposition|LOCAL_ACTION:P912-E2318@4:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
52	P912-E2320	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	sheeteey	5	1	1	LOCAL_COMPONENT:P912-E2320@5	2	Halte die Position auf Ringstufe II fest. Stelle die Ringposition auf Ringstufe II ein.	Halte die Position auf Ringstufe II fest. Stelle die Ringposition auf Ringstufe II ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2320@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2320@1:SH] [LOCAL_COMPONENT:P912-E2320@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2320@1:SH] [LOCAL_COMPONENT:P912-E2320@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2320@3:T] [LOCAL_COMPONENT:P912-E2320@4=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2320@3:T] [LOCAL_COMPONENT:P912-E2320@5=Y:Ringposition|LOCAL_ACTION:P912-E2320@3:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
53	P912-E2323	f70v	CELESTIAL	f70v2.21	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	shey	3	1	1	LOCAL_COMPONENT:P912-E2323@3	1	Halte die Ringposition auf Ringstufe I fest.	Halte die Ringposition auf Ringstufe I fest.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2323@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2323@1:SH] [LOCAL_COMPONENT:P912-E2323@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2323@1:SH] [LOCAL_COMPONENT:P912-E2323@3=Y:Ringposition|LOCAL_ACTION:P912-E2323@1:SH]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
54	P912-E2354	f70v	CELESTIAL	f70v2.32	NOT_APPLICABLE	Fischrad mit Stern tragenden Figuren	teodaiin	4	1	1	LOCAL_COMPONENT:P912-E2354@4	1	Stelle den Positionswert in Eintragsform und auf Ringstufe I ein.	Stelle den Positionswert in Eintragsform und auf Ringstufe I ein.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E2354@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2354@1:T] [LOCAL_COMPONENT:P912-E2354@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2354@1:T] [LOCAL_COMPONENT:P912-E2354@3=O:in Eintragsform|LOCAL_ACTION:P912-E2354@1:T] [LOCAL_COMPONENT:P912-E2354@4=AIIN:Positionswert|LOCAL_ACTION:P912-E2354@1:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
55	P1008-E0140	f72r	CELESTIAL	f72r1.10	G475-R025	lokale Kennung für Tierkreis-Ringgruppe A	ys	2	1	1	LOCAL_COMPONENT:P1008-E0140@1	1	Wähle die Ringposition aus.	Wähle die Ringposition aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P1008-E0140@1=Y:Ringposition|LOCAL_ACTION:P1008-E0140@2:S] [LOCAL_COMPONENT:P1008-E0140@2=S:Wähle aus|LOCAL_ACTION:P1008-E0140@2:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
56	P912-E0854	f75r	BIOLOGICAL	f75r.50	NOT_APPLICABLE	Diesen Platz auswählen, markieren und wieder als laufenden Platz setzen.	ychty	4	1	1	LOCAL_COMPONENT:P912-E0854@4	2	Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz.	Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E0854@1=Y:Stationsansatz|LOCAL_ACTION:P912-E0854@2:CH] [LOCAL_COMPONENT:P912-E0854@2=CH:Entnimm oder lass ab|LOCAL_ACTION:P912-E0854@2:CH] [LOCAL_COMPONENT:P912-E0854@3=T:Reguliere die Station|LOCAL_ACTION:P912-E0854@3:T] [LOCAL_COMPONENT:P912-E0854@4=Y:Stationsansatz|LOCAL_ACTION:P912-E0854@3:T]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
57	P912-E0855	f75r	BIOLOGICAL	f75r.51	NOT_APPLICABLE	Eine Einheit auswählen und ihren örtlichen Gang aufrufen.	saino	3	1	1	LOCAL_COMPONENT:P912-E0855@2	1	Wähle die Anwendungsportion in Anwendungsform aus.	Wähle die Anwendungsportion in Anwendungsform aus.	NOT_APPLICABLE	NO	[LOCAL_COMPONENT:P912-E0855@1=S:Wähle aus|LOCAL_ACTION:P912-E0855@1:S] [LOCAL_COMPONENT:P912-E0855@2=AIN:Anwendungsportion|LOCAL_ACTION:P912-E0855@1:S] [LOCAL_COMPONENT:P912-E0855@3=O:in Anwendungsform|LOCAL_ACTION:P912-E0855@1:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
58	P912-E1398	f82r	BIOLOGICAL	f82r.40	NOT_APPLICABLE	mehrere lokale Bad- und Leitungsstationen	sororl	4	2	1	LOCAL_COMPONENT:P912-E1398@2|LOCAL_COMPONENT:P912-E1398@3	1	Leite die Becken- oder Körpereinheit über den Stationskontakt oder die Leitung um.	Leite den Beckeninhalt über den Stationskontakt oder die Leitung um.	NOT_APPLICABLE	YES	[LOCAL_COMPONENT:P912-E1398@1=S:Leite um|LOCAL_ACTION:P912-E1398@1:S] [LOCAL_COMPONENT:P912-E1398@2=OR:Beckeninhalt|LOCAL_ACTION:P912-E1398@1:S] [LOCAL_COMPONENT:P912-E1398@3=OR:Beckeninhalt|LOCAL_ACTION:P912-E1398@1:S] [LOCAL_COMPONENT:P912-E1398@4=L:über den Stationskontakt oder die Leitung|LOCAL_ACTION:P912-E1398@1:S]	FIXED_LOCAL_CARD_OWNER_RECORD_AND_HOSTS__NAME_AND_CARRIER_SLOTS_DISTINCT
