assignment_ordinal	carrier_slot_id	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	carrier_root	portable_carrier_core	primary_governor_key	action_root	gdt584_rule_id	carrier_root_signature	same_root_written_slot_count	gdt582_default_de	gdt584_base_lemma_de	gdt587_context_family	gdt587_lemma_de	gdt587_object_form_de	gdt587_genitive_form_de	gdt587_disposition	gdt587_rationale	gdt587_packet_rule_id	circularity_note	guard
260	RUNNING:G407-E1015@4	RUNNING:G407-E1015@2	RUNNING_ATOM	G407-E1015	G407-S051	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	yshey	4	Y	POSTEN	ACTION:G407-E1015@2:SH	SH	SH_CELESTIAL_FIX	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
261	RUNNING:G407-E1021@1	RUNNING:G407-E1020@3	RUNNING_ATOM	G407-E1021	G407-S051	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	1	AIIN	WERT	ACTION:G407-E1020@3:S	S	S_CELESTIAL_SELECT	AIIN	1	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
262	RUNNING:G407-E1029@4	RUNNING:G407-E1029@2	RUNNING_ATOM	G407-E1029	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chteey	4	Y	POSTEN	ACTION:G407-E1029@2:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
263	RUNNING:G407-E1035@6	RUNNING:G407-E1035@4	RUNNING_ATOM	G407-E1035	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	6	Y	POSTEN	ACTION:G407-E1035@4:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
264	RUNNING:G407-E1040@3	RUNNING:G407-E1040@1	RUNNING_ATOM	G407-E1040	G407-S053	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheey	3	Y	POSTEN	ACTION:G407-E1040@1:SH	SH	SH_CELESTIAL_FIX	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
265	RUNNING:G407-E1041@5	RUNNING:G407-E1041@3	RUNNING_ATOM	G407-E1041	G407-S053	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheeteey	5	Y	POSTEN	ACTION:G407-E1041@3:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
266	RUNNING:G407-E1042@1	RUNNING:G407-E1042@2	RUNNING_ATOM	G407-E1042	G407-S053	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	1	Y	POSTEN	ACTION:G407-E1042@2:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
267	RUNNING:G407-E1047@3	RUNNING:G407-E1047@1	RUNNING_ATOM	G407-E1047	G407-S054	f68r1	CELESTIAL	mehrteilige Sternstellentafel	shey	3	Y	POSTEN	ACTION:G407-E1047@1:SH	SH	SH_CELESTIAL_FIX	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
268	RUNNING:G407-E1063@4	RUNNING:G407-E1063@2	RUNNING_ATOM	G407-E1063	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	ateey	4	Y	POSTEN	ACTION:G407-E1063@2:T	T	T_CELESTIAL_SET	Y+AIIN	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	CELESTIAL_POSITION_SEGMENT_VALUE	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
269	RUNNING:G407-E1064@1	RUNNING:G407-E1063@2	RUNNING_ATOM	G407-E1064	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	daiin	1	AIIN	WERT	ACTION:G407-E1063@2:T	T	T_CELESTIAL_SET	Y+AIIN	1	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	CELESTIAL_POSITION_SEGMENT_VALUE	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
270	RUNNING:G407-E1069@3	RUNNING:G407-E1069@1	RUNNING_ATOM	G407-E1069	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	teey	3	Y	POSTEN	ACTION:G407-E1069@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
271	RUNNING:G407-E1070@1	RUNNING:G407-E1069@1	RUNNING_ATOM	G407-E1070	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	dy	1	Y	POSTEN	ACTION:G407-E1069@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
272	RUNNING:G407-E1089@3	RUNNING:G407-E1089@1	RUNNING_ATOM	G407-E1089	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	teeey	3	Y	POSTEN	ACTION:G407-E1089@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
273	RUNNING:G407-E1090@3	RUNNING:G407-E1089@1	RUNNING_ATOM	G407-E1090	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteey	3	Y	POSTEN	ACTION:G407-E1089@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
274	RUNNING:G407-E1119@3	RUNNING:G407-E1119@1	RUNNING_ATOM	G407-E1119	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	cheey	3	Y	POSTEN	ACTION:G407-E1119@1:SH	SH	SH_CELESTIAL_FIX	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
275	RUNNING:G407-E1125@3	RUNNING:G407-E1125@1	RUNNING_ATOM	G407-E1125	G407-S058	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	sheeor	3	OR	EINHEIT	ACTION:G407-E1125@1:SH	SH	SH_CELESTIAL_FIX	OR	1	Sektoreinheit	Sektoreinheit	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	ACTION_NARROWED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
276	RUNNING:G407-E1128@2	RUNNING:G407-E1127@4	RUNNING_ATOM	G407-E1128	G407-S059	f71v	CELESTIAL	dritte lokale Ringgruppe	otaiin	2	AIIN	WERT	ACTION:G407-E1127@4:S	S	S_CELESTIAL_SELECT	AIIN	1	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
277	RUNNING:G407-E1138@4	RUNNING:G407-E1138@2	RUNNING_ATOM	G407-E1138	G407-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe A	cthey	4	Y	POSTEN	ACTION:G407-E1138@2:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
278	RUNNING:G407-E1143@3	RUNNING:G407-E1144@1	RUNNING_ATOM	G407-E1143	G407-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe A	oteey	3	Y	POSTEN	ACTION:G407-E1144@1:CHD	CHD	CHD_CELESTIAL_CALCULATE	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
279	RUNNING:G407-E1152@6	RUNNING:G407-E1152@4	RUNNING_ATOM	G407-E1152	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	sheoltey	6	Y	POSTEN	ACTION:G407-E1152@4:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
280	RUNNING:G407-E1158@6	RUNNING:G407-E1158@4	RUNNING_ATOM	G407-E1158	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	okalshey	6	Y	POSTEN	ACTION:G407-E1158@4:SH	SH	SH_CELESTIAL_FIX	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
281	RUNNING:G407-E1160@2	RUNNING:G407-E1159@1	RUNNING_ATOM	G407-E1160	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	chalaiin	2	AIIN	WERT	ACTION:G407-E1159@1:SH	SH	SH_CELESTIAL_FIX	AIIN	1	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
282	RUNNING:G407-E1165@1	RUNNING:G407-E1163@3	RUNNING_ATOM	G407-E1165	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	aiin	1	AIIN	WERT	ACTION:G407-E1163@3:S	S	S_CELESTIAL_SELECT	AIIN	1	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
283	RUNNING:G407-E1180@3	RUNNING:G407-E1180@1	RUNNING_ATOM	G407-E1180	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	ytey	3	Y	POSTEN	ACTION:G407-E1180@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
284	RUNNING:G407-E1181@3	RUNNING:G407-E1180@1	RUNNING_ATOM	G407-E1181	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	otey	3	Y	POSTEN	ACTION:G407-E1180@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
285	RUNNING:G407-E1182@5	RUNNING:G407-E1182@3	RUNNING_ATOM	G407-E1182	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	shetey	5	Y	POSTEN	ACTION:G407-E1182@3:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
286	RUNNING:G407-E1186@4	RUNNING:G407-E1186@1	RUNNING_ATOM	G407-E1186	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	sheolaiin	4	AIIN	WERT	ACTION:G407-E1186@1:SH	SH	SH_CELESTIAL_FIX	AIIN	2	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
287	RUNNING:G407-E1187@2	RUNNING:G407-E1186@1	RUNNING_ATOM	G407-E1187	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	otaiin	2	AIIN	WERT	ACTION:G407-E1186@1:SH	SH	SH_CELESTIAL_FIX	AIIN	2	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
288	RUNNING:G407-E1188@5	RUNNING:G407-E1188@3	RUNNING_ATOM	G407-E1188	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	chetey	5	Y	POSTEN	ACTION:G407-E1188@3:T	T	T_CELESTIAL_SET	Y+OR	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	CELESTIAL_POSITION_SEGMENT_VALUE	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
289	RUNNING:G407-E1189@3	RUNNING:G407-E1188@3	RUNNING_ATOM	G407-E1189	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	cheolor	3	OR	EINHEIT	ACTION:G407-E1188@3:T	T	T_CELESTIAL_SET	Y+OR	1	Sektoreinheit	Sektoreinheit	CELESTIAL_RING_ENTRY	Ringsegment	das Ringsegment	des Ringsegments	ACTION_NARROWED	ring actions distinguish position, value, share, and segment	CELESTIAL_POSITION_SEGMENT_VALUE	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
290	RUNNING:G407-E1207@3	RUNNING:G407-E1206@4	RUNNING_ATOM	G407-E1207	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	aroly	3	Y	POSTEN	ACTION:G407-E1206@4:S	S	S_CELESTIAL_SELECT	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
291	RUNNING:G407-E1209@2	RUNNING:G407-E1208@3	RUNNING_ATOM	G407-E1209	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	alaiin	2	AIIN	WERT	ACTION:G407-E1208@3:S	S	S_CELESTIAL_SELECT	AIIN	1	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
292	RUNNING:G407-E1230@3	RUNNING:G407-E1230@1	RUNNING_ATOM	G407-E1230	G407-S067	f72r	CELESTIAL	Tierkreis-Ringgruppe D	tey	3	Y	POSTEN	ACTION:G407-E1230@1:T	T	T_CELESTIAL_SET	Y	1	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
293	RUNNING:G407-E1257@2	RUNNING:G407-E1257@1	RUNNING_ATOM	G407-E1257	G407-S067	f72r	CELESTIAL	Tierkreis-Ringgruppe D	saiin	2	AIIN	WERT	ACTION:G407-E1257@1:S	S	S_CELESTIAL_SELECT	AIIN	1	Positionswert	Positionswert	CELESTIAL_RING_ENTRY	Positionswert	den Positionswert	des Positionswerts	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
294	RUNNING:G407-E1260@3	RUNNING:G407-E1261@1	RUNNING_ATOM	G407-E1260	G407-S068	f72r	CELESTIAL	Tierkreis-Ringgruppe E	oteey	3	Y	POSTEN	ACTION:G407-E1261@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
295	RUNNING:G407-E1261@3	RUNNING:G407-E1261@1	RUNNING_ATOM	G407-E1261	G407-S068	f72r	CELESTIAL	Tierkreis-Ringgruppe E	tey	3	Y	POSTEN	ACTION:G407-E1261@1:T	T	T_CELESTIAL_SET	Y	2	Ringposition	Ringposition	CELESTIAL_RING_ENTRY	Ringposition	die Ringposition	der Ringposition	BASE_RETAINED	ring actions distinguish position, value, share, and segment	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
