cell_ordinal	register	gdt584_rule_id	carrier_root	portable_carrier_core	written_slot_count	exact_action_host_count	statement_or_record_count	layer_profile	carrier_root_signatures	selected_context_families	selected_lemmas_de	selected_object_forms_de	dispositions	example_carrier_slot_ids	guard
54	HERBAL	SH_CH_BRIDGE_HOLD	OR	EINHEIT	2	1	1	RUNNING_ATOM	Y+OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	ACTION_NARROWED	RUNNING:G407-E0298@5|RUNNING:G407-E0300@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
55	HERBAL	SH_HP_EXTRACT_STEEP	Y	POSTEN	4	4	4	RUNNING_ATOM	Y+AIIN|Y+AIIN+AIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0310@2|RUNNING:G407-E0318@3|RUNNING:G407-E4451@1|RUNNING:G515-E0128@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
56	HERBAL	SH_HP_EXTRACT_STEEP	AIIN	WERT	10	10	9	RUNNING_ATOM	Y+AIIN|AIIN|AIIN+OR|Y+AIIN+AIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	BASE_RETAINED	RUNNING:G407-E0310@3|RUNNING:G407-E0319@1|RUNNING:G407-E0389@2|RUNNING:G407-E0566@2|RUNNING:G407-E0597@2|RUNNING:G407-E4405@3|RUNNING:G407-E4450@2|RUNNING:G515-E0096@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
57	HERBAL	SH_HP_EXTRACT_STEEP	AIN	ANTEIL	1	1	1	RUNNING_ATOM	Y+AIIN+AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	BASE_RETAINED	RUNNING:G407-E4449@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
58	HERBAL	SH_HP_EXTRACT_STEEP	OR	EINHEIT	2	2	2	RUNNING_ATOM	AIIN+OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	ACTION_NARROWED	RUNNING:G407-E4406@2|RUNNING:G515-E0095@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
59	HERBAL	SH_HP_SETTLE_BEFORE_STRAIN	Y	POSTEN	1	1	1	RUNNING_ATOM	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E4562@5	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
60	HERBAL	SH_HP_SETTLE_BEFORE_STRAIN	OR	EINHEIT	1	1	1	RUNNING_ATOM	OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	ACTION_NARROWED	RUNNING:G407-E0582@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
61	HERBAL	SH_HP_SOAK	Y	POSTEN	20	19	18	RUNNING_ATOM	Y|Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0312@3|RUNNING:G407-E0401@1|RUNNING:G407-E0434@3|RUNNING:G407-E0684@1|RUNNING:G407-E4463@3|RUNNING:G407-E4484@5|RUNNING:G407-E4493@6|RUNNING:G407-E4495@4	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
62	HERBAL	SH_HP_SOAK	AIN	ANTEIL	1	1	1	RUNNING_ATOM	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	BASE_RETAINED	RUNNING:G407-E4573@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
63	HERBAL	SH_HP_SOAK	OR	EINHEIT	2	2	2	RUNNING_ATOM	Y+OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	ACTION_NARROWED	RUNNING:G407-E0400@2|RUNNING:G515-E0058@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
64	HERBAL	SH_HP_UNIT_HOLD	OR	EINHEIT	1	1	1	RUNNING_ATOM	OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	ACTION_NARROWED	RUNNING:G407-E0565@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
65	HERBAL	SH_REST_HOLD	Y	POSTEN	9	8	8	RUNNING_ATOM	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0369@1|RUNNING:G407-E0568@4|RUNNING:G407-E4461@5|RUNNING:G407-E4505@3|RUNNING:G515-E0037@2|RUNNING:G515-E0055@2|RUNNING:G515-E0092@4|RUNNING:G515-E0093@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
66	HERBAL	SH_REST_HOLD	AIN	ANTEIL	2	2	2	RUNNING_ATOM	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	BASE_RETAINED	RUNNING:G515-E0025@2|RUNNING:G515-E0124@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
67	HERBAL	SH_REST_HOLD	OR	EINHEIT	13	13	11	RUNNING_ATOM	OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	ACTION_NARROWED	RUNNING:G407-E0216@2|RUNNING:G407-E0286@2|RUNNING:G407-E0340@2|RUNNING:G407-E0341@2|RUNNING:G407-E0366@4|RUNNING:G407-E0481@2|RUNNING:G407-E0552@2|RUNNING:G407-E4469@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
68	HERBAL	S_HP_SEPARATE	Y	POSTEN	10	9	8	RUNNING_ATOM	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0353@1|RUNNING:G407-E0385@1|RUNNING:G407-E0387@1|RUNNING:G407-E0440@3|RUNNING:G407-E0502@3|RUNNING:G407-E0616@1|RUNNING:G407-E0800@1|RUNNING:G407-E0801@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
69	HERBAL	S_HP_SIEVE	Y	POSTEN	3	3	3	RUNNING_ATOM	Y+OR|Y+AIN|Y+AIN+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0464@1|RUNNING:G407-E0511@1|RUNNING:G407-E0653@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
70	HERBAL	S_HP_SIEVE	AIN	ANTEIL	5	5	5	RUNNING_ATOM	AIN|Y+AIN|Y+AIN+OR	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	BASE_RETAINED	RUNNING:G407-E0296@3|RUNNING:G407-E0510@2|RUNNING:G407-E0652@2|RUNNING:G407-E4458@2|RUNNING:G407-E4544@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
71	HERBAL	S_HP_SIEVE	OR	EINHEIT	3	3	3	RUNNING_ATOM	OR|Y+OR|Y+AIN+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	ACTION_NARROWED	RUNNING:G407-E0244@2|RUNNING:G407-E0463@1|RUNNING:G407-E0655@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
72	HERBAL	S_HP_STAGE_SEPARATE	OR	EINHEIT	1	1	1	RUNNING_ATOM	OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	ACTION_NARROWED	RUNNING:G515-E0244@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
73	HERBAL	S_HP_STRAIN	Y	POSTEN	2	2	2	RUNNING_ATOM	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0362@2|RUNNING:G515-E0176@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
74	HERBAL	S_HP_STRAIN	AIIN	WERT	18	17	13	RUNNING_ATOM	Y+AIIN|AIIN|AIIN+OR	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	BASE_RETAINED	RUNNING:G407-E0361@1|RUNNING:G407-E0586@3|RUNNING:G407-E0638@2|RUNNING:G407-E0709@1|RUNNING:G407-E0769@1|RUNNING:G407-E0794@1|RUNNING:G407-E0795@1|RUNNING:G407-E4440@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
75	HERBAL	S_HP_STRAIN	OR	EINHEIT	3	2	2	RUNNING_ATOM	AIIN+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	ACTION_NARROWED	RUNNING:G407-E0637@3|RUNNING:G407-E0638@1|RUNNING:G407-E4556@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
76	HERBAL	S_HP_STRAIN_AFTER_WET_STEP	AIN	ANTEIL	1	1	1	RUNNING_ATOM	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	BASE_RETAINED	RUNNING:G407-E4407@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
77	HERBAL	T_AFTER_SH_COOL	Y	POSTEN	2	1	1	RUNNING_ATOM	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0314@3|RUNNING:G407-E0314@5	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
78	HERBAL	T_HP_BEFORE_CHD_DRY	Y	POSTEN	1	1	1	RUNNING_ATOM	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E4476@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
79	HERBAL	T_HP_BEFORE_SH_WARM	Y	POSTEN	1	1	1	RUNNING_ATOM	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E4496@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
80	HERBAL	T_HP_BEFORE_SH_WARM	OR	EINHEIT	1	1	1	RUNNING_ATOM	OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	ACTION_NARROWED	RUNNING:G407-E0366@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
81	HERBAL	T_HP_FORM_SET	Y	POSTEN	7	5	5	RUNNING_ATOM	Y|Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0217@6|RUNNING:G407-E0297@1|RUNNING:G407-E0315@7|RUNNING:G407-E0317@1|RUNNING:G407-E0753@5|RUNNING:G515-E0009@1|RUNNING:G515-E0009@4	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
82	HERBAL	T_HP_FORM_SET	OR	EINHEIT	2	2	2	RUNNING_ATOM	OR|Y+OR	HERBAL_SET_UNIT	Arbeitseinheit	die Arbeitseinheit	ACTION_NARROWED	RUNNING:G407-E0224@4|RUNNING:G407-E0316@4	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
83	HERBAL	T_HP_MEASURE_SET	Y	POSTEN	2	1	1	RUNNING_ATOM	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0266@1|RUNNING:G407-E0267@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
84	HERBAL	T_HP_MEASURE_SET	AIIN	WERT	5	5	4	RUNNING_ATOM	AIIN|Y+AIIN	HERBAL_EXTRACT_OR_MEASURE	Auszugsmenge	die Auszugsmenge	ACTION_NARROWED	RUNNING:G407-E0261@3|RUNNING:G407-E0265@2|RUNNING:G407-E0553@3|RUNNING:G407-E4419@5|RUNNING:G407-E4534@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
85	HERBAL	T_HP_MEASURE_SET	OR	EINHEIT	3	3	2	RUNNING_ATOM	OR	HERBAL_SET_UNIT	Arbeitseinheit	die Arbeitseinheit	ACTION_NARROWED	RUNNING:G407-E0295@3|RUNNING:G407-E0528@4|RUNNING:G407-E0547@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
86	HERBAL	T_PHYSICAL_BROAD	Y	POSTEN	79	57	27	RUNNING_ATOM	Y|Y+AIIN|Y+OR|Y+AIIN+OR|Y+AIIN+AIN+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0215@6|RUNNING:G407-E0226@3|RUNNING:G407-E0229@2|RUNNING:G407-E0235@2|RUNNING:G407-E0237@5|RUNNING:G407-E0238@2|RUNNING:G407-E0241@1|RUNNING:G407-E0241@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
87	HERBAL	T_PHYSICAL_BROAD	AIIN	WERT	11	10	8	RUNNING_ATOM	Y+AIIN|Y+AIIN+OR|AIIN|Y+AIIN+AIN+OR	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	BASE_RETAINED	RUNNING:G407-E0236@1|RUNNING:G407-E0272@1|RUNNING:G407-E0303@3|RUNNING:G407-E0304@1|RUNNING:G407-E0593@1|RUNNING:G407-E0772@3|RUNNING:G407-E0788@1|RUNNING:G515-E0029@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
88	HERBAL	T_PHYSICAL_BROAD	AIN	ANTEIL	2	2	2	RUNNING_ATOM	AIN|Y+AIIN+AIN+OR	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	BASE_RETAINED	RUNNING:G407-E0274@1|RUNNING:G407-E0787@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
89	HERBAL	T_PHYSICAL_BROAD	OR	EINHEIT	8	7	7	RUNNING_ATOM	Y+OR|Y+AIIN+OR|Y+AIIN+AIN+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	ACTION_NARROWED	RUNNING:G407-E0240@1|RUNNING:G407-E0306@2|RUNNING:G407-E0327@2|RUNNING:G407-E0428@2|RUNNING:G407-E0596@1|RUNNING:G407-E0785@1|RUNNING:G407-E0787@1|RUNNING:G407-E4413@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
90	HERBAL	T_PHYSICAL_GRADE_TEMPER	Y	POSTEN	10	9	8	RUNNING_ATOM	Y+OR|Y|Y+AIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	ACTION_NARROWED	RUNNING:G407-E0232@3|RUNNING:G407-E0485@4|RUNNING:G407-E0660@2|RUNNING:G407-E0697@1|RUNNING:G407-E0697@4|RUNNING:G407-E4487@3|RUNNING:G515-E0064@4|RUNNING:G515-E0121@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
91	HERBAL	T_PHYSICAL_GRADE_TEMPER	AIN	ANTEIL	1	1	1	RUNNING_ATOM	Y+AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	BASE_RETAINED	RUNNING:G407-E4488@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
92	HERBAL	T_PHYSICAL_GRADE_TEMPER	OR	EINHEIT	1	1	1	RUNNING_ATOM	Y+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	ACTION_NARROWED	RUNNING:G407-E0233@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
93	PHARMA	CHD_HP_MATERIAL_COMMINUTE	Y	POSTEN	2	2	2	RUNNING_ATOM	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E4028@3|RUNNING:G407-E4075@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
94	PHARMA	CHD_HP_WET_EXTRACT_PROCESS	Y	POSTEN	4	1	1	RUNNING_ATOM	Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E4166@4|RUNNING:G407-E4169@1|RUNNING:G407-E4171@1|RUNNING:G407-E4171@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
95	PHARMA	CHD_HP_WET_EXTRACT_PROCESS	AIIN	WERT	1	1	1	RUNNING_ATOM	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	ACTION_NARROWED	RUNNING:G407-E4170@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
96	PHARMA	CHD_HP_WET_TRITURATE	AIN	ANTEIL	1	1	1	RUNNING_ATOM	AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	ACTION_NARROWED	RUNNING:G407-E4207@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
97	PHARMA	SH_HP_EXTRACT_STEEP	Y	POSTEN	4	4	4	RUNNING_ATOM	Y+AIIN+OR|Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E3894@3|RUNNING:G407-E3934@4|RUNNING:G407-E3976@1|RUNNING:G407-E4045@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
98	PHARMA	SH_HP_EXTRACT_STEEP	AIIN	WERT	7	7	6	RUNNING_ATOM	Y+AIIN+OR|Y+AIIN|AIIN|AIIN+OR	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	ACTION_NARROWED	RUNNING:G407-E3896@1|RUNNING:G407-E3935@1|RUNNING:G407-E3975@2|RUNNING:G407-E4036@1|RUNNING:G407-E4038@1|RUNNING:G407-E4044@1|RUNNING:G407-E4238@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
99	PHARMA	SH_HP_EXTRACT_STEEP	OR	EINHEIT	3	3	3	RUNNING_ATOM	Y+AIIN+OR|AIIN+OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	ACTION_NARROWED	RUNNING:G407-E3895@1|RUNNING:G407-E3975@1|RUNNING:G407-E4237@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
100	PHARMA	SH_HP_SETTLE_BEFORE_STRAIN	Y	POSTEN	1	1	1	RUNNING_ATOM	Y+OR	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E4089@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
101	PHARMA	SH_HP_SETTLE_BEFORE_STRAIN	OR	EINHEIT	1	1	1	RUNNING_ATOM	Y+OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	ACTION_NARROWED	RUNNING:G407-E4089@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
102	PHARMA	SH_HP_SOAK	Y	POSTEN	15	15	9	RUNNING_ATOM	Y+OR|Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E3796@6|RUNNING:G407-E3870@7|RUNNING:G407-E3872@3|RUNNING:G407-E3978@5|RUNNING:G407-E4067@3|RUNNING:G407-E4117@3|RUNNING:G407-E4145@4|RUNNING:G407-E4148@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
103	PHARMA	SH_HP_SOAK	OR	EINHEIT	1	1	1	RUNNING_ATOM	Y+OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	ACTION_NARROWED	RUNNING:G407-E3796@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
104	PHARMA	SH_HP_UNIT_HOLD	OR	EINHEIT	4	4	4	RUNNING_ATOM	OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	ACTION_NARROWED	RUNNING:G407-E3800@3|RUNNING:G407-E4042@3|RUNNING:G407-E4050@3|RUNNING:G407-E4236@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
105	PHARMA	SH_REST_HOLD	Y	POSTEN	4	3	3	RUNNING_ATOM	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E3876@1|RUNNING:G407-E3876@2|RUNNING:G407-E4293@2|RUNNING:G407-E4300@4	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
106	PHARMA	SH_REST_HOLD	OR	EINHEIT	2	2	1	RUNNING_ATOM	OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	ACTION_NARROWED	RUNNING:G407-E3938@3|RUNNING:G407-E3939@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
107	PHARMA	S_HP_SEPARATE	Y	POSTEN	7	6	5	RUNNING_ATOM|LOCAL_COMPONENT	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E3849@5|RUNNING:G407-E3861@1|RUNNING:G407-E3907@3|RUNNING:G407-E4129@3|RUNNING:G407-E4130@3|RUNNING:G407-E4208@5|LOCAL_COMPONENT:P1008-E1298@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
108	PHARMA	S_HP_SIEVE	Y	POSTEN	2	2	1	LOCAL_COMPONENT	Y+OR|Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	LOCAL_COMPONENT:P912-E2419@4|LOCAL_COMPONENT:P912-E2460@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
109	PHARMA	S_HP_SIEVE	AIN	ANTEIL	1	1	1	RUNNING_ATOM	AIN+OR	PHARMA_PORTION	Zutatenportion	die Zutatenportion	ACTION_NARROWED	RUNNING:G407-E3816@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
110	PHARMA	S_HP_SIEVE	OR	EINHEIT	4	3	3	RUNNING_ATOM|LOCAL_COMPONENT	AIN+OR|OR|Y+OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	ACTION_NARROWED	RUNNING:G407-E3817@1|RUNNING:G407-E3934@2|LOCAL_COMPONENT:P912-E2419@2|LOCAL_COMPONENT:P912-E2419@3	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
111	PHARMA	S_HP_SIEVE_DIRECT_PORTION	AIIN	WERT	1	1	1	RUNNING_ATOM	AIIN+AIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	ACTION_NARROWED	RUNNING:G407-E4227@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
112	PHARMA	S_HP_SIEVE_DIRECT_PORTION	AIN	ANTEIL	1	1	1	RUNNING_ATOM	AIIN+AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	ACTION_NARROWED	RUNNING:G407-E4226@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
113	PHARMA	S_HP_STRAIN	Y	POSTEN	3	2	2	RUNNING_ATOM	Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E4126@1|RUNNING:G407-E4128@1|RUNNING:G407-E4383@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
114	PHARMA	S_HP_STRAIN	AIIN	WERT	18	16	11	RUNNING_ATOM	AIIN|Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	ACTION_NARROWED	RUNNING:G407-E3813@1|RUNNING:G407-E3829@2|RUNNING:G407-E3863@1|RUNNING:G407-E3937@4|RUNNING:G407-E3960@1|RUNNING:G407-E4057@2|RUNNING:G407-E4092@1|RUNNING:G407-E4112@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
115	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	AIN	ANTEIL	1	1	1	RUNNING_ATOM	AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	ACTION_NARROWED	RUNNING:G407-E4070@2	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
116	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	OR	EINHEIT	1	1	1	RUNNING_ATOM	OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	ACTION_NARROWED	RUNNING:G407-E3904@1	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
117	PHARMA	T_AFTER_SH_COOL	Y	POSTEN	1	1	1	RUNNING_ATOM	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	ACTION_NARROWED	RUNNING:G407-E4163@5	OBSERVED_REGISTER_RULE_ROOT_CELL_ONLY__NO_UNOBSERVED_MATRIX_COMPLETION
