role_ordinal	surface	final_working_recipe	event_count	physical_pages	event_ids	content_roles	observed_domain	corrected_lock_scope	gdt538_old_lock_scope	scope_changed_from_gdt538	canonical_workshop_phrase_de	controlled_order_reading_de	role_collision_count	guard
70	ld	L+D_ADDR	1	f66r	G515-E0507	COORDINATE_OR_CATALOGUE_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Über die Verbindung; hier.	Verbindung → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
71	lkeol	L+K+E+OL	1	f66r	G515-E0585	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Über die Verbindung; geben; auf Grad I; fortsetzen.	Verbindung → geben → [Grad I] → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
72	lodaiin	L+O+D_ADDR+AIIN	1	f66r	G515-E0570	COORDINATE_OR_CATALOGUE_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Über die Verbindung; zur Ausführung; hier; Wert.	Verbindung → [Ausführung] → [hier: D-Adresse] → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
73	lpchees	L+P+CH+EE+S	1	f66r	G515-E0534	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Über die Verbindung; einsetzen, nehmen und wählen; auf Grad II.	Verbindung → einsetzen → nehmen → [Grad II] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
74	lsheody	L+SH+E+O+D_ADDR+Y	1	f66r	G515-E0527	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Über die Verbindung; den Posten halten; auf Grad I; zur Ausführung; hier.	Verbindung → halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
75	ltsholy	L+T+SH+OL+Y	1	f66r	G515-E0539	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	Verbindung → einstellen → halten → fortsetzen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
76	ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	1	f66r	G515-E0422	COORDINATE_OR_CATALOGUE_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Zur Ausführung; hier; vom Ausgang; hier.	[Ausführung] → [hier: f-Kennmarke] → Ausgang → [hier: AM-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
77	okalchedy	OK+AL+CHD+Y	1	f66r	G515-E0574	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten setzen und bearbeiten; am Zielort.	setzen → Zielort → bearbeiten → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
78	okedals	OK+AL+S	1	f66r	G515-E0308	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Setzen und wählen; am Zielort.	setzen → Zielort → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
79	okedam	OK+E+D_ADDR+AM_ADDR	1	f31r	G515-E0251	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Setzen; auf Grad I; hier; hier.	setzen → [Grad I] → [hier: D-Adresse] → [hier: AM-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
80	okoy	OK+O+Y	1	f20v	G515-E0067	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten setzen; zur Ausführung.	setzen → [Ausführung] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
81	olsheor	OL+SH+E+OR	1	f31r	G515-E0238	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Fortsetzen; die Einheit halten; auf Grad I.	fortsetzen → halten → [Grad I] → Einheit.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
82	otalor	OT+AL+OR	1	f66r	G515-E0417	ITINERARY_OR_ADDRESS_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Danach; am Zielort; Einheit.	danach → Zielort → Einheit.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
83	otcheo	OT+CH+E+O	1	f66r	G515-E0593	LATE_ADDITION_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Danach; nehmen; auf Grad I; zur Ausführung.	danach → nehmen → [Grad I] → [Ausführung].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
84	oteochey	OT+E+O+CH+E+Y	1	f66r	G515-E0525	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Danach; auf Grad I; zur Ausführung; den Posten nehmen; erneut auf Grad I.	danach → [Grad I] → [Ausführung] → nehmen → [Grad I] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
85	p	P	1	f66r	G515-E0298	MARGINAL_SIGN_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Einsetzen.	einsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
86	pchof	P+CH+O+LOCAL_CHAR_F	1	f66r	G515-E0414	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Einsetzen und nehmen; zur Ausführung; hier.	einsetzen → nehmen → [Ausführung] → [hier: f-Kennmarke].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
87	pdaiin	P+AIIN	1	f66r	G515-E0300	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Wert einsetzen.	einsetzen → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
88	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	f20v	G515-E0069	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	einsetzen → [Ausführung] → [hier: f-Kennmarke] → [Ausführung] → nehmen → [Grad I] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
89	psheody	P+SH+E+O+D_ADDR+Y	1	f66r	G515-E0451	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	einsetzen → halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
90	pydaiin	P+Y+D_ADDR+AIIN	1	f4r	G515-E0032	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten und den Wert einsetzen; hier.	einsetzen → Posten → [hier: D-Adresse] → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
91	qef	E+LOCAL_CHAR_F	1	f31r	G515-E0165	LOCAL_CLASS_OR_NAME_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Auf Grad I; hier.	[Grad I] → [hier: f-Kennmarke].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
92	qocthedy	CARRIER_Q+O+CH+T+E+Y	1	f66r	G515-E0545	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Mit Beginnmarker; zur Ausführung; den Posten nehmen und einstellen; auf Grad I.	[Beginnmarker] → [Ausführung] → nehmen → einstellen → [Grad I] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
93	qoekedy	CARRIER_Q+O+E+K+E+DY	1	f31r	G515-E0239	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	[Beginnmarker] → [Ausführung] → [Grad I] → geben → [Grad I] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
94	qokaiir	OK+IIN+R	1	f66r	G515-E0396	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Setzen und markieren; auf der bezeichneten Stufe.	setzen → [Stufe] → markieren.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
95	qokchey	OK+CH+E+Y	1	f66r	G515-E0395	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten setzen und nehmen; auf Grad I.	setzen → nehmen → [Grad I] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
96	qokee	OK+EE	1	f31r	G515-E0156	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Setzen; auf Grad II.	setzen → [Grad II].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
97	qokeedar	OK+EE+D_ADDR+AR	1	f66r	G515-E0311	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Setzen; auf Grad II; hier; vom Ausgang.	setzen → [Grad II] → [hier: D-Adresse] → Ausgang.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
98	qokees	OK+EE+S	2	f31r|f66r	G515-E0161|G515-E0321	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Setzen und wählen; auf Grad II.	setzen → [Grad II] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
99	qokshd	OK+SH+D_ADDR	1	f66r	G515-E0317	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Setzen und halten; hier.	setzen → halten → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
100	qolsa	OL+S+A_ADDR	1	f66r	G515-E0267	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Fortsetzen; wählen; hier.	fortsetzen → wählen → [hier: A-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
101	qopaiin	CARRIER_Q+O+P+AIIN	1	f66r	G515-E0363	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	[Beginnmarker] → [Ausführung] → einsetzen → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
102	qotchoiin	OT+CH+O+IIN	1	f4r	G515-E0057	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	danach → nehmen → [Ausführung] → [Stufe].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
103	qotedal	OT+E+AL	1	f66r	G515-E0332	ITINERARY_OR_ADDRESS_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Danach; auf Grad I; am Zielort.	danach → [Grad I] → Zielort.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
104	qoteeod	OT+EE+O+D_ADDR	1	f66r	G515-E0513	ITINERARY_OR_ADDRESS_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Danach; auf Grad II; zur Ausführung; hier.	danach → [Grad II] → [Ausführung] → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
105	qoteoly	OT+E+OL+Y	1	f66r	G515-E0581	ITINERARY_OR_ADDRESS_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Danach; auf Grad I; fortsetzen; Posten.	danach → [Grad I] → fortsetzen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
106	qotesy	OT+E+S+Y	1	f66r	G515-E0262	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Danach; auf Grad I; den Posten wählen.	danach → [Grad I] → wählen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
107	rals	R+AL+S	1	f66r	G515-E0255	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Markieren und wählen; am Zielort.	markieren → Zielort → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
108	raral	R+AR+AL	1	f66r	G515-E0268	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Markieren; vom Ausgang; am Zielort.	markieren → Ausgang → Zielort.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
109	rary	R+AR+Y	1	f66r	G515-E0254	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Den Posten markieren; vom Ausgang.	markieren → Ausgang → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
110	rotaiin	R+OT+AIIN	1	f66r	G515-E0354	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Wert markieren; danach.	markieren → danach → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
111	saiis	S+A_ADDR+IIN+S	1	f31r	G515-E0243	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Zweimal wählen; hier; auf der bezeichneten Stufe.	wählen → [hier: A-Adresse] → [Stufe] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
112	salf	S+AL+LOCAL_CHAR_F	1	f66r	G515-E0260	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Wählen; am Zielort; hier.	wählen → Zielort → [hier: f-Kennmarke].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
113	saly	S+AL+Y	1	f66r	G515-E0259	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Den Posten wählen; am Zielort.	wählen → Zielort → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
114	shain	SH+AIN	2	f20v|f4r	G515-E0025|G515-E0124	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Anteil halten.	halten → Anteil.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
115	shckhar	SH+CH+K+AR	1	f66r	G515-E0592	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten, nehmen und geben; vom Ausgang.	halten → nehmen → geben → Ausgang.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
116	shckheody	SH+CH+K+E+O+DY	1	f66r	G515-E0445	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	halten → nehmen → geben → [Grad I] → [Ausführung] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
117	shd	SH+D_ADDR	1	f20v	G515-E0137	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten; hier.	halten → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
118	shddy	SH+D_ADDR+DY	1	f66r	G515-E0305	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten; hier; abschließen.	halten → [hier: D-Adresse] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
119	shedshey	SH+E+D_ADDR+SH+E+Y	1	f31r	G515-E0222	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten zweimal halten; auf Grad I; hier; erneut auf Grad I.	halten → [Grad I] → [hier: D-Adresse] → halten → [Grad I] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
120	shee	SH+EE	1	f31r	G515-E0153	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten; auf Grad II.	halten → [Grad II].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
121	sheeody	SH+EE+O+D_ADDR+Y	1	f31r	G515-E0186	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten; auf Grad II; zur Ausführung; hier.	halten → [Grad II] → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
122	shekair	SH+E+K+AIR	1	f66r	G515-E0370	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten und geben; auf Grad I; entlang der Bahn.	halten → [Grad I] → geben → Bahn.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
123	shekaly	SH+E+K+AL+Y	1	f66r	G515-E0591	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten und geben; auf Grad I; am Zielort.	halten → [Grad I] → geben → Zielort → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
124	shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	1	f66r	G515-E0486	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	halten → [Grad I] → geben → [Grad II] → [hier: f-Kennmarke] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
125	shekeey	SH+E+K+EE+Y	1	f31r	G515-E0164	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten und geben; auf Grad I; auf Grad II.	halten → [Grad I] → geben → [Grad II] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
126	shekey	SH+E+K+E+Y	1	f66r	G515-E0310	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten und geben; auf Grad I; erneut auf Grad I.	halten → [Grad I] → geben → [Grad I] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
127	shekol	SH+E+K+OL	1	f66r	G515-E0568	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten und geben; auf Grad I; fortsetzen.	halten → [Grad I] → geben → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
128	sheocthy	SH+E+O+CH+T+Y	1	f66r	G515-E0505	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten, nehmen und einstellen; auf Grad I; zur Ausführung.	halten → [Grad I] → [Ausführung] → nehmen → einstellen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
129	sheod	SH+E+O+D_ADDR	1	f66r	G515-E0382	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten; auf Grad I; zur Ausführung; hier.	halten → [Grad I] → [Ausführung] → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
130	sheodaiin	SH+E+O+D_ADDR+AIIN	1	f66r	G515-E0357	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Wert halten; auf Grad I; zur Ausführung; hier.	halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
131	sheoy	SH+E+O+Y	1	f20v	G515-E0120	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten; auf Grad I; zur Ausführung.	halten → [Grad I] → [Ausführung] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
132	shofol	SH+O+LOCAL_CHAR_F+OL	1	f66r	G515-E0453	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten; zur Ausführung; hier; fortsetzen.	halten → [Ausführung] → [hier: f-Kennmarke] → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
133	shokaiir	SH+OK+IIN+R	1	f66r	G515-E0383	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten, setzen und markieren; auf der bezeichneten Stufe.	halten → setzen → [Stufe] → markieren.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
134	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	f66r	G515-E0415	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Die Einheit und den Wert halten; fortsetzen; hier; hier.	halten → fortsetzen → [hier: f-Kennmarke] → Einheit → [hier: D-Adresse] → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
135	shso	SH+S+O	1	f31r	G515-E0216	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Halten und wählen; zur Ausführung.	halten → wählen → [Ausführung].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
136	shtchy	SH+T+CH+Y	1	f4r	G515-E0014	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten halten, einstellen und nehmen.	halten → einstellen → nehmen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
137	shyshol	SH+Y+SH+OL	1	f4r	G515-E0055	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten zweimal halten; fortsetzen.	halten → Posten → halten → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
138	shytchy	SH+Y+T+CH+Y	1	f4r	G515-E0037	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Beide Posten halten, einstellen und nehmen.	halten → Posten → einstellen → nehmen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
139	soaiin	S+O+AIIN	1	f20v	G515-E0123	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Wert wählen; zur Ausführung.	wählen → [Ausführung] → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
140	tcheo	T+CH+E+O	1	f66r	G515-E0531	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Einstellen und nehmen; auf Grad I; zur Ausführung.	einstellen → nehmen → [Grad I] → [Ausführung].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
