statement_ordinal	statement_id	physical_page	register	prose_block_id	owner_id	owner_de	locus_start	locus_end	event_count	event_ids	surface_sequence	final_recipe_sequence	controlled_order_sequence_de	target_event_count	final_recipe_change_count	inherited_action_event_count	inherited_argument_event_count	contextual_working_reading_de	end_mode	all_events_backprojected	cross_statement_inheritance	guard
40	G515-S040	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.55	f66r.55	3	G515-E0348|G515-E0349|G515-E0350	choekeey okeody chekeody	CH+O+E+K+EE+Y | OK+E+O+D_ADDR+Y | CH+K+E+O+DY	nehmen → [Ausführung] → [Grad I] → geben → [Grad II] → Posten. || setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || nehmen → geben → [Grad I] → [Ausführung] → [Schluss].	2	0	0	1	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Ausführung, auf Grad I und auf Grad II. Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
41	G515-S041	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.55	f66r.56	7	G515-E0351|G515-E0352|G515-E0353|G515-E0354|G515-E0355|G515-E0356|G515-E0357	qokeey dyky chctho rotaiin dsheol okaiin sheodaiin	OK+EE+Y | D_ADDR+Y+K+Y | CH+CH+T+O | R+OT+AIIN | SH+E+OL | OK+AIIN | SH+E+O+D_ADDR+AIIN	setzen → [Grad II] → Posten. || [hier: D-Adresse] → Posten → geben → Posten. || nehmen → nehmen → einstellen → [Ausführung]. || markieren → danach → Wert. || halten → [Grad I] → fortsetzen. || setzen → Wert. || halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Wert.	4	0	0	2	Trage den laufenden Eintrag ein; auf Grad II. Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu; an der bezeichneten Stelle. Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; zur Ausführung. Danach: kennzeichne den Kennwert. Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort. Trage den Kennwert ein. Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
42	G515-S042	f66r	SOURCE_SECTION_T	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.57	f66r.59	22	G515-E0358|G515-E0359|G515-E0360|G515-E0361|G515-E0362|G515-E0363|G515-E0364|G515-E0365|G515-E0366|G515-E0367|G515-E0368|G515-E0369|G515-E0370|G515-E0371|G515-E0372|G515-E0373|G515-E0374|G515-E0375|G515-E0376|G515-E0377|G515-E0378|G515-E0379	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol qo cheky shcthy dalalshedy	T+O+CH+P+EE+Y | D_ADDR+OL | K+CH+O+D_ADDR+Y | OK+E+O+D_ADDR+Y | OK+SH+Y | CARRIER_Q+O+P+AIIN | D_ADDR+AIR+Y+K+O+DA+S | OK+Y+D_ADDR | D_ADDR+SH+OL+DA+IIN+R | AL+K+Y | SH+K+Y | OK+Y | SH+E+K+AIR | CH+OT+Y | D_ADDR+AR | OK+EE+Y | SH+D_ADDR+Y | Y+K+OL | O | CH+K+E+Y | SH+CH+T+Y | AL+AL+SH+E+DY	einstellen → [Ausführung] → nehmen → einsetzen → [Grad II] → Posten. || [hier: D-Adresse] → fortsetzen. || geben → nehmen → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → halten → Posten. || [Beginnmarker] → [Ausführung] → einsetzen → Wert. || [hier: D-Adresse] → Bahn → Posten → geben → [Ausführung] → [zweite Stufe] → wählen. || setzen → Posten → [hier: D-Adresse]. || [hier: D-Adresse] → halten → fortsetzen → [zweite Stufe] → [Stufe] → markieren. || Zielort → geben → Posten. || halten → geben → Posten. || setzen → Posten. || halten → [Grad I] → geben → Bahn. || nehmen → danach → Posten. || [hier: D-Adresse] → Ausgang. || setzen → [Grad II] → Posten. || halten → [hier: D-Adresse] → Posten. || Posten → geben → fortsetzen. || [Ausführung]. || nehmen → geben → [Grad I] → Posten. || halten → nehmen → einstellen → Posten. || Zielort → Zielort → halten → [Grad I] → [Schluss].	8	2	3	6	Lege den laufenden Eintrag fest, entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Ausführung und auf Grad II. Im laufenden Satz setze den laufenden Eintrag [wie zuvor] ein; an der bezeichneten Stelle; führe fort. Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag ein und halte den laufenden Eintrag fest. Setze den Kennwert ein; mit Beginnmarker und zur Ausführung. Ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle. Trage den laufenden Eintrag ein; an der bezeichneten Stelle. Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort. Ordne den laufenden Eintrag zu; zur Zielspalte. Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu. Trage den laufenden Eintrag ein. Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn; auf Grad I. Danach: entnimm den laufenden Eintrag. Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle. Trage den laufenden Eintrag ein; auf Grad II. Halte den laufenden Eintrag fest; an der bezeichneten Stelle. Ordne den laufenden Eintrag zu; führe fort. Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Ausführung. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I. Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest. Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
43	G515-S043	f66r	SOURCE_SECTION_T	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.59	f66r.60	15	G515-E0380|G515-E0381|G515-E0382|G515-E0383|G515-E0384|G515-E0385|G515-E0386|G515-E0387|G515-E0388|G515-E0389|G515-E0390|G515-E0391|G515-E0392|G515-E0393|G515-E0394	cheta r sheod shokaiir chy dard shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy	CH+E+T+A_ADDR | R | SH+E+O+D_ADDR | SH+OK+IIN+R | Y | D_ADDR+AR+D_ADDR | SH+OR | SH+E+O+AL | SH+OL+D_ADDR+Y | OK+CHD+Y | O+P+Y | OT+Y | CHD+IIN+R | SH+EE+S_ADDR | K+AR+DY	nehmen → [Grad I] → einstellen → [hier: A-Adresse]. || markieren. || halten → [Grad I] → [Ausführung] → [hier: D-Adresse]. || halten → setzen → [Stufe] → markieren. || Posten. || [hier: D-Adresse] → Ausgang → [hier: D-Adresse]. || halten → Einheit. || halten → [Grad I] → [Ausführung] → Zielort. || halten → fortsetzen → [hier: D-Adresse] → Posten. || setzen → bearbeiten → Posten. || [Ausführung] → einsetzen → Posten. || danach → Posten. || bearbeiten → [Stufe] → markieren. || halten → [Grad II] → [hier: S-Adresse]. || geben → Ausgang → [Schluss].	6	0	3	5	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle. Kennzeichne. Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe. Im laufenden Satz kennzeichne den laufenden Eintrag. Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen]. Halte die Eintragseinheit fest. Halte die Eintragseinheit [wie zuvor] fest; zur Zielspalte; auf Grad I und zur Ausführung. Halte den laufenden Eintrag fest; an der bezeichneten Stelle; führe fort. Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag. Setze den laufenden Eintrag ein; zur Ausführung. Danach: im laufenden Satz setze den laufenden Eintrag ein. Bearbeite den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe. Halte den laufenden Eintrag [wie zuvor] fest; auf Grad II; an der bezeichneten Stelle. Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
44	G515-S044	f66r	SOURCE_SECTION_T	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.61	f66r.61	7	G515-E0395|G515-E0396|G515-E0397|G515-E0398|G515-E0399|G515-E0400|G515-E0401	qokchey qokaiir cheky daly daiin dal shedy	OK+CH+E+Y | OK+IIN+R | CH+K+E+Y | AL+Y | AIIN | AL | SH+E+DY	setzen → nehmen → [Grad I] → Posten. || setzen → [Stufe] → markieren. || nehmen → geben → [Grad I] → Posten. || Zielort → Posten. || Wert. || Zielort. || halten → [Grad I] → [Schluss].	2	0	3	3	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad I. Trage den laufenden Eintrag [wie zuvor] ein und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I. Im laufenden Satz ordne den laufenden Eintrag zu; zur Zielspalte. Im laufenden Satz ordne den Kennwert zu. Im laufenden Satz ordne den Kennwert [wie zuvor] zu; zur Zielspalte. Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
45	G515-S045	f66r	SOURCE_SECTION_T	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.61	f66r.61	4	G515-E0402|G515-E0403|G515-E0404|G515-E0405	chedy lkar ol okedy	CHD+Y | L+K+AR | OL | OK+E+DY	bearbeiten → Posten. || Verbindung → geben → Ausgang. || fortsetzen. || setzen → [Grad I] → [Schluss].	0	0	1	3	Bearbeite den laufenden Eintrag. Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung und von der Ausgangszeile. Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; führe fort. Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
46	G515-S046	f66r	SOURCE_SECTION_T	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.62	f66r.62	8	G515-E0406|G515-E0407|G515-E0408|G515-E0409|G515-E0410|G515-E0411|G515-E0412|G515-E0413	ol cheeky daiir chky axor akar y daiin	OL | CH+K+EE+Y | DA+IIN+R | CH+K+Y | A_ADDR+LOCAL_X+OR | A_ADDR+K+AR | Y | AIIN	fortsetzen. || nehmen → geben → [Grad II] → Posten. || [zweite Stufe] → [Stufe] → markieren. || nehmen → geben → Posten. || [hier: A-Adresse] → [lokaler X-Zeichen-/Namenskern] → Einheit. || [hier: A-Adresse] → geben → Ausgang. || Posten. || Wert.	2	0	3	2	Führe fort. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II. Kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu. Im laufenden Satz ordne die Eintragseinheit zu; an der bezeichneten Stelle und mit dem lokalen X-Zeichen-/Namenskern. Ordne die Eintragseinheit [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle. Im laufenden Satz ordne den laufenden Eintrag zu. Im laufenden Satz ordne den Kennwert zu.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
47	G515-S047	f66r	SOURCE_SECTION_T	F66R_PROSE_03	F66R_TEXT_BLOCK_03	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.63	f66r.64	12	G515-E0414|G515-E0415|G515-E0416|G515-E0417|G515-E0418|G515-E0419|G515-E0420|G515-E0421|G515-E0422|G515-E0423|G515-E0424|G515-E0425	pchof sholfordaiin qotar otalor fchedyr chedy dar odair ofaram dalcheeeky sheol dairody	P+CH+O+LOCAL_CHAR_F | SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN | OT+AR | OT+AL+OR | LOCAL_CHAR_F+CHD+Y+R | CHD+Y | D_ADDR+AR | O+D_ADDR+AIR | O+LOCAL_CHAR_F+AR+AM_ADDR | AL+CH+K+EEE+Y | SH+E+OL | D_ADDR+AIR+O+DY	einsetzen → nehmen → [Ausführung] → [hier: f-Kennmarke]. || halten → fortsetzen → [hier: f-Kennmarke] → Einheit → [hier: D-Adresse] → Wert. || danach → Ausgang. || danach → Zielort → Einheit. || [hier: f-Kennmarke] → bearbeiten → Posten → markieren. || bearbeiten → Posten. || [hier: D-Adresse] → Ausgang. || [Ausführung] → [hier: D-Adresse] → Bahn. || [Ausführung] → [hier: f-Kennmarke] → Ausgang → [hier: AM-Adresse]. || Zielort → nehmen → geben → [Grad III] → Posten. || halten → [Grad I] → fortsetzen. || [hier: D-Adresse] → Bahn → [Ausführung] → [Schluss].	7	1	6	6	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle. Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort. Danach: im laufenden Satz halte den Kennwert [wie zuvor] fest; von der Ausgangszeile. Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte. Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle. Bearbeite den laufenden Eintrag. Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle. Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle. Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad III. Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; führe fort. Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
48	G515-S048	f66r	SOURCE_SECTION_T	F66R_PROSE_03	F66R_TEXT_BLOCK_03	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.64	f66r.65	9	G515-E0426|G515-E0427|G515-E0428|G515-E0429|G515-E0430|G515-E0431|G515-E0432|G515-E0433|G515-E0434	chekchy shed ykesho l lor sheor cheal dor shedy	CH+K+Y | SH+E+D_ADDR | Y+K+E+SH+O | L | L+OR | SH+E+OR | AL | D_ADDR+OR | SH+E+DY	nehmen → geben → Posten. || halten → [Grad I] → [hier: D-Adresse]. || Posten → geben → [Grad I] → halten → [Ausführung]. || Verbindung. || Verbindung → Einheit. || halten → [Grad I] → Einheit. || Zielort. || [hier: D-Adresse] → Einheit. || halten → [Grad I] → [Schluss].	2	1	4	4	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu. Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; an der bezeichneten Stelle. Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung. Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung. Im laufenden Satz halte die Eintragseinheit fest; über die Eintragsverbindung. Halte die Eintragseinheit fest; auf Grad I. Im laufenden Satz halte die Eintragseinheit [wie zuvor] fest; zur Zielspalte. Im laufenden Satz halte die Eintragseinheit fest; an der bezeichneten Stelle. Halte die Eintragseinheit [wie zuvor] fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
49	G515-S049	f66r	SOURCE_SECTION_T	F66R_PROSE_03	F66R_TEXT_BLOCK_03	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.65	f66r.65	2	G515-E0435|G515-E0436	okar shedy	OK+AR | SH+E+DY	setzen → Ausgang. || halten → [Grad I] → [Schluss].	0	0	0	0	Trage ein; von der Ausgangszeile. Halte fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
50	G515-S050	f66r	SOURCE_SECTION_T	F66R_PROSE_03	F66R_TEXT_BLOCK_03	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.65	f66r.66	9	G515-E0437|G515-E0438|G515-E0439|G515-E0440|G515-E0441|G515-E0442|G515-E0443|G515-E0444|G515-E0445	kcheody chxar daly fchdar cheor aly ry shor shckheody	K+CH+E+O+D_ADDR+Y | CH+LOCAL_X+AR | AL+Y | LOCAL_CHAR_F+CHD+AR | CH+E+O+R | AL+Y | R+Y | SH+OR | SH+CH+K+E+O+DY	geben → nehmen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || nehmen → [lokaler X-Zeichen-/Namenskern] → Ausgang. || Zielort → Posten. || [hier: f-Kennmarke] → bearbeiten → Ausgang. || nehmen → [Grad I] → [Ausführung] → markieren. || Zielort → Posten. || markieren → Posten. || halten → Einheit. || halten → nehmen → geben → [Grad I] → [Ausführung] → [Schluss].	4	1	2	4	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern. Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte. Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle. Entnimm den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor]; auf Grad I und zur Ausführung. Im laufenden Satz kennzeichne den laufenden Eintrag; zur Zielspalte. Kennzeichne den laufenden Eintrag. Halte die Eintragseinheit fest. Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
51	G515-S051	f66r	SOURCE_SECTION_T	F66R_PROSE_03	F66R_TEXT_BLOCK_03	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.66	f66r.66	2	G515-E0446|G515-E0447	dal shedy	AL | SH+E+DY	Zielort. || halten → [Grad I] → [Schluss].	0	0	0	0	Zur Zielspalte. Halte fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
52	G515-S052	f66r	SOURCE_SECTION_T	F66R_PROSE_03	F66R_TEXT_BLOCK_03	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.66	f66r.66	3	G515-E0448|G515-E0449|G515-E0450	qokor al shes	OK+OR | AL | SH+E+S	setzen → Einheit. || Zielort. || halten → [Grad I] → wählen.	0	0	1	2	Trage die Eintragseinheit ein. Im laufenden Satz trage die Eintragseinheit [wie zuvor] ein; zur Zielspalte. Halte die Eintragseinheit [wie zuvor] fest und wähle die Eintragseinheit [wie zuvor]; auf Grad I.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
53	G515-S053	f66r	SOURCE_SECTION_T	F66R_PROSE_04	F66R_TEXT_BLOCK_04	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.67	f66r.67	6	G515-E0451|G515-E0452|G515-E0453|G515-E0454|G515-E0455|G515-E0456	psheody cfhol shofol okeody qokaldy ytarody	P+SH+E+O+D_ADDR+Y | CH+LOCAL_CHAR_F+OL | SH+O+LOCAL_CHAR_F+OL | OK+E+O+D_ADDR+Y | OK+AL+Y | Y+T+AR+O+DY	einsetzen → halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || nehmen → [hier: f-Kennmarke] → fortsetzen. || halten → [Ausführung] → [hier: f-Kennmarke] → fortsetzen. || setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → Zielort → Posten. || Posten → einstellen → Ausgang → [Ausführung] → [Schluss].	3	0	0	2	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Entnimm den laufenden Eintrag [wie zuvor]; an der bezeichneten Stelle; führe fort. Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort. Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag ein; zur Zielspalte. Lege den laufenden Eintrag fest; von der Ausgangszeile; zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
54	G515-S054	f66r	SOURCE_SECTION_T	F66R_PROSE_04	F66R_TEXT_BLOCK_04	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.67	f66r.67	1	G515-E0457	shedy	SH+E+DY	halten → [Grad I] → [Schluss].	0	0	0	0	Halte fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
55	G515-S055	f66r	SOURCE_SECTION_T	F66R_PROSE_04	F66R_TEXT_BLOCK_04	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.67	f66r.67	1	G515-E0458	shedy	SH+E+DY	halten → [Grad I] → [Schluss].	0	0	0	0	Halte fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
56	G515-S056	f66r	SOURCE_SECTION_T	F66R_PROSE_04	F66R_TEXT_BLOCK_04	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.67	f66r.69	22	G515-E0459|G515-E0460|G515-E0461|G515-E0462|G515-E0463|G515-E0464|G515-E0465|G515-E0466|G515-E0467|G515-E0468|G515-E0469|G515-E0470|G515-E0471|G515-E0472|G515-E0473|G515-E0474|G515-E0475|G515-E0476|G515-E0477|G515-E0478|G515-E0479|G515-E0480	dair sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor tosheo qokaldy oky ol kcheeky qoky dary okees oly	D_ADDR+AIR | S+AIR | OL | AIIN | AIIN | AL | D_ADDR+OL | CH+E+O+Y | D_ADDR+AIR | AL+Y | D_ADDR+AIR+AL | D_ADDR+OL+AR+SH+Y | D_ADDR+OR | T+O+SH+E+O | OK+AL+Y | OK+Y | OL | K+CH+EE+K+Y | OK+Y | DA+R+Y | OK+EE+S | OL+Y	[hier: D-Adresse] → Bahn. || wählen → Bahn. || fortsetzen. || Wert. || Wert. || Zielort. || [hier: D-Adresse] → fortsetzen. || nehmen → [Grad I] → [Ausführung] → Posten. || [hier: D-Adresse] → Bahn. || Zielort → Posten. || [hier: D-Adresse] → Bahn → Zielort. || [hier: D-Adresse] → fortsetzen → Ausgang → halten → Posten. || [hier: D-Adresse] → Einheit. || einstellen → [Ausführung] → halten → [Grad I] → [Ausführung]. || setzen → Zielort → Posten. || setzen → Posten. || fortsetzen. || geben → nehmen → [Grad II] → geben → Posten. || setzen → Posten. || [zweite Stufe] → markieren → Posten. || setzen → [Grad II] → wählen. || fortsetzen → Posten.	4	0	11	7	Entlang der Lesebahn; an der bezeichneten Stelle. Wähle; entlang der Lesebahn. Im laufenden Satz wähle; führe fort. Im laufenden Satz wähle den Kennwert. Im laufenden Satz wähle den Kennwert. Im laufenden Satz wähle den Kennwert [wie zuvor]; zur Zielspalte. Im laufenden Satz wähle den Kennwert [wie zuvor]; an der bezeichneten Stelle; führe fort. Entnimm den laufenden Eintrag; auf Grad I und zur Ausführung. Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn; an der bezeichneten Stelle. Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte. Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle. Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort. Im laufenden Satz halte die Eintragseinheit fest; an der bezeichneten Stelle. Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen]. Trage den laufenden Eintrag ein; zur Zielspalte. Trage den laufenden Eintrag ein. Im laufenden Satz trage den laufenden Eintrag [wie zuvor] ein; führe fort. Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II. Trage den laufenden Eintrag ein. Kennzeichne den laufenden Eintrag; auf der zweiten Stufe. Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; auf Grad II. Im laufenden Satz wähle den laufenden Eintrag; führe fort.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
