definitive_record_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	bundle_ids	locus_sequence	surface_sequence	active_model_sequence	model_change_count	context_decided_tie_count	order_occurrence_count	order_scope_trace_de	definitive_record_reading_de	event_count	all_events_have_default	claim_status
G479-R072	G475-R072	f72r	CELESTIAL	56	UNMARKED_NEW_LOCUS	1	G474-B075	f72r3.17	oeeesaiin	CATALOGUE	0	0	0	NONE	Sternstelle »oeees« — Wertangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R073	G475-R073	f72r	CELESTIAL	57	UNMARKED_NEW_LOCUS	1	G474-B076	f72r3.18	ory	COORDINATE	0	0	0	NONE	Adressspur: Positionseinheit → Positionsposten.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R074	G475-R074	f72r	CELESTIAL	58	UNMARKED_NEW_LOCUS	1	G474-B077	f72r3.19	ochey|fydy	INSTRUCTION	0	0	0	NONE	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R075	G475-R075	f72r	CELESTIAL	59	UNMARKED_NEW_LOCUS	1	G474-B078	f72r3.20	of|o|eeesaly	CATALOGUE	0	0	0	NONE	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R076	G475-R076	f72r	CELESTIAL	60	UNMARKED_NEW_LOCUS	1	G474-B079	f72r3.21	ykaraiin|airal	CATALOGUE	0	0	0	NONE	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R077	G475-R077	f72r	CELESTIAL	61	UNMARKED_NEW_LOCUS	1	G474-B080	f72r3.22	okalar	INSTRUCTION	0	0	0	NONE	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R078	G475-R078	f72r	CELESTIAL	62	UNMARKED_NEW_LOCUS	3	G474-B081|G474-B082|G474-B083	f72r3.23|f72r3.24|f72r3.25	orara|olaiin|olay|olfsheoral	CATALOGUE|CATALOGUE|INSTRUCTION	0	2	3	OL:weiter mit Wert | OL:weiter mit Sternstelle »ay« || OL:weiter mit Sternstelle »f«	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung. Fortgesetzter Katalogeintrag: 1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Wert; OL — weiter mit Sternstelle »ay«. Im selben Arbeitsgang: Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	4	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R079	G475-R079	f72r	CELESTIAL	63	UNMARKED_NEW_LOCUS	1	G474-B084	f72r3.27	opalal	CATALOGUE	0	0	0	NONE	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R080	G475-R080	f72r	CELESTIAL	64	UNMARKED_NEW_LOCUS	1	G474-B085	f72r3.28	yfary	CATALOGUE	0	0	0	NONE	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R081	G475-R081	f72r	CELESTIAL	65	UNMARKED_NEW_LOCUS	1	G474-B086	f72r3.29	oraiiral	CATALOGUE	0	0	0	NONE	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R082	G475-R082	f72r	CELESTIAL	66	UNMARKED_NEW_LOCUS	1	G474-B087	f72r3.30	ytoar|shar	CATALOGUE	0	0	0	NONE	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R083	G475-R083	f72r	CELESTIAL	67	UNMARKED_NEW_LOCUS	1	G474-B088	f72r3.31	octho	INSTRUCTION	0	0	0	NONE	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R084	G475-R084	f72r	CELESTIAL	68	UNMARKED_NEW_LOCUS	2	G474-B089|G474-B090	f72r3.32|f72r3.33	aral|oletal	COORDINATE|COORDINATE	1	1	1	OL:weiter mit Sternstelle »et«	Adressspur: Ausgangsposition → Zielposition. Dazugehörige Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R085	G475-R085	f77r	BIOLOGICAL	1	PAGE_START	2	G474-B091|G474-B092	f77r.1|f77r.2	darchdar|olkchs	CATALOGUE|CATALOGUE	0	2	1	OL:weiter mit Badstation »kchs«	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung. Fortgesetzter Katalogeintrag: Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R086	G475-R086	f77r	BIOLOGICAL	2	EXPLICIT_NEXT_SIBLING_OT	1	G474-B093	f77r.3	otedy	COORDINATE	0	0	1	OT:danach Grad I	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R087	G475-R087	f77r	BIOLOGICAL	3	EXPLICIT_NEXT_SIBLING_OT	1	G474-B094	f77r.4	otork	CATALOGUE	0	0	1	OT:danach Badstation »ork«	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R088	G475-R088	f77r	BIOLOGICAL	4	EXPLICIT_NEXT_SIBLING_OT	1	G474-B095	f77r.5	otol	COORDINATE	0	0	2	OT:danach Fortsetzung | OL:Folgeschritt weiterführen	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R089	G475-R089	f77r	BIOLOGICAL	5	UNMARKED_NEW_LOCUS	1	G474-B096	f77r.6	dchdy	INSTRUCTION	0	0	0	NONE	Bearbeite den Eintrag, und schließe den Schritt.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R090	G475-R090	f77r	BIOLOGICAL	6	UNMARKED_NEW_LOCUS	1	G474-B097	f77r.7	soral	CATALOGUE	0	0	0	NONE	Badstation »sor« — Zielzuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R091	G475-R091	f77r	BIOLOGICAL	7	EXPLICIT_NEXT_SIBLING_OT	1	G474-B098	f77r.8	dotedy	CATALOGUE	0	0	1	OT:nach Badstation »d« folgt Badstation »edy«	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R092	G475-R092	f77r	BIOLOGICAL	8	EXPLICIT_NEXT_SIBLING_OT	1	G474-B099	f77r.49	otchdy	INSTRUCTION	0	0	1	OT:danach Bearbeiten	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R093	G475-R093	f77r	BIOLOGICAL	9	EXPLICIT_NEXT_SIBLING_OT	1	G474-B100	f77r.50	otolaiin|o	COORDINATE	0	0	2	OT:danach Fortsetzung | OL:Folgeschritt in Wert weiterführen	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R094	G475-R094	f88v	PHARMA	1	PAGE_START	1	G474-B101	f88v.1	okalyd	INSTRUCTION	0	0	0	NONE	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R095	G475-R095	f88v	PHARMA	2	UNMARKED_NEW_LOCUS	1	G474-B102	f88v.2	cheocthy	INSTRUCTION	0	0	0	NONE	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R096	G475-R096	f88v	PHARMA	3	UNMARKED_NEW_LOCUS	1	G474-B103	f88v.3	cpheor	CATALOGUE	0	0	0	NONE	Droge »cphe« — Einheitsangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R097	G475-R097	f88v	PHARMA	4	EXPLICIT_NEXT_SIBLING_OT	1	G474-B104	f88v.4	otar|arody	CATALOGUE	0	0	1	OT:danach Ausgang	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R098	G475-R098	f88v	PHARMA	5	EXPLICIT_NEXT_SIBLING_OT	1	G474-B105	f88v.5	otokol	INSTRUCTION	0	0	2	OT:danach Setzen | OL:Setzen weiterführen	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R099	G475-R099	f88v	PHARMA	6	EXPLICIT_NEXT_SIBLING_OT	1	G474-B106	f88v.11	otoram	CATALOGUE	0	0	1	OT:danach Droge »or«	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R100	G475-R100	f88v	PHARMA	7	EXPLICIT_NEXT_SIBLING_OT	1	G474-B107	f88v.12	otora	CATALOGUE	0	0	1	OT:danach Droge »ora«	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R101	G475-R101	f88v	PHARMA	8	UNMARKED_NEW_LOCUS	1	G474-B108	f88v.13	cheosdy	CATALOGUE	0	0	0	NONE	Droge »cheosdy« — Drogenfamilie »cheo«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R102	G475-R102	f88v	PHARMA	9	UNMARKED_NEW_LOCUS	1	G474-B109	f88v.14	okaiin	INSTRUCTION	0	0	0	NONE	Setze den Mengenwert als Ansatz an.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R103	G475-R103	f88v	PHARMA	10	UNMARKED_NEW_LOCUS	1	G474-B110	f88v.27	daramdal	CATALOGUE	0	0	0	NONE	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R104	G475-R104	f88v	PHARMA	11	EXPLICIT_NEXT_SIBLING_OT	1	G474-B111	f88v.28	otydary	CATALOGUE	0	0	1	OT:danach Droge »y«	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R105	G475-R105	f88v	PHARMA	12	EXPLICIT_NEXT_SIBLING_OT	1	G474-B112	f88v.29	otdordy	CATALOGUE	0	0	1	OT:danach Droge »dordy«	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R106	G475-R106	f88v	PHARMA	13	UNMARKED_NEW_LOCUS	1	G474-B113	f88v.30	dararda	CATALOGUE	0	0	0	NONE	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R107	G475-R107	f89r	PHARMA	1	PAGE_START	3	G474-B114|G474-B115|G474-B116	f89r1.1|f89r1.2|f89r1.3	okchshy|qkol|oldam	INSTRUCTION|INSTRUCTION|INSTRUCTION	2	2	2	OL:Droge »qk« weiterführen || OL:weiter mit Droge »d«	Setze den Drogenposten als Ansatz an und nimm den Drogenposten. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R108	G475-R108	f89r	PHARMA	2	EXPLICIT_NEXT_SIBLING_OT	1	G474-B117	f89r1.4	otoldy	CATALOGUE	0	0	2	OT:danach Fortsetzung | OL:Folgeschritt in Droge »dy« weiterführen	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R109	G475-R109	f89r	PHARMA	3	UNMARKED_NEW_LOCUS	1	G474-B118	f89r1.5	ararchodaiin	CATALOGUE	0	0	0	NONE	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R110	G475-R110	f89r	PHARMA	4	UNMARKED_NEW_LOCUS	2	G474-B119|G474-B120	f89r1.11|f89r1.12	ykyd|chol|ches	INSTRUCTION|INSTRUCTION	0	0	1	OL:im aktiven Eintrag weiter	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle. Im selben Arbeitsgang: 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R111	G475-R111	f89r	PHARMA	5	EXPLICIT_NEXT_SIBLING_OT	1	G474-B121	f89r1.13	otorain	CATALOGUE	0	0	1	OT:danach Droge »or«	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R112	G475-R112	f89r	PHARMA	6	UNMARKED_NEW_LOCUS	1	G474-B122	f89r1.14	okaiin|dan	INSTRUCTION	0	0	0	NONE	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R113	G475-R113	f89r	PHARMA	7	UNMARKED_NEW_LOCUS	1	G474-B123	f89r1.24	ykocfhy	INSTRUCTION	0	0	0	NONE	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R114	G475-R114	f89r	PHARMA	8	UNMARKED_NEW_LOCUS	1	G474-B124	f89r1.25	saldam	CATALOGUE	0	0	0	NONE	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R115	G475-R115	f89r	PHARMA	9	UNMARKED_NEW_LOCUS	1	G474-B125	f89r1.26	sydarary	CATALOGUE	0	0	0	NONE	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R116	G475-R116	f89r	PHARMA	10	UNMARKED_NEW_LOCUS	1	G474-B126	f89r1.27	yddy	COORDINATE	0	0	0	NONE	Adressspur: Drogenposten → hier → Drogenposten.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R117	G475-R117	f89r	PHARMA	11	UNMARKED_NEW_LOCUS	2	G474-B127|G474-B128	f89r2.1|f89r2.2	odory|doly	CATALOGUE|CATALOGUE	0	2	1	OL:Droge »d« in Posten weiterführen	Droge »od« — Einheitsangabe, Postenangabe. Fortgesetzter Katalogeintrag: Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R118	G475-R118	f89r	PHARMA	12	UNMARKED_NEW_LOCUS	1	G474-B129	f89r2.3	opchosam	CATALOGUE	0	0	0	NONE	Droge »opchos« — Hier-Vermerk.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R119	G475-R119	f89r	PHARMA	13	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	G474-B130	f89r2.4	saloiinsheol	INSTRUCTION	0	0	1	OL:Droge »e« weiterführen	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R120	G475-R120	f89r	PHARMA	14	UNMARKED_NEW_LOCUS	1	G474-B131	f89r2.5	opcheor	INSTRUCTION	0	0	0	NONE	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R121	G475-R121	f89r	PHARMA	15	EXPLICIT_NEXT_SIBLING_OT	1	G474-B132	f89r2.9	otold|y	CATALOGUE	0	0	2	OT:danach Fortsetzung | OL:Folgeschritt in Droge »d« weiterführen	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R122	G475-R122	f89r	PHARMA	16	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	G474-B133	f89r2.10	okol|shol|dy	INSTRUCTION	0	0	2	OL:Setzen weiterführen | OL:Halten weiterführen	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten. Reihenfolge konkret: OL — Setzen weiterführen; OL — Halten weiterführen.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R123	G475-R123	f89r	PHARMA	17	UNMARKED_NEW_LOCUS	1	G474-B134	f89r2.11	opchoroiin	CATALOGUE	0	0	0	NONE	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R124	G475-R124	f89r	PHARMA	18	UNMARKED_NEW_LOCUS	1	G474-B135	f89r2.16	korainy	INSTRUCTION	0	0	0	NONE	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R125	G475-R125	f89r	PHARMA	19	UNMARKED_NEW_LOCUS	1	G474-B136	f89r2.17	sodar	INSTRUCTION	0	0	0	NONE	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R126	G475-R126	f89r	PHARMA	20	UNMARKED_NEW_LOCUS	1	G474-B137	f89r2.18	cheys	INSTRUCTION	0	0	0	NONE	Wähle den Drogenposten.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R127	G475-R127	f89r	PHARMA	21	UNMARKED_NEW_LOCUS	1	G474-B138	f89r2.19	cheody	INSTRUCTION	0	0	0	NONE	Nimm den Drogenposten, auf Grad I und als Ausführung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R128	G475-R128	f89r	PHARMA	22	UNMARKED_NEW_LOCUS	1	G474-B139	f89r2.20	oporain	CATALOGUE	0	0	0	NONE	Droge »opor« — Anteilsangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R129	G475-R129	f89r	PHARMA	23	UNMARKED_NEW_LOCUS	1	G474-B140	f89r2.21	okshdchos	INSTRUCTION	0	0	0	NONE	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R130	G475-R130	f89r	PHARMA	24	UNMARKED_NEW_LOCUS	1	G474-B141	f89r2.29	okain	INSTRUCTION	0	0	0	NONE	Setze den Drogenanteil als Ansatz an.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R131	G475-R131	f89r	PHARMA	25	UNMARKED_NEW_LOCUS	1	G474-B142	f89r2.30	yorain	CATALOGUE	0	0	0	NONE	Droge »yor« — Anteilsangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R132	G475-R132	f89r	PHARMA	26	UNMARKED_NEW_LOCUS	1	G474-B143	f89r2.31	ofakal	CATALOGUE	0	0	0	NONE	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R133	G475-R133	f89r	PHARMA	27	EXPLICIT_NEXT_SIBLING_OT	1	G474-B144	f89r2.32	otalsy	COORDINATE	0	0	1	OT:danach Zielort	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R134	G475-R134	f89r	PHARMA	28	UNMARKED_NEW_LOCUS	1	G474-B145	f89r2.33	ytarem	CATALOGUE	0	0	0	NONE	Droge »yt« / Droge »em« — Ausgangszuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R135	G475-R135	f89r	PHARMA	29	EXPLICIT_NEXT_SIBLING_OT	1	G474-B146	f89r2.34	otolarol	COORDINATE	0	0	3	OT:danach Fortsetzung | OL:Folgeschritt in Ausgang weiterführen | OL:Ausgang weiterführen	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
