timing	chol	world	target	form	object	patient	axis	value	prior_index	prior_kind	prior_location	prior_form	prior_status	prior_assertion	prior_before	prior_after	prior_debts	row_status
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
O	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
O	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
I	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
I	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
I	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
O	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
O	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
O	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
I	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
I	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
I	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
O	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
O	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
O	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
I	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
I	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
I	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
O	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
O	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
O	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
I	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
I	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
I	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
O	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
O	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
O	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
I	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
I	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	31	ACTION	f102v2.38:4	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
I	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	32	QUALITY	f102v2.38:5	okey	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f102v2.38:6	recorded
O	H	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	7	MATERIAL	f102v2.33:2	sho	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	8	ACTION	f102v2.33:1	qokeor	ARGUMENT_INCOMPLETE	"{""axis"":""thermal"",""value"":""hot""}"	{}	{}	EXTRACT_PATIENT_NOT_BOUND	recorded
O	H	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	30	MATERIAL	f102v2.38:7	sho	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
