group_serial	page	locus	event_index	opaque_local_id	surface_display_only	canonical_namespace_id	local_image_owner	local_content_class	interface_role	instrument_reading_de	possible_condition_use_de	memory_atlas_rival_de	prose_dictionary_import	cross_section_pointer	orientation_or_rotation	f68_f69_key
58	f67r2	f67r2.23	2	A1:G058	salsain	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_23	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
59	f67r2	f67r2.24	1	A1:G059	sodar	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_24	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
60	f67r2	f67r2.24	2	A1:G060	ofar	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_24	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
61	f67r2	f67r2.24	3	A1:G061	ar	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_24	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
62	f67r2	f67r2.25	1	A1:G062	ydam	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_25	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
63	f67r2	f67r2.26	1	A1:G063	yteoor	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_26	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
64	f67r2	f67r2.26	2	A1:G064	yto	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_26	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
65	f67r2	f67r2.26	3	A1:G065	ykor	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_26	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
66	f67r2	f67r2.27	1	A1:G066	okeo	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_27	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
67	f67r2	f67r2.27	2	A1:G067	r	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_27	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
68	f67r2	f67r2.27	3	A1:G068	aiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_27	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
69	f67r2	f67r2.27	4	A1:G069	am	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_27	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
70	f67r2	f67r2.28	1	A1:G070	okain	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_28	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
71	f67r2	f67r2.28	2	A1:G071	am	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_28	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
72	f67r2	f67r2.29	1	A1:G072	ytody	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_29	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
73	f67r2	f67r2.29	2	A1:G073	saiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_29	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
74	f67r2	f67r2.30	1	A1:G074	ochol	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
75	f67r2	f67r2.30	2	A1:G075	olol	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
76	f67r2	f67r2.31	1	A1:G076	opcholdy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_31	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
77	f67r2	f67r2.32	1	A1:G077	dosar	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
78	f67r2	f67r2.32	2	A1:G078	odas	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
79	f67r2	f67r2.32	3	A1:G079	air	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
80	f67r2	f67r2.32	4	A1:G080	alaiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
81	f67r2	f67r2.33	1	A1:G081	dokan	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
82	f67r2	f67r2.33	2	A1:G082	oear	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
83	f67r2	f67r2.33	3	A1:G083	odal	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
84	f67r2	f67r2.34	1	A1:G084	ofar	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
85	f67r2	f67r2.34	2	A1:G085	oeoldan	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
86	f67r2	f67r2.35	1	A1:G086	chol	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
87	f67r2	f67r2.35	2	A1:G087	giin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
88	f67r2	f67r2.35	3	A1:G088	okol	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
89	f67r2	f67r2.36	1	A1:G089	ytor	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
90	f67r2	f67r2.36	2	A1:G090	daiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
91	f67r2	f67r2.36	3	A1:G091	or	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
92	f67r2	f67r2.37	1	A1:G092	ytoaiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_37	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
93	f67r2	f67r2.38	1	A1:G093	otoldos	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
94	f67r2	f67r2.38	2	A1:G094	octhole	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
95	f67r2	f67r2.39	1	A1:G095	sor	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
96	f67r2	f67r2.39	2	A1:G096	chedaiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
97	f67r2	f67r2.39	3	A1:G097	dy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
98	f67r2	f67r2.40	1	A1:G098	yteos	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
99	f67r2	f67r2.40	2	A1:G099	oiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
100	f67r2	f67r2.40	3	A1:G100	og	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
101	f67r2	f67r2.41	1	A1:G101	ytoeopchey	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
102	f67r2	f67r2.41	2	A1:G102	chekody	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
103	f67r2	f67r2.42	1	A1:G103	sosho	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
104	f67r2	f67r2.42	2	A1:G104	chos	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
105	f67r2	f67r2.42	3	A1:G105	ockhy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
106	f67r2	f67r2.43	1	A1:G106	daiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
107	f67r2	f67r2.43	2	A1:G107	aiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
108	f67r2	f67r2.43	3	A1:G108	os	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
109	f67r2	f67r2.43	4	A1:G109	qsg	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
110	f67r2	f67r2.44	1	A1:G110	ofydy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
111	f67r2	f67r2.44	2	A1:G111	sheody	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
112	f67r2	f67r2.44	3	A1:G112	aiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
113	f67r2	f67r2.45	1	A1:G113	ycheody	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
114	f67r2	f67r2.45	2	A1:G114	es	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
115	f67r2	f67r2.45	3	A1:G115	odaiiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
116	f67r2	f67r2.46	1	A1:G116	yekees	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
117	f67r2	f67r2.46	2	A1:G117	oraly	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
118	f67r2	f67r2.47	1	A1:G118	yfain	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_47	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
