carrier	raw_complete	all28_stable_complete	core13	semantic_credit	component_export_credit	eody_raw_occurrences	eody_stable_occurrences	eody_stable_physical_folios	eol_raw_occurrences	eol_stable_occurrences	eol_stable_physical_folios	edy_raw_occurrences	edy_stable_occurrences	edy_stable_physical_folios	ol_raw_occurrences	ol_stable_occurrences	ol_stable_physical_folios	eligible_events	eody_eligible_events	eol_eligible_events	edy_eligible_events	ol_eligible_events
olpch	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	0
olpsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
olsh	0	0	0	0	0	1	0	0	3	2	2	17	8	6	0	0	0	0	0	0	0	0
olshe	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
olsheeos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
olt	0	0	0	0	0	2	1	1	0	0	0	6	4	4	0	0	0	0	0	0	0	0
oltch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
olte	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0
oltee	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oltsh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
olyt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
op	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	3	0	0	0	0	0
opalsh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
opch	1	1	0	0	0	1	1	1	4	4	4	48	36	28	6	5	5	42	1	4	32	5
opche	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0
opcheal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
opsh	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0
oqoe	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
or	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	7	0	0	0	0	0
oran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
orar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
oraroek	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
orch	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
orshe	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
osh	0	0	0	0	0	0	0	0	1	1	1	2	1	1	1	1	1	0	0	0	0	0
oshe	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ot	1	1	1	0	0	20	15	14	26	24	22	131	75	33	58	56	46	143	13	21	58	51
otak	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
otalksh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
otalsh	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
otarch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
otch	1	1	0	0	0	1	1	1	1	1	1	34	18	14	27	24	22	43	1	1	17	24
otche	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
otchod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ote	0	0	0	0	0	7	5	4	5	5	5	88	66	32	0	0	0	0	0	0	0	0
otech	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oteche	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
oted	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
otedal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
otee	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
oteeylsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oteoef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
otkch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
otl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
otok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
otol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
otsh	0	0	0	0	0	1	1	1	0	0	0	7	4	4	2	2	2	0	0	0	0	0
otyk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
otytch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
oyke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	11	0	0	0	0	0
pch	1	1	1	0	0	5	4	4	10	10	8	35	25	21	5	5	5	42	4	10	23	5
pchd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
pche	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
pchod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
pcholke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
pd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
pdsh	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pesh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
poch	0	0	0	0	0	1	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0
podair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
podsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
polch	0	0	0	0	0	0	0	0	0	0	0	7	3	3	0	0	0	0	0	0	0	0
poldsh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
pole	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
polk	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
polke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
polsh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
poltesh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
possh	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
psh	0	0	0	0	0	4	3	3	0	0	0	3	3	3	3	2	2	0	0	0	0	0
pshe	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
pshor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pych	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
q	0	0	0	0	0	0	0	0	1	1	1	3	1	1	132	124	31	0	0	0	0	0
qckh	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
qe	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
qee	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qek	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qepch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qet	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
qk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
qke	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qo	0	0	0	0	0	0	0	0	2	2	2	5	3	2	4	4	4	0	0	0	0	0
qoch	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	1	1	0	0	0	0	0
qockh	0	0	0	0	0	0	0	0	0	0	0	4	3	3	6	5	5	0	0	0	0	0
qockhe	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qocth	1	0	0	0	0	1	1	1	1	0	0	3	3	3	2	2	2	0	0	0	0	0
qod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
qode	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0
qoe	0	0	0	0	0	3	2	2	2	2	2	16	9	6	0	0	0	0	0	0	0	0
qoee	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0
qoeed	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qoeeke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qoek	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	2	1	0	0	0	0	0
qoepsh	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qoes	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qof	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
qofch	0	0	0	0	0	0	0	0	2	2	2	8	5	5	2	2	2	0	0	0	0	0
qoii	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qok	1	1	1	0	0	26	17	13	39	34	23	249	164	45	88	82	48	216	11	30	108	67
qokal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
qokalch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qokalk	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
qokalsh	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qokch	0	0	0	0	0	2	1	1	0	0	0	39	27	14	15	15	11	0	0	0	0	0
qokche	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
qoke	0	0	0	0	0	13	10	8	7	7	6	292	201	44	0	0	0	0	0	0	0	0
qokech	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0
qoked	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
qokee	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0
qokeeolch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qokeod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
qokeok	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qokesh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qokolch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qoksh	0	0	0	0	0	0	0	0	0	0	0	10	7	6	1	1	1	0	0	0	0	0
qokshe	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
qolch	0	0	0	0	0	0	0	0	1	1	1	11	7	6	0	0	0	0	0	0	0	0
qolche	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
qolk	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qolke	0	0	0	0	0	0	0	0	0	0	0	7	5	4	0	0	0	0	0	0	0	0
qolsh	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	0	0	0	0	0	0	0
qolshe	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
qolt	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qolte	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qoolke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	0	0	0	0	0
qopch	1	1	0	0	0	2	2	2	1	1	1	31	23	17	5	5	4	24	2	1	16	5
qopche	0	0	0	0	0	1	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0
qopsh	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0
qorch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qosch	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qosh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qoshe	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qot	1	1	1	0	0	10	8	7	10	9	7	78	49	30	43	40	28	88	8	8	40	32
qotain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
qotalch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qotch	0	0	0	0	0	0	0	0	3	3	3	24	17	9	13	13	11	0	0	0	0	0
qotche	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0
qote	0	0	0	0	0	3	2	2	5	4	4	74	51	30	0	0	0	0	0	0	0	0
qoted	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
qotedsh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
qotee	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0
qotol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
qotolch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qotolfch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
qotsh	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	1	1	0	0	0	0	0
qoypch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	11	0	0	0	0	0
ral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ralkch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
rch	0	0	0	0	0	0	0	0	0	0	0	10	6	6	1	0	0	0	0	0	0	0
rode	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
roke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rolch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rolke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
rolshe	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ror	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0
rorar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rsh	0	0	0	0	0	0	0	0	1	0	0	5	3	3	0	0	0	0	0	0	0	0
rshe	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0
s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	49	31	0	0	0	0	0
saiis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
sal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
salch	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
salke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
sar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0
sarolshe	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sch	0	0	0	0	0	0	0	0	0	0	0	7	4	4	3	3	3	0	0	0	0	0
seche	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
sh	1	1	1	0	0	34	24	20	90	71	41	390	219	55	163	146	81	352	23	50	165	114
shcfh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shckh	0	0	0	0	0	1	0	0	0	0	0	5	3	2	1	0	0	0	0	0	0	0
shcth	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
shd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
she	0	0	0	0	0	3	2	2	10	9	7	77	41	28	0	0	0	0	0	0	0	0
sheal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
shech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
sheckh	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0
shecth	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
shedk	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
sheek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
shek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
sheksh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
sheockh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sheod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
sheok	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
sheoke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
sheol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
sheolk	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sheolke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
sheotch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shepch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sheyte	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shk	0	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
shkake	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shkch	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
shke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shoch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
shockh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
shocph	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
shocth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
shod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0
shody	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
shof	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
shofsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
shokal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
shoke	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
shol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sholk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sholkch	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sholke	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
sholt	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
shopalch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shot	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3	3	3	0	0	0	0	0
sht	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
shyk	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shypch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
shysh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ske	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
soee	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
sok	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
soke	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
sol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
solar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
solch	0	0	0	0	0	0	0	0	1	1	1	6	2	2	0	0	0	0	0	0	0	0
solk	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
solkch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
solke	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0
solsh	0	0	0	0	0	0	0	0	1	0	0	4	1	1	0	0	0	0	0	0	0	0
solte	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sot	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ssh	0	0	0	0	0	0	0	0	1	0	0	6	4	4	0	0	0	0	0	0	0	0
t	1	1	1	0	0	7	6	5	13	12	11	31	16	15	34	27	22	59	6	11	16	26
tal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
tch	1	1	1	0	0	5	5	5	6	6	5	33	24	18	16	11	10	44	4	6	24	10
tchdar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tched	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tcheych	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tchok	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
tchol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
td	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
te	0	0	0	0	0	4	3	3	3	3	3	13	7	7	0	0	0	0	0	0	0	0
tech	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
tedy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
tee	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0
teeolte	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
toch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tocph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
toe	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
tok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tolch	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
tolk	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
tolkee	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tolsh	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
tot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tsh	0	0	0	0	0	2	1	1	0	0	0	10	5	4	6	6	6	0	0	0	0	0
tshd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
tsheoke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tshok	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tshol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
x	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ych	1	1	0	0	0	2	2	2	11	8	7	11	8	7	10	9	9	27	2	8	8	9
yche	0	0	0	0	0	1	1	1	1	0	0	7	4	4	0	0	0	0	0	0	0	0
ycheo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
yckh	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ycth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
yfch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
yk	1	1	0	0	0	4	2	2	11	7	6	18	6	6	12	9	9	22	2	5	6	9
ykch	0	0	0	0	0	1	1	1	0	0	0	7	6	6	6	5	4	0	0	0	0	0
yke	0	0	0	0	0	8	7	5	7	6	5	26	19	18	0	0	0	0	0	0	0	0
ykee	0	0	0	0	0	1	1	1	0	0	0	4	3	3	0	0	0	0	0	0	0	0
ykeesh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
yki	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ykolair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
yksh	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	0	0	0	0	0	0
yok	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yolk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
yot	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
