global_running_ordinal	global_running_event_id	source_layer	source_event_id	source_replay_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color
1017	G407-E1017	ORIGINAL22_RUNNING	P912-E1928	G399-E0717	f67r2	f67r2	CELESTIAL	f67r2.74	783	P1009-S041	zwei getrennte Himmelsräder und Tabelle	cheos	CH+E+O+S	NEHMEN · GRAD I · AUSFÜHRUNG · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1018	G407-E1018	ORIGINAL22_RUNNING	P912-E1929	G399-E0718	f67r2	f67r2	CELESTIAL	f67r2.74	784	P1009-S041	zwei getrennte Himmelsräder und Tabelle	oeeos	O+EE+O+S	AUSFÜHRUNG · GRAD II · AUSFÜHRUNG · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1019	G407-E1019	ORIGINAL22_RUNNING	P912-E1930	G399-E0719	f67r2	f67r2	CELESTIAL	f67r2.74	785	P1009-S041	zwei getrennte Himmelsräder und Tabelle	qockhy	CARRIER_Q+O+CH+K+Y	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1020	G407-E1020	ORIGINAL22_RUNNING	P912-E1931	G399-E0720	f67r2	f67r2	CELESTIAL	f67r2.74	786	P1009-S041	zwei getrennte Himmelsräder und Tabelle	chos	CH+O+S	NEHMEN · AUSFÜHRUNG · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1021	G407-E1021	ORIGINAL22_RUNNING	P912-E1932	G399-E0721	f67r2	f67r2	CELESTIAL	f67r2.74	787	P1009-S041	zwei getrennte Himmelsräder und Tabelle	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1022	G407-E1022	ORIGINAL22_RUNNING	P912-E1933	G399-E0722	f67r2	f67r2	CELESTIAL	f67r2.74	788	P1009-S041	zwei getrennte Himmelsräder und Tabelle	okeeody	OK+EE+O+D_ADDR+Y	SETZEN · GRAD II · AUSFÜHRUNG · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1023	G407-E1023	ORIGINAL22_RUNNING	P912-E1934	G399-E0723	f67r2	f67r2	CELESTIAL	f67r2.74	789	P1009-S041	zwei getrennte Himmelsräder und Tabelle	qokoaiin	OK+O+AIIN	SETZEN · AUSFÜHRUNG · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1024	G407-E1024	ORIGINAL22_RUNNING	P912-E1935	G399-E0724	f67r2	f67r2	CELESTIAL	f67r2.74	790	P1009-S041	zwei getrennte Himmelsräder und Tabelle	odain	O+D_ADDR+AIN	AUSFÜHRUNG · HIER · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1025	G407-E1025	ORIGINAL22_RUNNING	P912-E1936	G399-E0725	f67r2	f67r2	CELESTIAL	f67r2.74	791	P1009-S041	zwei getrennte Himmelsräder und Tabelle	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1026	G407-E1026	ORIGINAL22_RUNNING	P912-E1937	G399-E0726	f67r2	f67r2	CELESTIAL	f67r2.74	792	P1009-S041	zwei getrennte Himmelsräder und Tabelle	air	AIR	LAUF	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1027	G407-E1027	ORIGINAL22_RUNNING	P912-E1938	G399-E0727	f67r2	f67r2	CELESTIAL	f67r2.74	793	P1009-S041	zwei getrennte Himmelsräder und Tabelle	ay	A_ADDR+Y	HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1028	G407-E1028	ORIGINAL22_RUNNING	P912-E1939	G399-E0728	f68r1	f68r1	CELESTIAL	f68r1.1	794	P1009-S042	mehrteilige Sternstellentafel	shokchy	SH+OK+CH+Y	HALTEN · SETZEN · NEHMEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1029	G407-E1029	ORIGINAL22_RUNNING	P912-E1940	G399-E0729	f68r1	f68r1	CELESTIAL	f68r1.1	795	P1009-S042	mehrteilige Sternstellentafel	chteey	CH+T+EE+Y	NEHMEN · EINSTELLEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1030	G407-E1030	ORIGINAL22_RUNNING	P912-E1941	G399-E0730	f68r1	f68r1	CELESTIAL	f68r1.1	796	P1009-S042	mehrteilige Sternstellentafel	choteey	CH+OT+EE+Y	NEHMEN · DANACH · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1031	G407-E1031	ORIGINAL22_RUNNING	P912-E1942	G399-E0731	f68r1	f68r1	CELESTIAL	f68r1.1	797	P1009-S042	mehrteilige Sternstellentafel	cphol	CH+P+OL	NEHMEN · EINSETZEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1032	G407-E1032	ORIGINAL22_RUNNING	P912-E1943	G399-E0732	f68r1	f68r1	CELESTIAL	f68r1.1	798	P1009-S042	mehrteilige Sternstellentafel	cheor	CH+E+O+R	NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1033	G407-E1033	ORIGINAL22_RUNNING	P912-E1944	G399-E0733	f68r1	f68r1	CELESTIAL	f68r1.1	799	P1009-S042	mehrteilige Sternstellentafel	opcheeol	O+P+CH+EE+OL	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD II · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1034	G407-E1034	ORIGINAL22_RUNNING	P912-E1945	G399-E0734	f68r1	f68r1	CELESTIAL	f68r1.1	800	P1009-S042	mehrteilige Sternstellentafel	otor	OT+OR	DANACH · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1035	G407-E1035	ORIGINAL22_RUNNING	P912-E1946	G399-E0735	f68r1	f68r1	CELESTIAL	f68r1.1	801	P1009-S042	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · GRAD III · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1036	G407-E1036	ORIGINAL22_RUNNING	P912-E1947	G399-E0736	f68r1	f68r1	CELESTIAL	f68r1.1	802	P1009-S042	mehrteilige Sternstellentafel	okchoal	OK+CH+O+AL	SETZEN · NEHMEN · AUSFÜHRUNG · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1037	G407-E1037	ORIGINAL22_RUNNING	P912-E1948	G399-E0737	f68r1	f68r1	CELESTIAL	f68r1.2	803	P1009-S042	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	EINSTELLEN · AUSFÜHRUNG · NEHMEN · WÄHLEN · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1038	G407-E1038	ORIGINAL22_RUNNING	P912-E1949	G399-E0738	f68r1	f68r1	CELESTIAL	f68r1.2	804	P1009-S042	mehrteilige Sternstellentafel	otchl	OT+CH+L	DANACH · NEHMEN · VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1039	G407-E1039	ORIGINAL22_RUNNING	P912-E1950	G399-E0739	f68r1	f68r1	CELESTIAL	f68r1.2	805	P1009-S042	mehrteilige Sternstellentafel	qokeeedy	OK+EEE+DY	SETZEN · GRAD III · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1040	G407-E1040	ORIGINAL22_RUNNING	P912-E1951	G399-E0740	f68r1	f68r1	CELESTIAL	f68r1.2	806	P1009-S043	mehrteilige Sternstellentafel	cheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1041	G407-E1041	ORIGINAL22_RUNNING	P912-E1952	G399-E0741	f68r1	f68r1	CELESTIAL	f68r1.2	807	P1009-S043	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	NEHMEN · GRAD II · EINSTELLEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1042	G407-E1042	ORIGINAL22_RUNNING	P912-E1953	G399-E0742	f68r1	f68r1	CELESTIAL	f68r1.2	808	P1009-S043	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	AKTIVER POSTEN · EINSTELLEN · GRAD I · AUSFÜHRUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1043	G407-E1043	ORIGINAL22_RUNNING	P912-E1954	G399-E0743	f68r1	f68r1	CELESTIAL	f68r1.2	809	P1009-S044	mehrteilige Sternstellentafel	chpor	CH+P+OR	NEHMEN · EINSETZEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1044	G407-E1044	ORIGINAL22_RUNNING	P912-E1955	G399-E0744	f68r1	f68r1	CELESTIAL	f68r1.2	810	P1009-S044	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	NEHMEN · GRAD I · AUSFÜHRUNG · GEBEN · EINHEIT · NEHMEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1045	G407-E1045	ORIGINAL22_RUNNING	P912-E1956	G399-E0745	f68r1	f68r1	CELESTIAL	f68r1.2	811	P1009-S044	mehrteilige Sternstellentafel	chod	CH+O+D_ADDR	NEHMEN · AUSFÜHRUNG · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1046	G407-E1046	ORIGINAL22_RUNNING	P912-E1957	G399-E0746	f68r1	f68r1	CELESTIAL	f68r1.3	812	P1009-S044	mehrteilige Sternstellentafel	ykor	Y+K+OR	AKTIVER POSTEN · GEBEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1047	G407-E1047	ORIGINAL22_RUNNING	P912-E1958	G399-E0747	f68r1	f68r1	CELESTIAL	f68r1.3	813	P1009-S044	mehrteilige Sternstellentafel	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1048	G407-E1048	ORIGINAL22_RUNNING	P912-E1959	G399-E0748	f68r1	f68r1	CELESTIAL	f68r1.3	814	P1009-S044	mehrteilige Sternstellentafel	qocheey	CARRIER_Q+O+CH+EE+Y	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1049	G407-E1049	ORIGINAL22_RUNNING	P912-E1960	G399-E0749	f68r1	f68r1	CELESTIAL	f68r1.3	815	P1009-S044	mehrteilige Sternstellentafel	chokal	OK+AL	SETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1050	G407-E1050	ORIGINAL22_RUNNING	P912-E1961	G399-E0750	f68r1	f68r1	CELESTIAL	f68r1.3	816	P1009-S044	mehrteilige Sternstellentafel	okeey	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1051	G407-E1051	ORIGINAL22_RUNNING	P912-E1962	G399-E0751	f68r1	f68r1	CELESTIAL	f68r1.3	817	P1009-S044	mehrteilige Sternstellentafel	ror	R+OR	MARKIEREN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1052	G407-E1052	ORIGINAL22_RUNNING	P912-E1963	G399-E0752	f68r1	f68r1	CELESTIAL	f68r1.3	818	P1009-S044	mehrteilige Sternstellentafel	eckhear	E+CH+K+E+AR	GRAD I · NEHMEN · GEBEN · GRAD I · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1053	G407-E1053	ORIGINAL22_RUNNING	P912-E1964	G399-E0753	f68r1	f68r1	CELESTIAL	f68r1.3	819	P1009-S044	mehrteilige Sternstellentafel	daram	DA+R+A_ADDR+AM_ADDR	ZWEITE STUFE · MARKIEREN · HIER · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1054	G407-E1054	ORIGINAL22_RUNNING	P912-E1965	G399-E0754	f68r1	f68r1	CELESTIAL	f68r1.4	820	P1009-S044	mehrteilige Sternstellentafel	dchor	D_ADDR+CH+OR	HIER · NEHMEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1055	G407-E1055	ORIGINAL22_RUNNING	P912-E1966	G399-E0755	f68r1	f68r1	CELESTIAL	f68r1.4	821	P1009-S044	mehrteilige Sternstellentafel	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	SETZEN · HIER · VARIANTE · STUFE	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1056	G407-E1056	ORIGINAL22_RUNNING	P912-E1967	G399-E0756	f68r1	f68r1	CELESTIAL	f68r1.5	822	P1009-S044	mehrteilige Sternstellentafel	yky	Y+K+Y	AKTIVER POSTEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1057	G407-E1057	ORIGINAL22_RUNNING	P912-E1968	G399-E0757	f68r1	f68r1	CELESTIAL	f68r1.6	823	P1009-S044	mehrteilige Sternstellentafel	dary	DA+R+Y	ZWEITE STUFE · MARKIEREN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1058	G407-E1058	ORIGINAL22_RUNNING	P912-E1969	G399-E0758	f68r1	f68r1	CELESTIAL	f68r1.7	824	P1009-S044	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	NEHMEN · GEBEN · NEHMEN · AKTIVER POSTEN · GEBEN · FORTSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1059	G407-E1059	ORIGINAL22_RUNNING	P1003-E0558	G399-E0759	f71v	f71v	CELESTIAL	f71v.1	1217	P1009-S045	erste lokale Figuren-/Sternringgruppe	osheo	O+SH+E+O	AUSFÜHRUNG · HALTEN · GRAD I · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1060	G407-E1060	ORIGINAL22_RUNNING	P1003-E0559	G399-E0760	f71v	f71v	CELESTIAL	f71v.1	1218	P1009-S045	erste lokale Figuren-/Sternringgruppe	parar	P+AR+AR	EINSETZEN · AUSGANG · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1061	G407-E1061	ORIGINAL22_RUNNING	P1003-E0560	G399-E0761	f71v	f71v	CELESTIAL	f71v.1	1219	P1009-S045	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	DANACH · GRAD II · AUSFÜHRUNG · HIER · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1062	G407-E1062	ORIGINAL22_RUNNING	P1003-E0561	G399-E0762	f71v	f71v	CELESTIAL	f71v.1	1220	P1009-S045	erste lokale Figuren-/Sternringgruppe	she	SH+E	HALTEN · GRAD I	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1063	G407-E1063	ORIGINAL22_RUNNING	P1003-E0562	G399-E0763	f71v	f71v	CELESTIAL	f71v.1	1221	P1009-S045	erste lokale Figuren-/Sternringgruppe	ateey	A_ADDR+T+EE+Y	HIER · EINSTELLEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1064	G407-E1064	ORIGINAL22_RUNNING	P1003-E0563	G399-E0764	f71v	f71v	CELESTIAL	f71v.1	1222	P1009-S045	erste lokale Figuren-/Sternringgruppe	daiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1065	G407-E1065	ORIGINAL22_RUNNING	P1003-E0564	G399-E0765	f71v	f71v	CELESTIAL	f71v.1	1223	P1009-S045	erste lokale Figuren-/Sternringgruppe	oteokeey	OT+E+O+K+EE+Y	DANACH · GRAD I · AUSFÜHRUNG · GEBEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1066	G407-E1066	ORIGINAL22_RUNNING	P1003-E0565	G399-E0766	f71v	f71v	CELESTIAL	f71v.1	1224	P1009-S045	erste lokale Figuren-/Sternringgruppe	dal	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1067	G407-E1067	ORIGINAL22_RUNNING	P1003-E0566	G399-E0767	f71v	f71v	CELESTIAL	f71v.1	1225	P1009-S045	erste lokale Figuren-/Sternringgruppe	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1068	G407-E1068	ORIGINAL22_RUNNING	P1003-E0567	G399-E0768	f71v	f71v	CELESTIAL	f71v.1	1226	P1009-S045	erste lokale Figuren-/Sternringgruppe	oteey	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1069	G407-E1069	ORIGINAL22_RUNNING	P1003-E0568	G399-E0769	f71v	f71v	CELESTIAL	f71v.1	1227	P1009-S045	erste lokale Figuren-/Sternringgruppe	teey	T+EE+Y	EINSTELLEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1070	G407-E1070	ORIGINAL22_RUNNING	P1003-E0569	G399-E0770	f71v	f71v	CELESTIAL	f71v.1	1228	P1009-S045	erste lokale Figuren-/Sternringgruppe	dy	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1071	G407-E1071	ORIGINAL22_RUNNING	P1003-E0570	G399-E0771	f71v	f71v	CELESTIAL	f71v.1	1229	P1009-S045	erste lokale Figuren-/Sternringgruppe	otchy	OT+CH+Y	DANACH · NEHMEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1072	G407-E1072	ORIGINAL22_RUNNING	P1003-E0571	G399-E0772	f71v	f71v	CELESTIAL	f71v.1	1230	P1009-S045	erste lokale Figuren-/Sternringgruppe	keey	K+EE+Y	GEBEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1073	G407-E1073	ORIGINAL22_RUNNING	P1003-E0572	G399-E0773	f71v	f71v	CELESTIAL	f71v.1	1231	P1009-S045	erste lokale Figuren-/Sternringgruppe	sheeo	SH+EE+O	HALTEN · GRAD II · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1074	G407-E1074	ORIGINAL22_RUNNING	P1003-E0573	G399-E0774	f71v	f71v	CELESTIAL	f71v.1	1232	P1009-S045	erste lokale Figuren-/Sternringgruppe	ochey	O+CH+E+Y	AUSFÜHRUNG · NEHMEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1075	G407-E1075	ORIGINAL22_RUNNING	P1003-E0574	G399-E0775	f71v	f71v	CELESTIAL	f71v.1	1233	P1009-S045	erste lokale Figuren-/Sternringgruppe	chey	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1076	G407-E1076	ORIGINAL22_RUNNING	P1003-E0575	G399-E0776	f71v	f71v	CELESTIAL	f71v.1	1234	P1009-S045	erste lokale Figuren-/Sternringgruppe	otcheodal	OT+CH+E+O+D_ADDR+AL	DANACH · NEHMEN · GRAD I · AUSFÜHRUNG · HIER · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1077	G407-E1077	ORIGINAL22_RUNNING	P1003-E0576	G399-E0777	f71v	f71v	CELESTIAL	f71v.1	1235	P1009-S045	erste lokale Figuren-/Sternringgruppe	sheealody	SH+EE+AL+O+DY	HALTEN · GRAD II · ZIELORT · AUSFÜHRUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1078	G407-E1078	ORIGINAL22_RUNNING	P1003-E0577	G399-E0778	f71v	f71v	CELESTIAL	f71v.1	1236	P1009-S046	erste lokale Figuren-/Sternringgruppe	cheol	CH+E+O+L	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1079	G407-E1079	ORIGINAL22_RUNNING	P1003-E0578	G399-E0779	f71v	f71v	CELESTIAL	f71v.1	1237	P1009-S046	erste lokale Figuren-/Sternringgruppe	otar	OT+AR	DANACH · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1080	G407-E1080	ORIGINAL22_RUNNING	P1003-E0579	G399-E0780	f71v	f71v	CELESTIAL	f71v.1	1238	P1009-S046	erste lokale Figuren-/Sternringgruppe	okam	OK+AM_ADDR	SETZEN · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1081	G407-E1081	ORIGINAL22_RUNNING	P1003-E0580	G399-E0781	f71v	f71v	CELESTIAL	f71v.1	1239	P1009-S046	erste lokale Figuren-/Sternringgruppe	oteodar	OT+E+O+D_ADDR+AR	DANACH · GRAD I · AUSFÜHRUNG · HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1082	G407-E1082	ORIGINAL22_RUNNING	P1003-E0581	G399-E0782	f71v	f71v	CELESTIAL	f71v.1	1240	P1009-S046	erste lokale Figuren-/Sternringgruppe	chpchy	CH+P+CH+Y	NEHMEN · EINSETZEN · NEHMEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1083	G407-E1083	ORIGINAL22_RUNNING	P1003-E0582	G399-E0783	f71v	f71v	CELESTIAL	f71v.1	1241	P1009-S046	erste lokale Figuren-/Sternringgruppe	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1084	G407-E1084	ORIGINAL22_RUNNING	P1003-E0583	G399-E0784	f71v	f71v	CELESTIAL	f71v.1	1242	P1009-S046	erste lokale Figuren-/Sternringgruppe	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1085	G407-E1085	ORIGINAL22_RUNNING	P1003-E0584	G399-E0785	f71v	f71v	CELESTIAL	f71v.1	1243	P1009-S046	erste lokale Figuren-/Sternringgruppe	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1086	G407-E1086	ORIGINAL22_RUNNING	P1003-E0585	G399-E0786	f71v	f71v	CELESTIAL	f71v.1	1244	P1009-S046	erste lokale Figuren-/Sternringgruppe	oteoshar	OT+E+O+SH+AR	DANACH · GRAD I · AUSFÜHRUNG · HALTEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1087	G407-E1087	ORIGINAL22_RUNNING	P1003-E0586	G399-E0787	f71v	f71v	CELESTIAL	f71v.1	1245	P1009-S046	erste lokale Figuren-/Sternringgruppe	okeodaly	OK+E+O+D_ADDR+AL+Y	SETZEN · GRAD I · AUSFÜHRUNG · HIER · ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1088	G407-E1088	ORIGINAL22_RUNNING	P1003-E0587	G399-E0788	f71v	f71v	CELESTIAL	f71v.1	1246	P1009-S046	erste lokale Figuren-/Sternringgruppe	oteey	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1089	G407-E1089	ORIGINAL22_RUNNING	P1003-E0588	G399-E0789	f71v	f71v	CELESTIAL	f71v.1	1247	P1009-S046	erste lokale Figuren-/Sternringgruppe	teeey	T+EEE+Y	EINSTELLEN · GRAD III · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1090	G407-E1090	ORIGINAL22_RUNNING	P1003-E0589	G399-E0790	f71v	f71v	CELESTIAL	f71v.1	1248	P1009-S046	erste lokale Figuren-/Sternringgruppe	oteey	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1091	G407-E1091	ORIGINAL22_RUNNING	P1003-E0590	G399-E0791	f71v	f71v	CELESTIAL	f71v.1	1249	P1009-S046	erste lokale Figuren-/Sternringgruppe	keor	K+E+OR	GEBEN · GRAD I · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1092	G407-E1092	ORIGINAL22_RUNNING	P1003-E0591	G399-E0792	f71v	f71v	CELESTIAL	f71v.1	1250	P1009-S046	erste lokale Figuren-/Sternringgruppe	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1093	G407-E1093	ORIGINAL22_RUNNING	P1003-E0592	G399-E0793	f71v	f71v	CELESTIAL	f71v.1	1251	P1009-S046	erste lokale Figuren-/Sternringgruppe	arol	AR+OL	AUSGANG · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1094	G407-E1094	ORIGINAL22_RUNNING	P1003-E0593	G399-E0794	f71v	f71v	CELESTIAL	f71v.1	1252	P1009-S046	erste lokale Figuren-/Sternringgruppe	cheols	CH+E+O+L+S	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1095	G407-E1095	ORIGINAL22_RUNNING	P1003-E0594	G399-E0795	f71v	f71v	CELESTIAL	f71v.1	1253	P1009-S046	erste lokale Figuren-/Sternringgruppe	okaikaly	OK+A_ADDR+IIN+K+AL+Y	SETZEN · HIER · STUFE · GEBEN · ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1096	G407-E1096	ORIGINAL22_RUNNING	P1003-E0611	G399-E0796	f71v	f71v	CELESTIAL	f71v.12	1270	P1009-S047	zweite lokale Figuren-/Sternringgruppe	chal	CH+AL	NEHMEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1097	G407-E1097	ORIGINAL22_RUNNING	P1003-E0612	G399-E0797	f71v	f71v	CELESTIAL	f71v.12	1271	P1009-S047	zweite lokale Figuren-/Sternringgruppe	oteeos	OT+EE+O+S_ADDR	DANACH · GRAD II · AUSFÜHRUNG · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1098	G407-E1098	ORIGINAL22_RUNNING	P1003-E0613	G399-E0798	f71v	f71v	CELESTIAL	f71v.12	1272	P1009-S047	zweite lokale Figuren-/Sternringgruppe	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1099	G407-E1099	ORIGINAL22_RUNNING	P1003-E0614	G399-E0799	f71v	f71v	CELESTIAL	f71v.12	1273	P1009-S047	zweite lokale Figuren-/Sternringgruppe	sheky	SH+E+K+Y	HALTEN · GRAD I · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1100	G407-E1100	ORIGINAL22_RUNNING	P1003-E0615	G399-E0800	f71v	f71v	CELESTIAL	f71v.12	1274	P1009-S047	zweite lokale Figuren-/Sternringgruppe	okalar	OK+AL+AR	SETZEN · ZIELORT · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
