global_attachment_ordinal	global_attachment_id	source_layer	source_factorized_id	source_attachment_id	physical_page	register	source_statement_id	global_statement_id	source_event_id	global_running_event_id	surface	focus_core	focus_value_de	focus_family	focus_atom_ordinal	selector_rule	attachment_geometry	selected_action_source_event_id	resolved_action_source_event_id	selected_action_global_event_id	selected_action_atom_ordinal	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	factorized_result
926	G407-A00926	ORIGINAL22_GDT402	G402-A00656	G399-A00656	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1909	G407-E0998	ypair	AIR	LAUF	RELATION	3	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1909	P912-E1909	G407-E0998	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
927	G407-A00927	ORIGINAL22_GDT402	G402-A00657	G399-A00657	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1910	G407-E0999	ykoaiin	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1910	P912-E1910	G407-E0999	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
928	G407-A00928	ORIGINAL22_GDT402	G402-A00658	G399-A00658	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1910	G407-E0999	ykoaiin	AIIN	WERT	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1910	P912-E1910	G407-E0999	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
929	G407-A00929	ORIGINAL22_GDT402	G402-A00659	G399-A00659	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1911	G407-E1000	ydoly	Y	AKTIVER POSTEN	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1910	P912-E1910	G407-E0999	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
930	G407-A00930	ORIGINAL22_GDT402	G402-A00660	G399-A00660	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1911	G407-E1000	ydoly	Y	AKTIVER POSTEN	ARGUMENT	4	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1910	P912-E1910	G407-E0999	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
931	G407-A00931	ORIGINAL22_GDT402	G402-A00661	G399-A00661	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1912	G407-E1001	ytalchos	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1912	P912-E1912	G407-E1001	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
932	G407-A00932	ORIGINAL22_GDT402	G402-A00662	G399-A00662	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1912	G407-E1001	ytalchos	AL	ZIELORT	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1912	P912-E1912	G407-E1001	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
933	G407-A00933	ORIGINAL22_GDT402	G402-A00663	G399-A00663	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1913	G407-E1002	oly	Y	AKTIVER POSTEN	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1912	P912-E1912	G407-E1001	6	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
934	G407-A00934	ORIGINAL22_GDT402	G402-A00664	G399-A00664	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1914	G407-E1003	okey	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1914	P912-E1914	G407-E1003	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
935	G407-A00935	ORIGINAL22_GDT402	G402-A00665	G399-A00665	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1914	G407-E1003	okey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1914	P912-E1914	G407-E1003	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
936	G407-A00936	ORIGINAL22_GDT402	G402-A00666	G399-A00666	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1915	G407-E1004	sshey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1915	P912-E1915	G407-E1004	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
937	G407-A00937	ORIGINAL22_GDT402	G402-A00667	G399-A00667	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1915	G407-E1004	sshey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1915	P912-E1915	G407-E1004	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
938	G407-A00938	ORIGINAL22_GDT402	G402-A00668	G399-A00668	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1916	G407-E1005	sy	Y	AKTIVER POSTEN	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1915	P912-E1915	G407-E1004	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
939	G407-A00939	ORIGINAL22_GDT402	G402-A00669	G399-A00669	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1917	G407-E1006	shees	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1917	P912-E1917	G407-E1006	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
940	G407-A00940	ORIGINAL22_GDT402	G402-A00670	G399-A00670	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1918	G407-E1007	qeykeey	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1918	P912-E1918	G407-E1007	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
941	G407-A00941	ORIGINAL22_GDT402	G402-A00671	G399-A00671	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1918	G407-E1007	qeykeey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1918	P912-E1918	G407-E1007	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
942	G407-A00942	ORIGINAL22_GDT402	G402-A00672	G399-A00672	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1918	G407-E1007	qeykeey	EE	GRAD II	GRADE	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1918	P912-E1918	G407-E1007	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
943	G407-A00943	ORIGINAL22_GDT402	G402-A00673	G399-A00673	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1918	G407-E1007	qeykeey	Y	AKTIVER POSTEN	ARGUMENT	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1918	P912-E1918	G407-E1007	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
944	G407-A00944	ORIGINAL22_GDT402	G402-A00674	G399-A00674	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1919	G407-E1008	ykchey	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1919	P912-E1919	G407-E1008	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
945	G407-A00945	ORIGINAL22_GDT402	G402-A00675	G399-A00675	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1919	G407-E1008	ykchey	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1919	P912-E1919	G407-E1008	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
946	G407-A00946	ORIGINAL22_GDT402	G402-A00676	G399-A00676	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1919	G407-E1008	ykchey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1919	P912-E1919	G407-E1008	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
947	G407-A00947	ORIGINAL22_GDT402	G402-A00677	G399-A00677	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1920	G407-E1009	ykchey	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1920	P912-E1920	G407-E1009	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
948	G407-A00948	ORIGINAL22_GDT402	G402-A00678	G399-A00678	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1920	G407-E1009	ykchey	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1920	P912-E1920	G407-E1009	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
949	G407-A00949	ORIGINAL22_GDT402	G402-A00679	G399-A00679	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1920	G407-E1009	ykchey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1920	P912-E1920	G407-E1009	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
950	G407-A00950	ORIGINAL22_GDT402	G402-A00680	G399-A00680	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1921	G407-E1010	qokeochy	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1921	P912-E1921	G407-E1010	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
951	G407-A00951	ORIGINAL22_GDT402	G402-A00681	G399-A00681	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1921	G407-E1010	qokeochy	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1921	P912-E1921	G407-E1010	4	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
952	G407-A00952	ORIGINAL22_GDT402	G402-A00682	G399-A00682	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1922	G407-E1011	oaiin	AIIN	WERT	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1921	P912-E1921	G407-E1010	4	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
953	G407-A00953	ORIGINAL22_GDT402	G402-A00683	G399-A00683	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1924	G407-E1013	ar	AR	AUSGANG	RELATION	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P912-E1923	P912-E1923	G407-E1012	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
954	G407-A00954	ORIGINAL22_GDT402	G402-A00684	G399-A00684	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1925	G407-E1014	olar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	P912-E1923	P912-E1923	G407-E1012	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
955	G407-A00955	ORIGINAL22_GDT402	G402-A00685	G399-A00685	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1926	G407-E1015	yshey	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1926	P912-E1926	G407-E1015	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
956	G407-A00956	ORIGINAL22_GDT402	G402-A00686	G399-A00686	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1926	G407-E1015	yshey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1926	P912-E1926	G407-E1015	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
957	G407-A00957	ORIGINAL22_GDT402	G402-A00687	G399-A00687	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1926	G407-E1015	yshey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1926	P912-E1926	G407-E1015	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
958	G407-A00958	ORIGINAL22_GDT402	G402-A00688	G399-A00688	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1927	G407-E1016	qokeeody	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1927	P912-E1927	G407-E1016	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
959	G407-A00959	ORIGINAL22_GDT402	G402-A00689	G399-A00689	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1927	G407-E1016	qokeeody	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1927	P912-E1927	G407-E1016	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
960	G407-A00960	ORIGINAL22_GDT402	G402-A00690	G399-A00690	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1928	G407-E1017	cheos	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1928	P912-E1928	G407-E1017	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
961	G407-A00961	ORIGINAL22_GDT402	G402-A00691	G399-A00691	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1929	G407-E1018	oeeos	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1929	P912-E1929	G407-E1018	4	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
962	G407-A00962	ORIGINAL22_GDT402	G402-A00692	G399-A00692	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1930	G407-E1019	qockhy	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1930	P912-E1930	G407-E1019	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
963	G407-A00963	ORIGINAL22_GDT402	G402-A00693	G399-A00693	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1932	G407-E1021	aiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1931	P912-E1931	G407-E1020	3	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
964	G407-A00964	ORIGINAL22_GDT402	G402-A00694	G399-A00694	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1933	G407-E1022	okeeody	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1933	P912-E1933	G407-E1022	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
965	G407-A00965	ORIGINAL22_GDT402	G402-A00695	G399-A00695	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1933	G407-E1022	okeeody	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1933	P912-E1933	G407-E1022	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
966	G407-A00966	ORIGINAL22_GDT402	G402-A00696	G399-A00696	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1934	G407-E1023	qokoaiin	AIIN	WERT	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1934	P912-E1934	G407-E1023	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
967	G407-A00967	ORIGINAL22_GDT402	G402-A00697	G399-A00697	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1935	G407-E1024	odain	AIN	ANTEIL	ARGUMENT	3	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1934	P912-E1934	G407-E1023	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
968	G407-A00968	ORIGINAL22_GDT402	G402-A00698	G399-A00698	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1936	G407-E1025	ar	AR	AUSGANG	RELATION	1	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	P912-E1934	P912-E1934	G407-E1023	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
969	G407-A00969	ORIGINAL22_GDT402	G402-A00699	G399-A00699	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1937	G407-E1026	air	AIR	LAUF	RELATION	1	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	P912-E1934	P912-E1934	G407-E1023	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
970	G407-A00970	ORIGINAL22_GDT402	G402-A00700	G399-A00700	f67r2	CELESTIAL	P1009-S041	G407-S051	P912-E1938	G407-E1027	ay	Y	AKTIVER POSTEN	ARGUMENT	2	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E1934	P912-E1934	G407-E1023	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
971	G407-A00971	ORIGINAL22_GDT402	G402-A00701	G399-A00701	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1939	G407-E1028	shokchy	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1939	P912-E1939	G407-E1028	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
972	G407-A00972	ORIGINAL22_GDT402	G402-A00702	G399-A00702	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1940	G407-E1029	chteey	EE	GRAD II	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1940	P912-E1940	G407-E1029	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
973	G407-A00973	ORIGINAL22_GDT402	G402-A00703	G399-A00703	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1940	G407-E1029	chteey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1940	P912-E1940	G407-E1029	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
974	G407-A00974	ORIGINAL22_GDT402	G402-A00704	G399-A00704	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1941	G407-E1030	choteey	EE	GRAD II	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1941	P912-E1941	G407-E1030	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
975	G407-A00975	ORIGINAL22_GDT402	G402-A00705	G399-A00705	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1941	G407-E1030	choteey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1941	P912-E1941	G407-E1030	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
976	G407-A00976	ORIGINAL22_GDT402	G402-A00706	G399-A00706	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1943	G407-E1032	cheor	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1943	P912-E1943	G407-E1032	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
977	G407-A00977	ORIGINAL22_GDT402	G402-A00707	G399-A00707	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1944	G407-E1033	opcheeol	EE	GRAD II	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1944	P912-E1944	G407-E1033	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
978	G407-A00978	ORIGINAL22_GDT402	G402-A00708	G399-A00708	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1945	G407-E1034	otor	OR	EINHEIT	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E1944	P912-E1944	G407-E1033	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
979	G407-A00979	ORIGINAL22_GDT402	G402-A00709	G399-A00709	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1946	G407-E1035	choctheeey	EEE	GRAD III	GRADE	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1946	P912-E1946	G407-E1035	4	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
980	G407-A00980	ORIGINAL22_GDT402	G402-A00710	G399-A00710	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1946	G407-E1035	choctheeey	Y	AKTIVER POSTEN	ARGUMENT	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1946	P912-E1946	G407-E1035	4	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
981	G407-A00981	ORIGINAL22_GDT402	G402-A00711	G399-A00711	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1947	G407-E1036	okchoal	AL	ZIELORT	RELATION	4	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1947	P912-E1947	G407-E1036	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
982	G407-A00982	ORIGINAL22_GDT402	G402-A00712	G399-A00712	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1949	G407-E1038	otchl	L	VERBINDUNG	RELATION	3	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1949	P912-E1949	G407-E1038	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
