common_occurrence_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	family_id	common_nucleus_de	register_expansion_de	selected_path_echo
C153	ASTRO	f69v	A3:G030	f69v.1	A3_LEFT_WHEEL_RING_TEXT	chol	F08_OL_CONTINUE	FORTSETZEN	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	NO
C154	ASTRO	f69v	A3:G036	f69v.1	A3_LEFT_WHEEL_RING_TEXT	dar	F02_AR_SOURCE	VOM AUSGANG	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	NO
C155	ASTRO	f69v	A3:G040	f69v.1	A3_LEFT_WHEEL_RING_TEXT	char	F02_AR_SOURCE	VOM AUSGANG	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	NO
C156	ASTRO	f69v	A3:G042	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	chol	F08_OL_CONTINUE	FORTSETZEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	NO
C157	ASTRO	f69v	A3:G044	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	dal	F03_AL_TARGET	ZUM ZIEL	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	YES
C158	ASTRO	f69v	A3:G047	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	cheey	F05_RELEASED_VALUE	FREIGEGEBENER WERT	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.	YES
C159	ASTRO	f69v	A3:G053	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	sheey	F20_SH_EE_HOLD	LÄNGER HALTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	YES
C160	ASTRO	f69v	A3:G054	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	aiin	F01_AIIN_VALUE	VORGABEWERT	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.	YES
C161	ASTRO	f69v	A3:G055	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	y	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C162	ASTRO	f69v	A3:G058	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	cheal	F03_AL_TARGET	ZUM ZIEL	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	NO
C163	ASTRO	f69v	A3:G061	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	y	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C164	ASTRO	f69v	A3:G062	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	dy	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	YES
C165	ASTRO	f69v	A3:G065	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	y	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C166	ASTRO	f69v	A3:G066	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	dy	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	YES
C167	ASTRO	f69v	A3:G067	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	chol	F08_OL_CONTINUE	FORTSETZEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	NO
C168	ASTRO	f69v	A3:G069	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	ol	F08_OL_CONTINUE	FORTSETZEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	NO
C169	ASTRO	f69v	A3:G070	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	y	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C170	ASTRO	f69v	A3:G072	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	chey	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C171	ASTRO	f69v	A3:G073	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	dal	F03_AL_TARGET	ZUM ZIEL	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	YES
C172	ASTRO	f69v	A3:G074	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	ody	F12_ODY_WITHDRAW	ZURÜCKNEHMEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten zuruecknehmen.	NO
C173	ASTRO	f69v	A3:G076	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	choky	F07_OK_CURRENT_SET	AKTUELLEN POSTEN SETZEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten setzen.	NO
C174	ASTRO	f69v	A3:G078	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	chey	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C175	ASTRO	f69v	A3:G082	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	chdy	F09_CHD_TRANSFER	AKTUELLEN POSTEN ÜBERTRAGEN	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: auf den bezeichneten Diagrammplatz uebertragen.	NO
C176	ASTRO	f69v	A3:G085	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	chy	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C177	ASTRO	f69v	A3:G087	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	cho	F06_HO_INPUT	EINGANGSPOSTEN	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Eingangsobjekt oder Eingangsbedingung.	YES
C178	ASTRO	f69v	A3:G103	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	chey	F04_Y_CURRENT	AKTUELLER POSTEN	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C179	ASTRO	f69v	A3:G105	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	dal	F03_AL_TARGET	ZUM ZIEL	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	YES
C180	ASTRO	f69v	A3:G106	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	oteey	F18_OT_FOLLOW	NÄCHSTER POSTEN; LANGE STUFE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	NO
C181	ASTRO	f69v	A3:G107	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	oteey	F18_OT_FOLLOW	NÄCHSTER POSTEN; LANGE STUFE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	NO
C182	ASTRO	f69v	A3:G108	f69v.4	A3_LEFT_RADIAL_SLOT_01	okeey	F15_OK_GRADE	LANGE STUFE SETZEN	Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	YES
C183	ASTRO	f69v	A3:G109	f69v.4	A3_LEFT_RADIAL_SLOT_01	sar	F02_AR_SOURCE	VOM AUSGANG	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	NO
C184	ASTRO	f69v	A3:G111	f69v.5	A3_LEFT_RADIAL_SLOT_02	dy	F04_Y_CURRENT	AKTUELLER POSTEN	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	YES
C185	ASTRO	f69v	A3:G131	f69v.25	A3_LEFT_RADIAL_SLOT_22	okeey	F15_OK_GRADE	LANGE STUFE SETZEN	Radstelle A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen.	YES
C186	ASTRO	f69v	A3:G132	f69v.25	A3_LEFT_RADIAL_SLOT_22	dy	F04_Y_CURRENT	AKTUELLER POSTEN	Radstelle A3_LEFT_RADIAL_SLOT_22: dieser lokale Diagrammposten.	YES
C187	ASTRO	f69v	A3:G133	f69v.26	A3_LEFT_RADIAL_SLOT_23	okey	F15_OK_GRADE	KURZE STUFE SETZEN	Radstelle A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen.	YES
