unified_index	register	page	unit_or_locus	visible_owner	visible_surface	source_id	semantic_class	portable_reading_de	local_default_de	learning_mode
131	PROSE	f81v	B1-S007	gemeinsames zweireihiges Figuren-/Beckenfeld	qokchdy	E131	PORTABLE_COMPOSITION	EINSETZEN + FESTSETZEN + UEBERFUEHREN	neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
132	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	chey	E132	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN	dies	COMPOSE
133	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	E133	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
134	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	cheky	E134	PORTABLE_COMPOSITION	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN	kurz wärmen	COMPOSE
135	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	E135	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
136	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	shedy	E136	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
137	PROSE	f81v	B1-S009	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	E137	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	kurz einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
138	PROSE	f81v	B1-S010	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	E138	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	kurz einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
139	PROSE	f81v	B1-S011	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy	E139	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + DURCHLASS	durchleiten	COMPOSE
140	PROSE	f81v	B1-S011	gemeinsames zweireihiges Figuren-/Beckenfeld	qoky	E140	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	COMPOSE
141	PROSE	f81v	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	lsho	E141	PORTABLE_COMPOSITION	WASCHEN	Waschgang	COMPOSE
142	PROSE	f81v	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	qokey	E142	PORTABLE_COMPOSITION	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN	kurz einwirken lassen	COMPOSE
143	PROSE	f81v	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	lshedy	E143	PORTABLE_COMPOSITION	FESTSETZEN + WASCHEN	Waschgang; Schluss; Arbeitsschritt festsetzen	COMPOSE
144	PROSE	f81v	B1-S013	gemeinsames zweireihiges Figuren-/Beckenfeld	lshedy	E144	PORTABLE_COMPOSITION	FESTSETZEN + WASCHEN	Waschgang; Schluss; Arbeitsschritt festsetzen	COMPOSE
145	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	E145	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	überführen	COMPOSE
146	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	qolky	E146	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	Weiterweg	COMPOSE
147	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	lchedal	E147	PORTABLE_COMPOSITION	ZU_ZIEL + AB + UEBERFUEHREN	Zielabführung	COMPOSE
148	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	E148	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
149	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	otar	E149	PORTABLE_COMPOSITION	FOLGEPOSTEN + VON_QUELLE	Folgequelle	COMPOSE
150	PROSE	f81v	B1-S015	gemeinsames zweireihiges Figuren-/Beckenfeld	ytey	E150	LEARNED_WHOLE_SIGN	Kurzteil	Kurzteil	MEMORIZE
151	PROSE	f81v	B1-S015	gemeinsames zweireihiges Figuren-/Beckenfeld	okchedy	E151	PORTABLE_COMPOSITION	EINSETZEN + FESTSETZEN + UEBERFUEHREN	vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen	COMPOSE
152	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	qokal	E152	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL	dorthin einsetzen	COMPOSE
153	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	okeey	E153	PORTABLE_COMPOSITION	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN	länger einwirken lassen	COMPOSE
154	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	E154	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
155	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	cheedy	E155	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
156	PROSE	f81v	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	sal	E156	PORTABLE_COMPOSITION	ZU_ZIEL	dorthin	COMPOSE
157	PROSE	f81v	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	teol	E157	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + GRAD	kurz weiterführen	COMPOSE
158	PROSE	f81v	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	dchdy	E158	PORTABLE_COMPOSITION	FESTSETZEN + UEBERFUEHREN	Transfer; Schluss; Arbeitsschritt festsetzen	COMPOSE
159	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	ly	E159	LEARNED_WHOLE_SIGN	Auffanggefäß	Auffanggefäß	MEMORIZE
160	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	dsheol	E160	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + GRAD	Kurzhalt	COMPOSE
161	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	oiiin	E161	PORTABLE_COMPOSITION	STUFE	Arbeitsstufe	COMPOSE
162	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	olkeedy	E162	PORTABLE_COMPOSITION	GRAD + SAMMELN	lange sammeln; Schluss	COMPOSE
163	PROSE	f81v	B1-S019	gemeinsames zweireihiges Figuren-/Beckenfeld	tedy	E163	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
164	PROSE	f81v	B1-S020	gemeinsames zweireihiges Figuren-/Beckenfeld	cheky	E164	PORTABLE_COMPOSITION	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN	kurz wärmen	COMPOSE
165	PROSE	f81v	B1-S020	gemeinsames zweireihiges Figuren-/Beckenfeld	shckhedy	E165	PORTABLE_COMPOSITION	SEIHEN	durchlassen; Schluss	COMPOSE
166	PROSE	f81v	B1-S021	gemeinsames zweireihiges Figuren-/Beckenfeld	chal	E166	PORTABLE_COMPOSITION	ZU_ZIEL	dorthin	COMPOSE
167	PROSE	f82r	B2-S001	obere Paarbecken-/Zylinderstation	dchedy	E167	PORTABLE_COMPOSITION	UEBERFUEHREN	überführen; Schluss	COMPOSE
168	PROSE	f82r	B2-S002	obere Paarbecken-/Zylinderstation	qolchedy	E168	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	weiterführen; Schluss; Arbeitsschritt festsetzen	COMPOSE
169	PROSE	f82r	B2-S003	obere Paarbecken-/Zylinderstation	qokain	E169	PORTABLE_COMPOSITION	EINSETZEN + PORTION	Anteil zugeben	COMPOSE
170	PROSE	f82r	B2-S003	obere Paarbecken-/Zylinderstation	dy	E170	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN	dies	COMPOSE
171	PROSE	f82r	B2-S003	obere Paarbecken-/Zylinderstation	qokeedy	E171	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
172	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	qokal	E172	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL	dorthin einsetzen	COMPOSE
173	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	lcheckhy	E173	PORTABLE_COMPOSITION	AB + DIES_AKTUELLER_POSTEN + DURCHLASS	Abführpassage	COMPOSE
174	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	lched	E174	PORTABLE_COMPOSITION	AB + UEBERFUEHREN	Abführung	COMPOSE
175	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	qokeey	E175	PORTABLE_COMPOSITION	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN	länger einwirken lassen	COMPOSE
176	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	lcheckhedy	E176	PORTABLE_COMPOSITION	AB + SEIHEN	Trennabzug; Schluss	COMPOSE
177	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	qokaly	E177	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN	Zieleinsatz	COMPOSE
178	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	solkaiin	E178	PORTABLE_COMPOSITION	SOLLWERT + SAMMELN	Sollsammlung	COMPOSE
179	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	chckhy	E179	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + DURCHLASS	durchleiten	COMPOSE
180	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	qokaiin	E180	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
181	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	qokaiin	E181	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
182	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	octheol	E182	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + BEREIT	Fortsetzung vorbereiten	COMPOSE
183	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	chkeey	E183	PORTABLE_COMPOSITION	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN	Langwärmen	COMPOSE
184	PROSE	f82r	B2-S005	obere Paarbecken-/Zylinderstation	ldy	E184	PORTABLE_COMPOSITION	AB + FESTSETZEN	abziehen; Schluss; Arbeitsschritt festsetzen	COMPOSE
185	PROSE	f82r	B2-S006	obere Paarbecken-/Zylinderstation	oteey	E185	PORTABLE_COMPOSITION	FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN	Langfolge	COMPOSE
186	PROSE	f82r	B2-S006	obere Paarbecken-/Zylinderstation	qokal	E186	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL	dorthin einsetzen	COMPOSE
187	PROSE	f82r	B2-S006	obere Paarbecken-/Zylinderstation	sheckhy	E187	PORTABLE_COMPOSITION	GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS	Kurzpassage	COMPOSE
188	PROSE	f82r	B2-S006	obere Paarbecken-/Zylinderstation	qoky	E188	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	COMPOSE
189	PROSE	f82r	B2-S007	mittlere linke Geräte-/Inline-Knotenstation	dshedy	E189	LEARNED_WHOLE_SIGN	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss	MEMORIZE
190	PROSE	f82r	B2-S008	mittlere linke Geräte-/Inline-Knotenstation	sotaiin	E190	PORTABLE_COMPOSITION	FOLGEPOSTEN + SOLLWERT	Folgemaß	COMPOSE
191	PROSE	f82r	B2-S008	mittlere linke Geräte-/Inline-Knotenstation	qokar	E191	PORTABLE_COMPOSITION	EINSETZEN + VON_QUELLE	Quelleinsatz	COMPOSE
192	PROSE	f82r	B2-S008	mittlere linke Geräte-/Inline-Knotenstation	shedy	E192	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
193	PROSE	f82r	B2-S009	mittlere linke Geräte-/Inline-Knotenstation	solshedy	E193	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN	Folgeabsetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
194	PROSE	f82r	B2-S010	mittlere linke Geräte-/Inline-Knotenstation	qokeey	E194	PORTABLE_COMPOSITION	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN	länger einwirken lassen	COMPOSE
195	PROSE	f82r	B2-S010	mittlere linke Geräte-/Inline-Knotenstation	qoky	E195	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	COMPOSE
196	PROSE	f82r	B2-S010	mittlere linke Geräte-/Inline-Knotenstation	ls	E196	PORTABLE_COMPOSITION	AB	Auslass	COMPOSE
197	PROSE	f82r	B2-S010	mittlere linke Geräte-/Inline-Knotenstation	cheey	E197	LEARNED_WHOLE_SIGN	Klarlauf	Klarlauf	MEMORIZE
198	PROSE	f82r	B2-S011	ungelöste mittlere rechte Linie-/Liegepodeststation	okain	E198	PORTABLE_COMPOSITION	EINSETZEN + PORTION	Anteil zugeben	COMPOSE
199	PROSE	f82r	B2-S011	ungelöste mittlere rechte Linie-/Liegepodeststation	char	E199	PORTABLE_COMPOSITION	VON_QUELLE	davon	COMPOSE
200	PROSE	f82r	B2-S011	ungelöste mittlere rechte Linie-/Liegepodeststation	okain	E200	PORTABLE_COMPOSITION	EINSETZEN + PORTION	Anteil zugeben	COMPOSE
201	PROSE	f82r	B2-S011	ungelöste mittlere rechte Linie-/Liegepodeststation	qokeedy	E201	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
202	PROSE	f82r	B2-S012	ungelöste mittlere rechte Linie-/Liegepodeststation	lchy	E202	PORTABLE_COMPOSITION	AB + DIES_AKTUELLER_POSTEN	Abführgut	COMPOSE
203	PROSE	f82r	B2-S012	unteres grünes Mehrfigurenfeld	cheey	E203	LEARNED_WHOLE_SIGN	Klarlauf	Klarlauf	MEMORIZE
204	PROSE	f82r	B2-S012	unteres grünes Mehrfigurenfeld	qcthey	E204	PORTABLE_COMPOSITION	GRAD + DIES_AKTUELLER_POSTEN + BEREIT	kurz vorbereiten	COMPOSE
205	PROSE	f82r	B2-S012	unteres grünes Mehrfigurenfeld	qokeey	E205	PORTABLE_COMPOSITION	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN	länger einwirken lassen	COMPOSE
206	PROSE	f82r	B2-S012	unteres grünes Mehrfigurenfeld	lcheey	E206	PORTABLE_COMPOSITION	AB	Klarabzug	COMPOSE
207	PROSE	f82r	B2-S012	unteres grünes Mehrfigurenfeld	daiin	E207	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
208	PROSE	f82r	B2-S012	unteres grünes Mehrfigurenfeld	chey	E208	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN	dies	COMPOSE
209	PROSE	f82r	B2-S012	unteres grünes Mehrfigurenfeld	qokeeedy	E209	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	Volleinsatz; Schluss; Arbeitsschritt festsetzen	COMPOSE
210	PROSE	f82r	B2-S013	unteres grünes Mehrfigurenfeld	lchedy	E210	PORTABLE_COMPOSITION	AB + UEBERFUEHREN	abführen; Schluss	COMPOSE
211	PROSE	f82r	B2-S014	unteres grünes Mehrfigurenfeld	lar	E211	PORTABLE_COMPOSITION	VON_QUELLE + AB	Quellabzug	COMPOSE
212	PROSE	f82r	B2-S015	lokale Randstationen des unteren Feldes	tshey	E212	PORTABLE_COMPOSITION	RAHMEN + FREIGEGEBENER_LAUF	Folgeklarlauf	COMPOSE
213	PROSE	f82r	B2-S015	lokale Randstationen des unteren Feldes	qokeedy	E213	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
214	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	cheal	E214	PORTABLE_COMPOSITION	ZU_ZIEL	dorthin	COMPOSE
215	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	lchedar	E215	PORTABLE_COMPOSITION	VON_QUELLE + AB + UEBERFUEHREN	Quellabführung	COMPOSE
216	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	ches	E216	LEARNED_WHOLE_SIGN	teilen	teilen	MEMORIZE
217	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	aiin	E217	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
218	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	oteey	E218	PORTABLE_COMPOSITION	FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN	Langfolge	COMPOSE
219	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	qokaiin	E219	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
220	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	okey	E220	PORTABLE_COMPOSITION	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN	kurz einwirken lassen	COMPOSE
221	PROSE	f82r	B2-S016	lokale Randstationen des unteren Feldes	pchedy	E221	PORTABLE_COMPOSITION	ZU + UEBERFUEHREN	Zuführung; Schluss	COMPOSE
222	PROSE	f82r	B2-S017	lokale Randstationen des unteren Feldes	rsheal	E222	PORTABLE_COMPOSITION	ZU_ZIEL + GRAD	Kurzhalt am Ziel	COMPOSE
223	PROSE	f82r	B2-S017	lokale Randstationen des unteren Feldes	daldy	E223	PORTABLE_COMPOSITION	ZU_ZIEL + FESTSETZEN	Zielschluss; Arbeitsschritt festsetzen	COMPOSE
224	PROSE	f82r	B2-S018	lokale Randstationen des unteren Feldes	qokeedy	E224	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
225	PROSE	f82r	B2-S019	lokale Randstationen des unteren Feldes	rshedy	E225	LEARNED_WHOLE_SIGN	Vollwaschung; Schluss	Vollwaschung; Schluss	MEMORIZE
226	PROSE	f82r	B2-S020	lokale Randstationen des unteren Feldes	qoteedy	E226	PORTABLE_COMPOSITION	FOLGEPOSTEN + GRAD + FESTSETZEN	lange Folgestufe; Schluss; Arbeitsschritt festsetzen	COMPOSE
227	PROSE	f82r	B2-S021	lokale Randstationen des unteren Feldes	qokeedy	E227	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
228	PROSE	f82r	B2-S022	lokale Randstationen des unteren Feldes	lochedy	E228	PORTABLE_COMPOSITION	AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN	Abführung; Schluss; Arbeitsschritt festsetzen	COMPOSE
229	PROSE	f83r	B3-S001	obere offene Fächer-Randstation	olkeedy	E229	PORTABLE_COMPOSITION	GRAD + SAMMELN	lange sammeln; Schluss	COMPOSE
230	PROSE	f83r	B3-S002	obere offene Fächer-Randstation	qotal	E230	PORTABLE_COMPOSITION	FOLGEPOSTEN + ZU_ZIEL	danach dorthin	COMPOSE
231	PROSE	f83r	B3-S002	obere offene Fächer-Randstation	chkeedy	E231	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN	Langwärmen; Schluss; Arbeitsschritt festsetzen	COMPOSE
232	PROSE	f83r	B3-S003	obere offene Fächer-Randstation	chey	E232	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN	dies	COMPOSE
233	PROSE	f83r	B3-S003	obere offene Fächer-Randstation	daiin	E233	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
234	PROSE	f83r	B3-S003	obere offene Fächer-Randstation	chey	E234	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN	dies	COMPOSE
235	PROSE	f83r	B3-S003	obere offene Fächer-Randstation	lchedy	E235	PORTABLE_COMPOSITION	AB + UEBERFUEHREN	abführen; Schluss	COMPOSE
236	PROSE	f83r	B3-S004	obere offene Fächer-Randstation	qokaiin	E236	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
237	PROSE	f83r	B3-S004	obere offene Fächer-Randstation	qotal	E237	PORTABLE_COMPOSITION	FOLGEPOSTEN + ZU_ZIEL	danach dorthin	COMPOSE
238	PROSE	f83r	B3-S004	obere offene Fächer-Randstation	dar	E238	PORTABLE_COMPOSITION	VON_QUELLE	davon	COMPOSE
239	PROSE	f83r	B3-S005	mittlere runde Gefäß-Randstation	schedy	E239	PORTABLE_COMPOSITION	UEBERFUEHREN	überführen; Schluss	COMPOSE
240	PROSE	f83r	B3-S006	mittlere runde Gefäß-Randstation	chedchy	E240	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	Postentransfer	COMPOSE
241	PROSE	f83r	B3-S006	mittlere runde Gefäß-Randstation	qokal	E241	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL	dorthin einsetzen	COMPOSE
242	PROSE	f83r	B3-S006	mittlere runde Gefäß-Randstation	olchedy	E242	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	weiterführen; Schluss; Arbeitsschritt festsetzen	COMPOSE
243	PROSE	f83r	B3-S007	mittlere runde Gefäß-Randstation	qokaiin	E243	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
244	PROSE	f83r	B3-S007	mittlere runde Gefäß-Randstation	chedy	E244	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	überführen	COMPOSE
245	PROSE	f83r	B3-S007	mittlere runde Gefäß-Randstation	qokeedy	E245	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
246	PROSE	f83r	B3-S008	mittlere runde Gefäß-Randstation	lchedy	E246	PORTABLE_COMPOSITION	AB + UEBERFUEHREN	abführen; Schluss	COMPOSE
247	PROSE	f83r	B3-S009	mittlere runde Gefäß-Randstation	qoky	E247	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	COMPOSE
248	PROSE	f83r	B3-S010	untere korbartige Gefäß-Randstation	pchedal	E248	PORTABLE_COMPOSITION	ZU_ZIEL + ZU + UEBERFUEHREN	Zielzuführung	COMPOSE
249	PROSE	f83r	B3-S010	untere korbartige Gefäß-Randstation	otedy	E249	PORTABLE_COMPOSITION	FOLGEPOSTEN + GRAD + FESTSETZEN	Kurzfolge; Schluss; Arbeitsschritt festsetzen	COMPOSE
250	PROSE	f83r	B3-S011	untere korbartige Gefäß-Randstation	shecthedchy	E250	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT	Vorbereitungstransfer	COMPOSE
251	PROSE	f83r	B3-S011	untere korbartige Gefäß-Randstation	qoky	E251	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	COMPOSE
252	PROSE	f83r	B3-S011	untere korbartige Gefäß-Randstation	chedy	E252	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	überführen	COMPOSE
253	PROSE	f83r	B3-S011	untere korbartige Gefäß-Randstation	chary	E253	PORTABLE_COMPOSITION	VON_QUELLE + DIES_AKTUELLER_POSTEN	Quellposten	COMPOSE
254	PROSE	f83r	B3-S012	untere korbartige Gefäß-Randstation	sor	E254	PORTABLE_COMPOSITION	BEDINGUNGSANSATZ	Ansatz	COMPOSE
255	PROSE	f83r	B3-S012	untere korbartige Gefäß-Randstation	shedy	E255	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
256	PROSE	f83r	B3-S013	untere korbartige Gefäß-Randstation	qokaiin	E256	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
257	PROSE	f83r	B3-S013	untere korbartige Gefäß-Randstation	chkain	E257	PORTABLE_COMPOSITION	PORTION	Portion	COMPOSE
258	PROSE	f83r	B3-S013	untere korbartige Gefäß-Randstation	shcthey	E258	PORTABLE_COMPOSITION	GRAD + DIES_AKTUELLER_POSTEN + BEREIT	kurz vorbereiten	COMPOSE
259	PROSE	f83r	B3-S013	untere korbartige Gefäß-Randstation	qokedy	E259	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	kurz einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
260	PROSE	f83r	B3-S014	untere korbartige Gefäß-Randstation	okair	E260	PORTABLE_COMPOSITION	EINSETZEN + LAUF_BAHN	Laufeinsatz	COMPOSE
261	PROSE	f83r	B3-S014	untere korbartige Gefäß-Randstation	sheedy	E261	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	Langabsetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
262	PROSE	f83r	B3-S015	untere korbartige Gefäß-Randstation	lchedy	E262	PORTABLE_COMPOSITION	AB + UEBERFUEHREN	abführen; Schluss	COMPOSE
263	PROSE	f83r	B3-S016	untere korbartige Gefäß-Randstation	lo	E263	PORTABLE_COMPOSITION	AB + ZURUECKNEHMEN	Abzug	COMPOSE
264	PROSE	f83r	B3-S016	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokchedy	E264	PORTABLE_COMPOSITION	EINSETZEN + FESTSETZEN + UEBERFUEHREN	vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen	COMPOSE
265	PROSE	f83r	B3-S017	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokeedy	E265	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
266	PROSE	f83r	B3-S018	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shedy	E266	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
267	PROSE	f83r	B3-S019	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokshedy	E267	PORTABLE_COMPOSITION	EINSETZEN + FESTSETZEN + ABSETZEN	Einsatzabsetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
268	PROSE	f83r	B3-S020	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal	E268	PORTABLE_COMPOSITION	ZU_ZIEL	dorthin	COMPOSE
269	PROSE	f83r	B3-S020	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lchedy	E269	PORTABLE_COMPOSITION	AB + UEBERFUEHREN	abführen; Schluss	COMPOSE
