dictionary_order	entry_kind	entry_id	visible_forms	portable_value_de	local_default_de	register_scope	support_count	learning_mode
116	LOCAL_COPY_KEY	LOCAL_KEY_011	doiin	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
117	LOCAL_COPY_KEY	LOCAL_KEY_012	odaeiin	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
118	LOCAL_COPY_KEY	LOCAL_KEY_013	okoes	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
119	LOCAL_COPY_KEY	LOCAL_KEY_014	soraiir	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
120	LOCAL_COPY_KEY	LOCAL_KEY_015	ydchos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
121	LOCAL_COPY_KEY	LOCAL_KEY_016	am	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	3	COPY_FROM_LOCAL_EXEMPLAR
122	LOCAL_COPY_KEY	LOCAL_KEY_017	ydam	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
123	LOCAL_COPY_KEY	LOCAL_KEY_018	yto	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	2	COPY_FROM_LOCAL_EXEMPLAR
124	LOCAL_COPY_KEY	LOCAL_KEY_019	okeo	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	2	COPY_FROM_LOCAL_EXEMPLAR
125	LOCAL_COPY_KEY	LOCAL_KEY_020	r	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
126	LOCAL_COPY_KEY	LOCAL_KEY_021	odas	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
127	LOCAL_COPY_KEY	LOCAL_KEY_022	giin	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
128	LOCAL_COPY_KEY	LOCAL_KEY_023	octhole	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
129	LOCAL_COPY_KEY	LOCAL_KEY_024	yteos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
130	LOCAL_COPY_KEY	LOCAL_KEY_025	oiin	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
131	LOCAL_COPY_KEY	LOCAL_KEY_026	og	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
132	LOCAL_COPY_KEY	LOCAL_KEY_027	sosho	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
133	LOCAL_COPY_KEY	LOCAL_KEY_028	chos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	2	COPY_FROM_LOCAL_EXEMPLAR
134	LOCAL_COPY_KEY	LOCAL_KEY_029	qsg	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
135	LOCAL_COPY_KEY	LOCAL_KEY_030	es	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
136	LOCAL_COPY_KEY	LOCAL_KEY_031	odaiiin	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
137	LOCAL_COPY_KEY	LOCAL_KEY_032	yekees	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
138	LOCAL_COPY_KEY	LOCAL_KEY_033	choer	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
139	LOCAL_COPY_KEY	LOCAL_KEY_034	choeea	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
140	LOCAL_COPY_KEY	LOCAL_KEY_035	g	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
141	LOCAL_COPY_KEY	LOCAL_KEY_036	octhys	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
142	LOCAL_COPY_KEY	LOCAL_KEY_037	oepchod	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
143	LOCAL_COPY_KEY	LOCAL_KEY_038	ytalchos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
144	LOCAL_COPY_KEY	LOCAL_KEY_039	shees	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
145	LOCAL_COPY_KEY	LOCAL_KEY_040	cheos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
146	LOCAL_COPY_KEY	LOCAL_KEY_041	oeeos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
147	LOCAL_COPY_KEY	LOCAL_KEY_042	tochso	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
148	LOCAL_COPY_KEY	LOCAL_KEY_043	chod	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
149	LOCAL_COPY_KEY	LOCAL_KEY_044	daram	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
150	LOCAL_COPY_KEY	LOCAL_KEY_045	okaiiin	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
151	LOCAL_COPY_KEY	LOCAL_KEY_046	otys	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
152	LOCAL_COPY_KEY	LOCAL_KEY_047	otykchs	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
153	LOCAL_COPY_KEY	LOCAL_KEY_048	okoirsh	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
154	LOCAL_COPY_KEY	LOCAL_KEY_049	okeeos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
155	LOCAL_COPY_KEY	LOCAL_KEY_050	o	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	2	COPY_FROM_LOCAL_EXEMPLAR
156	LOCAL_COPY_KEY	LOCAL_KEY_051	doiir	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
157	LOCAL_COPY_KEY	LOCAL_KEY_052	teeo	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
158	LOCAL_COPY_KEY	LOCAL_KEY_053	okeod	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	4	COPY_FROM_LOCAL_EXEMPLAR
159	LOCAL_COPY_KEY	LOCAL_KEY_054	chees	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
160	LOCAL_COPY_KEY	LOCAL_KEY_055	yka	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
161	LOCAL_COPY_KEY	LOCAL_KEY_056	cheo	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
162	LOCAL_COPY_KEY	LOCAL_KEY_057	oaram	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
163	LOCAL_COPY_KEY	LOCAL_KEY_058	ch	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
164	LOCAL_COPY_KEY	LOCAL_KEY_059	chda	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
165	LOCAL_COPY_KEY	LOCAL_KEY_060	ytyd	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
166	LOCAL_COPY_KEY	LOCAL_KEY_061	a	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
167	LOCAL_COPY_KEY	LOCAL_KEY_062	cheteeser	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
168	LOCAL_COPY_KEY	LOCAL_KEY_063	ochoyk	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
169	LOCAL_COPY_KEY	LOCAL_KEY_064	saiir	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
170	LOCAL_COPY_KEY	LOCAL_KEY_065	d	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
171	LOCAL_COPY_KEY	LOCAL_KEY_066	okcheys	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
172	LOCAL_COPY_KEY	LOCAL_KEY_067	alys	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
