page	locus	record	event_index	surface	joint_tuple_id	page_host	stable_core_or_axis_German	formal_coordinate_contribution_German	revised_complete_German	meaning_status
f81v	f81v.2	1	10	ol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	11	rol	1496a731803a9f48d2e1	rol	bevor es abkühlt	unmarkierte Grundkarte	bevor es abkühlt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	12	dl	0f18de177ed7c878bf95	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	unmarkierte Grundkarte	das bereitete Öl	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	1	olor	dec401773c1f0347793d	olor	Aus dem vorigen Ansatz entnehmen	unmarkierte Grundkarte	Aus dem vorigen Ansatz entnehmen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	2	ol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	3	sheckhal	4eab1841ed655c20a348	eckh	eine mäßige Menge	RIGHT-al spezifiziert Argument oder Relation	eine mäßige Menge	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	4	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	5	qokeedal	93f69c38fdedee1598e9	okeed	der eingetauchte Teil	RIGHT-al spezifiziert Argument oder Relation	der eingetauchte Teil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	6	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	7	chckhy	2cc8bb3c2af19607888f	ckhy	durch die verbundenen Läufe	unmarkierte Grundkarte	durch die verbundenen Läufe	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	8	schedy	259b2b3b0bf859882e2c	che	BEGRENZTE MANIPULATION MIT SCHRITTSCHLUSS	DY vollzieht und schließt die lokale Arbeitszelle	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.7	1	9	qol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	1	sshkchdy	54e32e9c1414b20640e9	shkch	halte es warm und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	halte es warm und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	2	chedy	6f7ff8287eddf4da9fdb	y	aktuellen Konstruktionszustand tragen	inner-D wählt die gelernte Zustands-/Operationsvariante	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	3	ol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	4	shedy	bc4f1f5c006c74a4d26d	e	bis zu einem Reife- oder Bereitschaftszustand warten	DY vollzieht und schließt die lokale Arbeitszelle	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	5	qolchedy	28ffbc88b97772a75f1e	olche	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	6	qokain	1645e612504fcef59ced	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-ain spezifiziert Argument oder Relation	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	7	shckhy	2cc8bb3c2af19607888f	ckhy	durch die verbundenen Läufe	unmarkierte Grundkarte	durch die verbundenen Läufe	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	8	dl	0f18de177ed7c878bf95	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	unmarkierte Grundkarte	das bereitete Öl	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.17	1	9	ral	4da0f0f7b5fc7ac20067	r	und lasse es abkühlen	RIGHT-al spezifiziert Argument oder Relation	und lasse es abkühlen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	1	qokchdy	87411f84689b4f93a303	okch	erwärme es einmal und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	erwärme es einmal und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	2	chey	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	3	ol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	4	cheky	d904bf7b044dd3922781	ky	bei sanfter Wärme	unmarkierte Grundkarte	bei sanfter Wärme	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	5	ol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	6	shedy	bc4f1f5c006c74a4d26d	e	bis zu einem Reife- oder Bereitschaftszustand warten	DY vollzieht und schließt die lokale Arbeitszelle	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	7	qokedy	7db18b2f0fb7ed0fcfd3	oke	spüle die bezeichnete Stelle einmal und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	spüle die bezeichnete Stelle einmal und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	8	qokedy	7db18b2f0fb7ed0fcfd3	oke	spüle die bezeichnete Stelle einmal und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	spüle die bezeichnete Stelle einmal und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	9	chckhy	2cc8bb3c2af19607888f	ckhy	durch die verbundenen Läufe	unmarkierte Grundkarte	durch die verbundenen Läufe	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.18	1	10	qoky	276a7c2d74d1143446f4	oky	Die aktive Portion verwenden	unmarkierte Grundkarte	Die aktive Portion verwenden	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	1	lsho	be0974b366c981dc1eef	lsho	beginne die Spülung	unmarkierte Grundkarte	beginne die Spülung	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	2	qokey	08bd5ca0c2ad137a056d	okey	warmes Wasser	unmarkierte Grundkarte	warmes Wasser	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	3	lshedy	2e7e89e0bd12b999c280	lshe	wasche einmal und beende diesen Durchgang	DY vollzieht und schließt die lokale Arbeitszelle	wasche einmal und beende diesen Durchgang	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	4	lshedy	2e7e89e0bd12b999c280	lshe	wasche einmal und beende diesen Durchgang	DY vollzieht und schließt die lokale Arbeitszelle	wasche einmal und beende diesen Durchgang	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	5	chedy	6f7ff8287eddf4da9fdb	y	aktuellen Konstruktionszustand tragen	inner-D wählt die gelernte Zustands-/Operationsvariante	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	6	qolky	c205570c49d4d93c23d3	olky	die betroffene Stelle	unmarkierte Grundkarte	die betroffene Stelle	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	7	lchedal	433713294b25b0a12f66	lched	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	RIGHT-al spezifiziert Argument oder Relation	das untere Becken	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	8	qol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.21	1	9	otar	b6b654722e55729cc947	ot	einen markierten Bezug, Parameter oder Weg wählen	RIGHT-ar spezifiziert Argument oder Relation	benutze danach den unteren Ablauf	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	1	ytey	a7af89ab31ce5e247395	ytey	fülle danach das Gefäß	unmarkierte Grundkarte	fülle danach das Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	2	okchedy	07913ef9b1fb773cd325	okche	lasse es abkühlen und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	lasse es abkühlen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	3	qokal	308e8ea2d5d190c498e8	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-al spezifiziert Argument oder Relation	mische beide Anteile zusammen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	4	okeey	0275fbf14e07935b0a45	okeey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	unmarkierte Grundkarte	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	5	qol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	6	cheedy	bc4f1f5c006c74a4d26d	e	bis zu einem Reife- oder Bereitschaftszustand warten	DY vollzieht und schließt die lokale Arbeitszelle	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	7	sal	dd0ecaf5e27d81befffc	al	zum bezeichneten Ziel oder nächsten Weg führen	unmarkierte Grundkarte	An die bezeichnete Zielstelle führen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	8	teol	a06244ef1f2b37ca44c1	eol	die erste Öffnung	unmarkierte Grundkarte	die erste Öffnung	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	9	dchdy	d225b7a7b95da7aee437	ch	Flüssigkeit trennen, klären oder abziehen	DY vollzieht und schließt die lokale Arbeitszelle	seihe es klar und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.24	1	10	ly	b38d70daefd663d74625	ly	fülle danach das Gefäß	unmarkierte Grundkarte	fülle danach das Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.27	1	1	dsheol	74c76d589d44120f647b	sheol	wende es an der markierten Stelle an	unmarkierte Grundkarte	wende es an der markierten Stelle an	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.27	1	2	oiiin	2c82523794dcb7d2b343	oiiin	bis es klar ist	unmarkierte Grundkarte	bis es klar ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.27	1	3	olkeedy	3b70942557b3a40e8030	olkee	lasse die Flüssigkeit sich setzen und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	lasse die Flüssigkeit sich setzen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.27	1	4	tedy	bc4f1f5c006c74a4d26d	e	bis zu einem Reife- oder Bereitschaftszustand warten	DY vollzieht und schließt die lokale Arbeitszelle	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.27	1	5	cheky	d904bf7b044dd3922781	ky	bei sanfter Wärme	unmarkierte Grundkarte	bei sanfter Wärme	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.27	1	6	shckhedy	d68bc8de3bcee09db23c	ckhe	seihe es einmal durch ein Tuch und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	seihe es einmal durch ein Tuch und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.27	1	7	chal	dd0ecaf5e27d81befffc	al	zum bezeichneten Ziel oder nächsten Weg führen	unmarkierte Grundkarte	An die bezeichnete Zielstelle führen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	1	dchedy	259b2b3b0bf859882e2c	che	BEGRENZTE MANIPULATION MIT SCHRITTSCHLUSS	DY vollzieht und schließt die lokale Arbeitszelle	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	2	qolchedy	28ffbc88b97772a75f1e	olche	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	3	qokain	1645e612504fcef59ced	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-ain spezifiziert Argument oder Relation	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	4	dy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	5	qokeedy	7d25241b0e56c836372a	okee	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	6	qokal	308e8ea2d5d190c498e8	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-al spezifiziert Argument oder Relation	mische beide Anteile zusammen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	7	lcheckhy	f329f2051370174e9a38	lcheckhy	die zweite Öffnung	unmarkierte Grundkarte	die zweite Öffnung	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.2	1	8	lched	ba8142680851f24c9ff2	lched	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	unmarkierte Grundkarte	und gehe zum nächsten Becken weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.3	1	1	qokeey	0275fbf14e07935b0a45	okeey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	unmarkierte Grundkarte	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.3	1	2	lcheckhedy	c1db6b0a28d5cbb5d3d2	lcheckhe	seihe es klar und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	seihe es klar und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.3	1	3	qokaly	4a7a6326ac95a8809302	okaly	fahre am zweiten Lauf fort	unmarkierte Grundkarte	fahre am zweiten Lauf fort	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.3	1	4	solkaiin	2d2e37ccb2dacc53ee5a	olk	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	RIGHT-aiin spezifiziert Argument oder Relation	durch ein Tuch	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.3	1	5	chckhy	2cc8bb3c2af19607888f	ckhy	durch die verbundenen Läufe	unmarkierte Grundkarte	durch die verbundenen Läufe	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.3	1	6	qokaiin	b5fcea1eaed06b2f2291	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-aiin spezifiziert Argument oder Relation	beginne den nächsten abgemessenen Posten	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	1	qokaiin	b5fcea1eaed06b2f2291	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-aiin spezifiziert Argument oder Relation	beginne den nächsten abgemessenen Posten	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	2	octheol	a8f891de626fc00028e9	octheol	unter derselben Einstellung	unmarkierte Grundkarte	unter derselben Einstellung	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	3	chkeey	f0db6d30cd34f4cb2a4d	keey	das breite Gefäß	unmarkierte Grundkarte	das breite Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	4	ldy	04a3877f0fc81b7597c9	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	DY vollzieht und schließt die lokale Arbeitszelle	ziehe es ab und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	5	oteey	5d5e0b288cf36864ed9d	eey	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	Rahmen OT spezialisiert den Bezug	das bereitete Öl	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	6	qokal	308e8ea2d5d190c498e8	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-al spezifiziert Argument oder Relation	mische beide Anteile zusammen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	7	sheckhy	c1913ec4ff84148da6d3	eckhy	über der örtlich bezeichneten Stelle	unmarkierte Grundkarte	über der örtlich bezeichneten Stelle	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.4	1	8	qoky	276a7c2d74d1143446f4	oky	Die aktive Portion verwenden	unmarkierte Grundkarte	Die aktive Portion verwenden	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	1	dshedy	cbb42a4fe68068325d6b	she	gib sauberes Wasser hinzu und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	gib sauberes Wasser hinzu und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	2	sotaiin	54d0e228ca346110af05	ot	einen markierten Bezug, Parameter oder Weg wählen	RIGHT-aiin spezifiziert Argument oder Relation	für dieselbe Dauer wie zuvor	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	3	qokar	3ae9a121ba0045b913e8	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-ar spezifiziert Argument oder Relation	über der örtlich bezeichneten Stelle	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	4	shedy	bc4f1f5c006c74a4d26d	e	bis zu einem Reife- oder Bereitschaftszustand warten	DY vollzieht und schließt die lokale Arbeitszelle	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	5	solshedy	daa1347f456415fe8737	olshe	halte es warm und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	halte es warm und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	6	qokeey	0275fbf14e07935b0a45	okeey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	unmarkierte Grundkarte	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	7	qoky	276a7c2d74d1143446f4	oky	Die aktive Portion verwenden	unmarkierte Grundkarte	Die aktive Portion verwenden	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	8	ls	5eff216ba51fbfb21f22	ls	die erste Öffnung	unmarkierte Grundkarte	die erste Öffnung	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.7	1	9	cheey	b5df9126607030b95175	ey	den geforderten beobachtbaren Sollzustand erreichen	unmarkierte Grundkarte	Bis die Flüssigkeit klar abläuft	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.19	1	1	okain	1645e612504fcef59ced	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-ain spezifiziert Argument oder Relation	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.19	1	2	char	4d4559019a961b834aa1	ar	aus derselben oder bezeichneten Quelle	unmarkierte Grundkarte	Daraus, aus demselben Ansatz	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.19	1	3	okain	1645e612504fcef59ced	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-ain spezifiziert Argument oder Relation	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.19	1	4	qokeedy	7d25241b0e56c836372a	okee	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.19	1	5	lchy	0ab57b7166de99db3a55	lchy	ziehe die klare Flüssigkeit ab	unmarkierte Grundkarte	ziehe die klare Flüssigkeit ab	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	1	cheey	b5df9126607030b95175	ey	den geforderten beobachtbaren Sollzustand erreichen	unmarkierte Grundkarte	Bis die Flüssigkeit klar abläuft	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	2	qcthey	6b89d6dd70635bc60fe0	cthey	unter derselben Einstellung	unmarkierte Grundkarte	unter derselben Einstellung	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	3	qokeey	0275fbf14e07935b0a45	okeey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	unmarkierte Grundkarte	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	4	lcheey	5fca8fc3dee57e1d8c1f	lcheey	der eingetauchte Teil	unmarkierte Grundkarte	der eingetauchte Teil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	5	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	6	chey	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	7	qokeeedy	d25110e0d8488927278f	okeee	tauche vollständig ein und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	tauche vollständig ein und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	8	lchedy	de7321bface5628e35d6	lche	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.23	1	9	lar	29e0eb222ef2fb99523a	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	RIGHT-ar spezifiziert Argument oder Relation	schließe den unteren Ablauf	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.26	1	1	tshey	d4a31dbcf1ed6d9e5aa9	shey	beginne die Spülung	unmarkierte Grundkarte	beginne die Spülung	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.26	1	2	qokeedy	7d25241b0e56c836372a	okee	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f82r	f82r.26	1	3	cheal	dd0ecaf5e27d81befffc	al	zum bezeichneten Ziel oder nächsten Weg führen	unmarkierte Grundkarte	An die bezeichnete Zielstelle führen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
