event_id	page	record	statement_id	group_id	position_in_statement	surface	component_parse	spoken_component_sequence_de	bound_to_complete_instruction
E280	f83r	B3	B3-S021	B3-S021-G03	280	dalchdy	AL+CHD+DY	dorthin · setze um · schließe	YES
E281	f83r	B3	B3-S022	B3-S022-G01	281	qotchedy	OT+CHD+DY	danach · setze um · schließe	YES
E282	f83r	B3	B3-S023	B3-S023-G01	282	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E283	f83r	B3	B3-S024	B3-S024-G01	283	tchedy	CHD+DY	setze um · schließe	YES
E284	f83r	B3	B3-S025	B3-S025-G01	284	qokchdy	OK+CHD+DY	setze an · setze um · schließe	YES
E285	f83r	B3	B3-S026	B3-S026-G01	285	cheedar	EE+AR	länger · davon	YES
E286	f83r	B3	B3-S026	B3-S026-G01	286	chldaiin	L+AIIN	führe · Maß	YES
E287	f83r	B3	B3-S026	B3-S026-G01	287	chedy	CHD+Y	setze um · dies	YES
E288	f83r	B3	B3-S026	B3-S026-G01	288	qokain	OK+AIN	setze an · Teil	YES
E289	f83r	B3	B3-S026	B3-S026-G02	289	checthy	CTH+Y	bereit · dies	YES
E290	f83r	B3	B3-S026	B3-S026-G02	290	chealror	AL+R+OR	dorthin · kühle · Ansatz	YES
E291	f83r	B3	B3-S026	B3-S026-G02	291	solkeedy	SOLK+EE+DY	fange auf · länger · schließe	YES
E292	f83r	B3	B3-S027	B3-S027-G01	292	qoteedy	OT+EE+DY	danach · länger · schließe	YES
E293	f83r	B3	B3-S028	B3-S028-G01	293	qokeey	OK+EE+Y	setze an · länger · dies	YES
E294	f83r	B3	B3-S028	B3-S028-G01	294	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E295	f83r	B3	B3-S029	B3-S029-G01	295	sol	OL	fort	YES
E296	f83r	B3	B3-S029	B3-S029-G01	296	cheeety	EEE+T+Y	voll · trage ein · dies	YES
E297	f83r	B3	B3-S029	B3-S029-G01	297	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E298	f83r	B3	B3-S030	B3-S030-G01	298	qoky	OK+Y	setze an · dies	YES
E299	f83r	B3	B3-S030	B3-S030-G01	299	saiin	AIIN	Maß	YES
E300	f83r	B3	B3-S030	B3-S030-G01	300	schedair	CHD+AIR	setze um · Lauf	YES
E301	f83r	B3	B3-S030	B3-S030-G01	301	otchedy	OT+CHD+DY	danach · setze um · schließe	YES
E302	f83r	B3	B3-S031	B3-S031-G01	302	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E303	f83r	B3	B3-S032	B3-S032-G01	303	chedain	CHD+AIN	setze um · Teil	YES
E304	f83r	B3	B3-S032	B3-S032-G01	304	chedy	CHD+Y	setze um · dies	YES
E305	f83r	B3	B3-S032	B3-S032-G01	305	qotedaiin	OT+E+AIIN	danach · kurz · Maß	YES
E306	f83r	B3	B3-S032	B3-S032-G01	306	otaiin	OT+AIIN	danach · Maß	YES
E307	f83r	B3	B3-S032	B3-S032-G01	307	otedy	OT+E+DY	danach · kurz · schließe	YES
E308	f83r	B3	B3-S033	B3-S033-G01	308	ldy	L+DY	führe · schließe	YES
E309	f83r	B3	B3-S034	B3-S034-G01	309	soiiin	O+IIN	Gang · Grad	YES
E310	f83r	B3	B3-S034	B3-S034-G01	310	checthy	CTH+Y	bereit · dies	YES
E311	f83r	B3	B3-S034	B3-S034-G01	311	chety	T+Y	trage ein · dies	YES
E312	f83r	B3	B3-S034	B3-S034-G01	312	otaiin	OT+AIIN	danach · Maß	YES
E313	f83r	B3	B3-S034	B3-S034-G01	313	olsaly	OL+AL+Y	fort · dorthin · dies	YES
E314	f83r	B3	B3-S034	B3-S034-G01	314	shedy	SHED+DY	setze ab · schließe	YES
E315	f83r	B4	B4-S001	B4-S001-G01	315	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E316	f83r	B4	B4-S002	B4-S002-G01	316	qolchey	OL+Y	fort · dies	YES
E317	f83r	B4	B4-S002	B4-S002-G01	317	qokeey	OK+EE+Y	setze an · länger · dies	YES
E318	f83r	B4	B4-S002	B4-S002-G01	318	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E319	f83r	B4	B4-S003	B4-S003-G01	319	chedy	CHD+Y	setze um · dies	YES
E320	f83r	B4	B4-S003	B4-S003-G01	320	otal	OT+AL	danach · dorthin	YES
E321	f83r	B4	B4-S003	B4-S003-G01	321	otchey	OT+Y	danach · dies	YES
E322	f83r	B4	B4-S003	B4-S003-G01	322	qokeey	OK+EE+Y	setze an · länger · dies	YES
E323	f83r	B4	B4-S003	B4-S003-G02	323	qoky	OK+Y	setze an · dies	YES
E324	f83r	B4	B4-S003	B4-S003-G02	324	tol	OL	fort	YES
E325	f83r	B4	B4-S003	B4-S003-G02	325	shedy	SHED+DY	setze ab · schließe	YES
E326	f83r	B4	B4-S004	B4-S004-G01	326	qokylddy	OK+Y+LD+DY	setze an · dies · binde fest · schließe	YES
E327	f83r	B4	B4-S005	B4-S005-G01	327	dain	AIN	Teil	YES
E328	f83r	B4	B4-S005	B4-S005-G01	328	chedy	CHD+Y	setze um · dies	YES
E329	f83r	B4	B4-S005	B4-S005-G01	329	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E330	f83r	B4	B4-S006	B4-S006-G01	330	shckhedy	SH+CKH+E+DY	halte · Durchlass · kurz · schließe	YES
E331	f83r	B4	B4-S007	B4-S007-G01	331	shckhedy	SH+CKH+E+DY	halte · Durchlass · kurz · schließe	YES
E332	f83r	B4	B4-S008	B4-S008-G01	332	saiin	AIIN	Maß	YES
E333	f83r	B4	B4-S008	B4-S008-G01	333	cheeky	CHK+EE+Y	wärme · länger · dies	YES
E334	f83r	B4	B4-S008	B4-S008-G01	334	sheey	SH+EE+Y	halte · länger · dies	YES
E335	f83r	B4	B4-S008	B4-S008-G01	335	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E336	f83r	B4	B4-S009	B4-S009-G01	336	shedy	SHED+DY	setze ab · schließe	YES
E337	f83r	B4	B4-S010	B4-S010-G01	337	oldy	OL+DY	fort · schließe	YES
E338	f83r	B4	B4-S011	B4-S011-G01	338	saiin	AIIN	Maß	YES
E339	f83r	B4	B4-S011	B4-S011-G01	339	cheky	CHK+E+Y	wärme · kurz · dies	YES
E340	f83r	B4	B4-S011	B4-S011-G01	340	okeeol	OK+EE+OL	setze an · länger · fort	YES
E341	f83r	B4	B4-S011	B4-S011-G01	341	okain	OK+AIN	setze an · Teil	YES
E342	f83r	B4	B4-S011	B4-S011-G02	342	chdy	CHD+Y	setze um · dies	YES
E343	f83r	B4	B4-S011	B4-S011-G02	343	sol	OL	fort	YES
E344	f83r	B4	B4-S011	B4-S011-G02	344	lkedy	L+K+E+DY	führe · gib zu · kurz · schließe	YES
E345	f83r	B4	B4-S012	B4-S012-G01	345	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E346	f83r	B4	B4-S013	B4-S013-G01	346	qokol	OK+OL	setze an · fort	YES
E347	f83r	B4	B4-S013	B4-S013-G01	347	shedy	SHED+DY	setze ab · schließe	YES
E348	f83r	B4	B4-S014	B4-S014-G01	348	or	OR	Ansatz	YES
E349	f83r	B4	B4-S014	B4-S014-G01	349	chey	Y	dies	YES
E350	f83r	B4	B4-S014	B4-S014-G01	350	qockhey	O+CKH+E+Y	Gang · Durchlass · kurz · dies	YES
E351	f83r	B4	B4-S014	B4-S014-G01	351	dairydy	AIR+Y+DY	Lauf · dies · schließe	YES
E352	f83r	B4	B4-S015	B4-S015-G01	352	qokain	OK+AIN	setze an · Teil	YES
E353	f83r	B4	B4-S015	B4-S015-G01	353	shey	SH+EE+Y	halte · länger · dies	YES
E354	f83r	B4	B4-S015	B4-S015-G01	354	kain	K+AIN	gib zu · Teil	YES
E355	f83r	B4	B4-S015	B4-S015-G01	355	chckhal	CH+CKH+AL	ziehe ab · Durchlass · dorthin	YES
E356	f83r	B4	B4-S015	B4-S015-G02	356	solkey	SOLK+E+Y	fange auf · kurz · dies	YES
E357	f83r	B4	B4-S015	B4-S015-G02	357	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E358	f83r	B4	B4-S016	B4-S016-G01	358	qolkain	OL+K+AIN	fort · gib zu · Teil	YES
E359	f83r	B4	B4-S016	B4-S016-G01	359	dal	AL	dorthin	YES
E360	f83r	B4	B4-S016	B4-S016-G01	360	skar	K+AR	gib zu · davon	YES
E361	f83r	B4	B4-S016	B4-S016-G01	361	shedy	SHED+DY	setze ab · schließe	YES
E362	f83r	B5	B5-S001	B5-S001-G01	362	otchdy	OT+CHD+DY	danach · setze um · schließe	YES
E363	f83r	B5	B5-S002	B5-S002-G01	363	qokchdy	OK+CHD+DY	setze an · setze um · schließe	YES
E364	f83r	B5	B5-S003	B5-S003-G01	364	shedal	SHED+AL	setze ab · dorthin	YES
E365	f83r	B5	B5-S003	B5-S003-G01	365	dal	AL	dorthin	YES
E366	f83r	B5	B5-S003	B5-S003-G01	366	cheol	OL	fort	YES
E367	f83r	B5	B5-S003	B5-S003-G01	367	lol	L+OL	führe · fort	YES
E368	f83r	B5	B5-S003	B5-S003-G02	368	chdal	CHD+AL	setze um · dorthin	YES
E369	f83r	B5	B5-S003	B5-S003-G02	369	aiin	AIIN	Maß	YES
E370	f83r	B5	B5-S003	B5-S003-G02	370	sol	OL	fort	YES
E371	f83r	B5	B5-S003	B5-S003-G02	371	daiiin	DA+IIN	zweiter · Grad	YES
E372	f83r	B5	B5-S003	B5-S003-G03	372	chedy	CHD+Y	setze um · dies	YES
E373	f83r	B6	B6-S001	B6-S001-G01	373	solkeey	SOLK+EE+Y	fange auf · länger · dies	YES
E374	f83r	B6	B6-S001	B6-S001-G01	374	qekey	E+K+E+Y	kurz · gib zu · kurz · dies	YES
E375	f83r	B6	B6-S001	B6-S001-G01	375	raly	R+AL+Y	kühle · dorthin · dies	YES
E376	f83r	B6	B6-S001	B6-S001-G01	376	ol	OL	fort	YES
E377	f83r	B6	B6-S001	B6-S001-G02	377	daiin	AIIN	Maß	YES
E378	f83r	B6	B6-S001	B6-S001-G02	378	ol	OL	fort	YES
E379	f83r	B6	B6-S001	B6-S001-G02	379	dain	AIN	Teil	YES
E380	f83r	B6	B6-S001	B6-S001-G02	380	chey	Y	dies	YES
E381	f83r	B6	B6-S001	B6-S001-G03	381	ldalor	L+AL+OR	führe · dorthin · Ansatz	YES
