statement_id	page	record	formula_mode	phase_signature	event_count	breath_groups	visible_cards	component_parses	spoken_component_line_de	complete_owner_filled_instruction_de	all_events_bound
B3-S004	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE	3	1	⟦qokaiin | qotal | dar⟧	⟦OK+AIIN | OT+AL | AR⟧	⟦setze an · Maß | danach · dorthin | davon⟧	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	YES
B3-S005	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦schedy⟧	⟦CHD+DY⟧	⟦setze um · schließe⟧	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umfüllen.	YES
B3-S006	f83r	B3	SIMPLE_ONE_EDIT_VARIANT	ROUTE>APPLY>ROUTE>CLOSE	3	1	⟦chedchy | qokal | olchedy⟧	⟦CHD+Y | OK+AL | OL+CHD+DY⟧	⟦setze um · dies | setze an · dorthin | fort · setze um · schließe⟧	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	YES
B3-S007	f83r	B3	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>ROUTE>HOLD>CLOSE	3	1	⟦qokaiin | chedy | qokeedy⟧	⟦OK+AIIN | CHD+Y | OK+EE+DY⟧	⟦setze an · Maß | setze um · dies | setze an · länger · schließe⟧	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	YES
B3-S008	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦lchedy⟧	⟦L+CHD+DY⟧	⟦führe · setze um · schließe⟧	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: abführen + überführen.	YES
B3-S009	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE	1	1	⟦qoky⟧	⟦OK+Y⟧	⟦setze an · dies⟧	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze dies ein.	YES
B3-S010	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	2	1	⟦pchedal | otedy⟧	⟦P+CHD+AL | OT+E+DY⟧	⟦gib hinein · setze um · dorthin | danach · kurz · schließe⟧	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	YES
B3-S011	f83r	B3	FREE_COMPOSITION	HOLD>SPECIALIST>MEASURE_CHARGE>ROUTE	4	1	⟦shecthedchy | qoky | chedy | chary⟧	⟦SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y⟧	⟦halte · kurz · bereit · setze um · dies | setze an · dies | setze um · dies | davon · dies⟧	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	YES
B3-S012	f83r	B3	TAUGHT_MACRO	SETTLE>CLOSE	2	1	⟦sor | shedy⟧	⟦OR | SHED+DY⟧	⟦Ansatz | setze ab · schließe⟧	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: absetzen lassen. Angaben: Ansatz.	YES
B3-S013	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	4	1	⟦qokaiin | chkain | shcthey | qokedy⟧	⟦OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY⟧	⟦setze an · Maß | gib zu · Teil | bereit · kurz · dies | setze an · kurz · schließe⟧	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	YES
B3-S014	f83r	B3	TAUGHT_MACRO	ROUTE>SETTLE>CLOSE	2	1	⟦okair | sheedy⟧	⟦OK+AIR | SH+EE+DY⟧	⟦setze an · Lauf | halte · länger · schließe⟧	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einleiten → ruhen lassen.	YES
B3-S015	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦lchedy⟧	⟦L+CHD+DY⟧	⟦führe · setze um · schließe⟧	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: abführen + überführen.	YES
B3-S016	f83r	B3	TAUGHT_MACRO	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	2	1	⟦lo | qokchedy⟧	⟦L+O | OK+CHD+DY⟧	⟦führe · Gang | setze an · setze um · schließe⟧	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: führen → einsetzen + überführen.	YES
B3-S017	f83r	B3	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦qokeedy⟧	⟦OK+EE+DY⟧	⟦setze an · länger · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen.	YES
B3-S018	f83r	B3	TAUGHT_MACRO	SETTLE>CLOSE	1	1	⟦shedy⟧	⟦SHED+DY⟧	⟦setze ab · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: absetzen lassen.	YES
B3-S019	f83r	B3	TAUGHT_MACRO	HOLD>SETTLE>CLOSE	1	1	⟦qokshedy⟧	⟦OK+SH+E+DY⟧	⟦setze an · halte · kurz · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen + ruhen lassen.	YES
B3-S020	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	2	1	⟦dal | lchedy⟧	⟦AL | L+CHD+DY⟧	⟦dorthin | führe · setze um · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: hinleiten + umfüllen. Angaben: Ziel.	YES
B3-S021	f83r	B3	EXTENDED_TWO_EDIT_VARIANT	MEASURE_CHARGE>SETTLE>HOLD>ROUTE>CLOSE	11	3	⟦qokaiin | shcthy | dal | sy⟧ / ⟦saiin | shedal | shecthy | chey⟧ / ⟦tal | shcthy | dalchdy⟧	⟦OK+AIIN | CTH+Y | AL | Y⟧ / ⟦AIIN | SHED+AL | SH+E+CTH+Y | Y⟧ / ⟦AL | CTH+Y | AL+CHD+DY⟧	⟦setze an · Maß | bereit · dies | dorthin | dies⟧ / ⟦Maß | setze ab · dorthin | halte · kurz · bereit · dies | dies⟧ / ⟦dorthin | bereit · dies | dorthin · setze um · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
B3-S022	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦qotchedy⟧	⟦OT+CHD+DY⟧	⟦danach · setze um · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: führe zur nächsten Station.	YES
B3-S023	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦lchedy⟧	⟦L+CHD+DY⟧	⟦führe · setze um · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: abführen + überführen.	YES
B3-S024	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦tchedy⟧	⟦CHD+DY⟧	⟦setze um · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: führe zur nächsten Station.	YES
B3-S025	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	1	1	⟦qokchdy⟧	⟦OK+CHD+DY⟧	⟦setze an · setze um · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: einsetzen + überführen.	YES
B3-S026	f83r	B3	FREE_COMPOSITION	ROUTE>MEASURE_CHARGE>THERMAL>SETTLE>HOLD>CLOSE	7	2	⟦cheedar | chldaiin | chedy | qokain⟧ / ⟦checthy | chealror | solkeedy⟧	⟦EE+AR | L+AIIN | CHD+Y | OK+AIN⟧ / ⟦CTH+Y | AL+R+OR | SOLK+EE+DY⟧	⟦länger · davon | führe · Maß | setze um · dies | setze an · Teil⟧ / ⟦bereit · dies | dorthin · kühle · Ansatz | fange auf · länger · schließe⟧	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
B3-S027	f83r	B3	TAUGHT_MACRO	CLOSE	1	1	⟦qoteedy⟧	⟦OT+EE+DY⟧	⟦danach · länger · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	YES
B3-S028	f83r	B3	TAUGHT_MACRO	HOLD>CLOSE	2	1	⟦qokeey | qokedy⟧	⟦OK+EE+Y | OK+E+DY⟧	⟦setze an · länger · dies | setze an · kurz · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: wirken lassen → einwirken lassen.	YES
B3-S029	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	3	1	⟦sol | cheeety | qokedy⟧	⟦OL | EEE+T+Y | OK+E+DY⟧	⟦fort | voll · trage ein · dies | setze an · kurz · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → einwirken lassen. Angaben: fort.	YES
B3-S030	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	4	1	⟦qoky | saiin | schedair | otchedy⟧	⟦OK+Y | AIIN | CHD+AIR | OT+CHD+DY⟧	⟦setze an · dies | Maß | setze um · Lauf | danach · setze um · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	YES
B3-S031	f83r	B3	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦qokeedy⟧	⟦OK+EE+DY⟧	⟦setze an · länger · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: einwirken lassen.	YES
B3-S032	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE>CLOSE	5	1	⟦chedain | chedy | qotedaiin | otaiin | otedy⟧	⟦CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY⟧	⟦setze um · Teil | setze um · dies | danach · kurz · Maß | danach · Maß | danach · kurz · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	YES
B3-S033	f83r	B3	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦ldy⟧	⟦L+DY⟧	⟦führe · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abführen.	YES
B3-S034	f83r	B3	TAUGHT_MACRO	MEASURE_CHARGE>SETTLE>CLOSE	6	1	⟦soiiin | checthy | chety | otaiin | olsaly | shedy⟧	⟦O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY⟧	⟦Gang · Grad | bereit · dies | trage ein · dies | danach · Maß | fort · dorthin · dies | setze ab · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
B4-S001	f83r	B4	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦qokeedy⟧	⟦OK+EE+DY⟧	⟦setze an · länger · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: einwirken lassen.	YES
B4-S002	f83r	B4	TAUGHT_MACRO	HOLD>CLOSE	3	1	⟦qolchey | qokeey | qokedy⟧	⟦OL+Y | OK+EE+Y | OK+E+DY⟧	⟦fort · dies | setze an · länger · dies | setze an · kurz · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: wirken lassen → einwirken lassen. Angaben: fort · dies.	YES
B4-S003	f83r	B4	EXTENDED_TWO_EDIT_VARIANT	ROUTE>APPLY>MEASURE_CHARGE>SETTLE>CLOSE	7	2	⟦chedy | otal | otchey | qokeey⟧ / ⟦qoky | tol | shedy⟧	⟦CHD+Y | OT+AL | OT+Y | OK+EE+Y⟧ / ⟦OK+Y | OL | SHED+DY⟧	⟦setze um · dies | danach · dorthin | danach · dies | setze an · länger · dies⟧ / ⟦setze an · dies | fort | setze ab · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
B4-S004	f83r	B4	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>APPLY>CLOSE	1	1	⟦qokylddy⟧	⟦OK+Y+LD+DY⟧	⟦setze an · dies · binde fest · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: einsetzen + festbinden.	YES
B4-S005	f83r	B4	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	3	1	⟦dain | chedy | qokeedy⟧	⟦AIN | CHD+Y | OK+EE+DY⟧	⟦Teil | setze um · dies | setze an · länger · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	YES
B4-S006	f83r	B4	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦shckhedy⟧	⟦SH+CKH+E+DY⟧	⟦halte · Durchlass · kurz · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: zurückhalten.	YES
B4-S007	f83r	B4	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦shckhedy⟧	⟦SH+CKH+E+DY⟧	⟦halte · Durchlass · kurz · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: zurückhalten.	YES
B4-S008	f83r	B4	TAUGHT_MACRO	HOLD>CLOSE	4	1	⟦saiin | cheeky | sheey | qokedy⟧	⟦AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY⟧	⟦Maß | wärme · länger · dies | halte · länger · dies | setze an · kurz · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	YES
B4-S009	f83r	B4	TAUGHT_MACRO	SETTLE>CLOSE	1	1	⟦shedy⟧	⟦SHED+DY⟧	⟦setze ab · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: absetzen lassen.	YES
B4-S010	f83r	B4	TAUGHT_MACRO	CLOSE	1	1	⟦oldy⟧	⟦OL+DY⟧	⟦fort · schließe⟧	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: fort; Schritt schließen.	YES
B4-S011	f83r	B4	EXTENDED_TWO_EDIT_VARIANT	HOLD>MEASURE_CHARGE>ROUTE>MEASURE_CHARGE>CLOSE	7	2	⟦saiin | cheky | okeeol | okain⟧ / ⟦chdy | sol | lkedy⟧	⟦AIIN | CHK+E+Y | OK+EE+OL | OK+AIN⟧ / ⟦CHD+Y | OL | L+K+E+DY⟧	⟦Maß | wärme · kurz · dies | setze an · länger · fort | setze an · Teil⟧ / ⟦setze um · dies | fort | führe · gib zu · kurz · schließe⟧	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
B4-S012	f83r	B4	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦lchedy⟧	⟦L+CHD+DY⟧	⟦führe · setze um · schließe⟧	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: abführen + überführen.	YES
B4-S013	f83r	B4	TAUGHT_MACRO	MEASURE_CHARGE>SETTLE>CLOSE	2	1	⟦qokol | shedy⟧	⟦OK+OL | SHED+DY⟧	⟦setze an · fort | setze ab · schließe⟧	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: weiter beschicken → absetzen lassen.	YES
B4-S014	f83r	B4	TAUGHT_MACRO	CLOSE	4	1	⟦or | chey | qockhey | dairydy⟧	⟦OR | Y | O+CKH+E+Y | AIR+Y+DY⟧	⟦Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies · schließe⟧	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	YES
B4-S015	f83r	B4	FREE_COMPOSITION	MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>SETTLE>ROUTE>CLOSE	6	2	⟦qokain | shey | kain | chckhal⟧ / ⟦solkey | lchedy⟧	⟦OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL⟧ / ⟦SOLK+E+Y | L+CHD+DY⟧	⟦setze an · Teil | halte · länger · dies | gib zu · Teil | ziehe ab · Durchlass · dorthin⟧ / ⟦fange auf · kurz · dies | führe · setze um · schließe⟧	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
B4-S016	f83r	B4	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>ROUTE>SETTLE>CLOSE	4	1	⟦qolkain | dal | skar | shedy⟧	⟦OL+K+AIN | AL | K+AR | SHED+DY⟧	⟦fort · gib zu · Teil | dorthin | gib zu · davon | setze ab · schließe⟧	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	YES
B5-S001	f83r	B5	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦otchdy⟧	⟦OT+CHD+DY⟧	⟦danach · setze um · schließe⟧	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: führe zur nächsten Station.	YES
B5-S002	f83r	B5	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	1	1	⟦qokchdy⟧	⟦OK+CHD+DY⟧	⟦setze an · setze um · schließe⟧	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: einsetzen + überführen.	YES
B5-S003	f83r	B5	EXTENDED_TWO_EDIT_VARIANT	SETTLE>ROUTE>MEASURE_CHARGE	9	3	⟦shedal | dal | cheol | lol⟧ / ⟦chdal | aiin | sol | daiiin⟧ / ⟦chedy⟧	⟦SHED+AL | AL | OL | L+OL⟧ / ⟦CHD+AL | AIIN | OL | DA+IIN⟧ / ⟦CHD+Y⟧	⟦setze ab · dorthin | dorthin | fort | führe · fort⟧ / ⟦setze um · dorthin | Maß | fort | zweiter · Grad⟧ / ⟦setze um · dies⟧	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
B6-S001	f83r	B6	FREE_COMPOSITION	SETTLE>MEASURE_CHARGE>THERMAL>ROUTE	9	3	⟦solkeey | qekey | raly | ol⟧ / ⟦daiin | ol | dain | chey⟧ / ⟦ldalor⟧	⟦SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL⟧ / ⟦AIIN | OL | AIN | Y⟧ / ⟦L+AL+OR⟧	⟦fange auf · länger · dies | kurz · gib zu · kurz · dies | kühle · dorthin · dies | fort⟧ / ⟦Maß | fort | Teil | dies⟧ / ⟦führe · dorthin · Ansatz⟧	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
