locus_row	diagram_id	page	locus	local_namespace	visible_owners	groups	group_serials	exact_surface_groups	unique_component_groups	ambiguous_groups	local_label_groups	locus_transfer_status	candidate_local_reading_de	orientation	cross_instrument_join
95	A2	f68r1	f68r1.21	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_13	1	235	0	1	0	0	FULL_COMPONENT_READING	Arbeitsgang + Durchlass + dies	UNSPECIFIED	NONE
96	A2	f68r1	f68r1.22	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_14	1	236	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
97	A2	f68r1	f68r1.23	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_15	1	237	1	0	0	0	FULL_COMPONENT_READING	danach umsetzen; Schluss	UNSPECIFIED	NONE
98	A2	f68r1	f68r1.24	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_16	1	238	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
99	A2	f68r1	f68r1.25	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_17	1	239	1	0	0	0	FULL_COMPONENT_READING	danach fortsetzen	UNSPECIFIED	NONE
100	A2	f68r1	f68r1.26	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_18	1	240	0	1	0	0	FULL_COMPONENT_READING	danach + Ansatz	UNSPECIFIED	NONE
101	A2	f68r1	f68r1.27	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_19	1	241	0	1	0	0	FULL_COMPONENT_READING	Arbeitsgang + Sollstufe + von dort	UNSPECIFIED	NONE
102	A2	f68r1	f68r1.28	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_20	1	242	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
103	A2	f68r1	f68r1.29	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_21	1	243	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
104	A2	f68r1	f68r1.30	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_22	1	244	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
105	A2	f68r1	f68r1.31	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_23	1	245	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
106	A2	f68r1	f68r1.32	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_24	1	246	0	1	0	0	FULL_COMPONENT_READING	ansetzen + laenger + Arbeitsgang + Stelle	UNSPECIFIED	NONE
107	A2	f68r1	f68r1.33	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_25	1	247	0	1	0	0	FULL_COMPONENT_READING	ansetzen + Ansatz	UNSPECIFIED	NONE
108	A2	f68r1	f68r1.34	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_26	1	248	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
109	A2	f68r1	f68r1.35	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_27	1	249	0	1	0	0	FULL_COMPONENT_READING	danach + Arbeitsgang + umsetzen + dies	UNSPECIFIED	NONE
110	A2	f68r1	f68r1.36	A68_MULTIPANEL_STAR_ATLAS	A2_STAR_STATION_28	1	250	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
111	A2	f68r1	f68r1.37	A68_MULTIPANEL_STAR_ATLAS	A2_CENTRAL_LEGEND_UNRESOLVED	5	251|252|253|254|255	1	1	2	1	MIXED_COMPONENT_AND_LOCAL_LABEL	verwende dies ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; kurz + von dort ; ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
112	A3	f69v	f69v.1	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_WHEEL_RING_TEXT	40	256|257|258|259|260|261|262|263|264|265|266|267|268|269|270|271|272|273|274|275|276|277|278|279|280|281|282|283|284|285|286|287|288|289|290|291|292|293|294|295	10	16	4	10	MIXED_COMPONENT_AND_LOCAL_LABEL	ASTRO_LOCAL_LABEL ; dies + zufuehren + dies ; ASTRO_LOCAL_LABEL ; von dort ; von dort ; dies + zufuehren + von dort ; ASTRO_LOCAL_LABEL ; von dort ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; ASTRO_LOCAL_LABEL ; Arbeitsgang ; fuellen + kurz + dies ; danach + ansetzen + vollstaendig + dies ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; länger ansetzen ; ASTRO_LOCAL_LABEL ; fuellen + laenger + Arbeitsgang ; dies ; dies ; danach ; dies ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL ; dies ; dies ; Zutat + Mass ; ansetzen + von dort ; ansetzen + von dort ; fortsetzen ; ASTRO_LOCAL_LABEL ; dies + fuellen + Arbeitsgang ; ASTRO_LOCAL_LABEL ; danach + dies ; danach + laenger + Arbeitsgang ; von dort ; Arbeitsgang ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; ASTRO_LOCAL_LABEL ; von dort	UNSPECIFIED	NONE
113	A3	f69v	f69v.2	A69_MIDDLE_CLOUD_WAVE_WHEEL	A3_MIDDLE_WHEEL_RING_TEXT	38	296|297|298|299|300|301|302|303|304|305|306|307|308|309|310|311|312|313|314|315|316|317|318|319|320|321|322|323|324|325|326|327|328|329|330|331|332|333	19	12	2	5	MIXED_COMPONENT_AND_LOCAL_LABEL	ASTRO_LOCAL_LABEL ; fortsetzen ; dies + zufuehren + von dort ; Stelle ; ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL ; Klarauszug ; fortsetzen + dies ; dies + zufuehren + laenger + Stelle ; Auszug ; ASTRO_LOCAL_LABEL ; Arbeitsgang + Durchlass + dies ; dies länger halten ; Mass ; dies ; ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; Stelle ; dies + kurz + fuellen + kurz + dies ; abziehen + kurz + von dort ; dies ; dies ; dies + zufuehren + kurz + dies ; abziehen ; dies ; dies ; fortsetzen ; dies + zufuehren + von dort ; fortsetzen ; dies ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; dies ; Stelle ; Arbeitsgang abschließen ; Wasser + dies ; verwende dies ; dies + dies ; dies	UNSPECIFIED	NONE
114	A3	f69v	f69v.3	A69_RIGHT_FACE_RAY_WHEEL	A3_RIGHT_WHEEL_RING_TEXT	29	334|335|336|337|338|339|340|341|342|343|344|345|346|347|348|349|350|351|352|353|354|355|356|357|358|359|360|361|362	7	10	4	8	MIXED_COMPONENT_AND_LOCAL_LABEL	ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; ASTRO_LOCAL_LABEL ; dies umsetzen ; danach + Arbeitsgang + von dort ; von dort ; dies ; danach + kurz + Ansatz ; Zutat ; danach + Wasser ; ASTRO_LOCAL_LABEL ; danach + laenger + Stelle ; Auszug + abkuehlen ; von dort ; Wasser ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; ansetzen + kurz + Arbeitsgang + Stelle ; danach + kurz + Arbeitsgang + von dort + von dort ; ASTRO_LOCAL_LABEL ; ASTRO_LOCAL_LABEL ; dies ; ASTRO_LOCAL_LABEL_PENDING_CHOICE ; Stelle ; nächsten Posten länger halten ; nächsten Posten länger halten	UNSPECIFIED	NONE
115	A3	f69v	f69v.4	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_01	2	363|364	2	0	0	0	FULL_COMPONENT_READING	länger ansetzen ; von dort	UNSPECIFIED	NONE
116	A3	f69v	f69v.5	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_02	2	365|366	1	1	0	0	FULL_COMPONENT_READING	ansetzen + kurz + Arbeitsgang ; dies	UNSPECIFIED	NONE
117	A3	f69v	f69v.6	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_03	1	367	0	1	0	0	FULL_COMPONENT_READING	Arbeitsgang + Zutat + dies + zufuehren	UNSPECIFIED	NONE
118	A3	f69v	f69v.7	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_04	1	368	0	1	0	0	FULL_COMPONENT_READING	dies + zufuehren + laenger + dies	UNSPECIFIED	NONE
119	A3	f69v	f69v.8	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_05	1	369	0	1	0	0	FULL_COMPONENT_READING	dies + fuellen + Ansatz + dies	UNSPECIFIED	NONE
120	A3	f69v	f69v.9	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_06	1	370	0	1	0	0	FULL_COMPONENT_READING	Arbeitsgang + laenger + dies	UNSPECIFIED	NONE
121	A3	f69v	f69v.10	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_07	1	371	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
122	A3	f69v	f69v.11	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_08	1	372	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
123	A3	f69v	f69v.12	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_09	1	373	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
124	A3	f69v	f69v.13	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_10	1	374	0	1	0	0	FULL_COMPONENT_READING	ansetzen + kurz + Stelle	UNSPECIFIED	NONE
125	A3	f69v	f69v.14	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_11	1	375	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
126	A3	f69v	f69v.15	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_12	1	376	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
127	A3	f69v	f69v.16	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_13	1	377	0	1	0	0	FULL_COMPONENT_READING	danach + kurz + fortsetzen	UNSPECIFIED	NONE
128	A3	f69v	f69v.17	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_14	1	378	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
129	A3	f69v	f69v.18	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_15	1	379	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
130	A3	f69v	f69v.19	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_16	1	380	0	1	0	0	FULL_COMPONENT_READING	von dort + Stelle	UNSPECIFIED	NONE
131	A3	f69v	f69v.20	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_17	1	381	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
132	A3	f69v	f69v.21	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_18	1	382	0	1	0	0	FULL_COMPONENT_READING	ansetzen + fortsetzen + von dort	UNSPECIFIED	NONE
133	A3	f69v	f69v.22	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_19	1	383	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
134	A3	f69v	f69v.23	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_20	1	384	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
135	A3	f69v	f69v.24	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_21	1	385	0	1	0	0	FULL_COMPONENT_READING	danach + dies	UNSPECIFIED	NONE
136	A3	f69v	f69v.25	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_22	2	386|387	2	0	0	0	FULL_COMPONENT_READING	länger ansetzen ; dies	UNSPECIFIED	NONE
137	A3	f69v	f69v.26	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_23	2	388|389	1	0	0	1	MIXED_COMPONENT_AND_LOCAL_LABEL	kurz ansetzen ; ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
138	A3	f69v	f69v.27	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_24	1	390	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
139	A3	f69v	f69v.28	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_25	1	391	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
140	A3	f69v	f69v.29	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_26	1	392	0	0	1	0	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	UNSPECIFIED	NONE
141	A3	f69v	f69v.30	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_27	1	393	0	0	0	1	LOCAL_LABEL_ONLY	ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
142	A3	f69v	f69v.31	A69_LEFT_28_PLACE_WHEEL	A3_LEFT_RADIAL_SLOT_28	2	394|395	0	1	0	1	MIXED_COMPONENT_AND_LOCAL_LABEL	Arbeitsgang + von dort ; ASTRO_LOCAL_LABEL	UNSPECIFIED	NONE
