reading_unit_id	record_unit_id	statement_ids	unit_kind	source_event_ids	visible_card_count	source_token_count	rule_applications	visible_surface_sequence	literal_value_sequence	construction_reading_de
R257	B3	B3-S021	ATOMIC_CARD	E278	1	1	0	tal	dorthin	dorthin
R258	B3	B3-S021	ATOMIC_CARD	E279	1	1	0	shcthy	bereit	bereit
R259	B3	B3-S021	ATOMIC_CARD	E280	1	1	0	dalchdy	Zieltransfer; Schluss	Zieltransfer; Schluss
R260	B3	B3-S022	ATOMIC_CARD	E281	1	1	0	qotchedy	Folgetransfer; Schluss	Folgetransfer; Schluss
R261	B3	B3-S023	ATOMIC_CARD	E282	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R262	B3	B3-S024	ATOMIC_CARD	E283	1	1	0	tchedy	überführen; Schluss	überführen; Schluss
R263	B3	B3-S025	ATOMIC_CARD	E284	1	1	0	qokchdy	einführen; Schluss	einführen; Schluss
R264	B3	B3-S026	ATOMIC_CARD	E285	1	1	0	cheedar	Quelltransfer	Quelltransfer
R265	B3	B3-S026	ATOMIC_CARD	E286	1	1	0	chldaiin	Sollabsetzung	Sollabsetzung
R266	B3	B3-S026	ATOMIC_CARD	E287	1	1	0	chedy	überführen	überführen
R267	B3	B3-S026	ATOMIC_CARD	E288	1	1	0	qokain	Anteil zugeben	Anteil zugeben
R268	B3	B3-S026	ATOMIC_CARD	E289	1	1	0	checthy	bereit	bereit
R269	B3	B3-S026	ATOMIC_CARD	E290	1	1	0	chealror	Zielbereitung	Zielbereitung
R270	B3	B3-S026	ATOMIC_CARD	E291	1	1	0	solkeedy	lange sammeln; Schluss	lange sammeln; Schluss
R271	B3	B3-S027	ATOMIC_CARD	E292	1	1	0	qoteedy	lange Folgestufe; Schluss	lange Folgestufe; Schluss
R272	B3	B3-S028	ATOMIC_CARD	E293	1	1	0	qokeey	lange einwirken	lange einwirken
R273	B3	B3-S028	ATOMIC_CARD	E294	1	1	0	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
R274	B3	B3-S029	ATOMIC_CARD	E295	1	1	0	sol	weiter	weiter
R275	B3	B3-S029	ATOMIC_CARD	E296	1	1	0	cheeety	Vollteil	Vollteil
R276	B3	B3-S029	ATOMIC_CARD	E297	1	1	0	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
R277	B3	B3-S030	ATOMIC_CARD	E298	1	1	0	qoky	einsetzen	einsetzen
R278	B3	B3-S030	ATOMIC_CARD	E299	1	1	0	saiin	Sollwert	Sollwert
R279	B3	B3-S030	ATOMIC_CARD	E300	1	1	0	schedair	Weiterlauf	Weiterlauf
R280	B3	B3-S030	ATOMIC_CARD	E301	1	1	0	otchedy	Folgetransfer; Schluss	Folgetransfer; Schluss
R281	B3	B3-S031	ATOMIC_CARD	E302	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R282	B3	B3-S032	ATOMIC_CARD	E303	1	1	0	chedain	Anteilstransfer	Anteilstransfer
R283	B3	B3-S032	ATOMIC_CARD	E304	1	1	0	chedy	überführen	überführen
R284	B3	B3-S032	ATOMIC_CARD	E305	1	1	0	qotedaiin	Kurzsoll	Kurzsoll
R285	B3	B3-S032	ATOMIC_CARD	E306	1	1	0	otaiin	Folgemaß	Folgemaß
R286	B3	B3-S032	ATOMIC_CARD	E307	1	1	0	otedy	Kurzfolge; Schluss	Kurzfolge; Schluss
R287	B3	B3-S033	ATOMIC_CARD	E308	1	1	0	ldy	abziehen; Schluss	abziehen; Schluss
R288	B3	B3-S034	ATOMIC_CARD	E309	1	1	0	soiiin	Arbeitsstufe	Arbeitsstufe
R289	B3	B3-S034	ATOMIC_CARD	E310	1	1	0	checthy	bereit	bereit
R290	B3	B3-S034	ATOMIC_CARD	E311	1	1	0	chety	Teil	Teil
R291	B3	B3-S034	ATOMIC_CARD	E312	1	1	0	otaiin	Folgemaß	Folgemaß
R292	B3	B3-S034	ATOMIC_CARD	E313	1	1	0	olsaly	Zwischenziel	Zwischenziel
R293	B3	B3-S034	ATOMIC_CARD	E314	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R294	B4	B4-S001	ATOMIC_CARD	E315	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R295	B4	B4-S002	ATOMIC_CARD	E316	1	1	0	qolchey	Weiterposten	Weiterposten
R296	B4	B4-S002	ATOMIC_CARD	E317	1	1	0	qokeey	lange einwirken	lange einwirken
R297	B4	B4-S002	ATOMIC_CARD	E318	1	1	0	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
R298	B4	B4-S003	ATOMIC_CARD	E319	1	1	0	chedy	überführen	überführen
R299	B4	B4-S003	ATOMIC_CARD	E320	1	1	0	otal	danach dorthin	danach dorthin
R300	B4	B4-S003	ATOMIC_CARD	E321	1	1	0	otchey	das nächste	das nächste
R301	B4	B4-S003	ATOMIC_CARD	E322	1	1	0	qokeey	lange einwirken	lange einwirken
R302	B4	B4-S003	ATOMIC_CARD	E323	1	1	0	qoky	einsetzen	einsetzen
R303	B4	B4-S003	ATOMIC_CARD	E324	1	1	0	tol	weiter	weiter
R304	B4	B4-S003	ATOMIC_CARD	E325	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R305	B4	B4-S004	ATOMIC_CARD	E326	1	1	0	qokylddy	befestigen; Schluss	befestigen; Schluss
R306	B4	B4-S005	ATOMIC_CARD	E327	1	1	0	dain	Einlage	Einlage
R307	B4	B4-S005	ATOMIC_CARD	E328	1	1	0	chedy	überführen	überführen
R308	B4	B4-S005	ATOMIC_CARD	E329	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R309	B4	B4-S006|B4-S007	REPEATED_CLOSED_OPERATION	E330|E331	2	2	1	shckhedy shckhedy	durchlassen; Schluss > durchlassen; Schluss	durchlassen; zweimal
R310	B4	B4-S008	ATOMIC_CARD	E332	1	1	0	saiin	Sollwert	Sollwert
R311	B4	B4-S008	ATOMIC_CARD	E333	1	1	0	cheeky	länger bearbeiten	länger bearbeiten
R312	B4	B4-S008	ATOMIC_CARD	E334	1	1	0	sheey	Langhalt	Langhalt
R313	B4	B4-S008	ATOMIC_CARD	E335	1	1	0	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
R314	B4	B4-S009	ATOMIC_CARD	E336	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R315	B4	B4-S010	ATOMIC_CARD	E337	1	1	0	oldy	Schluss	Schluss
R316	B4	B4-S011	ATOMIC_CARD	E338	1	1	0	saiin	Sollwert	Sollwert
R317	B4	B4-S011	ATOMIC_CARD	E339	1	1	0	cheky	kurz wärmen	kurz wärmen
R318	B4	B4-S011	ATOMIC_CARD	E340	1	1	0	okeeol	Langfortsetzung	Langfortsetzung
R319	B4	B4-S011	ATOMIC_CARD	E341	1	1	0	okain	Anteil zugeben	Anteil zugeben
R320	B4	B4-S011	ATOMIC_CARD	E342	1	1	0	chdy	überführen	überführen
R321	B4	B4-S011	ATOMIC_CARD	E343	1	1	0	sol	weiter	weiter
R322	B4	B4-S011	ATOMIC_CARD	E344	1	1	0	lkedy	Kurzabzug; Schluss	Kurzabzug; Schluss
R323	B4	B4-S012	ATOMIC_CARD	E345	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R324	B4	B4-S013	ATOMIC_CARD	E346	1	1	0	qokol	Weiter einsetzen	Weiter einsetzen
R325	B4	B4-S013	ATOMIC_CARD	E347	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R326	B4	B4-S014	ATOMIC_CARD	E348	1	1	0	or	Ansatz	Ansatz
R327	B4	B4-S014	ATOMIC_CARD	E349	1	1	0	chey	dies	dies
R328	B4	B4-S014	ATOMIC_CARD	E350	1	1	0	qockhey	Kurzdurchgang	Kurzdurchgang
R329	B4	B4-S014	ATOMIC_CARD	E351	1	1	0	dairydy	Laufschluss	Laufschluss
R330	B4	B4-S015	ATOMIC_CARD	E352	1	1	0	qokain	Anteil zugeben	Anteil zugeben
R331	B4	B4-S015	ATOMIC_CARD	E353	1	1	0	shey	Ergebnis	Ergebnis
R332	B4	B4-S015	ATOMIC_CARD	E354	1	1	0	kain	Portion	Portion
R333	B4	B4-S015	ATOMIC_CARD	E355	1	1	0	chckhal	Zielpassage	Zielpassage
R334	B4	B4-S015	ATOMIC_CARD	E356	1	1	0	solkey	Kurzsammlung	Kurzsammlung
R335	B4	B4-S015	ATOMIC_CARD	E357	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R336	B4	B4-S016	ATOMIC_CARD	E358	1	1	0	qolkain	weiterer Anteil	weiterer Anteil
R337	B4	B4-S016	ATOMIC_CARD	E359	1	1	0	dal	dorthin	dorthin
R338	B4	B4-S016	ATOMIC_CARD	E360	1	1	0	skar	Quellausguss	Quellausguss
R339	B4	B4-S016	ATOMIC_CARD	E361	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R340	B5	B5-S001	ATOMIC_CARD	E362	1	1	0	otchdy	Nachtransfer; Schluss	Nachtransfer; Schluss
R341	B5	B5-S002	ATOMIC_CARD	E363	1	1	0	qokchdy	einführen; Schluss	einführen; Schluss
R342	B5	B5-S003	ATOMIC_CARD	E364	1	1	0	shedal	am Ziel absetzen	am Ziel absetzen
R343	B5	B5-S003	ATOMIC_CARD	E365	1	1	0	dal	dorthin	dorthin
R344	B5	B5-S003	ATOMIC_CARD	E366	1	1	0	cheol	weiter	weiter
R345	B5	B5-S003	ATOMIC_CARD	E367	1	1	0	lol	Weiterabzug	Weiterabzug
R346	B5	B5-S003	ATOMIC_CARD	E368	1	1	0	chdal	Zieltransfer	Zieltransfer
R347	B5	B5-S003	ATOMIC_CARD	E369	1	1	0	aiin	Sollwert	Sollwert
R348	B5	B5-S003	ATOMIC_CARD	E370	1	1	0	sol	weiter	weiter
R349	B5	B5-S003	ATOMIC_CARD	E371	1	1	0	daiiin	Endstufe	Endstufe
R350	B5	B5-S003	ATOMIC_CARD	E372	1	1	0	chedy	überführen	überführen
R351	B6	B6-S001	ATOMIC_CARD	E373	1	1	0	solkeey	Langsammlung	Langsammlung
R352	B6	B6-S001	ATOMIC_CARD	E374	1	1	0	qekey	kurz bearbeiten	kurz bearbeiten
R353	B6	B6-S001	ATOMIC_CARD	E375	1	1	0	raly	Endposten	Endposten
R354	B6	B6-S001	ABA_RETURN_FRAME	E376|E377|E378	3	3	1	ol daiin ol	weiter > Sollwert > weiter	Den laufenden Gang auf Sollwert bringen und danach fortsetzen.
R355	B6	B6-S001	ATOMIC_CARD	E379	1	1	0	dain	Einlage	Einlage
R356	B6	B6-S001	ATOMIC_CARD	E380	1	1	0	chey	dies	dies
R357	B6	B6-S001	ATOMIC_CARD	E381	1	1	0	ldalor	Endziel	Endziel
