local_card_ordinal	source_event_id	physical_page	register	owner_de	surface	complete_slot_count	target_slot_count	host_count	gdt584_rule_ids	gdt584_polished_local_clause_de	gdt584_exact_slot_trace_de	gdt584_guard
38	P912-E2010	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	okoirsh	5	1	3	SH_CELESTIAL_FIX	Trage in Eintragsform ein. Markiere bei der i-Marke. Halte die Position fest.	[LOCAL_COMPONENT:P912-E2010@1=OK:Trage ein|LOCAL_ACTION:P912-E2010@1:OK] [LOCAL_COMPONENT:P912-E2010@2=O:in Eintragsform|LOCAL_ACTION:P912-E2010@1:OK] [LOCAL_COMPONENT:P912-E2010@3=LOCAL_CHAR_I:bei der i-Marke|LOCAL_ACTION:P912-E2010@4:R] [LOCAL_COMPONENT:P912-E2010@4=R:Markiere|LOCAL_ACTION:P912-E2010@4:R] [LOCAL_COMPONENT:P912-E2010@5=SH:Halte die Position fest|LOCAL_ACTION:P912-E2010@5:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
39	P912-E2012	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	chetody	6	1	2	T_CELESTIAL_SET	Lies auf Ringstufe I ab. Stelle die Ringposition in Eintragsform und an der unteren Ringstelle ein.	[LOCAL_COMPONENT:P912-E2012@1=CH:Lies ab|LOCAL_ACTION:P912-E2012@1:CH] [LOCAL_COMPONENT:P912-E2012@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2012@1:CH] [LOCAL_COMPONENT:P912-E2012@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2012@3:T] [LOCAL_COMPONENT:P912-E2012@4=O:in Eintragsform|LOCAL_ACTION:P912-E2012@3:T] [LOCAL_COMPONENT:P912-E2012@5=D_ADDR:an der unteren Ringstelle|LOCAL_ACTION:P912-E2012@3:T] [LOCAL_COMPONENT:P912-E2012@6=Y:Ringposition|LOCAL_ACTION:P912-E2012@3:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
40	P912-E2013	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	okeeos	4	1	2	S_CELESTIAL_SELECT	Trage auf Ringstufe II ein. Wähle die Einheit in Eintragsform aus.	[LOCAL_COMPONENT:P912-E2013@1=OK:Trage ein|LOCAL_ACTION:P912-E2013@1:OK] [LOCAL_COMPONENT:P912-E2013@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2013@1:OK] [LOCAL_COMPONENT:P912-E2013@3=O:in Eintragsform|LOCAL_ACTION:P912-E2013@4:S] [LOCAL_COMPONENT:P912-E2013@4=S:Wähle aus|LOCAL_ACTION:P912-E2013@4:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
41	P912-E2015	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	tey	3	1	1	T_CELESTIAL_SET	Stelle die Ringposition auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2015@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2015@1:T] [LOCAL_COMPONENT:P912-E2015@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2015@1:T] [LOCAL_COMPONENT:P912-E2015@3=Y:Ringposition|LOCAL_ACTION:P912-E2015@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
42	P912-E2020	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	teeo	3	1	1	T_CELESTIAL_SET	Stelle die Position in Eintragsform und auf Ringstufe II ein.	[LOCAL_COMPONENT:P912-E2020@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2020@1:T] [LOCAL_COMPONENT:P912-E2020@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2020@1:T] [LOCAL_COMPONENT:P912-E2020@3=O:in Eintragsform|LOCAL_ACTION:P912-E2020@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
43	P912-E2026	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	chsdy	3	1	3	S_CELESTIAL_SELECT	Lies ab. Wähle die Einheit aus. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P912-E2026@1=CH:Lies ab|LOCAL_ACTION:P912-E2026@1:CH] [LOCAL_COMPONENT:P912-E2026@2=S:Wähle aus|LOCAL_ACTION:P912-E2026@2:S] [LOCAL_COMPONENT:P912-E2026@3=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P912-E2026@3:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
44	P912-E2034	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	chees	3	1	1	SH_CELESTIAL_FIX	Halte die Position auf Ringstufe II und an der seitlichen Ringstelle fest.	[LOCAL_COMPONENT:P912-E2034@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2034@1:SH] [LOCAL_COMPONENT:P912-E2034@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2034@1:SH] [LOCAL_COMPONENT:P912-E2034@3=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2034@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
45	P912-E2035	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	yto	3	1	1	T_CELESTIAL_SET	Stelle die Ringposition in Eintragsform ein.	[LOCAL_COMPONENT:P912-E2035@1=Y:Ringposition|LOCAL_ACTION:P912-E2035@2:T] [LOCAL_COMPONENT:P912-E2035@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2035@2:T] [LOCAL_COMPONENT:P912-E2035@3=O:in Eintragsform|LOCAL_ACTION:P912-E2035@2:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
46	P912-E2050	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	cheey	3	1	1	SH_CELESTIAL_FIX	Halte die Ringposition auf Ringstufe II fest.	[LOCAL_COMPONENT:P912-E2050@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2050@1:SH] [LOCAL_COMPONENT:P912-E2050@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2050@1:SH] [LOCAL_COMPONENT:P912-E2050@3=Y:Ringposition|LOCAL_ACTION:P912-E2050@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
47	P912-E2056	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	sheey	3	1	1	SH_CELESTIAL_FIX	Halte die Ringposition auf Ringstufe II fest.	[LOCAL_COMPONENT:P912-E2056@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2056@1:SH] [LOCAL_COMPONENT:P912-E2056@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2056@1:SH] [LOCAL_COMPONENT:P912-E2056@3=Y:Ringposition|LOCAL_ACTION:P912-E2056@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
48	P912-E2062	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	yetey	5	1	1	T_CELESTIAL_SET	Stelle die Ringposition auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2062@1=Y:Ringposition|LOCAL_ACTION:P912-E2062@3:T] [LOCAL_COMPONENT:P912-E2062@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2062@3:T] [LOCAL_COMPONENT:P912-E2062@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2062@3:T] [LOCAL_COMPONENT:P912-E2062@4=E:auf Ringstufe I|LOCAL_ACTION:P912-E2062@3:T] [LOCAL_COMPONENT:P912-E2062@5=Y:Ringposition|LOCAL_ACTION:P912-E2062@3:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
49	P912-E2085	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	chdy	2	1	1	CHD_CELESTIAL_CALCULATE	Berechne die Ringposition.	[LOCAL_COMPONENT:P912-E2085@1=CHD:Berechne|LOCAL_ACTION:P912-E2085@1:CHD] [LOCAL_COMPONENT:P912-E2085@2=Y:Ringposition|LOCAL_ACTION:P912-E2085@1:CHD]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
50	P912-E2092	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	chda	2	1	1	CHD_CELESTIAL_CALCULATE	Berechne den Wert an der oberen Ringstelle.	[LOCAL_COMPONENT:P912-E2092@1=CHD:Berechne|LOCAL_ACTION:P912-E2092@1:CHD] [LOCAL_COMPONENT:P912-E2092@2=A_ADDR:an der oberen Ringstelle|LOCAL_ACTION:P912-E2092@1:CHD]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
51	P912-E2098	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	ytyd	4	1	1	T_CELESTIAL_SET	Stelle die Ringposition in der d-Klasse ein.	[LOCAL_COMPONENT:P912-E2098@1=Y:Ringposition|LOCAL_ACTION:P912-E2098@2:T] [LOCAL_COMPONENT:P912-E2098@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2098@2:T] [LOCAL_COMPONENT:P912-E2098@3=Y:Ringposition|LOCAL_ACTION:P912-E2098@2:T] [LOCAL_COMPONENT:P912-E2098@4=D_LABEL:in der d-Klasse|LOCAL_ACTION:P912-E2098@2:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
52	P912-E2104	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	cheteeser	7	1	3	T_CELESTIAL_SET	Lies auf Ringstufe I ab. Stelle die Position auf Ringstufe II und an der seitlichen Ringstelle ein. Markiere auf Ringstufe I.	[LOCAL_COMPONENT:P912-E2104@1=CH:Lies ab|LOCAL_ACTION:P912-E2104@1:CH] [LOCAL_COMPONENT:P912-E2104@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2104@1:CH] [LOCAL_COMPONENT:P912-E2104@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2104@3:T] [LOCAL_COMPONENT:P912-E2104@4=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2104@3:T] [LOCAL_COMPONENT:P912-E2104@5=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2104@3:T] [LOCAL_COMPONENT:P912-E2104@6=E:auf Ringstufe I|LOCAL_ACTION:P912-E2104@7:R] [LOCAL_COMPONENT:P912-E2104@7=R:Markiere|LOCAL_ACTION:P912-E2104@7:R]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
53	P912-E2112	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	sar	2	1	1	S_CELESTIAL_SELECT	Wähle die Einheit von der Ausgangsposition aus.	[LOCAL_COMPONENT:P912-E2112@1=S:Wähle aus|LOCAL_ACTION:P912-E2112@1:S] [LOCAL_COMPONENT:P912-E2112@2=AR:von der Ausgangsposition|LOCAL_ACTION:P912-E2112@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
54	P912-E2117	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	ytory	4	1	1	T_CELESTIAL_SET	Stelle die Ringposition und die Sektoreinheit ein.	[LOCAL_COMPONENT:P912-E2117@1=Y:Ringposition|LOCAL_ACTION:P912-E2117@2:T] [LOCAL_COMPONENT:P912-E2117@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2117@2:T] [LOCAL_COMPONENT:P912-E2117@3=OR:Sektoreinheit|LOCAL_ACTION:P912-E2117@2:T] [LOCAL_COMPONENT:P912-E2117@4=Y:Ringposition|LOCAL_ACTION:P912-E2117@2:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
55	P912-E2118	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	oeesy	4	1	1	S_CELESTIAL_SELECT	Wähle die Ringposition in Eintragsform und auf Ringstufe II aus.	[LOCAL_COMPONENT:P912-E2118@1=O:in Eintragsform|LOCAL_ACTION:P912-E2118@3:S] [LOCAL_COMPONENT:P912-E2118@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2118@3:S] [LOCAL_COMPONENT:P912-E2118@3=S:Wähle aus|LOCAL_ACTION:P912-E2118@3:S] [LOCAL_COMPONENT:P912-E2118@4=Y:Ringposition|LOCAL_ACTION:P912-E2118@3:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
56	P912-E2119	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	ytody	4	1	2	T_CELESTIAL_SET	Stelle die Ringposition in Eintragsform ein. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P912-E2119@1=Y:Ringposition|LOCAL_ACTION:P912-E2119@2:T] [LOCAL_COMPONENT:P912-E2119@2=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2119@2:T] [LOCAL_COMPONENT:P912-E2119@3=O:in Eintragsform|LOCAL_ACTION:P912-E2119@2:T] [LOCAL_COMPONENT:P912-E2119@4=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P912-E2119@4:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
57	P912-E2124	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	oteeys	4	1	2	S_CELESTIAL_SELECT	Beginne danach den nächsten Arbeitsgang. Wähle die Ringposition auf Ringstufe II aus.	[LOCAL_COMPONENT:P912-E2124@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2124@1:OT] [LOCAL_COMPONENT:P912-E2124@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2124@4:S] [LOCAL_COMPONENT:P912-E2124@3=Y:Ringposition|LOCAL_ACTION:P912-E2124@4:S] [LOCAL_COMPONENT:P912-E2124@4=S:Wähle aus|LOCAL_ACTION:P912-E2124@4:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
58	P912-E2128	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	saral	3	1	1	S_CELESTIAL_SELECT	Wähle die Einheit zur Zielposition und von der Ausgangsposition aus.	[LOCAL_COMPONENT:P912-E2128@1=S:Wähle aus|LOCAL_ACTION:P912-E2128@1:S] [LOCAL_COMPONENT:P912-E2128@2=AR:von der Ausgangsposition|LOCAL_ACTION:P912-E2128@1:S] [LOCAL_COMPONENT:P912-E2128@3=AL:zur Zielposition|LOCAL_ACTION:P912-E2128@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
59	P912-E2129	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	saiir	3	1	2	S_CELESTIAL_SELECT	Wähle den Positionswert aus. Markiere.	[LOCAL_COMPONENT:P912-E2129@1=S:Wähle aus|LOCAL_ACTION:P912-E2129@1:S] [LOCAL_COMPONENT:P912-E2129@2=AIIN:Positionswert|LOCAL_ACTION:P912-E2129@1:S] [LOCAL_COMPONENT:P912-E2129@3=R:Markiere|LOCAL_ACTION:P912-E2129@3:R]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
60	P912-E2132	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	sarydy	5	1	1	S_CELESTIAL_SELECT	Wähle die Ringposition an der unteren Ringstelle und von der Ausgangsposition aus.	[LOCAL_COMPONENT:P912-E2132@1=S:Wähle aus|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@2=AR:von der Ausgangsposition|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@3=Y:Ringposition|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@4=D_ADDR:an der unteren Ringstelle|LOCAL_ACTION:P912-E2132@1:S] [LOCAL_COMPONENT:P912-E2132@5=Y:Ringposition|LOCAL_ACTION:P912-E2132@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
61	P912-E2141	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	okcheys	5	1	3	S_CELESTIAL_SELECT	Trage ein. Lies auf Ringstufe I ab. Wähle die Ringposition aus.	[LOCAL_COMPONENT:P912-E2141@1=OK:Trage ein|LOCAL_ACTION:P912-E2141@1:OK] [LOCAL_COMPONENT:P912-E2141@2=CH:Lies ab|LOCAL_ACTION:P912-E2141@2:CH] [LOCAL_COMPONENT:P912-E2141@3=E:auf Ringstufe I|LOCAL_ACTION:P912-E2141@2:CH] [LOCAL_COMPONENT:P912-E2141@4=Y:Ringposition|LOCAL_ACTION:P912-E2141@5:S] [LOCAL_COMPONENT:P912-E2141@5=S:Wähle aus|LOCAL_ACTION:P912-E2141@5:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
62	P912-E2143	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	alys	3	1	1	S_CELESTIAL_SELECT	Wähle die Ringposition zur Zielposition aus.	[LOCAL_COMPONENT:P912-E2143@1=AL:zur Zielposition|LOCAL_ACTION:P912-E2143@3:S] [LOCAL_COMPONENT:P912-E2143@2=Y:Ringposition|LOCAL_ACTION:P912-E2143@3:S] [LOCAL_COMPONENT:P912-E2143@3=S:Wähle aus|LOCAL_ACTION:P912-E2143@3:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
63	P912-E2145	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	oteoshey	6	1	2	SH_CELESTIAL_FIX	Beginne danach den nächsten Arbeitsgang. Halte die Ringposition in Eintragsform und auf Ringstufe I fest.	[LOCAL_COMPONENT:P912-E2145@1=OT:danach / neuer Arbeitsgang|LOCAL_CONTROL:P912-E2145@1:OT] [LOCAL_COMPONENT:P912-E2145@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@3=O:in Eintragsform|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@4=SH:Halte die Position fest|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@5=E:auf Ringstufe I|LOCAL_ACTION:P912-E2145@4:SH] [LOCAL_COMPONENT:P912-E2145@6=Y:Ringposition|LOCAL_ACTION:P912-E2145@4:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
64	P912-E2146	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	okoksheo	5	1	3	SH_CELESTIAL_FIX	Trage ein. Trage ein. Halte die Position in Eintragsform und auf Ringstufe I fest.	[LOCAL_COMPONENT:P912-E2146@1=OK:Trage ein|LOCAL_ACTION:P912-E2146@1:OK] [LOCAL_COMPONENT:P912-E2146@2=OK:Trage ein|LOCAL_ACTION:P912-E2146@2:OK] [LOCAL_COMPONENT:P912-E2146@3=SH:Halte die Position fest|LOCAL_ACTION:P912-E2146@3:SH] [LOCAL_COMPONENT:P912-E2146@4=E:auf Ringstufe I|LOCAL_ACTION:P912-E2146@3:SH] [LOCAL_COMPONENT:P912-E2146@5=O:in Eintragsform|LOCAL_ACTION:P912-E2146@3:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
65	P912-E2147	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shokey	4	1	2	SH_CELESTIAL_FIX	Halte die Position fest. Trage die Ringposition auf Ringstufe I ein.	[LOCAL_COMPONENT:P912-E2147@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2147@1:SH] [LOCAL_COMPONENT:P912-E2147@2=OK:Trage ein|LOCAL_ACTION:P912-E2147@2:OK] [LOCAL_COMPONENT:P912-E2147@3=E:auf Ringstufe I|LOCAL_ACTION:P912-E2147@2:OK] [LOCAL_COMPONENT:P912-E2147@4=Y:Ringposition|LOCAL_ACTION:P912-E2147@2:OK]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
66	P912-E2151	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	s	1	1	1	S_CELESTIAL_SELECT	Wähle die Einheit aus.	[LOCAL_COMPONENT:P912-E2151@1=S:Wähle aus|LOCAL_ACTION:P912-E2151@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
67	P912-E2154	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	cheey	3	1	1	SH_CELESTIAL_FIX	Halte die Ringposition auf Ringstufe II fest.	[LOCAL_COMPONENT:P912-E2154@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2154@1:SH] [LOCAL_COMPONENT:P912-E2154@2=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2154@1:SH] [LOCAL_COMPONENT:P912-E2154@3=Y:Ringposition|LOCAL_ACTION:P912-E2154@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
68	P912-E2163	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sheo	3	1	1	SH_CELESTIAL_FIX	Halte die Position in Eintragsform und auf Ringstufe I fest.	[LOCAL_COMPONENT:P912-E2163@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2163@1:SH] [LOCAL_COMPONENT:P912-E2163@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2163@1:SH] [LOCAL_COMPONENT:P912-E2163@3=O:in Eintragsform|LOCAL_ACTION:P912-E2163@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
69	P912-E2166	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	chetalchs	6	1	3	T_CELESTIAL_SET	Lies auf Ringstufe I ab. Stelle die Position zur Zielposition ein. Lies an der seitlichen Ringstelle ab.	[LOCAL_COMPONENT:P912-E2166@1=CH:Lies ab|LOCAL_ACTION:P912-E2166@1:CH] [LOCAL_COMPONENT:P912-E2166@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2166@1:CH] [LOCAL_COMPONENT:P912-E2166@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2166@3:T] [LOCAL_COMPONENT:P912-E2166@4=AL:zur Zielposition|LOCAL_ACTION:P912-E2166@3:T] [LOCAL_COMPONENT:P912-E2166@5=CH:Lies ab|LOCAL_ACTION:P912-E2166@5:CH] [LOCAL_COMPONENT:P912-E2166@6=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2166@5:CH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
70	P912-E2168	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shoteeody	6	2	3	SH_CELESTIAL_FIX|T_CELESTIAL_SET	Halte die Position in Eintragsform fest. Stelle die Position in Eintragsform und auf Ringstufe II ein. Schließe den Arbeitsgang.	[LOCAL_COMPONENT:P912-E2168@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2168@1:SH] [LOCAL_COMPONENT:P912-E2168@2=O:in Eintragsform|LOCAL_ACTION:P912-E2168@1:SH] [LOCAL_COMPONENT:P912-E2168@3=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2168@3:T] [LOCAL_COMPONENT:P912-E2168@4=EE:auf Ringstufe II|LOCAL_ACTION:P912-E2168@3:T] [LOCAL_COMPONENT:P912-E2168@5=O:in Eintragsform|LOCAL_ACTION:P912-E2168@3:T] [LOCAL_COMPONENT:P912-E2168@6=DY:Arbeitsgang abschließen|LOCAL_CONTROL:P912-E2168@6:DY]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
71	P912-E2176	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	shes	3	1	1	SH_CELESTIAL_FIX	Halte die Position auf Ringstufe I und an der seitlichen Ringstelle fest.	[LOCAL_COMPONENT:P912-E2176@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2176@1:SH] [LOCAL_COMPONENT:P912-E2176@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2176@1:SH] [LOCAL_COMPONENT:P912-E2176@3=S_ADDR:an der seitlichen Ringstelle|LOCAL_ACTION:P912-E2176@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
72	P912-E2177	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	to	2	1	1	T_CELESTIAL_SET	Stelle die Position in Eintragsform ein.	[LOCAL_COMPONENT:P912-E2177@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2177@1:T] [LOCAL_COMPONENT:P912-E2177@2=O:in Eintragsform|LOCAL_ACTION:P912-E2177@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
73	P912-E2181	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sheal	3	1	1	SH_CELESTIAL_FIX	Halte die Position auf Ringstufe I und zur Zielposition fest.	[LOCAL_COMPONENT:P912-E2181@1=SH:Halte die Position fest|LOCAL_ACTION:P912-E2181@1:SH] [LOCAL_COMPONENT:P912-E2181@2=E:auf Ringstufe I|LOCAL_ACTION:P912-E2181@1:SH] [LOCAL_COMPONENT:P912-E2181@3=AL:zur Zielposition|LOCAL_ACTION:P912-E2181@1:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
74	P912-E2183	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	tar	2	1	1	T_CELESTIAL_SET	Stelle die Position von der Ausgangsposition ein.	[LOCAL_COMPONENT:P912-E2183@1=T:Stelle die Ringposition ein|LOCAL_ACTION:P912-E2183@1:T] [LOCAL_COMPONENT:P912-E2183@2=AR:von der Ausgangsposition|LOCAL_ACTION:P912-E2183@1:T]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
75	P912-E2187	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	sal	2	1	1	S_CELESTIAL_SELECT	Wähle die Einheit zur Zielposition aus.	[LOCAL_COMPONENT:P912-E2187@1=S:Wähle aus|LOCAL_ACTION:P912-E2187@1:S] [LOCAL_COMPONENT:P912-E2187@2=AL:zur Zielposition|LOCAL_ACTION:P912-E2187@1:S]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
76	P912-E2193	f70v	CELESTIAL	Widderrad mit Stern tragenden Figuren	okolshy	4	1	3	SH_CELESTIAL_FIX	Trage ein. Fahre im selben Arbeitsgang fort. Halte die Ringposition fest.	[LOCAL_COMPONENT:P912-E2193@1=OK:Trage ein|LOCAL_ACTION:P912-E2193@1:OK] [LOCAL_COMPONENT:P912-E2193@2=OL:weiter im selben Arbeitsgang|LOCAL_CONTROL:P912-E2193@2:OL] [LOCAL_COMPONENT:P912-E2193@3=SH:Halte die Position fest|LOCAL_ACTION:P912-E2193@3:SH] [LOCAL_COMPONENT:P912-E2193@4=Y:Ringposition|LOCAL_ACTION:P912-E2193@3:SH]	FIXED_LOCAL_CARD_AND_COMPLETE_SLOT_TRACE__READER_POLISH_ONLY
