review_ordinal	statement_id	physical_page	register	target_slot_count	pre_host_fragment_count	post_host_fragment_count	remote_fine_argument_count	gdt583_excerpt_de	gdt584_excerpt_de	manual_disposition	guard
30	G407-S672	f89r	PHARMA	11	15	0	1	Gib hinein; Halte; fahre im selben Arbeitsgang fort. Weiche ein: auf Grad I, in Arzneiform. beim Halten oder Ziehenlassen: als neuer Arzneiansatz, in Arzneiform, an der Drogen-Hauptstelle, Drogencharge. Entnimm oder ziehe aus: auf Grad I; Entnimm oder ziehe aus: in Arzneiform; Gib hinein: Drogencharge. Wähle aus. Weiche ein: auf Grad I, Drogencharge; Kennzeichne oder prüfe. Setze den Ansatz an: durch den Transferkanal. beim Ansetzen: Drogencharge, im zweiten Durchgang, an der Drogen-Nebenstelle. beim Ansetzen: ins Aufnahme- oder Zielgefäß, Drogencharge. an der Drogen-Hauptstelle, in der Innenf	Gib hinein. Halte den Zustand. Fahre im selben Arbeitsgang fort. Weiche die Drogencharge in Arzneiform, auf Grad I, als neuer Arzneiansatz und an der Drogen-Hauptstelle ein. Entnimm auf Grad I. Entnimm in Arzneiform. Gib die Drogencharge hinein. Nimm oder sondere den abgesetzten Anteil ab. Weiche die Drogencharge auf Grad I ein. Kennzeichne oder prüfe. Setze die Drogencharge im zweiten Durchgang, an der Drogen-Nebenstelle, ins Aufnahme- oder Zielgefäß und durch den Transferkanal an. Verwende für den vorangehenden Arbeitsschritt in der Innenform, an der Drogen-Hauptstelle und an der Mittelstell	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
31	G407-S675	f89r	PHARMA	8	10	0	1	ins Aufnahme- oder Zielgefäß. Entnimm oder ziehe aus: auf Grad I, in Arzneiform. beim Entnehmen oder Ausziehen: ins Aufnahme- oder Zielgefäß. Wähle aus: als neuer Arzneiansatz, in Arzneiform, auf der Zubereitungsstufe. Weiche ein: auf Grad I, Drogencharge. Entnimm oder ziehe aus; Gib hinein: an der Drogen-Arbeitsstelle; bei der Handlungskette Entnehmen oder Ausziehen + Hineingeben: auf Grad III; fahre im selben Arbeitsgang fort. beim Hineingeben: an der Drogen-Arbeitsstelle, auf Grad II, Drogencharge. Entnimm oder ziehe aus: in Arzneiform; Gib zu: auf Grad I, Drogencharge. Entnimm oder ziehe a	Verwende für den vorangehenden Arbeitsschritt ins Aufnahme- oder Zielgefäß. Entnimm in Arzneiform, auf Grad I und ins Aufnahme- oder Zielgefäß. Wähle die Einheit in Arzneiform, auf der Zubereitungsstufe und als neuer Arzneiansatz aus. Weiche die Drogencharge auf Grad I ein. Entnimm. Gib die Drogencharge auf Grad II und an der Drogen-Arbeitsstelle hinein. Verwende für den vorangehenden Arbeitsschritt auf Grad III. Fahre im selben Arbeitsgang fort. Entnimm in Arzneiform. Gib die Drogencharge auf Grad I zu. Entnimm die Drogencharge ins Aufnahme- oder Zielgefäß. Verwende für den vorangehenden Arbe	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
32	G407-S678	f89r	PHARMA	2	7	0	1	beginne danach den nächsten Arbeitsgang; auf Grad I; fahre im selben Arbeitsgang fort. fahre im selben Arbeitsgang fort; an der Drogen-Arbeitsstelle; Dosis- oder Mengenmaß. beginne danach den nächsten Arbeitsgang; fahre im selben Arbeitsgang fort. Weiche ein: auf Grad I, Gefäß- oder Arbeitseinheit. Lass den Auszug ziehen: Gefäß- oder Arbeitseinheit. fahre im selben Arbeitsgang fort; an der Drogen-Arbeitsstelle; beim Halten oder Ziehenlassen: Dosis- oder Mengenmaß. beginne danach den nächsten Arbeitsgang; Entnimm oder ziehe aus; fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: auf Grad	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Drogen-Arbeitsstelle. Verwende für den vorangehenden Arbeitsschritt das Dosis- oder Mengenmaß. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Halte die Gefäß- oder Arbeitseinheit auf Grad I. Lass die Gefäß- oder Arbeitseinheit im Auszug ziehen. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Drogen-Arbeitsstel"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
33	G407-S685	f89r	PHARMA	12	26	0	3	Setze den Ansatz an: auf Grad III, Drogencharge. Wähle aus: an der Drogen-Hauptstelle. Weiche ein: auf Grad II, Drogencharge. Setze den Ansatz an; bei der Handlungskette Ansetzen: auf Grad I; fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: auf Grad I, in Arzneiform. Entnimm oder ziehe aus; Gib zu: auf Grad I, Drogencharge. Setze den Ansatz an: Drogencharge; bei der Handlungskette Ansetzen: auf Grad II; fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: auf Grad I, in Arzneiform, über den Gefäßkontakt. Setze den Ansatz an: auf Grad II, Drogencharge. Setze den Ansatz an; bei der	Setze die Drogencharge auf Grad III an. Wähle die Einheit an der Drogen-Hauptstelle aus. Weiche die Drogencharge auf Grad II ein. Setze an. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Entnimm in Arzneiform und auf Grad I. Entnimm. Gib die Drogencharge auf Grad I zu. Setze die Drogencharge an. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Entnimm in Arzneiform, auf Grad I und über den Gefäßkontakt. Setze die Drogencharge auf Grad II an. Setze die Drogencharge an. Verwende für den vorangehenden Arbeits	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
34	G407-S692	f95v	HERBAL	6	8	0	2	beim Zugeben: Pflanzenportion. Gib zu: zur Zielstelle oder ins Auffanggefäß, Pflanzenportion. Setze den Pflanzenansatz an: Pflanzenauszug oder Arbeitsmaß. Wähle aus. Stelle Maß oder Ort ein: vom Ausgangsmaterial oder -gefäß. Entnimm oder ziehe aus: in Feinform, auf Grad II, Pflanzencharge. Halte: in Zubereitungsform; Seihe ab. beim Auswählen oder Abtrennen: Pflanzenauszug oder Arbeitsmaß. Setze den Pflanzenansatz an: vom Ausgangsmaterial oder -gefäß. fahre im selben Arbeitsgang fort; Gib zu: Pflanzenauszug oder Arbeitsmaß. beginne danach den nächsten Arbeitsgang; beim Zugeben: zur Zielstelle o	"Gib die Pflanzenportion zur Zielstelle oder ins Auffanggefäß zu. Setze den Pflanzenauszug an. Wähle die Einheit aus. Stelle Maß oder Ort vom Ausgangsmaterial oder -gefäß ein. Entnimm die Pflanzencharge auf Grad II und in Feinform. Halte den Zustand in Zubereitungsform. Seihe den Auszug ab. Setze vom Ausgangsmaterial oder -gefäß an. Fahre im selben Arbeitsgang fort. Gib den Pflanzenauszug und die Pflanzenportion zur Zielstelle oder ins Auffanggefäß zu. Beginne danach den nächsten Arbeitsgang.

Setze den Pflanzenauszug und die Pflanzenportion vom Ausgangsmaterial oder -gefäß an. Gib die Pflanzen"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
35	G407-S693	f95v	HERBAL	3	2	0	1	Setze den Pflanzenansatz an: auf Grad II, Pflanzencharge. beim Ansetzen: an der Pflanzen-Arbeitsstelle, vom Ausgangsmaterial oder -gefäß. Zerreibe: Pflanzencharge; Gib zu: Pflanzenportion. Stelle ein oder temperiere: Pflanzencharge, an der Pflanzen-Hauptstelle; Siebe: zur Zielstelle oder ins Auffanggefäß. beginne danach den nächsten Arbeitsgang; beim Auswählen oder Abtrennen: Pflanzenportion.	Setze die Pflanzencharge auf Grad II, an der Pflanzen-Arbeitsstelle und vom Ausgangsmaterial oder -gefäß an. Zerkleinere die Pflanzencharge. Gib die Pflanzenportion zu. Reguliere oder temperiere die Pflanzencharge an der Pflanzen-Hauptstelle. Siebe die Pflanzenportion zur Zielstelle oder ins Auffanggefäß. Beginne danach den nächsten Arbeitsgang.	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
36	G407-S714	f95v	HERBAL	6	3	0	1	fahre im selben Arbeitsgang fort; Gib zu; Bearbeite: Pflanzencharge. beginne danach den nächsten Arbeitsgang; beim Bearbeiten oder Zerreiben: Pflanzenauszug oder Arbeitsmaß. Halte; Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge. Gib zu: an der Pflanzen-Arbeitsstelle, Pflanzencharge; fahre im selben Arbeitsgang fort. Trockne; Bearbeite: Pflanzenauszug oder Arbeitsmaß. beim Bearbeiten oder Zerreiben: zur Zielstelle oder ins Auffanggefäß. Weiche ein: über den Materialkontakt, auf Grad II. beim Halten oder Ziehenlassen: als neuer Pflanzenansatz, in Zubereitungsform, Pflanzenpor	"Fahre im selben Arbeitsgang fort. Gib zu. Verreibe oder mazeriere die Pflanzencharge im Auszug. Beginne danach den nächsten Arbeitsgang.

Halte den Zustand. Entnimm. Reguliere oder temperiere die Pflanzencharge. Gib die Pflanzencharge an der Pflanzen-Arbeitsstelle zu. Fahre im selben Arbeitsgang fort. Temperiere den Auszug. Bearbeite den Pflanzenauszug zur Zielstelle oder ins Auffanggefäß. Weiche die Pflanzenportion in Zubereitungsform, auf Grad II, als neuer Pflanzenansatz und über den Materialkontakt ein. Setze den Pflanzenauszug an. Beginne danach den nächsten Arbeitsgang.

Verwende für den"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
37	G515-S002	f4r	HERBAL	12	6	0	0	Halte; bei der Handlungskette Halten oder Ziehenlassen: auf Grad I; fahre im selben Arbeitsgang fort. fahre im selben Arbeitsgang fort. Weiche ein: auf Grad II, Pflanzencharge. beginne danach den nächsten Arbeitsgang; auf Grad I; beim Halten oder Ziehenlassen: Pflanzencharge. an der Pflanzen-Arbeitsstelle, in Zubereitungsform, auf der Verarbeitungsstufe. Entnimm oder ziehe aus: Pflanzen- oder Arbeitseinheit. Stelle Form oder Stufe ein: Pflanzencharge, in Zubereitungsform, Pflanzencharge. Entnimm oder ziehe aus: an der Pflanzen-Arbeitsstelle, Pflanzen- oder Arbeitseinheit. Halte; fahre im selbe	"Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Weiche die Pflanzencharge auf Grad II ein. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Verwende für den vorangehenden Arbeitsschritt in Zubereitungsform, auf der Verarbeitungsstufe und an der Pflanzen-Arbeitsstelle. Entnimm die Pflanzen- oder Arbeitseinheit. Bringe die Pflanzencharge in Zubereitungsform. Entnimm die Pflanzen- oder Arbeitseinheit an der Pflanzen-Arbeitsstelle. Halte den Zustand. F"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
38	G515-S007	f20v	HERBAL	10	7	0	2	Entnimm oder ziehe aus; Bringe ein: Pflanzencharge. Wähle aus: in Zubereitungsform; Wähle aus. Gib zu: Pflanzencharge, in Zubereitungsform, auf der Verarbeitungsstufe. Entnimm oder ziehe aus: auf Grad I, in Zubereitungsform, über den Materialkontakt. fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: in Zubereitungsform, auf der Verarbeitungsstufe. Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge. beginne danach den nächsten Arbeitsgang; fahre im selben Arbeitsgang fort. fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: in Zubereitungsform, an der Pflanzen-Arbe	"Entnimm. Bringe die Pflanzencharge ein. Wähle die Einheit in Zubereitungsform aus. Wähle die Einheit aus. Gib die Pflanzencharge in Zubereitungsform und auf der Verarbeitungsstufe zu. Entnimm in Zubereitungsform, auf Grad I und über den Materialkontakt. Fahre im selben Arbeitsgang fort. Entnimm in Zubereitungsform und auf der Verarbeitungsstufe. Entnimm. Reguliere oder temperiere die Pflanzencharge. Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm den Pflanzenauszug und die Pflanzencharge in Zubereitungsform und an der Pflanz"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
39	G515-S008	f20v	HERBAL	24	13	0	2	Erwärme; Halte; fahre im selben Arbeitsgang fort. in Feinform; fahre im selben Arbeitsgang fort; fahre im selben Arbeitsgang fort. beginne danach den nächsten Arbeitsgang; beim Halten oder Ziehenlassen: Pflanzen- oder Arbeitseinheit. Halte; fahre im selben Arbeitsgang fort. Halte: Pflanzen- oder Arbeitseinheit. Halte: in Feinform, in Zubereitungsform; Entnimm oder ziehe aus: an der Pflanzen-Arbeitsstelle, Pflanzencharge. beginne danach den nächsten Arbeitsgang; Entnimm oder ziehe aus: Pflanzencharge. Entnimm oder ziehe aus; Entnimm oder ziehe aus; Bringe ein: Pflanzencharge. beim Einbringen: P	"Erwärme das Material. Halte die Pflanzen- oder Arbeitseinheit warm. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Feinform. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Halte den Zustand. Fahre im selben Arbeitsgang fort. Halte die Pflanzen- oder Arbeitseinheit. Halte den Zustand in Zubereitungsform und in Feinform. Entnimm die Pflanzencharge an der Pflanzen-Arbeitsstelle. Beginne danach den nächsten Arbeitsgang.

Entnimm die Pflanzencharge. Entnimm. Entnimm. Bringe die Pflanzencharge ein. Ver"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
40	G515-S010	f31r	HERBAL	8	11	0	2	Setze den Pflanzenansatz an: auf Grad II; Wähle aus. Seihe ab. beim Auswählen oder Abtrennen: Pflanzenauszug oder Arbeitsmaß. Halte: auf Grad I; Gib zu: auf Grad II, Pflanzencharge. beim Zugeben: auf Grad I, in Feinform. Setze den Pflanzenansatz an: auf Grad II, Pflanzencharge. beim Ansetzen: Pflanzencharge. beim Ansetzen: Pflanzenauszug oder Arbeitsmaß. Setze den Pflanzenansatz an: auf Grad II, Pflanzencharge. Wähle aus: entlang des Verarbeitungswegs. Entnimm oder ziehe aus; Gib zu: auf Grad I, Pflanzencharge. Seihe ab. beim Auswählen oder Abtrennen: Pflanzenauszug oder Arbeitsmaß. im zweiten	Setze auf Grad II an. Wähle die Einheit aus. Seihe den Auszug ab. Halte den Zustand auf Grad I. Gib die Pflanzencharge auf Grad I, auf Grad II und in Feinform zu. Setze die Pflanzencharge und den Pflanzenauszug auf Grad II an. Setze die Pflanzencharge auf Grad II an. Wähle die Einheit entlang des Verarbeitungswegs aus. Entnimm. Gib die Pflanzencharge auf Grad I zu. Seihe den Auszug der Pflanzencharge in Zubereitungsform, an der Pflanzen-Arbeitsstelle, vom Ausgangsmaterial oder -gefäß und über den Materialkontakt ab. Verwende für den vorangehenden Arbeitsschritt im zweiten Durchgang. Beginne da	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
