assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	previous_visible_action	next_visible_action	gdt583_rule_id	gdt583_working_default_de	gdt584_rule_id	gdt584_working_default_de	gdt584_concrete_sense_de	gdt584_disposition	gdt584_rationale	gdt584_remote_fine_argument	gdt584_remote_fine_stitch_status	gdt584_guard
511	RUNNING:G407-E1711@3	RUNNING_ATOM	G407-E1711	G407-S135	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	polshy	3	SH	ACTION:G407-E1711@3:SH	SH|Y	AL|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	P	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
512	RUNNING:G407-E1713@1	RUNNING_ATOM	G407-E1713	G407-S135	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1713@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
513	RUNNING:G407-E1716@2	RUNNING_ATOM	G407-E1716	G407-S136	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chsdy	2	S	ACTION:G407-E1716@2:S	S	S	SAME_CARD_DIRECT_HOST	CH	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
514	RUNNING:G407-E1717@1	RUNNING_ATOM	G407-E1717	G407-S137	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1717@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
515	RUNNING:G407-E1719@1	RUNNING_ATOM	G407-E1719	G407-S138	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1719@1:SH	E|SH	AR|E|SH	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
516	RUNNING:G407-E1723@1	RUNNING_ATOM	G407-E1723	G407-S140	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1723@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
517	RUNNING:G407-E1726@1	RUNNING_ATOM	G407-E1726	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	1	CHD	ACTION:G407-E1726@1:CHD	CHD|Y	CHD|L|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
518	RUNNING:G407-E1728@3	RUNNING_ATOM	G407-E1728	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthedy	3	T	ACTION:G407-E1728@3:T	E|T	E|T	SAME_CARD_DIRECT_HOST	CH	NONE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	T_PHYSICAL_GRADE_TEMPER	Temperiere	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	REPHRASED	der geschriebene Grad wird vom Argument und nicht doppelt im Verb realisiert	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
519	RUNNING:G407-E1729@2	RUNNING_ATOM	G407-E1729	G407-S142	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ltedy	2	T	ACTION:G407-E1729@2:T	E|L|T	E|L|T	SAME_CARD_DIRECT_HOST	NONE	NONE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	T_PHYSICAL_GRADE_TEMPER	Temperiere	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	REPHRASED	der geschriebene Grad wird vom Argument und nicht doppelt im Verb realisiert	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
520	RUNNING:G407-E1731@1	RUNNING_ATOM	G407-E1731	G407-S143	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	s	1	S	ACTION:G407-E1731@1:S	S	S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
521	RUNNING:G407-E1740@2	RUNNING_ATOM	G407-E1740	G407-S144	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	oltedy	2	T	ACTION:G407-E1740@2:T	E|T	T	OWNER_OR_REGISTER_ONLY	NONE	NONE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	T_PHYSICAL_GRADE_TEMPER	Temperiere	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	REPHRASED	der geschriebene Grad wird vom Argument und nicht doppelt im Verb realisiert	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
522	RUNNING:G407-E1742@1	RUNNING_ATOM	G407-E1742	G407-S145	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheety	1	SH	ACTION:G407-E1742@1:SH	EE|SH	EE|SH	SAME_CARD_DIRECT_HOST	NONE	T	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
523	RUNNING:G407-E1742@3	RUNNING_ATOM	G407-E1742	G407-S145	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheety	3	T	ACTION:G407-E1742@3:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	SH	NONE	T_AFTER_SH_COOL	Kühle ab	T_AFTER_SH_COOL	Kühle ab	nach dem Halte-, Zieh- oder Badschritt abkühlen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
524	RUNNING:G407-E1746@1	RUNNING_ATOM	G407-E1746	G407-S145	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1746@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
525	RUNNING:G407-E1758@1	RUNNING_ATOM	G407-E1758	G407-S151	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheety	1	SH	ACTION:G407-E1758@1:SH	EE|SH	EE|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	T	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
526	RUNNING:G407-E1758@3	RUNNING_ATOM	G407-E1758	G407-S151	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheety	3	T	ACTION:G407-E1758@3:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	SH	NONE	T_AFTER_SH_COOL	Kühle ab	T_AFTER_SH_COOL	Kühle ab	nach dem Halte-, Zieh- oder Badschritt abkühlen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
527	RUNNING:G407-E1761@3	RUNNING_ATOM	G407-E1761	G407-S153	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokechdy	3	CHD	ACTION:G407-E1761@3:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	OK	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
528	RUNNING:G407-E1769@2	RUNNING_ATOM	G407-E1769	G407-S160	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	yshedy	2	SH	ACTION:G407-E1769@2:SH	E|SH|Y	E|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
529	RUNNING:G407-E1776@1	RUNNING_ATOM	G407-E1776	G407-S165	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1776@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
530	RUNNING:G407-E1778@1	RUNNING_ATOM	G407-E1778	G407-S166	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1778@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
531	RUNNING:G407-E1781@2	RUNNING_ATOM	G407-E1781	G407-S168	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	rshedy	2	SH	ACTION:G407-E1781@2:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	R	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
532	RUNNING:G407-E1782@1	RUNNING_ATOM	G407-E1782	G407-S169	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sokeedy	1	S	ACTION:G407-E1782@1:S	S	S	SAME_CARD_DIRECT_HOST	NONE	OK	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
533	RUNNING:G407-E1789@1	RUNNING_ATOM	G407-E1789	G407-S173	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dshedy	1	SH	ACTION:G407-E1789@1:SH	E|SH	E|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
534	RUNNING:G407-E1795@2	RUNNING_ATOM	G407-E1795	G407-S177	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	yshedy	2	SH	ACTION:G407-E1795@2:SH	E|SH|Y	D_ADDR|E|OR|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
535	RUNNING:G407-E1802@2	RUNNING_ATOM	G407-E1802	G407-S180	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dchedy	2	CHD	ACTION:G407-E1802@2:CHD	CHD|D_ADDR|Y	CHD|D_ADDR|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
536	RUNNING:G407-E1803@1	RUNNING_ATOM	G407-E1803	G407-S180	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	1	S	ACTION:G407-E1803@1:S	AIN|S	AIN|S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
537	RUNNING:G407-E1814@1	RUNNING_ATOM	G407-E1814	G407-S184	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sshedy	1	S	ACTION:G407-E1814@1:S	S	S	SAME_CARD_DIRECT_HOST	NONE	SH	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
538	RUNNING:G407-E1814@2	RUNNING_ATOM	G407-E1814	G407-S184	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sshedy	2	SH	ACTION:G407-E1814@2:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	S	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
539	RUNNING:G407-E1815@1	RUNNING_ATOM	G407-E1815	G407-S185	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shckhy	1	SH	ACTION:G407-E1815@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	NONE	CH	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
540	RUNNING:G407-E1818@1	RUNNING_ATOM	G407-E1818	G407-S186	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sarol	1	S	ACTION:G407-E1818@1:S	AR|S	AR|S|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	S_BIO_DIVERT	Leite um	S_BIO_DIVERT	Leite um	Fluss oder Anwendung zwischen Stationen umleiten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
541	RUNNING:G407-E1826@1	RUNNING_ATOM	G407-E1826	G407-S190	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheol	1	SH	ACTION:G407-E1826@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
542	RUNNING:G407-E1829@1	RUNNING_ATOM	G407-E1829	G407-S191	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	1	SH	ACTION:G407-E1829@1:SH	E|SH	AIN|E|SH	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	SH_BIO_BATHE	Halte im Bad	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
543	RUNNING:G407-E1831@1	RUNNING_ATOM	G407-E1831	G407-S192	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	1	CHD	ACTION:G407-E1831@1:CHD	CHD|Y	CHD|OR|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
544	RUNNING:G407-E1835@3	RUNNING_ATOM	G407-E1835	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	opshdy	3	SH	ACTION:G407-E1835@3:SH	D_ADDR|SH|Y	D_ADDR|SH|Y	SAME_CARD_DIRECT_HOST	P	NONE	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
545	RUNNING:G407-E1839@3	RUNNING_ATOM	G407-E1839	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	opshey	3	SH	ACTION:G407-E1839@3:SH	E|SH|Y	E|SH|Y	SAME_CARD_DIRECT_HOST	P	NONE	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
546	RUNNING:G407-E1840@4	RUNNING_ATOM	G407-E1840	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	qofshy	4	SH	ACTION:G407-E1840@4:SH	D_ADDR|SH|Y	D_ADDR|SH|Y	SAME_CARD_DIRECT_HOST	P	NONE	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
547	RUNNING:G407-E1841@3	RUNNING_ATOM	G407-E1841	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	opchdy	3	CHD	ACTION:G407-E1841@3:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	P	NONE	CHD_BIO_TREAT	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
548	RUNNING:G407-E1842@1	RUNNING_ATOM	G407-E1842	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	sain	1	S	ACTION:G407-E1842@1:S	AIN|S	AIN|S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
549	RUNNING:G407-E1843@2	RUNNING_ATOM	G407-E1843	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	as	2	S	ACTION:G407-E1843@2:S	A_ADDR|S	A_ADDR|S|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	NONE	S_REST_SELECT	Wähle aus	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
550	RUNNING:G407-E1845@1	RUNNING_ATOM	G407-E1845	G407-S193	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	dshedy	1	SH	ACTION:G407-E1845@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
551	RUNNING:G407-E1847@2	RUNNING_ATOM	G407-E1847	G407-S194	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	cthar	2	T	ACTION:G407-E1847@2:T	AR|T	AR|T	SAME_CARD_DIRECT_HOST	CH	NONE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	T_PHYSICAL_BROAD	Stelle ein oder temperiere	Charge oder Arbeitsbedingung einstellen oder temperieren	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
552	RUNNING:G407-E1852@1	RUNNING_ATOM	G407-E1852	G407-S194	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	shedy	1	SH	ACTION:G407-E1852@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
553	RUNNING:G407-E1855@1	RUNNING_ATOM	G407-E1855	G407-S195	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	sheals	1	SH	ACTION:G407-E1855@1:SH	AL|E|SH	AIN|AL|E|SH	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	NONE	S	SH_REST_HOLD	Halte	SH_REST_HOLD	Halte	Zustand oder Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
