event_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	written_slot_count	target_slot_count	target_roots	gdt584_rule_ids	anchored_host_count	packet_membership_host_count	gdt584_polished_event_clause_de	gdt584_local_written_slot_ids	gdt584_guard
375	G407-E1407	G407-S079	f72r	CELESTIAL	Tierkreis-Ringgruppe I	sheshdy	5	1	SH	SH_CELESTIAL_FIX	1	1	Halte die Ringposition in Eintragsform, auf Ringstufe I und an der unteren Ringstelle fest.	RUNNING:G407-E1407@1|RUNNING:G407-E1407@2|RUNNING:G407-E1407@3|RUNNING:G407-E1407@4|RUNNING:G407-E1407@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
376	G407-E1408	G407-S079	f72r	CELESTIAL	Tierkreis-Ringgruppe I	chedy	2	1	CHD	CHD_CELESTIAL_CALCULATE	1	1	Berechne die Ringposition.	RUNNING:G407-E1408@1|RUNNING:G407-E1408@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
377	G407-E1409	G407-S079	f72r	CELESTIAL	Tierkreis-Ringgruppe I	chedy	2	1	CHD	CHD_CELESTIAL_CALCULATE	1	1	Berechne die Ringposition.	RUNNING:G407-E1409@1|RUNNING:G407-E1409@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
378	G407-E1411	G407-S079	f72r	CELESTIAL	Tierkreis-Ringgruppe I	shes	3	2	S|SH	SH_CELESTIAL_FIX|S_CELESTIAL_SELECT	2	2	Halte die Position auf Ringstufe I fest. Wähle die Einheit auf Ringstufe II aus.	RUNNING:G407-E1411@1|RUNNING:G407-E1411@2|RUNNING:G407-E1411@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
379	G407-E1413	G407-S080	f72r	CELESTIAL	Tierkreis-Ringgruppe I	sheol	3	1	SH	SH_CELESTIAL_FIX	3	3	Halte die Ringposition fest. Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E1413@1|RUNNING:G407-E1413@2|RUNNING:G407-E1413@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
380	G407-E1416	G407-S081	f72r	CELESTIAL	Tierkreis-Ringgruppe J	okeos	4	1	S	S_CELESTIAL_SELECT	2	2	Trage auf Ringstufe I ein. Wähle den Positionswert und die Sektoreinheit in Eintragsform aus.	RUNNING:G407-E1416@1|RUNNING:G407-E1416@2|RUNNING:G407-E1416@3|RUNNING:G407-E1416@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
381	G407-E1420	G407-S081	f72r	CELESTIAL	Tierkreis-Ringgruppe J	octheolarl	7	1	T	T_CELESTIAL_SET	4	4	Lies in Eintragsform ab. Stelle die Position von der Ausgangsposition und über den Ringkontakt ein. Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E1420@1|RUNNING:G407-E1420@2|RUNNING:G407-E1420@3|RUNNING:G407-E1420@4|RUNNING:G407-E1420@5|RUNNING:G407-E1420@6|RUNNING:G407-E1420@7	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
382	G407-E1425	G407-S082	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	kchedykary	6	1	CHD	CHD_BIO_TREAT	3	3	Führe zu. Behandle den Stationsansatz. Führe den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken zu.	RUNNING:G407-E1425@1|RUNNING:G407-E1425@2|RUNNING:G407-E1425@3|RUNNING:G407-E1425@4|RUNNING:G407-E1425@5|RUNNING:G407-E1425@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
383	G407-E1429	G407-S082	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken.	RUNNING:G407-E1429@1|RUNNING:G407-E1429@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
384	G407-E1431	G407-S082	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1431@1|RUNNING:G407-E1431@2|RUNNING:G407-E1431@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
385	G407-E1433	G407-S083	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte die Anwendungsportion und den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung.	RUNNING:G407-E1433@1|RUNNING:G407-E1433@2|RUNNING:G407-E1433@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
386	G407-E1435	G407-S083	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ssheol	4	2	S|SH	SH_REST_HOLD|S_REST_SELECT	4	4	Wähle die Einheit aus. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E1435@1|RUNNING:G407-E1435@2|RUNNING:G407-E1435@3|RUNNING:G407-E1435@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
387	G407-E1437	G407-S084	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedykar	4	1	CHD	CHD_BIO_TREAT	2	2	Behandle den Stationsansatz. Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu.	RUNNING:G407-E1437@1|RUNNING:G407-E1437@2|RUNNING:G407-E1437@3|RUNNING:G407-E1437@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
388	G407-E1445	G407-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheeky	4	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad II. Führe den Stationsansatz zu.	RUNNING:G407-E1445@1|RUNNING:G407-E1445@2|RUNNING:G407-E1445@3|RUNNING:G407-E1445@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
389	G407-E1446	G407-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ltain	3	1	T	T_BIO_STATION_REGULATE	1	1	Reguliere die Anwendungsportion über den Stationskontakt oder die Leitung.	RUNNING:G407-E1446@1|RUNNING:G407-E1446@2|RUNNING:G407-E1446@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
390	G407-E1452	G407-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lshey	4	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung.	RUNNING:G407-E1452@1|RUNNING:G407-E1452@2|RUNNING:G407-E1452@3|RUNNING:G407-E1452@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
391	G407-E1455	G407-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1455@1|RUNNING:G407-E1455@2|RUNNING:G407-E1455@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
392	G407-E1457	G407-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1457@1|RUNNING:G407-E1457@2|RUNNING:G407-E1457@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
393	G407-E1459	G407-S086	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1459@1|RUNNING:G407-E1459@2|RUNNING:G407-E1459@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
394	G407-E1466	G407-S086	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olsheedy	4	1	SH	SH_REST_HOLD	4	4	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	RUNNING:G407-E1466@1|RUNNING:G407-E1466@2|RUNNING:G407-E1466@3|RUNNING:G407-E1466@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
395	G407-E1474	G407-S087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthy	4	1	T	T_BIO_STATION_REGULATE	3	3	Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz.	RUNNING:G407-E1474@1|RUNNING:G407-E1474@2|RUNNING:G407-E1474@3|RUNNING:G407-E1474@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
396	G407-E1477	G407-S088	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedy	3	1	CHD	CHD_BIO_TREAT	3	3	Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	RUNNING:G407-E1477@1|RUNNING:G407-E1477@2|RUNNING:G407-E1477@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
397	G407-E1478	G407-S089	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokshdy	3	1	SH	SH_REST_HOLD	3	3	Beschicke oder bereite vor. Halte den Zustand. Schließe den Arbeitsgang.	RUNNING:G407-E1478@1|RUNNING:G407-E1478@2|RUNNING:G407-E1478@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
398	G407-E1479	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ytain	3	1	T	T_BIO_STATION_REGULATE	1	1	Reguliere den Stationsansatz und die Anwendungsportion.	RUNNING:G407-E1479@1|RUNNING:G407-E1479@2|RUNNING:G407-E1479@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
399	G407-E1480	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E1480@1|RUNNING:G407-E1480@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
400	G407-E1484	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E1484@1|RUNNING:G407-E1484@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
401	G407-E1486	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sor	2	1	S	S_REST_SELECT	1	1	Wähle die Becken- oder Körpereinheit und den Stationsansatz aus.	RUNNING:G407-E1486@1|RUNNING:G407-E1486@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
402	G407-E1489	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dsheckhy	6	1	SH	SH_BIO_BATHE	3	3	Halte im Bad auf Grad I und an der Stations-Arbeitsstelle. Entnimm oder lass ab. Führe den Stationsansatz zu.	RUNNING:G407-E1489@1|RUNNING:G407-E1489@2|RUNNING:G407-E1489@3|RUNNING:G407-E1489@4|RUNNING:G407-E1489@5|RUNNING:G407-E1489@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
403	G407-E1492	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lshedy	4	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	RUNNING:G407-E1492@1|RUNNING:G407-E1492@2|RUNNING:G407-E1492@3|RUNNING:G407-E1492@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
404	G407-E1494	G407-S093	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokchdy	3	1	CHD	CHD_BIO_TREAT	3	3	Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	RUNNING:G407-E1494@1|RUNNING:G407-E1494@2|RUNNING:G407-E1494@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
405	G407-E1495	G407-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthy	4	1	T	T_BIO_STATION_REGULATE	3	3	Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung.	RUNNING:G407-E1495@1|RUNNING:G407-E1495@2|RUNNING:G407-E1495@3|RUNNING:G407-E1495@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
406	G407-E1501	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olchedy	3	1	CHD	CHD_BIO_TREAT	3	3	Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	RUNNING:G407-E1501@1|RUNNING:G407-E1501@2|RUNNING:G407-E1501@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
407	G407-E1502	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sal	2	1	S	S_BIO_DIVERT	1	1	Leite den Strom zur Zielstation oder ins Zielbecken um.	RUNNING:G407-E1502@1|RUNNING:G407-E1502@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
408	G407-E1503	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dshor	3	1	SH	SH_BIO_BATHE	1	1	Halte die Becken- oder Körpereinheit im Bad an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken.	RUNNING:G407-E1503@1|RUNNING:G407-E1503@2|RUNNING:G407-E1503@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
409	G407-E1505	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chdy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E1505@1|RUNNING:G407-E1505@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
410	G407-E1506	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1506@1|RUNNING:G407-E1506@2|RUNNING:G407-E1506@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
411	G407-E1511	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	tedy	3	1	T	T_PHYSICAL_GRADE_TEMPER	2	2	Temperiere auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1511@1|RUNNING:G407-E1511@2|RUNNING:G407-E1511@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
412	G407-E1512	G407-S097	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lchedy	3	1	CHD	CHD_BIO_TREAT	2	2	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	RUNNING:G407-E1512@1|RUNNING:G407-E1512@2|RUNNING:G407-E1512@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
413	G407-E1520	G407-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1520@1|RUNNING:G407-E1520@2|RUNNING:G407-E1520@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
414	G407-E1523	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ssheckhy	6	2	S|SH	SH_BIO_BATHE|S_REST_SELECT	4	4	Wähle die Einheit aus. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zu.	RUNNING:G407-E1523@1|RUNNING:G407-E1523@2|RUNNING:G407-E1523@3|RUNNING:G407-E1523@4|RUNNING:G407-E1523@5|RUNNING:G407-E1523@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
415	G407-E1526	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1526@1|RUNNING:G407-E1526@2|RUNNING:G407-E1526@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
416	G407-E1529	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	cheey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad II.	RUNNING:G407-E1529@1|RUNNING:G407-E1529@2|RUNNING:G407-E1529@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
417	G407-E1530	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1530@1|RUNNING:G407-E1530@2|RUNNING:G407-E1530@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
418	G407-E1532	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olshedy	4	1	SH	SH_REST_HOLD	4	4	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1532@1|RUNNING:G407-E1532@2|RUNNING:G407-E1532@3|RUNNING:G407-E1532@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
419	G407-E1534	G407-S102	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedy	3	1	CHD	CHD_BIO_TREAT	3	3	Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	RUNNING:G407-E1534@1|RUNNING:G407-E1534@2|RUNNING:G407-E1534@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
420	G407-E1541	G407-S108	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olshedy	4	1	SH	SH_REST_HOLD	4	4	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1541@1|RUNNING:G407-E1541@2|RUNNING:G407-E1541@3|RUNNING:G407-E1541@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
421	G407-E1542	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	2	1	S	S_BIO_DIVERT	1	1	Leite die Anwendungsportion zur Zielstation oder ins Zielbecken um.	RUNNING:G407-E1542@1|RUNNING:G407-E1542@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
422	G407-E1544	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	keishy	4	1	SH	SH_BIO_BATHE	2	2	Führe auf Grad I zu. Halte den Stationsansatz im Bad.	RUNNING:G407-E1544@1|RUNNING:G407-E1544@2|RUNNING:G407-E1544@3|RUNNING:G407-E1544@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
423	G407-E1547	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olshedy	4	1	SH	SH_REST_HOLD	4	4	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1547@1|RUNNING:G407-E1547@2|RUNNING:G407-E1547@3|RUNNING:G407-E1547@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
424	G407-E1553	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	2	1	S	S_REST_SELECT	1	1	Wähle die Anwendungsportion aus.	RUNNING:G407-E1553@1|RUNNING:G407-E1553@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
425	G407-E1556	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	saiin	2	1	S	S_REST_SELECT	1	1	Wähle das Stations- oder Badmaß aus.	RUNNING:G407-E1556@1|RUNNING:G407-E1556@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
426	G407-E1557	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz und die Becken- oder Körpereinheit.	RUNNING:G407-E1557@1|RUNNING:G407-E1557@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
427	G407-E1560	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1560@1|RUNNING:G407-E1560@2|RUNNING:G407-E1560@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
428	G407-E1561	G407-S111	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	okchdy	3	1	CHD	CHD_BIO_TREAT	3	3	Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	RUNNING:G407-E1561@1|RUNNING:G407-E1561@2|RUNNING:G407-E1561@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
429	G407-E1563	G407-S112	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dshedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1563@1|RUNNING:G407-E1563@2|RUNNING:G407-E1563@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
