statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	application_revised_event_count	surface_sequence	card_sequence_de	event_slot_trace	canonical_slots_present	workshop_sentence_de	physical_line_note	r3_medium_revised_event_count	r3_revision_families	r3_previous_card_sequence_de	r3_previous_workshop_sentence_de	selected_medium_revised_event_count	selected_medium_families	selected_previous_card_sequence_de	selected_previous_workshop_sentence_de
B1-S002	B1	f81v	f81v.2|f81v.7	F022|F023	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	19	3	okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy	auf das vorgeschriebene Maß einstellen · Beckenwasser · an die Stelle setzen · aus demselben Vorrat · mit Vorigem weiter · eine Portion · eine weitere Portion zugeben · Stelle · mit Vorigem weiter · vor dem Abkühlen · Badzusatz · voriger Ansatz · mit Vorigem weiter · mäßige Menge · vorgeschriebenes Maß · länger an der Stelle halten · vorgeschriebenes Maß · durch den Durchlass führen · Arbeitsbewegung abschließen	E102[QUANTITY+OPERATION] | E103[MEDIUM] | E104[TARGET+OPERATION] | E105[SOURCE] | E106[OPERATION] | E107[QUANTITY] | E108[QUANTITY+OPERATION] | E109[TARGET] | E110[OPERATION] | E111[OPERATION] | E112[MEDIUM] | E113[PREPARATION] | E114[OPERATION] | E115[QUANTITY] | E116[QUANTITY] | E117[TARGET+STATE_GRADE] | E118[QUANTITY] | E119[OWNER_ITEM+OPERATION+FLOW_TRANSFER] | E120[OPERATION+CLOSE]	QUANTITY>OPERATION>MEDIUM>TARGET>SOURCE>PREPARATION>STATE_GRADE>OWNER_ITEM>FLOW_TRANSFER>CLOSE	Auf das vorgeschriebene Maß einstellen; Beckenwasser; An die Stelle setzen; Aus demselben Vorrat; und mit dem vorigen Ansatz weiter; Eine Portion; Eine weitere Portion zugeben; Stelle; und mit dem vorigen Ansatz weiter; Bevor es abkühlt; Badzusatz; Voriger Ansatz; und mit dem vorigen Ansatz weiter; Eine mäßige Menge; Vorgeschriebenes Maß; Länger an der Stelle halten; Vorgeschriebenes Maß; Durch den Durchlass führen; Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	3	AIR_WATER|OR_BATCH|PASSAGE_NOT_CURRENT	auf das vorgeschriebene Maß einstellen · laufende Beckenflüssigkeit · an die Stelle setzen · aus demselben Vorrat · mit Vorigem weiter · eine Portion · eine weitere Portion zugeben · Stelle · mit Vorigem weiter · vor dem Abkühlen · Badezusatz · mit der vorigen Zubereitung · mit Vorigem weiter · mäßige Menge · vorgeschriebenes Maß · länger an der Stelle halten · vorgeschriebenes Maß · durch den Durchlauf führen · Arbeitsbewegung abschließen	Auf das vorgeschriebene Maß einstellen; Laufende Beckenflüssigkeit; An die Stelle setzen; Aus demselben Vorrat; und mit dem vorigen Ansatz weiter; Eine Portion; Eine weitere Portion zugeben; Stelle; und mit dem vorigen Ansatz weiter; Bevor es abkühlt; Der vorbereitete Bade- oder Waschzusatz; Mit der vorigen Zubereitung; und mit dem vorigen Ansatz weiter; Eine mäßige Menge; Vorgeschriebenes Maß; Länger an der Stelle halten; Vorgeschriebenes Maß; Durch den Durchlauf führen; Arbeitsbewegung abschließen	3	AIR_WATER|MEDIUM_WHOLE_CARD|OR_BATCH	auf das vorgeschriebene Maß einstellen · Beckenwasser · an die Stelle setzen · aus demselben Vorrat · mit Vorigem weiter · eine Portion · eine weitere Portion zugeben · Stelle · mit Vorigem weiter · vor dem Abkühlen · Badezusatz · mit dem vorigen Ansatz · mit Vorigem weiter · mäßige Menge · vorgeschriebenes Maß · länger an der Stelle halten · vorgeschriebenes Maß · durch den Durchlass führen · Arbeitsbewegung abschließen	Auf das vorgeschriebene Maß einstellen; Beckenwasser; An die Stelle setzen; Aus demselben Vorrat; und mit dem vorigen Ansatz weiter; Eine Portion; Eine weitere Portion zugeben; Stelle; und mit dem vorigen Ansatz weiter; Bevor es abkühlt; Der vorbereitete Bade- oder Waschzusatz; Mit dem vorigen Ansatz; und mit dem vorigen Ansatz weiter; Eine mäßige Menge; Vorgeschriebenes Maß; Länger an der Stelle halten; Vorgeschriebenes Maß; Durch den Durchlass führen; Arbeitsbewegung abschließen
B1-S003	B1	f81v	f81v.7|f81v.17	F024|F025	E121|E122	2	0	qol · sshkchdy	mit Vorigem weiter · unter besonderer Bedingung umsetzen; Schluss	E121[OPERATION] | E122[OPERATION+CLOSE]	OPERATION>CLOSE	und mit dem vorigen Ansatz weiter; Unter besonderer Bedingung umsetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	mit Vorigem weiter · unter besonderer Bedingung umsetzen; Schluss	Und mit dem vorigen Ansatz weiter; Unter besonderer Bedingung umsetzen; Schluss	0	R3_ACCEPTED	mit Vorigem weiter · unter besonderer Bedingung umsetzen; Schluss	und mit dem vorigen Ansatz weiter; Unter besonderer Bedingung umsetzen; Schluss
B1-S004	B1	f81v	f81v.17	F026	E123|E124|E125	3	0	chedy · ol · shedy	den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · ruhen oder absetzen; Schluss	E123[OWNER_ITEM+OPERATION] | E124[OPERATION] | E125[STATE_GRADE+CLOSE]	OWNER_ITEM>OPERATION>STATE_GRADE>CLOSE	Den laufenden Posten umsetzen oder durcharbeiten; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · ruhen oder absetzen; Schluss	Den laufenden Posten umsetzen oder durcharbeiten; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · ruhen oder absetzen; Schluss	Den laufenden Posten umsetzen oder durcharbeiten; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss
B1-S005	B1	f81v	f81v.17	F027	E126	1	0	qolchedy	weiterführen; Schluss	E126[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Weiterführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	weiterführen; Schluss	Weiterführen; Schluss	0	R3_ACCEPTED	weiterführen; Schluss	Weiterführen; Schluss
B1-S006	B1	f81v	f81v.17	F028	E127|E128|E129|E130	4	0	qokain · shckhy · dl · ral	eine Portion zugeben · durch den Durchlass führen · Badzusatz · abkühlen	E127[QUANTITY+OPERATION] | E128[OWNER_ITEM+OPERATION+FLOW_TRANSFER] | E129[MEDIUM] | E130[OPERATION]	QUANTITY>OPERATION>OWNER_ITEM>FLOW_TRANSFER>MEDIUM	Eine Portion zugeben; Führe den Posten durch den Durchlass; Badzusatz; Und lasse es abkühlen	CONTINUES_ACROSS_LINE	1	PASSAGE_NOT_CURRENT	eine Portion zugeben · durch den Durchlauf führen · Badezusatz · abkühlen	Eine Portion zugeben; Durch den Durchlauf führen; Der vorbereitete Bade- oder Waschzusatz; Und lasse es abkühlen	1	MEDIUM_WHOLE_CARD	eine Portion zugeben · durch den Durchlass führen · Badezusatz · abkühlen	Eine Portion zugeben; Führe den Posten durch den Durchlass; Der vorbereitete Bade- oder Waschzusatz; Und lasse es abkühlen
B1-S007	B1	f81v	f81v.18	F029	E131	1	0	qokchdy	Ansatz umsetzen; Schluss	E131[PREPARATION+OPERATION+CLOSE]	PREPARATION>OPERATION>CLOSE	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	0	R3_ACCEPTED	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss
B1-S008	B1	f81v	f81v.18	F030	E132|E133|E134|E135|E136	5	0	chey · ol · cheky · ol · shedy	dieser Arbeitsposten · mit Vorigem weiter · kurz oder mild erwärmen · mit Vorigem weiter · ruhen oder absetzen; Schluss	E132[OWNER_ITEM] | E133[OPERATION] | E134[STATE_GRADE] | E135[OPERATION] | E136[STATE_GRADE+CLOSE]	OWNER_ITEM>OPERATION>STATE_GRADE>CLOSE	Dieser Arbeitsposten; und mit dem vorigen Ansatz weiter; Kurz oder mild erwärmen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	dieser Arbeitsposten · mit Vorigem weiter · kurz oder mild erwärmen · mit Vorigem weiter · ruhen oder absetzen; Schluss	Dieser Arbeitsposten; und mit dem vorigen Ansatz weiter; Kurz oder mild erwärmen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	dieser Arbeitsposten · mit Vorigem weiter · kurz oder mild erwärmen · mit Vorigem weiter · ruhen oder absetzen; Schluss	Dieser Arbeitsposten; und mit dem vorigen Ansatz weiter; Kurz oder mild erwärmen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss
B1-S009	B1	f81v	f81v.18	F031	E137	1	0	qokedy	kurz benetzen; Schluss	E137[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OPERATION>FLOW_TRANSFER>CLOSE>STATE_GRADE	Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	kurz benetzen; Schluss	Kurz benetzen; Schluss	0	R3_ACCEPTED	kurz benetzen; Schluss	Kurz benetzen; Schluss
B1-S010	B1	f81v	f81v.18	F032	E138	1	0	qokedy	kurz benetzen; Schluss	E138[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OPERATION>FLOW_TRANSFER>CLOSE>STATE_GRADE	Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	kurz benetzen; Schluss	Kurz benetzen; Schluss	0	R3_ACCEPTED	kurz benetzen; Schluss	Kurz benetzen; Schluss
B1-S011	B1	f81v	f81v.18	F033	E139|E140	2	0	chckhy · qoky	durch den Durchlass führen · den laufenden Posten einsetzen	E139[OWNER_ITEM+OPERATION+FLOW_TRANSFER] | E140[OWNER_ITEM+OPERATION]	OWNER_ITEM>OPERATION>FLOW_TRANSFER	Führe den Posten durch den Durchlass; Den laufenden Posten einsetzen	CONTINUES_ACROSS_LINE	1	PASSAGE_NOT_CURRENT	durch den Durchlauf führen · den laufenden Posten einsetzen	Durch den Durchlauf führen; Den laufenden Posten einsetzen	0	R3_ACCEPTED	durch den Durchlass führen · den laufenden Posten einsetzen	Führe den Posten durch den Durchlass; Den laufenden Posten einsetzen
B1-S012	B1	f81v	f81v.21	F034	E141|E142|E143	3	1	lsho · qokey · lshedy	Waschgang · kurz anlegen · waschen; Schluss	E141[OPERATION] | E142[OWNER_ITEM+OPERATION+STATE_GRADE] | E143[FLOW_TRANSFER+CLOSE]	OPERATION>OWNER_ITEM>STATE_GRADE>FLOW_TRANSFER>CLOSE	Waschgang; Kurz anlegen; Waschen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	Waschgang · kurz anlegen · waschen; Schluss	Waschgang; Kurz anlegen; Waschen; Schluss	0	R3_ACCEPTED	Waschgang · kurz anlegen · waschen; Schluss	Waschgang; Kurz anlegen; Waschen; Schluss
B1-S013	B1	f81v	f81v.21	F035	E144	1	0	lshedy	waschen; Schluss	E144[FLOW_TRANSFER+CLOSE]	FLOW_TRANSFER>CLOSE	Waschen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	waschen; Schluss	Waschen; Schluss	0	R3_ACCEPTED	waschen; Schluss	Waschen; Schluss
B1-S014	B1	f81v	f81v.21	F036	E145|E146|E147|E148|E149	5	2	chedy · qolky · lchedal · qol · otar	den laufenden Posten umsetzen oder durcharbeiten · Behandlungsstelle · Auslassstelle · mit Vorigem weiter · danach auslassen	E145[OWNER_ITEM+OPERATION] | E146[TARGET] | E147[TARGET] | E148[OPERATION] | E149[SOURCE]	OWNER_ITEM>OPERATION>TARGET>SOURCE	Den laufenden Posten umsetzen oder durcharbeiten; Behandlungsstelle; Auslassstelle; und mit dem vorigen Ansatz weiter; Danach auslassen	CONTINUES_ACROSS_LINE	0	UNCHANGED	den laufenden Posten umsetzen oder durcharbeiten · Behandlungsstelle · Auslassstelle · mit Vorigem weiter · danach auslassen	Den laufenden Posten umsetzen oder durcharbeiten; Behandlungsstelle; Auslassstelle; und mit dem vorigen Ansatz weiter; Danach auslassen	0	R3_ACCEPTED	den laufenden Posten umsetzen oder durcharbeiten · Behandlungsstelle · Auslassstelle · mit Vorigem weiter · danach auslassen	Den laufenden Posten umsetzen oder durcharbeiten; Behandlungsstelle; Auslassstelle; und mit dem vorigen Ansatz weiter; Danach auslassen
B1-S015	B1	f81v	f81v.24	F037	E150|E151	2	0	ytey · okchedy	füllen · Ansatz umsetzen; Schluss	E150[OPERATION+FLOW_TRANSFER] | E151[PREPARATION+OPERATION+CLOSE]	OPERATION>FLOW_TRANSFER>PREPARATION>CLOSE	Fülle das Gefäß; Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	1	FILL_ACTION	Gefäß füllen · Ansatz umsetzen; Schluss	Fülle danach das Gefäß; Ansatz umsetzen; Schluss	0	R3_ACCEPTED	füllen · Ansatz umsetzen; Schluss	Fülle das Gefäß; Ansatz umsetzen; Schluss
B1-S016	B1	f81v	f81v.24	F038	E152|E153|E154|E155	4	2	qokal · okeey · qol · cheedy	an die Stelle setzen · länger halten · mit Vorigem weiter · ruhen oder absetzen; Schluss	E152[TARGET+OPERATION] | E153[OWNER_ITEM+OPERATION+STATE_GRADE] | E154[OPERATION] | E155[STATE_GRADE+CLOSE]	TARGET>OPERATION>OWNER_ITEM>STATE_GRADE>CLOSE	An die Stelle setzen; Länger halten; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	an die Stelle setzen · länger halten · mit Vorigem weiter · ruhen oder absetzen; Schluss	An die Stelle setzen; Länger halten; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	an die Stelle setzen · länger halten · mit Vorigem weiter · ruhen oder absetzen; Schluss	An die Stelle setzen; Länger halten; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss
B1-S017	B1	f81v	f81v.24	F039	E156|E157|E158	3	1	sal · teol · dchdy	Stelle · erste Öffnung · Umsetzung abschließen	E156[TARGET] | E157[OPERATION] | E158[OPERATION+CLOSE]	TARGET>OPERATION>CLOSE	Stelle; Die erste Öffnung; Umsetzung abschließen	CONTINUES_ACROSS_LINE	0	UNCHANGED	Stelle · erste Öffnung · Umsetzung abschließen	Stelle; Die erste Öffnung; Umsetzung abschließen	0	R3_ACCEPTED	Stelle · erste Öffnung · Umsetzung abschließen	Stelle; Die erste Öffnung; Umsetzung abschließen
B1-S018	B1	f81v	f81v.24|f81v.27	F040|F041	E159|E160|E161|E162	4	1	ly · dsheol · oiiin · olkeedy	Empfangsgefäß · einreiben · Sollstufe · länger auffangen; Schluss	E159[TARGET] | E160[OPERATION] | E161[QUANTITY+STATE_GRADE] | E162[TARGET+STATE_GRADE+CLOSE]	TARGET>OPERATION>QUANTITY>STATE_GRADE>CLOSE	Stelle das Empfangsgefäß bereit; Reibe die bezeichnete Stelle ein; Sollstufe; Länger auffangen; Schluss	CONTINUES_ACROSS_LINE	1	CONTAINER_DECK	Gefäß füllen · einreiben · Sollstufe · länger auffangen; Schluss	Fülle danach das Gefäß; Reibe die bezeichnete Stelle ein; Sollstufe; Länger auffangen; Schluss	0	R3_ACCEPTED	Empfangsgefäß · einreiben · Sollstufe · länger auffangen; Schluss	Stelle das Empfangsgefäß bereit; Reibe die bezeichnete Stelle ein; Sollstufe; Länger auffangen; Schluss
B1-S019	B1	f81v	f81v.27	F042	E163	1	0	tedy	ruhen oder absetzen; Schluss	E163[STATE_GRADE+CLOSE]	STATE_GRADE>CLOSE	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss
B1-S020	B1	f81v	f81v.27	F043	E164|E165	2	0	cheky · shckhedy	kurz oder mild erwärmen · seihen; Schluss	E164[STATE_GRADE] | E165[FLOW_TRANSFER+CLOSE]	STATE_GRADE>FLOW_TRANSFER>CLOSE	Kurz oder mild erwärmen; Seihen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	kurz oder mild erwärmen · seihen; Schluss	Kurz oder mild erwärmen; Seihen; Schluss	0	R3_ACCEPTED	kurz oder mild erwärmen · seihen; Schluss	Kurz oder mild erwärmen; Seihen; Schluss
B1-S021	B1	f81v	f81v.27	F044	E166	1	1	chal	Stelle	E166[TARGET]	TARGET	Stelle	CONTINUES_ACROSS_LINE	0	UNCHANGED	Stelle	Stelle	0	R3_ACCEPTED	Stelle	Stelle
B2-S001	B2	f82r	f82r.2	F045	E167	1	0	dchedy	Arbeitsbewegung abschließen	E167[OPERATION+CLOSE]	OPERATION>CLOSE	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	0	UNCHANGED	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	0	R3_ACCEPTED	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen
B2-S002	B2	f82r	f82r.2	F046	E168	1	0	qolchedy	weiterführen; Schluss	E168[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Weiterführen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	weiterführen; Schluss	Weiterführen; Schluss	0	R3_ACCEPTED	weiterführen; Schluss	Weiterführen; Schluss
B2-S003	B2	f82r	f82r.2	F047	E169|E170|E171	3	1	qokain · dy · qokeedy	eine Portion zugeben · dieser Arbeitsposten · länger einwirken; Schluss	E169[QUANTITY+OPERATION] | E170[OWNER_ITEM] | E171[OPERATION+STATE_GRADE+CLOSE]	QUANTITY>OPERATION>OWNER_ITEM>STATE_GRADE>CLOSE	Eine Portion zugeben; Dieser Arbeitsposten; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	eine Portion zugeben · dieser Arbeitsposten · länger einwirken; Schluss	Eine Portion zugeben; Dieser Arbeitsposten; Länger einwirken; Schluss	0	R3_ACCEPTED	eine Portion zugeben · dieser Arbeitsposten · länger einwirken; Schluss	Eine Portion zugeben; Dieser Arbeitsposten; Länger einwirken; Schluss
B2-S004	B2	f82r	f82r.2|f82r.3	F048|F049	E172|E173|E174|E175|E176	5	2	qokal · lcheckhy · lched · qokeey · lcheckhedy	an die Stelle setzen · zweite Öffnung · hinausführen · länger halten · klar seihen; Schluss	E172[TARGET+OPERATION] | E173[OPERATION] | E174[OPERATION+FLOW_TRANSFER] | E175[OWNER_ITEM+OPERATION+STATE_GRADE] | E176[FLOW_TRANSFER+CLOSE]	TARGET>OPERATION>FLOW_TRANSFER>OWNER_ITEM>STATE_GRADE>CLOSE	An die Stelle setzen; Die zweite Öffnung; Hinausführen; Länger halten; Klar seihen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	an die Stelle setzen · zweite Öffnung · hinausführen · länger halten · klar seihen; Schluss	An die Stelle setzen; Die zweite Öffnung; Hinausführen; Länger halten; Klar seihen; Schluss	0	R3_ACCEPTED	an die Stelle setzen · zweite Öffnung · hinausführen · länger halten · klar seihen; Schluss	An die Stelle setzen; Die zweite Öffnung; Hinausführen; Länger halten; Klar seihen; Schluss
B2-S005	B2	f82r	f82r.3|f82r.4	F050|F051	E177|E178|E179|E180|E181|E182|E183|E184	8	1	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	Posten zur Stelle setzen · Seihtuch · durch den Durchlass führen · auf das vorgeschriebene Maß einstellen · auf das vorgeschriebene Maß einstellen · gleiche Einstellung · den laufenden Posten länger warm halten · abziehen; Ende	E177[OWNER_ITEM+TARGET+OPERATION] | E178[OPERATION] | E179[OWNER_ITEM+OPERATION+FLOW_TRANSFER] | E180[QUANTITY+OPERATION] | E181[QUANTITY+OPERATION] | E182[OPERATION] | E183[OPERATION+OWNER_ITEM+STATE_GRADE] | E184[CLOSE]	OWNER_ITEM>TARGET>OPERATION>FLOW_TRANSFER>QUANTITY>STATE_GRADE>CLOSE	Posten zur Stelle setzen; Seihtuch; Führe den Posten durch den Durchlass; Auf das vorgeschriebene Maß einstellen; Auf das vorgeschriebene Maß einstellen; dieselbe örtliche Einstellung; Den laufenden Posten länger warm halten; Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE	1	PASSAGE_NOT_CURRENT	Posten zur Stelle setzen · Seihtuch · durch den Durchlauf führen · auf das vorgeschriebene Maß einstellen · auf das vorgeschriebene Maß einstellen · gleiche Einstellung · den laufenden Posten länger warm halten · abziehen; Ende	Posten zur Stelle setzen; Seihtuch; Durch den Durchlauf führen; Auf das vorgeschriebene Maß einstellen; Auf das vorgeschriebene Maß einstellen; dieselbe örtliche Einstellung; Den laufenden Posten länger warm halten; Ziehe es ab und beende den Schritt	0	R3_ACCEPTED	Posten zur Stelle setzen · Seihtuch · durch den Durchlass führen · auf das vorgeschriebene Maß einstellen · auf das vorgeschriebene Maß einstellen · gleiche Einstellung · den laufenden Posten länger warm halten · abziehen; Ende	Posten zur Stelle setzen; Seihtuch; Führe den Posten durch den Durchlass; Auf das vorgeschriebene Maß einstellen; Auf das vorgeschriebene Maß einstellen; dieselbe örtliche Einstellung; Den laufenden Posten länger warm halten; Ziehe es ab und beende den Schritt
B2-S006	B2	f82r	f82r.4	F052	E185|E186|E187|E188	4	1	oteey · qokal · sheckhy · qoky	den nächsten Posten länger einwirken lassen · an die Stelle setzen · über der Stelle · den laufenden Posten einsetzen	E185[OWNER_ITEM+STATE_GRADE] | E186[TARGET+OPERATION] | E187[OPERATION] | E188[OWNER_ITEM+OPERATION]	OWNER_ITEM>STATE_GRADE>TARGET>OPERATION	Den nächsten Posten länger einwirken lassen; An die Stelle setzen; Über der örtlich bezeichneten Stelle; Den laufenden Posten einsetzen	CONTINUES_ACROSS_LINE	0	UNCHANGED	den nächsten Posten länger einwirken lassen · an die Stelle setzen · über der Stelle · den laufenden Posten einsetzen	Den nächsten Posten länger einwirken lassen; An die Stelle setzen; Über der örtlich bezeichneten Stelle; Den laufenden Posten einsetzen	0	R3_ACCEPTED	den nächsten Posten länger einwirken lassen · an die Stelle setzen · über der Stelle · den laufenden Posten einsetzen	Den nächsten Posten länger einwirken lassen; An die Stelle setzen; Über der örtlich bezeichneten Stelle; Den laufenden Posten einsetzen
B2-S007	B2	f82r	f82r.7	F053	E189	1	0	dshedy	Frischwasser; Schluss	E189[MEDIUM+CLOSE]	MEDIUM>CLOSE	Frischwasser zugeben; Schluss	CONTINUES_ACROSS_LINE	1	WATER_MEDIUM	sauberes Wasser zugeben; Schluss	Sauberes Wasser zugeben; Schluss	1	WATER_WHOLE_CARD	Frischwasser einlassen; Schluss	Lass Frischwasser ein; Schluss
B2-S008	B2	f82r	f82r.7	F054	E190|E191|E192	3	0	sotaiin · qokar · shedy	das nächste Maß · daraus in den Arbeitsgang nehmen · ruhen oder absetzen; Schluss	E190[QUANTITY] | E191[SOURCE+OPERATION] | E192[STATE_GRADE+CLOSE]	QUANTITY>SOURCE>OPERATION>STATE_GRADE>CLOSE	Das nächste Maß; Daraus in den Arbeitsgang nehmen; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	das nächste Maß · daraus in den Arbeitsgang nehmen · ruhen oder absetzen; Schluss	Das nächste Maß; Daraus in den Arbeitsgang nehmen; Ruhen oder absetzen; Schluss	0	R3_ACCEPTED	das nächste Maß · daraus in den Arbeitsgang nehmen · ruhen oder absetzen; Schluss	Das nächste Maß; Daraus in den Arbeitsgang nehmen; Ruhen oder absetzen; Schluss
B2-S009	B2	f82r	f82r.7	F055	E193	1	0	solshedy	mit dem Vorigen ruhen lassen; Schluss	E193[STATE_GRADE+CLOSE]	STATE_GRADE>CLOSE	Mit dem Vorigen ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	mit dem Vorigen ruhen lassen; Schluss	Mit dem Vorigen ruhen lassen; Schluss	0	R3_ACCEPTED	mit dem Vorigen ruhen lassen; Schluss	Mit dem Vorigen ruhen lassen; Schluss
B2-S010	B2	f82r	f82r.7	F056	E194|E195|E196|E197	4	1	qokeey · qoky · ls · cheey	länger halten · den laufenden Posten einsetzen · erste Öffnung · Klarauszug	E194[OWNER_ITEM+OPERATION+STATE_GRADE] | E195[OWNER_ITEM+OPERATION] | E196[OPERATION] | E197[PREPARATION+STATE_GRADE]	OWNER_ITEM>OPERATION>STATE_GRADE>PREPARATION	Länger halten; Den laufenden Posten einsetzen; Die erste Öffnung; Klarauszug	CONTINUES_ACROSS_LINE	0	UNCHANGED	länger halten · den laufenden Posten einsetzen · erste Öffnung · Klarauszug	Länger halten; Den laufenden Posten einsetzen; Die erste Öffnung; Klarauszug	1	PRODUCT_WHOLE_CARD	länger halten · den laufenden Posten einsetzen · erste Öffnung · Klarauszug	Länger halten; Den laufenden Posten einsetzen; Die erste Öffnung; Klarauszug
B2-S011	B2	f82r	f82r.19	F057	E198|E199|E200|E201	4	1	okain · char · okain · qokeedy	eine Portion zugeben · aus demselben Vorrat · eine Portion zugeben · länger einwirken; Schluss	E198[QUANTITY+OPERATION] | E199[SOURCE] | E200[QUANTITY+OPERATION] | E201[OPERATION+STATE_GRADE+CLOSE]	QUANTITY>OPERATION>SOURCE>STATE_GRADE>CLOSE	Eine Portion zugeben; Aus demselben Vorrat; Eine Portion zugeben; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	eine Portion zugeben · aus demselben Vorrat · eine Portion zugeben · länger einwirken; Schluss	Eine Portion zugeben; Aus demselben Vorrat; Eine Portion zugeben; Länger einwirken; Schluss	0	R3_ACCEPTED	eine Portion zugeben · aus demselben Vorrat · eine Portion zugeben · länger einwirken; Schluss	Eine Portion zugeben; Aus demselben Vorrat; Eine Portion zugeben; Länger einwirken; Schluss
