audit_family	audit_kind	event_id	statement_id	page	locus	joint_tuple_id	surface	selected_segmentation	short_default_de	contextual_reading_de	complete_statement_de	strongest_rival	break_condition
AIR	SELECTED_MEDIUM_OR_BATCH_CARD	E300	B3-S030	f83r	f83r.22	b154ff779abe5f196c80	schedair	S_RENDERER+CHED+AIR_WORK_LIQUOR_FLOW	Arbeitsflüssigkeit durch den Lauf führen	Arbeitsflüssigkeit durch den Lauf führen	Den laufenden Posten einsetzen; Vorgeschriebenes Maß; Arbeitsflüssigkeit durch den Lauf führen; Danach oder erneut umsetzen; Schluss	formal flow/path card with no material noun	A non-liquid object in the same five exact cards, or a base AIR use incompatible with flow.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E302	B3-S031	f83r	f83r.22	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E315	B4-S001	f83r	f83r.25	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WARM_MEDIUM	NEGATIVE_SUBSTANCE_CONTROL	E317	B4-S002	f83r	f83r.25	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Fülle danach das Gefäß; Länger halten; Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_RINSE_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E318	B4-S002	f83r	f83r.25	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Fülle danach das Gefäß; Länger halten; Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WARM_MEDIUM	NEGATIVE_SUBSTANCE_CONTROL	E322	B4-S003	f83r	f83r.26	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Den laufenden Posten umsetzen oder durcharbeiten; Danach zur Stelle; Den nächsten Posten wählen; Länger halten; Den laufenden Posten einsetzen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WARM_CLOTH	NEGATIVE_SUBSTANCE_CONTROL	E326	B4-S004	f83r	f83r.26	eb2e4bc143f623ee03ac	qokylddy	Q_RENDERER+OK+Y_REFERENT+LDDY_FASTEN_CLOSE	Posten befestigen; Schluss	Befestige den laufenden Posten; Schluss	Befestige den laufenden Posten; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E329	B4-S005	f83r	f83r.27	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Tuch; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_RINSE_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E335	B4-S008	f83r	f83r.28	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Vorgeschriebenes Maß; Länger warm halten; Die erste Öffnung; Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E345	B4-S012	f83r	f83r.37	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
OR	SELECTED_MEDIUM_OR_BATCH_CARD	E348	B4-S014	f83r	f83r.38	7a4bb8136330ee4e6e56	or	OR_BATCH	Ansatz	Ansatz	Ansatz; Dieser Arbeitsposten; Über der örtlich bezeichneten Stelle; Den Lauf der Arbeitsflüssigkeit abschließen	generic preparation label rather than a wet batch	An OR-family card that cannot denote a prepared batch under OL/OT/CHO/AIN composition.
AIR	SELECTED_MEDIUM_OR_BATCH_CARD	E351	B4-S014	f83r	f83r.38	8aedd154964a78e555d6	dairydy	D_RENDERER+AIR_WORK_LIQUOR_FLOW+Y_REFERENT+DY_TERMINAL	Lauf der Arbeitsflüssigkeit abschließen	Den Lauf der Arbeitsflüssigkeit abschließen	Ansatz; Dieser Arbeitsposten; Über der örtlich bezeichneten Stelle; Den Lauf der Arbeitsflüssigkeit abschließen	formal flow/path card with no material noun	A non-liquid object in the same five exact cards, or a base AIR use incompatible with flow.
SHEY	SELECTED_MEDIUM_OR_BATCH_CARD	E353	B4-S015	f83r	f83r.39	b5df9126607030b95175	shey	SHEY_CLARIFIED_EXTRACT_WHOLE_CARD	Klarauszug	Klarauszug	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss	formal filtered product rather than a liquid extract	A use before separation or as an unprocessed input rather than after withdrawal/filtration.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E357	B4-S015	f83r	f83r.41	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
SKAR	SELECTED_MEDIUM_OR_BATCH_CARD	E360	B4-S016	f83r	f83r.44	883a6708116c342cb10b	skar	SK_WARM_WORK_LIQUOR+AR_SOURCE	warme Arbeitsflüssigkeit ausgießen	Warme Arbeitsflüssigkeit ausgießen	Eine weitere Portion zugeben; Stelle; Warme Arbeitsflüssigkeit ausgießen; Ruhen oder absetzen; Schluss	generic outward transfer rather than warm liquor	A repeated use without outward warm-liquid handling.
