gloss_level	unit	rejected_gloss_German	replacement	reason
LOCAL_CARD_SENTENCE	cbb42a4fe68068325d6b	gib sauberes Wasser hinzu und beende den Schritt	CLOSE(UNKNOWN_HOST[SHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d225b7a7b95da7aee437	seihe es klar und beende den Schritt	CLOSE(UNKNOWN_HOST[CH])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d25110e0d8488927278f	tauche vollständig ein und beende den Schritt	CLOSE(UNKNOWN_HOST[OKEEE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d4a31dbcf1ed6d9e5aa9	beginne die Spülung	UNKNOWN_HOST[SHEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d665560c8ff80799a82c	von diesem abgebildeten Simplex	UNKNOWN_HOST[CHOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d68bc8de3bcee09db23c	seihe es einmal durch ein Tuch und beende den Schritt	CLOSE(UNKNOWN_HOST[CKHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d72f71baff01cd0a0406	nach dem Absetzen	UNKNOWN_HOST[LD] + <ARG_AIIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d784b2abcaf1a3703de2	beginne die Spülung	UNKNOWN_HOST[D] + <ARG_AIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d788d8d72d41b25a3c71	bis der Strom klar wird	UNKNOWN_HOST[ALROR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d904bf7b044dd3922781	bei sanfter Wärme	UNKNOWN_HOST[KY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	d929a14ec45749b2e805	in Weißwein	UNKNOWN_HOST[YKAN]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	daa1347f456415fe8737	halte es warm und beende den Schritt	CLOSE(UNKNOWN_HOST[OLSHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	daf32e6db9e04413ce7f	das breite Gefäß	UNKNOWN_HOST[OKEEOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	db167f8e9b53eefb58f8	koche sanft und beende diesen Arbeitsschritt	CLOSE(UNKNOWN_HOST[OKSHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	db729b598e89e11452e0	zu gleichen Anteilen	UNKNOWN_HOST[S]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	dcda95c81a5460feb191	Mit der vorigen Zubereitung weiter	FRAME_O(LINK)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	dd0ecaf5e27d81befffc	An die bezeichnete Zielstelle führen	UNKNOWN_HOST[AL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	de7321bface5628e35d6	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	CLOSE(UNKNOWN_HOST[LCHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	deb377381ceaf55ea310	seihe die Flüssigkeit ein zweites Mal	UNKNOWN_HOST[CPHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	dec401773c1f0347793d	Aus dem vorigen Ansatz entnehmen	UNKNOWN_HOST[OLOR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	dedc383b600397a301ee	wasche sie in fließendem Wasser	UNKNOWN_HOST[CTHOOR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	df1098831679a8ad1b39	zerstoße sie zu grobem Pulver	UNKNOWN_HOST[OS]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	e026af581c99322fbd46	wasche die wunde Stelle einmal	CLOSE_B3(UNKNOWN_HOST[ALA])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	e0b630cb1b5df5e7105b	Sobald die Zubereitung gebrauchsfertig ist	UNKNOWN_HOST[CTHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	e2eb77ca9d9e1a8ba29a	fülle danach das Gefäß	UNKNOWN_HOST[OLCHEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	e8a6105b5c3a6220b440	wende sie warm an	FRAME_OT(UNKNOWN_HOST[CHOL])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	eb2e4bc143f623ee03ac	binde es auf die Stelle und beende den Schritt	CLOSE(UNKNOWN_HOST[OKYLD])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	ecce30bc8dcc400bf2c8	über der örtlich bezeichneten Stelle	UNKNOWN_HOST[OCKHEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	f0db6d30cd34f4cb2a4d	das breite Gefäß	UNKNOWN_HOST[KEEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	f2af6326898fb5b490a4	mische zu gleichen Teilen und beende den Schritt	CLOSE(UNKNOWN_HOST[LOCHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	f329f2051370174e9a38	die zweite Öffnung	UNKNOWN_HOST[LCHECKHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	f3c23f42baf625639e1e	gib den ausgepressten Saft hinzu	UNKNOWN_HOST[CTH] + <ARG_AIIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	f7dc90b2c31fd341f0a4	für den zweiten Arzneigebrauch	UNKNOWN_HOST[YK] + <ARG_AIIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	faf321940aed922846a9	Nimm den bezeichneten Anteil	FRAME_OT(UNKNOWN_HOST[CHEY])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	fcc1deda9e24ec268eb0	die zweite Öffnung	UNKNOWN_HOST[AIIIN]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	ff178343c18e287ce3b7	binde es auf die Stelle und beende den Schritt	CLOSE(FRAME_OT(UNKNOWN_HOST[EE]))	retired as component evidence; local sentence may remain only in the recovery archive
