page	record	locus	field_ordinal	event_count	surface_sequence	strict_literal_sequence_German	fluent_local_creative_translation_German
f83r	1	f83r.11	5	1	lo	OPAQUE HOST LO=UNBEKANNT	schließe den unteren Ablauf
f83r	1	f83r.14	1	1	qokchedy	OPAQUE HOST OKCHE=UNBEKANNT + DY=ABSCHLUSS	lasse es abkühlen und beende den Schritt
f83r	1	f83r.14	2	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	1	f83r.14	3	1	shedy	HOST E=BIS + DY=ABSCHLUSS	lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	1	f83r.14	4	1	qokshedy	OPAQUE HOST OKSHE=UNBEKANNT + DY=ABSCHLUSS	koche sanft und beende diesen Arbeitsschritt
f83r	1	f83r.14	5	2	dal lchedy	HOST AL=ZIEL | GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	An die bezeichnete Zielstelle führen; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.14	6	4	qokaiin shcthy dal sy	HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER | GANZKARTE CTHY=BEREIT | HOST AL=ZIEL | OPAQUE HOST Y=UNBEKANNT	beginne den nächsten abgemessenen Posten; Sobald die Zubereitung gebrauchsfertig ist; An die bezeichnete Zielstelle führen; Diese aktive Portion
f83r	1	f83r.15	1	7	saiin shedal shecthy chey tal shcthy dalchdy	GANZKARTE AIIN=MASS | OPAQUE HOST ED=UNBEKANNT + RIGHT AL=ZIEL | OPAQUE HOST ECTHY=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT | HOST AL=ZIEL | GANZKARTE CTHY=BEREIT | OPAQUE HOST ALCH=UNBEKANNT + DY=ABSCHLUSS	Ein vorgeschriebenes Maß; für einen Zeitabschnitt; warmes Wasser; Diese aktive Portion; An die bezeichnete Zielstelle führen; Sobald die Zubereitung gebrauchsfertig ist; behalte den Rückstand und beende den Schritt
f83r	1	f83r.15	2	1	qotchedy	OPAQUE HOST CHE=UNBEKANNT + FRAME OT=MARKIERUNG + DY=ABSCHLUSS	mische zu gleichen Teilen und beende den Schritt
f83r	1	f83r.15	3	1	lchedy	GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.16	1	1	tchedy	OPAQUE HOST CHE=UNBEKANNT + DY=ABSCHLUSS	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt
f83r	1	f83r.16	2	1	qokchdy	OPAQUE HOST OKCH=UNBEKANNT + DY=ABSCHLUSS	erwärme es einmal und beende den Schritt
f83r	1	f83r.16	3	6	cheedar chldaiin chedy qokain checthy chealror	OPAQUE HOST ED=UNBEKANNT + RIGHT AR=QUELLE | OPAQUE HOST LD=UNBEKANNT + RIGHT AIIN=PARAMETER | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | HOST OK=EINSETZEN + RIGHT AIN=EINHEIT | GANZKARTE CTHY=BEREIT | OPAQUE HOST ALROR=UNBEKANNT	setze die Person an das Becken; nach dem Absetzen; rühre, bis alles gleichmäßig vermischt ist; gib einen abgemessenen Anteil in das Gefäß; Sobald die Zubereitung gebrauchsfertig ist; bis der Strom klar wird
f83r	1	f83r.20	1	1	solkeedy	OPAQUE HOST OLKEE=UNBEKANNT + DY=ABSCHLUSS	lasse die Flüssigkeit sich setzen und beende den Schritt
f83r	1	f83r.20	2	1	qoteedy	OPAQUE HOST EE=UNBEKANNT + FRAME OT=MARKIERUNG + DY=ABSCHLUSS	binde es auf die Stelle und beende den Schritt
f83r	1	f83r.20	3	2	qokeey qokedy	GANZKARTE OKEEY=LAUWARM | GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	1	f83r.20	4	3	sol cheeety qokedy	HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST EETY=UNBEKANNT | GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	Mit der vorigen Zubereitung weiter; nach der ersten Spülung; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	1	f83r.20	5	2	qoky saiin	GANZKARTE OKY=VERWENDUNG | GANZKARTE AIIN=MASS	Die aktive Portion verwenden; Ein vorgeschriebenes Maß
f83r	1	f83r.22	1	2	schedair otchedy	OPAQUE HOST CHED=UNBEKANNT + RIGHT AIR=WEG | OPAQUE HOST CHE=UNBEKANNT + FRAME OT=MARKIERUNG + DY=ABSCHLUSS	ziehe die klare Flüssigkeit ab; mische zu gleichen Teilen und beende den Schritt
f83r	1	f83r.22	2	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	1	f83r.22	3	5	chedain chedy qotedaiin otaiin otedy	OPAQUE HOST D=UNBEKANNT + RIGHT AIN=EINHEIT | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | OPAQUE HOST ED=UNBEKANNT + FRAME OT=MARKIERUNG + RIGHT AIIN=PARAMETER | HOST OT=BEZUG + RIGHT AIIN=PARAMETER | HOST E=BIS + FRAME OT=MARKIERUNG + DY=ABSCHLUSS	beginne die Spülung; rühre, bis alles gleichmäßig vermischt ist; das breite Gefäß; für dieselbe Dauer wie zuvor; lasse es bis zur Klarheit ziehen und beende den Schritt
f83r	1	f83r.22	4	1	ldy	HOST L=ANSCHLUSS + DY=ABSCHLUSS	ziehe es ab und beende den Schritt
f83r	1	f83r.24	1	6	soiiin checthy chety otaiin olsaly shedy	OPAQUE HOST OIIIN=UNBEKANNT | GANZKARTE CTHY=BEREIT | OPAQUE HOST TY=UNBEKANNT | HOST OT=BEZUG + RIGHT AIIN=PARAMETER | OPAQUE HOST OLSALY=UNBEKANNT | HOST E=BIS + DY=ABSCHLUSS	bis es klar ist; Sobald die Zubereitung gebrauchsfertig ist; Gleichmäßig bearbeiten; für dieselbe Dauer wie zuvor; das untere Becken; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.25	1	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	2	f83r.25	2	3	qolchey qokeey qokedy	OPAQUE HOST OLCHEY=UNBEKANNT | GANZKARTE OKEEY=LAUWARM | GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	fülle danach das Gefäß; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	2	f83r.25	3	2	chedy otal	OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | HOST OT=BEZUG + RIGHT AL=ZIEL	rühre, bis alles gleichmäßig vermischt ist; zum unteren Ablauf hin
f83r	2	f83r.26	1	5	otchey qokeey qoky tol shedy	HOST CHEY=AUSWAHL + FRAME OT=MARKIERUNG | GANZKARTE OKEEY=LAUWARM | GANZKARTE OKY=VERWENDUNG | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | HOST E=BIS + DY=ABSCHLUSS	Nimm den bezeichneten Anteil; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.26	2	1	qokylddy	OPAQUE HOST OKYLD=UNBEKANNT + DY=ABSCHLUSS	binde es auf die Stelle und beende den Schritt
f83r	2	f83r.27	1	3	dain chedy qokeedy	OPAQUE HOST AIN=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	durch ein Tuch; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	2	f83r.27	2	1	shckhedy	OPAQUE HOST CKHE=UNBEKANNT + DY=ABSCHLUSS	seihe es einmal durch ein Tuch und beende den Schritt
f83r	2	f83r.27	3	1	shckhedy	OPAQUE HOST CKHE=UNBEKANNT + DY=ABSCHLUSS	seihe es einmal durch ein Tuch und beende den Schritt
f83r	2	f83r.28	1	4	saiin cheeky sheey qokedy	GANZKARTE AIIN=MASS | OPAQUE HOST EKY=UNBEKANNT | OPAQUE HOST EEY=UNBEKANNT | GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	Ein vorgeschriebenes Maß; solange es noch warm ist; die erste Öffnung; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	2	f83r.28	2	1	shedy	HOST E=BIS + DY=ABSCHLUSS	lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.28	3	1	oldy	HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG + DY=ABSCHLUSS	koche sanft und beende diesen Arbeitsschritt
f83r	2	f83r.35	1	5	saiin cheky okeeol okain chdy	GANZKARTE AIIN=MASS | OPAQUE HOST KY=UNBEKANNT | OPAQUE HOST OKEEOL=UNBEKANNT | HOST OK=EINSETZEN + RIGHT AIN=EINHEIT | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE	Ein vorgeschriebenes Maß; bei sanfter Wärme; das breite Gefäß; gib einen abgemessenen Anteil in das Gefäß; rühre, bis alles gleichmäßig vermischt ist
f83r	2	f83r.37	1	2	sol lkedy	HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST LKE=UNBEKANNT + DY=ABSCHLUSS	Mit der vorigen Zubereitung weiter; wasche zweimal und beende den Schritt
f83r	2	f83r.37	2	1	lchedy	GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	2	f83r.37	3	2	qokol shedy	OPAQUE HOST OKOL=UNBEKANNT | HOST E=BIS + DY=ABSCHLUSS	lasse die Mischung einlaufen; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.38	1	4	or chey qockhey dairydy	HOST OR=MEDIUM | OPAQUE HOST Y=UNBEKANNT | OPAQUE HOST OCKHEY=UNBEKANNT | OPAQUE HOST AIRY=UNBEKANNT + DY=ABSCHLUSS	Die bereitete Arbeitsflüssigkeit; Diese aktive Portion; über der örtlich bezeichneten Stelle; gebrauche sie sofort und beende den Schritt
f83r	2	f83r.39	1	4	qokain shey kain chckhal	HOST OK=EINSETZEN + RIGHT AIN=EINHEIT | GANZKARTE EY=ENDZUSTAND | OPAQUE HOST K=UNBEKANNT + RIGHT AIN=EINHEIT | OPAQUE HOST CKH=UNBEKANNT + RIGHT AL=ZIEL	gib einen abgemessenen Anteil in das Gefäß; Bis die Flüssigkeit klar abläuft; ein abgemessener Anteil; für die angegebene Dauer
f83r	2	f83r.41	1	2	solkey lchedy	OPAQUE HOST OLKEY=UNBEKANNT | GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	öffne danach den oberen Lauf; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	2	f83r.41	2	2	qolkain dal	OPAQUE HOST OLK=UNBEKANNT + RIGHT AIN=EINHEIT | HOST AL=ZIEL	das untere Becken; An die bezeichnete Zielstelle führen
f83r	2	f83r.44	1	2	skar shedy	OPAQUE HOST K=UNBEKANNT + RIGHT AR=QUELLE | HOST E=BIS + DY=ABSCHLUSS	gieße das erwärmte Wasser ein; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	3	f83r.47	1	1	otchdy	OPAQUE HOST CH=UNBEKANNT + FRAME OT=MARKIERUNG + DY=ABSCHLUSS	ziehe es ab und beende den Schritt
f83r	3	f83r.47	2	1	qokchdy	OPAQUE HOST OKCH=UNBEKANNT + DY=ABSCHLUSS	erwärme es einmal und beende den Schritt
f83r	3	f83r.47	3	1	shedal	OPAQUE HOST ED=UNBEKANNT + RIGHT AL=ZIEL	für einen Zeitabschnitt
f83r	3	f83r.48	1	5	dal cheol lol chdal aiin	HOST AL=ZIEL | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST LOL=UNBEKANNT | OPAQUE HOST D=UNBEKANNT + RIGHT AL=ZIEL | GANZKARTE AIIN=MASS	An die bezeichnete Zielstelle führen; Mit der vorigen Zubereitung weiter; bis es warm ist; mit der vorigen Mischung; Ein vorgeschriebenes Maß
f83r	3	f83r.49	1	3	sol daiiin chedy	HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST AIIIN=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE	Mit der vorigen Zubereitung weiter; die zweite Öffnung; rühre, bis alles gleichmäßig vermischt ist
f83r	4	f83r.52	1	4	solkeey qekey raly ol	OPAQUE HOST OLKEEY=UNBEKANNT | OPAQUE HOST EKEY=UNBEKANNT | OPAQUE HOST RALY=UNBEKANNT | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG	setze die Person an das Becken; ohne Kochen; die erste Öffnung; Mit der vorigen Zubereitung weiter
f83r	4	f83r.54	1	5	daiin ol dain chey ldalor	GANZKARTE AIIN=MASS | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST AIN=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT | OPAQUE HOST LDALOR=UNBEKANNT	Ein vorgeschriebenes Maß; Mit der vorigen Zubereitung weiter; durch ein Tuch; Diese aktive Portion; an der bezeichneten Stelle
